timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769741140.8137765,RECEIVED,f3db3dd7-0f41-4257-a875-42d3cca4125f,319f3a3c-c7e8-4255-87fc-73eab774d82c,c4,c1,26,p1,?,surb={'id': '81671cae-adb3-4c1c-ad51-9f61b037e798', 'route': ['p1', 'e11', 'i3', 'x12', 'p1', 'c4']}
1769741140.877738,RECEIVED,e03881ff-fb95-4b9e-ad54-b29932f477d6,4c9dff28-bb00-4df1-b559-8dc12a701f0c,c3,c1,27,p1,?,surb={'id': '5ff70abd-10e8-43f4-beb0-727ecc898038', 'route': ['p1', 'e4', 'i1', 'x8', 'p3', 'c3']}
1769741140.947454,RECEIVED,83374372-2454-41dd-8f8b-f6519de82725,27005f6f-5484-4f0c-aa44-7d6dcdea8757,c5,c1,27,p1,?,surb={'id': '07c9d190-e852-4430-9321-88b805e25945', 'route': ['p1', 'e10', 'i10', 'x2', 'p2', 'c5']}
1769741140.978278,RECEIVED,5d6ba4fb-a87a-4105-b001-3520a6330a7a,437225d0-d300-4c3b-a46f-3bafe35f3a1f,c3,c1,27,p1,?,surb={'id': '3c94f43e-579c-4d68-baf9-4dc0622fee21', 'route': ['p1', 'e11', 'i2', 'x2', 'p3', 'c3']}
1769741141.0438712,SENT,3c586106-ab87-41f7-9a0c-0cf657deed25,1bed46ae-a5c4-4136-9b53-8afffef472c4,c1,c2,3383,?,p1,
1769741141.0440006,CREATED,b00f71aa-7169-4dc4-926a-b9dda6975655,a9a6f542-4bdf-4e5a-8d55-ca624dd960be,c1,c2,27,?,?,surb={'id': 'c9272e24-b0fe-43cb-9643-1c0e30443dfb', 'route': ['p2', 'e6', 'i1', 'x9', 'p1', 'c1']}
1769741141.121972,RECEIVED,e8cf480c-071d-4410-8a7c-de060c83a5c9,c059162b-151a-4f2d-b0d0-f92e652c807e,c4,c1,27,p1,?,surb={'id': 'ff4193c2-8a6a-4f11-84c8-e8cda3a2e2df', 'route': ['p1', 'e12', 'i4', 'x5', 'p1', 'c4']}
1769741141.2697196,RECEIVED,acb99633-4b69-4edf-83e8-703ed60480fc,4d17bcf7-0e22-4d35-a2ea-f9c3c05f046a,c3,c1,26,p1,?,surb={'id': '09df4531-aeaa-4b9e-b6d0-4a2963389546', 'route': ['p1', 'e2', 'i2', 'x1', 'p3', 'c3']}
1769741141.3532937,RECEIVED,07fcbdaa-330b-4c13-8c13-6787600d5d9d,d7dab320-df5b-4de9-a81f-984a6d4972c0,c4,c1,27,p1,?,surb={'id': '41a0ca6a-4e2e-4e95-b6a2-313a941fe7f9', 'route': ['p1', 'e10', 'i9', 'x12', 'p1', 'c4']}
1769741141.3683982,RECEIVED,48846d0e-23ae-410a-9055-86ecb78c34a7,14f3f3ae-69ab-4953-8a09-a8bc8409b532,c5,c1,27,p1,?,surb={'id': '5d05b1ba-851f-4014-aa44-7ff5f2b7202e', 'route': ['p1', 'e8', 'i4', 'x2', 'p2', 'c5']}
1769741141.4936893,RECEIVED,4a826381-32d2-4851-8108-f017bd6c39fe,2183bf27-20be-4f1f-a22f-f5d0c9a55a3d,c3,c1,26,p1,?,surb={'id': '3616fcc4-28ed-4def-ba8e-9623f6ddcff4', 'route': ['p1', 'e12', 'i7', 'x1', 'p3', 'c3']}
1769741141.5410123,SENT,94182313-646d-434b-808c-f926c0ef2823,c46b17b0-7c87-42cd-b8bf-77109206c128,c1,c2,3379,?,p1,
1769741141.5411866,CREATED,b87003ff-958e-4d7d-8fc1-9ac505bbbd90,c0476cd5-9525-4590-a687-94f6a460c295,c1,c2,27,?,?,surb={'id': '10353bcf-4d77-4f99-b191-01900b767661', 'route': ['p2', 'e1', 'i1', 'x5', 'p1', 'c1']}
1769741141.5877533,SENT,5e86dd45-61b6-46f3-9b16-f72ebcaf88f9,8ade0aec-ed5c-47b3-a73c-69fa14fbd876,c1,c2,3375,?,p1,
1769741141.5879014,CREATED,5bfb7e16-9571-46b0-afa4-14914d636ffd,b708e607-f944-4665-8c46-a7ea95504168,c1,c2,26,?,?,surb={'id': 'b4b70422-7953-4454-a7ef-917f60cfbe71', 'route': ['p2', 'e11', 'i9', 'x1', 'p1', 'c1']}
1769741141.6066322,RECEIVED,9b0ebfd7-1446-4c6b-be7f-48208973fdbd,215cc2de-d1cc-4668-b651-1abc0c62cb98,c3,c1,27,p1,?,surb={'id': '61231f9f-74da-4237-8bec-852d2f7262e0', 'route': ['p1', 'e4', 'i7', 'x1', 'p3', 'c3']}
1769741141.6237035,RECEIVED,6116f864-393f-4b61-b7d3-eb5ba1f467ac,96bc8859-4662-450e-99f1-96ecf80139b0,c5,c1,27,p1,?,surb={'id': 'e205ee47-327b-469e-95fd-725890f60638', 'route': ['p1', 'e9', 'i11', 'x9', 'p2', 'c5']}
1769741141.6564798,RECEIVED,7422cadc-0e2a-4028-bcb5-482158188459,843da08a-8ae3-44fe-82ec-f404bafaf69c,c5,c1,26,p1,?,surb={'id': '0d249bcb-aabf-4e16-b6fc-e2460323f589', 'route': ['p1', 'e10', 'i1', 'x6', 'p2', 'c5']}
1769741141.7945745,RECEIVED,d1f17f5a-a1b4-4435-8bba-49cd3a880e90,cd632e4a-06fb-4998-9383-7718dd2c7f3d,c4,c1,26,p1,?,surb={'id': 'dea1f7cb-2c7c-44ab-b549-124b62092211', 'route': ['p1', 'e6', 'i12', 'x12', 'p1', 'c4']}
1769741141.8463821,RECEIVED,b7f28635-e9ed-4e05-b197-bf27f99fe757,5aef7fcb-7e9f-4d9e-aa68-03c2caf94b31,c3,c1,27,p1,?,surb={'id': '620c53fb-1e4c-4dfe-b5ab-4c23e5792aae', 'route': ['p1', 'e12', 'i2', 'x12', 'p3', 'c3']}
1769741141.853059,RECEIVED,827dda42-a256-4b4a-bba2-8e5afc177f2a,6d272014-3db2-496c-8289-cac423b0cf69,c5,c1,27,p1,?,surb={'id': 'b3f7b5df-0942-4fd8-85d2-4f4a6e0975a3', 'route': ['p1', 'e12', 'i5', 'x12', 'p2', 'c5']}
1769741142.0496047,SENT,22404f62-a45b-434b-aba9-8414d799f7f3,d9047507-de39-4d39-9c13-a5e9c419a81a,c1,c2,3397,?,p1,
1769741142.0497382,CREATED,8404f67b-9a82-4c44-b87e-1e36876a02c6,37a4e618-fe2d-404f-b70d-37ea20cb105b,c1,c2,27,?,?,surb={'id': 'd1ea7b7b-6f13-481c-81ae-60cf0023d481', 'route': ['p2', 'e11', 'i12', 'x2', 'p1', 'c1']}
1769741142.0544913,RECEIVED,2f43e868-5cbd-4e4e-938e-562b43822092,69b30a01-02c4-423d-b4b4-d845941ffe8b,c5,c1,27,p1,?,surb={'id': '520398ad-a1ad-4b50-b6d9-f4e527a5079e', 'route': ['p1', 'e6', 'i9', 'x4', 'p2', 'c5']}
1769741142.1742005,RECEIVED,372fe72a-a757-4e89-9fac-b0ec17de7889,9b0d7781-daa6-40e1-b849-34845d7d219d,c4,c1,27,p1,?,surb={'id': '6f026fdf-ef92-41f8-898d-938891404e54', 'route': ['p1', 'e5', 'i10', 'x1', 'p1', 'c4']}
1769741142.335468,RECEIVED,d2096ee2-6f31-4271-813a-dcc5e653d791,afc515e5-c7e2-4609-8adc-02b543ba0460,c4,c1,27,p1,?,surb={'id': '70e48a26-8a1a-434c-8eb1-9e1fd79943b2', 'route': ['p1', 'e5', 'i8', 'x4', 'p1', 'c4']}
1769741142.5232222,RECEIVED,b57e1c1d-840e-4a6a-a4a4-2b1e0b89a0fb,dfcb2983-c9ee-49dd-8cc9-361de3c4032d,c3,c1,26,p1,?,surb={'id': 'ab0301d6-bcca-45a3-bd1e-01167cc569e0', 'route': ['p1', 'e9', 'i1', 'x6', 'p3', 'c3']}
1769741142.6849954,RECEIVED,dd12eb5a-b132-4bd6-bb0a-2989d52ce6b4,83d7f337-cd6e-4edd-89dd-88d96cb8ad89,c5,c1,27,p1,?,surb={'id': '6ca3a580-d76e-4e0c-9a09-fec54d18a77f', 'route': ['p1', 'e8', 'i12', 'x7', 'p2', 'c5']}
1769741142.838153,RECEIVED,fa46fcff-a5d5-4e7a-a5a2-e1ccfb828ef0,b7780a33-ed7e-43a4-89cd-4f9baffa57b7,c3,c1,27,p1,?,surb={'id': 'b8fb4856-27e8-41b7-946a-21d36a63a391', 'route': ['p1', 'e4', 'i7', 'x7', 'p3', 'c3']}
1769741142.8509338,RECEIVED,567d02b1-a16e-4fe9-acbc-8e49c74e185f,d466873d-a9bf-47a2-a21d-0b5620959c2d,c4,c1,27,p1,?,surb={'id': '23274880-0333-4727-bf41-5854c539bf4c', 'route': ['p1', 'e11', 'i11', 'x2', 'p1', 'c4']}
1769741142.9533744,RECEIVED,d1dd6c2a-826a-48d3-b2ba-298219138e4d,b1784d37-1a83-4ae3-85c4-8f13cd3c087b,c5,c1,27,p1,?,surb={'id': 'c9643708-6ea3-47eb-aaf6-c0606ab637ea', 'route': ['p1', 'e2', 'i9', 'x11', 'p2', 'c5']}
1769741142.9999506,RECEIVED,9b9773c8-3bbe-4920-962f-9d8be4b91ed9,17fe6eb7-79bf-4ed7-bee2-59cb4fa2af30,c3,c1,27,p1,?,surb={'id': '5a83a99b-0d09-4213-a647-7730a4e306ab', 'route': ['p1', 'e3', 'i4', 'x7', 'p3', 'c3']}
1769741143.0352879,RECEIVED,df92c099-ff30-47c2-82cd-0f5c3f412fc2,9a3fd569-ad80-4e78-bb70-7179e0628190,c4,c1,27,p1,?,surb={'id': '3e0a4bb9-5725-4a9a-b488-a85e43a2b7b4', 'route': ['p1', 'e3', 'i10', 'x12', 'p1', 'c4']}
1769741143.229814,RECEIVED,51179fbf-1746-4d1c-b0f3-0bab7c986a82,e771d166-d4ac-4d3d-b2a6-b9fb37f66011,c4,c1,27,p1,?,surb={'id': '742270d5-afa8-4bec-9bb3-ec95203ef95d', 'route': ['p1', 'e6', 'i1', 'x8', 'p1', 'c4']}
1769741143.4982066,RECEIVED,a95bcfba-84d6-445b-a540-33441877fd36,19090684-861e-4f37-9ceb-737acc718a04,c4,c1,27,p1,?,surb={'id': '90a03430-9ee4-45de-ac78-16c14c7b66cf', 'route': ['p1', 'e6', 'i3', 'x1', 'p1', 'c4']}
1769741143.5753574,RECEIVED,dc49ea39-2ed8-44a3-8bb6-8e86f5a4973e,2c3cdaac-8894-476e-a074-b513621f6c9d,c4,c1,26,p1,?,surb={'id': 'db29dea7-c6fa-49a5-bb08-c9dc2885301c', 'route': ['p1', 'e9', 'i2', 'x2', 'p1', 'c4']}
1769741143.651483,RECEIVED,bc0fc73c-e35b-44ec-bd7a-b7ddb36f2478,559204a0-5f74-4938-922d-0931a2ed4e0b,c4,c1,27,p1,?,surb={'id': '23453598-e97a-4738-87bd-cbba7340346f', 'route': ['p1', 'e2', 'i10', 'x3', 'p1', 'c4']}
1769741143.6576605,SENT,bfd27506-4f5b-4959-b854-fd33d300dd74,95f198ff-0cc9-43a6-8927-254b92707035,c1,c2,3399,?,p1,
1769741143.657796,CREATED,9fe78f6e-141b-4578-baa8-532ab24ed662,c52f7022-1779-40da-bb0d-a9dbd46528b9,c1,c2,27,?,?,surb={'id': 'cc4deb50-c318-45ef-a8f4-301b42fa036b', 'route': ['p2', 'e1', 'i8', 'x11', 'p1', 'c1']}
1769741143.7123349,RECEIVED,6209005f-ad19-45a6-a5fe-48a9eefa6721,fda3221d-70df-4211-a8c4-3addaa9bd1be,c3,c1,27,p1,?,surb={'id': 'f7e5863d-a024-4a22-ab80-d107ce8c7191', 'route': ['p1', 'e12', 'i2', 'x2', 'p3', 'c3']}
1769741143.8216019,RECEIVED,55a274cc-4d93-47d0-a054-04a534e9b655,943f17e9-bf1a-4617-98fc-19a2d1cb4e85,c5,c1,27,p1,?,surb={'id': 'b9b1eddd-5055-4a17-b1d7-f76f0aa3c069', 'route': ['p1', 'e3', 'i4', 'x6', 'p2', 'c5']}
1769741143.8387623,SENT,1eaecb46-3568-48a7-99db-8be865089b2f,1329a34a-edbb-443c-9d23-0f94f92426d5,c1,c2,3387,?,p1,
1769741143.8389084,CREATED,a9cf8f0c-42d6-41e4-819f-1783189ba1d9,804613ff-8563-49dd-91c4-c6c8f3d4ecb5,c1,c2,27,?,?,surb={'id': 'b87d6600-b2d7-447b-b38f-e6db7170026f', 'route': ['p2', 'e12', 'i6', 'x6', 'p1', 'c1']}
1769741144.175656,SENT,1b929e65-e08f-4c4c-8a33-1ac0be8ff910,3ac64a51-732c-4b1b-a7e1-26d3947ed5d4,c1,c2,3379,?,p1,
1769741144.1758,CREATED,b24b0c6e-fcf0-4d81-9376-a40691ad84fa,efce1d45-e132-4918-8d6e-85ed7ecfa151,c1,c2,27,?,?,surb={'id': 'e3b0e2d3-c213-4fc7-a0ee-b52933e9178a', 'route': ['p2', 'e4', 'i2', 'x3', 'p1', 'c1']}
1769741144.1935723,RECEIVED,b85eb3a2-2db7-4463-8605-4dac44e602bf,c7bd0ab3-e4d3-45c6-bc0b-c5cca3b5ef1f,c5,c1,27,p1,?,surb={'id': '2c625412-a0f5-43a8-a9d5-146793336836', 'route': ['p1', 'e4', 'i6', 'x5', 'p2', 'c5']}
1769741144.2072484,RECEIVED,c3d10a3c-8202-4245-beff-9a7b379139f1,378c79bf-789c-4326-9fc6-7ea2a095fa78,c5,c1,27,p1,?,surb={'id': '8e243e97-000a-45aa-b66a-55cd54e30403', 'route': ['p1', 'e7', 'i7', 'x9', 'p2', 'c5']}
1769741144.6057963,RECEIVED,fccbc1fd-0c1d-44d6-9ddf-35f7d7bd231c,4be80fc2-051b-4ee8-bebf-93a06c002331,c4,c1,27,p1,?,surb={'id': 'f145e145-f7f2-4504-a752-91540600c0c2', 'route': ['p1', 'e2', 'i12', 'x6', 'p1', 'c4']}
1769741144.6594253,SENT,ddab124f-a84e-43fe-b690-7988066aa423,84159907-86c4-414c-b216-d0f9e7bd6cdb,c1,c2,3365,?,p1,
1769741144.659666,CREATED,daec5115-72e7-4e42-9f90-0ee4a53bad1a,b5252d43-4161-4ba4-9fab-fd91c165aadb,c1,c2,27,?,?,surb={'id': '78d521e6-3c97-4765-aff0-7685793e3f30', 'route': ['p2', 'e4', 'i1', 'x3', 'p1', 'c1']}
1769741144.7151554,RECEIVED,ec6d9461-b1ac-4308-b762-7f71712b9e55,e9015868-5869-41d0-b857-bd7f8232456c,c4,c1,27,p1,?,surb={'id': 'dc395d29-4bbe-405a-9d7f-2013f4208c2b', 'route': ['p1', 'e8', 'i9', 'x11', 'p1', 'c4']}
1769741144.7500842,RECEIVED,25e32e24-597b-4fb8-b61b-26466682e834,6732b108-ca2e-449f-92ba-1557373e9d12,c3,c1,27,p1,?,surb={'id': 'f04b9058-20e8-4be3-ba4c-2ff5266807bd', 'route': ['p1', 'e11', 'i5', 'x5', 'p3', 'c3']}
1769741144.794652,SENT,bacdf7b5-bca8-4bb3-8dba-12093b31e438,5a42f0bd-91dd-4df3-afa1-1df0f7b60c9b,c1,c2,3361,?,p1,
1769741144.7947848,CREATED,73886159-dbaf-4543-afa4-6fe951569360,298ed24a-bd99-4696-b9c0-4fd717904ade,c1,c2,27,?,?,surb={'id': '241a9859-4e80-4663-ae97-8a66a17a82ca', 'route': ['p2', 'e9', 'i1', 'x6', 'p1', 'c1']}
1769741145.0388126,RECEIVED,a2cefbdf-ae1b-43c4-9192-83d6a659456f,f72b73aa-86be-464d-b4b8-b5ba367be7ab,c5,c1,27,p1,?,surb={'id': 'a01e75e2-25ea-477d-8c1b-bceb8eddeca7', 'route': ['p1', 'e1', 'i5', 'x8', 'p2', 'c5']}
1769741145.089917,RECEIVED,d91bf605-67ee-4e13-aaef-df85282e3aec,48625039-3f0d-426d-82b9-331de5be2d85,c5,c1,27,p1,?,surb={'id': '47626bee-31dd-4e9e-9b00-94c68250d0fb', 'route': ['p1', 'e3', 'i12', 'x6', 'p2', 'c5']}
1769741145.1008184,RECEIVED,6b21ff7e-de66-4b9c-8f71-7f4f60cbc5c1,69b523aa-b169-49fa-9c9d-dbe8200ff200,c4,c1,27,p1,?,surb={'id': 'd1540476-23e8-4f54-b833-d7de97b043bd', 'route': ['p1', 'e1', 'i1', 'x10', 'p1', 'c4']}
1769741145.1718788,SENT,5979fc11-9789-42ff-8837-d3e7daa7ef8d,2e1a910a-f48c-41a8-a2cb-5c78727c27d6,c1,c2,3367,?,p1,
1769741145.1720288,CREATED,96ee5ab3-49e7-4fb9-861a-0339327aeb38,2db74038-793d-4182-924d-7321b48c0e4a,c1,c2,27,?,?,surb={'id': '55f22fb6-8d63-44df-b058-5709f958bb84', 'route': ['p2', 'e2', 'i5', 'x1', 'p1', 'c1']}
1769741145.2816935,SENT,263ee2ef-a168-4184-86b7-5a0d75e1c936,c22ad380-0409-42a4-9850-12fe46d06da8,c1,c2,3380,?,p1,
1769741145.2818253,CREATED,b184123a-4048-495e-bf6f-c6f157ffd43f,f9bd3f07-7c28-427c-b8c8-bbd29273ab47,c1,c2,27,?,?,surb={'id': '0ba77b06-ce7c-418b-9480-816c0decb612', 'route': ['p2', 'e9', 'i10', 'x4', 'p1', 'c1']}
1769741145.5102022,SENT,02f0c7f9-6dfc-4bd7-be53-b52ff22dfaa8,ef78e5ff-0af3-489e-b155-88c6520a4ba3,c1,c2,3379,?,p1,
1769741145.5103462,CREATED,efad186d-8a8b-415a-918d-7d1a33950ea4,2b8b0d75-0530-4b51-ace8-d9880c0e6fcb,c1,c2,27,?,?,surb={'id': '58e7a7d2-8ea0-495e-9b67-13e02b6788e3', 'route': ['p2', 'e11', 'i6', 'x6', 'p1', 'c1']}
1769741145.635218,SENT,1fa3b7be-6507-4511-94cf-f511eef8c2df,609ed23b-9ff1-426e-9b54-9b46463fb692,c1,c2,3360,?,p1,
1769741145.635346,CREATED,219b1257-d0b2-4c0d-ae78-d0ea2530986b,5755bf7a-84ba-465b-9bf4-35c1769d7370,c1,c2,27,?,?,surb={'id': '6029e9e1-367a-4756-80fd-5ccd18136ae7', 'route': ['p2', 'e8', 'i2', 'x6', 'p1', 'c1']}
1769741145.6666737,RECEIVED,098f0996-b6bf-4089-abab-580d09996aa2,21f7894a-d947-406a-b2ae-c3a847c9aa15,c3,c1,27,p1,?,surb={'id': '8a2b7b99-a7bd-4513-805f-1605fad9d2b5', 'route': ['p1', 'e9', 'i6', 'x8', 'p3', 'c3']}
1769741145.88102,SENT,4c50f975-32b3-4010-8c41-5e3bd02f10df,315b7bff-927b-4f89-84d7-c3c9d56543d0,c1,c2,3401,?,p1,
1769741145.8811936,CREATED,8ba76772-58ca-48b8-b806-56705bbd9219,c5695335-721b-4a86-8155-4765a2f7da18,c1,c2,27,?,?,surb={'id': '8b295a63-dea2-4fbd-beda-e104cf3a6fab', 'route': ['p2', 'e5', 'i6', 'x3', 'p1', 'c1']}
1769741145.9088905,RECEIVED,b2dcca21-b95d-484d-a8b4-e31085e2b173,efe5446c-c34b-4be9-83b8-23ab05aceebb,c5,c1,27,p1,?,surb={'id': 'c148cd93-3597-4b65-a9bd-dbd810399103', 'route': ['p1', 'e3', 'i9', 'x10', 'p2', 'c5']}
1769741146.1338665,RECEIVED,b2d62ee0-a828-460a-b480-29733542862b,b7dd1330-0acd-4ea6-b6e9-adbc281aec68,c5,c1,27,p1,?,surb={'id': '14fe2cab-18cd-49b3-8945-eb495b7e618b', 'route': ['p1', 'e2', 'i1', 'x10', 'p2', 'c5']}
1769741146.175734,RECEIVED,597a27ba-07d0-438c-979e-f4fa8df98f56,beddda81-3df8-4487-98dd-3a006f6e9ef7,c4,c1,26,p1,?,surb={'id': 'c5b98de8-6719-485f-9bbb-3a02ac14fd5c', 'route': ['p1', 'e4', 'i3', 'x11', 'p1', 'c4']}
1769741146.2341485,RECEIVED,0071b2b0-65c3-4a3e-b653-3e12c5d2daa7,0963d822-b375-4658-900d-86eca607388a,c3,c1,26,p1,?,surb={'id': '58783780-e5e3-437e-b15e-0b34a1b73113', 'route': ['p1', 'e5', 'i5', 'x5', 'p3', 'c3']}
1769741146.2383726,RECEIVED,8faac51d-2256-4a48-8679-160791b126ed,159aeff4-26f1-4378-988b-102235219a86,c3,c1,27,p1,?,surb={'id': '0de4f80d-9f5e-426d-8015-87c3e0fd4892', 'route': ['p1', 'e7', 'i5', 'x12', 'p3', 'c3']}
1769741146.3474648,RECEIVED,ea69e7c9-027d-4188-a9ef-98899732b2cc,945f55c5-f789-4159-85f0-eb0411ae770d,c5,c1,26,p1,?,surb={'id': 'e5585abe-5f8c-4498-bfc3-668f4daba12d', 'route': ['p1', 'e8', 'i6', 'x10', 'p2', 'c5']}
1769741146.3592355,RECEIVED,65a30154-c8e3-4f85-865c-9f10a9e16e5f,e7de2b2d-db03-47fa-b735-f29c97d14025,c5,c1,27,p1,?,surb={'id': '40082f82-821d-49b7-8d67-d1cc548830b0', 'route': ['p1', 'e5', 'i7', 'x10', 'p2', 'c5']}
1769741146.383556,RECEIVED,073b87f4-933d-4521-9346-84ae6f0f01d9,521a2ba8-e313-4f1a-8731-49d8e9486e6b,c4,c1,27,p1,?,surb={'id': 'ed5d2ade-fdd1-4df1-a408-b07b1920ca9f', 'route': ['p1', 'e3', 'i2', 'x2', 'p1', 'c4']}
1769741146.4347663,RECEIVED,12406fc1-6297-4902-88ec-08468fb98499,131c55e0-4dc7-4fec-8c42-8fc03ec82af5,c5,c1,27,p1,?,surb={'id': 'abf2f143-9eb2-452c-b739-9aa9018fb8e3', 'route': ['p1', 'e9', 'i2', 'x9', 'p2', 'c5']}
1769741146.5786395,SENT,581c208e-ea3e-4ccd-99bc-ea092aee8dcc,f97c51ef-fcfd-4f32-821c-b76756265da5,c1,c2,3373,?,p1,
1769741146.5787747,CREATED,5c74dd7d-f774-4193-942e-fddfd4315cb0,336a53a5-42f5-4910-b9d0-7be34ecdd79b,c1,c2,27,?,?,surb={'id': 'ba059e09-2ae0-4054-835d-ecbbcbcdd52d', 'route': ['p2', 'e6', 'i8', 'x4', 'p1', 'c1']}
1769741146.629447,RECEIVED,210e5990-7e70-4f9a-85cf-ca10d25a61e7,41f1fe14-a2ce-4d5b-8881-574b03c8bd4e,c4,c1,26,p1,?,surb={'id': 'b74c1ff9-7f92-4b18-833d-8e929a2f071c', 'route': ['p1', 'e3', 'i3', 'x7', 'p1', 'c4']}
1769741146.7124314,SENT,80a4bc54-028c-4f0c-b002-639f1400420e,7b2ee9df-3c31-4ac4-a1f5-e79f7f5d014d,c1,c2,3359,?,p1,
1769741146.7125568,CREATED,359f2de9-056f-49b1-858a-38b713635620,84e2a532-2162-4625-b836-ed577683f9ca,c1,c2,27,?,?,surb={'id': 'f84ef5f7-48dc-4f66-a88f-0b210a397a5f', 'route': ['p2', 'e9', 'i1', 'x1', 'p1', 'c1']}
1769741146.9138482,SENT,67728f35-e04b-4544-96b1-bbbe6f08b03f,7132d972-5759-4cca-83c6-ed975ec5de11,c1,c2,3387,?,p1,
1769741146.91398,CREATED,6faa243b-6e9c-48b2-9235-7aaab1832ef4,dd612e96-22c5-4837-968c-907f62b0cf6c,c1,c2,27,?,?,surb={'id': '94903d7e-7f32-417c-b0de-8d6e54ca6bb2', 'route': ['p2', 'e10', 'i6', 'x12', 'p1', 'c1']}
1769741147.1089056,RECEIVED,367d791a-aee1-4cd5-bc7f-fb9a8a432ad6,82693037-2aad-48f5-a027-7b7c72af42ce,c5,c1,27,p1,?,surb={'id': '80351218-edbc-4a61-8f3f-c9c6797426c7', 'route': ['p1', 'e11', 'i5', 'x10', 'p2', 'c5']}
1769741147.31294,SENT,2b5d32eb-fa4f-4830-89d6-e742ad336ea6,40fd85a4-e766-4500-a4a4-af5135ed8f52,c1,c2,3396,?,p1,
1769741147.3131173,CREATED,5625363c-ef43-4c5e-af9e-6d1cc5287441,6e9fbc14-be65-4059-87b3-fff5fa5c0cb2,c1,c2,27,?,?,surb={'id': '6ef9a451-2f5c-48a2-bcaf-32fe5e8370bf', 'route': ['p2', 'e11', 'i7', 'x8', 'p1', 'c1']}
1769741147.4192655,SENT,21f54e64-5992-440a-a054-eec09ae80548,245373cd-19bd-44d2-b07b-0b26f0d33c91,c1,c2,3380,?,p1,
1769741147.4194124,CREATED,8a22a72b-a403-4713-b0f6-2be7911fdf62,fb02ba86-69f8-4bfa-8886-3bd47f9f49f4,c1,c2,27,?,?,surb={'id': '9f33f85d-7b52-429e-b22d-f200b396187d', 'route': ['p2', 'e11', 'i8', 'x4', 'p1', 'c1']}
1769741147.4641774,SENT,c62e428d-4b00-462f-94ee-1f0ea14e83df,b7111a3a-1153-4c6d-85d0-c9b519081824,c1,c2,3393,?,p1,
1769741147.464313,CREATED,ea1a5002-aaa8-4527-8f57-57dc33ade3be,3d092849-c2bd-4453-a1fc-7894f9667e09,c1,c2,27,?,?,surb={'id': 'de421fd9-eeee-418e-b95b-6ec85266ee19', 'route': ['p2', 'e9', 'i11', 'x7', 'p1', 'c1']}
1769741147.4889107,RECEIVED,24a6c5b0-a2e5-4b18-913a-cba9a0419895,c5a9071c-60c8-4dbc-a236-690370dd52f6,c4,c1,26,p1,?,surb={'id': '0b5fd778-2bdd-4022-8f19-29c73410ae3b', 'route': ['p1', 'e8', 'i3', 'x4', 'p1', 'c4']}
1769741147.5231402,RECEIVED,7f5e74ec-29d4-4cb6-8509-ed359a056b59,5bfaaedc-c06c-4971-a820-1d93c60b7b31,c5,c1,27,p1,?,surb={'id': 'dcecbfbb-790f-4014-a67f-4d228bed7195', 'route': ['p1', 'e2', 'i5', 'x12', 'p2', 'c5']}
1769741147.720978,RECEIVED,a554a6b0-ed77-4e09-ae3a-5dccbf0e9610,6de7d2e4-8aa4-4495-86a1-0e7afaafe2d3,c3,c1,27,p1,?,surb={'id': '01f6b7d7-80c3-4cca-9eb9-c4f47a48194a', 'route': ['p1', 'e12', 'i1', 'x7', 'p3', 'c3']}
1769741147.8303697,RECEIVED,197c578a-6db6-459b-b6e3-3b057996df93,8605b8ff-7bde-4114-a809-a5d685067ebc,c3,c1,27,p1,?,surb={'id': '1155767f-d886-422c-a40a-e0cb8369bfcd', 'route': ['p1', 'e5', 'i7', 'x3', 'p3', 'c3']}
1769741148.0871022,RECEIVED,71167204-4376-442b-8ac7-6886b9ed4c68,ee7a3087-1467-4371-a575-634c24e42b1a,c4,c1,27,p1,?,surb={'id': '7e608878-8c07-4670-a0bd-da8a68f4c8d8', 'route': ['p1', 'e7', 'i12', 'x12', 'p1', 'c4']}
1769741148.0907478,RECEIVED,5d326a4b-cc88-420f-b048-37e12c90eeef,9241a2d9-5884-41e3-a8c9-e23aa866f69f,c5,c1,27,p1,?,surb={'id': '15d2511c-0c7d-4f2d-9423-7d3832637eca', 'route': ['p1', 'e9', 'i6', 'x10', 'p2', 'c5']}
1769741148.1107388,SENT,397813fb-b095-4c05-9f39-4f56bd9cc819,28832bc8-680c-48fa-9774-697015b7bd2b,c1,c2,3387,?,p1,
1769741148.110886,CREATED,b9e05031-62fb-4432-a7a1-2d10775450d0,92c60413-efe6-44f1-91a8-2cb4137397bf,c1,c2,27,?,?,surb={'id': 'a998df2e-7407-41d7-844f-8479996b916c', 'route': ['p2', 'e2', 'i8', 'x3', 'p1', 'c1']}
1769741148.2137146,RECEIVED,589d4c10-ca96-4946-ab53-0edd683e2a12,e090e80a-5ca7-422b-a5c3-2e164a1ba170,c5,c1,27,p1,?,surb={'id': '0e85a052-54cf-49c6-a83d-b4545b2b4767', 'route': ['p1', 'e1', 'i4', 'x10', 'p2', 'c5']}
1769741148.2482486,RECEIVED,a75c266e-33be-4005-bfbb-12536b6cb493,746dc71d-7c02-4674-ae76-dd05bd880198,c3,c1,26,p1,?,surb={'id': '41e4a3de-7c19-4c46-b1f2-6d05ead00f18', 'route': ['p1', 'e4', 'i8', 'x5', 'p3', 'c3']}
