timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769746008.6631362,RECEIVED,510d4d22-3d2f-4975-9761-e7cddf7a43dc,6cadd556-8225-4779-b667-92dba1396d00,c2,c3,27,p3,?,surb={'id': 'da5d8020-e74e-4e52-81ae-4ec230f4b10a', 'route': ['p3', 'e11', 'i7', 'x2', 'p2', 'c2']}
1769746008.9749293,RECEIVED,47fc75e1-b160-4349-a4bf-a0d8ccc4ccda,badf9879-a891-4409-a7f3-13fe6ef9b534,c1,c3,27,p3,?,surb={'id': 'cd7c14b3-7b56-4da3-a1cc-f4ec9dc14de1', 'route': ['p3', 'e2', 'i10', 'x8', 'p1', 'c1']}
1769746009.1034276,SENT,473a6849-6aa1-4b27-b5d6-5c47391162c0,6016f801-c7b3-4842-88c0-7ca741ed50a5,c3,c2,3383,?,p3,
1769746009.1035304,CREATED,df2b7ec5-458b-4c1b-b7f8-46c3b5600b36,2eb22ea2-61ab-44f1-b8af-95cc0af59770,c3,c2,26,?,?,surb={'id': 'b316a8e7-4c7a-41bc-ba7c-fef750dc722c', 'route': ['p2', 'e1', 'i12', 'x10', 'p3', 'c3']}
1769746009.1601193,RECEIVED,839c5368-bb70-4cb4-8a93-876010278466,cb98e5e1-906c-4e4c-ad1e-9d3be8322014,c1,c3,26,p3,?,surb={'id': '0fa7d825-1f6c-47a1-b261-fc472d1c5ffc', 'route': ['p3', 'e6', 'i4', 'x6', 'p1', 'c1']}
1769746009.3162577,RECEIVED,73d9f651-350d-4cbc-80bf-07aafbcaf3ba,7315268f-136e-401f-894f-30ee85a4ebdb,c2,c3,27,p3,?,surb={'id': 'ee581446-3717-4d0e-b54d-3ef03418ca25', 'route': ['p3', 'e12', 'i2', 'x10', 'p2', 'c2']}
1769746009.405831,SENT,8abb9863-c69b-4aa6-8e96-be837f1dfadd,e9c5ddc5-2511-4ce5-a6b0-71e249ee5e67,c3,c2,3368,?,p3,
1769746009.4059782,CREATED,1f18cceb-332f-4e3f-bfbf-cebed376a6a4,6080e2ed-4f76-49ba-8960-77afd2a32ac2,c3,c2,27,?,?,surb={'id': '4a60feb5-0a6d-4908-b241-ad48ad0a3344', 'route': ['p2', 'e9', 'i1', 'x11', 'p3', 'c3']}
1769746009.6087518,RECEIVED,1564b7dc-704a-4659-b712-3282cc5cb689,0778b896-f0da-4e60-8def-ef594728c752,c1,c3,27,p3,?,surb={'id': 'c2370326-c8db-4171-a9c7-251c9891f262', 'route': ['p3', 'e12', 'i2', 'x12', 'p1', 'c1']}
1769746009.6806998,SENT,32dd0039-6bdf-4b58-a94a-1bd22bb055de,2204decb-d2ec-41d6-8d6b-80aa9bb0f3d7,c3,c2,3383,?,p3,
1769746009.6808357,CREATED,55ca2b0d-11b7-491a-9838-4e4b7c4b8c5a,ab4e0f9c-1dd6-4418-8e5f-f86d68df2d2d,c3,c2,27,?,?,surb={'id': 'da53a965-af98-467b-af65-bda8e35305dc', 'route': ['p2', 'e5', 'i8', 'x3', 'p3', 'c3']}
1769746009.8740153,SENT,b6785bd3-efa4-4e3f-b4e3-bcbeedcc4e45,7cbd77f1-1461-4736-aa26-1d5fd0a75126,c3,c2,3383,?,p3,
1769746009.874135,CREATED,accc0d40-cb9b-4ae7-bc0f-32ef3b07544f,e2e334ac-0d6a-438d-91f6-ccef389032dc,c3,c2,26,?,?,surb={'id': '4574597c-b056-4a00-aeb5-498274e6cd57', 'route': ['p2', 'e11', 'i4', 'x8', 'p3', 'c3']}
1769746010.0068605,RECEIVED,43372937-1b67-4901-b205-567bcab7312c,56373502-0962-4f90-a439-de6376141d01,c2,c3,27,p3,?,surb={'id': '2f776d45-278d-4820-822b-e8ce34395a45', 'route': ['p3', 'e10', 'i5', 'x11', 'p2', 'c2']}
1769746010.1999733,RECEIVED,e4ff7699-3e73-4dbd-bfa4-d590166db375,05e53d8a-19ad-46a9-a188-8371aef3939f,c2,c3,27,p3,?,surb={'id': 'a60d2d4b-5ab2-4719-98d0-067c2d5a6d54', 'route': ['p3', 'e1', 'i8', 'x10', 'p2', 'c2']}
1769746010.3452816,RECEIVED,9c2a7579-d0ca-4055-8468-dd3ea76e3ce6,e64d586a-0060-455a-ac18-903fd6ef45e3,c2,c3,27,p3,?,surb={'id': '10f5b72f-4c03-4ced-9c1b-b4f6b037a0fa', 'route': ['p3', 'e2', 'i6', 'x1', 'p2', 'c2']}
1769746010.3550928,RECEIVED,42ea71fa-52ee-4ae0-978c-6dffe11bc0a8,e712ef0b-6abd-4f7c-aa7b-a9abfae712ff,c1,c3,27,p3,?,surb={'id': '8ee131ff-8b5c-4db1-90e0-4b8cd3776eb0', 'route': ['p3', 'e6', 'i5', 'x7', 'p1', 'c1']}
1769746010.3985016,SENT,90c56b6b-db4c-4e73-a0d0-7e5537fc02af,c5031045-d1be-4eb7-804e-a5c8c6b650e0,c3,c2,3375,?,p3,
1769746010.3986046,CREATED,05bf56bc-298d-4438-8dc6-0c15f4df31a8,af5e7feb-68a8-4807-a18d-ed989ea08862,c3,c2,27,?,?,surb={'id': 'f7ba8db2-6f86-481c-86ce-a0bd21a46daa', 'route': ['p2', 'e8', 'i7', 'x3', 'p3', 'c3']}
1769746010.4256334,RECEIVED,250dddcb-2251-4ae0-b8ea-94f16200aede,17f69ca1-03bb-4bbb-9788-d808ba6f815d,c1,c3,26,p3,?,surb={'id': '298d1d03-7705-434a-9373-207c699d4959', 'route': ['p3', 'e7', 'i1', 'x4', 'p1', 'c1']}
1769746010.7206717,RECEIVED,fb7ab034-eae1-42b4-8d6e-dc7fcde7c596,e28f972f-b68b-4727-8104-8bd4828e0c7b,c2,c3,26,p3,?,surb={'id': '0a54e06d-f37c-483a-b2d2-886cc3482ddc', 'route': ['p3', 'e11', 'i9', 'x4', 'p2', 'c2']}
1769746010.7369304,RECEIVED,0d894e74-4169-4bad-832b-0ece60f1aa2d,1abbc4fb-54e0-4ce3-a091-8cbddf4800fc,c2,c3,27,p3,?,surb={'id': '2bc07e6b-7a75-40ea-850f-0b85c7f5f475', 'route': ['p3', 'e1', 'i2', 'x6', 'p2', 'c2']}
1769746010.8989933,SENT,42e42d74-6603-4b2e-b3a7-6966c490db17,7d928f15-de69-4056-a486-176c24250d6c,c3,c2,3367,?,p3,
1769746010.8991296,CREATED,169c2afe-bd41-4232-89bc-2d741510affd,03b3a426-d6ff-4556-aec8-3423fa9b7e3c,c3,c2,27,?,?,surb={'id': '67e5ca1f-4bca-4d9c-94ad-3bf1c377adfe', 'route': ['p2', 'e12', 'i10', 'x3', 'p3', 'c3']}
1769746011.009212,RECEIVED,1e8b1797-c290-44a2-bec4-8073ce1952ed,85afed17-f1dd-461d-95b6-0f84ceb1ae9a,c1,c3,26,p3,?,surb={'id': '3577c775-fa88-4961-a6e9-9190a2f7006e', 'route': ['p3', 'e1', 'i2', 'x10', 'p1', 'c1']}
1769746011.070392,SENT,325b9784-7331-4354-a02e-b14f3b7ef25b,96fe12ec-59c3-4bea-926e-2df04d533697,c3,c2,3366,?,p3,
1769746011.070546,CREATED,ed9719ee-e6b6-4bb8-9f58-2e853f0ec5b5,a0bd16e3-ebef-4701-91fb-98f60aae6d7c,c3,c2,27,?,?,surb={'id': '07571697-0d55-4ba4-b501-485e1bd30241', 'route': ['p2', 'e9', 'i2', 'x2', 'p3', 'c3']}
1769746011.4533534,RECEIVED,31dc31e8-116b-40b4-9c1d-d5c388ed9490,f8ec1fec-1a66-4d17-b01c-f28ab4165b01,c2,c3,27,p3,?,surb={'id': '5189bf54-fb9d-4d7b-af21-088f1d008eb0', 'route': ['p3', 'e1', 'i6', 'x11', 'p2', 'c2']}
1769746011.469722,RECEIVED,f080090f-d3ee-4c9d-9f4f-0c60ee2b82b7,e80d6735-4c6a-49db-a397-0111bbd47b35,c2,c3,26,p3,?,surb={'id': '8e11e055-3629-4088-8c6a-4a2c9751127c', 'route': ['p3', 'e4', 'i5', 'x12', 'p2', 'c2']}
1769746011.551976,SENT,5a8a4451-b9b8-460e-805a-976bf525ad33,3320d1fd-0012-4ed2-b234-2d744d1afcc9,c3,c2,3358,?,p3,
1769746011.5521667,CREATED,b7bdff7d-a16b-404c-b0ea-d9d803757626,2113c2cd-5639-46d9-8f44-58af12942642,c3,c2,26,?,?,surb={'id': '100295f3-c426-41e9-93be-5204c5e8d47d', 'route': ['p2', 'e4', 'i3', 'x1', 'p3', 'c3']}
1769746011.987941,RECEIVED,71d7e7a8-8199-4c8e-a793-939b813333b7,16d3c948-19cb-4147-ac9e-859463e90035,c1,c3,27,p3,?,surb={'id': '7e4f1e5d-4dd3-43cf-b8f8-da358955b8bf', 'route': ['p3', 'e5', 'i4', 'x2', 'p1', 'c1']}
1769746012.3964012,RECEIVED,5fcadb32-787b-4c0a-ac43-9138af5e8451,b13bf0b1-6b17-4017-b6da-c31981224ad4,c2,c3,27,p3,?,surb={'id': 'db45c5ba-51e6-42aa-9c7b-d53356a7bb11', 'route': ['p3', 'e1', 'i9', 'x2', 'p2', 'c2']}
1769746012.4818077,RECEIVED,acd36680-6a8a-4332-a2f0-de824049df29,b8bd82da-3d5f-423f-9153-88a8b14c881a,c1,c3,27,p3,?,surb={'id': '92eedc0f-ffd9-4795-ad7d-26065b9525e8', 'route': ['p3', 'e10', 'i11', 'x5', 'p1', 'c1']}
1769746012.4885566,RECEIVED,71004654-f222-41a5-be0f-bdca1fbba704,230247bd-89a7-4974-8570-57dff26586d8,c2,c3,27,p3,?,surb={'id': '77baf1fe-872a-4daa-a554-804c72364777', 'route': ['p3', 'e6', 'i5', 'x7', 'p2', 'c2']}
1769746012.8557124,RECEIVED,c2098080-1a10-4871-bf82-1246a6b97adc,ac761812-9ef4-4f7a-9a18-17b28c64691e,c1,c3,26,p3,?,surb={'id': 'f8b160dc-8703-47f1-b51d-9c8467aa6ef2', 'route': ['p3', 'e4', 'i6', 'x7', 'p1', 'c1']}
1769746013.0123498,RECEIVED,cea92beb-2cd9-44a0-ade4-7d17ec00f9c6,1f58d220-6a92-4f7c-998d-94fb15251606,c2,c3,27,p3,?,surb={'id': '07e28de5-1c90-4a85-9f39-727546dd5235', 'route': ['p3', 'e10', 'i11', 'x11', 'p2', 'c2']}
1769746013.3074555,SENT,c9a3a656-9d08-405e-bc59-8026923c74b4,f4b7e73c-4e93-4c0e-a7c2-1c71f821f53d,c3,c2,3382,?,p3,
1769746013.3075914,CREATED,5e1f2c38-cf79-46fb-8724-2bc7bda32faf,ce19cdf1-60e9-4b65-8884-9c619145c66d,c3,c2,27,?,?,surb={'id': '1fe506f2-18b0-4958-9941-987dfed7ad41', 'route': ['p2', 'e2', 'i6', 'x2', 'p3', 'c3']}
1769746013.3183615,RECEIVED,9c4cd71b-2cb1-4826-9897-22f7a665bf49,d01ce270-a226-4696-8816-74f31dd7c237,c1,c3,27,p3,?,surb={'id': 'e34de6b5-bc8c-4621-84fb-51853e845d55', 'route': ['p3', 'e1', 'i2', 'x10', 'p1', 'c1']}
1769746013.35155,RECEIVED,57e3d4ab-c10e-4f26-961f-ff1689cf388b,910df518-fc39-4c31-bb81-0a16f8d27a14,c1,c3,26,p3,?,surb={'id': '718f0731-3ee6-409b-94a1-a4a31a460951', 'route': ['p3', 'e4', 'i11', 'x4', 'p1', 'c1']}
1769746013.403893,RECEIVED,e859ad63-ec15-46ff-ab26-b128516e438f,fac30423-4d6d-4b38-bc9e-a4e7e76211ce,c1,c3,27,p3,?,surb={'id': '171d05d0-2c87-4c48-b6ce-e6755d4f2ebf', 'route': ['p3', 'e8', 'i5', 'x1', 'p1', 'c1']}
1769746013.904208,RECEIVED,ae859ed6-6c5e-4a87-8bd1-d764ea23da76,a8047317-e567-4833-a136-5c9d60de215c,c2,c3,26,p3,?,surb={'id': '48fb595c-fe19-41a6-a8b9-fd958e6fd7e4', 'route': ['p3', 'e8', 'i2', 'x8', 'p2', 'c2']}
1769746013.9102852,RECEIVED,6856dc1b-b600-4942-ba50-723a3bb68689,268514a5-310e-4d66-ab8c-9716ec2d4dc9,c2,c3,27,p3,?,surb={'id': '85f1f71f-ad65-49ce-8370-bf3dbc95af01', 'route': ['p3', 'e2', 'i10', 'x4', 'p2', 'c2']}
1769746013.9146354,SENT,e5dae1c0-d199-4351-a9b7-e6aeb2d6467a,51efe67b-fa87-48a9-9d70-6007a9f0aae8,c3,c2,3392,?,p3,
1769746013.9146838,CREATED,a45275b2-4120-44d6-82ac-5438cd942623,5c588c2a-704b-43d9-9be3-4da160382d00,c3,c2,27,?,?,surb={'id': '7278728f-7433-47de-94c8-43381f835c67', 'route': ['p2', 'e5', 'i3', 'x2', 'p3', 'c3']}
1769746013.9149973,RECEIVED,d463afad-b94a-459a-9605-1cc6a8e313f4,adb40873-edaf-41b4-aef4-384c7f555412,c1,c3,26,p3,?,surb={'id': '9c38219e-fbf6-4fe8-99ab-9b63f04559a0', 'route': ['p3', 'e5', 'i2', 'x1', 'p1', 'c1']}
1769746014.0045636,SENT,1d19e44d-4cdb-414f-b581-76eb9c6c0d39,40f72c43-822c-410f-be89-b7c21a5579d4,c3,c2,3384,?,p3,
1769746014.004637,CREATED,9301418d-564c-4140-bb03-cc72e482a6df,12d335e2-9920-42c2-b37c-5e9c6799547e,c3,c2,27,?,?,surb={'id': '3e1efd0d-d03f-4f6d-acbf-3c854a6630d1', 'route': ['p2', 'e2', 'i3', 'x5', 'p3', 'c3']}
1769746014.1569135,RECEIVED,d2a73cf9-d393-4865-b18f-558dfe466f65,6d746403-6c36-4fa1-a1c4-4e29ffc9b759,c1,c3,27,p3,?,surb={'id': 'e666639b-1b0e-4b1f-b2ac-522990060da1', 'route': ['p3', 'e7', 'i4', 'x5', 'p1', 'c1']}
1769746014.5721178,RECEIVED,c2512598-d9fe-4050-975f-b2d488cce602,5418bd42-cbb3-46b4-9d8f-cba62b4fdde8,c1,c3,26,p3,?,surb={'id': 'd75f355c-ded9-4d3b-9520-b01605b8412d', 'route': ['p3', 'e8', 'i4', 'x10', 'p1', 'c1']}
1769746014.580837,RECEIVED,fa6e8204-defd-4883-8ad6-1c65eea28173,9be9bf1e-500f-41e9-88db-e3a67b46def0,c2,c3,27,p3,?,surb={'id': '35886e1d-eebb-42b1-bda2-1bcd99211855', 'route': ['p3', 'e9', 'i9', 'x6', 'p2', 'c2']}
1769746014.5994778,RECEIVED,3d6a9690-731e-40d9-a2b2-6d5c97299c55,168ea11f-13de-4df2-8192-8d5d28909a63,c2,c3,27,p3,?,surb={'id': 'b9aeff21-8b45-461d-95a7-7090addfb3a6', 'route': ['p3', 'e7', 'i7', 'x1', 'p2', 'c2']}
1769746014.922174,RECEIVED,4f926b64-9147-4e6b-b32e-24d8c9fe7019,62408ced-a08f-47b0-a893-59efde840c7a,c1,c3,26,p3,?,surb={'id': '9c5e3a63-90c1-43f4-9112-09897712c1af', 'route': ['p3', 'e9', 'i8', 'x4', 'p1', 'c1']}
1769746014.9235198,RECEIVED,b088bbcb-5a3d-44bd-80da-b88c46532a08,23757ec3-39df-4276-a635-fd7b5180bf0b,c1,c3,27,p3,?,surb={'id': '85b2b3cc-cdfe-44c2-8757-15633bcd6a1b', 'route': ['p3', 'e2', 'i12', 'x9', 'p1', 'c1']}
1769746014.9419842,SENT,d8611f78-5a97-4a34-ae2f-2a61b1d5375a,8ad15824-00bf-484c-a034-ad6508c36696,c3,c2,3369,?,p3,
1769746014.9421782,CREATED,3c79a104-ea33-4950-93f1-1a7816515da1,f9186dd1-80c8-437e-84e2-6a9ede9ed7cb,c3,c2,26,?,?,surb={'id': 'c51c38e0-f3f8-4b22-b4ea-39563239f644', 'route': ['p2', 'e9', 'i3', 'x7', 'p3', 'c3']}
1769746015.1448038,RECEIVED,7287d161-9ee4-4dfe-b5f8-af49edf7da2d,e789fa81-816e-4d37-8683-9b259e374c40,c2,c3,27,p3,?,surb={'id': '708de2e2-bb64-4d91-a1d3-81bcb3613f47', 'route': ['p3', 'e4', 'i5', 'x1', 'p2', 'c2']}
1769746015.1784215,RECEIVED,aa69c390-c955-4be9-be52-ee50daa4f3a6,4a2c29a9-19d4-4e4f-804f-3698f4c6823c,c1,c3,26,p3,?,surb={'id': 'b338ad6c-53bb-4c65-b35c-5480d20f9e4c', 'route': ['p3', 'e1', 'i8', 'x2', 'p1', 'c1']}
1769746015.554855,SENT,385362ee-132d-46f7-938f-d3ef6c357c52,488f79a9-3aa9-40fc-84d2-5c8e70943465,c3,c2,3388,?,p3,
1769746015.5549319,CREATED,b15097c6-8694-4567-a87e-cccdf70e1f42,8a8b4be1-14f3-418f-a8d5-4205af62ce96,c3,c2,27,?,?,surb={'id': 'ca207b51-c7ef-4e29-aad1-7b7849fe905c', 'route': ['p2', 'e1', 'i9', 'x5', 'p3', 'c3']}
1769746015.5953562,RECEIVED,a4f80fe4-5c9b-4d61-84b8-61f0d3fa4c90,c446d7dd-f197-4409-94dd-6da7a317ff78,c1,c3,27,p3,?,surb={'id': '4b010f77-9e33-44f4-ae95-a20bb69228a9', 'route': ['p3', 'e11', 'i2', 'x5', 'p1', 'c1']}
1769746015.8987994,RECEIVED,cecdc96d-a0bd-4c91-b684-ed7d71c8386c,6bacdc99-41ce-4101-b61c-709e074fcd5c,c1,c3,26,p3,?,surb={'id': '198a113e-127d-4362-a44e-4c6adbd029c4', 'route': ['p3', 'e5', 'i8', 'x3', 'p1', 'c1']}
1769746016.3059587,SENT,0b4e11ad-6f0d-4d2a-9d15-4756536ff2d0,e5ce4ee9-a379-42c8-95dc-f60b790bc5c5,c3,c2,3392,?,p3,
1769746016.3060215,CREATED,bdd43b72-e5fe-4c5f-bb8c-c7845fe5b94b,43aec17c-aef0-417b-a8e4-495642942a9e,c3,c2,26,?,?,surb={'id': '10ccf841-5a53-4ac4-b151-567aeb3624ee', 'route': ['p2', 'e3', 'i11', 'x12', 'p3', 'c3']}
1769746016.3251195,RECEIVED,a67c8769-0aef-406b-b4e7-ca81c320900c,949bdd97-0a6d-4979-a913-e841c11b93be,c1,c3,27,p3,?,surb={'id': '8d01f388-4954-4b28-aed8-0391470b8058', 'route': ['p3', 'e12', 'i2', 'x10', 'p1', 'c1']}
1769746016.3961883,RECEIVED,9558d8f4-9597-47fb-8aac-a43f2c53642a,9db8fc3a-39bd-499a-be75-baef1f90b90d,c2,c3,26,p3,?,surb={'id': '9fd2b9c1-3a45-40b2-afba-38faefb7f0c2', 'route': ['p3', 'e11', 'i7', 'x5', 'p2', 'c2']}
1769746016.4012234,SENT,6cafd64e-b6c9-4013-a5de-1b5da1e8d9bf,b9152fcd-9402-4fb4-8fad-4f7d52830c82,c3,c2,3400,?,p3,
1769746016.402105,CREATED,50b51987-da2d-4ec5-a159-8aacff609b19,3a16dd33-ad4e-4eac-b9ba-eefd1fe550d9,c3,c2,27,?,?,surb={'id': 'e8951392-3856-4d78-aacc-fc42c76f37ed', 'route': ['p2', 'e5', 'i10', 'x7', 'p3', 'c3']}
1769746016.8346362,RECEIVED,c67e9c06-81d8-4ca1-8b70-c40b09cce53b,86f99b9c-0d83-42cd-b794-8d3442bb2466,c2,c3,26,p3,?,surb={'id': '44b6699e-015d-49ef-b2d7-e3f4e81eeac3', 'route': ['p3', 'e8', 'i7', 'x12', 'p2', 'c2']}
1769746016.9052923,RECEIVED,8f2b3c54-40ae-45fd-8962-4273873d683a,84821542-176e-4595-9a77-af86c1e74abb,c2,c3,27,p3,?,surb={'id': '82ddbe6f-e56d-4446-a966-34d5735981ab', 'route': ['p3', 'e6', 'i12', 'x7', 'p2', 'c2']}
1769746016.9209008,RECEIVED,a76d5c13-6dd2-4942-a7de-9a4e2cd549bc,b57e3a9a-099b-40b7-9f1d-51d0f69c8289,c2,c3,27,p3,?,surb={'id': 'b653f28d-5e1f-455e-aab3-77616b4041d5', 'route': ['p3', 'e10', 'i3', 'x5', 'p2', 'c2']}
1769746016.9401896,RECEIVED,26f00bbb-4cee-403c-ac65-a50076703e4e,a74da036-8bab-4798-99fd-92e53790d568,c1,c3,27,p3,?,surb={'id': 'f355282f-82ff-4ac3-b894-d9c4385475b2', 'route': ['p3', 'e7', 'i11', 'x1', 'p1', 'c1']}
1769746016.9723706,RECEIVED,dbe974a4-fb2b-43c3-9813-388aef9f1041,cbfc4973-289b-4940-9c31-fb4dff13a889,c1,c3,27,p3,?,surb={'id': '99cfae43-f319-4f38-9377-2371412314aa', 'route': ['p3', 'e6', 'i11', 'x6', 'p1', 'c1']}
1769746017.089425,RECEIVED,c954aa1e-923c-4b2d-9faf-149a43a56b17,f709f211-3102-4b57-bd98-4efe53c60ad8,c2,c3,26,p3,?,surb={'id': '24f202c4-09e7-46c1-84bb-e614184f0a17', 'route': ['p3', 'e5', 'i4', 'x4', 'p2', 'c2']}
1769746017.27735,SENT,beba0faa-30f3-4f42-bf16-0d22ef28ee3a,b27dce6f-70fa-4fe3-9160-ca0b4af7ca20,c3,c2,3404,?,p3,
1769746017.2775116,CREATED,cb52f0d4-48fb-4037-8e49-53ba7ffd2de9,ca96be6f-0241-439a-820d-dbfad8c575f0,c3,c2,27,?,?,surb={'id': 'ee613f32-6871-47c9-9dda-eecc23732936', 'route': ['p2', 'e4', 'i2', 'x12', 'p3', 'c3']}
1769746017.3457909,SENT,7204d8fd-90cb-4d8d-a7fe-359e779ab902,979f5bb3-aa0b-4099-8ac9-084995c1ece4,c3,c2,3372,?,p3,
1769746017.3459446,CREATED,7def1754-b883-431a-b1ff-e555ed1c7fbc,2c6e6452-ed7e-4e80-9450-3d5e40907aa5,c3,c2,26,?,?,surb={'id': '46c0a67e-9ba9-429c-b502-e96c12fec559', 'route': ['p2', 'e11', 'i4', 'x7', 'p3', 'c3']}
1769746017.4171543,SENT,13dc576e-2b37-4620-b21b-f4814e0dbba7,96766bda-67b0-44f5-94a9-2ba2aedeabdd,c3,c2,3388,?,p3,
1769746017.4174154,CREATED,02e92a1b-2eab-45ad-a04b-6e2cc74d91ed,f92710e8-5af7-4b8c-82e0-80f870fc3ddf,c3,c2,27,?,?,surb={'id': 'd389fa47-86ef-4e01-b989-e85fca712040', 'route': ['p2', 'e3', 'i5', 'x7', 'p3', 'c3']}
1769746017.4649358,RECEIVED,4c723f6b-a4f1-4b99-9318-0aa83c2fceb8,57393288-a5c3-4175-b6ce-b86173b63cf8,c2,c3,27,p3,?,surb={'id': 'b7f89c06-9c78-48d5-8f9d-7458560a4683', 'route': ['p3', 'e9', 'i8', 'x4', 'p2', 'c2']}
1769746017.6053994,SENT,d900a794-57f8-4eb7-a9cd-459786349c4c,3ceab228-ea20-4bd5-9d6e-b4b3c5efa661,c3,c2,3388,?,p3,
1769746017.6055405,CREATED,deffc8f1-5af7-4a63-81bf-70e4d8c04a7f,286be0c9-7bb6-4ce4-8385-b973457c5034,c3,c2,26,?,?,surb={'id': '7bf3d2d3-4289-4ef6-a30a-e709b5866387', 'route': ['p2', 'e3', 'i9', 'x11', 'p3', 'c3']}
1769746017.6368942,SENT,57705cab-5c89-4246-969b-2f14814f8885,8c0f48c6-94de-4569-b79a-a0e1a99b95d1,c3,c2,3391,?,p3,
1769746017.6369948,CREATED,f9cbb629-6955-494f-a0e6-861382d3c277,52eccbbd-d5f0-4711-92cb-fca9f4e38e20,c3,c2,27,?,?,surb={'id': '1ba3a038-9fc2-4423-a23f-f0ff8745b767', 'route': ['p2', 'e11', 'i3', 'x10', 'p3', 'c3']}
1769746017.7057033,RECEIVED,a6a7cadb-d7e2-41a6-a12a-239e3678dd77,179a7170-5a92-427f-9367-9575473304c8,c2,c3,27,p3,?,surb={'id': 'a72e1b01-c538-4844-a359-8d4a48a0457b', 'route': ['p3', 'e9', 'i11', 'x5', 'p2', 'c2']}
1769746017.7947066,RECEIVED,ed972f35-42cd-4d76-a3ab-2553716ad23f,ce133701-02a4-42cf-9402-40559d861558,c2,c3,26,p3,?,surb={'id': '41999aec-7759-4fa5-9699-149b61bc6c2f', 'route': ['p3', 'e5', 'i4', 'x12', 'p2', 'c2']}
1769746017.8107252,RECEIVED,67b398f1-b4ee-4c09-a144-63e66a966dfa,ea201334-f988-4110-a808-442d826d2e6f,c2,c3,27,p3,?,surb={'id': 'bd8f6907-5277-41eb-852f-4681179e54cf', 'route': ['p3', 'e7', 'i10', 'x6', 'p2', 'c2']}
1769746017.8745525,RECEIVED,9c3e1b6c-ce69-47ac-b664-536f7ac4dd53,c7bd801b-d4f8-44df-94c2-c6eb2ba6a09f,c2,c3,27,p3,?,surb={'id': '3c5a4efa-a28e-4cda-bd0b-8aad31cf4962', 'route': ['p3', 'e4', 'i7', 'x9', 'p2', 'c2']}
1769746017.8755293,RECEIVED,9caf6e81-c9fa-4d38-9b70-b70068514feb,d79e8b0d-b50d-4a5d-bfca-3f1ff6190fc4,c1,c3,27,p3,?,surb={'id': '1348d05b-bf0e-40b1-b56b-b82f67fd299a', 'route': ['p3', 'e10', 'i10', 'x5', 'p1', 'c1']}
1769746017.971558,RECEIVED,6e183ea3-39aa-43e7-9bcf-3b572034574d,add1dc67-84f5-4818-8853-9b723bc23ffe,c2,c3,26,p3,?,surb={'id': '3db494a9-3b4c-414d-9d07-3aaca5a80eb9', 'route': ['p3', 'e1', 'i5', 'x4', 'p2', 'c2']}
1769746018.0269074,SENT,0eb95a8f-9e30-480f-b8cf-2461aff251fd,eec3d79a-5b3d-4cb7-a279-8a7a084a5263,c3,c2,3371,?,p3,
1769746018.0270061,CREATED,13bdd585-e187-41b1-b457-ce691d847dc6,ff9e26ad-33f3-4d2e-967c-321d1594ff09,c3,c2,26,?,?,surb={'id': '83de3d31-b05c-4084-9da5-fad14a707b72', 'route': ['p2', 'e8', 'i1', 'x12', 'p3', 'c3']}
1769746018.0575297,RECEIVED,11b85e6e-d764-4b93-9e3f-134dce632474,cd264921-3be3-4d93-b2f5-287ea5a2a05c,c2,c3,27,p3,?,surb={'id': '706f86b2-16a7-4346-a067-055143b219e6', 'route': ['p3', 'e12', 'i5', 'x3', 'p2', 'c2']}
1769746018.1193187,RECEIVED,c25137bf-c98e-4dfb-ba08-dd58470edd83,7ad5e9eb-4d34-49f8-8df9-2ae81826fe6f,c1,c3,27,p3,?,surb={'id': '81fa5556-fa01-44fb-8156-a44ad03f585b', 'route': ['p3', 'e5', 'i6', 'x12', 'p1', 'c1']}
1769746018.2028518,SENT,1958ab12-222e-4869-87b3-eb502b4015c8,9a920d26-9909-41ea-86d5-28f02a237796,c3,c2,3383,?,p3,
1769746018.2030008,CREATED,ab701751-260e-42ba-a8d8-c035d071793b,22a30092-7499-40bb-b469-44eb8df315ae,c3,c2,27,?,?,surb={'id': '85886597-ac48-4537-b529-a9ecad3b3e3e', 'route': ['p2', 'e2', 'i6', 'x4', 'p3', 'c3']}
1769746018.2735217,RECEIVED,7d29cb5a-cb93-4d92-95f3-024a1e7f84bd,f1ec230b-2313-42f0-a003-7a90c0f6e44e,c1,c3,27,p3,?,surb={'id': '1a4167a4-114a-4132-be5a-21fd535b2cb2', 'route': ['p3', 'e2', 'i11', 'x4', 'p1', 'c1']}
1769746018.42045,SENT,a0fd1400-8965-4ded-8e4d-efd10df94784,d682421b-7156-4662-8307-7b67f6cddcb3,c3,c2,3389,?,p3,
1769746018.4206266,CREATED,aa974255-c50e-47d8-98e7-27d5f107df92,9471c12e-f464-4177-a5ba-927af7fcc41d,c3,c2,26,?,?,surb={'id': 'f6a9939d-5eff-4bca-9011-f43d31b0035b', 'route': ['p2', 'e5', 'i10', 'x12', 'p3', 'c3']}
1769746018.708656,RECEIVED,72e55575-4d7d-4d65-b802-aae0a153a0d9,ad4ae658-75b0-4f3e-970e-d18702192443,c1,c3,26,p3,?,surb={'id': 'f2550c2c-4d1f-4982-9737-a1e3844c378c', 'route': ['p3', 'e3', 'i9', 'x2', 'p1', 'c1']}
