timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769746018.8803947,RECEIVED,70f22167-cb6f-4b33-ba91-171003d18356,2bf213ec-39e9-40e2-97cc-1c02333b7e3a,c2,c3,27,p3,?,surb={'id': '59638f79-d500-4082-a293-98e2da54ac52', 'route': ['p3', 'e10', 'i7', 'x10', 'p2', 'c2']}
1769746019.0078366,SENT,42a6bac7-f87e-47b9-bf34-feaede7e1098,151678e2-eb9d-45b7-a636-5b5b33a3ea04,c3,c2,3393,?,p3,
1769746019.0079832,CREATED,8104183d-2aab-4086-922e-355bc7dc2d23,31f6a914-0562-4248-a827-f8e554147762,c3,c2,27,?,?,surb={'id': '71945165-3a27-488f-8409-d7ac0b38beeb', 'route': ['p2', 'e12', 'i1', 'x9', 'p3', 'c3']}
1769746019.0321534,RECEIVED,3f319c19-f804-47a4-ae43-ba0f321344a4,695b8694-a500-4e96-8969-33f653c29078,c2,c3,26,p3,?,surb={'id': '3c2065bd-3ab4-4418-97db-88991cd8c570', 'route': ['p3', 'e1', 'i9', 'x4', 'p2', 'c2']}
1769746019.278718,RECEIVED,18d0b9be-b498-4ce7-ab4c-f2666d0e5a8a,7ba31b09-76c3-4e75-a920-389de56d5c73,c2,c3,27,p3,?,surb={'id': 'e50788e4-c63a-4041-8ab3-144d55dce056', 'route': ['p3', 'e5', 'i12', 'x6', 'p2', 'c2']}
1769746019.5781813,RECEIVED,793e34cc-83b9-47c0-bbda-7a97f12b543c,05fedcc7-3caf-4eb0-9464-41d4c1d2bae5,c1,c3,27,p3,?,surb={'id': '7b6d11ac-c6c9-4abc-8192-67e00684fb11', 'route': ['p3', 'e3', 'i9', 'x8', 'p1', 'c1']}
1769746019.62652,RECEIVED,a3460a13-b30c-4d54-8f22-8c983cedd6c8,aff2f665-2896-40e8-9b65-56673d0c1da1,c1,c3,27,p3,?,surb={'id': '25af344d-c69d-4f02-943f-d8c36f7d4455', 'route': ['p3', 'e6', 'i9', 'x1', 'p1', 'c1']}
1769746020.03189,RECEIVED,253d9382-5557-4a37-948a-f2d0f3ec7423,0c133c4d-6a0b-4e65-91b2-6b716c9f50bd,c2,c3,27,p3,?,surb={'id': '5cb77b69-26fa-4366-84dd-dc815f5b5baf', 'route': ['p3', 'e4', 'i6', 'x2', 'p2', 'c2']}
1769746020.038762,RECEIVED,44ceda3f-ab57-49de-a7d7-d288e7549a6e,bf0a80c6-9b2d-40ca-ac7b-a33285f3744c,c2,c3,26,p3,?,surb={'id': 'e0f804ef-7f04-4b0f-9f8d-cc4d55d4943a', 'route': ['p3', 'e2', 'i4', 'x1', 'p2', 'c2']}
1769746020.0762382,SENT,17dea6f0-6537-41de-be11-b8ce35fa06a2,66d95325-8e48-4ce8-a75a-7603678d108b,c3,c2,3372,?,p3,
1769746020.0763366,CREATED,70b8645a-e965-49da-8252-57908f17df1a,60f8204a-e015-4fb9-9a6e-8d7f7772d285,c3,c2,27,?,?,surb={'id': '83864a72-0cab-4465-ac36-c3b81119cd62', 'route': ['p2', 'e6', 'i6', 'x4', 'p3', 'c3']}
1769746020.1458724,RECEIVED,640acee6-f688-4ac7-9b75-4cac8b94933d,efce12f7-cfea-4553-bf5b-4b856a7c475c,c1,c3,27,p3,?,surb={'id': '6404e905-6fb3-4556-96f6-64cf16815d69', 'route': ['p3', 'e10', 'i9', 'x8', 'p1', 'c1']}
1769746020.2967148,RECEIVED,80370a27-206f-48ed-a843-9e3fbd43fa18,b3113bd3-7f3b-4b7d-8128-4dce9c4c1501,c2,c3,27,p3,?,surb={'id': 'c40b0a1e-9622-48ef-9cca-035971c69470', 'route': ['p3', 'e10', 'i2', 'x1', 'p2', 'c2']}
1769746020.4679239,RECEIVED,62bc240d-67d0-4503-b9df-979216754ebb,6ce38e44-4e87-425b-9b10-6d3221f91e8f,c1,c3,27,p3,?,surb={'id': 'd23dd045-9487-43a3-a73d-d6fee0b110ee', 'route': ['p3', 'e8', 'i5', 'x7', 'p1', 'c1']}
1769746020.766502,RECEIVED,54c800f1-9a59-4d23-9287-87d0867c8ed4,a60b232e-dd76-45c8-8928-31de8355fbcb,c1,c3,27,p3,?,surb={'id': 'f3acc571-466a-4b1b-aa5e-b5b830e00cf0', 'route': ['p3', 'e10', 'i10', 'x6', 'p1', 'c1']}
1769746020.8954246,RECEIVED,5a73ba17-aa00-4f0c-8f3d-721a3845d9bb,4c43ace7-720f-4cb8-a558-4cbea899dbd9,c1,c3,27,p3,?,surb={'id': '2e36006d-e015-430b-b312-11643bdece28', 'route': ['p3', 'e3', 'i9', 'x3', 'p1', 'c1']}
1769746020.902035,RECEIVED,9c2d6730-bfdd-4f24-9cf5-48bd2a7276a0,76aa6cef-7f55-4687-a961-c956ea9c2273,c1,c3,27,p3,?,surb={'id': 'f961017e-b2f6-4d14-922b-ec1495660a71', 'route': ['p3', 'e10', 'i8', 'x6', 'p1', 'c1']}
1769746020.9220881,RECEIVED,287bdb0e-fe91-45cf-8006-e993904034f1,8346dede-d703-489d-8ec3-056872904b53,c2,c3,27,p3,?,surb={'id': '5d4e2a9b-5e99-4aaf-bde9-0734b38fa8c9', 'route': ['p3', 'e4', 'i9', 'x9', 'p2', 'c2']}
1769746020.9678464,SENT,006ec851-9804-4b67-9b6a-1837154dcb0c,82273dca-49b7-4c61-86c8-437850909003,c3,c2,3356,?,p3,
1769746020.9679346,CREATED,d63217eb-7a0c-42e4-9893-4af570884c4c,0ac83fff-214d-4585-a0fe-6857372bfc6d,c3,c2,26,?,?,surb={'id': '05fd8984-1fe4-4941-88b7-d924a2f3c01b', 'route': ['p2', 'e3', 'i7', 'x5', 'p3', 'c3']}
1769746021.2051146,SENT,3cd8b963-63a1-43b6-a6a4-0ffadf51fa70,5064b96a-6660-4b6a-bece-1376c8f30ce6,c3,c2,3388,?,p3,
1769746021.2052686,CREATED,8583da5c-d689-4a18-9a00-393c8f4dcb34,33b50431-310a-4c1e-8923-05b167736cb3,c3,c2,27,?,?,surb={'id': '21147d13-a346-4ec3-9888-ac4dc471454e', 'route': ['p2', 'e6', 'i6', 'x10', 'p3', 'c3']}
1769746021.3893044,RECEIVED,e09355d0-cce2-42db-9847-10465bf9aa6e,2f98ae07-4a24-4f10-8bc7-34dd65f1135d,c1,c3,27,p3,?,surb={'id': '041378d3-4dc6-4a26-91d2-645fcf3f0000', 'route': ['p3', 'e10', 'i12', 'x6', 'p1', 'c1']}
1769746021.4096642,SENT,49aed551-cf81-4674-8b42-2ff70179251c,cbe77661-99e4-47b4-8c6b-3da588dd5ad2,c3,c2,3397,?,p3,
1769746021.4097395,CREATED,49b4e1d4-95ad-450e-bb32-e0654cb88bc4,ff19080f-4e89-47ae-84af-ad5f61d207f8,c3,c2,27,?,?,surb={'id': 'b08acab8-b7cb-4b93-8dae-3e54dcff03ae', 'route': ['p2', 'e12', 'i11', 'x1', 'p3', 'c3']}
1769746021.4735844,RECEIVED,396ed0c4-f6ba-42e3-b3a1-fb2c956a4f66,95e5fae8-216b-4a55-9c1f-62cb617e420b,c1,c3,26,p3,?,surb={'id': 'b53622b8-5bff-4220-a282-2e126b123c81', 'route': ['p3', 'e6', 'i6', 'x2', 'p1', 'c1']}
1769746021.5271351,SENT,b99a02d4-e957-4408-ad0f-490f13256cd6,18d59969-a41d-4aa4-a72c-aa033af64465,c3,c2,3397,?,p3,
1769746021.527213,CREATED,d3c448d3-35e8-4244-99d0-b59ff676837b,ec75a04e-744f-4ebe-aeca-7599b4884b6e,c3,c2,27,?,?,surb={'id': 'a5c58cff-9435-413c-b2d2-26a322978f6c', 'route': ['p2', 'e7', 'i12', 'x6', 'p3', 'c3']}
1769746021.7486975,SENT,0cc36bcb-3a34-4a4d-9228-df2603196f01,86b5d6ba-b72f-4d52-aeb7-60092747e94d,c3,c2,3387,?,p3,
1769746021.748853,CREATED,1647a2fb-f03d-4acf-b728-935ce856a523,f49a75cc-5a79-441c-9292-79caf2b7573f,c3,c2,27,?,?,surb={'id': '8fb2c206-59f7-41aa-9206-7052e02b2fb8', 'route': ['p2', 'e2', 'i5', 'x5', 'p3', 'c3']}
1769746021.7924426,RECEIVED,0b65a74d-f834-4b4f-b2d1-50f16340211f,0011ceae-59ee-44e4-bef4-892ebcde6732,c1,c3,27,p3,?,surb={'id': 'fdbfca74-7966-4b50-83ff-cd2bcbf1a06c', 'route': ['p3', 'e3', 'i8', 'x10', 'p1', 'c1']}
1769746021.9409325,RECEIVED,863ca53a-5c9d-42d8-877e-660af452af08,0313a739-5bdf-4090-b0ab-bbefaacac44d,c2,c3,27,p3,?,surb={'id': 'f62d2a10-a1d3-464e-a178-d4a0f99f7132', 'route': ['p3', 'e11', 'i2', 'x3', 'p2', 'c2']}
1769746022.0466342,RECEIVED,61bc2215-4aeb-4402-b50a-0bff8bd305c0,a571007f-43ca-440d-9cb5-6f634f41f89f,c1,c3,27,p3,?,surb={'id': 'dc003e69-efba-4cca-8c7d-5afeed36dbbf', 'route': ['p3', 'e6', 'i9', 'x12', 'p1', 'c1']}
1769746022.22925,RECEIVED,632edd06-e4a0-4121-bd68-79bf061b62ab,d5807403-41ad-448a-b47c-a8aa88da18c3,c1,c3,27,p3,?,surb={'id': 'dce81e1b-dfbc-4675-b487-1e8c505de3f7', 'route': ['p3', 'e12', 'i11', 'x2', 'p1', 'c1']}
1769746022.2733674,RECEIVED,0a0b4222-da8a-4a54-ac60-285c15515032,3a3cdf4c-4270-4e62-a471-ea98db448459,c2,c3,26,p3,?,surb={'id': '4d3c9fab-9e1b-427d-92ec-06d4a9d54ec8', 'route': ['p3', 'e10', 'i12', 'x10', 'p2', 'c2']}
1769746022.423625,RECEIVED,f4a421ea-78ab-4c9b-bd5d-f8d15376dde4,f42ddbf6-6255-450e-8ed3-d8cd6ef03ffa,c1,c3,27,p3,?,surb={'id': '188ad8d2-d528-49dd-bcfd-901aede27b84', 'route': ['p3', 'e4', 'i12', 'x5', 'p1', 'c1']}
1769746022.601897,RECEIVED,6b63ed45-2d0c-4718-bf39-657286455a19,457a485e-1d90-48ab-aec6-8369477f040c,c1,c3,27,p3,?,surb={'id': '4b7dede6-8c5c-4142-baf5-effd2de07d30', 'route': ['p3', 'e5', 'i6', 'x12', 'p1', 'c1']}
1769746022.7363746,RECEIVED,7a70e949-efd3-4c7e-9c91-6bf1b258ba7b,b8865d11-e4d7-4528-9395-a0bc12caae7c,c2,c3,27,p3,?,surb={'id': '1d8190dc-a226-4710-b0f5-d8219c543819', 'route': ['p3', 'e11', 'i6', 'x9', 'p2', 'c2']}
1769746022.7594898,SENT,7ece9775-3b45-4d81-a94e-477f50c0107f,b8eef401-b5da-4a3e-a897-d3d34d417f13,c3,c2,3381,?,p3,
1769746022.7596376,CREATED,4186a497-f34f-4c99-88c3-e6779fe84d90,8a8ca8b6-c476-446f-882b-7432e85d42d7,c3,c2,27,?,?,surb={'id': 'f5b4d6c1-8a56-433e-acf3-db4b9d6e4562', 'route': ['p2', 'e4', 'i11', 'x8', 'p3', 'c3']}
1769746023.0233426,RECEIVED,00f6c3f4-0712-4fdb-92d4-508f58deff83,56acea70-722a-461f-9cf1-23fc4660d8fb,c2,c3,26,p3,?,surb={'id': 'f74783d0-e486-49fb-8d3a-50765fa62519', 'route': ['p3', 'e12', 'i6', 'x1', 'p2', 'c2']}
1769746023.0336602,SENT,b7883310-372d-4da4-8220-639a7025000a,bbc44bab-fdf0-45a9-a649-04fb2d5001df,c3,c2,3400,?,p3,
1769746023.0337913,CREATED,e9eeba56-54f6-4d2d-a4c2-cd6fc41447c9,0f47d2c4-1ca0-4afa-91e6-883fb2fb9c31,c3,c2,27,?,?,surb={'id': 'a6b3c564-2a8e-4b5a-a407-04a20da407a5', 'route': ['p2', 'e10', 'i8', 'x3', 'p3', 'c3']}
1769746023.065296,RECEIVED,1e1aa06f-f00d-46a2-a308-65ee0bd05802,bd4e374c-9c41-4b82-9115-887907d071ff,c2,c3,26,p3,?,surb={'id': '7e464719-7883-4a29-a1ad-60dbe9d79b9c', 'route': ['p3', 'e1', 'i9', 'x4', 'p2', 'c2']}
1769746023.115682,SENT,85b1caa9-0b6b-4271-bf6a-799688c0a567,ea6e4f59-ce7d-4689-9b2f-af1ce66db583,c3,c2,3396,?,p3,
1769746023.115811,CREATED,a3127433-17e4-4374-8cbe-56e59a249466,70e222fe-072d-4644-b656-1c4225c15d41,c3,c2,27,?,?,surb={'id': '424aa02c-faed-4879-9611-9703f5ec25f8', 'route': ['p2', 'e6', 'i11', 'x10', 'p3', 'c3']}
1769746023.2295613,SENT,32b5474a-4a78-4c6c-9e39-a6e1d249e54a,2f6a0add-d6c8-4b90-a42b-2091fb5ee7c2,c3,c2,3359,?,p3,
1769746023.2296915,CREATED,2f839dbd-0bc1-4fba-828b-bb4bf55c4ff4,dce5d0c8-0bc0-4dd7-afe6-57b5e4c16585,c3,c2,27,?,?,surb={'id': '6a75252b-e4a6-4984-b70a-67457c9303b3', 'route': ['p2', 'e3', 'i2', 'x2', 'p3', 'c3']}
1769746023.319581,SENT,e2ea08a3-7562-4da3-89e0-8236315b2de3,e3f45734-4977-490e-8687-18a37349fd90,c3,c2,3399,?,p3,
1769746023.3197165,CREATED,f89abd61-aebc-4b93-8fc9-4caa498b311e,89b266f5-67fd-455d-9140-7c06eee459a4,c3,c2,27,?,?,surb={'id': 'aeffe260-7e75-4b41-9101-6141dc7aa12e', 'route': ['p2', 'e9', 'i11', 'x2', 'p3', 'c3']}
1769746023.4515457,RECEIVED,c40f398e-3c82-4b25-b96b-209080b15c36,8dea0e15-2294-411b-a29a-d38765cb0c70,c2,c3,27,p3,?,surb={'id': '6331c17f-597f-4cdf-a87f-261d8877dd60', 'route': ['p3', 'e6', 'i4', 'x11', 'p2', 'c2']}
1769746023.4704635,RECEIVED,56e799f2-7c03-4191-afe6-e7c4a5d47a10,994d404c-46db-48a8-bff6-4eb56e15b6b9,c2,c3,27,p3,?,surb={'id': '96f0fd53-a5e4-458f-8420-20e8f30f8a45', 'route': ['p3', 'e4', 'i6', 'x8', 'p2', 'c2']}
1769746023.5367248,RECEIVED,cbd69c66-2e75-4110-a7da-8c9ea02af630,d610485d-a18e-412c-a17f-e676fad82a45,c1,c3,26,p3,?,surb={'id': '8291a193-53db-4f6e-a0a2-b3c8304cf330', 'route': ['p3', 'e7', 'i1', 'x10', 'p1', 'c1']}
1769746023.5972733,RECEIVED,622c2691-eac6-4048-aed5-efc43bd0ead3,46194555-7e4f-4455-bd60-6cc45fc39bc3,c1,c3,26,p3,?,surb={'id': 'a1dc628f-c8af-49a8-a290-02d05324d87c', 'route': ['p3', 'e4', 'i11', 'x12', 'p1', 'c1']}
1769746023.6500003,SENT,061dbcec-23fb-418b-a6b1-03328254db17,1fc09077-0dbb-4ccd-a40a-ef9484c753c7,c3,c2,3370,?,p3,
1769746023.6511626,CREATED,9f0dbba6-44a5-424f-9c19-b085c896bd86,d08ddd10-9024-4362-a31c-42be874f8454,c3,c2,27,?,?,surb={'id': '05a8633c-473c-4dff-8a0d-fb75218fe4a0', 'route': ['p2', 'e4', 'i12', 'x1', 'p3', 'c3']}
1769746023.7304404,SENT,f3687ec4-c200-4244-9da9-2afddeef0b49,73cf7997-36bc-4d65-8592-43261e07090d,c3,c2,3379,?,p3,
1769746023.7305746,CREATED,6346141d-8dd8-4773-8876-c0e5445f6eb7,73da4df3-5dfa-4966-811f-ebe4041f1573,c3,c2,27,?,?,surb={'id': '0910b08f-e44a-45a3-a541-41bad87067fc', 'route': ['p2', 'e7', 'i6', 'x11', 'p3', 'c3']}
1769746023.838603,SENT,bc21d53b-97b1-4179-a53c-6c55ea56f630,879a70d1-e7a3-444b-b862-8c39e850ce23,c3,c2,3376,?,p3,
1769746023.838738,CREATED,cc997ea3-40ef-4ea7-a3ad-feccdcd773ae,fef9d446-bd86-4ef3-b832-c8dddf4118a5,c3,c2,27,?,?,surb={'id': '41ca3425-de16-4df6-9b37-407020d55818', 'route': ['p2', 'e12', 'i7', 'x3', 'p3', 'c3']}
1769746024.1596456,RECEIVED,e000b655-a576-4309-9c93-f7869d8424f0,b2a7753a-ae7c-4831-bd7b-70e7644063a0,c2,c3,27,p3,?,surb={'id': '172224c5-4afb-4864-a75a-2d24721d2074', 'route': ['p3', 'e4', 'i10', 'x12', 'p2', 'c2']}
1769746024.3251886,SENT,096d235b-ba7e-4ec3-bc1b-0b0ed56a581d,cc102792-e34b-42a0-b0b4-96ea12004307,c3,c2,3373,?,p3,
1769746024.325326,CREATED,28a80707-75bd-4944-b208-60cc066ca6dc,eeb2ab4b-c799-40dc-ab73-ed03682fafd2,c3,c2,27,?,?,surb={'id': '9d7871f0-1ad2-43af-a3d7-831497f4b6a8', 'route': ['p2', 'e2', 'i4', 'x2', 'p3', 'c3']}
1769746024.3370066,RECEIVED,de2ce65b-b1d0-47c7-8e5f-c21eeaacb941,c88dde96-3191-4421-8fae-d4dbcf483c62,c1,c3,27,p3,?,surb={'id': '5fcf8d65-079b-4b9f-a4de-b7d4cdefa729', 'route': ['p3', 'e6', 'i1', 'x3', 'p1', 'c1']}
1769746024.3780136,RECEIVED,b718afdc-52d3-4257-a195-5a27a958a25e,1121e27e-714a-4015-b6ff-6f035a5d651f,c1,c3,27,p3,?,surb={'id': '06db72b3-a322-44cb-ba14-5fb6e3d1ef90', 'route': ['p3', 'e2', 'i3', 'x1', 'p1', 'c1']}
1769746024.4170268,SENT,345d4ce7-73b9-4bf7-880b-c493c6c49488,1a45220e-4c91-44d5-a14e-8e0f19d97c44,c3,c2,3399,?,p3,
1769746024.417146,CREATED,28fe5f3e-8eb2-4a39-b20b-a2d4c3fc6e6a,513cdc47-cd58-4c82-8fda-056108f2a0de,c3,c2,27,?,?,surb={'id': '704d95fa-09bd-4b4e-b842-9c3295f5f38b', 'route': ['p2', 'e11', 'i11', 'x1', 'p3', 'c3']}
1769746024.4527795,RECEIVED,e13862d9-b9d7-4228-8b3a-6f69e08129eb,f8956855-5721-481e-8afa-57d47be409af,c1,c3,26,p3,?,surb={'id': 'acb4e3bf-3aac-4dc7-a329-9a0c8c7ffafa', 'route': ['p3', 'e8', 'i11', 'x12', 'p1', 'c1']}
1769746024.4576287,RECEIVED,ef743624-e09b-47f3-8289-ce551bdbbf13,6db76d83-8126-4946-ad59-8339caa9a3ad,c2,c3,27,p3,?,surb={'id': 'eff588eb-4544-44c3-a955-7c8cf00c9a2d', 'route': ['p3', 'e1', 'i4', 'x6', 'p2', 'c2']}
1769746024.4843354,SENT,20cb44db-aaa9-4bd5-9258-ddc5d8951df4,255f1212-cf09-4fc9-addc-fd62db26839e,c3,c2,3378,?,p3,
1769746024.4844294,CREATED,fcc88016-8a73-4c12-9565-817569549842,6139d0d0-0666-4b83-af55-2ed4c96bc6d6,c3,c2,27,?,?,surb={'id': '789d12e0-bdf4-48dc-b78f-137be29b9b81', 'route': ['p2', 'e9', 'i8', 'x10', 'p3', 'c3']}
1769746024.5052614,RECEIVED,5250fc7a-ba82-42a4-9698-92bb1b2f7cab,6b9691c3-19d2-49c0-8ebc-c49b30d9117e,c2,c3,27,p3,?,surb={'id': 'e29d0a94-c988-4236-9642-a87e53a6be28', 'route': ['p3', 'e9', 'i9', 'x6', 'p2', 'c2']}
1769746024.506488,SENT,23b49f11-0a53-466d-a986-ee1f32da56f3,f4b0d460-b03a-40ce-a39d-70aa9d9045a1,c3,c2,3363,?,p3,
1769746024.5065775,CREATED,7378848a-e4f0-45d5-a7f6-7433b148c7dd,765f6ec1-1f5e-4027-88b7-2ce4f9cb6fef,c3,c2,27,?,?,surb={'id': '0e116935-fb38-4a97-b570-2e1a851a4760', 'route': ['p2', 'e4', 'i6', 'x3', 'p3', 'c3']}
1769746024.7969272,RECEIVED,252d35e3-5ea9-416d-9a49-ff6ef9cdac86,3639a76b-51d0-4a4d-ac9e-25ecd4e6ef07,c2,c3,26,p3,?,surb={'id': 'dfe70b28-5be6-49a5-a95b-e7d38d99e220', 'route': ['p3', 'e11', 'i9', 'x9', 'p2', 'c2']}
1769746024.8133378,RECEIVED,43fed93a-f285-456f-b5f9-ce29c93da2da,4492fd15-3db7-4bef-a641-cb955e629c2f,c1,c3,27,p3,?,surb={'id': 'b2a57644-48bd-4d0c-b1af-11f7ceaaa91b', 'route': ['p3', 'e4', 'i7', 'x4', 'p1', 'c1']}
1769746024.8804045,RECEIVED,8db14081-06dd-42af-864e-c9c83ab9301d,7776757f-7347-4fa1-a12f-be7458ed3037,c2,c3,26,p3,?,surb={'id': '9c4ae3ac-074a-4669-a0fe-17104ffbc26a', 'route': ['p3', 'e11', 'i10', 'x2', 'p2', 'c2']}
1769746024.9166012,SENT,45839eb9-3be1-49e0-97cc-70bb64c46342,ea625cd2-672f-4e96-898e-4ce9cc0a637f,c3,c2,3380,?,p3,
1769746024.9177806,CREATED,99b083e0-6dc2-497b-a1bd-c6a46395433c,62ad412f-51e3-4e8d-b6fa-ee1803c2a3a5,c3,c2,26,?,?,surb={'id': 'a655800b-a4cb-43ab-a42a-e246918fc0ea', 'route': ['p2', 'e2', 'i6', 'x6', 'p3', 'c3']}
1769746024.9718332,RECEIVED,974fe8bf-8482-4f6e-8950-37bfabcaa53d,0c156e60-7f59-493f-8ee6-44624463ccb3,c2,c3,27,p3,?,surb={'id': 'e72d50ff-65d3-4130-aaf8-b09649824bed', 'route': ['p3', 'e9', 'i5', 'x9', 'p2', 'c2']}
1769746025.3932345,RECEIVED,92b24908-88ce-4ca5-93ac-26953a0d26e3,026faee7-59e3-48bd-92b9-4b92d3a723ef,c2,c3,27,p3,?,surb={'id': '66422675-f0af-4751-a6ed-41e4512c2807', 'route': ['p3', 'e9', 'i6', 'x9', 'p2', 'c2']}
1769746025.4616168,SENT,87895224-01f0-4b62-920a-11b514f76a7e,2d943647-c920-4c8b-a0ad-c3ec06c88de3,c3,c2,3382,?,p3,
1769746025.461754,CREATED,588d44b4-250e-4699-9cbe-ef6f32aa5347,176affb7-3239-4b8a-8bb5-23b0be3cfadb,c3,c2,27,?,?,surb={'id': 'a5180b30-824e-41f9-96da-1e5228280a47', 'route': ['p2', 'e8', 'i11', 'x8', 'p3', 'c3']}
1769746025.5216885,RECEIVED,d6609537-c8fb-4b69-b48a-6286bf2a9e28,094ee525-66a4-4d62-af53-d812e53a0e29,c2,c3,27,p3,?,surb={'id': '3051a357-c467-4b4c-953b-6b98cd168079', 'route': ['p3', 'e5', 'i11', 'x5', 'p2', 'c2']}
1769746025.5380096,SENT,21ae65ef-ab79-413d-866d-a1fafb644b23,851ba07d-f361-4c48-bf9e-320b1582e6c8,c3,c2,3372,?,p3,
1769746025.538184,CREATED,c693a083-27e8-4707-85cf-a8e685e4d535,3b35d345-9a94-4619-ba0b-0600d103bbe7,c3,c2,27,?,?,surb={'id': 'f97f40fa-2d65-481f-8be4-b5b8afd1f680', 'route': ['p2', 'e1', 'i11', 'x6', 'p3', 'c3']}
1769746025.5466402,RECEIVED,7016992f-5238-407f-8342-0ddcae42242c,c2607cf1-9fe8-4419-8d4c-4880171c41ad,c2,c3,27,p3,?,surb={'id': 'd9f2eb03-675a-4a19-9986-cbf544195972', 'route': ['p3', 'e9', 'i2', 'x10', 'p2', 'c2']}
1769746025.6089942,SENT,e5e27f27-40f9-4e36-9086-cbbcbe6f7d33,a00caaad-8e09-4961-86a7-b7f50a671ab4,c3,c2,3376,?,p3,
1769746025.6093178,CREATED,66ce9469-a767-4899-bdd4-e5a597db6c6f,1716b9a5-cd8d-47df-9a70-907201e1f520,c3,c2,26,?,?,surb={'id': 'd2e9976e-d673-43cc-a6e0-1429e3d240f5', 'route': ['p2', 'e9', 'i4', 'x2', 'p3', 'c3']}
1769746025.6906064,RECEIVED,96dea9e3-6d5e-4057-99dd-aaa41470ac0d,e704b9a1-f3bf-4555-bfaa-0823859d658d,c1,c3,27,p3,?,surb={'id': '005e936c-bf45-4e09-9fbb-95c50c03cff6', 'route': ['p3', 'e4', 'i1', 'x1', 'p1', 'c1']}
1769746025.8979015,RECEIVED,2145441d-b132-4dd6-aca1-e1f5233a7afa,0b2124df-9eee-4018-8bb5-9c0aa029f41e,c2,c3,26,p3,?,surb={'id': 'e16f2f30-266c-4c2f-9901-93191ccc79ca', 'route': ['p3', 'e7', 'i6', 'x9', 'p2', 'c2']}
1769746026.0574083,RECEIVED,9d8a624b-957a-4f94-841f-5d6afbc80873,d4d8222c-0117-4dec-8b3b-b6653b293a29,c1,c3,27,p3,?,surb={'id': '7fd5d78c-b769-4fb7-a641-2b3b556d5d15', 'route': ['p3', 'e5', 'i12', 'x9', 'p1', 'c1']}
1769746026.1729255,RECEIVED,9a09b956-81e1-412f-b3aa-bba4fcbd8bd4,1431e99a-5b1a-421e-aee9-03dcd738442e,c1,c3,27,p3,?,surb={'id': '8f6fc843-e088-4f78-915e-ee10e65adceb', 'route': ['p3', 'e8', 'i4', 'x7', 'p1', 'c1']}
1769746026.2840738,SENT,fccf7091-d902-41c9-8120-5a14d7819af3,51b3737e-0724-4b92-a25d-832e95202fa5,c3,c2,3384,?,p3,
1769746026.284172,CREATED,e4d49dba-2295-42fb-8275-817fcb6904a5,3cd96638-1f11-4950-9f79-75663d9fec47,c3,c2,27,?,?,surb={'id': '35af9d45-c152-40c7-bd28-69cc73c7ab89', 'route': ['p2', 'e6', 'i2', 'x7', 'p3', 'c3']}
1769746026.388562,RECEIVED,237ccda7-a47a-4c24-bd04-f38727edaa0c,42ec10d3-84b0-4e29-a433-55ffbe28eb24,c2,c3,27,p3,?,surb={'id': 'f28979da-0067-4f11-9f14-07bd36e49a2a', 'route': ['p3', 'e8', 'i4', 'x11', 'p2', 'c2']}
1769746026.4622147,RECEIVED,fded3ba8-f446-47d1-9dc1-943c48d1d2fc,1e51ebb3-d255-4667-8a13-260bfa980660,c2,c3,27,p3,?,surb={'id': '92527e8e-fe88-4048-ab5d-775624425ee9', 'route': ['p3', 'e9', 'i10', 'x4', 'p2', 'c2']}
1769746026.7707586,RECEIVED,73eb1313-92c1-4d28-9895-887b1d487f12,024a5d78-e05c-4287-9f0a-ee393476c423,c2,c3,27,p3,?,surb={'id': '98fde71c-57cf-4a03-ab52-3bcad91b602f', 'route': ['p3', 'e11', 'i2', 'x1', 'p2', 'c2']}
1769746026.8152735,RECEIVED,aa03522a-2da6-462d-acc0-da67ff7c77f6,0da899e6-ab1f-43c8-a3bd-b77f825d541d,c1,c3,26,p3,?,surb={'id': 'c00e868a-96eb-4a63-b303-3566f84c1f39', 'route': ['p3', 'e10', 'i6', 'x1', 'p1', 'c1']}
1769746026.8839517,RECEIVED,f0282262-0955-43d4-adf0-bceb570e2f9a,d6729e54-3f3c-4d62-ac19-e129fde91e3b,c1,c3,27,p3,?,surb={'id': '3517fcc5-96b0-41c3-b45f-f4b3e4f41aee', 'route': ['p3', 'e8', 'i3', 'x11', 'p1', 'c1']}
1769746026.9687653,RECEIVED,5be47ec0-1f77-4879-b943-9cd2735f63a9,33fcd264-0b43-4a0c-adf5-b05202fe75d5,c1,c3,27,p3,?,surb={'id': 'a93e6de7-5342-4e5b-b0c1-92586fffc414', 'route': ['p3', 'e3', 'i8', 'x2', 'p1', 'c1']}
1769746027.1833663,SENT,2ec6f05f-8606-41af-afa2-5753895d78a7,0ea5a0ed-115c-4cb1-bba2-8038e871831d,c3,c2,3375,?,p3,
1769746027.18346,CREATED,c5ec868b-2d9b-45e0-8ffa-9403a10c7756,94263161-b644-4483-82ad-7fd5cf86e3c6,c3,c2,26,?,?,surb={'id': '0197a32b-b084-4cfe-883c-2d3689d37394', 'route': ['p2', 'e9', 'i6', 'x10', 'p3', 'c3']}
