timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769475340.9563694,SENT,67988f97-88a1-4bb4-be03-0d3716bddcf0,1db99a93-1351-441f-b9f3-e6265efbb0e3,c2,c3,3393,?,p2,
1769475340.9565587,CREATED,3fcf5a6e-ded9-4db0-b9c7-49b92679a1cd,50285213-8073-45b5-b6b2-1c52271f5089,c2,c3,27,?,?,surb={'id': '641c8d27-1ed8-4915-b3f7-e575bbe21e8d', 'route': ['p3', 'e10', 'i7', 'x4', 'p2', 'c2']}
1769475427.0917222,CREATED,d9010635-0621-4cb4-b43d-65d2b560258c,b23c9070-9eef-4e21-b605-da32b2176bde,c2,c3,27,?,?,surb={'id': 'c3ccfdb1-661a-4676-91a3-beda3d941435', 'route': ['p3', 'e6', 'i12', 'x12', 'p2', 'c2']}
1769475427.112364,RECEIVED,0df4afd5-9984-4bf4-8e25-76b88e3edef3,fcbb9e54-c90c-4888-970a-90a615018755,c3,c2,27,p2,?,surb={'id': 'd601cd79-03c1-49eb-ac26-47e79fda76fd', 'route': ['p2', 'e2', 'i5', 'x5', 'p3', 'c3']}
1769475427.2296972,RECEIVED,7d16d71a-dae6-40de-a0b5-718c3c93f0bd,837175e0-0073-484e-ae6d-eb615af2b409,c3,c2,27,p2,?,surb={'id': 'ae5c7525-68b0-43b8-a8ca-b69bf8382772', 'route': ['p2', 'e7', 'i3', 'x5', 'p3', 'c3']}
1769475427.249187,SENT,4b49c7c5-3358-497b-850c-19682a17ec43,44cedc63-66b5-4f91-aea8-dcc0c6429519,c2,c3,3360,?,p2,
1769475427.2493389,CREATED,5be6b582-79f6-4d1e-8112-b577185b2598,d712803a-f592-4779-86f5-a7053d926a77,c2,c3,25,?,?,surb={'id': 'bd97fd00-3745-4e9c-bdba-4f50b11252e5', 'route': ['p3', 'e1', 'i1', 'x9', 'p2', 'c2']}
1769475427.2735949,SENT,867fb887-8e59-43da-8848-f09547e65821,8abaee45-b543-4670-88b7-16e09a037474,c2,c3,3355,?,p2,
1769475427.273744,CREATED,970194e3-ac49-40c1-87d7-8f8892b93bdf,d712803a-f592-4779-86f5-a7053d926a77,c2,c3,25,?,?,surb={'id': 'bd97fd00-3745-4e9c-bdba-4f50b11252e5', 'route': ['p3', 'e1', 'i1', 'x9', 'p2', 'c2']}
1769475427.6439211,SENT,8d89d1b3-beb9-421c-8b03-25655cd99f93,ed910430-fff8-47d2-906e-76dd2dc0a85d,c2,c3,3367,?,p2,
1769475427.6440966,CREATED,52f05360-31f7-4cfd-be0c-66b449108045,024066eb-fd8c-4c81-83d7-4970129bccc8,c2,c3,26,?,?,surb={'id': '1ba76c4e-5a3a-4b97-aa62-38c46ea2decf', 'route': ['p3', 'e9', 'i10', 'x10', 'p2', 'c2']}
1769475427.708801,SENT,2313c267-7633-4d91-9d00-35deff60c4d9,dfbdd284-6fd0-4745-94db-7d3d8ec5b520,c2,c3,3401,?,p2,
1769475427.7089481,CREATED,cf24fe94-447e-4695-a19b-8c8524312d66,024066eb-fd8c-4c81-83d7-4970129bccc8,c2,c3,26,?,?,surb={'id': '1ba76c4e-5a3a-4b97-aa62-38c46ea2decf', 'route': ['p3', 'e9', 'i10', 'x10', 'p2', 'c2']}
1769475427.8296783,RECEIVED,3ffd6f4e-4a34-4822-ab2f-0e7fe100bd26,c9277723-1834-4c6e-a0a3-97a8eb649b00,c3,c2,26,p2,?,surb={'id': '07c2474c-22ed-4809-a139-5c238bb2126b', 'route': ['p2', 'e10', 'i7', 'x1', 'p3', 'c3']}
1769475427.840389,SENT,60f47494-09ca-4ad8-ae64-b8166d9bfe65,c27b532e-db35-4dc9-a301-41241c568ccc,c2,c3,3386,?,p2,
1769475427.84054,CREATED,0a599161-049d-4e55-9f17-4170745c8f67,5740e0f7-5064-466b-8255-9959653b7b15,c2,c3,27,?,?,surb={'id': 'c64e3e84-6f15-4e41-97d7-ff29fa27847e', 'route': ['p3', 'e3', 'i1', 'x6', 'p2', 'c2']}
1769475428.0060277,RECEIVED,2c8531fa-4c1b-40f7-a60f-1d565bdc3f48,cae5ad02-22b0-4659-9b05-7d25c968f79b,c3,c2,25,p2,?,surb={'id': 'de86cc31-cdf9-4791-ab26-ab4769bceb17', 'route': ['p2', 'e9', 'i9', 'x6', 'p3', 'c3']}
1769475428.2033572,RECEIVED,7db75bd0-2e15-4dd7-a09e-f2a974dcebf6,b150c696-0306-4536-91e6-515151b7ff12,c3,c2,26,p2,?,surb={'id': '6955c080-84f2-4914-8943-4153c3aca576', 'route': ['p2', 'e8', 'i9', 'x2', 'p3', 'c3']}
1769475428.237012,SENT,c8335377-0a1e-47fc-acf2-5bb46f0ea2bd,6614f196-9c20-4f36-b7a7-722465996de1,c2,c3,3367,?,p2,
1769475428.2372265,CREATED,b0d96cdd-44bb-4448-a603-29e096c0b1dc,5740e0f7-5064-466b-8255-9959653b7b15,c2,c3,27,?,?,surb={'id': 'c64e3e84-6f15-4e41-97d7-ff29fa27847e', 'route': ['p3', 'e3', 'i1', 'x6', 'p2', 'c2']}
1769475428.4325356,RECEIVED,b30c7de5-1352-47aa-b4d9-12f616011b3b,d1e5b1cc-b3a4-4ee6-a2b2-4bd5e3b962cc,c3,c2,27,p2,?,surb={'id': 'ad8ccf4e-64a8-43d8-b180-e08bb033b115', 'route': ['p2', 'e3', 'i4', 'x2', 'p3', 'c3']}
1769475428.7812872,RECEIVED,72da09bc-df42-42d3-8066-a5bedc56e16e,fcbb9e54-c90c-4888-970a-90a615018755,c3,c2,27,p2,?,surb={'id': 'd601cd79-03c1-49eb-ac26-47e79fda76fd', 'route': ['p2', 'e2', 'i5', 'x5', 'p3', 'c3']}
1769475428.9061654,RECEIVED,6a039c20-fc19-436b-a5af-7020ba1937e4,17846ead-6422-44b3-b839-4586966b3f83,c3,c2,27,p2,?,surb={'id': '3ec6eb00-e8bc-412f-941b-26dc109ef5c0', 'route': ['p2', 'e6', 'i5', 'x7', 'p3', 'c3']}
1769475429.327275,SENT,14d99d6d-e58a-48b0-8bca-27d0038bc320,e6d5c9e4-4d3d-494c-8f9c-5c961eddda3d,c2,c3,3372,?,p2,
1769475429.3274233,CREATED,2060a896-d87c-4f65-81bb-46d862952891,a414c3d7-a0f9-4afc-afb8-44782955766b,c2,c3,27,?,?,surb={'id': 'f7d4f1cb-0c7f-4412-a163-87a19bbd1a85', 'route': ['p3', 'e7', 'i8', 'x1', 'p2', 'c2']}
1769475429.9169438,SENT,e41d21e3-1b7b-4085-b903-f6ce8bf9d3b5,c90d039d-23fa-4318-a7e4-bb2b65462680,c2,c3,3373,?,p2,
1769475429.9170928,CREATED,637983bd-bb25-40cc-b94c-d5cca0efa57d,a414c3d7-a0f9-4afc-afb8-44782955766b,c2,c3,27,?,?,surb={'id': 'f7d4f1cb-0c7f-4412-a163-87a19bbd1a85', 'route': ['p3', 'e7', 'i8', 'x1', 'p2', 'c2']}
1769475429.9347448,SENT,47f52d5c-996e-47c6-9d6a-c625ff994866,e29a0e42-befa-42dd-b51c-afd0925ae160,c2,c3,3396,?,p2,
1769475429.9348783,CREATED,8ca9a514-0103-4638-9aef-7c8bf9d4f10f,82fe54e5-aece-4bd2-8d5a-89f7f276636f,c2,c3,27,?,?,surb={'id': '01c00dca-63fc-45d4-a3f5-5f5289880c3c', 'route': ['p3', 'e3', 'i7', 'x7', 'p2', 'c2']}
1769475430.2995265,RECEIVED,7b9a42da-8078-499d-95ef-81893f8fb000,84acc86e-3569-45c5-9ae8-1fc3d59f8656,c3,c2,27,p2,?,surb={'id': 'bdfe0aea-7624-4708-8aeb-d62ed77bdff9', 'route': ['p2', 'e11', 'i6', 'x10', 'p3', 'c3']}
1769475430.4166634,RECEIVED,b47bb753-ab12-4f6d-b530-668dbfd6fd51,d1e5b1cc-b3a4-4ee6-a2b2-4bd5e3b962cc,c3,c2,27,p2,?,surb={'id': 'ad8ccf4e-64a8-43d8-b180-e08bb033b115', 'route': ['p2', 'e3', 'i4', 'x2', 'p3', 'c3']}
1769475430.635347,SENT,3d3390d1-6875-4ddf-b444-cfd3a7fdfded,c0efb2d1-4733-4db7-966a-b9d32e8169c7,c2,c3,3360,?,p2,
1769475430.635499,CREATED,48bb89a3-1a54-4b5e-9c2f-8e7bfb54f088,82fe54e5-aece-4bd2-8d5a-89f7f276636f,c2,c3,27,?,?,surb={'id': '01c00dca-63fc-45d4-a3f5-5f5289880c3c', 'route': ['p3', 'e3', 'i7', 'x7', 'p2', 'c2']}
1769475431.1594145,RECEIVED,8357319f-0176-4cfd-984d-3e5d73e9ec56,8a2b8553-250c-4beb-9794-ddcaed4f3c98,c3,c2,26,p2,?,surb={'id': 'aa510acb-bf3e-49c9-a8eb-427b63a6cdfb', 'route': ['p2', 'e5', 'i2', 'x8', 'p3', 'c3']}
1769475431.2855618,SENT,2a4a5527-2a06-47be-bf52-dc82d26e0fa4,573913fb-de05-4296-901b-5649d8f03962,c2,c3,3379,?,p2,
1769475431.2856812,CREATED,168c1653-bf4f-4c4e-b7db-0d1c36c421a6,98be5c7a-051e-4e1b-ace3-c44bd0884bb3,c2,c3,27,?,?,surb={'id': '0c5d5abc-d321-427f-a957-8a0332c0d9ec', 'route': ['p3', 'e6', 'i2', 'x9', 'p2', 'c2']}
1769475431.3978546,SENT,256b8d9a-2837-4fe6-b31d-b71cf5cc1d25,24117206-6902-4e7d-8881-6402cce1a947,c2,c3,3379,?,p2,
1769475431.3979712,CREATED,756fcabb-46b3-4158-887e-b89da6e13951,98be5c7a-051e-4e1b-ace3-c44bd0884bb3,c2,c3,27,?,?,surb={'id': '0c5d5abc-d321-427f-a957-8a0332c0d9ec', 'route': ['p3', 'e6', 'i2', 'x9', 'p2', 'c2']}
1769475431.4159508,SENT,952bc658-8af8-467f-85b2-8cd0bd275b2b,7d45b005-8647-4ba0-a512-840884f5a272,c2,c3,3395,?,p2,
1769475431.4160888,CREATED,4b17c9de-eaf0-4156-9141-11afc34d9a94,3cec3f99-de4a-49ac-9088-a2cc3c66f9e3,c2,c3,27,?,?,surb={'id': '7cbaa182-1b24-43a3-8e96-291a0fdc4715', 'route': ['p3', 'e2', 'i12', 'x12', 'p2', 'c2']}
1769475431.5271404,SENT,563e6a74-8598-4636-9f75-9605b1bf6ced,9b05fb8a-82a7-49db-b0c5-15025a7111e3,c2,c3,3392,?,p2,
1769475431.5272453,CREATED,08358ec1-b59b-47f1-b42f-4f8d85be85d7,3cec3f99-de4a-49ac-9088-a2cc3c66f9e3,c2,c3,27,?,?,surb={'id': '7cbaa182-1b24-43a3-8e96-291a0fdc4715', 'route': ['p3', 'e2', 'i12', 'x12', 'p2', 'c2']}
1769475431.748974,SENT,349461fc-d2fe-4c9d-a524-d867b79d9b63,4b3dbd56-f387-4513-8833-b99678129143,c2,c3,3385,?,p2,
1769475431.7491543,CREATED,a86f7bf7-a6fe-4437-913f-08420f1933a7,453e962c-f5ed-4ec9-b779-2bb0faa507b9,c2,c3,26,?,?,surb={'id': '11002cac-1983-4e4b-8c11-1f0b6539458d', 'route': ['p3', 'e4', 'i6', 'x4', 'p2', 'c2']}
1769475431.78124,RECEIVED,552955aa-bc29-4100-b804-ca2a9f59e092,b70094e4-2047-471f-836e-11dbe00d262f,c3,c2,27,p2,?,surb={'id': '39bf21c1-4f2e-4827-ae2b-ae3de13e64b4', 'route': ['p2', 'e9', 'i5', 'x8', 'p3', 'c3']}
1769475432.2241037,RECEIVED,f78c7e57-4105-422d-9256-6458f3363fbb,ce46aecb-cc8d-455e-99a1-f07591f876f1,c3,c2,26,p2,?,surb={'id': 'ea60f089-4a82-4ffd-8902-8c9cffda98c9', 'route': ['p2', 'e5', 'i3', 'x9', 'p3', 'c3']}
1769475432.5135212,SENT,b725d966-3796-4c06-bbc9-9216ea39e4af,28551de9-f3b8-461c-b821-36381e6c6402,c2,c3,3375,?,p2,
1769475432.5136666,CREATED,a84e22f5-f221-415e-b823-d55d58e64658,453e962c-f5ed-4ec9-b779-2bb0faa507b9,c2,c3,26,?,?,surb={'id': '11002cac-1983-4e4b-8c11-1f0b6539458d', 'route': ['p3', 'e4', 'i6', 'x4', 'p2', 'c2']}
1769475432.7126489,RECEIVED,cf9b58eb-293e-486d-bc22-d9a84d0a1c1b,7ea29b14-2db7-48ed-a4a5-d8833ffe5ec8,c3,c2,27,p2,?,surb={'id': 'd3f2ea71-2463-4f88-9d8c-427da6d4b167', 'route': ['p2', 'e9', 'i1', 'x4', 'p3', 'c3']}
1769475433.0368397,RECEIVED,e657a376-9226-40e0-8173-5a845207594e,b70094e4-2047-471f-836e-11dbe00d262f,c3,c2,27,p2,?,surb={'id': '39bf21c1-4f2e-4827-ae2b-ae3de13e64b4', 'route': ['p2', 'e9', 'i5', 'x8', 'p3', 'c3']}
1769475433.067213,RECEIVED,42a14571-ab59-4947-822d-0eef067659e0,ce46aecb-cc8d-455e-99a1-f07591f876f1,c3,c2,26,p2,?,surb={'id': 'ea60f089-4a82-4ffd-8902-8c9cffda98c9', 'route': ['p2', 'e5', 'i3', 'x9', 'p3', 'c3']}
1769475433.3261106,SENT,ff72413f-b6c2-40c3-9027-cfaeb89cd5f1,4c9fbeba-cac7-4763-8697-f59985025c6b,c2,c3,3385,?,p2,
1769475433.3261874,CREATED,5feda549-72d1-43e6-9048-8d16bb53526e,e0b12b4b-92db-43e5-92ef-3f477fd72e9f,c2,c3,26,?,?,surb={'id': '562d87a9-0f8d-48b3-95a7-149c17f9d5fe', 'route': ['p3', 'e1', 'i5', 'x3', 'p2', 'c2']}
1769475433.5448384,SENT,b5932848-83fd-4d5a-abb6-fc5afd3f8256,4a4607bf-f774-4242-a33e-5a7fc0c8dca5,c2,c3,3365,?,p2,
1769475433.5449574,CREATED,63ffe7a1-0896-4834-91d1-33587c468e32,e0b12b4b-92db-43e5-92ef-3f477fd72e9f,c2,c3,26,?,?,surb={'id': '562d87a9-0f8d-48b3-95a7-149c17f9d5fe', 'route': ['p3', 'e1', 'i5', 'x3', 'p2', 'c2']}
1769475433.5675085,RECEIVED,291271d2-3ecf-45b3-8ff5-b027d95beb57,7ea29b14-2db7-48ed-a4a5-d8833ffe5ec8,c3,c2,27,p2,?,surb={'id': 'd3f2ea71-2463-4f88-9d8c-427da6d4b167', 'route': ['p2', 'e9', 'i1', 'x4', 'p3', 'c3']}
1769475433.8035302,RECEIVED,6eef71fa-1b99-4b97-b8d0-ac512a4fb9ce,0bbfcf09-3ba6-4f3e-a4b9-ff292691996b,c3,c2,25,p2,?,surb={'id': '48c5016e-4b49-4d00-a2c7-a9bba228c57d', 'route': ['p2', 'e1', 'i11', 'x6', 'p3', 'c3']}
1769475433.842287,SENT,51caca65-6d20-45a5-ab56-9a680ea60843,2b1c42f5-d61d-4b1c-a548-4ef8e828f582,c2,c3,3391,?,p2,
1769475433.8423805,CREATED,2d136b3d-e685-4010-9e4b-4f2836302ea5,11b270f9-f58f-42aa-a9e4-ac2a19379f36,c2,c3,27,?,?,surb={'id': 'a13c61d7-0929-4bf2-9190-8ef1d940523e', 'route': ['p3', 'e1', 'i4', 'x12', 'p2', 'c2']}
1769475433.9843547,SENT,6173fb81-91da-44bf-b740-a6af74c2b731,d51637bf-5780-4848-b07b-a3fc5ef3723d,c2,c3,3388,?,p2,
1769475433.984416,CREATED,b95ff700-e585-46dd-9ef0-7ed27dd1dfb5,11b270f9-f58f-42aa-a9e4-ac2a19379f36,c2,c3,27,?,?,surb={'id': 'a13c61d7-0929-4bf2-9190-8ef1d940523e', 'route': ['p3', 'e1', 'i4', 'x12', 'p2', 'c2']}
1769475434.0294313,RECEIVED,3feb0c38-0025-4b30-a80f-833c9948bde5,05a5572e-122e-4193-b06a-59e08549e9f2,c3,c2,27,p2,?,surb={'id': '10b72895-af84-4ab1-941b-6c3e013ee824', 'route': ['p2', 'e9', 'i3', 'x10', 'p3', 'c3']}
1769475434.1830122,RECEIVED,aa338f7c-e922-4219-a0eb-72ab352b4345,05a5572e-122e-4193-b06a-59e08549e9f2,c3,c2,27,p2,?,surb={'id': '10b72895-af84-4ab1-941b-6c3e013ee824', 'route': ['p2', 'e9', 'i3', 'x10', 'p3', 'c3']}
1769475434.1913953,SENT,07790c24-de03-436a-b28c-d5abe634b987,b0f4051d-4fc9-4598-ab8c-9526364e4cfb,c2,c3,3378,?,p2,
1769475434.1915424,CREATED,8f7e55fe-2d17-49e7-aebd-d02dcd3fc502,b4ad193b-7454-4740-a49d-a14d0978e1dd,c2,c3,27,?,?,surb={'id': 'f4ca73fd-3059-4eb4-a2a2-ad013f996274', 'route': ['p3', 'e6', 'i3', 'x1', 'p2', 'c2']}
1769475434.5882783,SENT,b4e0e607-b6fc-4ccf-936c-0b65ac968005,d3b2be9a-f64b-4d4e-a57d-ec33ce340985,c2,c3,3372,?,p2,
1769475434.5884209,CREATED,d731274b-3135-4485-9894-b1791a588fdb,b4ad193b-7454-4740-a49d-a14d0978e1dd,c2,c3,27,?,?,surb={'id': 'f4ca73fd-3059-4eb4-a2a2-ad013f996274', 'route': ['p3', 'e6', 'i3', 'x1', 'p2', 'c2']}
1769475436.2565842,SENT,7b4fa596-e664-47c0-905f-bf051af8e5f8,20660b55-85c3-47c1-ade4-4b47f4d758e1,c2,c3,3363,?,p2,
1769475436.2567387,CREATED,ca1a8f01-c70c-4d10-8f21-8425ce0a2430,7bfc5f96-5448-4d48-8c13-e5e49f45f0cc,c2,c3,27,?,?,surb={'id': '4c167900-9be9-4305-a2dd-5fb04959d899', 'route': ['p3', 'e3', 'i5', 'x8', 'p2', 'c2']}
1769475436.544471,RECEIVED,3893c7e7-427d-458c-b4c1-0ca6c54501e8,69018396-ffcf-4e29-94db-21ca3794a912,c3,c2,27,p2,?,surb={'id': '2215462f-cde3-44d2-8c9c-78d81da21b96', 'route': ['p2', 'e3', 'i9', 'x11', 'p3', 'c3']}
1769475436.6217282,SENT,6ffbbf57-2ceb-4517-a3bb-c36815a67148,6f5c8be3-2f05-4470-9215-c2bba2f08607,c2,c3,3385,?,p2,
1769475436.6218305,CREATED,43fe313b-160d-4b19-9783-5abb5f1245d0,7bfc5f96-5448-4d48-8c13-e5e49f45f0cc,c2,c3,27,?,?,surb={'id': '4c167900-9be9-4305-a2dd-5fb04959d899', 'route': ['p3', 'e3', 'i5', 'x8', 'p2', 'c2']}
1769475436.6522217,RECEIVED,494b293f-505b-427d-816f-4a3deec04801,dcbfd728-71e5-4609-90d5-287e027960a5,c3,c2,27,p2,?,surb={'id': '3c2243ec-b500-47f5-b14b-cb4bb9ce9a28', 'route': ['p2', 'e4', 'i8', 'x11', 'p3', 'c3']}
1769475436.7148933,SENT,84651e6a-7be6-45e9-91d8-eed2786c5b99,7a755d78-3dca-46ef-9405-e5c5dfab3720,c2,c3,3384,?,p2,
1769475436.715045,CREATED,9fc8c668-dad4-447c-9adb-92c07de27f02,19d07a1b-bfd0-4318-b5ed-ed35a358664f,c2,c3,26,?,?,surb={'id': '99c8c288-1105-4609-a2b8-56ed91d194d8', 'route': ['p3', 'e11', 'i8', 'x1', 'p2', 'c2']}
1769475437.0461817,RECEIVED,9d327703-e5c9-4610-8c1f-ae7490cf5c2d,c1b62c60-6d49-4246-959d-cd7fa61fd096,c3,c2,26,p2,?,surb={'id': '4c7ce35f-0e0f-44a4-a4cf-c36bd393e246', 'route': ['p2', 'e12', 'i10', 'x4', 'p3', 'c3']}
1769475437.0935948,SENT,78fdfade-60bd-4a40-8164-24792cff34fe,f4282eb1-68de-44f5-a24e-5ce2f588308e,c2,c3,3372,?,p2,
1769475437.093697,CREATED,2dfc2040-69ea-4d36-9499-055d6e55eeb9,19d07a1b-bfd0-4318-b5ed-ed35a358664f,c2,c3,26,?,?,surb={'id': '99c8c288-1105-4609-a2b8-56ed91d194d8', 'route': ['p3', 'e11', 'i8', 'x1', 'p2', 'c2']}
1769475437.1902444,RECEIVED,d7005b7e-53f3-4a30-a78d-9e7c84aadef6,69018396-ffcf-4e29-94db-21ca3794a912,c3,c2,27,p2,?,surb={'id': '2215462f-cde3-44d2-8c9c-78d81da21b96', 'route': ['p2', 'e3', 'i9', 'x11', 'p3', 'c3']}
1769475437.3973699,SENT,a3db38ba-3ff5-41aa-a995-74de47bf8559,6b6f1405-2c19-4bb2-8281-3d1bf2769c07,c2,c3,3373,?,p2,
1769475437.3975432,CREATED,f3571a25-7bf6-4622-a19c-c1ca7fca2291,8684b0e2-cf7e-46da-aa70-b13ad3a949ce,c2,c3,27,?,?,surb={'id': '4ac5963f-dac8-4e6c-a51a-6130580ec6ae', 'route': ['p3', 'e8', 'i8', 'x11', 'p2', 'c2']}
1769475437.4374185,RECEIVED,a24e5b65-446a-4da8-9044-614ade34a767,0bbfcf09-3ba6-4f3e-a4b9-ff292691996b,c3,c2,25,p2,?,surb={'id': '48c5016e-4b49-4d00-a2c7-a9bba228c57d', 'route': ['p2', 'e1', 'i11', 'x6', 'p3', 'c3']}
1769475437.6551368,SENT,bdfd3839-27af-4030-9418-ebc0a0311c40,3635b31e-baa8-4e4e-8089-87698c6018b9,c2,c3,3360,?,p2,
1769475437.6552937,CREATED,235a2640-9b7a-4550-88e9-e3e4459524d0,8684b0e2-cf7e-46da-aa70-b13ad3a949ce,c2,c3,27,?,?,surb={'id': '4ac5963f-dac8-4e6c-a51a-6130580ec6ae', 'route': ['p3', 'e8', 'i8', 'x11', 'p2', 'c2']}
1769475437.86156,SENT,7212754e-7104-42e1-ae79-e6544cdba21e,1307b24d-eeba-492d-b569-d6887e308de4,c2,c3,3380,?,p2,
1769475437.8616817,CREATED,178edfa9-e126-4cf6-8aae-bb3c92f95a8e,a7b01e2c-b9c1-4f09-9054-c1bd91577154,c2,c3,27,?,?,surb={'id': '05a2dbab-5974-4d11-91ef-c82190b8a7b3', 'route': ['p3', 'e5', 'i11', 'x5', 'p2', 'c2']}
1769475437.9760642,SENT,e3727894-b8d2-4d0a-89c0-7cac8215a75f,060dac42-5f69-461c-bfb8-fc51f68e33c5,c2,c3,3391,?,p2,
1769475437.9761667,CREATED,2eba2e07-5862-4dd0-866d-91080839c012,a7b01e2c-b9c1-4f09-9054-c1bd91577154,c2,c3,27,?,?,surb={'id': '05a2dbab-5974-4d11-91ef-c82190b8a7b3', 'route': ['p3', 'e5', 'i11', 'x5', 'p2', 'c2']}
1769475438.3354714,RECEIVED,a06f82f7-4c7f-4ca9-b7f8-4c5388466bac,565562eb-e60e-49b2-b8be-a1690222f521,c3,c2,26,p2,?,surb={'id': '99445736-950f-43b8-923e-ebaa9b75bc60', 'route': ['p2', 'e2', 'i6', 'x10', 'p3', 'c3']}
1769475438.5132775,RECEIVED,bef261c0-17dd-4ee9-85e9-f2e6bf797698,a948190d-48e8-4a90-80ec-a5fa2daa9b9f,c3,c2,25,p2,?,surb={'id': 'ea75d0fc-6e0a-4b26-8212-b01f3e4afed7', 'route': ['p2', 'e11', 'i4', 'x12', 'p3', 'c3']}
1769475438.836107,SENT,b866d314-7d77-4653-901b-f6350522a807,2099d845-67fb-4004-8688-cfd4322abd67,c2,c3,3372,?,p2,
1769475438.8361876,CREATED,755d1291-1f47-43b5-9365-9b07781f927d,18c9d42f-f5aa-4a68-9238-dfb03d0e3977,c2,c3,26,?,?,surb={'id': 'a52e397e-6eef-4309-8c79-fd0da9dd9377', 'route': ['p3', 'e1', 'i8', 'x9', 'p2', 'c2']}
1769475438.9147317,RECEIVED,f41919d5-7708-4987-a0f2-be025ee6d1c6,c1b62c60-6d49-4246-959d-cd7fa61fd096,c3,c2,26,p2,?,surb={'id': '4c7ce35f-0e0f-44a4-a4cf-c36bd393e246', 'route': ['p2', 'e12', 'i10', 'x4', 'p3', 'c3']}
1769475439.04183,SENT,40de341f-ed18-461d-ae43-4d10373dd9fb,dcb72bfc-4ea7-42c2-8a9c-331ee82cfd8d,c2,c3,3375,?,p2,
1769475439.041978,CREATED,89551b7e-127f-4288-b741-160072f9fd42,18c9d42f-f5aa-4a68-9238-dfb03d0e3977,c2,c3,26,?,?,surb={'id': 'a52e397e-6eef-4309-8c79-fd0da9dd9377', 'route': ['p3', 'e1', 'i8', 'x9', 'p2', 'c2']}
1769475439.097465,RECEIVED,ebebfe5a-cdae-465f-8a37-f31b1d858b5a,c3f4f161-8a3c-4ffa-8648-96c3fef7ca7b,c3,c2,27,p2,?,surb={'id': 'b82f6ad7-9be7-44b1-8b0b-e35af949a142', 'route': ['p2', 'e12', 'i10', 'x12', 'p3', 'c3']}
1769475439.3243544,SENT,fc6ab48e-1ea2-4468-9328-c37a7c69f851,21251214-50f4-49e3-98ad-c97c13d68dac,c2,c3,3373,?,p2,
1769475439.3245027,CREATED,04f57a44-d3e2-424d-9a10-593a648d2b58,48749a22-82b5-40f6-a735-0a4329084ea3,c2,c3,26,?,?,surb={'id': 'fef9c623-7cd4-4ca4-8521-38fb66ecf3c3', 'route': ['p3', 'e11', 'i5', 'x10', 'p2', 'c2']}
1769475439.425271,SENT,01e7cd82-139e-4fd8-8b97-da0bf8357330,bc2456c8-abdb-45ab-b085-e80b3c6471dc,c2,c3,3401,?,p2,
1769475439.4254365,CREATED,e54983df-c8c2-4676-999d-d7daceceabfc,48749a22-82b5-40f6-a735-0a4329084ea3,c2,c3,26,?,?,surb={'id': 'fef9c623-7cd4-4ca4-8521-38fb66ecf3c3', 'route': ['p3', 'e11', 'i5', 'x10', 'p2', 'c2']}
1769475439.8288898,SENT,c466be9b-d066-4809-8e1d-0a992e8689ae,d36eedf5-5bfa-44d5-ab76-c8e1b25fcf7b,c2,c3,3359,?,p2,
1769475439.8289905,CREATED,1c850446-cef2-4504-8283-f8c7b349b6ca,ea03a769-46bd-4cf6-b5d6-6ff802d243f2,c2,c3,27,?,?,surb={'id': '30552a00-af7e-477a-b980-098c7d29e572', 'route': ['p3', 'e3', 'i9', 'x10', 'p2', 'c2']}
1769475440.535799,RECEIVED,0445420b-ff36-48fe-97de-4163fa4b9792,c3f4f161-8a3c-4ffa-8648-96c3fef7ca7b,c3,c2,27,p2,?,surb={'id': 'b82f6ad7-9be7-44b1-8b0b-e35af949a142', 'route': ['p2', 'e12', 'i10', 'x12', 'p3', 'c3']}
1769475440.7631595,RECEIVED,d8c81110-9d63-4851-baa5-4a0a6a89dd46,4288fabd-b0b6-4141-b291-f0a9015fd6dd,c3,c2,27,p2,?,surb={'id': '0c17c03b-a681-4d0d-9c45-754cf6dee4c4', 'route': ['p2', 'e6', 'i11', 'x9', 'p3', 'c3']}
1769475440.8214774,SENT,1c663021-203c-4fc1-9152-bd952a5013f8,e5235a21-ffa5-43d7-8ed9-56ef31a9ae6c,c2,c3,3371,?,p2,
1769475440.8216078,CREATED,1599c689-ad77-47bf-b860-9f6e729d53b5,ea03a769-46bd-4cf6-b5d6-6ff802d243f2,c2,c3,27,?,?,surb={'id': '30552a00-af7e-477a-b980-098c7d29e572', 'route': ['p3', 'e3', 'i9', 'x10', 'p2', 'c2']}
1769475441.0058749,RECEIVED,36edfacf-871d-4070-9df7-9891420bc41c,90aa5f9c-2987-4bee-bd9b-3520e098236f,c3,c2,27,p2,?,surb={'id': '7b70e92e-d51c-452a-b90f-c05477969597', 'route': ['p2', 'e1', 'i4', 'x7', 'p3', 'c3']}
1769475441.192718,RECEIVED,8ff7afad-a522-4ca6-a605-bacaadbe3378,565562eb-e60e-49b2-b8be-a1690222f521,c3,c2,26,p2,?,surb={'id': '99445736-950f-43b8-923e-ebaa9b75bc60', 'route': ['p2', 'e2', 'i6', 'x10', 'p3', 'c3']}
