timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769475823.7785816,CREATED,191f808c-8680-4162-9bf3-f1850f2a6c42,13dca4b1-0814-4b77-a7c4-b9a20be523df,c1,c4,27,?,?,surb={'id': 'cb4575b5-c788-4f89-b0d0-fc2ffe916303', 'route': ['p1', 'e3', 'i1', 'x8', 'p1', 'c1']}
1769475823.8192863,SENT,033ff7f9-3f4e-4f42-b210-4969840a4178,4de7549d-1687-4451-baab-570af1f2071c,c1,c4,3368,?,p1,
1769475823.8194392,CREATED,6e42434b-8452-4309-86ff-95a6ab85d2d5,bc5d0655-9720-4d87-bfdc-0abe65d97dbc,c1,c4,26,?,?,surb={'id': '83faacf1-d22c-4a7e-9a1e-01004e20f82b', 'route': ['p1', 'e9', 'i8', 'x7', 'p1', 'c1']}
1769475824.4315975,SENT,bde8a446-ddd3-4e78-af02-bd8f07e9a134,8b8795a7-9b9f-4353-9735-56321a587227,c1,c4,3356,?,p1,
1769475824.431719,CREATED,565fc73d-bebd-4888-ad4b-d45e2beee0ac,bc5d0655-9720-4d87-bfdc-0abe65d97dbc,c1,c4,26,?,?,surb={'id': '83faacf1-d22c-4a7e-9a1e-01004e20f82b', 'route': ['p1', 'e9', 'i8', 'x7', 'p1', 'c1']}
1769475824.5529404,RECEIVED,255dc4e4-f84f-4478-ae34-6bc68e13c497,2e8f8369-446c-4a07-9e6e-a43c52e26681,c4,c1,26,p1,?,surb={'id': '56974f2f-acce-4b74-aca5-e0d26ad9f6a3', 'route': ['p1', 'e1', 'i5', 'x12', 'p1', 'c4']}
1769475824.5800343,SENT,58cc2cd1-d559-4e81-b39e-7faa9e8ca964,504ca27d-69bd-4592-84f0-3de86919a454,c1,c4,3384,?,p1,
1769475824.5804393,CREATED,418c4bd5-2926-415c-8ff4-95fcc0a00aee,a4b3c26f-dbde-44a9-af71-417792e73527,c1,c4,26,?,?,surb={'id': '74da003a-5f08-4f69-8be4-995719f41f36', 'route': ['p1', 'e1', 'i4', 'x5', 'p1', 'c1']}
1769475824.7271807,RECEIVED,c8799f42-e8cc-4087-9a39-41b4aabceb60,6ed4710d-db11-48b1-9060-7f8dfffbefe1,c4,c1,27,p1,?,surb={'id': '46d8295a-6861-4616-8c1c-9c4c9d45ebdf', 'route': ['p1', 'e10', 'i3', 'x12', 'p1', 'c4']}
1769475824.9719276,SENT,317bede9-c004-4cb4-85ee-1d77adbe402a,bc74e01f-ce9c-4a65-a4b4-4f9d015183c0,c1,c4,3383,?,p1,
1769475824.9721298,CREATED,37c34408-34ba-4451-8249-db7b1ed50f1d,a4b3c26f-dbde-44a9-af71-417792e73527,c1,c4,26,?,?,surb={'id': '74da003a-5f08-4f69-8be4-995719f41f36', 'route': ['p1', 'e1', 'i4', 'x5', 'p1', 'c1']}
1769475825.5724652,SENT,fb646502-c1d6-478c-8cf7-3e9e115c61d2,a4929149-e130-4d58-a7b4-dee1c081674c,c1,c4,3384,?,p1,
1769475825.57262,CREATED,922aacbd-3ab3-4ff6-86b6-26821df8c412,790b228a-51eb-4881-b97a-5dcf64dd79f2,c1,c4,26,?,?,surb={'id': 'db3f57a9-37ff-494e-ae80-59c45afca430', 'route': ['p1', 'e5', 'i3', 'x1', 'p1', 'c1']}
1769475825.7132125,RECEIVED,a2e896ae-401f-4c00-af86-bcaaa049aedf,62212472-6ab8-434b-b900-ab8f240eb288,c4,c1,27,p1,?,surb={'id': '63d19e31-e5a3-4d56-a1a6-833bd1c8cc04', 'route': ['p1', 'e8', 'i12', 'x6', 'p1', 'c4']}
1769475825.8065426,RECEIVED,dd48e0c2-eed4-4b14-a74c-268cd8cab48e,b2a8e1be-4c14-4a74-9665-7c424779c63d,c4,c1,27,p1,?,surb={'id': 'd5d25045-2246-48ac-8652-9d89e968ca21', 'route': ['p1', 'e8', 'i11', 'x9', 'p1', 'c4']}
1769475825.841362,RECEIVED,a8512648-b100-462f-a258-1fd020951255,98513243-97e0-4ba3-8415-5eb07baef335,c4,c1,26,p1,?,surb={'id': 'f63eb711-52c7-4271-bab9-676671ca1818', 'route': ['p1', 'e2', 'i1', 'x10', 'p1', 'c4']}
1769475825.8535275,RECEIVED,e2e03609-8466-465b-aa85-3145daeb063d,62212472-6ab8-434b-b900-ab8f240eb288,c4,c1,27,p1,?,surb={'id': '63d19e31-e5a3-4d56-a1a6-833bd1c8cc04', 'route': ['p1', 'e8', 'i12', 'x6', 'p1', 'c4']}
1769475825.899728,SENT,be516ee8-0477-4bd0-b988-280e67a28d70,7d821881-821c-4f4c-a3e6-85905bc9c7f8,c1,c4,3377,?,p1,
1769475825.8998637,CREATED,5dafff18-dbde-47de-9730-d467d395ddbc,790b228a-51eb-4881-b97a-5dcf64dd79f2,c1,c4,26,?,?,surb={'id': 'db3f57a9-37ff-494e-ae80-59c45afca430', 'route': ['p1', 'e5', 'i3', 'x1', 'p1', 'c1']}
1769475825.9258497,SENT,c414f4a0-d703-408c-b1fc-f2277615e93a,765b8cfb-a2a1-483a-80b5-d2d5805be68a,c1,c4,3376,?,p1,
1769475825.925987,CREATED,9e6a778b-a9a5-4c54-af65-652a898e28a0,435bc07c-6114-4512-8197-00bec6d0b75d,c1,c4,27,?,?,surb={'id': 'c3163690-89ed-4a73-ab08-1d7aed62b3d1', 'route': ['p1', 'e4', 'i9', 'x6', 'p1', 'c1']}
1769475826.159726,SENT,59af8929-57eb-4b0b-b8d9-2a6d5c11f872,edea822e-e3bc-430d-a70f-59a8e8f16f32,c1,c4,3371,?,p1,
1769475826.1598837,CREATED,bafec5ad-a709-4b91-82bf-83585ade0b55,435bc07c-6114-4512-8197-00bec6d0b75d,c1,c4,27,?,?,surb={'id': 'c3163690-89ed-4a73-ab08-1d7aed62b3d1', 'route': ['p1', 'e4', 'i9', 'x6', 'p1', 'c1']}
1769475826.3014252,RECEIVED,76159300-883b-4406-8034-9af0c948f026,b2a8e1be-4c14-4a74-9665-7c424779c63d,c4,c1,27,p1,?,surb={'id': 'd5d25045-2246-48ac-8652-9d89e968ca21', 'route': ['p1', 'e8', 'i11', 'x9', 'p1', 'c4']}
1769475826.3138878,SENT,1fddefc5-2eef-4054-91d4-7cd6404e539e,8d6b0812-a6c2-458b-b625-26e22be1af0c,c1,c4,3400,?,p1,
1769475826.3140333,CREATED,d589be77-c917-4fd3-b452-dd68e2174c1f,d01cc405-7f7d-4e6a-9992-84ccab5942b5,c1,c4,27,?,?,surb={'id': '2b420cc7-7ad8-4336-9b18-636c3135f239', 'route': ['p1', 'e10', 'i2', 'x10', 'p1', 'c1']}
1769475826.5001016,SENT,aa8e8cbd-dcec-4bd5-81c0-13a23e6ab4b9,14bcd4a5-e2e3-4eed-9a7a-7b1e2c82c67f,c1,c4,3392,?,p1,
1769475826.5002527,CREATED,6d36d99d-53df-4b8a-bf14-d69551d4ed6d,d01cc405-7f7d-4e6a-9992-84ccab5942b5,c1,c4,27,?,?,surb={'id': '2b420cc7-7ad8-4336-9b18-636c3135f239', 'route': ['p1', 'e10', 'i2', 'x10', 'p1', 'c1']}
1769475826.5688937,RECEIVED,3be79c08-3605-4ef7-b82a-06290f0ecd7f,4115bd33-93db-4608-a302-f15c5f4e8ba1,c4,c1,27,p1,?,surb={'id': '5565bc6f-f3df-43b8-92db-a2169d5d2077', 'route': ['p1', 'e4', 'i6', 'x1', 'p1', 'c4']}
1769475826.8173175,SENT,ca262c8b-f373-4b0e-845b-13eb4626fc8f,1fbe5abf-bf79-4f24-a274-2b0d4dd973cc,c1,c4,3359,?,p1,
1769475826.817467,CREATED,5409bf42-ec37-4ac4-81ce-48bfa9e35e6f,b1c06c4d-563b-4296-827d-3bd8ba821e89,c1,c4,27,?,?,surb={'id': '2bec2199-fc04-4753-9855-86feec173371', 'route': ['p1', 'e7', 'i11', 'x2', 'p1', 'c1']}
1769475826.958793,SENT,cac51297-87b0-4e2b-b248-dcf7dbd394bf,6772c199-ced6-49b7-b671-9218afcf30ca,c1,c4,3368,?,p1,
1769475826.9588938,CREATED,06f05810-0342-49c4-804b-91a5c719688a,b1c06c4d-563b-4296-827d-3bd8ba821e89,c1,c4,27,?,?,surb={'id': '2bec2199-fc04-4753-9855-86feec173371', 'route': ['p1', 'e7', 'i11', 'x2', 'p1', 'c1']}
1769475826.963014,SENT,bb952dd4-4977-4883-99f9-84c523c5217c,f89ba393-f5a3-45ff-88c2-0d6792c803b5,c1,c4,3392,?,p1,
1769475826.9631345,CREATED,211d6a03-eda4-47c3-928d-27d284107f44,fb116ac1-e3b9-40d9-b19e-d8cab5cc16e9,c1,c4,27,?,?,surb={'id': 'bc497c42-d53f-4eb7-8996-2be993dbbc1c', 'route': ['p1', 'e1', 'i11', 'x10', 'p1', 'c1']}
1769475827.8755255,RECEIVED,3d2ac559-e007-48bf-8e8e-c68730c39d9c,b11ac8ea-d315-47b7-9f45-b84b96d7df66,c4,c1,26,p1,?,surb={'id': '23b762b0-ebfa-483a-94b5-0fe2ddac50da', 'route': ['p1', 'e10', 'i9', 'x1', 'p1', 'c4']}
1769475827.9541986,SENT,43e72f91-6420-4659-b7a1-80864c6f03e5,de8826cb-cc51-4522-b442-566012ea65b1,c1,c4,3388,?,p1,
1769475827.9543514,CREATED,e0220545-655f-4486-9631-cc519e16906f,fb116ac1-e3b9-40d9-b19e-d8cab5cc16e9,c1,c4,27,?,?,surb={'id': 'bc497c42-d53f-4eb7-8996-2be993dbbc1c', 'route': ['p1', 'e1', 'i11', 'x10', 'p1', 'c1']}
1769475828.0838242,SENT,4b476979-7e3a-4568-b5ef-210ffb8f487e,f65f73b9-d746-4dbe-955a-4e3f0c64bd95,c1,c4,3374,?,p1,
1769475828.0839772,CREATED,66ad4551-888b-4d90-81b3-5c92a6ad718e,4becdefd-de2a-4929-8667-fbbcb29e187c,c1,c4,27,?,?,surb={'id': 'e0f59917-3c24-4419-af44-b5a1bb489a77', 'route': ['p1', 'e6', 'i6', 'x12', 'p1', 'c1']}
1769475828.6064177,SENT,aa44e415-9a55-4a73-a429-7efda168d39f,e4693a08-c19a-445d-b29c-239c1303248b,c1,c4,3371,?,p1,
1769475828.6067312,CREATED,d6e28c0b-1360-4dab-8dab-4114ddc88481,4becdefd-de2a-4929-8667-fbbcb29e187c,c1,c4,27,?,?,surb={'id': 'e0f59917-3c24-4419-af44-b5a1bb489a77', 'route': ['p1', 'e6', 'i6', 'x12', 'p1', 'c1']}
1769475828.8894851,SENT,fa2432c6-9dc3-4eaa-afb9-3395dbb5985b,9a5327ac-6022-428c-bf0f-eb064b9885d1,c1,c4,3374,?,p1,
1769475828.889576,CREATED,e35f3e6f-934a-4d7b-a31c-ed56880daa66,d5d35dbb-82d1-4bc3-84df-5d7a62d7ac20,c1,c4,27,?,?,surb={'id': '75ad6fe9-26fb-4ef6-9ee6-a718542d8227', 'route': ['p1', 'e6', 'i3', 'x3', 'p1', 'c1']}
1769475829.0598562,SENT,520e1554-d43d-40e3-8091-291216d28cda,909ce41b-319d-442a-853a-c4d8a6053544,c1,c4,3380,?,p1,
1769475829.0600998,CREATED,7af2efd0-541f-4f88-a610-07e898233aa1,d5d35dbb-82d1-4bc3-84df-5d7a62d7ac20,c1,c4,27,?,?,surb={'id': '75ad6fe9-26fb-4ef6-9ee6-a718542d8227', 'route': ['p1', 'e6', 'i3', 'x3', 'p1', 'c1']}
1769475829.0768356,SENT,ddb0f7ea-c1fc-484f-bac2-871595f2a361,5531d482-b5c3-4175-b5ca-adc89b00be4b,c1,c4,3359,?,p1,
1769475829.0769813,CREATED,31b51bf1-363c-4ccb-8a71-084e02e90796,cb4abd1b-00ee-484e-ba61-1d0262ef7ff5,c1,c4,26,?,?,surb={'id': '140bda02-902c-4c14-8b87-a9325382395d', 'route': ['p1', 'e12', 'i7', 'x1', 'p1', 'c1']}
1769475829.3054926,RECEIVED,f45989ea-5aca-4c75-b27a-2e560e31d650,98513243-97e0-4ba3-8415-5eb07baef335,c4,c1,26,p1,?,surb={'id': 'f63eb711-52c7-4271-bab9-676671ca1818', 'route': ['p1', 'e2', 'i1', 'x10', 'p1', 'c4']}
1769475829.3695738,RECEIVED,131f23ea-84a3-4c40-a324-e027d76df8ac,c08bf102-3b49-444f-88d7-b8e26a2e4d8e,c4,c1,27,p1,?,surb={'id': '158f494a-b844-4562-b87e-a91eb8536b2b', 'route': ['p1', 'e4', 'i11', 'x9', 'p1', 'c4']}
1769475829.4241588,SENT,fb8c2e24-5674-45a2-848f-95b495a8920f,e849a115-e258-492b-993b-d22fd70267b0,c1,c4,3372,?,p1,
1769475829.4243207,CREATED,3c1c9d55-0662-42fc-8c5f-f16ea0f86cdd,cb4abd1b-00ee-484e-ba61-1d0262ef7ff5,c1,c4,26,?,?,surb={'id': '140bda02-902c-4c14-8b87-a9325382395d', 'route': ['p1', 'e12', 'i7', 'x1', 'p1', 'c1']}
1769475829.4368446,SENT,563c78ba-df96-4191-9db3-196b5589e588,f4fe363b-b45f-4f03-8d45-a2c3883cf91b,c1,c4,3379,?,p1,
1769475829.436939,CREATED,b1feaf1c-677d-46bc-920d-0bef339bc354,bdc5f85f-7a0d-47a6-8158-0abf3a321adf,c1,c4,27,?,?,surb={'id': 'ee293c50-dba5-4d4b-9c80-6e301005ffa6', 'route': ['p1', 'e10', 'i5', 'x7', 'p1', 'c1']}
1769475829.5175645,SENT,51698974-698a-47ae-a126-b69b53eb14a3,cc14132f-4aae-426d-9894-a4bc976c76e9,c1,c4,3383,?,p1,
1769475829.5176659,CREATED,d4a00586-4410-4026-baf0-53f4cb151c6e,bdc5f85f-7a0d-47a6-8158-0abf3a321adf,c1,c4,27,?,?,surb={'id': 'ee293c50-dba5-4d4b-9c80-6e301005ffa6', 'route': ['p1', 'e10', 'i5', 'x7', 'p1', 'c1']}
1769475829.875065,SENT,986a08ac-7d19-4c30-950f-b9bee54e2837,26256f19-68b4-432e-bd1b-b0314da04437,c1,c4,3380,?,p1,
1769475829.8752286,CREATED,c534331c-f4e7-40cd-a241-13c2b9bb3ad5,1f698a3d-70d7-46af-b3ad-aebdef0c2b4a,c1,c4,27,?,?,surb={'id': 'bdb7b595-a8c1-4968-81d6-622a59e3d8b8', 'route': ['p1', 'e1', 'i8', 'x3', 'p1', 'c1']}
1769475829.921235,SENT,353d1765-a2f5-44ac-8ce4-2dd96e934d7c,e845097a-4b87-429d-8289-541439eb7993,c1,c4,3363,?,p1,
1769475829.9219162,CREATED,3896e216-6fe8-4f3b-b24b-16c69b07296f,1f698a3d-70d7-46af-b3ad-aebdef0c2b4a,c1,c4,27,?,?,surb={'id': 'bdb7b595-a8c1-4968-81d6-622a59e3d8b8', 'route': ['p1', 'e1', 'i8', 'x3', 'p1', 'c1']}
1769475830.2683275,SENT,81bd306f-cb2e-4d15-9a30-7d421e0b8098,bbf39cb5-707b-40ba-99d2-6f2815ca48a8,c1,c4,3380,?,p1,
1769475830.268483,CREATED,8e500701-265f-4079-a34d-ecab107b9718,cca53cbc-5ae6-44cf-9b76-e1df17f6de8a,c1,c4,27,?,?,surb={'id': '52e5dacc-f7f0-4a6b-9ebd-e2de224f4c47', 'route': ['p1', 'e5', 'i4', 'x11', 'p1', 'c1']}
1769475830.5383158,SENT,5629d3a1-77c1-45cf-99ae-9c6fdacad197,1768edc0-13e6-45b4-a4c6-18c4f57e4ea3,c1,c4,3375,?,p1,
1769475830.5384672,CREATED,3fa83ebb-006b-497a-a6ce-96da50896f0a,cca53cbc-5ae6-44cf-9b76-e1df17f6de8a,c1,c4,27,?,?,surb={'id': '52e5dacc-f7f0-4a6b-9ebd-e2de224f4c47', 'route': ['p1', 'e5', 'i4', 'x11', 'p1', 'c1']}
1769475830.5988708,RECEIVED,15fcff64-2421-48f1-8bec-43576bda86cc,6d03edd3-8a5e-4760-be59-17969a1034cb,c4,c1,27,p1,?,surb={'id': '074ff808-21a2-4b88-a59c-9dd3dda5b590', 'route': ['p1', 'e10', 'i8', 'x5', 'p1', 'c4']}
1769475830.7934232,RECEIVED,6dccb7fa-3f91-4a6c-8b08-14383177d088,7443a4c7-b533-407d-a91b-a3e9d4476fbb,c4,c1,26,p1,?,surb={'id': 'b0f3dfbf-9254-4dca-b4c5-d34c3f9611a5', 'route': ['p1', 'e7', 'i2', 'x6', 'p1', 'c4']}
1769475830.822507,RECEIVED,e0bf8b7d-a02d-4cea-b04e-e22e47940509,89c84576-bcf4-4b8e-bef0-cccede7a80c2,c4,c1,27,p1,?,surb={'id': '34afc1f3-fa11-4001-a764-848cfd319797', 'route': ['p1', 'e12', 'i6', 'x6', 'p1', 'c4']}
1769475830.831165,RECEIVED,82abfd9e-7c71-4880-9867-e59f5a52463c,0786858c-d0f6-4924-80e1-92bfbf833b88,c4,c1,27,p1,?,surb={'id': 'b86c995e-4948-46a0-a6cf-607fe3edd073', 'route': ['p1', 'e12', 'i10', 'x9', 'p1', 'c4']}
1769475830.85323,SENT,d110f5db-b55c-465a-9878-0515553c7998,8bacc7ec-4df7-4b4a-9d81-09910086b448,c1,c4,3388,?,p1,
1769475830.853292,CREATED,141884ec-475c-464b-90df-8eb8f42c306e,b62472dd-6ccf-49af-b537-3405d8398602,c1,c4,26,?,?,surb={'id': '8e7edc3b-f2bf-4ea2-bf80-446f4cba3c64', 'route': ['p1', 'e7', 'i1', 'x8', 'p1', 'c1']}
1769475830.956608,RECEIVED,a161cf7a-f3f2-4108-a394-d9738e6bdf3b,3c096f2e-17eb-449b-b723-55ce91bbbef8,c4,c1,27,p1,?,surb={'id': '4a2d04d0-0a9c-48e5-ba6f-a8d4927b3cb8', 'route': ['p1', 'e4', 'i4', 'x12', 'p1', 'c4']}
1769475831.0362966,RECEIVED,555a34c4-9e57-492e-b2d3-7b0a8a89a870,9a4b8d0a-97c6-4e72-b122-d30a53f058bd,c4,c1,27,p1,?,surb={'id': 'eaebf59a-1d13-4ac8-b49c-b6b3ca49b3a4', 'route': ['p1', 'e4', 'i10', 'x9', 'p1', 'c4']}
1769475831.4067626,RECEIVED,779b98cc-4237-4735-bea6-6dd63ccfe055,89c84576-bcf4-4b8e-bef0-cccede7a80c2,c4,c1,27,p1,?,surb={'id': '34afc1f3-fa11-4001-a764-848cfd319797', 'route': ['p1', 'e12', 'i6', 'x6', 'p1', 'c4']}
1769475831.6192183,SENT,5612d44c-7fb2-4c15-bba6-c10e19fee0ad,9a3c423a-569c-4c3f-a6e3-3a56b4c8066c,c1,c4,3377,?,p1,
1769475831.6196055,CREATED,e37b1228-5a01-49ae-b6e7-2703740c02d2,b62472dd-6ccf-49af-b537-3405d8398602,c1,c4,26,?,?,surb={'id': '8e7edc3b-f2bf-4ea2-bf80-446f4cba3c64', 'route': ['p1', 'e7', 'i1', 'x8', 'p1', 'c1']}
1769475831.6586566,RECEIVED,331b6e70-d33b-4e60-bf0f-274031893f39,c08bf102-3b49-444f-88d7-b8e26a2e4d8e,c4,c1,27,p1,?,surb={'id': '158f494a-b844-4562-b87e-a91eb8536b2b', 'route': ['p1', 'e4', 'i11', 'x9', 'p1', 'c4']}
1769475831.6709435,RECEIVED,effad9f2-ae51-4c4e-95c2-e3f587e21c19,7443a4c7-b533-407d-a91b-a3e9d4476fbb,c4,c1,26,p1,?,surb={'id': 'b0f3dfbf-9254-4dca-b4c5-d34c3f9611a5', 'route': ['p1', 'e7', 'i2', 'x6', 'p1', 'c4']}
1769475831.9617498,RECEIVED,979b715c-4513-4ec3-bb88-f1d76d1860c6,4c225468-1141-4f97-bedc-4dcea7865e39,c4,c1,27,p1,?,surb={'id': 'bab41b45-860f-4925-8300-810304b7feeb', 'route': ['p1', 'e7', 'i6', 'x3', 'p1', 'c4']}
1769475832.1031532,SENT,2ec5a38d-ed30-420a-be66-36d94f240a33,d656c174-e6f4-4f53-8cc9-533e0abd9f80,c1,c4,3359,?,p1,
1769475832.1032965,CREATED,98255ece-e5fd-4afb-b4e0-fbe3b402e37f,8bace110-79cb-425c-9a00-a5f9b169e86d,c1,c4,27,?,?,surb={'id': 'd1fab99c-8074-433d-8109-cfeac861cecc', 'route': ['p1', 'e5', 'i9', 'x7', 'p1', 'c1']}
1769475832.1133182,SENT,a157e148-97ff-4245-889e-6d9982617688,3ea2f184-b0ba-48d4-a9d2-10fb5f5f6779,c1,c4,3379,?,p1,
1769475832.1134553,CREATED,226c0b0f-a369-4179-9cb3-63fcfa9059d0,8bace110-79cb-425c-9a00-a5f9b169e86d,c1,c4,27,?,?,surb={'id': 'd1fab99c-8074-433d-8109-cfeac861cecc', 'route': ['p1', 'e5', 'i9', 'x7', 'p1', 'c1']}
1769475832.2255282,RECEIVED,84ba74e7-1b83-4134-831d-ce10632650f6,4d8e90bd-384a-47ac-aa99-32482bc17fa0,c4,c1,26,p1,?,surb={'id': '584171dd-4c48-45dd-9693-4ac82fb9cc37', 'route': ['p1', 'e5', 'i9', 'x12', 'p1', 'c4']}
1769475832.2322476,SENT,bbea9636-6299-4843-9625-5dd3700cbd93,fc5c94a8-a3bf-4c9c-8f7c-e0318e502753,c1,c4,3374,?,p1,
1769475832.2323923,CREATED,5a741c9f-33ed-4786-b4a7-05865ea89b20,efa1a83b-c691-4d79-a716-bf9981d1c285,c1,c4,27,?,?,surb={'id': '7d8f8842-d165-4332-b732-0e9f0b4c57eb', 'route': ['p1', 'e4', 'i10', 'x1', 'p1', 'c1']}
1769475832.2570238,SENT,8a695b8c-a67e-4274-b704-5957309c7da4,8b138f7d-83c1-4913-800f-132c941c2030,c1,c4,3359,?,p1,
1769475832.2571933,CREATED,a6149f3f-0474-4d6f-987a-deddd548f984,efa1a83b-c691-4d79-a716-bf9981d1c285,c1,c4,27,?,?,surb={'id': '7d8f8842-d165-4332-b732-0e9f0b4c57eb', 'route': ['p1', 'e4', 'i10', 'x1', 'p1', 'c1']}
1769475832.3955193,SENT,4c7aa2cd-b239-4753-8a86-4fcc615b859a,b1d42e3d-e181-431b-b931-01a4053ae950,c1,c4,3360,?,p1,
1769475832.3959289,CREATED,a9596117-ebd4-445f-81a2-399fc1d426f5,da0117fd-db6c-4b29-94b8-6741c67037c3,c1,c4,26,?,?,surb={'id': 'e80ed921-96a0-4454-830e-a29c06ac7526', 'route': ['p1', 'e1', 'i4', 'x5', 'p1', 'c1']}
1769475832.4069848,RECEIVED,c3a63694-d585-4d38-bc1f-fe79bc88fc6c,3c096f2e-17eb-449b-b723-55ce91bbbef8,c4,c1,27,p1,?,surb={'id': '4a2d04d0-0a9c-48e5-ba6f-a8d4927b3cb8', 'route': ['p1', 'e4', 'i4', 'x12', 'p1', 'c4']}
1769475832.5120344,RECEIVED,9baea983-2779-474f-9632-9f71ce8a955f,9b5843af-eedc-4844-8b57-e435108e9db2,c4,c1,27,p1,?,surb={'id': '8b641f21-ec0e-469a-b165-4bbea6ca11ea', 'route': ['p1', 'e2', 'i12', 'x8', 'p1', 'c4']}
1769475832.7173207,SENT,bcdd038e-1791-4335-91b4-78473b781439,da2941b1-fe33-44f9-9faa-fff7dab38600,c1,c4,3359,?,p1,
1769475832.7174723,CREATED,d9a9b4d8-d856-4a2d-bf3e-06f08bb79d48,da0117fd-db6c-4b29-94b8-6741c67037c3,c1,c4,26,?,?,surb={'id': 'e80ed921-96a0-4454-830e-a29c06ac7526', 'route': ['p1', 'e1', 'i4', 'x5', 'p1', 'c1']}
1769475833.4669964,SENT,605572e1-6b94-4d52-9b19-8b7e65c3be31,78468352-3c0d-4e7f-8185-63b7f01717d7,c1,c4,3380,?,p1,
1769475833.467174,CREATED,1ad41501-c1aa-438c-b8f6-e62c2d9c18e6,27fa37a8-7380-43c0-9afc-4635fef832a0,c1,c4,27,?,?,surb={'id': '8854d839-9257-45a4-a4f9-539b9ec4574e', 'route': ['p1', 'e2', 'i6', 'x6', 'p1', 'c1']}
1769475833.688236,RECEIVED,466aba25-4531-48d7-a952-39d7a793c992,66b1ee4f-7e0a-42e1-b18b-75f52da6c38d,c4,c1,26,p1,?,surb={'id': '2d14748e-039d-41d4-bcf7-1a3314336b3a', 'route': ['p1', 'e6', 'i7', 'x7', 'p1', 'c4']}
1769475833.7175708,SENT,f6e03acd-4090-4678-be41-b9abed7790c0,0d5b71a2-a399-41f3-91c4-682ba78f7433,c1,c4,3371,?,p1,
1769475833.7176988,CREATED,74838fe6-d2b8-4396-a0ae-3fdb885bfd01,27fa37a8-7380-43c0-9afc-4635fef832a0,c1,c4,27,?,?,surb={'id': '8854d839-9257-45a4-a4f9-539b9ec4574e', 'route': ['p1', 'e2', 'i6', 'x6', 'p1', 'c1']}
1769475833.7214782,RECEIVED,ddda738e-2b58-437c-9f37-3c9f5bb055bf,cfe26d23-c291-4f0a-820a-760349e14cac,c4,c1,26,p1,?,surb={'id': 'd6a113e3-7c5d-4ecf-9f21-2a63348485f6', 'route': ['p1', 'e2', 'i9', 'x8', 'p1', 'c4']}
1769475834.0751636,RECEIVED,e169bd41-92a3-41d4-9c7f-b02fc4a0aeaf,4c225468-1141-4f97-bedc-4dcea7865e39,c4,c1,27,p1,?,surb={'id': 'bab41b45-860f-4925-8300-810304b7feeb', 'route': ['p1', 'e7', 'i6', 'x3', 'p1', 'c4']}
1769475834.1210442,SENT,192d5885-f57c-4d24-96b0-cdae8df9d363,35421bab-dcc0-414c-b9cb-7ad8c60b7f74,c1,c4,3379,?,p1,
1769475834.1212292,CREATED,1b72c4f6-86b9-478c-b352-e6fa97095cf4,f20982b0-b20c-4744-ab82-6991b9db4865,c1,c4,26,?,?,surb={'id': '786ea0f0-4cb3-4090-b3ab-120f3cc5dde6', 'route': ['p1', 'e8', 'i4', 'x11', 'p1', 'c1']}
1769475834.2873695,RECEIVED,8607aa09-6849-4983-88a9-0f3c35a9e31f,4d8e90bd-384a-47ac-aa99-32482bc17fa0,c4,c1,26,p1,?,surb={'id': '584171dd-4c48-45dd-9693-4ac82fb9cc37', 'route': ['p1', 'e5', 'i9', 'x12', 'p1', 'c4']}
1769475834.394632,RECEIVED,19125f37-c8bb-42ed-abb4-46338e6e83b9,9b5843af-eedc-4844-8b57-e435108e9db2,c4,c1,27,p1,?,surb={'id': '8b641f21-ec0e-469a-b165-4bbea6ca11ea', 'route': ['p1', 'e2', 'i12', 'x8', 'p1', 'c4']}
1769475834.586099,SENT,3b401f44-6524-4bbf-b161-98eda9c0edab,c1ded22f-5326-4dd8-a807-bf0cdab64d4a,c1,c4,3359,?,p1,
1769475834.586251,CREATED,c80c24a2-3ddb-4dfb-bd12-7ce80c97005d,f20982b0-b20c-4744-ab82-6991b9db4865,c1,c4,26,?,?,surb={'id': '786ea0f0-4cb3-4090-b3ab-120f3cc5dde6', 'route': ['p1', 'e8', 'i4', 'x11', 'p1', 'c1']}
1769475834.6953287,RECEIVED,5c775ea9-9bce-4984-ae6b-faeeb2592abb,91bbc7f7-23b4-4cb9-9078-a92136e8e68c,c4,c1,27,p1,?,surb={'id': 'bd939901-4516-4846-a9fa-f48c66b839ce', 'route': ['p1', 'e11', 'i2', 'x3', 'p1', 'c4']}
1769475835.1400833,RECEIVED,8f881107-ecd6-4f62-b139-b98581d29a76,91bbc7f7-23b4-4cb9-9078-a92136e8e68c,c4,c1,27,p1,?,surb={'id': 'bd939901-4516-4846-a9fa-f48c66b839ce', 'route': ['p1', 'e11', 'i2', 'x3', 'p1', 'c4']}
1769475835.1632402,SENT,8d5ae89d-eef3-4367-951c-41d4507f2309,c9d5f4d9-27a3-420a-85e5-e4cfcea9f43e,c1,c4,3392,?,p1,
1769475835.1633902,CREATED,65f0817a-3811-4a72-bffd-8d595286b8a4,d11cc147-51f1-4426-8b72-66a152fc3c9b,c1,c4,27,?,?,surb={'id': '442858b7-9d9f-40cb-b4a8-4b46644e5162', 'route': ['p1', 'e8', 'i12', 'x5', 'p1', 'c1']}
