timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769475339.6471326,SENT,f7f694a6-2088-4b71-bc89-13773e8a9003,1e17e49b-11ec-400a-8fc5-f4acfa0dbd87,c4,c1,3396,?,p1,
1769475339.6472902,CREATED,76245b9e-fe19-40e4-8d4a-9ca96ed83c0c,e3f6fce0-aa38-4ff4-bee3-c54c0bd71d55,c4,c1,27,?,?,surb={'id': 'a0015d48-97cb-4f91-8113-6c63da7cba88', 'route': ['p1', 'e11', 'i2', 'x5', 'p1', 'c4']}
1769475393.102168,RECEIVED,b9072d69-abb4-4d4a-ba45-57f01ca81754,069deb50-d4d9-4d5d-99c3-5ff7e8b8eb18,c5,c4,27,p1,?,surb={'id': 'b269a3f9-9971-4a18-a978-08a2ab039246', 'route': ['p1', 'e9', 'i11', 'x5', 'p2', 'c5']}
1769475393.128695,RECEIVED,574d5052-4003-4042-9fe6-52ff9ee667f0,26fb7131-d684-48ce-b9f9-fa80bf2d263c,c5,c4,27,p1,?,surb={'id': '20e98a3f-ae53-4676-9c3b-8d182f9dc6b4', 'route': ['p1', 'e6', 'i11', 'x2', 'p2', 'c5']}
1769475393.1454346,RECEIVED,c93af471-2fd0-4a07-8925-9a4c0fedd2e8,1c29f2ba-6e8c-4b6b-82e6-c77771340581,c5,c4,27,p1,?,surb={'id': 'ba915cee-649e-4b0d-8ba7-8be6945ab896', 'route': ['p1', 'e6', 'i3', 'x4', 'p2', 'c5']}
1769475393.1627507,SENT,9292c0ba-eb43-4ab7-a8c2-0ce8c0ba41e2,81a2081a-4aba-463c-b92a-43e055ac51c8,c4,c1,3363,?,p1,
1769475393.1628964,CREATED,7820447d-3d29-4f64-ad47-c01c1fb77a72,2950505e-aace-4e1a-8d4d-76b7d5d7499c,c4,c1,27,?,?,surb={'id': '54c47a3f-c5a2-4afa-9167-bf630f77c263', 'route': ['p1', 'e5', 'i1', 'x11', 'p1', 'c4']}
1769475393.2162097,RECEIVED,65437585-7639-4f8a-9161-85e3b272810b,069deb50-d4d9-4d5d-99c3-5ff7e8b8eb18,c5,c4,27,p1,?,surb={'id': 'b269a3f9-9971-4a18-a978-08a2ab039246', 'route': ['p1', 'e9', 'i11', 'x5', 'p2', 'c5']}
1769475393.3056946,RECEIVED,b8eca1f8-4975-493e-9c42-cc5fa055d043,48e31e2a-3032-481e-8520-2ae80cd0048a,c1,c4,27,p1,?,surb={'id': '7362c002-239b-4b98-8663-6bdf3ee24314', 'route': ['p1', 'e3', 'i1', 'x1', 'p1', 'c1']}
1769475393.712654,RECEIVED,26f8033d-aeb2-42f5-b8dd-1065bcb0a694,853e8fad-091c-4e38-afd2-1b8bbc5dca4f,c1,c4,27,p1,?,surb={'id': 'd20a2b8d-5699-4d2a-a57f-f2691e38a029', 'route': ['p1', 'e6', 'i9', 'x2', 'p1', 'c1']}
1769475393.7879004,SENT,f2c03a32-ffe5-4f1c-9839-7016c3a1143e,884c0f6d-1d31-42bd-89ab-f9e226e10234,c4,c1,3381,?,p1,
1769475393.788349,CREATED,ea66d22e-b5c5-4be4-8669-2fb646a95bd0,a0e92f95-3bd4-4d50-af5a-71b51381d2be,c4,c1,27,?,?,surb={'id': 'e52197bc-8bde-4ba4-89d3-6094c5527441', 'route': ['p1', 'e1', 'i4', 'x4', 'p1', 'c4']}
1769475393.858761,RECEIVED,69bda2c9-0daa-4992-adb5-10595a39f9f8,6ce149ed-152d-44e7-8ef8-6d6adfa295b2,c5,c4,27,p1,?,surb={'id': '0ce0261c-757d-464d-911d-af366fca43e1', 'route': ['p1', 'e9', 'i6', 'x7', 'p2', 'c5']}
1769475393.988489,RECEIVED,c9906575-eda4-4d1c-b1fc-1b60ed6a3a95,6ce149ed-152d-44e7-8ef8-6d6adfa295b2,c5,c4,27,p1,?,surb={'id': '0ce0261c-757d-464d-911d-af366fca43e1', 'route': ['p1', 'e9', 'i6', 'x7', 'p2', 'c5']}
1769475393.9941385,SENT,ef8bd47b-6837-42c8-b0e8-3193a4b50ec5,0057b4d0-3098-4ac9-a58b-bd4de37b0336,c4,c1,3383,?,p1,
1769475393.994283,CREATED,3617c189-7a8b-4479-9cae-bddad77cc62b,a0e92f95-3bd4-4d50-af5a-71b51381d2be,c4,c1,27,?,?,surb={'id': 'e52197bc-8bde-4ba4-89d3-6094c5527441', 'route': ['p1', 'e1', 'i4', 'x4', 'p1', 'c4']}
1769475394.078295,RECEIVED,c9fab58e-acc5-4f90-a93d-9929c53b39fd,72308480-0a1b-4f7f-87fc-d431f27e11ec,c1,c4,26,p1,?,surb={'id': 'b4fe16c5-26f4-4642-bc89-46858d8e0c5d', 'route': ['p1', 'e6', 'i12', 'x8', 'p1', 'c1']}
1769475394.2224178,SENT,0006d8e5-995e-4a20-94e9-aa28756ee493,103ae9d5-c49a-496d-ab47-4d4e0f6d7fa8,c4,c1,3402,?,p1,
1769475394.2225177,CREATED,dfb42f92-a804-4759-9083-c0bac716fdd3,d1ee6b12-b697-4641-bae4-7a0ce6a04f41,c4,c1,27,?,?,surb={'id': 'd77c08d8-f1aa-4e25-a957-6b36dc9f9eef', 'route': ['p1', 'e6', 'i9', 'x11', 'p1', 'c4']}
1769475394.4819098,RECEIVED,1c62f559-c0cc-41ad-b881-ba9963a81ba5,6d158bd4-bfa4-43e5-8ce9-13afc885d856,c5,c4,27,p1,?,surb={'id': 'a3485ae2-7b9d-432e-bdde-c1f2e3917714', 'route': ['p1', 'e3', 'i4', 'x5', 'p2', 'c5']}
1769475394.5347466,RECEIVED,31a4634b-0a0a-403d-970b-fe42761e0a29,26fb7131-d684-48ce-b9f9-fa80bf2d263c,c5,c4,27,p1,?,surb={'id': '20e98a3f-ae53-4676-9c3b-8d182f9dc6b4', 'route': ['p1', 'e6', 'i11', 'x2', 'p2', 'c5']}
1769475394.545787,SENT,7883ec1a-e756-4a2f-8d9f-b429fdf69030,336038bd-35ad-4395-9d78-a4e4e08f624e,c4,c1,3379,?,p1,
1769475394.5459142,CREATED,4f14a714-9794-481f-887b-c519df140c43,d1ee6b12-b697-4641-bae4-7a0ce6a04f41,c4,c1,27,?,?,surb={'id': 'd77c08d8-f1aa-4e25-a957-6b36dc9f9eef', 'route': ['p1', 'e6', 'i9', 'x11', 'p1', 'c4']}
1769475394.644219,RECEIVED,dd887848-cb96-472b-9318-f06e2e00e558,11541420-da39-45d4-b802-515eda36fb02,c1,c4,27,p1,?,surb={'id': 'd40a7661-7065-4c48-aa53-39d8d1e4532b', 'route': ['p1', 'e6', 'i9', 'x12', 'p1', 'c1']}
1769475394.7856355,SENT,d89b70c5-68a3-4b67-85fa-02fbb8ed1779,532cba91-6b10-49c0-9317-aac2c3932df9,c4,c1,3387,?,p1,
1769475394.7857823,CREATED,9afc3ae3-e02b-46fc-8ce5-fed628025896,ac5d053d-5b06-46d0-8923-6afa82248376,c4,c1,26,?,?,surb={'id': '4bf7ccb2-e351-408e-bbed-0ed814ece9b5', 'route': ['p1', 'e9', 'i11', 'x6', 'p1', 'c4']}
1769475394.9725754,SENT,d1d2c41b-3fa7-4408-8b27-8beb68d3ca78,e68ffdb4-c569-43c0-ab95-1966cad0abe2,c4,c1,3387,?,p1,
1769475394.9726198,CREATED,2b86be29-f635-4970-b361-e95408572bbe,ac5d053d-5b06-46d0-8923-6afa82248376,c4,c1,26,?,?,surb={'id': '4bf7ccb2-e351-408e-bbed-0ed814ece9b5', 'route': ['p1', 'e9', 'i11', 'x6', 'p1', 'c4']}
1769475394.9841444,RECEIVED,a301727c-6472-42d2-94dc-78bf06209188,11541420-da39-45d4-b802-515eda36fb02,c1,c4,27,p1,?,surb={'id': 'd40a7661-7065-4c48-aa53-39d8d1e4532b', 'route': ['p1', 'e6', 'i9', 'x12', 'p1', 'c1']}
1769475395.0041869,RECEIVED,e69cfe26-3f7c-4cfe-bfea-f56b9011a232,2fd354bb-41df-441a-8762-f6fabb56f66f,c1,c4,27,p1,?,surb={'id': '517a72c5-082e-44b8-8691-f2194cb114bb', 'route': ['p1', 'e4', 'i1', 'x7', 'p1', 'c1']}
1769475395.1060014,RECEIVED,4bdac5ce-0704-4f3a-8d3d-244f68c89266,6d158bd4-bfa4-43e5-8ce9-13afc885d856,c5,c4,27,p1,?,surb={'id': 'a3485ae2-7b9d-432e-bdde-c1f2e3917714', 'route': ['p1', 'e3', 'i4', 'x5', 'p2', 'c5']}
1769475395.1734023,RECEIVED,5da8a2f0-696e-4b46-915f-8a313dfc4110,5f94084b-380e-4179-9363-8cdc70e202bb,c1,c4,27,p1,?,surb={'id': '6be78bb3-bbed-46a1-b022-f3897dbb77e4', 'route': ['p1', 'e10', 'i3', 'x9', 'p1', 'c1']}
1769475395.1977854,RECEIVED,5d4e1ba0-501d-4a75-a1a6-2fec27b944b5,72308480-0a1b-4f7f-87fc-d431f27e11ec,c1,c4,26,p1,?,surb={'id': 'b4fe16c5-26f4-4642-bc89-46858d8e0c5d', 'route': ['p1', 'e6', 'i12', 'x8', 'p1', 'c1']}
1769475395.2151864,RECEIVED,22186e81-39e3-4eda-af25-ca58bc07779f,2fd354bb-41df-441a-8762-f6fabb56f66f,c1,c4,27,p1,?,surb={'id': '517a72c5-082e-44b8-8691-f2194cb114bb', 'route': ['p1', 'e4', 'i1', 'x7', 'p1', 'c1']}
1769475395.2364352,SENT,ff05c5cd-8275-49e9-b320-3bf6984a3e6a,51726b23-b44e-4ebe-a605-a42a26f9ed32,c4,c1,3376,?,p1,
1769475395.2366567,CREATED,c42631c4-0d48-4217-86a5-7dd27a0d36c5,24b2cbde-9d54-4b81-9622-0ad186b313db,c4,c1,26,?,?,surb={'id': '2cf7d1f0-9c58-417a-a06c-a5fbb081d828', 'route': ['p1', 'e2', 'i10', 'x12', 'p1', 'c4']}
1769475395.2660098,SENT,5cd761fd-d61b-4df6-9f22-276eca2b1204,2a0eaf51-24fd-4b75-88ec-06db1268f362,c4,c1,3384,?,p1,
1769475395.266195,CREATED,9b6a9dac-c8a5-47b1-86c7-a27995fe3cd9,24b2cbde-9d54-4b81-9622-0ad186b313db,c4,c1,26,?,?,surb={'id': '2cf7d1f0-9c58-417a-a06c-a5fbb081d828', 'route': ['p1', 'e2', 'i10', 'x12', 'p1', 'c4']}
1769475395.4216075,RECEIVED,a3cd71e8-8b1c-4240-b7a6-4cea30b0d682,c9274be3-2a7b-4f9d-982a-fc636cfe90d6,c1,c4,27,p1,?,surb={'id': '6bd34c5d-9da6-4170-b5c0-bcd3b8f5ad2b', 'route': ['p1', 'e7', 'i8', 'x6', 'p1', 'c1']}
1769475395.4625375,SENT,99fbb8f6-47c9-4fe6-a0b2-ee7c9b500011,67eb774d-97b4-4932-9c75-0cfafc97490d,c4,c1,3404,?,p1,
1769475395.4626863,CREATED,d967d6d0-be6b-4769-8ebb-d99e5a6cd9bf,02e36e65-4a13-494f-a204-d183a16756ed,c4,c1,27,?,?,surb={'id': '92dd3719-39c6-4957-936c-bf9fd0c35dd2', 'route': ['p1', 'e9', 'i5', 'x12', 'p1', 'c4']}
1769475395.666439,RECEIVED,4c0891b7-2b2e-41fc-92ec-e724f126156a,0b3f713c-3733-40ae-8da6-c33faa567bf1,c5,c4,24,p1,?,surb={'id': '34cc523f-459d-4c51-adb4-cda3c52b0894', 'route': ['p1', 'e12', 'i2', 'x11', 'p2', 'c5']}
1769475395.7218058,SENT,cfa4a67c-2c32-4556-a559-2b1698985614,0b2dedbf-8344-4cd4-9ed3-9ff964e3fc1c,c4,c1,3380,?,p1,
1769475395.7219043,CREATED,782acaaf-af1a-41b7-bdb5-319202b16719,02e36e65-4a13-494f-a204-d183a16756ed,c4,c1,27,?,?,surb={'id': '92dd3719-39c6-4957-936c-bf9fd0c35dd2', 'route': ['p1', 'e9', 'i5', 'x12', 'p1', 'c4']}
1769475395.8917413,RECEIVED,a6b96115-b004-4c99-918b-491d12b8c35e,5f94084b-380e-4179-9363-8cdc70e202bb,c1,c4,27,p1,?,surb={'id': '6be78bb3-bbed-46a1-b022-f3897dbb77e4', 'route': ['p1', 'e10', 'i3', 'x9', 'p1', 'c1']}
1769475395.9101012,RECEIVED,6fc02ea3-d588-4b8e-bb28-f45f0953f77e,21b899c1-7584-4dc5-9ade-61653720d6fe,c1,c4,27,p1,?,surb={'id': 'f61d10ab-701f-46f4-af73-8be9b9117f81', 'route': ['p1', 'e5', 'i5', 'x3', 'p1', 'c1']}
1769475395.937136,SENT,39f5bdd4-664e-41c7-82b4-9d121e6aaf5e,63c173ff-55e0-4f70-9a7c-1e7b63a85c3f,c4,c1,3384,?,p1,
1769475395.937272,CREATED,de380b40-1002-4202-9e6a-50d1d6ef2034,dcf366bd-835e-4fc2-9a7e-aff35a2c872a,c4,c1,27,?,?,surb={'id': '13de724e-9a66-4443-bae8-6b47b5d386cd', 'route': ['p1', 'e10', 'i9', 'x2', 'p1', 'c4']}
1769475396.7868178,SENT,1ad6fddf-620b-4b9b-a137-03844920f875,50a9feb6-054d-4d7d-bfcf-f0da854b6d50,c4,c1,3390,?,p1,
1769475396.7869656,CREATED,bb29072f-0041-4f22-9c26-8c87f6eb610d,dcf366bd-835e-4fc2-9a7e-aff35a2c872a,c4,c1,27,?,?,surb={'id': '13de724e-9a66-4443-bae8-6b47b5d386cd', 'route': ['p1', 'e10', 'i9', 'x2', 'p1', 'c4']}
1769475396.7923868,RECEIVED,ad4ea8ef-0f4a-479d-97c0-d345608eada2,3295cb2b-c4f6-49fa-a8a3-73ab08c9c293,c5,c4,26,p1,?,surb={'id': 'b45003b0-af74-4bcd-9c3b-529d8464c987', 'route': ['p1', 'e9', 'i12', 'x9', 'p2', 'c5']}
1769475396.8269806,RECEIVED,bfa9182f-b3a3-45eb-ba16-7d84a4b8db7f,531e7403-ac85-4e39-98fd-6804be2d77b4,c5,c4,27,p1,?,surb={'id': '8acbdaab-9810-4cc1-b1b1-8e2ba62105b1', 'route': ['p1', 'e2', 'i11', 'x3', 'p2', 'c5']}
1769475397.0493383,SENT,63b075eb-ca77-43db-9f13-0e69e032b017,45fe0b72-ed52-4bce-97c9-e5bf795aae86,c4,c1,3388,?,p1,
1769475397.0494916,CREATED,ec7fdd9d-a1be-4d29-a0a4-b43243cc9897,4f79dc15-a89b-4f05-9b3d-15ab58288880,c4,c1,27,?,?,surb={'id': 'da2c0d49-766c-4da9-a24e-082b490dcfa9', 'route': ['p1', 'e11', 'i12', 'x4', 'p1', 'c4']}
1769475397.517303,RECEIVED,53a5419c-4e7d-46fa-8bb7-f38d32ee9039,3295cb2b-c4f6-49fa-a8a3-73ab08c9c293,c5,c4,26,p1,?,surb={'id': 'b45003b0-af74-4bcd-9c3b-529d8464c987', 'route': ['p1', 'e9', 'i12', 'x9', 'p2', 'c5']}
1769475397.5962887,RECEIVED,614484bc-f38d-4077-a3a6-05f4b53554f8,4a08fbda-aa13-4bdb-a4cf-0ab48fa87335,c1,c4,27,p1,?,surb={'id': '7dc0bb52-7609-4fb1-ab00-d828b8a6ee34', 'route': ['p1', 'e4', 'i9', 'x11', 'p1', 'c1']}
1769475397.8429816,SENT,9d38ba92-7c0c-49ae-b291-f521a403c2b9,39df52b8-46ca-489d-97ca-eb97edbed71d,c4,c1,3385,?,p1,
1769475397.8431664,CREATED,276c18de-77d1-47cc-96f5-ff9b083b35b9,4f79dc15-a89b-4f05-9b3d-15ab58288880,c4,c1,27,?,?,surb={'id': 'da2c0d49-766c-4da9-a24e-082b490dcfa9', 'route': ['p1', 'e11', 'i12', 'x4', 'p1', 'c4']}
1769475397.953001,SENT,aef07ec6-b389-4b0f-aef2-1804884c4553,722bb1cd-6de0-403c-ab2f-d0385179d30f,c4,c1,3376,?,p1,
1769475397.953862,CREATED,a3ee9ada-ceaa-4af5-bc7b-4ca1a8a66122,c68ec187-5108-4ad0-b039-b9436c0a5a28,c4,c1,26,?,?,surb={'id': '17c3d8fa-ae70-4bed-a29f-282a56f12bd5', 'route': ['p1', 'e4', 'i5', 'x4', 'p1', 'c4']}
1769475398.0268571,RECEIVED,97a0dc2a-74af-4709-9e3c-d965e90e0389,1d7dcb60-16be-4719-8f2b-d9e64e7bd500,c5,c4,26,p1,?,surb={'id': '410e9393-43f9-4cb9-91bb-09d03ca36c2e', 'route': ['p1', 'e12', 'i3', 'x3', 'p2', 'c5']}
1769475398.0651474,RECEIVED,9d0de0f7-4d98-438c-94b2-b6724098e887,49af2b83-8967-4c72-8150-406ea4015cc1,c1,c4,27,p1,?,surb={'id': '46fdb44b-e2a8-45c0-ae18-4c509d30510f', 'route': ['p1', 'e8', 'i10', 'x4', 'p1', 'c1']}
1769475398.1284535,RECEIVED,4bde3259-287b-4592-97aa-13cdc64f82a9,c9274be3-2a7b-4f9d-982a-fc636cfe90d6,c1,c4,27,p1,?,surb={'id': '6bd34c5d-9da6-4170-b5c0-bcd3b8f5ad2b', 'route': ['p1', 'e7', 'i8', 'x6', 'p1', 'c1']}
1769475398.250703,RECEIVED,51f0ccc7-a223-487c-bbb9-b0a6179f788d,21b899c1-7584-4dc5-9ade-61653720d6fe,c1,c4,27,p1,?,surb={'id': 'f61d10ab-701f-46f4-af73-8be9b9117f81', 'route': ['p1', 'e5', 'i5', 'x3', 'p1', 'c1']}
1769475398.2704954,SENT,8b9bf245-7fb6-4125-ace3-f5b5a02c6c32,21cdd1fb-d978-410e-8ec6-f644f5dae1fe,c4,c1,3363,?,p1,
1769475398.270607,CREATED,e7ca6d34-ed83-4eee-b2d2-b61d461ac464,c68ec187-5108-4ad0-b039-b9436c0a5a28,c4,c1,26,?,?,surb={'id': '17c3d8fa-ae70-4bed-a29f-282a56f12bd5', 'route': ['p1', 'e4', 'i5', 'x4', 'p1', 'c4']}
1769475398.2932584,RECEIVED,54888f95-3389-49b7-99fc-33d3c2cbb2d3,937a256a-d8c0-4746-85cd-025dec853cb8,c1,c4,27,p1,?,surb={'id': 'f7483b45-70a7-4532-ad48-1e046589f97e', 'route': ['p1', 'e6', 'i1', 'x3', 'p1', 'c1']}
1769475398.3718512,RECEIVED,af25d547-17bd-4216-aa1f-526c82caac27,e1a9e27e-00b8-425f-808e-59fe1f4611db,c5,c4,26,p1,?,surb={'id': '7267b55e-95b2-4ab6-9410-b4f6d70f3c1d', 'route': ['p1', 'e7', 'i7', 'x1', 'p2', 'c5']}
1769475399.1344259,RECEIVED,2466c631-555d-4e77-b3e3-3ecefa8de95f,531e7403-ac85-4e39-98fd-6804be2d77b4,c5,c4,27,p1,?,surb={'id': '8acbdaab-9810-4cc1-b1b1-8e2ba62105b1', 'route': ['p1', 'e2', 'i11', 'x3', 'p2', 'c5']}
1769475399.246363,SENT,3405723b-31bb-499d-8365-053180adfa3f,11cc06e3-0881-4641-9c6b-c036b7cb8436,c4,c1,3395,?,p1,
1769475399.246508,CREATED,c8a9fe79-8fd0-4124-a81e-337a565367ac,f788efc3-a62b-4bd6-8486-251d256fba72,c4,c1,27,?,?,surb={'id': '5f30bb55-4834-4b85-b205-4763d38cd694', 'route': ['p1', 'e1', 'i9', 'x1', 'p1', 'c4']}
1769475399.3675969,SENT,214b50d4-b5a8-40ee-adcf-0e9667981539,109ee43d-d06a-46c8-859e-ddc0db3ed8e1,c4,c1,3372,?,p1,
1769475399.3677459,CREATED,63ef3834-7b87-4749-a3c8-2471f698c2e2,f788efc3-a62b-4bd6-8486-251d256fba72,c4,c1,27,?,?,surb={'id': '5f30bb55-4834-4b85-b205-4763d38cd694', 'route': ['p1', 'e1', 'i9', 'x1', 'p1', 'c4']}
1769475399.3752537,SENT,1e807e19-6024-48af-9f63-19229df8b4b6,77bbd5f6-15fb-47df-a04a-ca93e1f3f16d,c4,c1,3379,?,p1,
1769475399.3753986,CREATED,db44f60e-3ad1-4d4c-aad0-41b07fd8f0a7,da820be1-6508-44e2-a25b-5b4fe405d047,c4,c1,27,?,?,surb={'id': 'e5b5d938-9be4-4da4-a97e-f3b8b6fb5faa', 'route': ['p1', 'e2', 'i2', 'x9', 'p1', 'c4']}
1769475399.4170935,SENT,34a9bb5c-c8d0-4831-84e7-92b6ed5211ec,51b0e39c-d8bb-4b3e-a109-0f70b26b9642,c4,c1,3363,?,p1,
1769475399.4172444,CREATED,80a7c417-666a-4cc6-9555-578f601ffa4e,da820be1-6508-44e2-a25b-5b4fe405d047,c4,c1,27,?,?,surb={'id': 'e5b5d938-9be4-4da4-a97e-f3b8b6fb5faa', 'route': ['p1', 'e2', 'i2', 'x9', 'p1', 'c4']}
1769475399.795335,RECEIVED,6cc333e5-f3bc-4feb-a407-d8ccd52deaf2,806c42a1-6018-42e1-8c17-b6b395ff1046,c5,c4,26,p1,?,surb={'id': '368aafeb-6171-4cc2-99c9-821addf46d58', 'route': ['p1', 'e10', 'i2', 'x11', 'p2', 'c5']}
1769475399.9588504,RECEIVED,5be5176a-2150-4d95-9fde-31f048a3b6de,6c4de755-8ce7-43c9-91fa-22fe6a6f05a0,c5,c4,27,p1,?,surb={'id': '2d9f9ec8-534d-4316-bf85-11b46f83e590', 'route': ['p1', 'e11', 'i1', 'x1', 'p2', 'c5']}
1769475399.9800727,RECEIVED,e94b6c97-c5d0-4507-bc54-3f09dc57f627,4a08fbda-aa13-4bdb-a4cf-0ab48fa87335,c1,c4,27,p1,?,surb={'id': '7dc0bb52-7609-4fb1-ab00-d828b8a6ee34', 'route': ['p1', 'e4', 'i9', 'x11', 'p1', 'c1']}
1769475399.9916747,RECEIVED,ceccb91c-4b61-4d0c-bb84-cbd301282189,0b3f713c-3733-40ae-8da6-c33faa567bf1,c5,c4,24,p1,?,surb={'id': '34cc523f-459d-4c51-adb4-cda3c52b0894', 'route': ['p1', 'e12', 'i2', 'x11', 'p2', 'c5']}
1769475400.024489,RECEIVED,8c63aac3-d62c-45d3-ba63-707718b1fe16,1d7dcb60-16be-4719-8f2b-d9e64e7bd500,c5,c4,26,p1,?,surb={'id': '410e9393-43f9-4cb9-91bb-09d03ca36c2e', 'route': ['p1', 'e12', 'i3', 'x3', 'p2', 'c5']}
1769475400.1396835,RECEIVED,8901be13-4b68-4a74-8c8f-cc2f6667049f,6c4de755-8ce7-43c9-91fa-22fe6a6f05a0,c5,c4,27,p1,?,surb={'id': '2d9f9ec8-534d-4316-bf85-11b46f83e590', 'route': ['p1', 'e11', 'i1', 'x1', 'p2', 'c5']}
1769475400.1746716,SENT,7038cb8c-c004-4408-bfc0-e43f3f957448,4be5bd87-dfb7-4a13-bbcd-87ef3a0f7762,c4,c1,3376,?,p1,
1769475400.1747625,CREATED,bb6503ec-45b2-4ede-9e10-0c912788145d,a79bdeb8-88fa-4dda-b1fe-f52d4ede831a,c4,c1,26,?,?,surb={'id': '6e72e297-b2d9-4d59-b443-8f3ad27f36e0', 'route': ['p1', 'e2', 'i11', 'x2', 'p1', 'c4']}
1769475400.1827066,RECEIVED,4d3212be-6528-464a-bf7a-c9cb4b49f914,d94f57e8-51b4-45e7-98ed-aeda9ff6f158,c5,c4,26,p1,?,surb={'id': 'b06b9036-5cb1-4356-aa85-6edd04f95868', 'route': ['p1', 'e7', 'i6', 'x8', 'p2', 'c5']}
1769475400.4169974,RECEIVED,10e578d9-8bd4-4ff6-8411-468d32383107,6dd28945-0d87-4010-a6a3-d7fccfec07e7,c1,c4,27,p1,?,surb={'id': '110829bd-b0c6-4494-ba58-dc6c524fffdd', 'route': ['p1', 'e4', 'i3', 'x9', 'p1', 'c1']}
1769475400.4481518,SENT,cd7cf5f9-9976-478a-8882-3b470388c1f2,797ebe86-0213-4540-910f-f31111583f8d,c4,c1,3376,?,p1,
1769475400.448298,CREATED,6e8dc063-d934-4dd1-95d4-a3d45154f90b,a79bdeb8-88fa-4dda-b1fe-f52d4ede831a,c4,c1,26,?,?,surb={'id': '6e72e297-b2d9-4d59-b443-8f3ad27f36e0', 'route': ['p1', 'e2', 'i11', 'x2', 'p1', 'c4']}
1769475400.5157506,RECEIVED,dc6a95bc-d950-4cec-a8da-7d068eb06aad,937a256a-d8c0-4746-85cd-025dec853cb8,c1,c4,27,p1,?,surb={'id': 'f7483b45-70a7-4532-ad48-1e046589f97e', 'route': ['p1', 'e6', 'i1', 'x3', 'p1', 'c1']}
1769475400.5706575,SENT,524e7c30-681d-4374-aee8-a6f840604454,9d7f324b-44b7-495d-b30d-106ed5172875,c4,c1,3383,?,p1,
1769475400.5707448,CREATED,6f33b32d-d99e-4ede-8023-4f8ba16cd9c8,157fc0ad-9716-400f-9c99-5faf21e4a6c5,c4,c1,27,?,?,surb={'id': 'e5e53ba3-bb61-4913-ad49-010736cf1e85', 'route': ['p1', 'e6', 'i3', 'x6', 'p1', 'c4']}
1769475400.7989058,SENT,7aa1c4b7-56dc-43e4-b764-b3995e35c193,7770928b-733f-44e5-956c-ea9f85ab4c78,c4,c1,3376,?,p1,
1769475400.7990842,CREATED,d50382ce-3676-4f31-b019-1b93ac533135,157fc0ad-9716-400f-9c99-5faf21e4a6c5,c4,c1,27,?,?,surb={'id': 'e5e53ba3-bb61-4913-ad49-010736cf1e85', 'route': ['p1', 'e6', 'i3', 'x6', 'p1', 'c4']}
1769475400.9043455,RECEIVED,cabb3073-98d1-46ff-9925-05dca00f4346,a80fd850-964e-4bb4-8b91-408b35844cff,c5,c4,27,p1,?,surb={'id': 'b7affe28-c2a5-469c-9707-ee6e3f3cd7d9', 'route': ['p1', 'e12', 'i7', 'x10', 'p2', 'c5']}
1769475401.2453914,SENT,5a2ab00f-4831-4370-9ee7-961163756a5a,8da045d6-c23d-4087-95cb-194359949155,c4,c1,3368,?,p1,
1769475401.2455354,CREATED,95f389ca-48a3-4bac-aa2e-a4e51f8a8eb6,83b47d69-7133-416f-9517-b72574db06da,c4,c1,26,?,?,surb={'id': '027c1809-92f7-4db2-b854-4880a858a85f', 'route': ['p1', 'e9', 'i7', 'x6', 'p1', 'c4']}
1769475401.2605853,RECEIVED,06961e0a-cbce-40bc-a1fb-e6303bcc8715,6dd28945-0d87-4010-a6a3-d7fccfec07e7,c1,c4,27,p1,?,surb={'id': '110829bd-b0c6-4494-ba58-dc6c524fffdd', 'route': ['p1', 'e4', 'i3', 'x9', 'p1', 'c1']}
1769475401.3444397,SENT,7762529b-3d35-438e-ace6-337d7c42abe2,537d6eb2-3f7e-4169-90a2-d2cf4020e210,c4,c1,3355,?,p1,
1769475401.34464,CREATED,e631b420-93d6-4b19-948d-5950e719eb33,83b47d69-7133-416f-9517-b72574db06da,c4,c1,26,?,?,surb={'id': '027c1809-92f7-4db2-b854-4880a858a85f', 'route': ['p1', 'e9', 'i7', 'x6', 'p1', 'c4']}
1769475401.735037,RECEIVED,a4678ed6-7cfe-4bf1-a11c-455933d0265a,d94f57e8-51b4-45e7-98ed-aeda9ff6f158,c5,c4,26,p1,?,surb={'id': 'b06b9036-5cb1-4356-aa85-6edd04f95868', 'route': ['p1', 'e7', 'i6', 'x8', 'p2', 'c5']}
1769475401.786532,RECEIVED,c44bd947-7ce8-40e2-87e0-7c2c9fd26a54,f90889c8-81c1-4f74-9960-5c647cd2aee3,c1,c4,27,p1,?,surb={'id': 'f697eb23-8076-42b8-a23b-87f0628673ac', 'route': ['p1', 'e11', 'i6', 'x8', 'p1', 'c1']}
1769475401.8696315,SENT,63746759-5c65-4796-b254-5dc80703ec59,ca8bcd51-105a-428e-9122-7126988bdf0e,c4,c1,3381,?,p1,
1769475401.8697758,CREATED,2003b8ff-3414-4252-9569-4b732c044089,62e7fdff-531a-4527-9746-a47f2f2283fa,c4,c1,27,?,?,surb={'id': '2bca708e-809c-4d83-92b5-0c54741a2a3c', 'route': ['p1', 'e11', 'i5', 'x5', 'p1', 'c4']}
