timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769488306.2957296,SENT,a11c4d00-c209-4253-9ce6-81604e3fc54c,aafaf6d1-12b3-467d-9c35-8c5482d5999a,c5,c3,3382,?,p2,
1769488306.295875,CREATED,1d46e854-b9bb-4dcd-87e3-8e959da0c713,62910ca6-f756-4d6e-8e5b-aaaac2b6f038,c5,c3,26,?,?,surb={'id': 'ad9275f6-4d2f-42d7-9e44-a379f33a8536', 'route': ['p3', 'e5', 'i1', 'x11', 'p2', 'c5']}
1769488306.4447877,RECEIVED,7525c922-23dc-4d8e-b3b8-0a875f8a5324,6f816c66-07ba-474b-be61-e513c6998189,c1,c5,27,p2,?,surb={'id': '13f4674b-9329-4cc8-93e9-a36612538c2d', 'route': ['p2', 'e9', 'i2', 'x6', 'p1', 'c1']}
1769488306.521966,RECEIVED,99b1ca47-0fa1-4434-be2f-7a5af54b7a4a,ef6bde43-cc29-443e-8188-d13900fc05e6,c1,c5,27,p2,?,surb={'id': '1e053633-0a83-4530-bd20-e1dd583f90b8', 'route': ['p2', 'e8', 'i12', 'x7', 'p1', 'c1']}
1769488306.5383327,SENT,f03f26bd-4320-4fe7-9bb5-e17d2806b803,93c9bc17-e945-4efd-b89f-6cabce1c9f90,c5,c3,3393,?,p2,
1769488306.538423,CREATED,62bd2e86-e5b7-4839-b2f4-ea4a77a35ebf,76d9cc2f-a75a-4a11-ad71-9a01bf9eaec3,c5,c3,26,?,?,surb={'id': '34d5c432-88ca-4a9f-abc7-febdf063aa65', 'route': ['p3', 'e7', 'i5', 'x10', 'p2', 'c5']}
1769488306.7078216,RECEIVED,08da73f9-1816-496b-81e0-73f536b2572b,c0e7230e-679f-47fe-9dc2-404b54e4affa,c1,c5,26,p2,?,surb={'id': 'a5043c4a-92c1-411f-8469-d474fac867f6', 'route': ['p2', 'e12', 'i9', 'x10', 'p1', 'c1']}
1769488306.748208,SENT,ac9c828d-d27e-46a0-a059-24a390054c56,0a687338-af11-4898-b413-7d90f16e5468,c5,c3,3408,?,p2,
1769488306.7483582,CREATED,dae35e3f-6c37-4eaf-9d2a-0d41e0844834,a3a8dd83-6d0f-46a2-94e9-01b9b03bb9e6,c5,c3,26,?,?,surb={'id': '6ff88a55-fb81-4f73-92b3-966fe1167d5d', 'route': ['p3', 'e12', 'i2', 'x8', 'p2', 'c5']}
1769488306.8357456,RECEIVED,ff485462-7d31-4e58-b1a0-ece966da2d67,6d33777c-22e6-48f2-bd23-9eced81c2f4e,c1,c5,27,p2,?,surb={'id': 'a5ddc66e-1c33-4629-b6c9-45b25307072e', 'route': ['p2', 'e3', 'i1', 'x10', 'p1', 'c1']}
1769488306.909881,RECEIVED,9e882eea-cb48-4f00-83c6-0165b4341dc9,ede1e3f1-eaef-4994-957d-0bcd7acbb640,c1,c5,26,p2,?,surb={'id': '38000c8c-0cf9-4e9f-9e48-2304fcd06362', 'route': ['p2', 'e12', 'i1', 'x5', 'p1', 'c1']}
1769488306.985004,SENT,d4a111b1-ea63-42de-a1a9-559fa82779ef,540b3ca6-c01e-4f81-bfa7-ce6d8d49dc43,c5,DROP,2039,?,p2,
1769488306.9852047,CREATED,00756cba-31d4-4ca4-8e2b-2fad4bc7d3df,914ea8d9-e7d0-4cd8-99e2-486cb9b39d0b,c5,DROP,27,?,?,
1769488307.232884,RECEIVED,f1999855-a117-45ad-b5f6-001c5d527ee1,be10ca26-8ba5-4793-bef2-bc03a10667ca,c1,c5,27,p2,?,surb={'id': '0e925298-6430-449e-9f3d-438d8a402f10', 'route': ['p2', 'e12', 'i6', 'x7', 'p1', 'c1']}
1769488307.2700188,RECEIVED,270fbc31-d2f8-40a6-86f4-4e44702cf657,b316e19a-2148-4be3-9524-dfd36dc194f2,c1,c5,27,p2,?,surb={'id': 'a75bf95e-eb65-4541-a566-0214e83050ad', 'route': ['p2', 'e11', 'i11', 'x4', 'p1', 'c1']}
1769488307.374747,SENT,e522ebf6-cc27-457b-91df-9a417130dc67,c00b1190-23d8-423f-b382-e311d23d62e3,c5,DROP,2015,?,p2,
1769488307.3749757,CREATED,a2fe3a75-e947-416d-84a6-e881b8aa83ad,12ef8ead-344c-48c2-ae25-5dd687f24595,c5,DROP,27,?,?,
1769488308.10445,SENT,8f3a29a5-c228-4a94-bf56-699420b0ffc2,28cd86d0-3e5c-4352-aa05-652350eae4c9,c5,DROP,2036,?,p2,
1769488308.1045842,CREATED,4a4afd1b-5498-48ae-8ba0-0716ac1ab8fb,6ab862f0-e64b-4fbf-bd00-d8abc357eb1d,c5,DROP,27,?,?,
1769488308.1273558,SENT,15f3d90e-8313-4774-b45e-2d4fe86a0b72,ddbf4314-25ca-484b-a5b2-5aa274469b58,c5,DROP,2015,?,p2,
1769488308.1274867,CREATED,7b06a51a-34ab-410e-8734-5fb1ea8d6cec,0b7da697-671b-4315-8e3a-b353f7b9dff2,c5,DROP,27,?,?,
1769488308.181922,SENT,c368a945-455c-41f4-8b6a-83bd0e3e1d74,f97cb3d2-a4b7-47c3-a08b-97fe6fb7d48c,c5,c3,3359,?,p2,
1769488308.1820974,CREATED,fd77e589-50bd-4c50-b5a9-f5db07d11f3e,3cf5fa4a-763d-4480-b5ab-6989490f163d,c5,c3,27,?,?,surb={'id': '9b1d54ee-fd7f-403c-b5ea-db8fed10246f', 'route': ['p3', 'e7', 'i3', 'x9', 'p2', 'c5']}
1769488308.2438362,SENT,119858ab-e5f7-405f-8b78-94745b771266,cf313124-1e67-4519-b2de-871d4fff9bd9,c5,DROP,2027,?,p2,
1769488308.2439632,CREATED,39c036b7-e1bd-44f2-82e7-24bc759582cd,28881741-fc1d-41e4-bbd4-c96dbe80bd2d,c5,DROP,26,?,?,
1769488308.4554963,SENT,07ccb17c-3f40-4f26-8ae2-17ef2e188170,471cb462-392c-4cf6-b3a1-727538409360,c5,DROP,2039,?,p2,
1769488308.4556274,CREATED,09a03423-4958-48c7-b204-91edae2c18b4,a21fd2df-5bf5-4567-acb4-72ee0b9cfd1e,c5,DROP,27,?,?,
1769488308.5922394,RECEIVED,79e0d9b7-b132-4bb4-8967-8852f33d6414,02c4a65a-6d61-4df7-8a09-cca778b6cba2,c1,c5,27,p2,?,surb={'id': 'cf99550b-38d6-4be8-9089-bc3ccc7e0310', 'route': ['p2', 'e7', 'i3', 'x9', 'p1', 'c1']}
1769488308.6083694,SENT,b68c19fb-43c9-407e-a423-653c1c81eb74,56685627-cef3-4aae-ac03-55f5239754fd,c5,c3,3386,?,p2,
1769488308.608515,CREATED,433b0a74-b061-402c-8a12-a1b37b5062af,9dbd33a3-8b99-4378-8237-70000c612547,c5,c3,27,?,?,surb={'id': 'f37d58ec-bfd8-429e-b4a7-3360d30cb16f', 'route': ['p3', 'e12', 'i3', 'x6', 'p2', 'c5']}
1769488308.711443,SENT,bff4712c-7f70-42b2-8d4a-1f601c505958,b08d6931-83e7-44cb-b619-ba7b1741629f,c5,DROP,2041,?,p2,
1769488308.7115307,CREATED,ee3c44ef-eca9-4cfb-8916-cf2aeeacbdc7,5e2a5b02-0887-415d-a762-2de573418d49,c5,DROP,27,?,?,
1769488308.8514628,SENT,998eebd2-11bf-4f53-8851-8827248a226e,e7a14169-fb5c-43aa-bf68-e90a30eacf00,c5,DROP,2032,?,p2,
1769488308.85155,CREATED,97efd3ce-81e6-42c2-b29c-eaf311662f31,c40c00f3-5af5-4bae-9417-e6d196d35200,c5,DROP,25,?,?,
1769488309.0221164,RECEIVED,d118a4bb-36fb-445f-b861-dc71dcc5db50,f3e76e76-7f21-453f-bb7e-606706ec31e2,c1,c5,26,p2,?,surb={'id': '9dad778e-af9b-4da0-bdb4-6ece44098f93', 'route': ['p2', 'e4', 'i1', 'x10', 'p1', 'c1']}
1769488309.5809312,RECEIVED,35651016-db1e-4c0f-b300-df4fdbcd4537,1ee06938-43cd-4ef8-9c33-666c317d3863,c1,c5,27,p2,?,surb={'id': '26c9c93c-6fff-43e2-a1d1-8bcf82f2fb1c', 'route': ['p2', 'e1', 'i2', 'x5', 'p1', 'c1']}
1769488309.765315,RECEIVED,d510a5af-90fe-4cfe-bc8c-862acb81b694,4a2d86cd-5806-4e57-aee1-557c877a3726,c1,c5,27,p2,?,surb={'id': '58556c35-271e-4c7a-a39e-9ad95333ebca', 'route': ['p2', 'e4', 'i5', 'x5', 'p1', 'c1']}
1769488309.9289992,RECEIVED,ec4f5840-4864-41fc-be41-a93112096c4e,2cc28beb-b19c-4858-b8aa-073065374a10,c1,c5,27,p2,?,surb={'id': '10264a97-4b62-4b1a-be3d-fdb6dd008f2a', 'route': ['p2', 'e8', 'i12', 'x7', 'p1', 'c1']}
1769488310.070777,RECEIVED,ca5f7575-d53a-4061-86e9-a70c84f2a0ae,a5945450-7e26-4cce-b850-6fad3c909096,c1,c5,27,p2,?,surb={'id': '324ded5a-7278-47af-93bb-e56ffe5cc6bb', 'route': ['p2', 'e2', 'i8', 'x2', 'p1', 'c1']}
1769488310.1623132,RECEIVED,b8aca524-53c8-406b-b858-1ce12aaf1f8f,393d40cf-9fb4-4c4d-adc0-486c3198ec54,c1,c5,26,p2,?,surb={'id': '0170faa9-5f7f-4244-8d0e-1917c2c9d22f', 'route': ['p2', 'e9', 'i7', 'x3', 'p1', 'c1']}
1769488310.232205,SENT,610953d9-c5a9-4cbd-9670-f49950707ea2,7059a343-76d4-41a3-adf0-8bb7c4e98867,c5,c3,3366,?,p2,
1769488310.2323532,CREATED,0e08177b-5171-4dd0-8303-045282f6b45a,ba87d5c1-f02b-43bf-8e54-c5b36162ff6b,c5,c3,27,?,?,surb={'id': '312c9c1a-93e9-401b-ad9c-fca12aa655bc', 'route': ['p3', 'e12', 'i4', 'x3', 'p2', 'c5']}
1769488310.6481552,RECEIVED,b59ca01e-a582-4416-9dbd-40421a993c77,f64665e6-9e0b-44c1-bef1-b3e6b0024417,c1,c5,26,p2,?,surb={'id': '373169e0-54f7-426d-b48d-eea12099ee8b', 'route': ['p2', 'e5', 'i8', 'x10', 'p1', 'c1']}
1769488310.8466685,SENT,c4fdc1c3-7117-45eb-bdd1-21410ce3d093,c460ccdd-1d49-48ea-a455-885c1c901e11,c5,DROP,2028,?,p2,
1769488310.8476698,CREATED,435c63be-cfa7-4671-a70f-edea95ac3948,45e8ce0e-89fb-4a12-b65c-70fd32c37191,c5,DROP,26,?,?,
1769488311.0918157,RECEIVED,380da1aa-2ee0-453d-8d29-2f69ca961544,db616cfe-f488-4bf8-b4e8-fcf7a7d156a5,c1,c5,27,p2,?,surb={'id': '4113f0eb-3cb7-43e4-bfd1-4c46cad61c0a', 'route': ['p2', 'e8', 'i4', 'x11', 'p1', 'c1']}
1769488311.4276462,RECEIVED,e9eff088-0e63-43f0-a90a-dfefa088bbb2,779f9c24-0f27-405e-97a2-10737056b1dd,c1,c5,26,p2,?,surb={'id': '3fc42035-2223-44de-b038-4dd2e7f10bce', 'route': ['p2', 'e5', 'i5', 'x6', 'p1', 'c1']}
1769488311.45212,RECEIVED,97518943-be5b-4c57-ab4c-5fd67337e230,2ea50d51-79b7-4231-a679-836d4f5593c8,c1,c5,27,p2,?,surb={'id': '98cda6c6-6ca1-4a77-9bc6-59f30c09e125', 'route': ['p2', 'e4', 'i8', 'x11', 'p1', 'c1']}
1769488311.492823,RECEIVED,58e2b0ca-6f2d-4231-ac27-aa9cf8ce61c2,89963c45-5753-4550-a5d4-7872e0d8e864,c1,c5,27,p2,?,surb={'id': 'c2374d9d-f214-436f-8fd3-ab5d56345844', 'route': ['p2', 'e3', 'i7', 'x2', 'p1', 'c1']}
1769488311.6284838,SENT,bd51d19e-95b6-4c3c-bed2-89de5e6fd667,912f28d0-4358-44be-bc8a-cfb0169c52d1,c5,c3,3379,?,p2,
1769488311.628625,CREATED,cc2f87fe-8c03-403a-9ad3-efc292530cf8,31d28716-7399-40fc-9d69-c7280380bc74,c5,c3,26,?,?,surb={'id': '93edc2f2-4ec7-4d70-9588-ee1c33048248', 'route': ['p3', 'e5', 'i2', 'x6', 'p2', 'c5']}
1769488311.6623108,RECEIVED,ba62240b-3151-4759-80b6-e0748a3973e8,d94dfe5b-af98-4abf-a05f-af9b612d91f3,c1,c5,26,p2,?,surb={'id': '07afdd1e-6293-47fb-b5c4-ca0379b3f244', 'route': ['p2', 'e12', 'i12', 'x6', 'p1', 'c1']}
1769488311.8814445,SENT,37aa76e1-83e8-4af4-a14f-acc820e60575,b177cd55-4ffe-480a-b798-02f03c563591,c5,c3,3401,?,p2,
1769488311.8815875,CREATED,1789b473-e953-4289-819b-cec79ffbaecc,58fcd1ed-e004-41f1-a417-3c46cab782e0,c5,c3,27,?,?,surb={'id': '3171e03d-2a9c-49aa-b8e7-eefe7df9dbab', 'route': ['p3', 'e9', 'i6', 'x10', 'p2', 'c5']}
1769488312.1659253,RECEIVED,0ddea061-f4b3-4b6d-9f27-227c30e076f6,375f9015-a790-45ea-9be0-3dd0435e559a,c1,c5,27,p2,?,surb={'id': '1666591b-9561-4d41-8cc0-d17936e70797', 'route': ['p2', 'e1', 'i5', 'x5', 'p1', 'c1']}
1769488312.2700438,RECEIVED,f0de13b9-1d64-457d-9c59-456aa04c7762,c7de4aeb-efb4-49ef-aa4d-ad0df20e8b80,c1,c5,27,p2,?,surb={'id': '4b38949d-f74e-46cc-b270-628a35e0a68e', 'route': ['p2', 'e10', 'i7', 'x5', 'p1', 'c1']}
1769488312.4075043,SENT,12b9e307-acc4-4211-bf08-ea2b57fdaa7f,f8cb0d21-a41c-461c-9c8b-52a519302fd4,c5,c3,3380,?,p2,
1769488312.4076493,CREATED,8c5271f3-5314-41af-9976-53d4365c1779,20de3736-ee37-4afe-b0df-06e9daa1a13a,c5,c3,27,?,?,surb={'id': '0f5194bf-bb84-4f06-9943-f1dfa428bb09', 'route': ['p3', 'e4', 'i10', 'x6', 'p2', 'c5']}
1769488312.573806,SENT,29d835a7-6966-486e-9d99-a3494c5a941b,d0c7c036-fb58-43b6-b2b6-8edc482e0612,c5,c3,3373,?,p2,
1769488312.5742383,CREATED,8e924fbe-113a-4f65-a03a-d0db9f292765,b3a06d97-6dbd-4ba2-b024-6cb39d1fea97,c5,c3,26,?,?,surb={'id': 'fb446671-1048-4738-a3ff-1dd9070bccac', 'route': ['p3', 'e2', 'i11', 'x1', 'p2', 'c5']}
1769488312.6267698,SENT,85edaff3-ad2a-46cf-8435-7795d3a04e57,40a96621-c207-419f-b08d-f0b17cf2ecdf,c5,DROP,2023,?,p2,
1769488312.6268992,CREATED,0c7dbbd1-c56a-44da-886f-892919bae1fb,1fb0bf7c-372c-4dae-a990-98fe2e441b70,c5,DROP,27,?,?,
1769488313.1010718,SENT,bf161339-238e-4888-8d91-44ea4a0b6d24,48a0944f-d6a5-4110-8342-298409bbf31b,c5,DROP,2019,?,p2,
1769488313.1012096,CREATED,56d841e6-3b20-4350-a24c-2f4def3e2b10,358a31f3-ebce-4425-9879-3dce6039f37b,c5,DROP,27,?,?,
1769488313.2068284,SENT,ee477ab4-ea8a-426d-90ad-12e5b21e6e59,b878165a-1730-4a8b-97d5-8d5963ddbb62,c5,DROP,2023,?,p2,
1769488313.2069604,CREATED,514d395d-8cae-4e23-b329-e6b4eafa92b3,137efd1a-c2f5-4681-b3a3-d300595c8031,c5,DROP,26,?,?,
1769488313.249972,RECEIVED,61a83324-917c-4c41-b00d-903b4945252f,85fc0797-dcdf-4285-a7a4-2e0750f2736e,c1,c5,27,p2,?,surb={'id': '6aff6980-f57a-40ef-ac73-421be58be4fa', 'route': ['p2', 'e2', 'i8', 'x12', 'p1', 'c1']}
1769488313.6154027,SENT,834a6283-af48-48cb-a99c-d568231394fc,d968987f-b8bb-4cc1-9b31-737345238378,c5,DROP,2019,?,p2,
1769488313.6154964,CREATED,95d6ed17-78aa-45fc-8c8b-04b27dc6e738,e7d0903c-edb2-4277-a07e-57c1f5e71f36,c5,DROP,26,?,?,
1769488313.9451492,SENT,ac2b82a2-5ec3-4060-aacd-cdb119425c93,9d01b651-bca1-48e3-98dc-52cd69d24e40,c5,DROP,2016,?,p2,
1769488313.9452798,CREATED,a230e7db-1f3e-409b-a42a-2c2d4fedb37f,89b611f4-31b5-4376-8f05-998978768281,c5,DROP,26,?,?,
1769488314.2481472,RECEIVED,6daa68d1-6890-4170-8b3b-d1c8f77a093c,4c9ff9f0-2858-4c93-9d90-8a6f1fc932b8,c1,c5,26,p2,?,surb={'id': 'e60359b9-f516-46b8-9709-0f347d99797a', 'route': ['p2', 'e4', 'i8', 'x3', 'p1', 'c1']}
1769488314.3083506,SENT,e7750807-7822-4ac0-8b96-c0b6b9259cac,d544815c-5362-4a8b-90e5-67d68314d6b5,c5,DROP,2015,?,p2,
1769488314.3084817,CREATED,889567a4-da03-412d-b855-281a3f641c48,b17e7677-9a40-4518-b0ed-0fc0bbf940fc,c5,DROP,26,?,?,
1769488314.3367183,RECEIVED,fec5b483-bc45-46d6-824a-60ee596faf2a,3e3232ff-caf7-44e2-b5d7-3bdc80062f89,c1,c5,27,p2,?,surb={'id': '4d3b5367-1472-4791-9b00-c4cfcf13abdf', 'route': ['p2', 'e8', 'i9', 'x1', 'p1', 'c1']}
1769488314.3519294,RECEIVED,4d388cd0-cbfe-43e2-8a5b-dc5f47a81ff9,27f96cd0-7999-425f-986e-52afb4827a36,c1,c5,26,p2,?,surb={'id': 'fde6f2d9-d45b-4327-8835-6e422ed6c82e', 'route': ['p2', 'e4', 'i3', 'x5', 'p1', 'c1']}
1769488314.4346778,RECEIVED,52a0e8bc-cbc5-43e1-a549-529c2b356735,e8f0bd21-43e4-404e-ac4d-951260d3b9ed,c1,c5,27,p2,?,surb={'id': '484aac7f-a63a-4920-9428-f61002dd8485', 'route': ['p2', 'e2', 'i9', 'x9', 'p1', 'c1']}
1769488315.1117687,SENT,dbdfa37a-b240-4f6c-989d-223ade97951c,5c768283-48b2-43eb-b8cf-798c479678f8,c5,c3,3376,?,p2,
1769488315.112037,CREATED,c9771f7d-2759-4247-9da2-7af4360e82bf,df25167a-9caa-4260-99d0-f259c3138833,c5,c3,26,?,?,surb={'id': 'e47620c4-2f94-40c6-bbd7-534ab993cbec', 'route': ['p3', 'e12', 'i8', 'x8', 'p2', 'c5']}
1769488315.344267,RECEIVED,cf74ec74-0b92-48da-893c-d0c42bc53138,96e0f14c-f899-4e61-8cbf-fa0455f3fe5e,c1,c5,26,p2,?,surb={'id': '3faf1b1d-1192-44b0-9384-46e0a4eff6f5', 'route': ['p2', 'e7', 'i12', 'x2', 'p1', 'c1']}
1769488315.8271294,SENT,891ded15-9bb7-4a48-86e5-f51a68872256,785e1ab8-1454-411c-8945-d4c284d6d92c,c5,c3,3359,?,p2,
1769488315.8272882,CREATED,a7769836-8964-4b46-85c0-3b326d75a3d2,7587974d-0726-4d4d-b383-f6adab48e775,c5,c3,27,?,?,surb={'id': 'd135749a-d77b-476d-a941-ccee49ddcc5c', 'route': ['p3', 'e11', 'i5', 'x9', 'p2', 'c5']}
1769488315.8288536,RECEIVED,329379b6-0979-4781-9535-c1683b3cd9f8,0489e277-7e6c-4a33-938d-bd3b94fc30d3,c1,c5,27,p2,?,surb={'id': 'bc8966cf-10da-4ea8-8471-7f26e808e12e', 'route': ['p2', 'e2', 'i6', 'x3', 'p1', 'c1']}
1769488316.090111,RECEIVED,3a57653b-ba86-4ddb-8779-b67f81e3ad16,03661c20-25b6-42bc-a42d-368f23727edf,c1,c5,24,p2,?,surb={'id': '4f19af74-49c8-4001-8f66-2f0aaf124c65', 'route': ['p2', 'e7', 'i1', 'x2', 'p1', 'c1']}
1769488316.2009664,RECEIVED,06d7be73-dbbc-45c2-98e9-ba33caf2e296,feda726f-9562-49a2-837e-bc64287eb822,c1,c5,27,p2,?,surb={'id': '1bb5ea8d-80d2-4b53-bfb1-bbad862a1b40', 'route': ['p2', 'e12', 'i7', 'x8', 'p1', 'c1']}
1769488316.304798,RECEIVED,15ed31f6-e5e2-4b50-8e0e-22d93047e6bf,4e909f8b-4659-4fa0-b24f-639b8c10aaed,c1,c5,27,p2,?,surb={'id': '96b0b146-b85a-44d6-967d-46d2143be365', 'route': ['p2', 'e5', 'i3', 'x7', 'p1', 'c1']}
1769488316.3391907,SENT,c5b7c1e1-4dea-4986-9e6d-a7c0d3fc01c2,e931ac6e-5987-4897-bc4e-e555a1b2bdb8,c5,c3,3362,?,p2,
1769488316.3393376,CREATED,72c26021-65ff-4508-ad50-3db4ffeaa3bb,7cffae4c-750b-4ec6-a7aa-dd21fd057828,c5,c3,25,?,?,surb={'id': '9dca57c6-cb0a-4aac-9be5-d7d08d2ff7ea', 'route': ['p3', 'e5', 'i5', 'x5', 'p2', 'c5']}
1769488316.3491383,RECEIVED,007a8551-1828-49b6-8a03-a8348699b5cc,f7840ec7-c8b0-47f8-b0c6-03e8c0a8234f,c1,c5,26,p2,?,surb={'id': '5ba04a3b-337a-45ea-a89e-497bed612eb8', 'route': ['p2', 'e4', 'i5', 'x7', 'p1', 'c1']}
1769488316.5683405,RECEIVED,196277d6-1a26-4e4a-ab95-af42d087fa70,88b11a88-9082-4a7c-912f-acb825032abb,c1,c5,26,p2,?,surb={'id': '08e8a112-1d0c-4971-8b47-5d38909f1399', 'route': ['p2', 'e6', 'i12', 'x1', 'p1', 'c1']}
1769488316.8198073,RECEIVED,f28d4366-6538-4d7a-807d-aac4766e67c5,2623cbf1-5ec8-4e41-b54c-8499b1f26b87,c1,c5,27,p2,?,surb={'id': '3d2fc5de-9017-4deb-a569-bcf3838087a5', 'route': ['p2', 'e7', 'i12', 'x9', 'p1', 'c1']}
1769488316.8895032,RECEIVED,8033e252-26f2-4efb-87c4-b209b462b7a9,e14e95f8-07a2-49e9-b03c-b343324986bb,c1,c5,27,p2,?,surb={'id': '704ff02c-6e93-4505-9eb7-b468c5a25543', 'route': ['p2', 'e2', 'i3', 'x12', 'p1', 'c1']}
1769488316.898323,RECEIVED,e35c4530-7cd3-43bb-9e95-df20dfdc1703,e6ea424a-7478-4cff-b794-eb079852046d,c1,c5,27,p2,?,surb={'id': '8a8b9f8b-1c5c-47c8-b475-092fb9674784', 'route': ['p2', 'e3', 'i11', 'x3', 'p1', 'c1']}
1769488317.0376482,SENT,06c72689-c523-4846-b8a6-d23deb8e1281,0e4ee4ac-a44b-4e9e-bd97-3382eaaa9abb,c5,c3,3388,?,p2,
1769488317.0377972,CREATED,4f7c8e57-1339-47d2-ae75-e9392d8f02e6,228d45b0-9090-41f9-b1b0-86d7ad727b55,c5,c3,27,?,?,surb={'id': 'f3cc267b-fc4a-4a4e-85e8-12055b54fdf2', 'route': ['p3', 'e5', 'i7', 'x10', 'p2', 'c5']}
1769488317.3487024,RECEIVED,ddddeace-a032-4bd6-8feb-7938d19243c4,98258656-29d4-407f-8d3b-227591908fb7,c1,c5,27,p2,?,surb={'id': '66c9c07f-5925-4612-a893-1b3c06e2f03d', 'route': ['p2', 'e11', 'i10', 'x1', 'p1', 'c1']}
1769488317.5777993,SENT,981e2c3d-15e9-422d-a332-b8ba89dabf92,43602ae3-945f-4a2f-a398-98928cf97a05,c5,c3,3377,?,p2,
1769488317.5779479,CREATED,ce95b6ff-c725-4963-8026-055e1e4ba636,d871ee8b-41ab-4334-8370-76352bce6162,c5,c3,26,?,?,surb={'id': 'b1dafdfb-11e0-42b8-96a0-d10e2addeb4a', 'route': ['p3', 'e12', 'i2', 'x6', 'p2', 'c5']}
1769488317.8829215,RECEIVED,c7eeb2d3-ef66-4dae-8f4b-a0e3b31c0d76,e25ad0d7-54b1-4c94-a2b7-40b80c826708,c1,c5,27,p2,?,surb={'id': '25430ee4-8861-485c-8844-8852f5d1e2da', 'route': ['p2', 'e5', 'i1', 'x6', 'p1', 'c1']}
1769488318.054726,SENT,b4bfc6a2-8a14-45cd-9224-96e284897258,b26355c6-6f0f-4ac8-a0f7-08bd772ac2b2,c5,c3,3376,?,p2,
1769488318.0548742,CREATED,dbe0c33d-e4a0-4ac8-bba3-5ad4396f15ea,272cd33e-aa51-4dfa-ba73-0065522e1b94,c5,c3,27,?,?,surb={'id': 'f69e3d3b-1e93-4851-8490-e0dbdc229d03', 'route': ['p3', 'e4', 'i12', 'x5', 'p2', 'c5']}
1769488318.081926,RECEIVED,fedf8fd4-7464-48a9-8df9-be2c335398a5,3d146e2c-e7b0-4ae3-a0ef-709b342ec79c,c1,c5,26,p2,?,surb={'id': 'a559b8e3-69b8-4587-81fd-1a0aab263fde', 'route': ['p2', 'e5', 'i8', 'x12', 'p1', 'c1']}
1769488318.111234,RECEIVED,aefb8b97-75ec-4102-8730-946a474c337d,7f417d0d-4010-4b2e-bca2-277e353cbc65,c1,c5,27,p2,?,surb={'id': 'abdb2357-bd62-4532-969b-a18726d25631', 'route': ['p2', 'e7', 'i4', 'x6', 'p1', 'c1']}
1769488318.2559621,RECEIVED,c4eb79f9-e061-49f2-bee5-2b619a91ca16,473deeb5-2bad-4d4e-bdde-7c64137eba60,c1,c5,27,p2,?,surb={'id': 'dc18071a-8b0f-478a-9125-a5f5ae60e519', 'route': ['p2', 'e1', 'i8', 'x11', 'p1', 'c1']}
1769488318.270579,SENT,f80073f3-8292-4254-9121-84b72c9d5483,4429597f-e237-4399-be40-c086ed657f93,c5,c3,3376,?,p2,
1769488318.2707272,CREATED,94b5922b-efea-46f3-b3b3-a397b5944673,da4daced-e42a-44da-abc8-f04b12c1c371,c5,c3,27,?,?,surb={'id': '665c7fa1-c0ea-49f3-b9ca-fff8b416efe7', 'route': ['p3', 'e12', 'i6', 'x3', 'p2', 'c5']}
1769488318.4744017,RECEIVED,e375c7af-81c2-4b32-8d1d-5774f1c922fd,48579039-73a1-4337-9263-bbb720d1e2b1,c1,c5,27,p2,?,surb={'id': '208c253e-05f1-4f7d-81c1-c59708de5536', 'route': ['p2', 'e12', 'i11', 'x5', 'p1', 'c1']}
1769488318.5035322,RECEIVED,70750c6f-4aa7-4f85-ab64-3e3c5d13b1df,f084565b-7347-48e3-88df-0f0abf69be33,c1,c5,27,p2,?,surb={'id': '64f6b18a-2d59-4f76-b0bc-3ff952d9aad6', 'route': ['p2', 'e2', 'i3', 'x4', 'p1', 'c1']}
1769488318.583834,SENT,f02cd50b-c350-48d0-86b9-8718f385948d,fe2d075c-cdb1-4569-b037-2dc0071a3b98,c5,c3,3391,?,p2,
1769488318.5839097,CREATED,b074231d-b6ef-4c36-9155-4203bc893ae9,45253670-c8d0-4164-b36f-82fc6ea2b6d6,c5,c3,26,?,?,surb={'id': '4a14fbb0-ffc6-4ba7-acd6-3026b70b7ab0', 'route': ['p3', 'e4', 'i12', 'x7', 'p2', 'c5']}
1769488318.8742259,SENT,ca4b0cae-a4a8-4f03-8c96-97b09f13b436,734abc1e-601d-469c-bc49-8dde76bc8a74,c5,c3,3399,?,p2,
1769488318.8743668,CREATED,69c829c7-c548-484d-9503-994873ee7984,cd33dd18-9c9a-4309-acea-b9c17f21cf14,c5,c3,27,?,?,surb={'id': '31fae9c8-085a-4e53-9b75-11f089a84732', 'route': ['p3', 'e11', 'i10', 'x8', 'p2', 'c5']}
1769488319.406844,SENT,58335c24-a0ad-4be0-99f5-1cb80d2de121,751cb1e7-86da-415d-b86f-c16c48524972,c5,c3,3375,?,p2,
1769488319.4069953,CREATED,89d716ee-3691-47dc-b8fe-0efcd223902a,731e2f6f-8e7e-45f0-8117-119c431a0aff,c5,c3,27,?,?,surb={'id': 'df06d8a0-5620-4644-b84e-1f8734a8d602', 'route': ['p3', 'e9', 'i5', 'x3', 'p2', 'c5']}
1769488319.6312232,SENT,f82b5094-a719-4443-911a-a1bd819c3f24,a89f4c38-07fe-4bdc-b5e5-5ced0ac52355,c5,c3,3388,?,p2,
