timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769733113.211325,SENT,e85a67d8-93ca-4464-ab94-a73b299bdb11,f4a35481-c448-461e-8ff8-5e99eb7d71fc,c2,c4,3388,?,p2,
1769733113.211466,CREATED,c605c2b5-4d06-4578-a167-4383dbf52b96,717387e4-7d87-4cbf-abbc-ca83cfa68b6d,c2,c4,26,?,?,surb={'id': '97700c0c-bc79-4b34-baf3-9a3e9c3da6c7', 'route': ['p1', 'e9', 'i12', 'x4', 'p2', 'c2']}
1769733250.0151217,RECEIVED,0926d7e9-40c4-4fd3-8027-e3981df51f2c,a8d74efd-d650-4940-964c-131f21607f0e,c4,c2,24,p2,?,surb={'id': '80531a35-8357-4d30-871e-d55b03d500c6', 'route': ['p2', 'e1', 'i9', 'x2', 'p1', 'c4']}
1769733250.4641345,RECEIVED,2d451633-68d4-46fa-b55c-491b01ba9c94,f645655c-8736-452e-a4ad-01e338cf1a38,c1,c2,27,p2,?,surb={'id': 'e6b69416-6cb6-4226-b769-6325ec8940c1', 'route': ['p2', 'e11', 'i10', 'x1', 'p1', 'c1']}
1769733250.6443226,RECEIVED,75ca0123-95bc-4748-a8e2-c5a7f8306362,c7fa8d00-685e-4961-9794-18467067dc7b,c1,c2,27,p2,?,surb={'id': 'c020ef89-53b6-4aca-acb4-09a40d1bc8cc', 'route': ['p2', 'e5', 'i10', 'x5', 'p1', 'c1']}
1769733250.8778296,RECEIVED,3889c1ad-de9e-4689-b431-f709dad5d75a,891e6650-21cf-4991-84bd-84ab8c34f7e9,c1,c2,27,p2,?,surb={'id': 'db661ac8-6d19-4207-a0ff-0f4c7c6b7048', 'route': ['p2', 'e8', 'i9', 'x9', 'p1', 'c1']}
1769733251.0134425,SENT,a085aea3-db40-4476-8954-d7eee4642ebf,95184949-2050-4a87-b402-73bfc2c90525,c2,c4,3383,?,p2,
1769733251.01374,CREATED,3f7bb448-a77a-457a-b59e-df29c9626880,587934c4-bf19-41fd-a4d0-a343f7dca537,c2,c4,27,?,?,surb={'id': '43606175-e702-4a20-ac13-4249fd3848e5', 'route': ['p1', 'e9', 'i11', 'x9', 'p2', 'c2']}
1769733251.1653862,SENT,7fe0dde1-72d2-4ee4-863a-628cb4109a16,e3c4a6a7-0bd4-4a36-93ec-80eb1e0ab926,c2,c4,3393,?,p2,
1769733251.1654477,CREATED,0c69b71c-26d6-4535-9c90-c20c772e8489,d611dbce-e009-4b2c-9895-923194419b11,c2,c4,27,?,?,surb={'id': 'e2a04e59-2d77-48a7-a77a-11e50408c8c6', 'route': ['p1', 'e3', 'i10', 'x4', 'p2', 'c2']}
1769733251.3516726,RECEIVED,da6b8152-f5a2-4120-b84e-ae52d84b51b2,f645655c-8736-452e-a4ad-01e338cf1a38,c1,c2,27,p2,?,surb={'id': 'e6b69416-6cb6-4226-b769-6325ec8940c1', 'route': ['p2', 'e11', 'i10', 'x1', 'p1', 'c1']}
1769733251.3718085,RECEIVED,3bcb7724-f21f-45f5-a6c6-26489d4f999f,4a577dd0-31c7-459b-84d9-7d9edef207b8,c4,c2,27,p2,?,surb={'id': 'd926349d-722b-491d-921e-88750288f1cd', 'route': ['p2', 'e10', 'i7', 'x4', 'p1', 'c4']}
1769733251.501588,SENT,3af3f668-a81a-4524-a0c7-0a9a10d414ba,d1aa5334-a3c7-4855-996b-c1a52b7221f8,c2,c4,3400,?,p2,
1769733251.501696,CREATED,1a1f4f13-c917-4758-8c85-84f8da68dc26,d611dbce-e009-4b2c-9895-923194419b11,c2,c4,27,?,?,surb={'id': 'e2a04e59-2d77-48a7-a77a-11e50408c8c6', 'route': ['p1', 'e3', 'i10', 'x4', 'p2', 'c2']}
1769733251.5584185,RECEIVED,740b9a34-005d-4695-9769-a208339e97f3,f8286063-ccb9-4eb0-b4f1-268f1255841b,c4,c2,27,p2,?,surb={'id': '094e98da-0d42-445a-abb4-4e50b1b94749', 'route': ['p2', 'e4', 'i11', 'x1', 'p1', 'c4']}
1769733251.6912365,SENT,1ebcec4e-1dc3-4e90-807e-46b4f4158ca4,e56018b4-3520-4280-a840-e669bc25cd82,c2,c4,3383,?,p2,
1769733251.69227,CREATED,6531569b-d012-462d-b227-1603731d491e,03fd202f-3aa8-4b33-bb18-8eca32eb927a,c2,c4,27,?,?,surb={'id': 'b48a0879-dfcb-448e-880e-fc457cc1a27b', 'route': ['p1', 'e2', 'i10', 'x2', 'p2', 'c2']}
1769733251.8761313,SENT,a4a70017-4359-4185-8c44-513c332934db,0546c2dc-146e-44ea-b668-7f0be4255e98,c2,c4,3371,?,p2,
1769733251.8762681,CREATED,2cff879e-f8e1-402b-bf60-0702c353b4d0,03fd202f-3aa8-4b33-bb18-8eca32eb927a,c2,c4,27,?,?,surb={'id': 'b48a0879-dfcb-448e-880e-fc457cc1a27b', 'route': ['p1', 'e2', 'i10', 'x2', 'p2', 'c2']}
1769733251.9025338,RECEIVED,d45b2fbd-e754-457a-aab5-aa061c5cfc06,2fb7dea9-3a90-4078-95b9-fbc06a3e0588,c1,c2,27,p2,?,surb={'id': 'a3240487-1f56-4d2d-b1d6-635e47003ce9', 'route': ['p2', 'e12', 'i9', 'x3', 'p1', 'c1']}
1769733251.956646,RECEIVED,7d18e65a-e1b8-462b-9ffb-eaf5f23b9125,f8286063-ccb9-4eb0-b4f1-268f1255841b,c4,c2,27,p2,?,surb={'id': '094e98da-0d42-445a-abb4-4e50b1b94749', 'route': ['p2', 'e4', 'i11', 'x1', 'p1', 'c4']}
1769733252.2258,RECEIVED,1cfa40a3-a2b0-4d2f-afc7-85e4edab0ad4,026a2735-a466-4b88-863c-1cd64df1b2bd,c1,c2,27,p2,?,surb={'id': 'c2cd2b37-cb62-49bb-8b11-f5b43c07da90', 'route': ['p2', 'e2', 'i2', 'x1', 'p1', 'c1']}
1769733252.281181,RECEIVED,b33eaf6f-291f-4a11-acbd-0d046334347e,c7fa8d00-685e-4961-9794-18467067dc7b,c1,c2,27,p2,?,surb={'id': 'c020ef89-53b6-4aca-acb4-09a40d1bc8cc', 'route': ['p2', 'e5', 'i10', 'x5', 'p1', 'c1']}
1769733252.3604934,RECEIVED,88d50763-7553-47d2-96b0-6edb07e9e87e,026a2735-a466-4b88-863c-1cd64df1b2bd,c1,c2,27,p2,?,surb={'id': 'c2cd2b37-cb62-49bb-8b11-f5b43c07da90', 'route': ['p2', 'e2', 'i2', 'x1', 'p1', 'c1']}
1769733252.683291,SENT,75b27ec0-8239-477a-8b43-9b8f36b708d1,cba8f582-d3dd-40e5-bc94-877c0f71317d,c2,c4,3384,?,p2,
1769733252.683399,CREATED,18d705b7-db7f-49d1-89b3-7cb2bd5896d0,a8d11bec-d167-4828-8d14-ace97cbd7dcf,c2,c4,26,?,?,surb={'id': 'c7c91d67-ebf4-47f4-870b-254cc43cdf95', 'route': ['p1', 'e12', 'i5', 'x12', 'p2', 'c2']}
1769733252.7348826,RECEIVED,2d8b3e74-4e8d-4843-9c6b-60ef3d84d2bb,35bdcdf5-43d5-49b1-899e-5c35d72db604,c4,c2,27,p2,?,surb={'id': 'bd86c126-9c17-4f97-b1c7-b9ccc22c0a62', 'route': ['p2', 'e10', 'i6', 'x7', 'p1', 'c4']}
1769733252.7515485,SENT,29553c2b-15c1-4473-9a31-a4245c6ad04e,7d856039-3fb8-4aa9-b09e-d75f774070f2,c2,c4,3397,?,p2,
1769733252.7519114,CREATED,7f3f84ac-eff4-42f8-94e2-382750d9b2b7,a8d11bec-d167-4828-8d14-ace97cbd7dcf,c2,c4,26,?,?,surb={'id': 'c7c91d67-ebf4-47f4-870b-254cc43cdf95', 'route': ['p1', 'e12', 'i5', 'x12', 'p2', 'c2']}
1769733253.60942,RECEIVED,fd39d9a4-9dd7-461c-bae5-2554b08be088,91b52176-eb92-4384-afd5-3e8587a05e34,c1,c2,27,p2,?,surb={'id': '34b0c0fb-7a96-4f0f-80ea-fe1c4d224f76', 'route': ['p2', 'e12', 'i6', 'x7', 'p1', 'c1']}
1769733253.6346421,SENT,b7df27df-a77b-4b37-b328-30b03b5799f9,d933a2ba-1eb6-4d5d-9741-208a6ce739a3,c2,c4,3355,?,p2,
1769733253.6347861,CREATED,96d247f6-bfe3-4931-8e49-f04b5132fe0c,dfb6f92a-4392-4199-9adc-1a8e467539ce,c2,c4,26,?,?,surb={'id': '14b4e75a-cbb8-4b06-b07a-a8d5459beb39', 'route': ['p1', 'e6', 'i5', 'x9', 'p2', 'c2']}
1769733253.666378,SENT,028a0ac1-5916-4189-b9f4-19ea447fdb0e,b39c488c-7abf-4f64-8852-a9405708032f,c2,c4,3380,?,p2,
1769733253.666528,CREATED,436477a8-e5d0-40f9-8f82-8105122c21c7,dfb6f92a-4392-4199-9adc-1a8e467539ce,c2,c4,26,?,?,surb={'id': '14b4e75a-cbb8-4b06-b07a-a8d5459beb39', 'route': ['p1', 'e6', 'i5', 'x9', 'p2', 'c2']}
1769733253.8926873,RECEIVED,a70ff02f-6d7a-4798-8020-b76df7f06d5d,91b52176-eb92-4384-afd5-3e8587a05e34,c1,c2,27,p2,?,surb={'id': '34b0c0fb-7a96-4f0f-80ea-fe1c4d224f76', 'route': ['p2', 'e12', 'i6', 'x7', 'p1', 'c1']}
1769733253.9169238,SENT,f433d32b-c99c-4dee-b351-543f9b5bc507,b95f4db5-3f3a-4522-a03a-c1a406702b73,c2,c4,3359,?,p2,
1769733253.9172266,CREATED,a86972f6-53f2-4313-9614-6989d05dc892,5da23e6d-07d5-4096-b20b-07e7464077e7,c2,c4,27,?,?,surb={'id': '572829a8-6622-4fe4-8b78-cdf504ff722c', 'route': ['p1', 'e10', 'i6', 'x7', 'p2', 'c2']}
1769733254.0920858,RECEIVED,0dab52b5-f240-4f4c-8711-b77951dc2524,5e683fa9-270c-4c23-b098-cc58c5feafa9,c4,c2,27,p2,?,surb={'id': '495000e1-371b-4673-a065-3dc97ec56db6', 'route': ['p2', 'e12', 'i7', 'x10', 'p1', 'c4']}
1769733254.325916,RECEIVED,c8f67b37-c61a-46ba-afa3-81fa80cdb4f8,2fb7dea9-3a90-4078-95b9-fbc06a3e0588,c1,c2,27,p2,?,surb={'id': 'a3240487-1f56-4d2d-b1d6-635e47003ce9', 'route': ['p2', 'e12', 'i9', 'x3', 'p1', 'c1']}
1769733254.37428,SENT,04702c88-209a-4ff8-9513-134fca341374,41b77859-da16-4f3f-95ec-05ef0f497cfc,c2,c4,3391,?,p2,
1769733254.3743827,CREATED,f15e4ed3-d9c8-4f8a-85e6-b2238205ebfe,5da23e6d-07d5-4096-b20b-07e7464077e7,c2,c4,27,?,?,surb={'id': '572829a8-6622-4fe4-8b78-cdf504ff722c', 'route': ['p1', 'e10', 'i6', 'x7', 'p2', 'c2']}
1769733254.4127483,RECEIVED,6f152004-0db0-4dde-bae3-d77abb16ae10,0628e8ad-6b44-4ef7-95f3-5796c00c29d2,c1,c2,26,p2,?,surb={'id': '9227aea3-de80-4dcc-a132-c8d5aebc75f1', 'route': ['p2', 'e5', 'i2', 'x4', 'p1', 'c1']}
1769733254.463218,RECEIVED,067483b2-56db-4e30-985f-bb5d4ca5f9dc,091a020b-d699-45a8-b93f-ce8c26366ec4,c4,c2,27,p2,?,surb={'id': 'b2f8690a-b439-44bb-b953-5ff6a6df8e4d', 'route': ['p2', 'e6', 'i9', 'x11', 'p1', 'c4']}
1769733254.4935322,RECEIVED,3e6d0bf0-ec77-43b3-97cd-579e16cc692f,001dcb29-f51e-4bed-978d-9d7b6beff8bb,c1,c2,27,p2,?,surb={'id': 'ee005a33-fc5b-41ea-94e8-7b27eedb366f', 'route': ['p2', 'e11', 'i4', 'x2', 'p1', 'c1']}
1769733254.5098267,RECEIVED,6f487544-eb2f-4c08-a3d9-6990a6a4275a,4b5d8d9b-6b53-4487-9aac-3c82f852dd9b,c4,c2,27,p2,?,surb={'id': 'a6d51f4e-2b0d-48d1-8ff5-90ef4c7d8f5d', 'route': ['p2', 'e6', 'i10', 'x11', 'p1', 'c4']}
1769733254.5943267,RECEIVED,7520cd66-4bf9-4c08-81e1-0b3dd46425df,4a577dd0-31c7-459b-84d9-7d9edef207b8,c4,c2,27,p2,?,surb={'id': 'd926349d-722b-491d-921e-88750288f1cd', 'route': ['p2', 'e10', 'i7', 'x4', 'p1', 'c4']}
1769733254.677423,SENT,2f4d5a99-ad26-486c-96c5-3d27b6af2af2,7221f4f7-448f-4e9f-91d7-7338c468f411,c2,c4,3388,?,p2,
1769733254.6775315,CREATED,0e4ae3aa-c5b3-4cd3-9981-3ee212a5f6a4,f9ef7342-b2a5-4970-96bd-a2a9046c8a20,c2,c4,26,?,?,surb={'id': '8518ad62-921d-4278-9edd-4776a59c62f2', 'route': ['p1', 'e8', 'i12', 'x6', 'p2', 'c2']}
1769733255.0281205,SENT,8f2844d7-8a18-4e6a-b23d-e346cc786fae,ab3635ad-5754-41b4-b7a0-08aad8418f0a,c2,c4,3375,?,p2,
1769733255.028975,CREATED,c4dd9ec8-577d-43cc-9ea6-3ea143972a71,f9ef7342-b2a5-4970-96bd-a2a9046c8a20,c2,c4,26,?,?,surb={'id': '8518ad62-921d-4278-9edd-4776a59c62f2', 'route': ['p1', 'e8', 'i12', 'x6', 'p2', 'c2']}
1769733255.1289449,RECEIVED,c9bf93fd-8cae-4b7d-b546-0e92b3d279b5,31cd2075-c244-46bd-9a4b-8f251fa01b15,c1,c2,26,p2,?,surb={'id': '16f681b0-a285-4279-9124-904f476a253f', 'route': ['p2', 'e1', 'i2', 'x3', 'p1', 'c1']}
1769733255.1703324,RECEIVED,61f11fd2-d8b9-47a2-8161-50cb14fc0721,fecd7217-6d99-4b56-8f53-1f56e6b61c7b,c1,c2,27,p2,?,surb={'id': '9d15ce3c-06e5-4f6b-ae8c-829396155550', 'route': ['p2', 'e9', 'i2', 'x4', 'p1', 'c1']}
1769733255.2136137,RECEIVED,3b4d12ac-959c-44ad-903a-5baf1051bd08,091a020b-d699-45a8-b93f-ce8c26366ec4,c4,c2,27,p2,?,surb={'id': 'b2f8690a-b439-44bb-b953-5ff6a6df8e4d', 'route': ['p2', 'e6', 'i9', 'x11', 'p1', 'c4']}
1769733255.2729995,SENT,7bd6577f-ea16-4000-bf4e-7692272a51cf,454bb664-d91e-4dbb-9f18-946b0fd02b96,c2,c4,3381,?,p2,
1769733255.2731166,CREATED,6936b0d7-dae9-47bc-b1ba-9c4ba61daa24,01d48252-066a-447e-8ef0-a62d92303393,c2,c4,26,?,?,surb={'id': '6951a113-ff8c-4dd8-a616-e5e39c34af45', 'route': ['p1', 'e6', 'i2', 'x10', 'p2', 'c2']}
1769733255.3558993,SENT,b3577b95-2387-45d3-a553-da62ddf44080,3b82573e-65e7-44d9-b995-0534dc40c432,c2,c4,3404,?,p2,
1769733255.3560665,CREATED,d67f42e5-d6d8-4d6a-a848-aec069e3641a,01d48252-066a-447e-8ef0-a62d92303393,c2,c4,26,?,?,surb={'id': '6951a113-ff8c-4dd8-a616-e5e39c34af45', 'route': ['p1', 'e6', 'i2', 'x10', 'p2', 'c2']}
1769733255.5992966,RECEIVED,b6a1b6d2-3bec-4107-93a2-0452c0446f24,5e683fa9-270c-4c23-b098-cc58c5feafa9,c4,c2,27,p2,?,surb={'id': '495000e1-371b-4673-a065-3dc97ec56db6', 'route': ['p2', 'e12', 'i7', 'x10', 'p1', 'c4']}
1769733255.8396246,SENT,63357649-7ace-4ee7-9533-af68acba9266,c96dbdbb-590d-4198-b29f-9b08f465fa14,c2,c4,3392,?,p2,
1769733255.8397686,CREATED,a33d4dcc-5546-4f3b-a4d5-0891293832a3,3a1a9f68-8ad0-4f3c-84f3-d975bb4bb063,c2,c4,27,?,?,surb={'id': '8b6004cc-fbbb-47fa-9bbb-d2039fb60a11', 'route': ['p1', 'e1', 'i10', 'x10', 'p2', 'c2']}
1769733255.8618948,RECEIVED,aa291d54-0f75-492f-979d-12970b82ebd2,31cd2075-c244-46bd-9a4b-8f251fa01b15,c1,c2,26,p2,?,surb={'id': '16f681b0-a285-4279-9124-904f476a253f', 'route': ['p2', 'e1', 'i2', 'x3', 'p1', 'c1']}
1769733255.8909812,RECEIVED,fb245a03-cc93-409a-909c-235461cbc52f,4b5d8d9b-6b53-4487-9aac-3c82f852dd9b,c4,c2,27,p2,?,surb={'id': 'a6d51f4e-2b0d-48d1-8ff5-90ef4c7d8f5d', 'route': ['p2', 'e6', 'i10', 'x11', 'p1', 'c4']}
1769733256.0498219,RECEIVED,d49137b7-2300-42fd-9cf0-0e716cd4de6c,5fc81edc-a970-43d0-83d6-3f05dec21466,c4,c2,27,p2,?,surb={'id': '34a018ff-8ba0-46a4-bbef-e9743981df5f', 'route': ['p2', 'e5', 'i7', 'x4', 'p1', 'c4']}
1769733256.1052475,RECEIVED,a96d1d02-12f4-4bb2-ae0a-e799a3a5fb2b,0628e8ad-6b44-4ef7-95f3-5796c00c29d2,c1,c2,26,p2,?,surb={'id': '9227aea3-de80-4dcc-a132-c8d5aebc75f1', 'route': ['p2', 'e5', 'i2', 'x4', 'p1', 'c1']}
1769733256.1175134,RECEIVED,cfe2e06d-c390-4db1-82a4-f1b7f6c07d26,001dcb29-f51e-4bed-978d-9d7b6beff8bb,c1,c2,27,p2,?,surb={'id': 'ee005a33-fc5b-41ea-94e8-7b27eedb366f', 'route': ['p2', 'e11', 'i4', 'x2', 'p1', 'c1']}
1769733256.3300657,RECEIVED,e0eeefb0-dd28-469d-9215-4ef80a705f32,beed4c9a-cc29-4228-b356-0c190ddb3fb9,c1,c2,27,p2,?,surb={'id': 'b733e83c-89c1-4d93-b375-9ea79d672890', 'route': ['p2', 'e8', 'i9', 'x4', 'p1', 'c1']}
1769733256.4801717,RECEIVED,ce1176e6-e9b9-4442-9ca0-1615242eebe6,beed4c9a-cc29-4228-b356-0c190ddb3fb9,c1,c2,27,p2,?,surb={'id': 'b733e83c-89c1-4d93-b375-9ea79d672890', 'route': ['p2', 'e8', 'i9', 'x4', 'p1', 'c1']}
1769733256.5858727,RECEIVED,08f347ac-6043-4b4b-9d9f-053ebf1a05cd,cf2cb60a-d9c7-43bb-9a68-429f7f420541,c4,c2,27,p2,?,surb={'id': 'f5fa8700-cf07-4cdb-9f97-dc136be6120d', 'route': ['p2', 'e8', 'i1', 'x7', 'p1', 'c4']}
1769733256.6044445,RECEIVED,3f513bc8-c125-42c1-b6a2-d1bc704c548e,7b7b30ab-90af-410c-b433-c7331d51416a,c1,c2,27,p2,?,surb={'id': 'a4a337fe-aadd-4e29-a5a6-98e0fa7cbf07', 'route': ['p2', 'e8', 'i11', 'x12', 'p1', 'c1']}
1769733256.6214318,SENT,c44d1e12-75a9-4c4b-8341-3193dbc7a89b,045e3b40-efed-4b33-bcb8-6f887d6b0618,c2,c4,3396,?,p2,
1769733256.621565,CREATED,766a4f62-eb6e-4841-851c-f2c7f52738b1,3a1a9f68-8ad0-4f3c-84f3-d975bb4bb063,c2,c4,27,?,?,surb={'id': '8b6004cc-fbbb-47fa-9bbb-d2039fb60a11', 'route': ['p1', 'e1', 'i10', 'x10', 'p2', 'c2']}
1769733256.720884,SENT,eab27fe2-a00e-4157-a7bc-aa344379b802,ce52f375-1d91-420a-8687-bf38762ac5c5,c2,c4,3367,?,p2,
1769733256.7209556,CREATED,ceae805a-46dc-4850-aa65-625ca618efc6,2568f83c-d501-4d26-8af6-d1ad1554a1c8,c2,c4,27,?,?,surb={'id': 'b96df433-d6da-4f0c-b1e6-b42ecd8a7f3e', 'route': ['p1', 'e1', 'i3', 'x8', 'p2', 'c2']}
1769733257.1002724,RECEIVED,2a512282-7053-4adf-845c-49af967f43f7,7b7b30ab-90af-410c-b433-c7331d51416a,c1,c2,27,p2,?,surb={'id': 'a4a337fe-aadd-4e29-a5a6-98e0fa7cbf07', 'route': ['p2', 'e8', 'i11', 'x12', 'p1', 'c1']}
1769733257.1744902,RECEIVED,a54d4955-b416-4ebe-b95d-095df86d199f,fcf9f4b9-4875-48c5-b67a-bef4972547a7,c4,c2,27,p2,?,surb={'id': 'e8aa870a-a963-4ac0-b437-407128d54c53', 'route': ['p2', 'e12', 'i4', 'x2', 'p1', 'c4']}
1769733257.186447,RECEIVED,9cf70846-9520-4c36-bb05-647ae8125d69,23dfc60e-6fe6-49d4-a42c-ca5b97aff227,c1,c2,27,p2,?,surb={'id': '1ff20c1c-1e40-4ae1-8deb-174546404503', 'route': ['p2', 'e10', 'i4', 'x10', 'p1', 'c1']}
1769733257.2078948,RECEIVED,03de917a-2b1e-4e95-bfd6-3f9972753284,5fc81edc-a970-43d0-83d6-3f05dec21466,c4,c2,27,p2,?,surb={'id': '34a018ff-8ba0-46a4-bbef-e9743981df5f', 'route': ['p2', 'e5', 'i7', 'x4', 'p1', 'c4']}
1769733257.276524,SENT,e2293122-62ac-42cc-b48b-597ca6d91192,ace3cd12-0b4f-48c3-902f-2cd17d6bac9c,c2,c4,3376,?,p2,
1769733257.276617,CREATED,83e8739f-b2f7-4a72-8864-a2e71cb1ec0c,2568f83c-d501-4d26-8af6-d1ad1554a1c8,c2,c4,27,?,?,surb={'id': 'b96df433-d6da-4f0c-b1e6-b42ecd8a7f3e', 'route': ['p1', 'e1', 'i3', 'x8', 'p2', 'c2']}
1769733257.4873483,SENT,ae5fcfc5-e6af-4495-af62-72d468d97d05,fd6d2644-8a03-4c48-a154-70a57694e3f7,c2,c4,3391,?,p2,
1769733257.48744,CREATED,466f7248-e08d-4fe4-8b6d-43c211d76ce2,d269436f-e20c-4286-931a-13c6e9453827,c2,c4,27,?,?,surb={'id': '948f0b5f-18a8-43d0-a1d6-71ad0093c51a', 'route': ['p1', 'e9', 'i2', 'x10', 'p2', 'c2']}
1769733257.560607,RECEIVED,dc97675f-24dd-4336-ac9d-4752531bc4c3,85efca40-fc95-48fe-9e51-8ec40f4e7b57,c4,c2,26,p2,?,surb={'id': 'eaca543c-1776-42b2-a16b-e60362246233', 'route': ['p2', 'e10', 'i12', 'x12', 'p1', 'c4']}
1769733257.5778399,SENT,7cf0d00d-fa96-441b-8dc7-7109d585e752,eb706379-d46a-4586-946d-d696042daadf,c2,c4,3393,?,p2,
1769733257.577932,CREATED,de0149f9-c49c-4104-9c61-79caefb73387,d269436f-e20c-4286-931a-13c6e9453827,c2,c4,27,?,?,surb={'id': '948f0b5f-18a8-43d0-a1d6-71ad0093c51a', 'route': ['p1', 'e9', 'i2', 'x10', 'p2', 'c2']}
1769733257.7006917,RECEIVED,548f216a-3d29-42ff-80e7-0cd7d696f811,cf2cb60a-d9c7-43bb-9a68-429f7f420541,c4,c2,27,p2,?,surb={'id': 'f5fa8700-cf07-4cdb-9f97-dc136be6120d', 'route': ['p2', 'e8', 'i1', 'x7', 'p1', 'c4']}
1769733257.9143124,SENT,763a8059-5d30-43a9-916d-c7541faccecb,85fee434-948e-48b7-9dc7-acf8c8e6f661,c2,c4,3416,?,p2,
1769733257.9143841,CREATED,efa3801d-151c-4758-a7b5-af7c114c7e07,2d292882-8190-4382-9c48-aa3aa24b7361,c2,c4,27,?,?,surb={'id': '6fc3de43-666a-453c-b421-330a474c7369', 'route': ['p1', 'e7', 'i5', 'x10', 'p2', 'c2']}
1769733257.975343,RECEIVED,32012d2e-845c-4b9c-a1fe-98d65b55385c,0869fff4-53fd-4dc7-b6a9-a055856b52cf,c4,c2,25,p2,?,surb={'id': 'd7ef0c6b-f71a-47b2-b39c-9a56558ee2e7', 'route': ['p2', 'e5', 'i4', 'x4', 'p1', 'c4']}
1769733258.19196,SENT,34efc4cf-4aab-4097-a64d-f865d3913fb2,e6ed0eba-e7ee-45b0-bcf4-a1520c48e8a6,c2,c4,3404,?,p2,
1769733258.1923022,CREATED,668caee2-a0e7-4496-a33a-14564a4f80a1,2d292882-8190-4382-9c48-aa3aa24b7361,c2,c4,27,?,?,surb={'id': '6fc3de43-666a-453c-b421-330a474c7369', 'route': ['p1', 'e7', 'i5', 'x10', 'p2', 'c2']}
1769733258.3857892,RECEIVED,c9225864-faf6-4da5-845c-71032ad23b72,d8dc00a5-737a-41a5-a501-290fc56a5560,c1,c2,27,p2,?,surb={'id': '9ccaac4f-cd0c-4996-947d-bca172fab3b1', 'route': ['p2', 'e4', 'i1', 'x2', 'p1', 'c1']}
1769733258.4979844,RECEIVED,6259d3f0-90ad-438f-a5c4-e12719db6f0d,d8dc00a5-737a-41a5-a501-290fc56a5560,c1,c2,27,p2,?,surb={'id': '9ccaac4f-cd0c-4996-947d-bca172fab3b1', 'route': ['p2', 'e4', 'i1', 'x2', 'p1', 'c1']}
1769733258.6784675,RECEIVED,7593b9c3-158d-4c84-917f-84c1b552859e,23dfc60e-6fe6-49d4-a42c-ca5b97aff227,c1,c2,27,p2,?,surb={'id': '1ff20c1c-1e40-4ae1-8deb-174546404503', 'route': ['p2', 'e10', 'i4', 'x10', 'p1', 'c1']}
1769733258.8754268,RECEIVED,70eca60d-e7bd-42c7-a85d-9127717cb3ef,baf1394e-ec15-40a5-a59f-fd8a1a94b1f8,c1,c2,27,p2,?,surb={'id': '82c524a8-ebe2-46d0-8977-8e3dfc5952a5', 'route': ['p2', 'e11', 'i4', 'x2', 'p1', 'c1']}
1769733258.8799312,RECEIVED,804af57e-f285-40d3-9342-59ad6120eb98,caee307c-4a3a-4e01-b1b8-65cbd4427b70,c1,c2,27,p2,?,surb={'id': '865d0b1e-d41e-4860-bf1e-f65b337b332a', 'route': ['p2', 'e4', 'i7', 'x9', 'p1', 'c1']}
1769733258.9847827,RECEIVED,e9d9f25e-f36f-47e9-a870-0339b9634bd7,8b22166a-b0a2-49b9-a669-ad22907af642,c4,c2,27,p2,?,surb={'id': 'f210010e-c14f-4e88-83b3-48b189634984', 'route': ['p2', 'e10', 'i2', 'x6', 'p1', 'c4']}
1769733258.996148,RECEIVED,454236fd-4afd-4536-9694-7b852ba53c35,0869fff4-53fd-4dc7-b6a9-a055856b52cf,c4,c2,25,p2,?,surb={'id': 'd7ef0c6b-f71a-47b2-b39c-9a56558ee2e7', 'route': ['p2', 'e5', 'i4', 'x4', 'p1', 'c4']}
1769733259.0958238,SENT,1ab5d444-9b89-44a1-8a62-c8ea516cb0f2,8320ffed-b68a-4776-9df8-7a4aa1ab7cdc,c2,c4,3360,?,p2,
1769733259.0958867,CREATED,63755e98-a157-4cf3-9eaa-cd6ba194c41e,bc5d01a7-3b27-4f01-92f9-94c7fac7e96b,c2,c4,27,?,?,surb={'id': '381f14d9-64be-40da-99c8-564e692a65c8', 'route': ['p1', 'e4', 'i4', 'x5', 'p2', 'c2']}
1769733259.2186437,RECEIVED,8c7ed348-e767-4bbf-a801-f7303154f866,41fe44f3-ccde-4923-9835-d085c1ee94f4,c4,c2,27,p2,?,surb={'id': 'a0779ac1-f546-43b1-8d9f-f88ee292b5a1', 'route': ['p2', 'e4', 'i5', 'x7', 'p1', 'c4']}
1769733259.2195725,SENT,a10e17d3-882f-4c67-98fa-ed832de0d715,b1ceb1a9-0995-48b1-91bc-f9afb49eebdf,c2,c4,3363,?,p2,
1769733259.2196188,CREATED,33217c36-962b-4ff6-a251-44e572e12185,bc5d01a7-3b27-4f01-92f9-94c7fac7e96b,c2,c4,27,?,?,surb={'id': '381f14d9-64be-40da-99c8-564e692a65c8', 'route': ['p1', 'e4', 'i4', 'x5', 'p2', 'c2']}
1769733259.3117173,SENT,0cca030e-f71e-4c68-82c2-80615e793c4b,3303c7c5-b88e-4355-8ffe-313472f2f9be,c2,c4,3380,?,p2,
1769733259.3117995,CREATED,4a41a2a0-4d39-41cc-a8e4-e44322d7b025,265b902f-646c-4744-9cbd-f30d835e884d,c2,c4,27,?,?,surb={'id': '37036357-41b5-4e72-a0b7-a796e247edf0', 'route': ['p1', 'e10', 'i5', 'x10', 'p2', 'c2']}
