timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769497547.3017447,SENT,07e3b6a2-821d-4ac4-94b8-e136c11d1bb8,03b4fb2c-a8c8-4466-8873-9afe256b9b08,c2,c1,3396,?,p2,
1769497547.3019025,CREATED,b63789b4-c579-4d9d-b7d7-0cc3a8194818,4e024b63-186a-49b2-96ae-21ed68b6f4b2,c2,c1,27,?,?,surb={'id': 'd991c29d-138f-4835-bcad-8268526c462d', 'route': ['p1', 'e3', 'i9', 'x12', 'p2', 'c2']}
1769497809.3223717,RECEIVED,704f5cde-1efd-4a34-b786-dd54c1fe7695,bc82239b-21b8-4f5c-8186-0221875e9c22,c5,c2,27,p2,?,surb={'id': 'e02a68e4-8ee5-41d6-951d-aadba62e8f58', 'route': ['p2', 'e12', 'i5', 'x12', 'p2', 'c5']}
1769497809.4594357,SENT,9f19ad37-c99c-4e1b-b4d5-b6ee5b11c087,05216294-b1c5-4bb9-881c-8bb927526b8e,c2,c1,3369,?,p2,
1769497809.45952,CREATED,94b10e61-6765-4cec-a039-53081a0ee3ca,2175824c-ecd0-44df-ade1-d9d43fcab3dc,c2,c1,27,?,?,surb={'id': '80c4a37f-1216-435c-9c78-b246805c20ee', 'route': ['p1', 'e3', 'i3', 'x6', 'p2', 'c2']}
1769497809.4910638,SENT,cf970e2a-9e0c-4c03-b9b1-87dd09d1a39a,cc845378-30ab-4533-a493-d87590405bd1,c2,c1,3384,?,p2,
1769497809.4911485,CREATED,d8675da2-6c3a-4d1e-a105-43712eca694e,2175824c-ecd0-44df-ade1-d9d43fcab3dc,c2,c1,27,?,?,surb={'id': '80c4a37f-1216-435c-9c78-b246805c20ee', 'route': ['p1', 'e3', 'i3', 'x6', 'p2', 'c2']}
1769497809.5772724,RECEIVED,e2503e8b-6299-4e13-9d54-3d7147930360,c600b2dd-73c1-4a0b-a646-9de632719d3d,c5,c2,27,p2,?,surb={'id': '017ff412-ab5f-40a6-84bf-189225cd5113', 'route': ['p2', 'e12', 'i3', 'x10', 'p2', 'c5']}
1769497809.6035075,SENT,1e412c29-c5d9-42f6-86eb-39e951d91eeb,a1711ac5-eb9d-4fca-adb2-44414f79cdbc,c2,c1,3404,?,p2,
1769497809.6035874,CREATED,688db9a0-2c4a-411c-843a-75f8a02a1f96,33de09f8-de7e-48ba-959d-1ecf4c3c03da,c2,c1,27,?,?,surb={'id': '13fb6b3d-d7b4-4c43-ae32-3c68b8b63a2c', 'route': ['p1', 'e6', 'i6', 'x11', 'p2', 'c2']}
1769497809.650344,SENT,e5658d08-567d-4b36-a8d8-85225c3dd978,8a4a37e4-0cc5-4419-bec1-1affb2cf9124,c2,c1,3400,?,p2,
1769497809.6504216,CREATED,633ad664-3e62-485f-871d-4d271c322dab,33de09f8-de7e-48ba-959d-1ecf4c3c03da,c2,c1,27,?,?,surb={'id': '13fb6b3d-d7b4-4c43-ae32-3c68b8b63a2c', 'route': ['p1', 'e6', 'i6', 'x11', 'p2', 'c2']}
1769497809.6963243,SENT,01460d2a-bc35-499d-a46c-462f38dfd0ca,b07e65d1-ff7f-4e7e-ac94-3f3d598e2a8a,c2,c1,3375,?,p2,
1769497809.6963987,CREATED,f296667b-bbbb-4641-ad26-78562b6d7225,31b13cb6-b15b-4524-aab2-6b8c170987df,c2,c1,27,?,?,surb={'id': '1905372e-972f-4c73-8c56-1d065d72bb66', 'route': ['p1', 'e9', 'i5', 'x10', 'p2', 'c2']}
1769497809.7590709,SENT,7cb023ab-7147-4049-803c-4878c5735b10,442ca07d-1272-4186-b0bc-1fe1ec1bbfe7,c2,c1,3381,?,p2,
1769497809.759156,CREATED,8de14ca3-bf23-44c5-9542-0f80fa66523b,31b13cb6-b15b-4524-aab2-6b8c170987df,c2,c1,27,?,?,surb={'id': '1905372e-972f-4c73-8c56-1d065d72bb66', 'route': ['p1', 'e9', 'i5', 'x10', 'p2', 'c2']}
1769497809.9780002,RECEIVED,9e3495f1-e74a-4fb9-895f-b3071be1730f,bc82239b-21b8-4f5c-8186-0221875e9c22,c5,c2,27,p2,?,surb={'id': 'e02a68e4-8ee5-41d6-951d-aadba62e8f58', 'route': ['p2', 'e12', 'i5', 'x12', 'p2', 'c5']}
1769497810.3072155,SENT,05ac3b83-fbc1-49b0-a294-96501272fc3d,f160ed0d-b370-4211-92a9-91a9c75b7096,c2,c1,3380,?,p2,
1769497810.3072886,CREATED,9567ae01-e02f-448e-b689-984953c220dd,2cd84e98-5606-4893-91ec-175b50e463bc,c2,c1,27,?,?,surb={'id': 'e29df309-4aef-4fc3-97d4-ea58ef717db6', 'route': ['p1', 'e6', 'i3', 'x6', 'p2', 'c2']}
1769497810.3779287,RECEIVED,1b0437e7-2db6-4022-b78b-06f7cddda198,419ff2e4-d1c4-4e0e-9611-3679dcd2283a,c5,c2,27,p2,?,surb={'id': '0cd7b813-706f-4a43-9fb6-d11a39f200b7', 'route': ['p2', 'e4', 'i11', 'x7', 'p2', 'c5']}
1769497810.420514,RECEIVED,be8a9428-03d3-4e33-8dfd-f3414c1ce1f4,a7cd044b-4f74-4906-a2b7-7880b9bf69c9,c5,c2,27,p2,?,surb={'id': '26da726d-9c77-4da4-800c-a3dea78db3d8', 'route': ['p2', 'e4', 'i5', 'x5', 'p2', 'c5']}
1769497810.7483103,SENT,82beb372-58cf-40cd-affe-4a6c3d15c98b,b2918993-e87e-4fa2-88eb-f114fc379141,c2,c1,3371,?,p2,
1769497810.7485607,CREATED,18d2d5e2-f52d-47cb-8a78-d3f9b5082442,2cd84e98-5606-4893-91ec-175b50e463bc,c2,c1,27,?,?,surb={'id': 'e29df309-4aef-4fc3-97d4-ea58ef717db6', 'route': ['p1', 'e6', 'i3', 'x6', 'p2', 'c2']}
1769497810.8213,SENT,13c741aa-fe00-4b8f-9f32-0045fc7816c3,62eb644e-d86e-459b-b918-21f410fd37ea,c2,c1,3396,?,p2,
1769497810.8214524,CREATED,baf68c5d-a383-42ff-8e79-a71fe5a5ee6c,a2499278-8f38-45d6-9e8d-2fb607c985ff,c2,c1,27,?,?,surb={'id': '057f6140-dc42-4c49-8451-55b5fc6c626b', 'route': ['p1', 'e5', 'i7', 'x10', 'p2', 'c2']}
1769497810.9525492,RECEIVED,81d1183b-fe10-45c1-9f29-12a2e7821848,c600b2dd-73c1-4a0b-a646-9de632719d3d,c5,c2,27,p2,?,surb={'id': '017ff412-ab5f-40a6-84bf-189225cd5113', 'route': ['p2', 'e12', 'i3', 'x10', 'p2', 'c5']}
1769497811.0491502,SENT,f7c69acd-7b4a-41bf-b0f6-9094c12fa590,858350a6-3910-4ab7-bde1-c984b1152d51,c2,c1,3382,?,p2,
1769497811.0493083,CREATED,8ae6da14-9bb7-4417-a85d-ef56d59c010b,a2499278-8f38-45d6-9e8d-2fb607c985ff,c2,c1,27,?,?,surb={'id': '057f6140-dc42-4c49-8451-55b5fc6c626b', 'route': ['p1', 'e5', 'i7', 'x10', 'p2', 'c2']}
1769497811.307284,SENT,17d5e192-1201-437e-9007-9293bf03e0f0,81f3130e-5262-4d1a-9cc9-898ca2c7b951,c2,c1,3383,?,p2,
1769497811.3073661,CREATED,c140252f-3eb5-40aa-b8c8-8818e4ac3174,ddaeb2be-039a-4c98-bea8-d18425cdb186,c2,c1,27,?,?,surb={'id': '7fd5f4d0-58cf-46dc-a7b2-8faf7d26719a', 'route': ['p1', 'e4', 'i1', 'x7', 'p2', 'c2']}
1769497811.4548337,SENT,47caee2f-87e1-46bd-b258-5c0a115fe4f5,61e0174d-4b9c-40b4-8de1-b0a698352c8b,c2,c1,3387,?,p2,
1769497811.4549112,CREATED,71a63a10-e09d-466a-8639-d3651e7eb89f,ddaeb2be-039a-4c98-bea8-d18425cdb186,c2,c1,27,?,?,surb={'id': '7fd5f4d0-58cf-46dc-a7b2-8faf7d26719a', 'route': ['p1', 'e4', 'i1', 'x7', 'p2', 'c2']}
1769497811.8562224,SENT,5cca994a-10af-4144-ae45-8f0e4fa5a69b,f197c11c-c0f0-46f5-9237-45561d45f70e,c2,c1,3375,?,p2,
1769497811.8562977,CREATED,d12108e4-0d00-4675-bbbd-f2ad94c76f03,47ed8da6-29e2-4585-9d5c-40d448a05bbb,c2,c1,27,?,?,surb={'id': 'b560e74b-a164-487b-927d-7621fbf99f87', 'route': ['p1', 'e1', 'i8', 'x4', 'p2', 'c2']}
1769497812.1363118,RECEIVED,a6a7b081-7860-4cf6-ac7b-0e49dbf393c4,7d982091-bd93-4164-895a-df4c8885cf3f,c5,c2,27,p2,?,surb={'id': 'a21e65ad-21bd-4dcf-a1e1-4a1175abc4d0', 'route': ['p2', 'e10', 'i1', 'x9', 'p2', 'c5']}
1769497812.1693144,RECEIVED,c87472e8-328f-42b4-932b-65963480f433,a7cd044b-4f74-4906-a2b7-7880b9bf69c9,c5,c2,27,p2,?,surb={'id': '26da726d-9c77-4da4-800c-a3dea78db3d8', 'route': ['p2', 'e4', 'i5', 'x5', 'p2', 'c5']}
1769497812.271601,RECEIVED,b0349b13-1753-4967-82bf-f548e23fe786,d490f63e-fc9b-4d24-9b02-b415e1d91c4b,c5,c2,27,p2,?,surb={'id': '21e20e3f-415b-491a-a24a-69042141482d', 'route': ['p2', 'e6', 'i5', 'x4', 'p2', 'c5']}
1769497812.721978,RECEIVED,208c1024-deda-4264-84b3-2307b4db1914,7d982091-bd93-4164-895a-df4c8885cf3f,c5,c2,27,p2,?,surb={'id': 'a21e65ad-21bd-4dcf-a1e1-4a1175abc4d0', 'route': ['p2', 'e10', 'i1', 'x9', 'p2', 'c5']}
1769497812.7276332,SENT,d9560e4c-fc42-4f6c-9b8c-a31144d10d2e,9911a46b-913d-4079-b29a-903572953f17,c2,c1,3389,?,p2,
1769497812.7277882,CREATED,90c2c233-7034-43f1-8438-b3ee1673e467,47ed8da6-29e2-4585-9d5c-40d448a05bbb,c2,c1,27,?,?,surb={'id': 'b560e74b-a164-487b-927d-7621fbf99f87', 'route': ['p1', 'e1', 'i8', 'x4', 'p2', 'c2']}
1769497812.79518,RECEIVED,ff9c7574-559f-4efc-98c2-df9fbf2012d0,fe03ad1d-7f7b-4576-a776-414bdb448e1a,c5,c2,27,p2,?,surb={'id': 'bdfca694-6b09-452f-8ccd-ed9ed9b28970', 'route': ['p2', 'e1', 'i3', 'x6', 'p2', 'c5']}
1769497812.8975122,RECEIVED,89d09666-9487-4163-8e68-9b840dca3e58,664bc6ec-5d92-4ea1-a889-7ce0c7c6ee2c,c5,c2,27,p2,?,surb={'id': '77446054-2bb1-468e-aa54-99823ccf530f', 'route': ['p2', 'e12', 'i12', 'x9', 'p2', 'c5']}
1769497812.9747536,RECEIVED,ab2f84b0-0346-43b2-9450-b304917b1efd,c6aa85a5-a8f4-41d3-855b-70a62d676896,c5,c2,27,p2,?,surb={'id': '89317ffe-b756-4395-9187-f8bc487f72e4', 'route': ['p2', 'e12', 'i11', 'x8', 'p2', 'c5']}
1769497813.029782,SENT,c18fe6b8-1d50-4104-a016-3f8dc4a502cd,fae9131c-2834-4773-ac7d-ef98e3ae61ea,c2,c1,3391,?,p2,
1769497813.0298765,CREATED,96d3b28b-4b1d-4288-b406-dec4a082f323,30a0034b-16e3-4d6a-a2d1-e52b0f5e4f37,c2,c1,27,?,?,surb={'id': '41baf8c5-4d54-47ec-95c2-5f45339079fa', 'route': ['p1', 'e4', 'i11', 'x10', 'p2', 'c2']}
1769497813.287128,SENT,7e67a669-64c3-46c8-91af-e2498e8e2cad,5a3f23c5-36b9-4601-b26c-8a572989e711,c2,c1,3383,?,p2,
1769497813.2872806,CREATED,7c63fcfb-77f0-4df2-b457-cfc4eab8dfee,30a0034b-16e3-4d6a-a2d1-e52b0f5e4f37,c2,c1,27,?,?,surb={'id': '41baf8c5-4d54-47ec-95c2-5f45339079fa', 'route': ['p1', 'e4', 'i11', 'x10', 'p2', 'c2']}
1769497813.5776532,RECEIVED,adc629d1-f9ad-4112-ac95-0b0337575d5f,15bfceff-18ae-41b9-998d-9f0132b31c68,c5,c2,27,p2,?,surb={'id': '474618e5-1ede-4a4d-a3d8-1dc84ac61d47', 'route': ['p2', 'e3', 'i12', 'x10', 'p2', 'c5']}
1769497813.98664,SENT,8b02f903-33dd-49d8-a1c6-39527a9eb6b3,e090fa4e-e0d0-4d73-afb3-cb9813b5bafd,c2,c1,3392,?,p2,
1769497813.986752,CREATED,461e9cd0-e37c-4350-9653-f56229e35c55,c2613c02-4be0-4436-9098-1ca4390b64ad,c2,c1,27,?,?,surb={'id': '4e770723-6cb1-400c-9a6c-4e7a43fef6d5', 'route': ['p1', 'e1', 'i12', 'x11', 'p2', 'c2']}
1769497814.0089185,RECEIVED,0d834619-edc2-42cc-a1f5-fd0910511ab1,22fd66ac-8886-4b28-8806-9d7a49954259,c5,c2,27,p2,?,surb={'id': 'bb24b70e-db85-4866-8db9-48de79017c32', 'route': ['p2', 'e11', 'i6', 'x12', 'p2', 'c5']}
1769497814.4024081,RECEIVED,56d93a9b-0e8a-4d33-b86d-a09cd9492e42,43277728-6257-4b3d-ba1d-eb735008176a,c5,c2,27,p2,?,surb={'id': '6cb54bc1-f834-423e-bab5-e4299e4389d9', 'route': ['p2', 'e7', 'i4', 'x9', 'p2', 'c5']}
1769497814.4215312,RECEIVED,08df96f0-100c-4ea9-ad67-a6e1340ee2ba,22fd66ac-8886-4b28-8806-9d7a49954259,c5,c2,27,p2,?,surb={'id': 'bb24b70e-db85-4866-8db9-48de79017c32', 'route': ['p2', 'e11', 'i6', 'x12', 'p2', 'c5']}
1769497814.4370048,SENT,05bdedaa-f972-4b86-9329-f629e114510a,3090a28a-8feb-45fa-b66f-3bc975ad2b5a,c2,c1,3394,?,p2,
1769497814.4372637,CREATED,436269df-ccf8-4e3d-a2c8-43dce775e14d,c2613c02-4be0-4436-9098-1ca4390b64ad,c2,c1,27,?,?,surb={'id': '4e770723-6cb1-400c-9a6c-4e7a43fef6d5', 'route': ['p1', 'e1', 'i12', 'x11', 'p2', 'c2']}
1769497814.84118,SENT,f1d90a23-d041-4b6f-a078-4c1b2e065ebd,865e7b5a-bf51-443e-a2c5-65fc4c974f5f,c2,c1,3380,?,p2,
1769497814.8412828,CREATED,d93add7b-0f4e-46b8-bd01-6e85df04fdc9,aebb94b4-e903-4c3b-be70-45502dde9c24,c2,c1,27,?,?,surb={'id': '90533e90-8618-4ca4-83d2-1c76df69ed17', 'route': ['p1', 'e1', 'i7', 'x6', 'p2', 'c2']}
1769497815.0269241,RECEIVED,89244223-1f3b-4da4-9c6f-6b78087ad2ab,fe03ad1d-7f7b-4576-a776-414bdb448e1a,c5,c2,27,p2,?,surb={'id': 'bdfca694-6b09-452f-8ccd-ed9ed9b28970', 'route': ['p2', 'e1', 'i3', 'x6', 'p2', 'c5']}
1769497815.0866847,SENT,dc07a5f3-a05a-460d-8c22-57557e13e330,8a823b53-09b3-4bbb-a4a9-c802f304c5c1,c2,c1,3380,?,p2,
1769497815.08682,CREATED,47ff2c8c-81c2-47b3-8195-b171d7e027c6,aebb94b4-e903-4c3b-be70-45502dde9c24,c2,c1,27,?,?,surb={'id': '90533e90-8618-4ca4-83d2-1c76df69ed17', 'route': ['p1', 'e1', 'i7', 'x6', 'p2', 'c2']}
1769497815.1361275,RECEIVED,ed9fb1fb-ed05-4776-ae0d-aed0e1054666,43277728-6257-4b3d-ba1d-eb735008176a,c5,c2,27,p2,?,surb={'id': '6cb54bc1-f834-423e-bab5-e4299e4389d9', 'route': ['p2', 'e7', 'i4', 'x9', 'p2', 'c5']}
1769497815.2304506,SENT,06b803e8-0c8a-4758-affd-695869ea6db8,6d630bb0-48cb-4d2b-a6d8-7c59fdbbe63c,c2,c1,3375,?,p2,
1769497815.230554,CREATED,0afffd1a-e424-46f9-bfbc-d46f66a7f76a,9698104b-0c2a-4dae-88e9-12e88c8a987a,c2,c1,27,?,?,surb={'id': 'a7c24c1d-f360-4b42-99be-73377931b1db', 'route': ['p1', 'e4', 'i7', 'x11', 'p2', 'c2']}
1769497816.3605587,RECEIVED,9f4052f3-2f9a-44cb-a88b-0a7aae317b7d,3f627a1b-a34d-4f44-a5cf-a75821727143,c5,c2,27,p2,?,surb={'id': 'bda71aa8-874e-459f-9385-7101a3636cf0', 'route': ['p2', 'e3', 'i2', 'x2', 'p2', 'c5']}
1769497816.3964636,SENT,e9e1b46f-1614-4e2b-9356-65ad79966979,1f75bd1f-9e43-4210-a60e-5ba1d4395b96,c2,c1,3392,?,p2,
1769497816.396617,CREATED,d420bcd9-2dfb-40b8-95d1-d54d7bf596ac,9698104b-0c2a-4dae-88e9-12e88c8a987a,c2,c1,27,?,?,surb={'id': 'a7c24c1d-f360-4b42-99be-73377931b1db', 'route': ['p1', 'e4', 'i7', 'x11', 'p2', 'c2']}
1769497816.5117161,SENT,13660e68-67d1-477c-8e48-6b0827b613ad,49a24f14-61b7-45cf-b32e-0e05a5958bc0,c2,c1,3361,?,p2,
1769497816.5118663,CREATED,98193a4a-4977-4ec3-9586-e646c6330986,08f628d4-cd5a-4c5a-93ec-b7d4a646f371,c2,c1,26,?,?,surb={'id': '79c6f5b9-583c-4611-87bb-900e4f9592f7', 'route': ['p1', 'e3', 'i12', 'x1', 'p2', 'c2']}
1769497817.0375476,RECEIVED,8f3565f0-b481-4aaa-a5dc-f3915eb038b9,17afe7b9-da67-4a61-af02-12dbb025f364,c5,c2,27,p2,?,surb={'id': '131e1579-ddd0-4fb7-800e-3907526a2438', 'route': ['p2', 'e6', 'i12', 'x11', 'p2', 'c5']}
1769497817.1501744,RECEIVED,2b9e47c5-9510-4c50-a1fd-7e0ece6d320f,52e3aa94-6013-4ee4-a1bd-a1a9ffc71348,c5,c2,26,p2,?,surb={'id': '29b9f23f-1f2b-4739-8365-0bfae0bf4db3', 'route': ['p2', 'e6', 'i10', 'x6', 'p2', 'c5']}
1769497817.2352977,RECEIVED,e6790752-2136-4571-8d0a-80e5f05d79b9,52e3aa94-6013-4ee4-a1bd-a1a9ffc71348,c5,c2,26,p2,?,surb={'id': '29b9f23f-1f2b-4739-8365-0bfae0bf4db3', 'route': ['p2', 'e6', 'i10', 'x6', 'p2', 'c5']}
1769497817.4552708,SENT,862ea6de-c3ec-4aaa-89dc-35d041013d3a,9a94c807-805a-4e82-a473-667a953bea23,c2,c1,3375,?,p2,
1769497817.4554224,CREATED,e54f67c5-f0d7-4643-858d-c3ac0aa874ce,08f628d4-cd5a-4c5a-93ec-b7d4a646f371,c2,c1,26,?,?,surb={'id': '79c6f5b9-583c-4611-87bb-900e4f9592f7', 'route': ['p1', 'e3', 'i12', 'x1', 'p2', 'c2']}
1769497817.5817013,RECEIVED,80ee4dc7-de5c-45f0-abdc-459b12cd9097,a9e5a7e8-db95-4d27-84b0-87d429628517,c5,c2,27,p2,?,surb={'id': '52fc2908-80c7-4ea9-94f5-c04de0d0c834', 'route': ['p2', 'e8', 'i7', 'x9', 'p2', 'c5']}
1769497817.6456223,SENT,e24050a7-6148-445a-a750-d89ec3389610,8f364da0-0750-411b-a76e-103416eb9934,c2,c1,3387,?,p2,
1769497817.6457746,CREATED,22846fb2-68ea-4ef1-9529-dd2f253df2a4,64626bae-a4a4-4891-a6b4-e5ee6b529dc8,c2,c1,27,?,?,surb={'id': '1cd0ccf4-e5ff-4179-affd-e53ea00798d0', 'route': ['p1', 'e5', 'i11', 'x10', 'p2', 'c2']}
1769497817.6718435,SENT,3e0f0ed5-034f-406b-af11-b2050077dbe0,57959626-46f8-4b28-9732-61b9630257e2,c2,c1,3394,?,p2,
1769497817.6720054,CREATED,5ae83724-1c7f-4168-a4ac-cc0d256dd773,64626bae-a4a4-4891-a6b4-e5ee6b529dc8,c2,c1,27,?,?,surb={'id': '1cd0ccf4-e5ff-4179-affd-e53ea00798d0', 'route': ['p1', 'e5', 'i11', 'x10', 'p2', 'c2']}
1769497817.8292754,RECEIVED,49c39907-7f4b-4592-a7c3-7c45825bfbc3,a9e5a7e8-db95-4d27-84b0-87d429628517,c5,c2,27,p2,?,surb={'id': '52fc2908-80c7-4ea9-94f5-c04de0d0c834', 'route': ['p2', 'e8', 'i7', 'x9', 'p2', 'c5']}
1769497817.9336965,RECEIVED,baa9137d-54f3-41f2-8802-b2ed01f0e666,8dcee4b4-6bb4-4db1-aab4-841cbc296de9,c5,c2,27,p2,?,surb={'id': '3a9349e5-7e7b-431b-9635-adbf0f7cb62f', 'route': ['p2', 'e1', 'i11', 'x9', 'p2', 'c5']}
1769497818.0937529,RECEIVED,5710efcc-e357-482c-8070-88af53502e23,fcf7b3cb-e283-4adb-a631-1f5009aad2d9,c5,c2,26,p2,?,surb={'id': '386876e9-dc8b-4455-b644-9468f2c08529', 'route': ['p2', 'e11', 'i3', 'x3', 'p2', 'c5']}
1769497818.1111376,SENT,78be9546-04cd-4de4-80ea-d2a3cd8093a1,8e5a3a8a-c0ef-4097-8e14-844425ce6081,c2,c1,3387,?,p2,
1769497818.111419,CREATED,0dac583f-ae18-475e-8405-248070aa4cd2,ce10eed1-8394-4dbd-835b-9c7cc1a03e64,c2,c1,27,?,?,surb={'id': '887540cf-c1ea-4f92-b660-b06c68116de0', 'route': ['p1', 'e9', 'i2', 'x12', 'p2', 'c2']}
1769497818.3416693,SENT,d2d689e9-1827-40c7-bf28-cda087b2ea5e,9d94fc8e-d128-4529-ade7-be625e53bb3d,c2,c1,3392,?,p2,
1769497818.3418512,CREATED,b35ee1d9-e837-4111-9e68-8865a431e10c,ce10eed1-8394-4dbd-835b-9c7cc1a03e64,c2,c1,27,?,?,surb={'id': '887540cf-c1ea-4f92-b660-b06c68116de0', 'route': ['p1', 'e9', 'i2', 'x12', 'p2', 'c2']}
1769497818.468845,SENT,f24771e3-c03f-4c49-9638-16d0c132d824,e2293026-bb00-44a8-930e-bce1886e1a4a,c2,c1,3399,?,p2,
1769497818.4689953,CREATED,5e89a873-a263-4739-9884-082d31dce556,1027771b-d1fa-4794-b439-332a1f40b648,c2,c1,27,?,?,surb={'id': 'c91b9e03-f8f5-4074-9b40-ae679664f7bb', 'route': ['p1', 'e2', 'i12', 'x7', 'p2', 'c2']}
1769497818.7891362,RECEIVED,8d3dc3ac-2d37-40d7-a2bc-ab0c401ed1d3,ef0eb181-8b67-4873-b847-9baf7aeb8bc8,c5,c2,27,p2,?,surb={'id': '055a44d5-c548-493b-b0b7-e7f761eced9e', 'route': ['p2', 'e8', 'i1', 'x8', 'p2', 'c5']}
1769497818.804779,RECEIVED,4d6bd9a6-d010-46cc-a0b5-7991ddc06228,fcf7b3cb-e283-4adb-a631-1f5009aad2d9,c5,c2,26,p2,?,surb={'id': '386876e9-dc8b-4455-b644-9468f2c08529', 'route': ['p2', 'e11', 'i3', 'x3', 'p2', 'c5']}
1769497818.928181,SENT,ab3bd6d5-fcbd-49ac-9816-6fef16e51bd4,c7af667d-0146-4c8e-b99f-229c8dfe41b9,c2,c1,3398,?,p2,
1769497818.9283164,CREATED,f66cd60c-c111-4ff3-8ba1-01be2eaca200,1027771b-d1fa-4794-b439-332a1f40b648,c2,c1,27,?,?,surb={'id': 'c91b9e03-f8f5-4074-9b40-ae679664f7bb', 'route': ['p1', 'e2', 'i12', 'x7', 'p2', 'c2']}
1769497819.0182245,SENT,11c34044-525b-4b51-89e4-3156214f570d,c69a4329-d4bb-4ded-9598-da6eb34f994b,c2,c1,3358,?,p2,
1769497819.0183828,CREATED,4e59a393-81f7-4512-955c-47b2a5a9ed42,1a2d66e7-6e38-45c2-bee1-3308f277e39b,c2,c1,27,?,?,surb={'id': '662c7330-0392-42e6-9db4-d2c5b72b1f1f', 'route': ['p1', 'e5', 'i6', 'x8', 'p2', 'c2']}
1769497819.074643,SENT,84a03ef3-2b15-4277-b5ca-0c30d19b57e6,ad14ff61-35ec-4332-ae21-8675cca70374,c2,c1,3377,?,p2,
1769497819.0747676,CREATED,98be7ca8-999b-411e-9e5b-f3ab290da6ed,1a2d66e7-6e38-45c2-bee1-3308f277e39b,c2,c1,27,?,?,surb={'id': '662c7330-0392-42e6-9db4-d2c5b72b1f1f', 'route': ['p1', 'e5', 'i6', 'x8', 'p2', 'c2']}
1769497819.1740065,RECEIVED,7f440640-b0a1-4517-833e-ec0b37662e11,17afe7b9-da67-4a61-af02-12dbb025f364,c5,c2,27,p2,?,surb={'id': '131e1579-ddd0-4fb7-800e-3907526a2438', 'route': ['p2', 'e6', 'i12', 'x11', 'p2', 'c5']}
1769497819.292004,RECEIVED,7b6fb45b-1c8f-4171-aa6d-39b187ed383e,ef0eb181-8b67-4873-b847-9baf7aeb8bc8,c5,c2,27,p2,?,surb={'id': '055a44d5-c548-493b-b0b7-e7f761eced9e', 'route': ['p2', 'e8', 'i1', 'x8', 'p2', 'c5']}
1769497819.35281,SENT,648f6b57-c9eb-43d1-bc83-49d2f82af173,be1e3c23-24e5-472c-b475-ef2c1cd969a3,c2,c1,3371,?,p2,
1769497819.3529077,CREATED,6329c8d2-a073-4cac-808d-1b9d09d9fc94,bed4cc20-5fcc-4627-b8b2-ac8e237e1892,c2,c1,27,?,?,surb={'id': 'f397ae75-9514-4b07-b5c7-306cde9d57d3', 'route': ['p1', 'e8', 'i2', 'x10', 'p2', 'c2']}
1769497819.7160337,SENT,41430c71-351a-46ad-b06a-52eb4f313a5f,81422450-04bf-4f79-b816-bb74e6de3991,c2,c1,3402,?,p2,
1769497819.7161517,CREATED,b76797bd-6e99-41cb-8f21-c975381582ac,bed4cc20-5fcc-4627-b8b2-ac8e237e1892,c2,c1,27,?,?,surb={'id': 'f397ae75-9514-4b07-b5c7-306cde9d57d3', 'route': ['p1', 'e8', 'i2', 'x10', 'p2', 'c2']}
1769497819.934136,RECEIVED,15cdc4c8-a026-420d-9e4e-80e24e032bc7,76f10562-692d-479f-9599-eec0375a8aa8,c5,c2,27,p2,?,surb={'id': 'fa06fade-fd9f-42e0-961f-ff957dbf34a5', 'route': ['p2', 'e2', 'i6', 'x8', 'p2', 'c5']}
1769497820.154942,RECEIVED,5c681c8f-3bff-41a5-ba7a-75632ea5f5d9,8dcee4b4-6bb4-4db1-aab4-841cbc296de9,c5,c2,27,p2,?,surb={'id': '3a9349e5-7e7b-431b-9635-adbf0f7cb62f', 'route': ['p2', 'e1', 'i11', 'x9', 'p2', 'c5']}
1769497820.1841486,SENT,b31a5995-44b5-4820-aa5a-935eff19df3d,07722274-367f-483e-89cb-94e08274c790,c2,c1,3374,?,p2,
1769497820.1842213,CREATED,83580f6c-cd23-4abd-8f16-355789470191,42bd081e-8c33-400b-9df9-eca26154b58c,c2,c1,27,?,?,surb={'id': 'c4620bf5-98e4-4c74-bb83-e035eb7caf07', 'route': ['p1', 'e7', 'i7', 'x10', 'p2', 'c2']}
1769497820.6538775,RECEIVED,5f79a990-251a-4e28-b35f-1f598ce304f8,a65b041d-6be1-4cf9-b036-0c8581ebe15d,c5,c2,27,p2,?,surb={'id': '3c760705-7cfd-48c1-9f92-b063edcfe44f', 'route': ['p2', 'e4', 'i9', 'x2', 'p2', 'c5']}
1769497821.339821,SENT,d1586998-06da-436a-9f32-05a1f237ebd8,e03919be-2222-4459-af8c-817fbe91fe93,c2,c1,3360,?,p2,
1769497821.3399737,CREATED,4231a64a-2fec-47c5-b391-69b03593d72a,42bd081e-8c33-400b-9df9-eca26154b58c,c2,c1,27,?,?,surb={'id': 'c4620bf5-98e4-4c74-bb83-e035eb7caf07', 'route': ['p1', 'e7', 'i7', 'x10', 'p2', 'c2']}
1769497821.4148264,RECEIVED,7089cea7-92e0-4b76-8992-146ee7235ee8,c94e5ed1-fc52-4874-9dda-23973b6b43cf,c5,c2,27,p2,?,surb={'id': '0b84c4d1-9815-49a4-a30f-b578b06e3667', 'route': ['p2', 'e8', 'i8', 'x1', 'p2', 'c5']}
