timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769460535.1680076,SENT,478b54ae-c8de-46f9-8961-b2f93433e6c4,49c8875f-618a-4d74-b07c-964558e0c8a6,c2,c4,3401,?,p2,
1769460535.1682053,CREATED,8ec3c058-92fb-4f02-8d80-c4a141282ec0,96b53825-9edb-49ad-9f5e-f295e8baa5bc,c2,c4,27,?,?,surb={'id': 'a9aa8a0c-332e-4ef1-90a0-c5097a91ace6', 'route': ['p1', 'e11', 'i2', 'x12', 'p2', 'c2']}
1769460654.7083285,SENT,4a3b570f-6179-45ca-8dd3-74db1b5076af,c8f487bf-f53c-4fc3-9739-f8fc40c11027,c2,c4,3387,?,p2,
1769460654.708422,CREATED,40460c6f-0b19-4211-aafc-5a3faba04f2e,a0fa3b68-d065-4634-8a5b-c23d36e88932,c2,c4,27,?,?,surb={'id': 'b78e2a08-03a3-41d3-afad-769e749fbda5', 'route': ['p1', 'e9', 'i11', 'x11', 'p2', 'c2']}
1769460654.9234388,RECEIVED,72adacfb-d07d-461e-b010-c77ae44dd95f,95899a9c-5842-475b-8574-ba62f655227b,c3,c2,27,p2,?,surb={'id': '840376dd-24d9-4212-83ab-5c101d2091ed', 'route': ['p2', 'e11', 'i6', 'x1', 'p3', 'c3']}
1769460655.171037,SENT,d4269fe5-7339-45b6-bcb8-92bb3555671f,9438218d-e9d0-451b-92fb-11f9384565a5,c2,c4,3412,?,p2,
1769460655.1711137,CREATED,b795604f-a203-4d27-8b07-3ad2c2909106,a0fa3b68-d065-4634-8a5b-c23d36e88932,c2,c4,27,?,?,surb={'id': 'b78e2a08-03a3-41d3-afad-769e749fbda5', 'route': ['p1', 'e9', 'i11', 'x11', 'p2', 'c2']}
1769460655.8084416,RECEIVED,86e558e2-8702-42fa-8227-34e458d3509f,9578e862-4c2b-4d86-b986-f951b05df3d8,c3,c2,27,p2,?,surb={'id': '25e7fbf2-e0b9-44d1-b6f3-01b65c3c2c77', 'route': ['p2', 'e12', 'i1', 'x9', 'p3', 'c3']}
1769460655.8139136,SENT,50f94852-2262-4226-9259-6233ac49ff7b,b9704fc4-4683-46b7-854e-7def8986d663,c2,c4,3403,?,p2,
1769460655.8140912,CREATED,1bb8e6d9-8c7f-491f-9350-3e456eb1fbf4,87b70ad0-3457-41a1-a86f-45f46fb1c6f0,c2,c4,27,?,?,surb={'id': '733005b7-8ef5-4e7c-8136-5747e39a06bc', 'route': ['p1', 'e12', 'i6', 'x8', 'p2', 'c2']}
1769460655.8238313,RECEIVED,6216d6c2-f4da-4218-92ee-b74d5a8e6422,f7d399f6-c3a8-4ab7-8203-fb2777fc1482,c3,c2,27,p2,?,surb={'id': '2d7eb10a-1447-4546-b18a-39e207046811', 'route': ['p2', 'e3', 'i9', 'x7', 'p3', 'c3']}
1769460656.0148652,RECEIVED,3e75f20f-2a4f-41d8-a5f4-85e495cfba04,f7d399f6-c3a8-4ab7-8203-fb2777fc1482,c3,c2,27,p2,?,surb={'id': '2d7eb10a-1447-4546-b18a-39e207046811', 'route': ['p2', 'e3', 'i9', 'x7', 'p3', 'c3']}
1769460656.1678438,RECEIVED,abf26ffb-90db-46d2-91ea-f254aced26a3,9578e862-4c2b-4d86-b986-f951b05df3d8,c3,c2,27,p2,?,surb={'id': '25e7fbf2-e0b9-44d1-b6f3-01b65c3c2c77', 'route': ['p2', 'e12', 'i1', 'x9', 'p3', 'c3']}
1769460656.5129163,SENT,cce0578b-d9b7-48da-80df-0854a72a1127,6b1f7fc9-4a8b-4b24-a5af-56b00a82a491,c2,c4,3391,?,p2,
1769460656.5131059,CREATED,0bc53f41-bb30-49a0-8d7b-1c7b08fc41e5,87b70ad0-3457-41a1-a86f-45f46fb1c6f0,c2,c4,27,?,?,surb={'id': '733005b7-8ef5-4e7c-8136-5747e39a06bc', 'route': ['p1', 'e12', 'i6', 'x8', 'p2', 'c2']}
1769460656.717652,RECEIVED,e226d6a6-5aae-4f3c-839b-eb7aebcd136c,5f157f7e-ad3e-4327-aef5-90e46158707a,c3,c2,27,p2,?,surb={'id': 'f4184bce-589e-4d90-9ec5-a21dcbfa3dfa', 'route': ['p2', 'e4', 'i3', 'x3', 'p3', 'c3']}
1769460656.9675872,SENT,4c54b532-850e-4917-aca6-dbc8c653b40a,37f62fec-207a-4d5c-a027-08fd379c4463,c2,c4,3384,?,p2,
1769460656.967725,CREATED,6ed479ca-fa40-48d4-8841-7d3701bdaa95,ab643f52-62d4-4c84-9f38-ea397c5bfbbb,c2,c4,27,?,?,surb={'id': '3d85f889-e3e4-4af0-ba82-93f6e3d30dcd', 'route': ['p1', 'e3', 'i11', 'x6', 'p2', 'c2']}
1769460657.1221347,SENT,da097e89-0e69-441b-95f2-b20af821b5f0,ab2e21cb-b22f-4012-aee6-426c8e64fe78,c2,c4,3404,?,p2,
1769460657.1222384,CREATED,0fa8873c-d5e5-42b4-86f4-69090b10d866,ab643f52-62d4-4c84-9f38-ea397c5bfbbb,c2,c4,27,?,?,surb={'id': '3d85f889-e3e4-4af0-ba82-93f6e3d30dcd', 'route': ['p1', 'e3', 'i11', 'x6', 'p2', 'c2']}
1769460657.4999232,SENT,45264293-63d1-45f1-945a-27a49942ec50,ec55ab16-077d-41ab-b3eb-2872de83fc19,c2,c4,3376,?,p2,
1769460657.5001006,CREATED,fe2c4b41-b993-49a2-85b6-07e6d77d69fd,c4bbbe04-c1b3-4480-ac25-98e3dac35fd0,c2,c4,27,?,?,surb={'id': '045cc853-305e-4026-b74c-bc75c91b63b4', 'route': ['p1', 'e5', 'i1', 'x12', 'p2', 'c2']}
1769460657.6289942,RECEIVED,ae252460-748b-425b-8af3-0412c7f3c8bf,2bbb9634-c209-4745-9fc6-320019e4984f,c3,c2,27,p2,?,surb={'id': 'bbe82974-b492-48d2-bc82-fb6a7047a6a3', 'route': ['p2', 'e8', 'i6', 'x5', 'p3', 'c3']}
1769460658.2524343,RECEIVED,3015ffda-86c7-4ad3-9ba3-60cae9942cab,b26091c4-783d-48e7-81ac-ef4b0f882b4c,c3,c2,26,p2,?,surb={'id': '7e7dcfea-5c9e-46a8-996a-4e96577dc067', 'route': ['p2', 'e8', 'i1', 'x4', 'p3', 'c3']}
1769460658.7319856,SENT,c1a70f60-b2ec-4e12-b127-5a71adb19aa6,56936dc1-b166-41f6-a523-e12025ad3cad,c2,c4,3383,?,p2,
1769460658.7321486,CREATED,d753db00-3c2e-461d-bc27-15720ba4ca7a,c4bbbe04-c1b3-4480-ac25-98e3dac35fd0,c2,c4,27,?,?,surb={'id': '045cc853-305e-4026-b74c-bc75c91b63b4', 'route': ['p1', 'e5', 'i1', 'x12', 'p2', 'c2']}
1769460658.943094,RECEIVED,f745769a-479f-43f3-9622-f1c4becdb718,5f157f7e-ad3e-4327-aef5-90e46158707a,c3,c2,27,p2,?,surb={'id': 'f4184bce-589e-4d90-9ec5-a21dcbfa3dfa', 'route': ['p2', 'e4', 'i3', 'x3', 'p3', 'c3']}
1769460658.9484165,SENT,966e2194-a871-4c0a-9773-d4a34a5b2e8a,55bdb41b-052d-4fcc-920b-bac84be6bde0,c2,c4,3359,?,p2,
1769460658.9485424,CREATED,5026abd4-194b-44bb-a7b5-7608e79c5895,ef18a701-e3f1-48b9-924a-999688d13845,c2,c4,27,?,?,surb={'id': '3dec21c8-706a-4a4b-a42e-8a9ed5071b0a', 'route': ['p1', 'e8', 'i12', 'x9', 'p2', 'c2']}
1769460659.5537221,SENT,771cddc0-1bac-44a3-91cc-06e387bf472f,5d490850-7cdb-44e7-8d78-e79795107a0f,c2,c4,3388,?,p2,
1769460659.5538552,CREATED,935252fd-63f3-4693-b1f6-82c023c7efee,ef18a701-e3f1-48b9-924a-999688d13845,c2,c4,27,?,?,surb={'id': '3dec21c8-706a-4a4b-a42e-8a9ed5071b0a', 'route': ['p1', 'e8', 'i12', 'x9', 'p2', 'c2']}
1769460659.6426573,RECEIVED,08daad84-db59-45be-a62e-2dc8f5f4349e,172ea4ef-2b48-4a77-8004-0865c3041b5b,c3,c2,27,p2,?,surb={'id': '7d848d39-4a40-454c-b9e9-0514df7a5e40', 'route': ['p2', 'e8', 'i4', 'x5', 'p3', 'c3']}
1769460659.81635,RECEIVED,09b0d090-bbc9-4a41-8234-f71d40ed7025,b26091c4-783d-48e7-81ac-ef4b0f882b4c,c3,c2,26,p2,?,surb={'id': '7e7dcfea-5c9e-46a8-996a-4e96577dc067', 'route': ['p2', 'e8', 'i1', 'x4', 'p3', 'c3']}
1769460659.9016595,SENT,b319d5ed-3a4c-4a86-bee2-c821c0c3c5e8,b2e81b2a-e32c-4a7f-b2ba-82038d2b55e3,c2,c4,3384,?,p2,
1769460659.9017904,CREATED,563a7a00-0817-429e-930d-5cc0a57e0009,dd0f6dee-b41c-4296-86ab-98ec3a16d018,c2,c4,27,?,?,surb={'id': 'd9376d7c-1b8c-4931-8fd3-25fd67d55ac8', 'route': ['p1', 'e11', 'i9', 'x7', 'p2', 'c2']}
1769460660.287937,RECEIVED,2a46d6ef-ea07-46ba-aee0-1a831247ac7f,172ea4ef-2b48-4a77-8004-0865c3041b5b,c3,c2,27,p2,?,surb={'id': '7d848d39-4a40-454c-b9e9-0514df7a5e40', 'route': ['p2', 'e8', 'i4', 'x5', 'p3', 'c3']}
1769460660.4236195,RECEIVED,b651f434-84c5-4739-8f92-456f5fd44e5b,7441123c-eb29-4f05-ab1b-2a644ecc3ae4,c3,c2,27,p2,?,surb={'id': 'a5b6fcbe-4e55-43fb-8d66-64c8aca53253', 'route': ['p2', 'e3', 'i3', 'x10', 'p3', 'c3']}
1769460660.765869,RECEIVED,e4ce77b2-3897-4689-93f9-101cac7f8378,c98a72f3-720e-411c-8280-4793c3e676f4,c3,c2,27,p2,?,surb={'id': '161b7859-fe60-4fa7-95de-ebd4c1a471ef', 'route': ['p2', 'e9', 'i9', 'x3', 'p3', 'c3']}
1769460661.1348794,SENT,14040758-8295-4ad0-a898-ff130bcc8ca0,cb28d3c8-e3c5-4f61-a46c-70b2afdd121d,c2,c4,3399,?,p2,
1769460661.1350446,CREATED,9926174a-f675-4324-a7fd-b2b908214231,dd0f6dee-b41c-4296-86ab-98ec3a16d018,c2,c4,27,?,?,surb={'id': 'd9376d7c-1b8c-4931-8fd3-25fd67d55ac8', 'route': ['p1', 'e11', 'i9', 'x7', 'p2', 'c2']}
1769460661.1593308,SENT,49b671d9-1bd0-4354-a4ef-f7415905c5d4,62ff66ab-da8c-4d65-a776-3ce74f9fbc2b,c2,c4,3375,?,p2,
1769460661.1594887,CREATED,f933188a-c56f-4df4-903d-e3a7ec0c9ab1,866ad6ae-b49f-4a78-ab1c-6993286ef600,c2,c4,27,?,?,surb={'id': '8c893487-391a-409f-9c7d-b6b8855473c2', 'route': ['p1', 'e6', 'i11', 'x6', 'p2', 'c2']}
1769460661.2317455,SENT,33251b5a-728b-403d-a4bf-34c8adcb59e0,b6aa4a7e-c484-41fd-83a2-e0887baf98cc,c2,c4,3378,?,p2,
1769460661.2319014,CREATED,f164f1c8-a21d-499b-a601-fa7b6a79d19c,866ad6ae-b49f-4a78-ab1c-6993286ef600,c2,c4,27,?,?,surb={'id': '8c893487-391a-409f-9c7d-b6b8855473c2', 'route': ['p1', 'e6', 'i11', 'x6', 'p2', 'c2']}
1769460661.3736844,RECEIVED,97a1a058-242e-47b9-a614-83ab30ea8d70,36e8179b-5f19-4db2-ba16-d9542e979464,c3,c2,26,p2,?,surb={'id': '5bf0999c-fd95-45cc-950c-d54ee38d2759', 'route': ['p2', 'e11', 'i7', 'x12', 'p3', 'c3']}
1769460661.3929088,SENT,94d08d3f-2389-4e0b-8f12-fd1a8c77bc9e,634555fc-4633-42ef-b9a0-091f66e037f1,c2,c4,3371,?,p2,
1769460661.3930902,CREATED,ee9df4e9-41c2-4776-b2a4-705597dd3dbd,05851bb0-28a3-4cec-aa50-7bc96397194a,c2,c4,27,?,?,surb={'id': '3c393552-c59f-4f5a-9bc5-d3c457d8ea92', 'route': ['p1', 'e4', 'i1', 'x8', 'p2', 'c2']}
1769460662.2929878,RECEIVED,5d0621e8-9f16-4129-a3be-ccd369cbdd77,36e8179b-5f19-4db2-ba16-d9542e979464,c3,c2,26,p2,?,surb={'id': '5bf0999c-fd95-45cc-950c-d54ee38d2759', 'route': ['p2', 'e11', 'i7', 'x12', 'p3', 'c3']}
1769460662.2972958,SENT,cc5b6f91-6d0c-41b0-a984-a0ad087aff0b,c5556f2f-9010-4e8c-aff4-66c9f4a1f397,c2,c4,3372,?,p2,
1769460662.2975447,CREATED,cfe5ba74-323d-41d5-8fe1-c8410e241863,05851bb0-28a3-4cec-aa50-7bc96397194a,c2,c4,27,?,?,surb={'id': '3c393552-c59f-4f5a-9bc5-d3c457d8ea92', 'route': ['p1', 'e4', 'i1', 'x8', 'p2', 'c2']}
1769460662.4529846,SENT,9312b2e8-19b8-4d68-b426-6d3ef59e0237,ed833266-7439-4c28-8bcc-bf164524b2fb,c2,c4,3360,?,p2,
1769460662.453595,CREATED,3d951402-2b8c-4d88-bf4a-3bda16d154c2,701d4200-bb76-4314-b75a-3968a0436aef,c2,c4,26,?,?,surb={'id': '84fa1ecd-fe61-4767-8038-b34f9fbeb4e1', 'route': ['p1', 'e7', 'i12', 'x1', 'p2', 'c2']}
1769460662.579012,RECEIVED,b82739f1-3a65-432e-89c3-4f79c46fb1e5,1a83939b-6ea9-4b7f-81aa-74db7c372b3b,c3,c2,26,p2,?,surb={'id': '5ccf77da-4b83-48e2-8ad1-8b649976a44b', 'route': ['p2', 'e3', 'i2', 'x4', 'p3', 'c3']}
1769460662.746825,RECEIVED,7642b271-742d-48d2-9ba3-6f90e011afce,7441123c-eb29-4f05-ab1b-2a644ecc3ae4,c3,c2,27,p2,?,surb={'id': 'a5b6fcbe-4e55-43fb-8d66-64c8aca53253', 'route': ['p2', 'e3', 'i3', 'x10', 'p3', 'c3']}
1769460662.877875,SENT,b93e8b58-2b48-4f66-a8e0-ad72b12257fc,2dc181ea-35ec-451c-93ee-03659bd674f3,c2,c4,3384,?,p2,
1769460662.8780243,CREATED,7e4c4dc8-2428-4110-802a-440994e3eadf,701d4200-bb76-4314-b75a-3968a0436aef,c2,c4,26,?,?,surb={'id': '84fa1ecd-fe61-4767-8038-b34f9fbeb4e1', 'route': ['p1', 'e7', 'i12', 'x1', 'p2', 'c2']}
1769460663.1350396,RECEIVED,6eb0fd1b-74e7-44dd-af0e-21ebd5c9ba0a,4d2a3904-fc46-43f3-ab1e-ea8a6b927df4,c3,c2,26,p2,?,surb={'id': 'bfeeef2f-561a-46f0-b2f1-f52d247d3a8a', 'route': ['p2', 'e10', 'i11', 'x7', 'p3', 'c3']}
1769460663.2869866,RECEIVED,fb3afa07-c961-48d9-a2e7-83c06dba22f3,1a83939b-6ea9-4b7f-81aa-74db7c372b3b,c3,c2,26,p2,?,surb={'id': '5ccf77da-4b83-48e2-8ad1-8b649976a44b', 'route': ['p2', 'e3', 'i2', 'x4', 'p3', 'c3']}
1769460663.3293169,RECEIVED,137007b4-f006-4768-85f8-de3eacdd7e12,4d2a3904-fc46-43f3-ab1e-ea8a6b927df4,c3,c2,26,p2,?,surb={'id': 'bfeeef2f-561a-46f0-b2f1-f52d247d3a8a', 'route': ['p2', 'e10', 'i11', 'x7', 'p3', 'c3']}
1769460663.353733,SENT,7603b77f-e4e8-4890-8402-cabbd25a7cbe,eb401c16-bf16-4e3d-bd8c-fbc62d5e8cb4,c2,c4,3359,?,p2,
1769460663.3538842,CREATED,6c36cf93-5ea8-47f7-b843-1f91fbb2518a,d09e15d1-75f3-49a7-86e8-de0278d336d7,c2,c4,27,?,?,surb={'id': 'dcc53a30-24b1-4aeb-9b99-04c8b7cc24b9', 'route': ['p1', 'e2', 'i1', 'x1', 'p2', 'c2']}
1769460663.38611,RECEIVED,7ee89752-7c37-4657-92ee-886e3d52a2e6,79109b6e-5379-45c9-9633-97a9ce9058ce,c3,c2,26,p2,?,surb={'id': '9f285404-ee4f-4946-b234-5508d9413dc2', 'route': ['p2', 'e5', 'i7', 'x9', 'p3', 'c3']}
1769460664.4299645,SENT,9320e523-2da8-4b75-bb96-4a77f0eefd78,c1925366-cf04-4ada-810e-a564da1f20f5,c2,c4,3392,?,p2,
1769460664.4302864,CREATED,621bd3ee-25bd-4ed6-89ef-5224be45c9c7,d09e15d1-75f3-49a7-86e8-de0278d336d7,c2,c4,27,?,?,surb={'id': 'dcc53a30-24b1-4aeb-9b99-04c8b7cc24b9', 'route': ['p1', 'e2', 'i1', 'x1', 'p2', 'c2']}
1769460664.8558831,RECEIVED,8da5c78f-ba14-4226-ae9f-f3263ef297fa,c2949607-864c-4554-b41b-7e311ce5bdcc,c3,c2,27,p2,?,surb={'id': '549a4b21-7de2-4b1b-ad41-a6fd9e67ec93', 'route': ['p2', 'e9', 'i2', 'x9', 'p3', 'c3']}
1769460664.8811085,RECEIVED,a22bffe5-1457-4a87-a1f2-beb23ee3f3c5,79109b6e-5379-45c9-9633-97a9ce9058ce,c3,c2,26,p2,?,surb={'id': '9f285404-ee4f-4946-b234-5508d9413dc2', 'route': ['p2', 'e5', 'i7', 'x9', 'p3', 'c3']}
1769460665.1911995,SENT,bcf5e633-54c7-4283-bf61-1af5c421d45c,081cae09-11b1-4b90-942c-f92abb7b9e86,c2,c4,3376,?,p2,
1769460665.1913524,CREATED,076ee590-b295-47be-a8d1-d8f6901f043a,f77f5315-6ea2-47f6-a925-1b104d50aee9,c2,c4,25,?,?,surb={'id': 'c73896e5-4cc2-44d0-8d43-ed7e38a7ea8e', 'route': ['p1', 'e9', 'i6', 'x10', 'p2', 'c2']}
1769460665.2154088,SENT,759056fa-85dd-4297-95a6-0c60e6a3e9b3,f8d9472a-03c4-45a6-949f-80433d637a53,c2,c4,3343,?,p2,
1769460665.215559,CREATED,219bf4c0-6c61-4f5b-8f16-6576d96c36f3,f77f5315-6ea2-47f6-a925-1b104d50aee9,c2,c4,25,?,?,surb={'id': 'c73896e5-4cc2-44d0-8d43-ed7e38a7ea8e', 'route': ['p1', 'e9', 'i6', 'x10', 'p2', 'c2']}
1769460666.5587716,SENT,782271a4-8605-4c7d-b2f8-11d6fa72ae1b,58fe0a1a-1ece-4f6f-a437-d6dc60df4713,c2,c4,3397,?,p2,
1769460666.5588994,CREATED,0074bc2f-d8ac-4b81-81be-a35d5c43e337,ef0bb352-d775-4f1c-ac2a-e993f9dc2e17,c2,c4,27,?,?,surb={'id': '1dd960d3-4825-42f1-9cc9-254a4abe589d', 'route': ['p1', 'e12', 'i3', 'x6', 'p2', 'c2']}
1769460666.8637486,RECEIVED,38e0cd39-7237-4c99-8a54-c714eda5e934,669a1807-9483-49eb-a81b-6ee6490fa825,c3,c2,27,p2,?,surb={'id': 'b710dec5-ac3c-46cf-8953-1071e77ef1b2', 'route': ['p2', 'e2', 'i12', 'x4', 'p3', 'c3']}
1769460667.0326028,SENT,394a9e91-0b08-42ed-a490-466aebbe2f82,b7d48852-c9fa-4eca-8ba0-43de4a52b74b,c2,c4,3391,?,p2,
1769460667.032704,CREATED,92de7952-72fb-4ff5-873c-9053a0fe374e,ef0bb352-d775-4f1c-ac2a-e993f9dc2e17,c2,c4,27,?,?,surb={'id': '1dd960d3-4825-42f1-9cc9-254a4abe589d', 'route': ['p1', 'e12', 'i3', 'x6', 'p2', 'c2']}
1769460667.0490096,SENT,c2fd4335-9d14-411b-b130-77a899a0d512,adae00db-fa72-47e2-a59d-c38c49d67231,c2,c4,3361,?,p2,
1769460667.0491402,CREATED,ae836417-340f-4fe7-9eb4-55e33755203a,192e431f-c4ec-4125-9ba6-3423054ff558,c2,c4,27,?,?,surb={'id': 'af1f8ec4-b203-4630-b7cd-440b2657329c', 'route': ['p1', 'e8', 'i4', 'x9', 'p2', 'c2']}
1769460667.0568724,RECEIVED,a06dade1-cc4e-40b8-9355-3cc91155e522,288452e1-6682-423f-864f-5c79464b784c,c3,c2,27,p2,?,surb={'id': 'b77e0971-b952-4b8c-823d-271271f15a83', 'route': ['p2', 'e7', 'i11', 'x5', 'p3', 'c3']}
1769460667.0843403,SENT,6f158d1d-ab2b-42af-85fc-c2dc5d92b587,865c1cb7-3742-4627-b30c-4b6da503f4bf,c2,c4,3383,?,p2,
1769460667.0844424,CREATED,8d732acf-aabb-4abe-bdaa-654d47c058ae,192e431f-c4ec-4125-9ba6-3423054ff558,c2,c4,27,?,?,surb={'id': 'af1f8ec4-b203-4630-b7cd-440b2657329c', 'route': ['p1', 'e8', 'i4', 'x9', 'p2', 'c2']}
1769460667.1534536,SENT,2593ed2c-7da7-41e3-bc86-8da5d9f42e36,585f8090-dddd-4034-8e93-6b3a63b51c6b,c2,c4,3361,?,p2,
1769460667.1535552,CREATED,205d4a7d-aa37-4694-84fc-b06eaf9e3375,9db2df86-188f-4e89-8ff1-aa60f991a01f,c2,c4,27,?,?,surb={'id': '0200ecad-d517-4bb9-86e3-a78898dc556e', 'route': ['p1', 'e5', 'i4', 'x9', 'p2', 'c2']}
1769460667.3421116,SENT,f92584df-d1e6-4a8a-b8c8-dc01e9f62f52,b22fc7a9-5955-431a-a014-a3bb0659a5ee,c2,c4,3376,?,p2,
1769460667.3422115,CREATED,cd51304c-f633-4e3c-a055-1c39ca58e75d,9db2df86-188f-4e89-8ff1-aa60f991a01f,c2,c4,27,?,?,surb={'id': '0200ecad-d517-4bb9-86e3-a78898dc556e', 'route': ['p1', 'e5', 'i4', 'x9', 'p2', 'c2']}
1769460667.4988925,RECEIVED,9b80087e-4088-4c3f-ac72-b8a86d312659,33114f72-27fe-4f9e-8b26-36e81dcb4355,c3,c2,26,p2,?,surb={'id': '03957dea-6a95-47c6-86ee-3322b674de85', 'route': ['p2', 'e7', 'i7', 'x10', 'p3', 'c3']}
1769460667.6375053,SENT,29e00bf8-567c-47b3-a5b7-0a882225c892,0e8bb8fc-d789-4c05-aefe-60480d9c7bd7,c2,c4,3399,?,p2,
1769460667.6376543,CREATED,9b485887-6481-4249-9766-75efa8e67cc1,e1dad67c-a807-408d-a706-4687d73d903a,c2,c4,27,?,?,surb={'id': 'f404dea6-d0c4-4799-ba3c-de0c27792d3f', 'route': ['p1', 'e4', 'i10', 'x10', 'p2', 'c2']}
1769460667.6724083,RECEIVED,05e12ee3-7743-4db8-b4d5-150c2e60b797,92efc647-aaad-468e-96b5-90ec5f70ed50,c3,c2,27,p2,?,surb={'id': '31e897c7-7ead-4a43-b15c-5d403dfafb76', 'route': ['p2', 'e5', 'i12', 'x1', 'p3', 'c3']}
1769460667.7347229,RECEIVED,a28bdbcd-47a1-4f3a-8b5e-23a782fd59f2,288452e1-6682-423f-864f-5c79464b784c,c3,c2,27,p2,?,surb={'id': 'b77e0971-b952-4b8c-823d-271271f15a83', 'route': ['p2', 'e7', 'i11', 'x5', 'p3', 'c3']}
1769460667.800009,RECEIVED,a815b156-c845-4ea5-8a88-ab17c0207a50,cce49110-ccf6-4c98-b930-c0e3d5f1154b,c3,c2,27,p2,?,surb={'id': '1c09237c-e047-4450-8e39-185d4b11fdd6', 'route': ['p2', 'e10', 'i12', 'x2', 'p3', 'c3']}
1769460667.9484885,SENT,8a92c243-a304-40ed-b0da-8cbb1021b349,9a6559bd-d5cf-4231-ad9d-029bf48aed7b,c2,c4,3392,?,p2,
1769460667.9486353,CREATED,d1d7199d-794d-48b8-aa32-a98ac219758d,e1dad67c-a807-408d-a706-4687d73d903a,c2,c4,27,?,?,surb={'id': 'f404dea6-d0c4-4799-ba3c-de0c27792d3f', 'route': ['p1', 'e4', 'i10', 'x10', 'p2', 'c2']}
1769460667.9614663,SENT,a40b2f8d-effb-4f3c-86ee-902c224ab216,d0ce22d3-4374-4a1e-a042-7c51206c0622,c2,c4,3363,?,p2,
1769460667.9616141,CREATED,3b734357-5a56-4ce0-b3c7-0fa90d33e320,18e9dae6-cf5b-4539-8f1f-8c48da25b712,c2,c4,27,?,?,surb={'id': 'bdbaee22-cc6b-497d-806f-ee04b04b3153', 'route': ['p1', 'e4', 'i10', 'x1', 'p2', 'c2']}
1769460667.964091,RECEIVED,a247d4f9-f0bf-4110-9f76-c715d9f5aecd,b87bb4fc-aa87-46c2-8f17-cafbe7373b9e,c3,c2,27,p2,?,surb={'id': '9db7f4db-7d09-4cee-bfb9-289553ecd643', 'route': ['p2', 'e5', 'i1', 'x6', 'p3', 'c3']}
1769460668.158617,SENT,571789d2-33d5-4e20-8cd4-40241b31b74e,c021afcc-58e9-4d43-a448-c16df32fa5d3,c2,c4,3396,?,p2,
1769460668.1587584,CREATED,9e93492b-c580-4561-b185-c8db83240e9d,18e9dae6-cf5b-4539-8f1f-8c48da25b712,c2,c4,27,?,?,surb={'id': 'bdbaee22-cc6b-497d-806f-ee04b04b3153', 'route': ['p1', 'e4', 'i10', 'x1', 'p2', 'c2']}
1769460668.2983844,SENT,7ec12682-97b7-4633-9255-74b2ebda7b40,436c47d8-4caf-417c-97f0-9f37a9924298,c2,c4,3360,?,p2,
1769460668.298522,CREATED,e927f991-a672-41a9-b4df-c1e9c47b6b07,de107177-203b-40b7-af5d-58bc18bba2fd,c2,c4,27,?,?,surb={'id': '4ae1a669-1364-4fe6-a5ee-e1c9d2887236', 'route': ['p1', 'e4', 'i4', 'x7', 'p2', 'c2']}
1769460668.385855,SENT,fc7f8ed0-7436-4d91-8cb3-13174a534174,47896f05-0232-44ea-bd16-aeec1d6e20ef,c2,c4,3359,?,p2,
1769460668.3860085,CREATED,ea0be11e-9993-4ffd-a9cc-8435c0754773,de107177-203b-40b7-af5d-58bc18bba2fd,c2,c4,27,?,?,surb={'id': '4ae1a669-1364-4fe6-a5ee-e1c9d2887236', 'route': ['p1', 'e4', 'i4', 'x7', 'p2', 'c2']}
1769460668.5395696,RECEIVED,6797cd1d-cc9b-46c1-9a80-677010984fb7,b87bb4fc-aa87-46c2-8f17-cafbe7373b9e,c3,c2,27,p2,?,surb={'id': '9db7f4db-7d09-4cee-bfb9-289553ecd643', 'route': ['p2', 'e5', 'i1', 'x6', 'p3', 'c3']}
1769460668.6693354,RECEIVED,dd63fa6a-3b82-49c7-b2a3-a11a4a946b34,669a1807-9483-49eb-a81b-6ee6490fa825,c3,c2,27,p2,?,surb={'id': 'b710dec5-ac3c-46cf-8953-1071e77ef1b2', 'route': ['p2', 'e2', 'i12', 'x4', 'p3', 'c3']}
1769460668.781343,SENT,22e43650-587d-492c-88d0-a1a5e0ee5261,83245b9e-c093-4e3e-b0a9-56cf957a430d,c2,c4,3376,?,p2,
1769460668.7814915,CREATED,679e1e7f-0d15-4006-a152-797a76f7ab38,0ab68ff6-c6ef-4a4f-a9b5-58504254f3a7,c2,c4,25,?,?,surb={'id': '1b2f0520-0de1-4b69-9bec-f9f0d26990b1', 'route': ['p1', 'e10', 'i5', 'x9', 'p2', 'c2']}
1769460669.1468368,RECEIVED,2dcd74bd-7f82-47c3-b958-1b2640284bb3,33114f72-27fe-4f9e-8b26-36e81dcb4355,c3,c2,26,p2,?,surb={'id': '03957dea-6a95-47c6-86ee-3322b674de85', 'route': ['p2', 'e7', 'i7', 'x10', 'p3', 'c3']}
1769460669.2894087,SENT,3effee5a-0b30-4dee-815e-97c51bade16d,cd6b924b-b299-4adf-980e-215e437efff0,c2,c4,3383,?,p2,
1769460669.2895215,CREATED,03664e22-62aa-4a8e-92a9-065773682575,0ab68ff6-c6ef-4a4f-a9b5-58504254f3a7,c2,c4,25,?,?,surb={'id': '1b2f0520-0de1-4b69-9bec-f9f0d26990b1', 'route': ['p1', 'e10', 'i5', 'x9', 'p2', 'c2']}
