timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769446347.1693497,SENT,6ba0913f-5690-410d-a4c2-aaebb2b09f22,9c7d091d-7e0e-448c-ba16-0a55b1cab289,c5,c4,3397,?,p2,
1769446347.169508,CREATED,8ec91f99-e34c-4fb6-9f09-111d2eb987c2,bb13c6ca-e9ea-4264-8ec2-4ef7e8aa6f35,c5,c4,27,?,?,surb={'id': '5a7d9fb4-5d7d-4877-ae1a-42c67b92d975', 'route': ['p1', 'e11', 'i12', 'x9', 'p2', 'c5']}
1769446908.2473624,RECEIVED,dc4ba32b-72d3-4018-96ca-75ebcba08e8e,f77746ff-21b6-4836-8131-1255271e6ac6,c4,c5,26,p2,?,surb={'id': '36cf6606-2028-4670-9141-6c1d982a798d', 'route': ['p2', 'e9', 'i5', 'x1', 'p1', 'c4']}
1769446908.2844424,SENT,0fe685e8-da15-495c-84f7-4c0117a69bd7,5ecf59ad-0466-4351-9358-199419f3457c,c5,c4,3383,?,p2,
1769446908.2845936,CREATED,bd62a302-5f98-438e-aebc-caa3d45109d0,9debc5fe-2b02-4ddb-8bde-56fa607ee165,c5,c4,26,?,?,surb={'id': 'd67d25f1-32b5-4ddb-8133-263bd25fb32e', 'route': ['p1', 'e3', 'i9', 'x5', 'p2', 'c5']}
1769446908.462432,RECEIVED,cde38978-cab3-44fa-9412-da3c47a73cd6,92473dd4-2f30-4f00-b46f-0c5ed129fba2,c1,c5,26,p2,?,surb={'id': 'b4e2cbbe-2629-4549-8562-4a34bd3f24cf', 'route': ['p2', 'e1', 'i5', 'x1', 'p1', 'c1']}
1769446908.633976,SENT,fb24dd7c-b2ba-4338-945a-0f02f565e5cb,d6cfdf3c-1313-430c-8801-af4258c8ca9d,c5,c4,3372,?,p2,
1769446908.634135,CREATED,53bc003e-0445-434b-8816-00e716b5d593,a48d98b0-acc7-487d-926c-706ac7c7e661,c5,c4,27,?,?,surb={'id': 'be085221-56ec-40fe-9898-ced58206a9af', 'route': ['p1', 'e4', 'i2', 'x5', 'p2', 'c5']}
1769446908.973327,RECEIVED,77f3a22f-e84b-4758-8041-f972a4ca3134,ae506f54-1c8d-48ac-bd93-804449d32afc,c1,c5,27,p2,?,surb={'id': '2b72d505-4819-496b-b9f3-7fa9a6489d0b', 'route': ['p2', 'e9', 'i1', 'x11', 'p1', 'c1']}
1769446908.981598,RECEIVED,7f1da11f-3e38-4102-bd8a-1c4eff9beff3,01bd146e-6775-49d8-b6d9-4002cc74c253,c1,c5,27,p2,?,surb={'id': '33c6e30c-5972-411c-bf30-3fc5e851550c', 'route': ['p2', 'e12', 'i9', 'x12', 'p1', 'c1']}
1769446909.030695,SENT,90bee386-c61d-4996-8b53-0ff11cf9bc58,7b5d2aa9-98cb-40bb-b8cb-fbcc5470dba1,c5,c4,3383,?,p2,
1769446909.0308435,CREATED,2bbc0dd5-f4eb-44b0-b6f0-1e035190ae45,259d3d6f-4d69-40dc-b206-c0312b2ff343,c5,c4,27,?,?,surb={'id': 'ec75922e-c433-4eb9-aac8-e3716e16a576', 'route': ['p1', 'e7', 'i10', 'x9', 'p2', 'c5']}
1769446909.196767,RECEIVED,c4905bb1-a09c-477c-8525-0e7abea0b00a,694ffaa6-943c-425a-bf63-4193ff3ecbc4,c4,c5,27,p2,?,surb={'id': 'a7cdcc68-b627-44fe-8ca5-7b7be47bd241', 'route': ['p2', 'e3', 'i4', 'x3', 'p1', 'c4']}
1769446909.4232678,RECEIVED,621eaf32-e27a-4fff-9937-4d752e557157,7bd7880b-bc7f-4e0b-ba72-387d5e36e6d2,c1,c5,27,p2,?,surb={'id': '8159af90-ee3e-4db0-9c2b-964eed2b622c', 'route': ['p2', 'e1', 'i12', 'x11', 'p1', 'c1']}
1769446909.4812613,RECEIVED,f2dcb1f0-74ba-4a55-ba23-b6f99722d12f,feb96fdc-7bd9-47db-9d5e-b8fd90a7c48d,c1,c5,27,p2,?,surb={'id': 'ba6575d9-52eb-47b4-a977-9ef3c54502ba', 'route': ['p2', 'e7', 'i3', 'x8', 'p1', 'c1']}
1769446909.753336,RECEIVED,f440db7d-2b8e-483e-81c5-f8bf5027632a,02bccff7-46d1-4881-a289-a6b4bc886d29,c4,c5,26,p2,?,surb={'id': '4d5e5ec3-43e7-43e1-80d5-f55837e48b2e', 'route': ['p2', 'e1', 'i1', 'x8', 'p1', 'c4']}
1769446909.809636,RECEIVED,47f62675-3ada-4519-86a4-0db89d67489e,71e93592-e4c3-42b8-895a-cb1f7ac8b816,c1,c5,27,p2,?,surb={'id': '64ea9c0a-4ca9-487c-a1cc-eca928cae3ae', 'route': ['p2', 'e3', 'i3', 'x9', 'p1', 'c1']}
1769446909.8458717,SENT,151d181c-9005-4095-8028-919c6c5a51a7,a7d0d243-04ac-4cb9-93bf-eb839de7af0c,c5,c4,3371,?,p2,
1769446909.8460221,CREATED,910b0b71-6485-424b-ae7f-6a5d928e9f4b,9a849e95-1e9e-4811-8fa8-a9a8b0679296,c5,c4,26,?,?,surb={'id': 'aec7333f-eabd-42f7-bdb8-c5ced696dbd3', 'route': ['p1', 'e9', 'i9', 'x5', 'p2', 'c5']}
1769446910.0258791,RECEIVED,88b6b7cb-287f-4613-881a-b5a410d3a5b7,a6e5b0b3-76e3-40b7-abc9-9283c64e2e58,c1,c5,27,p2,?,surb={'id': '74f32aaf-2d62-4120-8598-45557acd8b13', 'route': ['p2', 'e9', 'i1', 'x6', 'p1', 'c1']}
1769446910.1782823,RECEIVED,1236a447-3572-4de7-8f6a-c5edc3b770cf,b67e75ee-a337-41b2-a922-b83f3df58853,c1,c5,27,p2,?,surb={'id': '7c72dde5-61ab-46c1-a299-81ae5e11d1b5', 'route': ['p2', 'e12', 'i4', 'x2', 'p1', 'c1']}
1769446910.2255976,SENT,5926cb5e-008c-4e6d-8847-e4932ad9ce71,1e8054dc-852f-4e54-9300-04ecd2d8faf1,c5,c4,3376,?,p2,
1769446910.2257447,CREATED,64ba6d43-caad-417f-be56-4bf7c31fb4c1,4ea9ab59-a589-4a92-b44b-d17724d8dc5f,c5,c4,27,?,?,surb={'id': '054c90c8-200a-4547-983a-0e993a662774', 'route': ['p1', 'e5', 'i12', 'x3', 'p2', 'c5']}
1769446910.3017201,SENT,54bd0401-8d6e-42c4-b70e-1f2d32eb4266,5b5169ff-2c17-4f3d-887e-7b2e1e7d97ac,c5,c4,3363,?,p2,
1769446910.301812,CREATED,876ea385-4364-402b-bc09-b035f0b032a4,8225495a-a6df-46a5-8cec-c39b6d470627,c5,c4,27,?,?,surb={'id': 'd247915d-2488-450a-a036-d3069919d42a', 'route': ['p1', 'e2', 'i5', 'x3', 'p2', 'c5']}
1769446910.3455417,RECEIVED,6f3317c2-7bde-40e4-bf03-4b706aacd6ac,a7dbbd89-aec8-4143-81fc-986fd4349dc9,c4,c5,27,p2,?,surb={'id': '0ca76f3c-3cdf-45d7-88b6-d832a51720c3', 'route': ['p2', 'e6', 'i7', 'x12', 'p1', 'c4']}
1769446910.4236143,RECEIVED,b2c3e893-98a1-4f17-a296-f28b0df5faf7,d6a9b74f-4a4f-4cd2-b80e-cf973c3fe8d5,c1,c5,27,p2,?,surb={'id': 'be7c3d95-4cba-4ead-b9bd-e5cc2c5f94bf', 'route': ['p2', 'e6', 'i2', 'x5', 'p1', 'c1']}
1769446910.526009,SENT,2567bc58-b6ac-4f0a-9318-80f218b76109,16b975e2-876a-4f45-9a90-19068df1646d,c5,c4,3400,?,p2,
1769446910.5261068,CREATED,3027dce2-5e15-40d9-a0b1-8e7bdf30b0ef,355b1ef6-86f1-4021-a5a5-35affc734d30,c5,c4,27,?,?,surb={'id': 'dfc55904-481d-4eae-b68c-ab922355830b', 'route': ['p1', 'e12', 'i4', 'x8', 'p2', 'c5']}
1769446910.5499802,RECEIVED,f1bffb3f-97fe-4ef7-a348-6a5e85a77d8c,d522f3b0-6c3c-4374-8b97-a16bce1fe84a,c4,c5,26,p2,?,surb={'id': 'ab2d4816-6186-4385-bbd0-0544657f7cee', 'route': ['p2', 'e6', 'i9', 'x7', 'p1', 'c4']}
1769446910.8140182,SENT,a6ba175c-2358-4c43-afb8-0bb4789cc786,ebb3737b-e07e-4c6d-99cf-afd8d471e97b,c5,c4,3386,?,p2,
1769446910.8142023,CREATED,a06c7acf-941e-4390-aaa0-415edf55822c,379a7e96-d2cf-4720-a26c-fd4f84914318,c5,c4,27,?,?,surb={'id': '0312b1b6-7ed0-4918-b807-8f007957a2d0', 'route': ['p1', 'e11', 'i10', 'x8', 'p2', 'c5']}
1769446911.2772086,RECEIVED,ba841946-1366-44f8-b6bb-6c7964f2fdfc,1966b657-4e36-4d44-adbd-3b1372b32c97,c4,c5,27,p2,?,surb={'id': '43639269-160d-4d03-93a6-e9ea0492c0be', 'route': ['p2', 'e5', 'i10', 'x8', 'p1', 'c4']}
1769446911.5634453,RECEIVED,60bbc50b-b455-4453-9072-e8f5961a8669,65208e82-1446-498e-b6e2-e24029e0aa1d,c4,c5,27,p2,?,surb={'id': '221983eb-c8ad-41a6-af68-bfd8897b9a29', 'route': ['p2', 'e7', 'i1', 'x9', 'p1', 'c4']}
1769446911.745109,SENT,efd64c52-4454-4c39-b977-4a7ea12071b0,3bbb13ed-ab22-4226-bd4b-8c7459e221a2,c5,c4,3391,?,p2,
1769446911.7452693,CREATED,e6972b77-f8f5-475f-9f40-6f23f2256668,736210c7-7602-4adf-bc1e-e7706f2845aa,c5,c4,27,?,?,surb={'id': 'cc8ca5a5-3338-43fb-8d61-0448bf6da052', 'route': ['p1', 'e11', 'i5', 'x2', 'p2', 'c5']}
1769446911.8534899,RECEIVED,94452a53-b090-414b-b438-c851f6f0a857,22d16253-8954-407c-a15c-cf5ddfb618c5,c1,c5,27,p2,?,surb={'id': '5073ba79-7911-4d8f-83d2-2e9a1ae359f9', 'route': ['p2', 'e4', 'i11', 'x2', 'p1', 'c1']}
1769446911.8693814,SENT,415521f4-8ed9-4909-a96e-b3fbe1f745d6,606890cb-9e66-42cb-9c4f-1244820f39a3,c5,c4,3376,?,p2,
1769446911.8695338,CREATED,0fb8ae42-602a-42c8-8e63-0eff5f528b89,f45ffd04-4ed1-4d37-843c-807115a7fd17,c5,c4,26,?,?,surb={'id': '7b22eda4-02c5-4c7f-be5e-f3c82b4f514e', 'route': ['p1', 'e5', 'i9', 'x3', 'p2', 'c5']}
1769446911.926407,SENT,79d18401-cf9d-4498-8f35-d2332c68e7df,c1a28486-dcab-47c6-bf3b-bfebe40ae0d5,c5,c4,3374,?,p2,
1769446911.9265585,CREATED,7dd53fa0-02f8-40b2-a181-2acb3401ec52,be34532c-c89f-40c8-891e-25546d6619cf,c5,c4,27,?,?,surb={'id': '51c48aea-10f4-46aa-add8-495c6ee54f97', 'route': ['p1', 'e9', 'i7', 'x12', 'p2', 'c5']}
1769446911.9985616,RECEIVED,7fdf8a64-5a23-4a9f-b9aa-3fb28c91274a,dae486d5-5510-44ed-aaa5-726bb3a76eae,c4,c5,27,p2,?,surb={'id': '8790a3d9-7d0b-41ef-8d81-1a0a99ca833e', 'route': ['p2', 'e1', 'i5', 'x3', 'p1', 'c4']}
1769446912.0040298,RECEIVED,5dc22698-91e6-4b6f-a8c8-084c098527e3,4ee8519a-da89-4a03-8006-e5d7c4911163,c1,c5,27,p2,?,surb={'id': '2e052370-7a17-4659-9fe1-0b5af895576e', 'route': ['p2', 'e1', 'i11', 'x11', 'p1', 'c1']}
1769446912.2168362,RECEIVED,b54d1173-53bc-4fa9-b7a1-312a02f37fa1,3af32975-2370-4b10-9384-c595a254b5c5,c1,c5,26,p2,?,surb={'id': 'cc478eb4-a708-47c5-9f2a-25d4dbe24680', 'route': ['p2', 'e9', 'i2', 'x8', 'p1', 'c1']}
1769446912.2463727,RECEIVED,9babfc4c-ddda-45d2-b7db-ec21ca1ff1b8,aa27625b-2e7e-4218-bbef-1e6f67edea1f,c1,c5,27,p2,?,surb={'id': '4d9fe429-2505-41f5-bae7-4e57c8a54a0e', 'route': ['p2', 'e9', 'i10', 'x5', 'p1', 'c1']}
1769446912.3195398,RECEIVED,7f1850ef-8d2d-4b08-8b65-ecdbeea005a0,511d4dc4-9baf-470a-8b6b-b91fd720d3f5,c1,c5,26,p2,?,surb={'id': '2003f633-fed3-45eb-ad8b-3f83e6c39153', 'route': ['p2', 'e1', 'i2', 'x12', 'p1', 'c1']}
1769446912.5773478,RECEIVED,21852aa2-ea24-4b1b-a4c6-ae6ad09520dc,48ebb5d1-333f-40c3-88e4-c81945b00e07,c4,c5,26,p2,?,surb={'id': '8fc261ff-0c38-46d6-9a87-3a3ee8068a08', 'route': ['p2', 'e2', 'i10', 'x6', 'p1', 'c4']}
1769446912.9167728,SENT,4f5f59b0-a9a8-4726-b5be-432cf96e48ca,aa771248-b68d-4849-9881-8847ec9c963b,c5,c4,3358,?,p2,
1769446912.9168737,CREATED,5e9db588-70ec-4482-a66e-07b711e443d8,3aaa4397-25b2-4895-86cc-cb0ca13e41f9,c5,c4,27,?,?,surb={'id': 'b9fbf954-208a-4311-96de-fbadcba9c151', 'route': ['p1', 'e7', 'i1', 'x6', 'p2', 'c5']}
1769446913.2123325,RECEIVED,741194b2-8712-4ac9-98c2-f7c81f518976,bd6a8f7d-cb6e-4bf8-962f-2475851b57ed,c4,c5,26,p2,?,surb={'id': '46807920-97fe-4620-84c1-742e2f151476', 'route': ['p2', 'e10', 'i7', 'x5', 'p1', 'c4']}
1769446913.3688626,RECEIVED,8d244083-5020-4e1c-bc31-a63adc8099fa,1c9c59d0-e294-4617-8a10-9059a1499697,c4,c5,27,p2,?,surb={'id': 'e51d2527-32f5-492a-9c4a-21fd1c2821c5', 'route': ['p2', 'e6', 'i10', 'x10', 'p1', 'c4']}
1769446913.812923,RECEIVED,f31c7e2b-2b3c-43e4-b19c-2553bfe51dc1,58fed753-6056-425c-9328-e4499c0004c6,c4,c5,26,p2,?,surb={'id': 'f18a38c5-890d-4d30-9d42-80ae1d30cd2c', 'route': ['p2', 'e4', 'i8', 'x12', 'p1', 'c4']}
1769446914.0966353,RECEIVED,a153255c-d87c-49c3-b4c1-b3c543bc7b31,1450aeb4-695e-4441-8bee-c978d890bf03,c4,c5,26,p2,?,surb={'id': 'a8d87cf2-d211-4230-9641-46e52b82bda4', 'route': ['p2', 'e6', 'i4', 'x11', 'p1', 'c4']}
1769446914.5624223,RECEIVED,3e47a342-3d33-4cc9-a43b-ba80c7c8591c,0917f139-805d-45e9-a871-014949af4796,c1,c5,27,p2,?,surb={'id': 'db2cc199-e9bb-4c87-b9c9-da530b72491f', 'route': ['p2', 'e4', 'i11', 'x3', 'p1', 'c1']}
1769446914.6744862,RECEIVED,27744b39-9531-4ce4-ab19-19197ec91f43,ba569a45-3da5-4c82-82be-8b57e06ca78d,c1,c5,27,p2,?,surb={'id': '8a9507fb-4378-4a40-96b1-47cf09e79cb1', 'route': ['p2', 'e11', 'i3', 'x2', 'p1', 'c1']}
1769446915.138425,SENT,84b69e2c-4041-41f8-a1a1-461ba31aaf94,061625db-a661-4e59-96d4-64237b43bdef,c5,c4,3383,?,p2,
1769446915.138574,CREATED,7b856375-497d-4d5b-a5f3-44b54ab04f77,9d69ba38-e130-4438-8e40-2e389653004e,c5,c4,27,?,?,surb={'id': '3fdeacc5-5bac-4eb9-9a9c-f96199b26f8a', 'route': ['p1', 'e7', 'i1', 'x10', 'p2', 'c5']}
1769446915.2811632,RECEIVED,928b4f9e-cd6b-4437-b0b0-97dafb1b48e7,0ff9a22a-984e-4bd5-8aa6-c127b446a002,c1,c5,27,p2,?,surb={'id': '9037cf03-7ade-4022-a017-b91b6e673bf8', 'route': ['p2', 'e11', 'i6', 'x10', 'p1', 'c1']}
1769446915.5311804,RECEIVED,447bde8b-79a4-49df-82bb-05d64f0dc9fc,38e5c248-3599-4800-977a-37f30bd66741,c1,c5,27,p2,?,surb={'id': 'fe4671a6-6db4-45ba-89b2-de8053a7b02b', 'route': ['p2', 'e7', 'i8', 'x10', 'p1', 'c1']}
1769446915.547021,RECEIVED,af991f3a-20df-4cce-9e00-eb95d42e90ad,dc9eb8e0-f2ed-4c78-9714-bc828d4caad2,c4,c5,27,p2,?,surb={'id': '79cc8a6b-45d9-4aa8-a529-2d66d7200df3', 'route': ['p2', 'e1', 'i3', 'x3', 'p1', 'c4']}
1769446915.5695016,RECEIVED,52688e90-02b6-4c7e-bb18-c113f3cc5ba2,6f22eb09-f311-461e-8673-19769579fb5f,c4,c5,27,p2,?,surb={'id': '65481017-5089-4b63-a4f7-c5ed54666788', 'route': ['p2', 'e12', 'i12', 'x11', 'p1', 'c4']}
1769446915.8579435,RECEIVED,029db415-fa7e-4ef0-9e8d-574e603d3d3c,ba2b5f00-2776-4a23-a883-086b45bacd55,c4,c5,27,p2,?,surb={'id': '6dcbb455-c237-4791-8822-2019ab9eddc2', 'route': ['p2', 'e3', 'i12', 'x5', 'p1', 'c4']}
1769446916.1223075,SENT,d1346ae4-666b-4434-93f1-b6daabf180f6,137321f7-4005-4ddc-a652-e8c7211a5714,c5,c4,3368,?,p2,
1769446916.1224597,CREATED,157a8dce-7b60-4b6c-ade0-50ba1ddf51b9,5cc5dbf5-98fd-4d1f-a82b-53c778e2882f,c5,c4,27,?,?,surb={'id': '1a7c6ef5-8ad6-47d5-a928-f16b8cae5e4f', 'route': ['p1', 'e2', 'i7', 'x12', 'p2', 'c5']}
1769446916.2515643,RECEIVED,ccd6d359-f6f4-4410-ae15-68f23fdb945e,719829c0-f193-491e-9ca3-6c595a32bc8b,c1,c5,26,p2,?,surb={'id': '9a36fe9d-3e1d-4174-9e9a-40dde6513616', 'route': ['p2', 'e8', 'i12', 'x9', 'p1', 'c1']}
1769446916.300809,SENT,eae0f4ab-48b3-4c97-9df0-73956c213d67,f11bd8c4-ddd3-49ce-ae55-46a52ffca640,c5,c4,3397,?,p2,
1769446916.3015778,CREATED,816f6b12-aad2-4a94-ab50-654959ac9fa4,7bbdd71d-cbe1-4b6a-a88d-c1c053c8bf30,c5,c4,27,?,?,surb={'id': '39799b4d-e1b8-4c53-8669-336c2db93a32', 'route': ['p1', 'e8', 'i9', 'x2', 'p2', 'c5']}
1769446916.500038,RECEIVED,202f1755-eece-4321-874c-d0f05258e44c,e3a62e6f-5611-42ed-b191-2e6ffa31a397,c4,c5,27,p2,?,surb={'id': 'e8d1c0b6-15d8-4c8e-be85-86666a4557b1', 'route': ['p2', 'e10', 'i8', 'x8', 'p1', 'c4']}
1769446916.821076,SENT,ad7f6fb4-ce49-4c57-997a-043c70c41920,3f1e351a-909b-4f23-badc-49936ac63692,c5,c4,3375,?,p2,
1769446916.8211694,CREATED,95e56f4b-0b86-49f7-beb1-ae00f2a4aa28,659961d6-813a-4259-a058-9c31a2dd3663,c5,c4,26,?,?,surb={'id': 'd65b8f12-2dc0-4a2f-8178-066a9fe0f799', 'route': ['p1', 'e5', 'i7', 'x3', 'p2', 'c5']}
1769446916.871716,SENT,38736321-a326-4f50-94eb-881d48c91360,a0266c68-259d-4df7-bc4d-ef6663665ab3,c5,c4,3402,?,p2,
1769446916.8718112,CREATED,bb2fc9aa-a4ae-40ae-a75e-f61d3a7f2799,8f34865c-6c23-478a-80d2-7d3c4190520e,c5,c4,27,?,?,surb={'id': '32b629b2-bd84-4a78-b44e-cdca4763fc75', 'route': ['p1', 'e9', 'i12', 'x7', 'p2', 'c5']}
1769446916.912898,RECEIVED,6b2466f9-a29a-4404-9382-c3835824ec18,c9189f25-6b4b-4c23-a68e-eba797c93663,c1,c5,26,p2,?,surb={'id': '8e275175-70bc-4ec2-ac23-4e833e0eeb77', 'route': ['p2', 'e5', 'i7', 'x3', 'p1', 'c1']}
1769446917.4111493,SENT,c25ab694-8883-4465-a7af-0a020450f551,826b3e68-4913-427d-89ee-7f8f4cf2d4be,c5,c4,3371,?,p2,
1769446917.4113038,CREATED,48e3f24a-fdcd-4439-ba79-520becf9f78a,28cce990-4a94-4a14-bd8d-2de2bf88c82e,c5,c4,26,?,?,surb={'id': '8875adb9-3069-4ba1-9cee-faffb78f31c1', 'route': ['p1', 'e9', 'i2', 'x7', 'p2', 'c5']}
1769446917.4593756,RECEIVED,81316532-02f5-4bfa-b4c5-e15aaaf4b65c,3ff10806-353d-4ae4-b06e-9d9fcc1c0246,c1,c5,27,p2,?,surb={'id': 'a2e2d1ba-3543-42f3-be3f-215842ef4c82', 'route': ['p2', 'e3', 'i8', 'x4', 'p1', 'c1']}
1769446917.551759,RECEIVED,bc86fec6-62ff-4578-940c-78577706e233,628b1b6b-77e6-4f60-99ea-551d56494b1b,c4,c5,26,p2,?,surb={'id': 'b73eb521-5457-42fd-be37-e73110c19067', 'route': ['p2', 'e2', 'i3', 'x3', 'p1', 'c4']}
1769446917.5520427,SENT,69837ea1-d1d8-442a-9038-45f15848ab75,24bb20d1-af27-4003-83d9-d4ea03f3bac7,c5,c4,3368,?,p2,
1769446917.5530179,CREATED,e36d4d5c-07e6-4d15-af7e-b84ff60642ce,3547520c-f36f-4a24-9c9b-3d3d59cd7b81,c5,c4,27,?,?,surb={'id': 'ebd4229c-5a9c-4d7e-b16f-f3c830163155', 'route': ['p1', 'e3', 'i2', 'x3', 'p2', 'c5']}
1769446917.6933029,RECEIVED,4884bacd-fd05-4f03-901d-bfacdfa76554,e35251fe-006c-4be9-9d04-aa402ad795cd,c4,c5,26,p2,?,surb={'id': '2b18169b-562f-4766-96ac-a74de3d67798', 'route': ['p2', 'e12', 'i10', 'x5', 'p1', 'c4']}
1769446917.7121508,SENT,29e98ce4-00e5-40b2-9b64-468bdf48224a,9184136d-6dd7-4624-8964-b07a835952d2,c5,c4,3352,?,p2,
1769446917.7123024,CREATED,fe434225-a7b4-4f2d-b0b2-b86875b4af33,d47bc820-5b81-415e-b0e5-1d79ab396b67,c5,c4,25,?,?,surb={'id': 'ee777c13-200c-4201-b73a-6c579aaeb4e3', 'route': ['p1', 'e3', 'i7', 'x1', 'p2', 'c5']}
1769446918.5187116,RECEIVED,be6f0fbe-57d1-431b-b79a-7cb9620aca22,801d3690-8402-4d98-ac4f-dd38dfcf1efd,c4,c5,27,p2,?,surb={'id': 'b22dae65-76ff-4afe-8622-d5c8c4dd4c44', 'route': ['p2', 'e7', 'i1', 'x4', 'p1', 'c4']}
1769446918.7234979,SENT,f089e2a1-4143-4993-b38d-9008d3f70c1f,07d74afe-9c0a-47c8-a26c-8f6c41226e25,c5,c4,3390,?,p2,
1769446918.7236502,CREATED,fd1f52d6-55d4-401c-a748-997e001c5593,6b5e4760-7537-4150-8d15-50c6c6e55e4e,c5,c4,27,?,?,surb={'id': '0d9e96cc-bf7a-4263-8524-a6bb716af95c', 'route': ['p1', 'e10', 'i9', 'x11', 'p2', 'c5']}
1769446918.7347257,RECEIVED,7618770e-0461-4cd0-bd71-3d2a340b5223,defdf725-407f-472f-be3a-e78bbd2a453c,c1,c5,27,p2,?,surb={'id': '5207c6b4-798f-41e9-a2c1-02daedf731da', 'route': ['p2', 'e12', 'i1', 'x11', 'p1', 'c1']}
1769446918.857291,RECEIVED,d766be82-7eb8-4893-9e89-56d7af96315d,a7f2c306-f1e0-4465-8414-870373c7a7a6,c1,c5,27,p2,?,surb={'id': 'a28a61b3-371f-4be4-a0af-e720935fee8e', 'route': ['p2', 'e5', 'i7', 'x9', 'p1', 'c1']}
1769446918.872551,RECEIVED,36289905-4903-499a-98a7-ce0f750effb6,9015dc6b-253a-4c7e-9f44-9f50a2681ece,c4,c5,26,p2,?,surb={'id': '2f1e6ae5-6287-4e2a-98f5-59468b687cd4', 'route': ['p2', 'e7', 'i11', 'x8', 'p1', 'c4']}
1769446918.901327,RECEIVED,f08becbe-214b-4dbc-abee-358ff3c9cc14,3d12f12b-181e-4858-9e99-15c6a2d95e07,c4,c5,27,p2,?,surb={'id': 'faa01aba-fd69-4f72-91f4-dd266e8e4db0', 'route': ['p2', 'e2', 'i7', 'x4', 'p1', 'c4']}
1769446918.9418268,SENT,4dd9fda1-4a66-4036-8497-3b01928e9528,f09c59db-21b6-499f-8f16-9cfe8e9f8950,c5,c4,3389,?,p2,
1769446918.941979,CREATED,f698b9eb-f905-4534-b24f-6242a506e236,f983ad61-1d9a-4d8b-b25e-adfcbef750f8,c5,c4,27,?,?,surb={'id': '2ca56fb0-435d-422c-8964-a8bd7c1fbcf9', 'route': ['p1', 'e11', 'i4', 'x1', 'p2', 'c5']}
1769446918.9763796,RECEIVED,c8d9a804-ab02-48c7-a013-11360106f87e,6a4c7cbc-9684-4e93-a835-04d1bb1d2cf8,c1,c5,27,p2,?,surb={'id': '1ab40bb7-5526-43e9-9644-14d5b412c770', 'route': ['p2', 'e8', 'i8', 'x3', 'p1', 'c1']}
1769446919.0120976,RECEIVED,99daa2e9-765c-4dbf-9811-faafd596a880,97a014a9-c4e8-4db5-975f-57aa1daeea7f,c1,c5,26,p2,?,surb={'id': 'f602c382-dec9-4eec-a2fe-6dbcd40fe068', 'route': ['p2', 'e3', 'i12', 'x5', 'p1', 'c1']}
1769446919.6472094,RECEIVED,ac7cf07f-7302-4757-bbeb-07d47f598cf0,d6a92fec-8207-4224-99c4-1f5fbde8293e,c4,c5,27,p2,?,surb={'id': '0d6f8c05-cd8a-4877-82d8-ec2ae35818e8', 'route': ['p2', 'e11', 'i1', 'x2', 'p1', 'c4']}
1769446920.08677,SENT,138703bd-f1ba-490a-83d9-f75d9a1ee06c,c21596ba-d351-4e0e-82df-616069e99a5e,c5,c4,3381,?,p2,
1769446920.0869966,CREATED,f4aeb701-0244-476e-9994-5b6adf349799,c5ee2ae2-bb7f-44b9-a2db-4b075647437a,c5,c4,26,?,?,surb={'id': '5fa00864-3114-453f-beb6-6846ab269622', 'route': ['p1', 'e10', 'i2', 'x9', 'p2', 'c5']}
1769446920.1246502,SENT,1357a2a4-ca10-4cdf-8363-7317039033f5,6d660d3a-8dd7-4d2a-b4e6-55872749b3ea,c5,c4,3387,?,p2,
1769446920.1247618,CREATED,8d24e64c-2382-4650-b2df-e7e7ccea6635,97b64c61-2cfe-488f-90bb-5b7592dd478a,c5,c4,27,?,?,surb={'id': 'cfed84ce-3faf-45a9-acbb-e77e95691180', 'route': ['p1', 'e8', 'i4', 'x11', 'p2', 'c5']}
1769446920.2170436,RECEIVED,4b008a0b-71d0-4e7e-ae9d-cbc11390e72d,8799a79a-3ee8-420c-bbf5-cea9a583365c,c1,c5,27,p2,?,surb={'id': 'e59eccb1-8342-410a-84d5-56be88fd3051', 'route': ['p2', 'e5', 'i4', 'x12', 'p1', 'c1']}
1769446920.3081114,RECEIVED,30404800-0a9b-498a-89f4-7febd0a950bb,4ea68593-8a3e-4b44-93db-6e68237dc2d2,c1,c5,27,p2,?,surb={'id': '2f72a196-c218-43d0-83ff-f2c6f5eb0a07', 'route': ['p2', 'e10', 'i1', 'x2', 'p1', 'c1']}
1769446920.408011,RECEIVED,a90da2c6-3761-4273-8483-8c233904de90,ec3d1a1c-889a-4f63-9962-9e68a4e51b94,c1,c5,26,p2,?,surb={'id': 'a7db6b06-2d6f-4ac9-99a7-e8ee9943113f', 'route': ['p2', 'e2', 'i7', 'x11', 'p1', 'c1']}
1769446920.4467392,SENT,6758bd5c-fc02-4233-9e80-f312ce347e7b,0e6fc073-4904-412e-b594-04d8606c7144,c5,c4,3382,?,p2,
1769446920.4468956,CREATED,99147dcf-79c0-4e88-ad8b-d98d30f45bc2,e7318cf0-e822-4da0-b27e-daacd598af92,c5,c4,27,?,?,surb={'id': '692411b9-3c91-4ff9-ab23-68035f3695ac', 'route': ['p1', 'e5', 'i7', 'x5', 'p2', 'c5']}
