timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769490143.9604251,SENT,d5b94c32-7c1f-4fd2-948c-bc69efe7417c,7cb368e0-ded6-49c3-93d5-c4af234391ee,c5,c4,3372,?,p2,
1769490143.960584,CREATED,fe9e8091-b55c-4861-bb13-8b3ebb4749fa,6aac3a7c-3a50-4b78-b4cf-c5e568f0641c,c5,c4,27,?,?,surb={'id': '25742bea-dc5a-41e3-a7b6-f7b3a55d9fd1', 'route': ['p1', 'e12', 'i8', 'x10', 'p2', 'c5']}
1769490195.132092,RECEIVED,23d9b167-c1a8-4da1-9af4-74a308614401,ee7a4589-3c29-4265-8665-e24f1cdbd0f7,c3,c5,26,p2,?,surb={'id': '624e121f-542c-418e-90ea-33946dd6d75d', 'route': ['p2', 'e9', 'i12', 'x10', 'p3', 'c3']}
1769490195.1472096,RECEIVED,775e021b-0ec6-4f9e-b4e4-adac3020c1b5,ee7a4589-3c29-4265-8665-e24f1cdbd0f7,c3,c5,26,p2,?,surb={'id': '624e121f-542c-418e-90ea-33946dd6d75d', 'route': ['p2', 'e9', 'i12', 'x10', 'p3', 'c3']}
1769490195.367509,SENT,695652f9-003c-4f9c-baf7-d902f9ddc562,217da971-c31e-4fee-9057-76a6f4af3910,c5,c4,3384,?,p2,
1769490195.3676531,CREATED,d5f3732e-be8b-4d04-9713-53933d363e8b,cbcf1041-0d9b-4899-8294-e701a42c1480,c5,c4,27,?,?,surb={'id': 'd0c88468-8077-45eb-9fee-b9833a5ccc27', 'route': ['p1', 'e6', 'i12', 'x6', 'p2', 'c5']}
1769490195.4872649,SENT,f01e41ed-7488-49d1-91f6-21a5acfe1430,013e653a-f44d-40fd-b484-57b52ac9335c,c5,c4,3395,?,p2,
1769490195.487415,CREATED,af573045-3a4f-4a28-8e0f-f5652ae87452,cbcf1041-0d9b-4899-8294-e701a42c1480,c5,c4,27,?,?,surb={'id': 'd0c88468-8077-45eb-9fee-b9833a5ccc27', 'route': ['p1', 'e6', 'i12', 'x6', 'p2', 'c5']}
1769490195.5227704,SENT,9b8c3eaa-d304-439e-99fa-93740041c858,f40e7927-9f34-4911-84e8-b52d17fe48ba,c5,c4,3376,?,p2,
1769490195.522919,CREATED,83d86d3e-afe0-4dce-9621-e890b6ba4cc3,0072d393-079d-4818-916a-969adafd8758,c5,c4,27,?,?,surb={'id': '75a900cb-e3d4-4fac-a1b7-c6b0f56e2900', 'route': ['p1', 'e3', 'i8', 'x6', 'p2', 'c5']}
1769490195.8250353,RECEIVED,3b30c247-d73e-4826-8391-e5055e5b8530,3b8f9664-b601-4a6a-b418-5e4aa87f0adf,c3,c5,25,p2,?,surb={'id': '2b572f5f-f865-44fd-8df9-b66928d61cfc', 'route': ['p2', 'e11', 'i3', 'x8', 'p3', 'c3']}
1769490195.9153388,SENT,75c76fd2-01dd-4724-86ef-0007651c602f,c41d287c-304d-4304-b265-18f5e0128298,c5,c4,3388,?,p2,
1769490195.9154956,CREATED,8fb171c3-1229-4647-a6dd-8527bd37156f,0072d393-079d-4818-916a-969adafd8758,c5,c4,27,?,?,surb={'id': '75a900cb-e3d4-4fac-a1b7-c6b0f56e2900', 'route': ['p1', 'e3', 'i8', 'x6', 'p2', 'c5']}
1769490196.05213,SENT,a56bd144-1076-4ce9-a023-05f5740c708f,46679fb3-b365-4b93-abce-263dd4061de8,c5,c4,3380,?,p2,
1769490196.0523195,CREATED,9f5fcaad-a8d4-4432-9d27-3b7acbe9ad52,0a4dc110-193e-40e7-ad70-4d4f19a91b52,c5,c4,26,?,?,surb={'id': 'c72e97b9-ed97-4fcc-808b-add173376619', 'route': ['p1', 'e4', 'i12', 'x12', 'p2', 'c5']}
1769490196.4781346,SENT,8abf7659-ddd8-4138-ad84-909409b095e2,e5924577-a770-4b85-a2a3-ac39b2c4e0c3,c5,c4,3387,?,p2,
1769490196.4783223,CREATED,85d2b658-3055-4f71-985c-cd11db525ddc,0a4dc110-193e-40e7-ad70-4d4f19a91b52,c5,c4,26,?,?,surb={'id': 'c72e97b9-ed97-4fcc-808b-add173376619', 'route': ['p1', 'e4', 'i12', 'x12', 'p2', 'c5']}
1769490196.6895928,SENT,481acc0d-0a27-4f0c-9ee3-388725f5ea92,e423e434-ba60-4a5f-b177-d5e0a60759be,c5,c4,3380,?,p2,
1769490196.6897416,CREATED,f4305981-edea-4147-bb3e-241c2f57ab38,0cd42bc3-f89f-4e40-9d0a-45b99e54114a,c5,c4,27,?,?,surb={'id': 'b1c203b2-986f-4b14-829a-db95a3e5c261', 'route': ['p1', 'e12', 'i8', 'x9', 'p2', 'c5']}
1769490196.7452214,RECEIVED,74f06b61-c4b9-4246-9d53-039c1cc492a5,fcc43d5c-7777-4b99-979b-e054fbc08140,c3,c5,27,p2,?,surb={'id': 'dae6cd57-b7d2-445e-a89b-f9bea1811253', 'route': ['p2', 'e10', 'i4', 'x5', 'p3', 'c3']}
1769490196.9848387,RECEIVED,330f40c5-439e-4ee0-8fae-dac61b4a41a1,ec0d3e0d-ed42-4cc9-a53c-d095224d0bb2,c3,c5,27,p2,?,surb={'id': '377cc002-f6ed-42a0-8bfc-bcf3fe882e70', 'route': ['p2', 'e10', 'i3', 'x6', 'p3', 'c3']}
1769490197.2632153,RECEIVED,f66dc839-ae7b-4c19-abad-c5d3ad07e527,ec0d3e0d-ed42-4cc9-a53c-d095224d0bb2,c3,c5,27,p2,?,surb={'id': '377cc002-f6ed-42a0-8bfc-bcf3fe882e70', 'route': ['p2', 'e10', 'i3', 'x6', 'p3', 'c3']}
1769490197.2855902,RECEIVED,04a5b99f-ab69-4706-9efe-d5558dc6eecc,fcc43d5c-7777-4b99-979b-e054fbc08140,c3,c5,27,p2,?,surb={'id': 'dae6cd57-b7d2-445e-a89b-f9bea1811253', 'route': ['p2', 'e10', 'i4', 'x5', 'p3', 'c3']}
1769490197.3972118,RECEIVED,abaa385d-dea0-4346-bd55-04d7f1ba0fe3,3b8f9664-b601-4a6a-b418-5e4aa87f0adf,c3,c5,25,p2,?,surb={'id': '2b572f5f-f865-44fd-8df9-b66928d61cfc', 'route': ['p2', 'e11', 'i3', 'x8', 'p3', 'c3']}
1769490197.7779431,RECEIVED,d5db023e-8dad-442e-983e-f40c62e89d86,512a5092-3aa2-4b3a-b28f-65ac67d6ae59,c3,c5,27,p2,?,surb={'id': 'f252f1dd-c4ed-43da-a665-d0392966ed4c', 'route': ['p2', 'e9', 'i1', 'x5', 'p3', 'c3']}
1769490197.844254,SENT,3bf78fe1-5ab9-493d-87b1-e99bdea28b80,4551edda-30f9-49b0-9ed3-705d0a7f2c12,c5,c4,3392,?,p2,
1769490197.844403,CREATED,0fc00ad3-038b-43ea-811c-863dea479d48,0cd42bc3-f89f-4e40-9d0a-45b99e54114a,c5,c4,27,?,?,surb={'id': 'b1c203b2-986f-4b14-829a-db95a3e5c261', 'route': ['p1', 'e12', 'i8', 'x9', 'p2', 'c5']}
1769490197.9471614,RECEIVED,cf8302df-60ac-4993-80fa-47c4d456d203,f3a51128-9444-4884-a7a7-17099d10a7f6,c3,c5,26,p2,?,surb={'id': '14cfe782-15c0-4584-a549-b3434d01d505', 'route': ['p2', 'e7', 'i10', 'x9', 'p3', 'c3']}
1769490198.022934,SENT,9b73f085-4d39-4f9c-b3f1-44c2cc9ebb4f,61720797-e41c-4549-b505-341c6cb963e1,c5,c4,3392,?,p2,
1769490198.02311,CREATED,267df430-002c-4182-a5fd-870def946f7d,e7d6d4a8-8f30-4007-9a5e-9157d330519a,c5,c4,27,?,?,surb={'id': '64e386bd-e11e-49b5-8c3a-7c7f7c2884a0', 'route': ['p1', 'e3', 'i10', 'x12', 'p2', 'c5']}
1769490198.6609182,SENT,8e3afc6a-33d2-4e0b-b7f0-e664168a8df0,3a8f8d33-589a-4258-9da9-f03240f1fd4d,c5,c4,3401,?,p2,
1769490198.6611009,CREATED,9ade1659-025b-4666-9d38-5147dfedb061,e7d6d4a8-8f30-4007-9a5e-9157d330519a,c5,c4,27,?,?,surb={'id': '64e386bd-e11e-49b5-8c3a-7c7f7c2884a0', 'route': ['p1', 'e3', 'i10', 'x12', 'p2', 'c5']}
1769490198.7721431,RECEIVED,62532e8e-8cd6-4259-884e-9b4c5a88683d,512a5092-3aa2-4b3a-b28f-65ac67d6ae59,c3,c5,27,p2,?,surb={'id': 'f252f1dd-c4ed-43da-a665-d0392966ed4c', 'route': ['p2', 'e9', 'i1', 'x5', 'p3', 'c3']}
1769490198.831582,SENT,2db51903-807c-4bd5-b47e-49a275b00483,06444f87-8bee-4d6c-a3bf-654092d3df3c,c5,c4,3376,?,p2,
1769490198.8316543,CREATED,f1618b53-82f5-4776-a7bb-bb5e66ad0e30,61b653e6-1bae-4854-b0f4-d45cb55610ee,c5,c4,27,?,?,surb={'id': 'faa09966-57d3-497b-acee-9e2e1a8fa8ea', 'route': ['p1', 'e2', 'i10', 'x1', 'p2', 'c5']}
1769490199.0298061,SENT,b03643e8-4639-4904-b1de-9efbde622555,16c15d63-c62f-4de3-b158-4d29f2ebda83,c5,c4,3379,?,p2,
1769490199.0299764,CREATED,da058aeb-2a21-4d30-935c-4fc86eae0de5,61b653e6-1bae-4854-b0f4-d45cb55610ee,c5,c4,27,?,?,surb={'id': 'faa09966-57d3-497b-acee-9e2e1a8fa8ea', 'route': ['p1', 'e2', 'i10', 'x1', 'p2', 'c5']}
1769490199.1832142,SENT,95959aa8-e5ad-4320-a554-d120474179b8,b42c741f-6e4e-4575-a4a7-6eaa7b2335bf,c5,c4,3399,?,p2,
1769490199.1834493,CREATED,b744a997-63e3-42fc-b6c9-2ab752b662c2,b46f27ba-5d24-4ecb-a6b0-71edb368d41d,c5,c4,27,?,?,surb={'id': 'aa04a4b8-1268-487c-9b20-3ed956690fc8', 'route': ['p1', 'e1', 'i11', 'x10', 'p2', 'c5']}
1769490199.365123,RECEIVED,3d328c89-5922-40dd-a05d-bcfd100d3d84,a1d91952-3edf-444b-ba24-1078d88f24b8,c3,c5,26,p2,?,surb={'id': '330bc2ba-9e84-468f-ba89-614839a58550', 'route': ['p2', 'e2', 'i5', 'x10', 'p3', 'c3']}
1769490199.6834447,RECEIVED,cd2a8bdd-7f88-4bda-9f0f-533cfcc2b4a6,c9a25190-eba6-41c7-b055-1ac0ae962cd8,c3,c5,27,p2,?,surb={'id': '5ab4c1b1-2400-452c-9df1-53d2d968f063', 'route': ['p2', 'e7', 'i1', 'x8', 'p3', 'c3']}
1769490199.7716134,SENT,9ab5ebec-2997-4e6d-81be-4712f8a8ac7a,9ca87fb2-82d2-4efb-8efd-85239cee93e4,c5,c4,3391,?,p2,
1769490199.771765,CREATED,32f7db7e-d5d8-4afd-aaeb-224121cf9956,b46f27ba-5d24-4ecb-a6b0-71edb368d41d,c5,c4,27,?,?,surb={'id': 'aa04a4b8-1268-487c-9b20-3ed956690fc8', 'route': ['p1', 'e1', 'i11', 'x10', 'p2', 'c5']}
1769490199.915123,RECEIVED,f1f91d4d-1f75-42d1-9f9d-ce1a01a12307,a1d91952-3edf-444b-ba24-1078d88f24b8,c3,c5,26,p2,?,surb={'id': '330bc2ba-9e84-468f-ba89-614839a58550', 'route': ['p2', 'e2', 'i5', 'x10', 'p3', 'c3']}
1769490199.9701645,RECEIVED,9ead40f1-445a-4487-a350-37ba47d28a57,c9a25190-eba6-41c7-b055-1ac0ae962cd8,c3,c5,27,p2,?,surb={'id': '5ab4c1b1-2400-452c-9df1-53d2d968f063', 'route': ['p2', 'e7', 'i1', 'x8', 'p3', 'c3']}
1769490200.1031442,SENT,f9084ca2-f7a9-47e5-a566-45eae5a87a86,e3fba086-944b-414e-80e2-295bb721c6e5,c5,c4,3378,?,p2,
1769490200.1032987,CREATED,2625ad71-8543-42ce-b7b3-a92427514c99,9819a266-3d15-4ac2-8fee-615fc238a1ba,c5,c4,27,?,?,surb={'id': '302de7b7-8cd7-4ca5-ae4e-6d230003c5cd', 'route': ['p1', 'e10', 'i2', 'x4', 'p2', 'c5']}
1769490200.205219,RECEIVED,fc28da26-781b-4ddc-ac6f-455c3b598047,5ee97fb0-fa06-4673-b584-6e298d4bcf30,c3,c5,27,p2,?,surb={'id': 'f1b71d8f-2c31-4bc7-84d4-0e2a122290fc', 'route': ['p2', 'e8', 'i10', 'x5', 'p3', 'c3']}
1769490200.2871737,SENT,75ad59fa-fc39-416b-8fe6-424da3127d7d,135a8f39-1097-46b4-9171-ed2dfdec632e,c5,c4,3376,?,p2,
1769490200.2873287,CREATED,17b6186b-2df6-418e-8742-f6e704ac2908,9819a266-3d15-4ac2-8fee-615fc238a1ba,c5,c4,27,?,?,surb={'id': '302de7b7-8cd7-4ca5-ae4e-6d230003c5cd', 'route': ['p1', 'e10', 'i2', 'x4', 'p2', 'c5']}
1769490200.3935416,RECEIVED,5ac2e334-9892-4bcb-8bbc-3e57dd0d2752,f3a51128-9444-4884-a7a7-17099d10a7f6,c3,c5,26,p2,?,surb={'id': '14cfe782-15c0-4584-a549-b3434d01d505', 'route': ['p2', 'e7', 'i10', 'x9', 'p3', 'c3']}
1769490200.4366841,SENT,06a163bc-1b1c-4480-9931-b089152fae4e,e451c8f3-1357-4acf-9574-1a51f95defb8,c5,c4,3389,?,p2,
1769490200.436842,CREATED,2c646b40-4dae-4f9b-be14-197c2e120fca,e511631e-fe6e-4b03-a2d3-5ab387d6f67c,c5,c4,27,?,?,surb={'id': 'ac24acca-7f15-434a-bb50-73b2f3f2667a', 'route': ['p1', 'e4', 'i10', 'x7', 'p2', 'c5']}
1769490200.5422523,RECEIVED,37e4e267-32a7-48bd-9a9f-142554b7c791,5ee97fb0-fa06-4673-b584-6e298d4bcf30,c3,c5,27,p2,?,surb={'id': 'f1b71d8f-2c31-4bc7-84d4-0e2a122290fc', 'route': ['p2', 'e8', 'i10', 'x5', 'p3', 'c3']}
1769490200.6880224,RECEIVED,2f1c81bf-da49-4cb3-af29-6a5f5455822d,0c4e7072-f2e1-49d0-a135-4f792a96f4e6,c3,c5,27,p2,?,surb={'id': 'd93c4362-209f-4122-b873-1c8cf204769f', 'route': ['p2', 'e1', 'i9', 'x4', 'p3', 'c3']}
1769490200.7462096,SENT,f7b1d28f-74bd-438f-94f0-4f7772586d12,95697d48-4580-4827-936d-03a33e02ab20,c5,c4,3383,?,p2,
1769490200.7463615,CREATED,291da0f7-33ac-4347-b218-ccf4a992bb0d,e511631e-fe6e-4b03-a2d3-5ab387d6f67c,c5,c4,27,?,?,surb={'id': 'ac24acca-7f15-434a-bb50-73b2f3f2667a', 'route': ['p1', 'e4', 'i10', 'x7', 'p2', 'c5']}
1769490200.7588363,SENT,36c17c66-3a0d-4c32-a074-9d07c801ecb4,f2332fa5-1399-4405-89be-1166c5d1e5da,c5,c4,3383,?,p2,
1769490200.7589824,CREATED,8e7cf890-728f-4761-94b3-ab43d9c4e903,32c7152c-f3b0-492d-a2d4-85fb24d30336,c5,c4,27,?,?,surb={'id': '74cc6059-b127-402a-bb52-41650656dab9', 'route': ['p1', 'e12', 'i7', 'x6', 'p2', 'c5']}
1769490200.86624,SENT,c0c218d4-20c3-4398-9dc6-a4e977aae09b,ce117a99-dab4-457f-91a7-5dd1bef07526,c5,c4,3396,?,p2,
1769490200.8663998,CREATED,54a485eb-b28e-40fa-ac8a-842ff4c75691,32c7152c-f3b0-492d-a2d4-85fb24d30336,c5,c4,27,?,?,surb={'id': '74cc6059-b127-402a-bb52-41650656dab9', 'route': ['p1', 'e12', 'i7', 'x6', 'p2', 'c5']}
1769490201.1039429,SENT,6ee6404c-05af-491b-a066-025a63ad9ea4,9ac77d60-b297-4670-843f-f59b4b193ec3,c5,c4,3364,?,p2,
1769490201.104764,CREATED,5ce9d782-78dd-4176-a4ba-57d1a39942ad,61f79629-fbc9-4ab5-b80b-5f63f42c35df,c5,c4,26,?,?,surb={'id': 'ade24269-1aed-43fc-b983-3bb876419cf0', 'route': ['p1', 'e12', 'i12', 'x8', 'p2', 'c5']}
1769490201.1573806,SENT,24137a6b-2b70-4c5e-b63d-50032f4643e7,77bbe820-b011-4ca2-b755-7291afca79cd,c5,c4,3399,?,p2,
1769490201.157584,CREATED,fb879bcc-7a15-4f98-9a11-2e6780010175,61f79629-fbc9-4ab5-b80b-5f63f42c35df,c5,c4,26,?,?,surb={'id': 'ade24269-1aed-43fc-b983-3bb876419cf0', 'route': ['p1', 'e12', 'i12', 'x8', 'p2', 'c5']}
1769490201.1669397,RECEIVED,550561c2-ed69-407a-a7b2-8ac481d4a8f9,0c4e7072-f2e1-49d0-a135-4f792a96f4e6,c3,c5,27,p2,?,surb={'id': 'd93c4362-209f-4122-b873-1c8cf204769f', 'route': ['p2', 'e1', 'i9', 'x4', 'p3', 'c3']}
1769490201.2494302,SENT,2dddcbdc-0602-4865-9735-cce31808a0c6,e321e01a-ed7d-4839-ad2e-e96d2a71720e,c5,c4,3362,?,p2,
1769490201.2495801,CREATED,97c51592-382a-4f17-84d9-05b026731ce4,0c65a4b4-9538-4df0-927b-2b9096c851fe,c5,c4,27,?,?,surb={'id': '1a232514-1903-4b8e-a442-7de7e2bd3dc4', 'route': ['p1', 'e3', 'i4', 'x4', 'p2', 'c5']}
1769490201.289016,SENT,6e8cf4d3-afa5-41ec-a9f4-0572d04a4ac2,910af1c1-0cd6-48bc-b195-3b6b20b8f14e,c5,c4,3393,?,p2,
1769490201.2898655,CREATED,b1d04d57-ec64-4ad1-a4b7-d91eb33a8f1d,0c65a4b4-9538-4df0-927b-2b9096c851fe,c5,c4,27,?,?,surb={'id': '1a232514-1903-4b8e-a442-7de7e2bd3dc4', 'route': ['p1', 'e3', 'i4', 'x4', 'p2', 'c5']}
1769490201.3385828,RECEIVED,97ed339c-434e-47ec-9c77-cbabbff1b8aa,5973d80e-abe3-4630-83a0-f5e517ad285a,c3,c5,27,p2,?,surb={'id': '2a14ebda-a2f3-4b6e-99aa-13571e6e5477', 'route': ['p2', 'e8', 'i2', 'x10', 'p3', 'c3']}
1769490201.3677967,RECEIVED,9f1ddeb3-67cf-4eb3-a98d-8a6dd37882a3,8b137da5-07e8-4328-ba72-15cd641d715c,c3,c5,27,p2,?,surb={'id': 'fa727d21-5d01-4744-b215-b0dce2e408dc', 'route': ['p2', 'e1', 'i4', 'x12', 'p3', 'c3']}
1769490201.5034187,RECEIVED,7ef4525b-fa92-4a06-a4bf-dd935a1e7c8f,c95180ff-5409-4689-9325-cb5465b9d875,c3,c5,27,p2,?,surb={'id': '97db3d29-e480-405d-a409-0cf88f0f81ab', 'route': ['p2', 'e2', 'i12', 'x10', 'p3', 'c3']}
1769490201.6576254,SENT,78523457-bc79-4265-ac1a-b69146090b5d,3e78c790-a647-40f6-8e64-eb5ab264085f,c5,c4,3388,?,p2,
1769490201.6577833,CREATED,af51a652-24fb-4da7-9fe8-1b800a45f1dc,014d9f85-21b4-43e7-a4cd-6262848b8568,c5,c4,27,?,?,surb={'id': '226d1498-8df5-4acf-8e08-466d617824ea', 'route': ['p1', 'e11', 'i10', 'x8', 'p2', 'c5']}
1769490201.719723,RECEIVED,092b7111-e94f-4f0e-9d8e-6b2522d3e18c,c95180ff-5409-4689-9325-cb5465b9d875,c3,c5,27,p2,?,surb={'id': '97db3d29-e480-405d-a409-0cf88f0f81ab', 'route': ['p2', 'e2', 'i12', 'x10', 'p3', 'c3']}
1769490202.0673485,SENT,08f269f7-842f-4d26-a58d-b049d0843993,51e61236-098f-4c1e-a68a-d833ee8f322a,c5,c4,3376,?,p2,
1769490202.067491,CREATED,19be0251-0372-465a-915f-1b3bfab2ecb3,014d9f85-21b4-43e7-a4cd-6262848b8568,c5,c4,27,?,?,surb={'id': '226d1498-8df5-4acf-8e08-466d617824ea', 'route': ['p1', 'e11', 'i10', 'x8', 'p2', 'c5']}
1769490202.2374358,RECEIVED,a90bd605-56d6-4b7f-b7bc-567f5bcd981e,731c1d5c-82b3-4bcc-896f-9e18d70ff824,c3,c5,27,p2,?,surb={'id': '1f6dbfb5-a06e-4db7-bdde-9676c23798bf', 'route': ['p2', 'e12', 'i11', 'x1', 'p3', 'c3']}
1769490202.2398937,RECEIVED,41f7f8f4-7482-4b84-ad4a-d783d67c3d65,731c1d5c-82b3-4bcc-896f-9e18d70ff824,c3,c5,27,p2,?,surb={'id': '1f6dbfb5-a06e-4db7-bdde-9676c23798bf', 'route': ['p2', 'e12', 'i11', 'x1', 'p3', 'c3']}
1769490202.438402,RECEIVED,04876fff-e81f-4d0c-bee1-224589d5a727,31bfd373-2519-4fb7-924a-d2ea57aac394,c3,c5,26,p2,?,surb={'id': '299bc119-0ee1-4e6b-a3be-21fc3c26ba77', 'route': ['p2', 'e10', 'i1', 'x10', 'p3', 'c3']}
1769490202.6234903,SENT,a767351f-ddc6-431c-b508-4f1c3946ee25,1dfc76cf-1692-4ed4-8c7c-f4a5cff2c03d,c5,c4,3388,?,p2,
1769490202.6235907,CREATED,bfe3dd30-e89b-4cb7-908a-af2bd88cd47b,ca9f97e3-ea1a-4060-8729-48c42ddb5570,c5,c4,27,?,?,surb={'id': '622e012a-3ae5-4a78-b15e-956ded3f59f8', 'route': ['p1', 'e12', 'i11', 'x1', 'p2', 'c5']}
1769490203.0950055,RECEIVED,cf1730e0-71ae-4f44-8197-bd7ff4b7f0f6,5173eec4-e5dd-4efb-ba1e-62fc8ed3a49b,c3,c5,26,p2,?,surb={'id': '3db89139-51c2-437d-9cb8-0cff464fce93', 'route': ['p2', 'e2', 'i3', 'x6', 'p3', 'c3']}
1769490203.184166,SENT,f0ddeab0-ca29-4bb8-9e48-b894b4dc79bb,ab9d9248-b9a1-45ce-bb41-b9e0c8608863,c5,c4,3395,?,p2,
1769490203.18431,CREATED,9e627ad3-4e4d-4be1-b89b-dc79406273d6,ca9f97e3-ea1a-4060-8729-48c42ddb5570,c5,c4,27,?,?,surb={'id': '622e012a-3ae5-4a78-b15e-956ded3f59f8', 'route': ['p1', 'e12', 'i11', 'x1', 'p2', 'c5']}
1769490203.52758,RECEIVED,07392503-1136-4b5f-9f4c-20c01704baf0,920801ac-2dde-4fad-9a3a-36da19a91405,c3,c5,26,p2,?,surb={'id': '593e5144-b50b-442c-bd48-7ea84622fdf6', 'route': ['p2', 'e11', 'i12', 'x2', 'p3', 'c3']}
1769490203.6617668,RECEIVED,21040906-585e-4251-abbd-f4b6d9be7fff,59f3f075-0aaf-4fc0-a088-5f17e216206e,c3,c5,27,p2,?,surb={'id': '14c4d5ed-6cfb-4780-8c48-8833982e22e6', 'route': ['p2', 'e10', 'i12', 'x9', 'p3', 'c3']}
1769490203.8975737,SENT,d5743711-5c4b-4ef3-82d5-04cd92bcea70,39d2f01a-0cbe-4816-9a7e-24b20322e984,c5,c4,3377,?,p2,
1769490203.8977249,CREATED,8e6c1032-dfe7-4b8e-8a7a-7e183a6828d1,77b5cf5b-881f-4369-b878-1c83d251c132,c5,c4,26,?,?,surb={'id': '1890869b-ee3c-42bb-afb8-891b85c7d93e', 'route': ['p1', 'e7', 'i5', 'x2', 'p2', 'c5']}
1769490204.3047006,RECEIVED,7de3d75f-2776-4200-88d9-8d582a142b5c,5973d80e-abe3-4630-83a0-f5e517ad285a,c3,c5,27,p2,?,surb={'id': '2a14ebda-a2f3-4b6e-99aa-13571e6e5477', 'route': ['p2', 'e8', 'i2', 'x10', 'p3', 'c3']}
1769490204.33659,SENT,33758dd9-0e3f-426f-b859-e33a77dd08fa,4670b2dc-a9a1-4319-9436-59660ed5d03d,c5,c4,3381,?,p2,
1769490204.3367426,CREATED,3a2f1624-cde3-4fde-a09e-7ab6b3f75f83,77b5cf5b-881f-4369-b878-1c83d251c132,c5,c4,26,?,?,surb={'id': '1890869b-ee3c-42bb-afb8-891b85c7d93e', 'route': ['p1', 'e7', 'i5', 'x2', 'p2', 'c5']}
1769490204.3646684,SENT,8d7dac34-e012-4aa0-b0d1-22243e4cb3ad,6d213ea7-2492-4dbb-b736-2bb905f0e614,c5,c4,3391,?,p2,
1769490204.3648226,CREATED,8ce9a3ee-bfb9-4912-ab5b-24703a496f59,0ecb21a9-39c0-40f9-a08a-c2f8ce1b03f5,c5,c4,27,?,?,surb={'id': '31888526-15df-4037-91f8-2e0a79c4a97f', 'route': ['p1', 'e6', 'i12', 'x4', 'p2', 'c5']}
1769490204.7418225,SENT,f771a4bb-b1ba-4387-a6a2-382cc262dcff,44307e34-3a77-4678-aba1-8e1c9450ee64,c5,c4,3397,?,p2,
1769490204.7419739,CREATED,cc1f6f82-7c87-4c21-93ff-db0c7fc0220c,0ecb21a9-39c0-40f9-a08a-c2f8ce1b03f5,c5,c4,27,?,?,surb={'id': '31888526-15df-4037-91f8-2e0a79c4a97f', 'route': ['p1', 'e6', 'i12', 'x4', 'p2', 'c5']}
1769490204.8769944,RECEIVED,960a7b11-6c91-4700-a371-30f49b02c220,31bfd373-2519-4fb7-924a-d2ea57aac394,c3,c5,26,p2,?,surb={'id': '299bc119-0ee1-4e6b-a3be-21fc3c26ba77', 'route': ['p2', 'e10', 'i1', 'x10', 'p3', 'c3']}
1769490205.0794427,SENT,4877100a-6701-478f-8d56-ff3c42eea432,f7962664-df82-4eee-97a6-39bbe61bdfcc,c5,c4,3372,?,p2,
1769490205.0795915,CREATED,f9b9f127-615d-468d-820e-0b2a3129dee4,39919a02-73ca-4f05-80fd-b50690b6e7df,c5,c4,26,?,?,surb={'id': '0e7c9d1a-374a-4178-8162-ff8b8f4dd97f', 'route': ['p1', 'e7', 'i1', 'x9', 'p2', 'c5']}
1769490205.3318725,SENT,605a3a68-edde-401c-8aab-073c49068642,eaae3463-9ced-43db-864d-a05d72c4b0da,c5,c4,3365,?,p2,
1769490205.3319366,CREATED,efc62050-b31e-4edf-86fa-b8b54f2940db,39919a02-73ca-4f05-80fd-b50690b6e7df,c5,c4,26,?,?,surb={'id': '0e7c9d1a-374a-4178-8162-ff8b8f4dd97f', 'route': ['p1', 'e7', 'i1', 'x9', 'p2', 'c5']}
1769490205.5828667,RECEIVED,c1b6b648-a031-4f3c-bc28-5d8a33b3be80,5173eec4-e5dd-4efb-ba1e-62fc8ed3a49b,c3,c5,26,p2,?,surb={'id': '3db89139-51c2-437d-9cb8-0cff464fce93', 'route': ['p2', 'e2', 'i3', 'x6', 'p3', 'c3']}
1769490206.0088243,RECEIVED,81068e6e-dee4-4bd1-a49f-63862a6e051c,e22cd7d0-dfe6-451c-84cf-e3b05d304a66,c3,c5,27,p2,?,surb={'id': 'cfbf07e5-852c-44d3-a2cf-bc53b333e227', 'route': ['p2', 'e2', 'i1', 'x10', 'p3', 'c3']}
1769490206.1430428,SENT,152f06b9-b43a-4d00-909b-3ff18967f7d4,e54955a6-04e2-40ed-b77e-1c1e17d593c0,c5,c4,3384,?,p2,
1769490206.1432366,CREATED,1f0b506a-52e8-4d48-9156-123e8fa6f8b8,6946c5ff-aaa1-412f-9e67-2c8a5c25c200,c5,c4,26,?,?,surb={'id': '79f11c39-0449-44f8-b9e8-3b92add9a158', 'route': ['p1', 'e11', 'i6', 'x4', 'p2', 'c5']}
1769490206.293583,SENT,e781e678-0819-41a2-b588-f7191e16098c,49469525-951b-4050-a3d0-f3fc0c6dd4af,c5,c4,3371,?,p2,
1769490206.2937324,CREATED,2c056966-da59-4d65-8a39-3d95b2a8b6db,6946c5ff-aaa1-412f-9e67-2c8a5c25c200,c5,c4,26,?,?,surb={'id': '79f11c39-0449-44f8-b9e8-3b92add9a158', 'route': ['p1', 'e11', 'i6', 'x4', 'p2', 'c5']}
