timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769490143.9604251,SENT,d5b94c32-7c1f-4fd2-948c-bc69efe7417c,7cb368e0-ded6-49c3-93d5-c4af234391ee,c5,c4,3372,?,p2,
1769490143.960584,CREATED,fe9e8091-b55c-4861-bb13-8b3ebb4749fa,6aac3a7c-3a50-4b78-b4cf-c5e568f0641c,c5,c4,27,?,?,surb={'id': '25742bea-dc5a-41e3-a7b6-f7b3a55d9fd1', 'route': ['p1', 'e12', 'i8', 'x10', 'p2', 'c5']}
1769490156.041972,SENT,327b9271-bfac-4e51-82a7-99a7b29d1743,fecf3fea-f782-401e-8de1-728ef198ee31,c5,c4,3391,?,p2,
1769490156.0422864,CREATED,7e80cab7-df74-484b-84da-3419fb859844,561e393c-7d12-4654-b83e-99529b8c98f1,c5,c4,27,?,?,surb={'id': '364dacd2-5f0d-473a-9941-05877e9b6825', 'route': ['p1', 'e10', 'i8', 'x12', 'p2', 'c5']}
1769490156.1923203,RECEIVED,f72c272b-c615-451f-af76-b1e430a8b54e,35e0f1cb-9fb0-47d5-9bb4-e775c695d94f,c3,c5,25,p2,?,surb={'id': 'f62d636b-81a2-4a8e-8d92-d35f809a245d', 'route': ['p2', 'e4', 'i3', 'x8', 'p3', 'c3']}
1769490157.0432053,RECEIVED,73118949-3680-4ecb-b82a-b35cfccf0e31,35e0f1cb-9fb0-47d5-9bb4-e775c695d94f,c3,c5,25,p2,?,surb={'id': 'f62d636b-81a2-4a8e-8d92-d35f809a245d', 'route': ['p2', 'e4', 'i3', 'x8', 'p3', 'c3']}
1769490157.2423353,RECEIVED,5f103949-7bde-4d40-a57b-0ce829d5544d,94d74e8d-dc2c-4b9b-bc73-4364858c8979,c3,c5,27,p2,?,surb={'id': 'b158dd4a-b6cd-4c87-9000-6598f0cf6fff', 'route': ['p2', 'e2', 'i7', 'x6', 'p3', 'c3']}
1769490157.3997347,SENT,1c4115c8-be99-49f5-ac9f-32e20dfbbc77,26f4adaf-f935-46cd-8eff-35a1f1c8abc9,c5,c4,3391,?,p2,
1769490157.3999035,CREATED,57a3527d-9157-4f6e-b994-d80eb04970c2,561e393c-7d12-4654-b83e-99529b8c98f1,c5,c4,27,?,?,surb={'id': '364dacd2-5f0d-473a-9941-05877e9b6825', 'route': ['p1', 'e10', 'i8', 'x12', 'p2', 'c5']}
1769490157.435287,RECEIVED,01da5a53-2cc8-471d-af44-b7495507e856,9e0ad6ba-c88a-4311-b269-643ae5b10877,c3,c5,27,p2,?,surb={'id': '8c7d079f-682b-413e-94f9-3d60e3d04980', 'route': ['p2', 'e5', 'i10', 'x4', 'p3', 'c3']}
1769490157.5106556,RECEIVED,56187110-addc-47ce-9b7b-58d61d4eaa2a,f41ecc6f-1a98-4833-83fb-3411d2e6bf88,c3,c5,27,p2,?,surb={'id': 'dffd7bf7-1da2-44be-904b-cf5105e004f3', 'route': ['p2', 'e9', 'i8', 'x8', 'p3', 'c3']}
1769490157.517814,SENT,35ec5907-30b8-4154-a705-d8d5cd9db0c3,5bf50f0e-c1b0-483e-83fb-0ded0e2153e3,c5,c4,3388,?,p2,
1769490157.5179584,CREATED,fc4c9c48-486e-4a32-b293-ade1f2e5d5b1,6d6d619c-42b2-48c0-855e-57ea617318ef,c5,c4,26,?,?,surb={'id': '45d62657-773d-4f59-a3fa-f1e329d5f2cb', 'route': ['p1', 'e1', 'i4', 'x10', 'p2', 'c5']}
1769490157.5385218,SENT,b4695352-cd88-428f-8e99-f4efd10405d1,0dd44ed8-ff0a-4f6e-a202-ad82e3c76e9b,c5,c4,3378,?,p2,
1769490157.5386677,CREATED,c8dac9a9-40d7-4104-bce6-d317b29a9ade,6d6d619c-42b2-48c0-855e-57ea617318ef,c5,c4,26,?,?,surb={'id': '45d62657-773d-4f59-a3fa-f1e329d5f2cb', 'route': ['p1', 'e1', 'i4', 'x10', 'p2', 'c5']}
1769490157.7372818,RECEIVED,81dfcbce-039e-4956-b77c-64951e390690,8829b47b-e288-414f-86be-66726082637b,c3,c5,27,p2,?,surb={'id': '307b2e54-5de3-46b9-9a4c-f1b9bba5f041', 'route': ['p2', 'e10', 'i10', 'x6', 'p3', 'c3']}
1769490157.930911,RECEIVED,62def396-9b0b-4213-8efa-2ca6e1354fb8,ad1ba594-13eb-4c46-83db-df1d89549830,c3,c5,27,p2,?,surb={'id': '8de2ab32-7011-4ad1-8c6c-288ff9045740', 'route': ['p2', 'e9', 'i3', 'x5', 'p3', 'c3']}
1769490158.062509,SENT,80bc29f2-6c00-45ab-8e7e-f914461445b4,fa8ec55d-8615-43cc-9d98-4a2f80ed3531,c5,c4,3393,?,p2,
1769490158.0626402,CREATED,f8960e2c-bc7d-4822-b3b2-8f13a639ef0a,631c7db5-7a4c-447c-a001-981cd812fb88,c5,c4,27,?,?,surb={'id': 'f1d27a8c-d857-4fad-acbf-94355113c4c1', 'route': ['p1', 'e11', 'i10', 'x5', 'p2', 'c5']}
1769490158.1213176,SENT,2ec2b255-0322-4a2e-9ac8-c985130326e6,bdf0670f-31f5-444e-9aad-a65e008f6ba9,c5,c4,3397,?,p2,
1769490158.1218507,CREATED,13886f09-c162-4e87-8ef9-e3b891e015ff,631c7db5-7a4c-447c-a001-981cd812fb88,c5,c4,27,?,?,surb={'id': 'f1d27a8c-d857-4fad-acbf-94355113c4c1', 'route': ['p1', 'e11', 'i10', 'x5', 'p2', 'c5']}
1769490158.220034,RECEIVED,4be17c10-bec2-4fcd-948c-f0e3ff7194f1,8829b47b-e288-414f-86be-66726082637b,c3,c5,27,p2,?,surb={'id': '307b2e54-5de3-46b9-9a4c-f1b9bba5f041', 'route': ['p2', 'e10', 'i10', 'x6', 'p3', 'c3']}
1769490158.479676,RECEIVED,08915242-1575-493a-ba84-31d36c82fb46,3033a2a7-0fb8-412c-9660-296dc29ffc70,c3,c5,27,p2,?,surb={'id': '33863983-5b17-4edd-8506-07aab130b79b', 'route': ['p2', 'e8', 'i12', 'x9', 'p3', 'c3']}
1769490158.493249,RECEIVED,833ae4ab-7e55-4926-a1d6-222d2351cef8,9e0ad6ba-c88a-4311-b269-643ae5b10877,c3,c5,27,p2,?,surb={'id': '8c7d079f-682b-413e-94f9-3d60e3d04980', 'route': ['p2', 'e5', 'i10', 'x4', 'p3', 'c3']}
1769490158.6128478,RECEIVED,2481cdf0-6573-4a07-a549-9ff535c2474e,ad1ba594-13eb-4c46-83db-df1d89549830,c3,c5,27,p2,?,surb={'id': '8de2ab32-7011-4ad1-8c6c-288ff9045740', 'route': ['p2', 'e9', 'i3', 'x5', 'p3', 'c3']}
1769490158.7169847,RECEIVED,9aafa2fb-51b5-4e99-bf32-76722f7f0957,ee4348ca-f533-43d4-a76b-70f9d5952da8,c3,c5,27,p2,?,surb={'id': 'd489c00b-b831-4b50-bd59-8833a2547c77', 'route': ['p2', 'e7', 'i12', 'x10', 'p3', 'c3']}
1769490158.74033,RECEIVED,37fe9970-9a37-4340-aacf-75ce83e46eda,9ceb8323-91cb-454a-a81a-5c0d6274148d,c3,c5,27,p2,?,surb={'id': 'd2edda59-7bd5-41f1-b1e8-cf40e0056d39', 'route': ['p2', 'e12', 'i11', 'x10', 'p3', 'c3']}
1769490158.7517047,RECEIVED,b03822e8-fb86-4787-a235-8c7f173cb7c1,4cfb087c-50d1-428b-b189-8bc76155ae5d,c3,c5,27,p2,?,surb={'id': 'bbb95587-68a7-47b2-9d16-471ef603189a', 'route': ['p2', 'e11', 'i3', 'x9', 'p3', 'c3']}
1769490158.768291,RECEIVED,d16bd4e1-241e-42a5-a6e5-0300e11f4382,3033a2a7-0fb8-412c-9660-296dc29ffc70,c3,c5,27,p2,?,surb={'id': '33863983-5b17-4edd-8506-07aab130b79b', 'route': ['p2', 'e8', 'i12', 'x9', 'p3', 'c3']}
1769490158.9842331,RECEIVED,f3f29601-5d5c-4034-b7b0-f89c1352b212,4cfb087c-50d1-428b-b189-8bc76155ae5d,c3,c5,27,p2,?,surb={'id': 'bbb95587-68a7-47b2-9d16-471ef603189a', 'route': ['p2', 'e11', 'i3', 'x9', 'p3', 'c3']}
1769490159.0603907,SENT,23ff9b5a-5bc3-4d5f-ae28-1dd03d39b9e4,979c0ccb-304e-44c7-9c11-845565dd4cec,c5,c4,3397,?,p2,
1769490159.0605206,CREATED,0a8bd059-7cad-4f55-9542-1765076477de,7d3e58d3-f8dc-4b73-a226-ff0777e6a0aa,c5,c4,27,?,?,surb={'id': '85d3c3c7-12cd-4b2c-8aa3-9e6a1ff0a1bb', 'route': ['p1', 'e3', 'i1', 'x9', 'p2', 'c5']}
1769490159.27078,SENT,1b99a151-f69b-41ad-af95-d9d6227dbffa,705968c1-4f60-4de6-b0d6-2cb814d7b79b,c5,c4,3380,?,p2,
1769490159.2709105,CREATED,5583ad30-c464-40e3-9b2d-c83c58e609db,7d3e58d3-f8dc-4b73-a226-ff0777e6a0aa,c5,c4,27,?,?,surb={'id': '85d3c3c7-12cd-4b2c-8aa3-9e6a1ff0a1bb', 'route': ['p1', 'e3', 'i1', 'x9', 'p2', 'c5']}
1769490159.3500807,RECEIVED,5c5196cd-b1a1-4fec-84a6-95249e9437a3,f41ecc6f-1a98-4833-83fb-3411d2e6bf88,c3,c5,27,p2,?,surb={'id': 'dffd7bf7-1da2-44be-904b-cf5105e004f3', 'route': ['p2', 'e9', 'i8', 'x8', 'p3', 'c3']}
1769490159.393927,RECEIVED,15eaab91-f789-4365-9262-42b9fffc14bf,fcbd0958-f94f-4822-9bae-8ddae12f5ce4,c3,c5,27,p2,?,surb={'id': 'd5f45f59-afc3-483c-b6c0-8c25b6f4fb69', 'route': ['p2', 'e10', 'i4', 'x9', 'p3', 'c3']}
1769490159.9740248,RECEIVED,abad0839-0e09-4792-b012-7b350dde9585,fe4bd38a-de4f-463c-976e-7dc6db00c677,c3,c5,27,p2,?,surb={'id': '11004469-3cf3-477f-92b7-8c94f0c3f5b4', 'route': ['p2', 'e9', 'i1', 'x11', 'p3', 'c3']}
1769490159.9847174,RECEIVED,528b306d-8694-4d85-9b03-5a2e26c65d16,ee4348ca-f533-43d4-a76b-70f9d5952da8,c3,c5,27,p2,?,surb={'id': 'd489c00b-b831-4b50-bd59-8833a2547c77', 'route': ['p2', 'e7', 'i12', 'x10', 'p3', 'c3']}
1769490160.1394193,RECEIVED,e758f99a-e502-4689-a861-7d0acede79d2,fcbd0958-f94f-4822-9bae-8ddae12f5ce4,c3,c5,27,p2,?,surb={'id': 'd5f45f59-afc3-483c-b6c0-8c25b6f4fb69', 'route': ['p2', 'e10', 'i4', 'x9', 'p3', 'c3']}
1769490160.2767699,SENT,61191d6f-6e48-4d11-9608-34f5ab21dfe1,935ee19c-f0e9-478f-83e4-1781e6131cf2,c5,c4,3384,?,p2,
1769490160.2769237,CREATED,6cc21d02-6477-4a00-b4c2-c9d41493ba4d,4d503fdb-b1db-4b46-9589-52b9ca611433,c5,c4,26,?,?,surb={'id': '4999b8fc-9e68-4ff0-a7b4-4df744a6c70d', 'route': ['p1', 'e12', 'i12', 'x11', 'p2', 'c5']}
1769490160.3190053,SENT,ab80f173-5adb-49dd-abbc-d4d1ac13ab67,3981be52-dd14-4c0e-bf1b-6f3b38284a26,c5,c4,3396,?,p2,
1769490160.3191938,CREATED,8c24a460-1b73-4575-b08d-8880f1bac687,4d503fdb-b1db-4b46-9589-52b9ca611433,c5,c4,26,?,?,surb={'id': '4999b8fc-9e68-4ff0-a7b4-4df744a6c70d', 'route': ['p1', 'e12', 'i12', 'x11', 'p2', 'c5']}
1769490160.4059403,RECEIVED,9921b540-03de-4275-9c6d-e2123b1f9eec,fe4bd38a-de4f-463c-976e-7dc6db00c677,c3,c5,27,p2,?,surb={'id': '11004469-3cf3-477f-92b7-8c94f0c3f5b4', 'route': ['p2', 'e9', 'i1', 'x11', 'p3', 'c3']}
1769490160.7535884,SENT,1cb175e0-1e16-4709-9a93-46e2abbf6545,12f6ab34-1481-412e-bbec-c1fffb3695d7,c5,c4,3375,?,p2,
1769490160.7537398,CREATED,9c0e878f-6363-4729-855f-d07b93a7f987,21ef2cd9-2324-48cb-ac98-695af230a44f,c5,c4,27,?,?,surb={'id': 'bbe045da-a2e7-4d54-aa33-c7f00671a69c', 'route': ['p1', 'e7', 'i3', 'x3', 'p2', 'c5']}
1769490160.915848,RECEIVED,bb6879c8-0e3f-451d-87fc-47605aa4abea,4c087dd2-f83b-4759-bd2f-6b58c2736697,c3,c5,26,p2,?,surb={'id': '2e9a5cc1-ebaa-461a-861c-ec0c172aa97f', 'route': ['p2', 'e11', 'i5', 'x4', 'p3', 'c3']}
1769490160.9706867,SENT,4f0a601e-463f-4baa-8741-692b63d3f494,2fab93a5-dde5-42a5-a121-2d54556f37e8,c5,c4,3371,?,p2,
1769490160.9708264,CREATED,3d25db1c-a99b-4dd4-9842-ec6150c14910,21ef2cd9-2324-48cb-ac98-695af230a44f,c5,c4,27,?,?,surb={'id': 'bbe045da-a2e7-4d54-aa33-c7f00671a69c', 'route': ['p1', 'e7', 'i3', 'x3', 'p2', 'c5']}
1769490161.2536683,RECEIVED,8373df8d-08e1-4a4b-bc9c-32daaa959319,4c087dd2-f83b-4759-bd2f-6b58c2736697,c3,c5,26,p2,?,surb={'id': '2e9a5cc1-ebaa-461a-861c-ec0c172aa97f', 'route': ['p2', 'e11', 'i5', 'x4', 'p3', 'c3']}
1769490161.3101597,SENT,db3856cf-a258-41bd-b261-dbafe9846629,91f6b6e7-3220-46aa-991e-c8f9cbe40c30,c5,c4,3361,?,p2,
1769490161.3103094,CREATED,d086e478-6ae5-41b1-a8ca-f953e49b0df9,391ad526-792b-42f1-b758-5d2f798fe952,c5,c4,27,?,?,surb={'id': '89c230e3-4a60-47ba-9ac5-0a912fb0deb5', 'route': ['p1', 'e9', 'i4', 'x7', 'p2', 'c5']}
1769490161.3240812,SENT,796a2761-5989-4e30-a203-a299702744e0,1a33e85d-9836-439a-8bbf-8429f31580f4,c5,c4,3379,?,p2,
1769490161.324236,CREATED,36f122d5-4a4d-4055-831f-e8fd2a645a21,391ad526-792b-42f1-b758-5d2f798fe952,c5,c4,27,?,?,surb={'id': '89c230e3-4a60-47ba-9ac5-0a912fb0deb5', 'route': ['p1', 'e9', 'i4', 'x7', 'p2', 'c5']}
1769490161.6353023,RECEIVED,3842089e-8d51-4482-8ee9-e5545ca60602,b2d5d678-547a-479c-b1a3-f869715e6c94,c3,c5,27,p2,?,surb={'id': '74adfd84-cab3-441f-aea2-fce988b4d062', 'route': ['p2', 'e7', 'i8', 'x11', 'p3', 'c3']}
1769490161.8166842,RECEIVED,fac1d2d7-1970-4c2d-9a85-5c703879e24a,9fc124bc-da18-48b4-8627-e3ccca2fadaa,c3,c5,27,p2,?,surb={'id': '1f02da54-d92e-42ef-8a40-9f8a26a00199', 'route': ['p2', 'e7', 'i7', 'x8', 'p3', 'c3']}
1769490161.9670398,RECEIVED,5d762c8a-b731-4e4d-9cdd-d8e34fbd316d,b2d5d678-547a-479c-b1a3-f869715e6c94,c3,c5,27,p2,?,surb={'id': '74adfd84-cab3-441f-aea2-fce988b4d062', 'route': ['p2', 'e7', 'i8', 'x11', 'p3', 'c3']}
1769490162.135805,RECEIVED,a880cf6f-0251-4237-8505-76d33f36fc15,009c41eb-4114-4cb3-a04d-0042aa9e5725,c3,c5,27,p2,?,surb={'id': '967d4bed-6c7a-4731-98a8-ffd60de81e25', 'route': ['p2', 'e8', 'i5', 'x8', 'p3', 'c3']}
1769490162.139469,SENT,1dd91e0a-729a-424a-aadb-f26e34b9518a,bcf6ee03-d192-4958-bdeb-7a558cffa76e,c5,c4,3383,?,p2,
1769490162.13961,CREATED,a381762a-aef8-4250-8f0c-fc2bc5801615,54957c6b-546e-4089-9ce0-43f3ede4eed2,c5,c4,27,?,?,surb={'id': 'bca1f98b-b9ce-47bc-aba4-d5c5a1bfa963', 'route': ['p1', 'e10', 'i2', 'x12', 'p2', 'c5']}
1769490162.3457508,RECEIVED,73da77bd-c24e-4f42-b65e-441b67fce932,009c41eb-4114-4cb3-a04d-0042aa9e5725,c3,c5,27,p2,?,surb={'id': '967d4bed-6c7a-4731-98a8-ffd60de81e25', 'route': ['p2', 'e8', 'i5', 'x8', 'p3', 'c3']}
1769490162.3871002,SENT,a889746e-7830-478e-91b3-78ee9372c6be,98d20bb1-b876-4ae9-b166-e4538cc464d3,c5,c4,3391,?,p2,
1769490162.3872547,CREATED,4b18a9bc-8174-4e79-8615-9de34871077f,54957c6b-546e-4089-9ce0-43f3ede4eed2,c5,c4,27,?,?,surb={'id': 'bca1f98b-b9ce-47bc-aba4-d5c5a1bfa963', 'route': ['p1', 'e10', 'i2', 'x12', 'p2', 'c5']}
1769490162.3977594,SENT,bc560531-ac51-45ff-bbb0-6b81031a1a4f,17b10434-66eb-4823-8a9d-51422766ddeb,c5,c4,3379,?,p2,
1769490162.397909,CREATED,81cdef0a-35c1-4a00-b9e0-d857a31d2bfe,5d9fc84b-4174-43e6-b46b-d73b62c690e8,c5,c4,27,?,?,surb={'id': '04194689-1368-4d22-873a-a4db8440cc96', 'route': ['p1', 'e11', 'i1', 'x2', 'p2', 'c5']}
1769490163.2159598,SENT,e324ef8e-9277-4335-afde-a1a96d8128a0,ce892fff-a38c-484d-b20d-09d23c6f747c,c5,c4,3380,?,p2,
1769490163.2163088,CREATED,902e9407-f568-4a8b-b84f-92f70e4b106d,5d9fc84b-4174-43e6-b46b-d73b62c690e8,c5,c4,27,?,?,surb={'id': '04194689-1368-4d22-873a-a4db8440cc96', 'route': ['p1', 'e11', 'i1', 'x2', 'p2', 'c5']}
1769490163.2725074,RECEIVED,217df409-3f92-4cc1-9d49-992c0f606ca7,c1e48b76-0701-423e-a9c1-c423852d3caa,c3,c5,27,p2,?,surb={'id': '51c2c08a-c5a5-45ed-8252-577f9eb86ee5', 'route': ['p2', 'e8', 'i11', 'x11', 'p3', 'c3']}
1769490163.2891672,SENT,1e22e67d-d872-4a07-94a1-876e403c1274,aef4536b-2d3d-47a3-b482-8753b332c596,c5,c4,3403,?,p2,
1769490163.2892666,CREATED,1118be9f-e39b-439d-be2c-0734349d164f,869ee5a9-5e50-41a5-aa7e-e08bb837657e,c5,c4,27,?,?,surb={'id': '46b976bf-7b97-4ab8-8a13-b82b141b1b9d', 'route': ['p1', 'e12', 'i8', 'x9', 'p2', 'c5']}
1769490163.4721832,SENT,a0d6f40b-b3e1-4da1-ab93-b95b63578d0e,bb656d25-a81d-43ac-8167-3549f0548606,c5,c4,3388,?,p2,
1769490163.4722579,CREATED,a84a4320-5969-4cdc-97ac-cd6e349b9c01,869ee5a9-5e50-41a5-aa7e-e08bb837657e,c5,c4,27,?,?,surb={'id': '46b976bf-7b97-4ab8-8a13-b82b141b1b9d', 'route': ['p1', 'e12', 'i8', 'x9', 'p2', 'c5']}
1769490163.642087,RECEIVED,ee057af8-27fb-4d97-8d92-efb1e4adac3b,be20d512-433c-49c1-8964-ed322909124a,c3,c5,27,p2,?,surb={'id': '9b99f518-7611-4834-8c41-57e57d3ae951', 'route': ['p2', 'e3', 'i12', 'x9', 'p3', 'c3']}
1769490163.7192774,SENT,276aa5bc-c9d4-4d6b-a47e-b7b85b417a2e,b268f944-16f2-4163-ae3a-e37556345ad4,c5,c4,3384,?,p2,
1769490163.7194417,CREATED,5b48321c-b40d-476c-9181-20b0a455a613,f1800410-e61e-41c5-9d65-622b1516e86f,c5,c4,27,?,?,surb={'id': 'e89d7831-e95c-4ef9-b563-bb0c9c8048d4', 'route': ['p1', 'e1', 'i4', 'x6', 'p2', 'c5']}
1769490163.7408147,SENT,eb7b10ae-6ebc-4a4d-a1e8-b2c97ecde7a9,d32a69d0-6b6b-4737-8c9d-72ea9ad14186,c5,c4,3379,?,p2,
1769490163.7409632,CREATED,f3583e98-e949-4ead-b30f-52520113d58e,f1800410-e61e-41c5-9d65-622b1516e86f,c5,c4,27,?,?,surb={'id': 'e89d7831-e95c-4ef9-b563-bb0c9c8048d4', 'route': ['p1', 'e1', 'i4', 'x6', 'p2', 'c5']}
1769490164.226439,RECEIVED,17395e03-a5bc-42f0-ae2f-aa81c05924f6,c1e48b76-0701-423e-a9c1-c423852d3caa,c3,c5,27,p2,?,surb={'id': '51c2c08a-c5a5-45ed-8252-577f9eb86ee5', 'route': ['p2', 'e8', 'i11', 'x11', 'p3', 'c3']}
1769490164.3199716,RECEIVED,32bdc801-e070-4f88-8aae-e55b2823d3c0,be20d512-433c-49c1-8964-ed322909124a,c3,c5,27,p2,?,surb={'id': '9b99f518-7611-4834-8c41-57e57d3ae951', 'route': ['p2', 'e3', 'i12', 'x9', 'p3', 'c3']}
1769490164.340981,RECEIVED,cc2bf277-82ef-428a-a418-75b0bea6a458,e56979cc-5e27-4afd-a8c3-1c6c1735c977,c3,c5,26,p2,?,surb={'id': 'fa051154-9cf6-4c6d-8506-138f16b57fb5', 'route': ['p2', 'e10', 'i5', 'x3', 'p3', 'c3']}
1769490164.4909084,RECEIVED,91944829-f609-4d92-9d7a-2ed018f0567b,e56979cc-5e27-4afd-a8c3-1c6c1735c977,c3,c5,26,p2,?,surb={'id': 'fa051154-9cf6-4c6d-8506-138f16b57fb5', 'route': ['p2', 'e10', 'i5', 'x3', 'p3', 'c3']}
1769490164.759845,RECEIVED,d16b70d9-86ba-4c86-b7b4-762314abf219,9fc124bc-da18-48b4-8627-e3ccca2fadaa,c3,c5,27,p2,?,surb={'id': '1f02da54-d92e-42ef-8a40-9f8a26a00199', 'route': ['p2', 'e7', 'i7', 'x8', 'p3', 'c3']}
1769490164.819724,SENT,80b7298d-8ec8-49f9-9875-11c23c08382c,27014abf-7831-4210-912b-8fd6523fa464,c5,c4,3379,?,p2,
1769490164.8198707,CREATED,f7768041-e27c-430b-b5a7-70ad07589fce,79eba025-c730-4c3c-8623-0ad312735eb7,c5,c4,26,?,?,surb={'id': '95f78bff-622e-4740-a6c3-b82c72a5bbe2', 'route': ['p1', 'e6', 'i5', 'x6', 'p2', 'c5']}
1769490164.902019,SENT,de4d3195-b771-49e4-bbae-1ce8ec8a9dfd,71aa6511-2081-4d16-a09c-c599b75de5df,c5,c4,3360,?,p2,
1769490164.9022045,CREATED,0b1e4569-4749-432b-befc-a7eedef19cf2,79eba025-c730-4c3c-8623-0ad312735eb7,c5,c4,26,?,?,surb={'id': '95f78bff-622e-4740-a6c3-b82c72a5bbe2', 'route': ['p1', 'e6', 'i5', 'x6', 'p2', 'c5']}
1769490164.9761026,SENT,034e7d45-56cc-4f0c-b709-666c1b641fa0,80933966-eff7-466a-b394-2b718520068e,c5,c4,3391,?,p2,
1769490164.9762647,CREATED,5de28867-d4bf-4f70-b0df-fae6f438ee82,2e91edbc-32bd-4a06-830f-e18d0358e23f,c5,c4,27,?,?,surb={'id': 'adae36f1-e462-4b3e-8663-71e06ff78644', 'route': ['p1', 'e1', 'i6', 'x11', 'p2', 'c5']}
1769490165.046987,SENT,970fdd93-e1f5-4864-8a1f-af3803c54191,422519c2-cb05-4157-8d10-0f0c155511c8,c5,c4,3395,?,p2,
1769490165.0470605,CREATED,ed9654c8-b224-44ce-8333-fcecad25bb27,2e91edbc-32bd-4a06-830f-e18d0358e23f,c5,c4,27,?,?,surb={'id': 'adae36f1-e462-4b3e-8663-71e06ff78644', 'route': ['p1', 'e1', 'i6', 'x11', 'p2', 'c5']}
1769490165.3990853,RECEIVED,053c483f-91a2-4b27-8781-5bb8f61c5895,8c991b68-8b3e-4ce1-b357-f449ac154cbb,c3,c5,26,p2,?,surb={'id': '5fc1fab9-aae4-4452-9499-2ffa8d55194b', 'route': ['p2', 'e7', 'i7', 'x5', 'p3', 'c3']}
1769490165.4138567,SENT,9e3a77fd-619e-46af-aca9-e10e64addb06,ccc11335-cc28-4773-90b1-f0ad996915f3,c5,c4,3379,?,p2,
1769490165.4139996,CREATED,01ff8cb0-f142-471c-b274-8166e63b10c0,57cd44c3-9b1e-4181-8559-333a3cee2e90,c5,c4,26,?,?,surb={'id': '954db028-c998-4587-a9f7-4dd115d93bd2', 'route': ['p1', 'e7', 'i4', 'x3', 'p2', 'c5']}
1769490165.4596252,SENT,1947e846-4b6a-44df-ae50-4c7d72c4597d,0c33a32b-a589-409e-9e8a-e8d1635d6f5d,c5,c4,3377,?,p2,
1769490165.4597676,CREATED,2e4a81e1-354a-4781-a5f0-2144833e3536,57cd44c3-9b1e-4181-8559-333a3cee2e90,c5,c4,26,?,?,surb={'id': '954db028-c998-4587-a9f7-4dd115d93bd2', 'route': ['p1', 'e7', 'i4', 'x3', 'p2', 'c5']}
1769490165.7901886,RECEIVED,28edde25-9cf5-4e93-9b13-6cba693ad730,698d4a08-fbba-4dd7-a8ba-8287362f9158,c3,c5,27,p2,?,surb={'id': 'ce47630e-6ae9-404c-a4b3-20d44e77a13c', 'route': ['p2', 'e4', 'i2', 'x5', 'p3', 'c3']}
1769490165.8197384,SENT,d2329a50-02c5-444d-8b90-32bc6ad9bd37,fc0009dd-5d94-460c-98a7-294bd0ca16ce,c5,c4,3399,?,p2,
1769490165.8198912,CREATED,66c7d9a7-29c9-404c-9475-61992425d51c,5b1f8238-22ba-49b5-bed8-467506a83fea,c5,c4,27,?,?,surb={'id': '9f7d6e84-0e86-4f55-895d-07ad845cdcc8', 'route': ['p1', 'e4', 'i6', 'x10', 'p2', 'c5']}
1769490166.0229654,RECEIVED,eda5ea75-5b98-4730-a5e1-cd888654e2ad,76af8b18-3650-444d-b7f5-34fe37a7d2fb,c3,c5,27,p2,?,surb={'id': 'e706e8d1-072d-409a-86d9-cef3ada53002', 'route': ['p2', 'e6', 'i3', 'x12', 'p3', 'c3']}
1769490166.0760784,SENT,275f0d59-0a27-4267-b956-c04a1046f93b,f0ff6a3c-c2a7-4282-aada-f4f5201c4a23,c5,c4,3383,?,p2,
1769490166.0762308,CREATED,28a70acc-2ee2-4203-9891-84a3b9859867,5b1f8238-22ba-49b5-bed8-467506a83fea,c5,c4,27,?,?,surb={'id': '9f7d6e84-0e86-4f55-895d-07ad845cdcc8', 'route': ['p1', 'e4', 'i6', 'x10', 'p2', 'c5']}
1769490166.1012657,RECEIVED,1c74868d-92dd-4d87-9307-b1d42e860aca,8c991b68-8b3e-4ce1-b357-f449ac154cbb,c3,c5,26,p2,?,surb={'id': '5fc1fab9-aae4-4452-9499-2ffa8d55194b', 'route': ['p2', 'e7', 'i7', 'x5', 'p3', 'c3']}
1769490166.1895993,SENT,fae3c28f-4b26-4511-9f94-4be17af9f5c5,795ff485-a7b6-42bb-a204-b43954b188a0,c5,c4,3400,?,p2,
1769490166.189696,CREATED,4346e747-d026-4f97-9cb4-3bccf578c27a,69f1530b-331e-4d98-854f-e2e10fa95a48,c5,c4,27,?,?,surb={'id': '5acfe0ba-3517-412a-b91d-dee38d130b30', 'route': ['p1', 'e12', 'i9', 'x3', 'p2', 'c5']}
1769490166.2264266,RECEIVED,024184c0-0b00-484e-80cc-32c55e08b44a,b0a6f167-11b1-49f9-94f7-391361787d89,c3,c5,27,p2,?,surb={'id': '7a9c4596-ad41-4b57-98dd-86e8248ebc6f', 'route': ['p2', 'e12', 'i8', 'x2', 'p3', 'c3']}
1769490166.240082,RECEIVED,aa904a17-af0b-4f6e-8e08-27e9a787c2f1,9a7109f0-b3e5-448b-88dc-0c36cd21ad43,c3,c5,27,p2,?,surb={'id': '32920c0f-2509-4c19-a4db-556d1c2b000c', 'route': ['p2', 'e9', 'i5', 'x6', 'p3', 'c3']}
