timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769490760.5282373,SENT,e56257c7-ee73-4949-a4cd-4d6f532f1048,5a7d74c7-fafc-4c15-b62b-14276e397e89,c4,DROP,2018,?,p1,
1769490760.5283802,CREATED,1a11a5a9-6556-4c8b-8e5e-f1b765912cb8,95361c74-6a34-4b8b-9290-7a66feb44625,c4,DROP,26,?,?,
1769490761.4490328,SENT,ba32e497-f6d4-4df6-85fd-6af2e6f8b31d,e4124771-6aa7-40d9-934a-df86942382d9,c4,c2,3391,?,p1,
1769490761.4492273,CREATED,557820f1-bb7b-446b-a27c-52a2aaf2c95f,9dbd7bdf-0877-4d99-9e12-08376878fe20,c4,c2,27,?,?,surb={'id': 'e4cf8fb5-4796-41e2-9717-51d61483f5f1', 'route': ['p2', 'e8', 'i11', 'x6', 'p1', 'c4']}
1769490939.0309315,SENT,2b7f5e26-4106-43c6-803e-4cfa1de70569,7d8a1249-a900-4e58-8123-ae76ed7421f7,c4,c2,3363,?,p1,
1769490939.031105,CREATED,3da8c524-9991-42f2-93c0-598cd8eeee5f,5a96b534-dd75-45a8-92ee-008f9bbfa7fb,c4,c2,27,?,?,surb={'id': '32e24b10-3bfe-4115-9c04-bd99b8a9201d', 'route': ['p2', 'e12', 'i7', 'x7', 'p1', 'c4']}
1769490939.1304383,SENT,217f4716-bf02-4604-a891-6c609eeec6cc,de11e879-d4aa-4e3e-8d94-8ea742a61840,c4,c2,3367,?,p1,
1769490939.1305873,CREATED,f1f8e5d3-a686-4a46-b0f9-65612e58b3c1,f8483b4f-c828-4427-9304-ebad1b55213b,c4,c2,27,?,?,surb={'id': '339ddee5-1331-4440-a35e-4a83115c781c', 'route': ['p2', 'e8', 'i2', 'x3', 'p1', 'c4']}
1769490939.183534,SENT,4e08af7b-d3ad-433f-a817-b906dc4fdb20,41c995c1-d346-4d02-b398-d6b85655277b,c4,c2,3355,?,p1,
1769490939.1836874,CREATED,d92f3135-341f-4c06-97ae-4bf10f28d2da,3658c9bc-7225-473c-8a2b-a05636b7145e,c4,c2,27,?,?,surb={'id': 'a9e4f66a-e4b7-4384-8dfe-c32cd984926f', 'route': ['p2', 'e12', 'i8', 'x12', 'p1', 'c4']}
1769490939.279737,RECEIVED,7c53f7ec-fcfa-425f-9b1e-d4e32a540e44,1c24cc99-2f9e-4cd9-8aff-15a06c03bde9,c2,c4,27,p1,?,surb={'id': '36b33545-2571-491b-816b-9eb5d6e558dc', 'route': ['p1', 'e1', 'i7', 'x8', 'p2', 'c2']}
1769490939.4335268,RECEIVED,6196b213-7a67-4db7-97b2-d78b47e86c7e,ab7a7b90-a6e1-403a-8022-a9da1682f834,c1,c4,27,p1,?,surb={'id': 'aefb810b-a83e-44af-9521-bee128238ddc', 'route': ['p1', 'e10', 'i10', 'x9', 'p1', 'c1']}
1769490939.4753995,RECEIVED,3b48f492-2962-405c-8d55-75752d727fad,eeef093a-1d5e-4743-9097-adb03218f920,c2,c4,27,p1,?,surb={'id': 'f16d7359-bb7f-4b4f-812e-fd5a109297c4', 'route': ['p1', 'e5', 'i4', 'x7', 'p2', 'c2']}
1769490939.609327,RECEIVED,7ccacdaa-b669-4488-a881-4c8bb6b6cf2b,fd42088d-0e06-46f8-ac1c-e285a647f01b,c1,c4,26,p1,?,surb={'id': 'fd6ea3ef-6ee1-4687-bb23-5b8a2f349595', 'route': ['p1', 'e7', 'i6', 'x2', 'p1', 'c1']}
1769490939.6247199,RECEIVED,c8f56fce-ca39-4e81-9d70-0fd3db0aa602,71e3c99d-7971-448b-b3e4-23c333ed533d,c2,c4,26,p1,?,surb={'id': '1423b6b9-ce2d-46aa-9df5-277a3bb04ce1', 'route': ['p1', 'e7', 'i10', 'x12', 'p2', 'c2']}
1769490939.683805,RECEIVED,5e91fe9e-7792-4463-90b1-74f8e8e98f08,8f195780-743b-446c-91c7-2660d142667e,c1,c4,25,p1,?,surb={'id': '5f034db0-6d98-4fdb-a477-fad493f7b33d', 'route': ['p1', 'e8', 'i3', 'x8', 'p1', 'c1']}
1769490939.7247567,RECEIVED,b24461b6-7f48-45fe-af41-b8b14ff267ca,644a439c-5efc-4b31-8036-c461d30a926b,c1,c4,26,p1,?,surb={'id': '622887a4-4683-4eeb-b32e-a4c5f43d5a0f', 'route': ['p1', 'e4', 'i8', 'x3', 'p1', 'c1']}
1769490939.8425431,RECEIVED,d749070c-0216-4d03-a6ec-b3577b4effe2,8fe5389c-11af-4cbe-a021-c9502ebac64e,c1,c4,27,p1,?,surb={'id': 'd2fb100b-fe60-4be2-8c38-8569af39bec2', 'route': ['p1', 'e4', 'i6', 'x3', 'p1', 'c1']}
1769490940.055988,SENT,eaa7528d-c7cb-439a-b1f8-ce27f69dc603,da94b844-8056-459c-89a3-db66810d1f5a,c4,c2,3375,?,p1,
1769490940.0560765,CREATED,98a1344d-e212-4433-899f-104e044ef6ac,2349878f-9492-4e49-8542-0b03971f0ce9,c4,c2,26,?,?,surb={'id': 'af40e3c2-a3db-46f5-abd2-1a885a29dbb5', 'route': ['p2', 'e12', 'i7', 'x3', 'p1', 'c4']}
1769490940.1211278,RECEIVED,91e766da-232f-48f0-af6f-a8d314cfface,591183a4-6f9e-4f81-9aad-9dfcb8bd28b6,c1,c4,27,p1,?,surb={'id': '413d8791-69b3-4dab-81ae-ce7bde95fa76', 'route': ['p1', 'e4', 'i12', 'x8', 'p1', 'c1']}
1769490940.1517103,SENT,23b6c638-09eb-433b-9b1f-467b5bbe118a,3f67922e-22a9-4a7a-9bf4-422f45826b84,c4,c2,3375,?,p1,
1769490940.1517894,CREATED,6f981487-9d12-4cae-97be-08e7d5aa83e2,4f9a27d5-a829-4e0a-ba22-754041565c4d,c4,c2,27,?,?,surb={'id': '91cfdd00-158f-45b9-814a-1581160e7fc2', 'route': ['p2', 'e2', 'i7', 'x1', 'p1', 'c4']}
1769490940.2643247,RECEIVED,e0fd6836-c68c-493e-b8cc-7370b7eb9bfa,5813f66d-81c7-424d-a17a-42140a1bf026,c2,c4,27,p1,?,surb={'id': '8f8d04b2-216c-4a77-a9de-371b4fb4ab90', 'route': ['p1', 'e5', 'i1', 'x1', 'p2', 'c2']}
1769490940.3632765,RECEIVED,2b536d06-b2b7-4c95-9ceb-1f533735efc6,f4b5815f-7789-469c-87ac-ac109215c292,c1,c4,27,p1,?,surb={'id': '79c9a4af-4d61-4018-8711-2c9c445ff3a0', 'route': ['p1', 'e10', 'i1', 'x5', 'p1', 'c1']}
1769490940.668336,RECEIVED,4eaf31e4-5da9-457c-9a34-c356bf585e1e,4419ecb3-76a3-4f93-bb7f-a01786f283a3,c1,c4,27,p1,?,surb={'id': '34ffa095-5b5d-462e-83d6-5ab87a3a44e6', 'route': ['p1', 'e7', 'i3', 'x9', 'p1', 'c1']}
1769490940.6706312,SENT,31b491f8-4952-4ede-b0a2-28593eeef55c,515222c2-6a61-44b1-a888-ec5ab3bbd7ff,c4,c2,3384,?,p1,
1769490940.670773,CREATED,cd7b365a-f41a-49ee-8790-25899992ac03,f61b553e-4e88-42cb-a8e4-e99b3ea9df8c,c4,c2,25,?,?,surb={'id': '460f7758-18c5-46fb-a1e9-5d5d934f6723', 'route': ['p2', 'e11', 'i11', 'x2', 'p1', 'c4']}
1769490940.6801465,RECEIVED,3ad79d09-3f5e-48a9-8d4b-8516905e7e4e,e1782a04-d92e-4a59-9233-fb6bc28a8dcf,c1,c4,26,p1,?,surb={'id': '6c474359-d4fb-42c7-a0d5-9964eb56adbb', 'route': ['p1', 'e2', 'i9', 'x9', 'p1', 'c1']}
1769490940.7824857,RECEIVED,42ee64d6-8247-45ca-8e51-145fbee01763,2c251fba-4597-497b-9c3c-5f2fbd3fd55f,c2,c4,27,p1,?,surb={'id': '2393e98e-9308-48fe-96df-d215981ab1fb', 'route': ['p1', 'e12', 'i2', 'x10', 'p2', 'c2']}
1769490940.8023567,RECEIVED,21d62562-eb89-4228-aeff-a9b1572efd75,b97099c0-8d3c-4642-a678-919f55ba0f22,c2,c4,27,p1,?,surb={'id': 'b62f4eed-816d-4e8b-b9c6-f09434b95e15', 'route': ['p1', 'e10', 'i4', 'x10', 'p2', 'c2']}
1769490940.9424381,SENT,9d3a3a0c-e329-4178-bd83-cf1753b09504,2000ee97-ebda-4987-9bd0-753f1a6c456e,c4,c2,3388,?,p1,
1769490940.942499,CREATED,8e2d7b43-9938-47d0-a512-6d1d3ae0e9f3,f56f5cab-9891-4878-812e-496a63bf77bb,c4,c2,26,?,?,surb={'id': '43f03b6f-c310-4744-a6d2-db8b637f69ae', 'route': ['p2', 'e8', 'i2', 'x8', 'p1', 'c4']}
1769490941.024368,RECEIVED,5152b8a7-46ef-45dd-8187-f40fb6bffb8f,1d6c06b4-ddb4-41d6-8f2c-2b1dbb2d92f6,c2,c4,27,p1,?,surb={'id': 'ae8ec93c-4bb3-4005-b1d7-e039abaf7cdf', 'route': ['p1', 'e2', 'i3', 'x2', 'p2', 'c2']}
1769490941.1161911,RECEIVED,aa2495f0-74c9-43b8-a19a-16c793eebd97,8ca66eb2-7f11-458f-b763-f0722cb4931c,c2,c4,27,p1,?,surb={'id': '1144ac1e-7144-42f3-83ba-994d35396d6c', 'route': ['p1', 'e5', 'i3', 'x11', 'p2', 'c2']}
1769490941.3225398,RECEIVED,29b79d79-68a8-419f-8d51-f4f8f8028ae0,76e439a3-1064-4988-993f-a9fcaafb66eb,c2,c4,26,p1,?,surb={'id': '4965896f-77f3-4ff6-82ae-51404c757cfb', 'route': ['p1', 'e6', 'i12', 'x9', 'p2', 'c2']}
1769490941.4937408,RECEIVED,328567ff-017d-438b-b5bb-88b8f0fc10e9,bbd6f447-ee58-4b4f-a64f-b7b2cdfb9d16,c2,c4,27,p1,?,surb={'id': '4af63602-948a-4db2-8187-7532dbbc2b95', 'route': ['p1', 'e8', 'i11', 'x7', 'p2', 'c2']}
1769490941.5534306,RECEIVED,71ac5fd6-0c55-43d6-8dbf-b12698c68b8f,3592119f-3222-4262-9ca2-040d92dfc7c5,c2,c4,27,p1,?,surb={'id': '5c68a238-6696-4b61-83b9-f7f9fdee9e1d', 'route': ['p1', 'e11', 'i11', 'x3', 'p2', 'c2']}
1769490941.5981576,RECEIVED,007e8c20-1b0a-4904-931a-922b6d30dcdd,83e34626-365e-4f2d-bfb4-052e45def18a,c2,c4,27,p1,?,surb={'id': 'caf6c7f3-a39c-4be1-bbe5-22e4b8ce618a', 'route': ['p1', 'e2', 'i2', 'x2', 'p2', 'c2']}
1769490941.6953797,RECEIVED,46b9a40c-a1ca-4112-afd0-cc69c2826a3c,a2e58491-af6c-4faf-ae33-f1806c38309e,c1,c4,27,p1,?,surb={'id': 'a179ceac-91ad-4daf-96a0-4c0a490e3195', 'route': ['p1', 'e7', 'i10', 'x9', 'p1', 'c1']}
1769490941.7044225,SENT,b7e4e6cc-1a04-4528-a281-a0e41c81961e,87bef30f-ae94-4454-9912-f3121f1166cc,c4,c2,3389,?,p1,
1769490941.7045934,CREATED,c58b4ccd-6701-46e9-8841-16e44bad4be1,41b08b0b-8da5-4546-a336-15687d872f36,c4,c2,27,?,?,surb={'id': '3f4c5a22-2003-41f5-a859-11e4d037ef4a', 'route': ['p2', 'e11', 'i10', 'x12', 'p1', 'c4']}
1769490941.7214792,SENT,1e06533d-c964-48ff-abae-c666b67f5aa5,030fb518-ad93-4eba-97b5-4bbbadb33f9a,c4,c2,3376,?,p1,
1769490941.7216277,CREATED,6412c6d6-ff46-4da5-9bec-78472363bab8,50c35099-27ce-4591-9a1a-0412ae560b9b,c4,c2,27,?,?,surb={'id': '341df161-51a6-4a80-a34b-1a055a21fc4d', 'route': ['p2', 'e8', 'i1', 'x10', 'p1', 'c4']}
1769490941.8088236,SENT,5099c5ae-422d-405c-ba95-20122182a0e8,e241e3ee-0f7c-4bb8-bb00-53b28b877d3b,c4,c2,3384,?,p1,
1769490941.8089764,CREATED,a4d79f54-3d54-481e-8178-154077b01ede,b0ae60af-ef0f-484a-9db1-adcd5f52abc6,c4,c2,26,?,?,surb={'id': '49a4217e-9da3-4eb1-8968-c9a802410122', 'route': ['p2', 'e12', 'i6', 'x8', 'p1', 'c4']}
1769490941.9378066,RECEIVED,b3cd9539-3fe3-4d91-b244-c896f6fb6135,f70c9cbf-ecaa-4f28-8d75-047bde05696f,c2,c4,27,p1,?,surb={'id': '1b4c45ed-22f8-4b8d-b1e9-0559a772a636', 'route': ['p1', 'e5', 'i10', 'x9', 'p2', 'c2']}
1769490942.2118123,RECEIVED,4a0bc415-dcaf-46e8-af39-3473efe3d99c,fa8266ee-6063-4992-9682-9933daefd1d2,c1,c4,27,p1,?,surb={'id': '3144e513-d92a-42e4-9979-f8d585d96a20', 'route': ['p1', 'e8', 'i12', 'x4', 'p1', 'c1']}
1769490942.2460952,RECEIVED,cd0bea56-271c-4ce6-9ea4-f9a127207e84,673c807f-9e42-46c0-85ce-fd4eb3a21260,c2,c4,27,p1,?,surb={'id': '1bdb0abb-d063-4492-8ccc-ff1013fdccdc', 'route': ['p1', 'e7', 'i6', 'x8', 'p2', 'c2']}
1769490942.448031,SENT,adf5e418-1502-4336-9d78-37a10829b86b,511b2731-2609-4bc2-9804-f2ca96613390,c4,c2,3383,?,p1,
1769490942.4482017,CREATED,4fd9bdb6-9fc3-4f48-8bbb-74f68c1a4b5f,a5d6f67d-17f7-4293-90c6-b3c9126cd6c3,c4,c2,26,?,?,surb={'id': '50f7317d-1f42-4697-9484-9035f880f498', 'route': ['p2', 'e9', 'i7', 'x4', 'p1', 'c4']}
1769490942.5279434,RECEIVED,29845dbe-cff0-451b-870a-5002a37caf09,72ec60b0-2273-4d4e-9865-6bb39c122bd4,c2,c4,27,p1,?,surb={'id': '5448dac2-b4c7-40cd-bb76-f05730b7ad09', 'route': ['p1', 'e12', 'i6', 'x3', 'p2', 'c2']}
1769490942.556257,SENT,6f86be8c-a4e9-4248-9d15-54f35008bd86,90d5be67-2fdb-4f41-8a06-9de66c12d603,c4,c2,3371,?,p1,
1769490942.5564127,CREATED,b666e1f5-2f14-4736-b94d-6cb3403c20cc,c3e1ede5-162f-4622-b401-00b12b777e75,c4,c2,26,?,?,surb={'id': '7df64ef3-0c29-42a6-a7be-f37dabda212e', 'route': ['p2', 'e3', 'i1', 'x6', 'p1', 'c4']}
1769490942.6322887,SENT,f23a2a52-3ed5-4021-97ea-92018f57c415,7bcef7b4-ad9e-4276-878b-a6ba28a84443,c4,c2,3399,?,p1,
1769490942.632391,CREATED,5dcc33b3-c059-47b4-a293-df0cb1025023,39ba9deb-a850-466a-8e59-7c5dc3892884,c4,c2,27,?,?,surb={'id': '5e14b2e9-8ae2-402f-8519-74c635f10c9c', 'route': ['p2', 'e3', 'i11', 'x11', 'p1', 'c4']}
1769490942.6574411,RECEIVED,4733624a-0ed0-41b4-9c23-38489857e5ba,07afb3d8-560e-476c-896d-61b48da3d090,c2,c4,27,p1,?,surb={'id': '8ed5a67a-0a83-41b3-8d2e-89c0572f94aa', 'route': ['p1', 'e1', 'i6', 'x9', 'p2', 'c2']}
1769490942.6977746,RECEIVED,4c939630-b480-4074-8fe5-1bd854e72c6a,59312c28-eb20-4626-b3dc-99e74b0852a0,c1,c4,27,p1,?,surb={'id': '373f3bcd-7e06-45e9-9282-8675471bc31c', 'route': ['p1', 'e8', 'i11', 'x9', 'p1', 'c1']}
1769490942.8899734,RECEIVED,bbcc40f1-6b00-40e7-a2d6-2140fed7dbc5,22ec5c61-c622-431c-afc0-17e0709b05c5,c1,c4,27,p1,?,surb={'id': '582a6ec9-cfef-498d-b451-f9c04264f736', 'route': ['p1', 'e10', 'i11', 'x10', 'p1', 'c1']}
1769490943.3624778,RECEIVED,c5e20aab-b802-4d19-ac9e-f69b7da015c1,4f722431-78be-410a-bc6d-4423024ffb1d,c2,c4,25,p1,?,surb={'id': 'c3b884ca-e122-4ba1-9ab8-8a72f480fdeb', 'route': ['p1', 'e9', 'i6', 'x11', 'p2', 'c2']}
1769490943.4599283,RECEIVED,b787166c-26a6-471a-b642-1aa9cba6c48a,6bac4276-2e34-486a-9663-97ae0e449899,c2,c4,27,p1,?,surb={'id': 'b56267d1-95d6-4c19-876b-6aaa777fdfdc', 'route': ['p1', 'e1', 'i2', 'x8', 'p2', 'c2']}
1769490943.9358518,RECEIVED,e41714c3-9303-4d12-bb56-fbe373da056c,8875172b-7a13-41c4-b8de-062ecf0ad14d,c1,c4,26,p1,?,surb={'id': '98c9f60d-8f32-4956-a36d-f260a052031a', 'route': ['p1', 'e4', 'i12', 'x1', 'p1', 'c1']}
1769490943.9384744,SENT,154534fd-b7ec-4fc4-8970-d409588b878b,f8670f54-f516-4cd8-a561-496caadb0ce7,c4,c2,3403,?,p1,
1769490943.938655,CREATED,931c2d9e-1ad4-425f-a834-73988865fa9f,4266845f-e244-4719-acf9-b6d4801411f4,c4,c2,27,?,?,surb={'id': '95e47999-9336-4c53-89e7-995330a16468', 'route': ['p2', 'e11', 'i3', 'x2', 'p1', 'c4']}
1769490943.9456673,RECEIVED,9472b65c-e10a-4e4b-95bc-77b6fa63a0bb,36c2e305-12cc-4a01-af58-578df246313d,c1,c4,27,p1,?,surb={'id': '1b7d42e1-203e-4183-8a2d-8c62a326b251', 'route': ['p1', 'e4', 'i11', 'x3', 'p1', 'c1']}
1769490944.2553973,SENT,693ce878-0ac6-474d-8f13-4d8c764ce410,a57dc7ea-c303-4ee4-98de-18f05146780f,c4,c2,3376,?,p1,
1769490944.2555428,CREATED,69ee1ab3-baf2-43c4-bef2-a7e316396588,d0bc9864-3d35-45a5-a193-f1e3d078e576,c4,c2,27,?,?,surb={'id': '98e38855-1dfe-4e00-89ba-512a00b84cea', 'route': ['p2', 'e9', 'i4', 'x11', 'p1', 'c4']}
1769490944.3434768,SENT,cc731fe7-5ca8-4b67-a295-a89160bab83e,1ab8bb04-db77-438f-8f49-3a13fe038fd9,c4,c2,3384,?,p1,
1769490944.343539,CREATED,883e9037-5397-48a3-84d8-a0c812ef9a97,8c015527-f351-49ed-b9e4-2ad745dd0888,c4,c2,27,?,?,surb={'id': 'c6f6eaf7-7dd4-4297-8612-169017206b20', 'route': ['p2', 'e9', 'i3', 'x2', 'p1', 'c4']}
1769490944.4172397,SENT,8f12c184-038c-44d6-b576-4d1e6d8657df,d27022db-db1a-4591-8955-72283597aa32,c4,c2,3380,?,p1,
1769490944.417303,CREATED,e9ac5fa4-b245-41ed-89e0-b1cf23e1d1f7,cc7df284-f963-4d5d-8ccd-c06e417d13fd,c4,c2,27,?,?,surb={'id': '8bd6a011-a5b2-4e48-94d1-c6ba39cd2d0a', 'route': ['p2', 'e2', 'i2', 'x8', 'p1', 'c4']}
1769490944.5368528,SENT,6fa5522b-1b2e-40be-85fe-3b54b3e336f4,7860bc55-0747-4e10-a280-3be07bf4860d,c4,c2,3388,?,p1,
1769490944.5369968,CREATED,fe8d8bfb-4545-4938-8150-27743468603f,8b89e934-238d-4647-812c-07b8d3bc80a2,c4,c2,27,?,?,surb={'id': '964f0e70-2a76-454f-91a7-75893bd78389', 'route': ['p2', 'e3', 'i11', 'x12', 'p1', 'c4']}
1769490944.6909747,SENT,ae43422d-9ec0-4917-92d4-c4983fcf9d93,cba82e54-21cb-4e60-b41a-14b7504f0153,c4,c2,3383,?,p1,
1769490944.691153,CREATED,bcb40a4e-bd2a-4f49-a5a6-eb67906c199e,61e9b8aa-aaea-424f-974a-98dee2aee24c,c4,c2,26,?,?,surb={'id': '2e0b6edd-2d7b-4711-abe1-864a6dd1e05d', 'route': ['p2', 'e6', 'i7', 'x11', 'p1', 'c4']}
1769490944.7699666,RECEIVED,1e137a10-bbc4-4ded-bea7-99ad07c66e39,46b41386-be31-4dd2-8a40-b401693a027a,c1,c4,27,p1,?,surb={'id': '006061b9-3944-49e9-9c04-7dbf9e86fd0f', 'route': ['p1', 'e4', 'i3', 'x8', 'p1', 'c1']}
1769490944.8698094,RECEIVED,4be58059-586c-4755-8634-06775829f785,152cf3d1-3507-41f5-8a61-40835400dea4,c2,c4,27,p1,?,surb={'id': 'c5de72fe-da99-4b93-86c2-7d5859b84c8d', 'route': ['p1', 'e10', 'i10', 'x11', 'p2', 'c2']}
1769490945.0160031,RECEIVED,b2740f12-f6e0-44d5-bbc4-a614c30bf067,c6f68d0c-00ca-4a4c-b491-c241654b1593,c2,c4,27,p1,?,surb={'id': '0084abb2-820b-41fa-be1a-3d5ea5ceee75', 'route': ['p1', 'e9', 'i7', 'x9', 'p2', 'c2']}
1769490945.413006,SENT,3eb3cee6-40e6-4b4d-b185-80f34a1f9994,6d0a36b1-f735-41e5-a718-7c81062f8dbb,c4,c2,3369,?,p1,
1769490945.4131937,CREATED,f7cb2141-dd3c-4cbe-938b-ace58f01125e,497bb46f-7232-4366-8e59-9c63a407fdf0,c4,c2,27,?,?,surb={'id': 'ab31b560-c10b-450e-8813-4717a98edd3f', 'route': ['p2', 'e5', 'i3', 'x1', 'p1', 'c4']}
1769490945.4791512,SENT,8477440a-ccb5-4bac-adf1-b94e1fa36165,22fbdaec-567d-4afe-8950-d3f5779cd6ad,c4,c2,3401,?,p1,
1769490945.4792926,CREATED,bfd323d4-e976-489a-ad13-200cd87b9087,5993d3a8-368f-4093-b57c-1cd8538cd994,c4,c2,27,?,?,surb={'id': '02353294-1433-444c-8eed-31ddd93bc7a5', 'route': ['p2', 'e4', 'i9', 'x4', 'p1', 'c4']}
1769490945.6356077,SENT,80c92da4-06e1-4ce7-827a-444106e8907a,33e952a9-bf1b-47ef-b096-cc37daad523b,c4,c2,3372,?,p1,
1769490945.63566,CREATED,3686965d-d1c2-4a6b-9c2d-493427013edf,3da158c6-db86-4bcb-a9d6-879c7cb0c0d9,c4,c2,27,?,?,surb={'id': 'd5d2d75d-142e-4c25-8c2d-1dc1c76f5e31', 'route': ['p2', 'e9', 'i12', 'x8', 'p1', 'c4']}
1769490945.8467078,RECEIVED,62cd6f9c-1567-49bf-8fb0-89007158f380,7f2280a1-bbf7-44ee-9834-5ca51c21f507,c2,c4,27,p1,?,surb={'id': '17b74582-0562-44fa-8daa-c8e2c07041b9', 'route': ['p1', 'e4', 'i9', 'x7', 'p2', 'c2']}
1769490945.9241436,RECEIVED,4233ec08-e62a-49a8-b500-f4648517e9af,7cfb699e-faef-4a7d-a19f-e75cada38f55,c2,c4,27,p1,?,surb={'id': 'cd1e52fa-e2ad-40fb-90e3-a5cf2aa8ec51', 'route': ['p1', 'e11', 'i12', 'x1', 'p2', 'c2']}
1769490946.0965004,SENT,94c90980-b351-4972-a916-e1f6f0653042,cbd55997-bb49-42c5-96ec-2c9de6ddd101,c4,c2,3388,?,p1,
1769490946.0966353,CREATED,824c1d3c-790b-4337-b68e-81b7e06fd772,4a123485-dd55-4402-a387-9e76960ae881,c4,c2,27,?,?,surb={'id': '82c62c28-464e-4c62-aca3-2250ddc7e367', 'route': ['p2', 'e12', 'i8', 'x6', 'p1', 'c4']}
1769490946.1078744,RECEIVED,eca178f9-38c5-4e01-aacb-aff18d8926b1,d8640320-0d8c-41ea-8152-4187f4d962c1,c1,c4,27,p1,?,surb={'id': '14fc6a93-efa6-49d3-aa4f-8203dd597c25', 'route': ['p1', 'e4', 'i5', 'x5', 'p1', 'c1']}
1769490946.1636279,SENT,f9dab4b2-2ce8-4b22-bae9-9e8914a73bc7,98a02af1-d05d-4ad2-80b2-2b75e63d97bf,c4,c2,3383,?,p1,
1769490946.163855,CREATED,b548d837-7faf-4621-9492-13e10b5cbd99,1223ee41-6a38-40df-9790-58a551b5a394,c4,c2,27,?,?,surb={'id': 'cd6dd8aa-92a3-4dba-a6d0-6d3343820fae', 'route': ['p2', 'e1', 'i8', 'x7', 'p1', 'c4']}
1769490946.233631,RECEIVED,20c3e23d-2921-4bfb-bf8f-3f29f890cac0,3ca2bd53-7ec1-4010-9dbb-b1acbf6744be,c2,c4,27,p1,?,surb={'id': '01bd0b9c-a3dd-4c7e-a687-3d37514f063b', 'route': ['p1', 'e4', 'i5', 'x8', 'p2', 'c2']}
1769490946.304745,RECEIVED,f47f3ac8-360e-4865-b737-f139863b5440,b8eb3adb-5bfd-473e-867b-988a0a518466,c2,c4,27,p1,?,surb={'id': '61bf7deb-8559-405b-a10d-85e53309d8f4', 'route': ['p1', 'e6', 'i2', 'x12', 'p2', 'c2']}
1769490946.7744846,RECEIVED,30bc2266-9a54-4d0a-827d-bab8aa0559b7,b78470b3-ce95-4a27-8f11-5534fe5760c3,c2,c4,27,p1,?,surb={'id': '24017a6a-e6a2-4681-8bcd-68ac40e01ad7', 'route': ['p1', 'e5', 'i10', 'x9', 'p2', 'c2']}
1769490946.8677013,RECEIVED,f778037d-dc1a-4ea3-bb7b-53adee2ddea8,fdfc0d5f-56ba-4439-b1b9-27bb437efb69,c1,c4,27,p1,?,surb={'id': 'a2c78022-cdbe-475c-8bbc-f78c5578d465', 'route': ['p1', 'e6', 'i5', 'x11', 'p1', 'c1']}
1769490946.9775758,RECEIVED,880b137d-3387-4475-ad79-c0df0cfc3cd4,ce1084ee-55cf-4d58-b856-6f49c883eee6,c2,c4,26,p1,?,surb={'id': '93a30e32-1cac-430d-b828-9ce2992f44ad', 'route': ['p1', 'e6', 'i3', 'x2', 'p2', 'c2']}
1769490947.0651762,RECEIVED,5a5947f4-0c78-4892-bf78-4140ae9c8fad,ecb6c28f-7b07-42a9-a9a8-a0fbb72f81f6,c1,c4,26,p1,?,surb={'id': 'ae407f35-b7ec-4e88-89bf-93afbcb8d46f', 'route': ['p1', 'e1', 'i7', 'x2', 'p1', 'c1']}
1769490947.3319497,RECEIVED,c27dc9b1-654d-49b2-a230-3f5ac753135e,1866b680-7d3b-4315-ba70-f5a724aa9b90,c2,c4,26,p1,?,surb={'id': '9b9a6163-03b9-4ff2-9b65-8fd8ab3253b7', 'route': ['p1', 'e9', 'i11', 'x11', 'p2', 'c2']}
1769490947.559248,RECEIVED,9a186bc4-7d69-4d1f-8be6-e593a092fa24,1809fdf3-9386-4f46-894c-bbea65715e17,c1,c4,25,p1,?,surb={'id': '354de7eb-2cb1-4b6f-b98f-f71b491be350', 'route': ['p1', 'e12', 'i8', 'x2', 'p1', 'c1']}
1769490947.6368482,RECEIVED,3234aa21-c006-4b03-9f7f-5ba3b26032c0,eada48be-51b9-4e39-972e-126c035fd401,c1,c4,27,p1,?,surb={'id': '45c07605-a24c-4a12-8180-81084f917f63', 'route': ['p1', 'e7', 'i2', 'x5', 'p1', 'c1']}
1769490947.7055564,SENT,1eb237db-7357-4622-824e-e926cf42d0cf,4500a60b-b25a-42be-ade2-ddfe07103ce6,c4,c2,3398,?,p1,
1769490947.7056975,CREATED,4b0ecb21-bd3d-4b3c-9f58-d6927f5a25a5,e4f68915-0abb-42b4-9451-1500034d3561,c4,c2,27,?,?,surb={'id': 'c65201d4-4830-47bc-bf0b-d2ad254dff72', 'route': ['p2', 'e5', 'i7', 'x10', 'p1', 'c4']}
1769490947.9124436,RECEIVED,20ad1aee-c02d-4d1c-a5e2-fde7aab0322e,77f83f40-3e5f-42ec-b8fd-c3bd24ea110b,c2,c4,27,p1,?,surb={'id': 'c00ef0a9-7677-4e57-847e-5c85d4b934e3', 'route': ['p1', 'e7', 'i9', 'x7', 'p2', 'c2']}
1769490948.2140388,RECEIVED,b31fc3ad-d585-41d6-95b0-47df5e825288,dc8c698e-5331-43d6-a18c-61c4cb52f2e1,c1,c4,27,p1,?,surb={'id': 'bc24f9ad-49e8-4788-95c3-5f8b290bd1ec', 'route': ['p1', 'e8', 'i8', 'x10', 'p1', 'c1']}
1769490948.3385692,SENT,eaa6d13f-0509-4274-a85f-619af6ce54ed,49a37492-f6e2-4d16-80e2-f4da0b78ece1,c4,c2,3388,?,p1,
