timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769490760.6598105,SENT,b51e89d7-f3b4-41bd-8a5e-4d2b3d3f74a8,3eb6d21e-9cf0-4f67-b418-7ba6b6c1e1b1,c2,DROP,2032,?,p2,
1769490760.6599844,CREATED,f23d5c7b-4f41-4aee-8ac8-d95968bc7970,a590a613-2611-40ed-bf95-5b2b575dc295,c2,DROP,27,?,?,
1769490760.7520826,SENT,02a5f123-e63d-4c5c-a04f-95b8887e12c8,0c879ca5-56aa-40a0-b3f3-48c158098868,c2,c4,3364,?,p2,
1769490760.752357,CREATED,ab05bca9-706f-4689-9cb9-d2c4b63430be,dd0baa9f-b441-4810-b5bb-da6c39602ab1,c2,c4,27,?,?,surb={'id': '416c97e4-1f93-402b-bf85-bc6b5c7c1ae9', 'route': ['p1', 'e4', 'i2', 'x7', 'p2', 'c2']}
1769490789.9542518,RECEIVED,177359b6-8410-4e63-94ba-6a71eb29482e,b4d5456a-26fa-4657-8c57-1b15f22eb1f4,c5,c2,26,p2,?,surb={'id': 'dee515bb-33e9-4d42-94c0-cae35df70f39', 'route': ['p2', 'e7', 'i7', 'x8', 'p2', 'c5']}
1769490790.075583,RECEIVED,d630bd2e-47e3-4905-82ab-88c02b15960a,a3f88f1c-bdc6-4a3a-8464-8d0c01bc2439,c5,c2,27,p2,?,surb={'id': '7e634faa-44fc-47fa-8a64-f164c47ba7bd', 'route': ['p2', 'e6', 'i2', 'x9', 'p2', 'c5']}
1769490790.2344387,SENT,5e50fbfc-cb6a-4dcd-bfef-96de3214779c,ab5afdf6-7802-4997-bebc-3b9a34c83078,c2,c4,3383,?,p2,
1769490790.2345853,CREATED,cfba7ea9-9471-4ee2-b696-e94b16b9e2b4,7cff6c1c-7e26-4bd1-94b8-d139c22930fe,c2,c4,26,?,?,surb={'id': 'f5cf024c-91fd-4b5f-be50-12f3e9f0b2bd', 'route': ['p1', 'e5', 'i11', 'x7', 'p2', 'c2']}
1769490790.2596407,SENT,f13d5a9c-6cb2-4fe5-9810-39eafe3e4798,920f59c5-db64-47ad-8489-8b8ef9b16f75,c2,c4,3400,?,p2,
1769490790.2597857,CREATED,1be6b69c-a6f1-4150-a5c9-a89f98c0f50c,0be50ec2-6390-4343-afe5-dc5b52527d35,c2,c4,27,?,?,surb={'id': '3a43eef7-cfd8-47fd-b133-24f1f410140f', 'route': ['p1', 'e1', 'i11', 'x1', 'p2', 'c2']}
1769490790.4819465,RECEIVED,b4da3e17-905c-43ba-a272-7d08bcda93ba,4539ec49-921d-40d2-b6dd-4f8b10713e8c,c3,c2,27,p2,?,surb={'id': '0c581c6a-fab5-48bc-a582-7306a3023fc9', 'route': ['p2', 'e3', 'i9', 'x10', 'p3', 'c3']}
1769490790.507747,SENT,68a6ad52-6f66-4b14-ab7c-561beefa3228,6569c74d-b98b-4af7-a35a-ea00e1903649,c2,c4,3384,?,p2,
1769490790.5079072,CREATED,efb328e9-abae-4e7a-bc44-782da9282ef5,afcb6db3-7555-45ff-8f5d-731697b5d36e,c2,c4,27,?,?,surb={'id': '3e32b840-9b28-4da1-847b-8b913ea1ad89', 'route': ['p1', 'e11', 'i3', 'x8', 'p2', 'c2']}
1769490790.9894733,RECEIVED,07eb1501-68c6-41d6-8e9f-445e193bdfda,697d3093-0f68-4fed-a3ce-9eaef595bad0,c5,c2,27,p2,?,surb={'id': 'b2e56b4f-cb54-409e-9248-f3ee4a10611e', 'route': ['p2', 'e10', 'i5', 'x3', 'p2', 'c5']}
1769490791.058351,RECEIVED,7ef1205f-a2bf-41ec-aad9-412bd2ae55e4,7a38470a-762c-40c9-a5d5-f2d0b2461399,c4,c2,27,p2,?,surb={'id': 'b8f04928-186e-4918-a416-0bdb9c52b019', 'route': ['p2', 'e2', 'i2', 'x4', 'p1', 'c4']}
1769490791.0641747,RECEIVED,d32757b8-8186-4bf7-8579-7a34f5109364,93e97b12-d912-4820-972a-ca48a68e796f,c5,c2,27,p2,?,surb={'id': 'a53f3259-09c1-4ef7-a8ac-72af07758d21', 'route': ['p2', 'e11', 'i2', 'x6', 'p2', 'c5']}
1769490791.137026,RECEIVED,4fc1253c-2463-4b17-ba2e-11db5f09c323,28518bf3-e6e7-4e88-a9e7-72c60f123cef,c3,c2,27,p2,?,surb={'id': '49d484c3-3cb1-439b-ae2a-896e533a56cc', 'route': ['p2', 'e11', 'i8', 'x12', 'p3', 'c3']}
1769490791.191214,SENT,b2efdd0a-c4b8-4b8c-b9b3-c39e0869c498,46d7b11a-f29b-4807-867b-bc359dc78782,c2,c4,3380,?,p2,
1769490791.1913195,CREATED,2354911a-68cd-4a86-8225-621c88d51f14,3e75b465-3a4f-4449-bac2-de258c30418a,c2,c4,26,?,?,surb={'id': 'c604ec91-6121-486b-a71e-f59ef3c0d29b', 'route': ['p1', 'e1', 'i7', 'x9', 'p2', 'c2']}
1769490791.1939955,RECEIVED,aa5c76af-05f8-4bc7-9549-5694a73def37,7cca6e22-3ea2-4c69-90bb-4f6e0571c1ec,c4,c2,27,p2,?,surb={'id': '8267445a-6f50-4d5c-88bd-f98b7273a726', 'route': ['p2', 'e8', 'i5', 'x2', 'p1', 'c4']}
1769490791.4067678,RECEIVED,74abb1f4-cdbb-4c38-9224-218eef0afc65,f7861f6f-91b4-42a7-a66c-49648e473a00,c3,c2,27,p2,?,surb={'id': '4f61c8ae-4d87-4b73-846c-1894ce98f804', 'route': ['p2', 'e1', 'i9', 'x8', 'p3', 'c3']}
1769490791.4548225,RECEIVED,0f692237-8f84-43eb-8118-72034b71103c,b7edea1d-5b1a-4cc9-9b01-a70ec68bc7a9,c4,c2,27,p2,?,surb={'id': '2f9171f4-4f62-42aa-a979-8af98029c691', 'route': ['p2', 'e12', 'i12', 'x2', 'p1', 'c4']}
1769490791.6325243,RECEIVED,8cbf3275-ed81-4087-b680-4a0efe7bf928,7484d026-0c30-4091-a524-6e3aed9e7b2f,c3,c2,27,p2,?,surb={'id': 'c3f38ee7-d60a-47b4-b370-73e745724964', 'route': ['p2', 'e9', 'i8', 'x12', 'p3', 'c3']}
1769490791.708188,RECEIVED,951ef751-5bd8-45cc-89be-7fc86bd7a00b,da0158be-b081-4e8a-997c-160b3a7ce5ec,c3,c2,27,p2,?,surb={'id': 'ea3d917c-7e43-4344-9b8e-240d5d9c10ce', 'route': ['p2', 'e8', 'i7', 'x9', 'p3', 'c3']}
1769490791.8153455,RECEIVED,19cc07f0-8add-42aa-b538-6cf255a1fbb5,d9064c8f-ab6e-4f10-9f26-f6f927cbc818,c5,c2,27,p2,?,surb={'id': 'b0e07a2a-9eed-41ea-b9af-3e54fb439dd2', 'route': ['p2', 'e9', 'i7', 'x8', 'p2', 'c5']}
1769490791.9675398,RECEIVED,15bc730c-c5da-48fd-b238-71820749c3a5,d64111d3-d17a-4b8a-a168-e60d2ad0a634,c4,c2,27,p2,?,surb={'id': '7ffe7ee5-dfd8-4eb4-81d8-2237cc96b6fc', 'route': ['p2', 'e4', 'i2', 'x9', 'p1', 'c4']}
1769490791.9827373,RECEIVED,a538f83a-338f-4965-a5c0-197cf6e9e243,3f8f9cc0-096c-4b76-b2ad-b3292d83ebfb,c4,c2,26,p2,?,surb={'id': '97093b6d-8c2a-4d50-a826-7470da86bd40', 'route': ['p2', 'e4', 'i10', 'x3', 'p1', 'c4']}
1769490792.0503354,RECEIVED,9741e91a-d4bb-49f6-ba7b-afd0413791f3,0499c69f-d586-4d42-b953-830f69129922,c4,c2,27,p2,?,surb={'id': '83ac6c8f-212c-42e7-ab96-765878ac667b', 'route': ['p2', 'e12', 'i9', 'x8', 'p1', 'c4']}
1769490792.1256142,RECEIVED,a583f94f-8a4d-44c2-be08-697a2e4fcb6f,ba32832e-c16a-44f7-b7fa-b3b80fdaba1c,c5,c2,27,p2,?,surb={'id': '2afb4f71-060b-42e5-b807-39d367cc91d0', 'route': ['p2', 'e7', 'i12', 'x4', 'p2', 'c5']}
1769490792.1313026,RECEIVED,9010cbf5-4565-4abb-87d7-bf54140e8c44,da024d73-9bdd-42a9-818c-31dae5c64e80,c5,c2,27,p2,?,surb={'id': '5d2e4ec1-f2c4-43cc-b166-625a49b2fec7', 'route': ['p2', 'e1', 'i5', 'x11', 'p2', 'c5']}
1769490792.220301,RECEIVED,ad6fd696-74a7-4e6b-ada7-68259d866349,0ed5bbfb-b5b3-4436-9886-05a93adaed88,c5,c2,27,p2,?,surb={'id': '3a459758-6874-4f59-b078-4bc56d50e2a1', 'route': ['p2', 'e8', 'i10', 'x9', 'p2', 'c5']}
1769490792.2332466,RECEIVED,1a41bb0c-ee93-41de-b9b1-3143da7d5699,bc693395-64d3-44c1-982a-cd01b18ed1de,c4,c2,27,p2,?,surb={'id': '9a1d7023-7422-4934-bf54-4c43b4f8b96b', 'route': ['p2', 'e5', 'i11', 'x4', 'p1', 'c4']}
1769490792.4246798,RECEIVED,8935820d-e9aa-41f1-96d4-e069fd162cf5,103e9657-3e7d-43b3-bb5c-8e98dc69a398,c3,c2,27,p2,?,surb={'id': '445d40e8-bdc5-4eee-b1a0-e661f546820a', 'route': ['p2', 'e6', 'i4', 'x9', 'p3', 'c3']}
1769490792.5266378,RECEIVED,8c1f11a7-548f-4170-957f-7e0f4026f792,a83ef8c9-4323-407e-8f77-b24187371d7a,c5,c2,27,p2,?,surb={'id': '1f32fb6f-de54-458f-9d95-db2a8d2865a5', 'route': ['p2', 'e6', 'i2', 'x3', 'p2', 'c5']}
1769490792.5498939,RECEIVED,2c857222-b736-46cb-9495-abdba6b79d81,3cabf99a-496d-4597-8a52-5141cf9f0fb8,c3,c2,27,p2,?,surb={'id': '52e9e610-acfc-4b29-9a0f-168e34992adb', 'route': ['p2', 'e12', 'i12', 'x7', 'p3', 'c3']}
1769490792.5664022,RECEIVED,d7021ea4-ab21-4d73-bd2d-a794df293438,57e659ff-509d-4f21-90a4-fd5129875fe1,c4,c2,26,p2,?,surb={'id': '0648e84b-1242-4f73-bb02-82b215126e5e', 'route': ['p2', 'e9', 'i11', 'x4', 'p1', 'c4']}
1769490792.609287,RECEIVED,1b24920a-4c90-4c67-ae34-9df40a5b6a2e,47e49ef2-5fdb-4c8a-9ff3-23d9c1ca928b,c4,c2,26,p2,?,surb={'id': '6f19ef95-d7ba-42f5-b58b-65967db9d281', 'route': ['p2', 'e7', 'i8', 'x1', 'p1', 'c4']}
1769490792.7041905,RECEIVED,2a963566-544f-4f5d-9c03-bd5be878cf25,a77315c3-686a-48b5-af99-1ef603689cdf,c4,c2,26,p2,?,surb={'id': '2dea8c98-504b-4f85-9952-18918664fa30', 'route': ['p2', 'e4', 'i9', 'x6', 'p1', 'c4']}
1769490792.8421342,RECEIVED,eb282dce-c254-4e24-891d-430119eac906,f166dc51-fa7d-4acc-93a6-6fb736d8b29b,c3,c2,27,p2,?,surb={'id': '6feeebc4-d1d6-477a-9211-bcc9a563c52c', 'route': ['p2', 'e9', 'i3', 'x12', 'p3', 'c3']}
1769490792.898889,RECEIVED,fda47b0a-13ba-4ee7-8261-2ffc406ee769,3cc0ed31-a09b-4ee2-afb4-d5bb75653135,c4,c2,27,p2,?,surb={'id': 'e81e2878-218b-4370-9823-995eb7b9842a', 'route': ['p2', 'e9', 'i4', 'x12', 'p1', 'c4']}
1769490793.0724554,RECEIVED,48adfce9-7310-4c8f-8e1c-c87b17256b80,5d853ecd-9eaa-4b97-ae41-b0f77d1e822f,c5,c2,27,p2,?,surb={'id': 'aea3e596-d685-42d5-b437-db25529acec4', 'route': ['p2', 'e1', 'i12', 'x6', 'p2', 'c5']}
1769490793.0794601,RECEIVED,dce12a41-a5d0-4d1f-93b4-31c23df17382,8012ba87-c6cf-4e88-a0b1-ae4e0a6d7316,c3,c2,27,p2,?,surb={'id': '408a7798-32cb-458d-82ea-eeaff15076c8', 'route': ['p2', 'e1', 'i12', 'x11', 'p3', 'c3']}
1769490793.2764988,RECEIVED,a0d8e0b6-e62f-4270-93a3-cd8cba9de905,5b5e2934-b630-4513-9520-641356830037,c4,c2,26,p2,?,surb={'id': '013de05f-a469-4fc1-9932-07fd08de9173', 'route': ['p2', 'e8', 'i6', 'x5', 'p1', 'c4']}
1769490793.6209748,SENT,311e0db3-6398-4d14-ac35-e113e6c1f9b0,df3b53e8-8436-48ce-a66d-066e9fb26822,c2,c4,3380,?,p2,
1769490793.621166,CREATED,c6b6a18c-f611-43ac-a6f2-57be6b7e9fc5,6c5c893e-6b96-411f-a260-4a15e3f520ec,c2,c4,27,?,?,surb={'id': 'e8e06c3f-815a-4e30-8f95-8513b72f9117', 'route': ['p1', 'e6', 'i5', 'x7', 'p2', 'c2']}
1769490793.6577303,SENT,b99b51b9-f146-4610-9813-0cfcc28f3315,8b8c9b7e-04d2-4ffd-906b-e4a04f706302,c2,c4,3380,?,p2,
1769490793.6579006,CREATED,60f8afd7-cbc8-4a33-a945-cbc30b4b77e5,f6e91b6a-97c6-49e4-9a65-05bafbe18825,c2,c4,27,?,?,surb={'id': 'c9b769cb-850b-418c-8b36-ec53e1e5b98a', 'route': ['p1', 'e7', 'i5', 'x9', 'p2', 'c2']}
1769490793.9013934,SENT,4755445a-c6c2-4c28-991b-abc9486c676d,97898ef0-7d82-4ac6-b94a-88d4649faeb4,c2,c4,3384,?,p2,
1769490793.9015455,CREATED,1d921f59-db9a-416f-b749-a9de7dd5721a,dad820ec-79f4-403b-8186-889a81610551,c2,c4,27,?,?,surb={'id': 'd9258561-8d36-40dc-a51d-b6f33f45c14f', 'route': ['p1', 'e9', 'i7', 'x12', 'p2', 'c2']}
1769490793.9326594,SENT,62fa8962-d949-496e-b622-edc06d49662c,c37208f4-5f1e-4996-8397-3f10c6b985ef,c2,c4,3371,?,p2,
1769490793.9328086,CREATED,2a3c1912-fff0-47b0-8ea2-adbd69505eaf,552d0c04-7669-4574-a59d-3aca3a05702d,c2,c4,27,?,?,surb={'id': 'c87d2e50-850c-4a14-a982-7c847440d2df', 'route': ['p1', 'e4', 'i4', 'x6', 'p2', 'c2']}
1769490794.009307,SENT,bdf61322-3335-4f64-ae46-72ee649cd93a,9774f60d-58bc-49fd-bc29-0c0c5825a6f3,c2,c4,3378,?,p2,
1769490794.0094628,CREATED,d6c7048d-9574-4237-90c3-2c180872f8fa,511ae3b2-5cf4-437f-bf33-6366be313d4d,c2,c4,27,?,?,surb={'id': 'a544a66c-f3e3-48d9-b70f-46827ef894fc', 'route': ['p1', 'e4', 'i3', 'x6', 'p2', 'c2']}
1769490794.0347595,RECEIVED,84a9ac12-cfd1-4aed-987f-5bbdebc3cbe2,af02042c-0caa-481d-b38f-9a5f0af9fb00,c5,c2,27,p2,?,surb={'id': '9b66006d-9739-4cf5-984e-940612a7dbc0', 'route': ['p2', 'e11', 'i3', 'x1', 'p2', 'c5']}
1769490794.065765,RECEIVED,74181d1e-9a08-425c-b5bf-c8b42020215f,0f37b842-7f08-4fe1-940f-b2f46dfa4846,c4,c2,25,p2,?,surb={'id': '43b6c059-b7fe-4916-8b96-348707aee72e', 'route': ['p2', 'e6', 'i12', 'x7', 'p1', 'c4']}
1769490794.131211,RECEIVED,e77adb6c-336c-43fd-be7f-1d5e32cf6b5b,45f3d97f-c8c0-4dce-b6e7-b9774ebf0bac,c3,c2,26,p2,?,surb={'id': 'f6ea46a0-1664-4600-86b0-9e632ab600ca', 'route': ['p2', 'e2', 'i2', 'x4', 'p3', 'c3']}
1769490794.1758504,RECEIVED,61b0f10a-69cc-4f25-a718-854f5f08fbf6,78233e75-c40a-4502-a417-b7dce20395fe,c4,c2,27,p2,?,surb={'id': '75709e3c-3459-42e1-89d3-3828102009ef', 'route': ['p2', 'e5', 'i1', 'x1', 'p1', 'c4']}
1769490794.231116,SENT,7ab09f99-e634-44db-b12b-1948dace859f,79270b64-1677-49c4-88fd-f6a88a04786d,c2,c4,3361,?,p2,
1769490794.2312663,CREATED,12ec0785-d0d3-4200-b641-ff10fed42db7,2ff41168-e98f-48e8-8c4f-8507956d8d47,c2,c4,27,?,?,surb={'id': '6ce50cc1-363f-4e45-9caf-3a85fd839472', 'route': ['p1', 'e6', 'i12', 'x3', 'p2', 'c2']}
1769490794.2673202,RECEIVED,a842beba-7f79-499d-a6fc-f40343eed8c5,4c685fda-385e-42e8-87ba-cdcd949cefba,c4,c2,26,p2,?,surb={'id': '1df946c7-94aa-472a-9a12-b43d89cbcaf6', 'route': ['p2', 'e1', 'i8', 'x6', 'p1', 'c4']}
1769490794.605437,RECEIVED,433ead0a-f62f-4bde-81c7-f392ce4b373e,05753d22-2aef-4797-a882-ad4b2dcdabed,c5,c2,27,p2,?,surb={'id': 'ed1494c7-457b-42af-9573-411e2fa6827e', 'route': ['p2', 'e2', 'i8', 'x11', 'p2', 'c5']}
1769490794.657782,SENT,8b33bd3b-d6f4-4fa5-8e2a-df4bbd403034,6aba273e-0115-41ae-a0db-4d97ef953cfe,c2,c4,3384,?,p2,
1769490794.6579309,CREATED,b48ec8d7-dbb6-4f42-b796-548e654b704e,f5ec28a6-383a-4ab3-9b7a-38629ef1fd41,c2,c4,27,?,?,surb={'id': '40eb67b9-5538-4648-8052-3f42b406768a', 'route': ['p1', 'e3', 'i5', 'x6', 'p2', 'c2']}
1769490794.6783128,RECEIVED,eddcbd7e-d4f9-4c19-9816-f5c8611fa897,aedad132-cbb9-4a0c-9ccc-c080b7cc0ecd,c5,c2,27,p2,?,surb={'id': '983e87b3-2600-4954-ba78-4e65c31dbf7f', 'route': ['p2', 'e4', 'i9', 'x12', 'p2', 'c5']}
1769490794.7470434,RECEIVED,1772fbd5-cac7-4f09-9584-8feeeac79f20,531495f0-acc9-4e62-b809-37a16a0aea84,c3,c2,27,p2,?,surb={'id': '9d7ceb05-5580-4c89-b593-1015dca91d3c', 'route': ['p2', 'e10', 'i9', 'x12', 'p3', 'c3']}
1769490795.113472,RECEIVED,e80b0fce-518b-4148-824c-dd127d45e0b9,461ca4e9-f0e0-4143-82c0-737d54eb6998,c5,c2,27,p2,?,surb={'id': 'cad43f38-c5fe-4000-bfe7-4d514ccf4ea4', 'route': ['p2', 'e9', 'i9', 'x1', 'p2', 'c5']}
1769490795.1450326,RECEIVED,b82b220e-08e3-491d-a3cf-300ea4e53665,4fafeef8-41c0-4e3b-b68c-2376f9bbf8a9,c4,c2,27,p2,?,surb={'id': '17a9628f-2732-4503-a708-2f087f347778', 'route': ['p2', 'e5', 'i1', 'x8', 'p1', 'c4']}
1769490795.231289,RECEIVED,a5e335e9-7a3b-4527-a6c9-8960e7d63272,385049da-da9b-4b6c-acf2-b055abd2672d,c3,c2,27,p2,?,surb={'id': '7bdd66c7-2e29-4e5b-9b82-9d63a028b098', 'route': ['p2', 'e8', 'i6', 'x2', 'p3', 'c3']}
1769490795.3108332,SENT,00c4ea76-0d4b-4513-9e11-2c893f3ff5f2,a2a61841-3b0f-4185-ae6f-2cc516bbf4c4,c2,c4,3380,?,p2,
1769490795.3110085,CREATED,6217170a-541b-4346-b8b3-a4356421c1c0,69109856-1ab8-4b7e-a161-f0c81d174862,c2,c4,27,?,?,surb={'id': '192be3e1-7f2c-46a4-bfb3-72956b683b67', 'route': ['p1', 'e9', 'i6', 'x5', 'p2', 'c2']}
1769490795.3867617,RECEIVED,acbf2fe0-3578-4949-9029-4d114e5c9f7a,8355b9c2-3713-40f7-b5ee-53ddfec4af1f,c3,c2,27,p2,?,surb={'id': 'dd5cca59-1e55-4051-9ca1-35507b87eb2d', 'route': ['p2', 'e3', 'i9', 'x6', 'p3', 'c3']}
1769490795.4945612,RECEIVED,4132c0bb-e06c-444e-8688-53f513d24094,423e5b86-d095-427f-ac18-2391942f0b52,c5,c2,26,p2,?,surb={'id': '94e859eb-d1ff-4757-8527-23211adeaa6c', 'route': ['p2', 'e3', 'i10', 'x3', 'p2', 'c5']}
1769490795.6866522,SENT,81f0845a-9848-4e99-9f02-78473c7db4cb,9a95856a-db24-40c6-9da1-48875ed1e24a,c2,c4,3380,?,p2,
1769490795.6867988,CREATED,01e55eae-9c7c-4401-b36c-8c86ed1d376a,c0120725-6fcc-4e1b-b516-13fb7641c3a9,c2,c4,27,?,?,surb={'id': '0ae917e1-8e40-4c9e-9afa-ee8f0abfcbd2', 'route': ['p1', 'e7', 'i6', 'x1', 'p2', 'c2']}
1769490795.79166,SENT,d7af2ad3-c250-4189-83ea-79bc47d83092,ff4d9886-a3d2-4afe-a43e-01d53bfc2c4b,c2,c4,3393,?,p2,
1769490795.7918055,CREATED,57a3576a-2b92-4bac-b2bf-7c8a7618a1f0,534fe2f1-3964-4180-b745-48391ede9453,c2,c4,26,?,?,surb={'id': 'de35cf5a-2c76-4613-bc8f-9e90c8aec2a7', 'route': ['p1', 'e8', 'i10', 'x12', 'p2', 'c2']}
1769490795.9249308,SENT,2547351e-8926-42be-bd69-5503bd516bdd,d755a62a-02b1-4cf7-9804-2c9baedb2758,c2,c4,3388,?,p2,
1769490795.9250057,CREATED,030f94b1-a821-4a40-8968-c2b9fcab6b54,4eba407c-d7ef-4f8d-b2f0-ac7983e34ea4,c2,c4,25,?,?,surb={'id': '63b1f2ff-5ec7-43fd-9538-b247b37b4123', 'route': ['p1', 'e2', 'i9', 'x11', 'p2', 'c2']}
1769490796.0282912,RECEIVED,6055cfeb-0e2b-4aae-8bc7-8a65a518ed81,99be0488-7fda-4732-8aa5-e182e95def91,c5,c2,27,p2,?,surb={'id': '766fb6b6-0a8a-400b-97bc-2ba06066476c', 'route': ['p2', 'e3', 'i1', 'x6', 'p2', 'c5']}
1769490796.2441506,RECEIVED,c9620a9a-2853-4478-a66d-baffaf203960,d15d1b5e-e69b-4bad-8ea9-979be53796fd,c5,c2,27,p2,?,surb={'id': '4858c7c2-9d34-4cb7-a7b6-22cc8d7434d1', 'route': ['p2', 'e2', 'i10', 'x7', 'p2', 'c5']}
1769490796.375732,RECEIVED,c196ae7d-fc13-48ca-81af-51737fdfdf45,dce3d4c7-75f7-4738-87c2-f2a8f40d5f68,c3,c2,27,p2,?,surb={'id': '2126d2f4-0377-43bd-8432-36fb6dff6dbd', 'route': ['p2', 'e6', 'i3', 'x8', 'p3', 'c3']}
1769490796.3830056,RECEIVED,411d950b-fa1c-42bf-8cbd-f2ef79edf131,04b805e9-3075-400b-8bae-7300523ab8f0,c4,c2,27,p2,?,surb={'id': '3bfdd33a-44ae-4f74-8a33-d1471da54014', 'route': ['p2', 'e1', 'i8', 'x2', 'p1', 'c4']}
1769490796.3987238,RECEIVED,fc5d4e5b-df92-47e4-9cca-e1df509f6bd5,3fb7a7d4-81ed-41b8-bc6b-3ea6fb94c347,c3,c2,27,p2,?,surb={'id': '7f381213-56c3-4058-90c0-b1f10aa7cc70', 'route': ['p2', 'e10', 'i12', 'x12', 'p3', 'c3']}
1769490796.4399273,RECEIVED,398325dc-3bcf-4903-9dcf-1a9aa44b7ad1,32a11af0-8689-42f2-a206-3608eb4cf019,c5,c2,27,p2,?,surb={'id': 'f5ca366f-fd6a-4b2f-ad3a-757d4f506a14', 'route': ['p2', 'e11', 'i5', 'x1', 'p2', 'c5']}
1769490796.4502904,RECEIVED,792049fd-9bdb-453a-aab4-730062d5264d,c229aa33-dd09-47b2-821d-2ae206549816,c3,c2,27,p2,?,surb={'id': '1f1de9bf-cb71-4ef4-b40a-039b78a15a87', 'route': ['p2', 'e2', 'i1', 'x10', 'p3', 'c3']}
1769490796.4828863,SENT,2a42560b-9521-43b0-af14-a2b366fcf7b3,1c7daab7-84ca-4b5e-88fb-a0a8ab71d199,c2,c4,3389,?,p2,
1769490796.4830325,CREATED,602aff84-7d45-4704-8180-988a9da46c67,838b6bc3-3b92-4139-9173-f02b6c313b49,c2,c4,27,?,?,surb={'id': '72ccb405-8a14-4943-8a56-daa9b98a853d', 'route': ['p1', 'e12', 'i12', 'x10', 'p2', 'c2']}
1769490796.5917566,RECEIVED,330130be-6d0e-42ee-b3aa-0260f4e07fd6,4ae5cd02-aef3-42af-8d61-4dc61549434e,c5,c2,27,p2,?,surb={'id': '954ed282-4c9e-46c8-b3e4-f9aecec83e95', 'route': ['p2', 'e3', 'i12', 'x4', 'p2', 'c5']}
1769490796.675076,RECEIVED,07df905e-7887-4af3-9005-e84c2afd7cfd,d3f77b9c-a9b8-4712-9e1b-c31188b26811,c3,c2,26,p2,?,surb={'id': 'aac9afc2-0701-4135-b88f-e7e8ecbead96', 'route': ['p2', 'e11', 'i10', 'x4', 'p3', 'c3']}
1769490796.700629,SENT,d61e53d0-4866-420f-a650-a0ffdb07a918,916d026d-b4eb-4f00-a749-916cf20a596e,c2,c4,3384,?,p2,
1769490796.7007763,CREATED,6093c763-9220-4e6f-acc5-3d618582cd85,2571fadc-7176-471f-85ec-7605b438e7d9,c2,c4,27,?,?,surb={'id': '1fdf602d-4f9d-49bd-a4d4-2c1daaf2e2f2', 'route': ['p1', 'e8', 'i12', 'x7', 'p2', 'c2']}
1769490796.8642852,SENT,7123e518-cde1-47d3-b548-84b08f13a085,99474c3d-cc04-467e-8100-c0a4a7ea8f7a,c2,c4,3380,?,p2,
1769490796.8647094,CREATED,3967a873-5065-422a-9939-d6a19bde5309,a71384e5-796b-4832-8c9e-2699bfa34b80,c2,c4,27,?,?,surb={'id': '1e47bcb3-23b0-4b25-b11e-6da8183f3bc1', 'route': ['p1', 'e7', 'i11', 'x5', 'p2', 'c2']}
1769490797.0035815,SENT,cef3cd5f-6f9f-4bb0-974c-449597d33610,6bc4913e-5a70-4a9e-bbd6-90359bb1f6c8,c2,c4,3359,?,p2,
1769490797.0037272,CREATED,d3e24981-4858-46ae-8793-d286127e8081,1678a091-e639-4c2a-ba93-4cbf25415f10,c2,c4,26,?,?,surb={'id': 'ac64bdb2-deaa-460e-8904-92c4334d5f5c', 'route': ['p1', 'e12', 'i5', 'x4', 'p2', 'c2']}
1769490797.0149117,RECEIVED,27cb3067-a9b9-4751-8472-51608cc78ea6,e65d7b01-021b-4396-b34c-3f5600983b74,c5,c2,27,p2,?,surb={'id': 'a2b367e8-a54e-4402-9daa-c932c13cb3c5', 'route': ['p2', 'e11', 'i8', 'x7', 'p2', 'c5']}
1769490797.0299935,RECEIVED,a51ab78d-f9c4-4c46-b3b4-11e49c3bebde,698cf932-48cd-4c1e-be5e-3c7af46878e8,c4,c2,26,p2,?,surb={'id': '8e48c4e4-7e1a-4175-aa22-f02600ed7d76', 'route': ['p2', 'e3', 'i10', 'x2', 'p1', 'c4']}
1769490797.0543327,RECEIVED,ad517788-48a3-414b-a090-d557d0b48a1c,beb2d5f0-66ac-4672-afb6-6fa193aa2538,c5,c2,27,p2,?,surb={'id': '3f49afa9-4f8b-4184-994e-41f6c03b22b0', 'route': ['p2', 'e1', 'i10', 'x8', 'p2', 'c5']}
1769490797.2017462,RECEIVED,e93b6736-a8b5-44f2-a9a6-3a388fe9148c,b82d8ae4-e00b-4fd5-bc93-5c60949e985b,c4,c2,26,p2,?,surb={'id': '2c294b07-3d5c-46af-a1af-97cd2308c9f9', 'route': ['p2', 'e8', 'i9', 'x9', 'p1', 'c4']}
1769490797.318592,RECEIVED,fb5437d5-2a7d-464e-9a76-5b9c134f9040,fb162a6f-0e0a-40cb-ad1e-f8e4bc060a37,c4,c2,26,p2,?,surb={'id': '4e3ccb77-6d84-4616-a93d-c715f3b7e5fb', 'route': ['p2', 'e7', 'i9', 'x3', 'p1', 'c4']}
1769490797.3296354,SENT,48a894bb-f1f7-4b85-95af-ceb47a9c9651,7ce1e18d-ccab-4533-82e3-21f8e10576ba,c2,c4,3383,?,p2,
