timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769476150.6143277,RECEIVED,ea1117d2-9674-46c2-9e8b-a0a2110d0ba4,25dbd8b0-3696-40ce-baea-fc1af51b48ec,c4,c2,27,p2,?,surb={'id': 'e6afb4da-c711-4028-8adf-a1a1e96d07ce', 'route': ['p2', 'e10', 'i11', 'x4', 'p1', 'c4']}
1769476150.6782608,RECEIVED,160360cc-8e8d-42fa-8994-7a31800c9168,dca727c0-46a7-4ac9-bfee-f6880d1467e8,c1,c2,27,p2,?,surb={'id': '5386411f-8535-4c77-acef-c31a5414ec94', 'route': ['p2', 'e1', 'i9', 'x4', 'p1', 'c1']}
1769476150.7296555,RECEIVED,242ba3a4-c4eb-47fc-a765-64a90ab54982,5231fa72-61a0-4f9c-a42f-302c42937c57,c1,c2,27,p2,?,surb={'id': 'd48bab63-fcd0-4c1e-adeb-7d6a0471a828', 'route': ['p2', 'e2', 'i2', 'x2', 'p1', 'c1']}
1769476150.8315277,SENT,aff5b2ee-8dbb-44bb-8e60-587642f9186c,3003b0bf-61a9-4a53-80e0-152fc14d0ef5,c2,c1,3387,?,p2,
1769476150.8315809,CREATED,380d8644-0f7d-46fc-8b60-801314bad811,c4a6b9c7-6305-4770-b374-24ef8bb6cec1,c2,c1,25,?,?,surb={'id': 'fb941bfd-d2b9-43f6-9dbc-6580c69b3478', 'route': ['p1', 'e6', 'i11', 'x11', 'p2', 'c2']}
1769476150.8759851,RECEIVED,f0455b55-6f54-4dec-8761-b429f4e78eef,0bc2c269-bc32-42df-a3d6-7dd95a265e70,c4,c2,26,p2,?,surb={'id': '8e7c2420-a595-475b-9910-c0430806842f', 'route': ['p2', 'e10', 'i6', 'x6', 'p1', 'c4']}
1769476150.8880017,RECEIVED,e20329ed-9ae7-4b54-ac83-aa376d135894,1fea8625-a379-4903-8397-a76b2446bdb4,c3,c2,27,p2,?,surb={'id': 'b8a29b6a-8228-4954-b910-df15f78320ec', 'route': ['p2', 'e5', 'i12', 'x5', 'p3', 'c3']}
1769476150.9104,SENT,6d6b9d71-d722-414b-8453-2e6fffcca7f1,a26431f0-c045-4bab-8210-ba6d5ec7c2c5,c2,c1,3379,?,p2,
1769476150.9104528,CREATED,73065233-2d80-4827-bc14-c91c5542e3ed,bb7246dd-dfa7-4ce8-be70-98a428e38db0,c2,c1,27,?,?,surb={'id': '5e28f491-b3fa-4397-b82d-4dd6a68fa547', 'route': ['p1', 'e4', 'i2', 'x9', 'p2', 'c2']}
1769476150.997871,RECEIVED,ad0a7438-6eda-4dc8-a7a5-2e5a02c9f132,3af0add8-9b3c-4753-bd3f-df662eb3513b,c4,c2,27,p2,?,surb={'id': '9449fe68-cce0-4305-9101-07cba3908a4e', 'route': ['p2', 'e8', 'i6', 'x2', 'p1', 'c4']}
1769476151.056447,SENT,040f6988-35cd-446d-8959-ad259a4e1a15,374251e5-1360-40b1-9e94-64d8a2e9f1fb,c2,c1,3383,?,p2,
1769476151.056501,CREATED,5cd159fb-7f73-4d4b-9063-3c3efbf80169,af21909f-5051-4714-b9fa-fd4df53d5bd6,c2,c1,27,?,?,surb={'id': '4abb50a3-28dd-444a-b5b5-11a925d5d096', 'route': ['p1', 'e2', 'i2', 'x6', 'p2', 'c2']}
1769476151.186371,RECEIVED,f42dcdad-25bd-44b8-b1c2-7d21aed077a4,552c7e92-5e7d-49f5-b9a6-b35234b476c8,c3,c2,26,p2,?,surb={'id': '93bf89eb-ce65-4cff-acfe-e6b46f8436ef', 'route': ['p2', 'e7', 'i3', 'x10', 'p3', 'c3']}
1769476151.2289104,RECEIVED,7d5646ce-3791-46a5-9e5f-03367d2a7c48,453bb6bf-4953-409d-b6e9-d86608573643,c4,c2,26,p2,?,surb={'id': '2a3d7011-7525-4fbc-bb6b-0a2f1421416a', 'route': ['p2', 'e3', 'i5', 'x8', 'p1', 'c4']}
1769476151.3061986,RECEIVED,9e680731-daeb-405f-8d5a-3ea2f31fbae9,dfc06a42-8f7e-458a-94f8-b2b0e23ec4c6,c4,c2,26,p2,?,surb={'id': '92e82a5c-a619-44d6-9e71-5758c7247f93', 'route': ['p2', 'e4', 'i2', 'x7', 'p1', 'c4']}
1769476151.3172889,SENT,7e3aed24-cb6f-4802-9cc7-0928a08a8388,353818f9-d783-4069-a628-8aae978e0b7d,c2,c1,3375,?,p2,
1769476151.3173387,CREATED,c32cde2c-a6e1-4554-81a3-622ee8836654,b1334fef-7156-4610-9f08-85af1c7c0639,c2,c1,27,?,?,surb={'id': '490d8955-f8a5-4f07-a298-01a693ccfe71', 'route': ['p1', 'e7', 'i3', 'x10', 'p2', 'c2']}
1769476151.3789833,RECEIVED,3e6a2f86-2811-46e0-9f5b-75c20bfe05f8,c1a1ea47-0b84-40e4-904f-843df001c7cd,c1,c2,27,p2,?,surb={'id': '4c04a6e2-6e30-4ec1-b01c-a074425b1399', 'route': ['p2', 'e4', 'i8', 'x2', 'p1', 'c1']}
1769476151.384635,SENT,f2300b17-de12-4726-804f-5ce7fa5ff824,b2e0df96-3da2-443e-b2b7-69e42065446c,c2,c1,3393,?,p2,
1769476151.3846867,CREATED,62256a3f-ef8a-4838-9777-a83f8b75d33a,b52458b2-2d5d-4e97-a73b-28b04a8071fb,c2,c1,27,?,?,surb={'id': '240580d8-db81-481f-b57a-17f5c1049aa0', 'route': ['p1', 'e11', 'i3', 'x2', 'p2', 'c2']}
1769476151.4495332,SENT,8db4a3ca-6cab-4ecd-b6a9-9efd4b958fbe,3514face-e036-4cfa-b8a3-6e4d9a2584c7,c2,c1,3391,?,p2,
1769476151.4495864,CREATED,5058f283-5368-4a1e-ba20-e78542fb9752,442d5832-2b01-4953-9307-845784b6a0ae,c2,c1,27,?,?,surb={'id': '60d78234-03b3-4d91-98c7-5a12cd78a63c', 'route': ['p1', 'e4', 'i5', 'x12', 'p2', 'c2']}
1769476151.5542443,RECEIVED,64ae1c6f-a8cb-42de-bd4a-4585eab0604b,6ff11717-6893-4f66-bf1d-18bcc64a3dc1,c3,c2,27,p2,?,surb={'id': '58fdfb09-df38-4b21-b93e-befb20411a01', 'route': ['p2', 'e4', 'i6', 'x9', 'p3', 'c3']}
1769476151.6150243,SENT,960e55c1-abe2-409a-8dde-70c0ec3a3db2,21a15d21-23d8-4671-9f44-fee759ffc093,c2,c1,3391,?,p2,
1769476151.615089,CREATED,9d23d71c-61eb-4aad-badb-3002801efd3a,a7482abc-fb31-4b9f-9dd0-c3b7a7439168,c2,c1,27,?,?,surb={'id': '69a56c29-474e-42f6-9afa-6bac8dd871fe', 'route': ['p1', 'e6', 'i4', 'x10', 'p2', 'c2']}
1769476151.652478,SENT,9a429033-fd18-4dfd-a8e5-7a0275635995,29a7fcb4-587f-4106-afe8-30de7d2a8353,c2,c1,3400,?,p2,
1769476151.6525292,CREATED,ffc5a78a-8a71-4d85-8ba3-6ea1463114dd,dfbe69c2-6b1a-444d-9c47-a7fc2d032ae5,c2,c1,27,?,?,surb={'id': '116b1f96-88dc-4e4c-a7a3-9b1d639816b9', 'route': ['p1', 'e1', 'i11', 'x9', 'p2', 'c2']}
1769476151.9836226,RECEIVED,d1f0be06-1f6c-422d-9d86-275de02ee5d0,58afc8be-9346-45be-9f32-12ce161678ec,c1,c2,27,p2,?,surb={'id': '89350cea-86a5-478f-9ffb-efa5d2210f38', 'route': ['p2', 'e6', 'i4', 'x10', 'p1', 'c1']}
1769476152.1084766,RECEIVED,39e1ee42-c118-46d2-942e-39c0e9c43ec3,26dffc8f-d2a1-48c9-a43d-b8a7b0ea1f85,c4,c2,27,p2,?,surb={'id': '59b73225-bb0c-470c-a3f8-e6ba998100cc', 'route': ['p2', 'e11', 'i2', 'x4', 'p1', 'c4']}
1769476152.2964432,RECEIVED,c501f33b-f1a2-4de6-a5a8-d7fcd1d08b39,81547933-6a35-4a2e-be17-26584331292b,c4,c2,27,p2,?,surb={'id': 'c0e6209d-74e4-4921-b1ce-ec40036d6162', 'route': ['p2', 'e9', 'i12', 'x6', 'p1', 'c4']}
1769476152.3129783,SENT,0a278d99-90e2-4322-b6a8-2f2a7ffd3641,432e064d-03ac-47cf-857d-5ec3e64c62ee,c2,c1,3400,?,p2,
1769476152.313028,CREATED,08bce025-8db7-44dd-a5c0-1d98242c03bb,373e3249-a5a6-4e43-a465-eaacfb0b2e80,c2,c1,27,?,?,surb={'id': '509e9fdc-1a2f-4732-953c-619f4e960c4d', 'route': ['p1', 'e8', 'i5', 'x7', 'p2', 'c2']}
1769476152.3220284,RECEIVED,aaf129f1-29ee-4a91-a0c4-35b0781b053c,91e1cf79-b234-4ca1-8606-ea26fa28e925,c3,c2,27,p2,?,surb={'id': '5df3112a-6924-4f5f-8844-a57d8f09edb3', 'route': ['p2', 'e2', 'i9', 'x10', 'p3', 'c3']}
1769476152.337019,RECEIVED,49dd94bc-056b-4e40-92de-1fc2a117a92e,7d02e320-6bb5-4795-b76e-91b1c6555559,c3,c2,27,p2,?,surb={'id': 'c2050dd9-1785-4311-ba16-f85048e98090', 'route': ['p2', 'e10', 'i4', 'x6', 'p3', 'c3']}
1769476152.4369137,RECEIVED,0b446939-ed51-48a4-a202-def5a8404334,7ea3dfcc-a73e-4468-a194-fa96170bfb5e,c3,c2,27,p2,?,surb={'id': '761bc893-01f0-465b-a52b-6cc1f25a58ba', 'route': ['p2', 'e9', 'i9', 'x5', 'p3', 'c3']}
1769476152.724924,RECEIVED,0f5c7013-0d8f-46c5-8a82-8eb0b09566b0,36bfd091-499c-4f72-8815-9089817770a4,c1,c2,27,p2,?,surb={'id': '58de5dee-8da2-4580-b72b-3835de037673', 'route': ['p2', 'e6', 'i10', 'x9', 'p1', 'c1']}
1769476152.7409904,SENT,806a9057-af1c-4468-8392-0bdf6c8f9ff7,617cab39-f629-4725-9bb7-f85c315d4998,c2,c1,3392,?,p2,
1769476152.741041,CREATED,81208071-89ef-427c-97bb-4d15a84e6ab1,0f0a4340-e154-4503-b582-d4293feedf49,c2,c1,27,?,?,surb={'id': '36b54401-1ccc-40dd-8cd8-0a03d1f9a253', 'route': ['p1', 'e4', 'i8', 'x8', 'p2', 'c2']}
1769476153.027104,SENT,cdbb8c34-88af-45ec-8315-d998a659f5aa,46051d8d-ac81-4b89-b269-0513f3407a18,c2,c1,3364,?,p2,
1769476153.027161,CREATED,34c1310a-b4d1-47dc-8002-c7ff63e270fd,96a98ccd-d692-4ff1-b234-e63b34849cac,c2,c1,26,?,?,surb={'id': '84432bc9-0905-49e1-8258-97fb1e191296', 'route': ['p1', 'e7', 'i2', 'x4', 'p2', 'c2']}
1769476153.0513954,RECEIVED,a30e08d2-0c60-444b-bd27-41451db494e2,ba0c9f2f-c920-4b0a-bfd8-b95ae345d2d5,c1,c2,27,p2,?,surb={'id': 'f9b65e07-af1f-4cf0-be03-ac566c0ed2cd', 'route': ['p2', 'e8', 'i11', 'x12', 'p1', 'c1']}
1769476153.0620823,RECEIVED,948d2418-afaf-42c6-b534-746ac8ff0db6,ffd9682a-d35e-449c-ba8a-13a3988d7dfe,c1,c2,26,p2,?,surb={'id': 'fc9917cd-e404-4ddd-a3ce-80bc524a32a7', 'route': ['p2', 'e11', 'i7', 'x6', 'p1', 'c1']}
1769476153.1282365,RECEIVED,6e078dc7-a551-4dfa-a966-2bb7028d02c5,06be2a89-6488-4f02-82e8-7c41e3a3d7a6,c4,c2,27,p2,?,surb={'id': '9a7219bd-152e-4178-82e3-4323e52e5e13', 'route': ['p2', 'e12', 'i6', 'x1', 'p1', 'c4']}
1769476153.3259897,RECEIVED,5622fd73-db5f-416e-9b42-12371120a666,edb3cf9a-cfbe-4c4a-91d3-f7d3013ec22e,c4,c2,27,p2,?,surb={'id': '24c317e4-c31e-498c-976c-2f71c35775d4', 'route': ['p2', 'e12', 'i12', 'x5', 'p1', 'c4']}
1769476153.5007951,RECEIVED,31d1c36f-07dd-4a7e-8a03-d61578fd7353,3d50dbd1-5ed2-4178-8b75-5cacbdc7becc,c3,c2,27,p2,?,surb={'id': '11a0e0b7-680c-4953-92de-dcf32f015894', 'route': ['p2', 'e7', 'i6', 'x11', 'p3', 'c3']}
1769476153.7184124,SENT,b78b2331-5ab5-49bc-bf00-38aa9c58e398,f0d86671-c57c-4c56-b4d9-d7191d18424e,c2,c1,3380,?,p2,
1769476153.7184598,CREATED,17591631-6b96-4c05-ab07-41d02ccccb36,ceefceb1-4093-4d93-804e-8f3a6d58e934,c2,c1,27,?,?,surb={'id': '0f2120ca-da3e-4c30-a696-6b9ff0c3d99f', 'route': ['p1', 'e6', 'i11', 'x7', 'p2', 'c2']}
1769476153.740513,SENT,8519981f-2c8e-4e4e-b2d4-b2d666b2c2fd,68281e22-ec77-445a-8519-d44a3604a3cc,c2,c1,3360,?,p2,
1769476153.7405958,CREATED,4d3f1746-b80b-4775-b4a8-b69e23698578,2aad12f6-f044-4b7c-ae62-ce89ddccf304,c2,c1,27,?,?,surb={'id': 'e0a511f3-7639-45f4-b095-c09266eaf2e0', 'route': ['p1', 'e1', 'i8', 'x5', 'p2', 'c2']}
1769476153.7883048,RECEIVED,5bb44af7-6405-4926-9f37-68ed8d007dec,02189b4a-19d5-4aa3-93af-3f409001d803,c3,c2,27,p2,?,surb={'id': 'f75cc2aa-b3ff-4033-b4f5-414d1e1232c8', 'route': ['p2', 'e7', 'i4', 'x1', 'p3', 'c3']}
1769476153.878902,SENT,22cb84a4-6d1d-456d-aead-4d130a53a825,bc0e50b0-04f1-448e-8268-fc326c8e5e59,c2,c1,3363,?,p2,
1769476153.878961,CREATED,09cdfbc8-c414-4bd7-940d-c5b2e3b7ca4b,88979941-d240-4d8e-a7c0-c1056cb76277,c2,c1,27,?,?,surb={'id': 'd4561341-23c0-4b7d-9ab3-3e73826d99b4', 'route': ['p1', 'e2', 'i5', 'x5', 'p2', 'c2']}
1769476153.9111104,RECEIVED,bed0a4df-10ec-43b3-95ba-d546f01ff043,163aff3d-8a84-4110-b1c4-03577416bd33,c4,c2,27,p2,?,surb={'id': 'eb9bcc98-9e24-4a60-8dae-a852d6dbaaec', 'route': ['p2', 'e12', 'i7', 'x2', 'p1', 'c4']}
1769476153.994509,RECEIVED,7af78c6c-15da-4c16-9d84-9da109a8f0dc,4f97dd1d-712b-4e3c-9422-3b6ba9417094,c4,c2,27,p2,?,surb={'id': 'a26ccb1a-a144-4d4d-8893-86df5ffdff32', 'route': ['p2', 'e11', 'i8', 'x12', 'p1', 'c4']}
1769476154.2773054,RECEIVED,3b407091-bf00-4169-979c-bf6be77f8d8e,0b37d696-6e79-4950-9d92-99b1bcc87dca,c4,c2,27,p2,?,surb={'id': '64cc200a-9d9f-498b-a6b3-d60470cc755e', 'route': ['p2', 'e10', 'i8', 'x7', 'p1', 'c4']}
1769476154.417267,RECEIVED,d1055750-8304-4f88-a395-f65bf761bada,c7c7f6e6-ced3-4239-b978-c4ac19b6cfcb,c4,c2,27,p2,?,surb={'id': '8d41ae7b-1e8a-4f2e-82a5-e6ae9d77542d', 'route': ['p2', 'e11', 'i10', 'x10', 'p1', 'c4']}
1769476154.5516577,SENT,7dcf1914-60f8-4b61-ba24-fc9732fb7c5c,76da1c5d-fbd8-48d4-aec7-ed45da1f56b1,c2,c1,3376,?,p2,
1769476154.551812,CREATED,8b45831a-106c-4b50-9665-f8f7311b9802,faba301a-5695-4178-a69a-8ec139c248a7,c2,c1,27,?,?,surb={'id': '7ad5c66c-130f-41ae-91e5-f59845c7564c', 'route': ['p1', 'e5', 'i3', 'x4', 'p2', 'c2']}
1769476154.6227663,SENT,5b36fe86-4e34-41e6-b6ec-e44dfbdc2170,953ba4d4-ef8a-4df3-a817-fba5ab14f75b,c2,c1,3375,?,p2,
1769476154.6229014,CREATED,db5b7266-8011-44bc-9797-70aa4ff714f7,f02592bf-2021-4011-b9b1-a3c2ebfb26fd,c2,c1,27,?,?,surb={'id': '0219cc56-cc8f-4af0-88aa-c2e74bee3c75', 'route': ['p1', 'e4', 'i11', 'x2', 'p2', 'c2']}
1769476154.6353748,RECEIVED,a3431b53-128f-45d9-b020-39d772000dd1,fca4a7ce-6ed4-40ae-bd04-7c7107d4fd23,c1,c2,27,p2,?,surb={'id': '37bbffdf-56ff-420f-9ebf-ad5868e90530', 'route': ['p2', 'e12', 'i1', 'x1', 'p1', 'c1']}
1769476154.6491919,RECEIVED,e7a53d26-58bc-4bab-a78f-22c6831d6fb5,e4f21f4b-c8af-47ef-9fec-98fcb1e07450,c4,c2,27,p2,?,surb={'id': 'f0453147-b46a-41c2-a52e-f01fba1d5c0c', 'route': ['p2', 'e6', 'i10', 'x7', 'p1', 'c4']}
1769476154.773479,RECEIVED,d405a654-d4ef-413f-a2bd-a9a894b96fe4,bffb429c-c8ac-40ce-9696-2b71e6682233,c1,c2,27,p2,?,surb={'id': 'c6fd2112-a357-4b0e-baee-691b7e864585', 'route': ['p2', 'e2', 'i1', 'x2', 'p1', 'c1']}
1769476154.793515,RECEIVED,3608be28-f582-4466-8efd-b193656f6d58,fe33ea4f-7375-47cd-a556-c6d56ef91315,c4,c2,24,p2,?,surb={'id': 'dbf738fe-b1f8-4307-9f3a-f025eff8fac2', 'route': ['p2', 'e1', 'i10', 'x11', 'p1', 'c4']}
1769476154.9821758,SENT,d44c5a30-0959-4ee1-aead-be02fc92c039,dc336910-72c3-4763-823c-ca8bc24d2431,c2,c1,3389,?,p2,
1769476154.982313,CREATED,227398b0-c7c6-413c-8ce9-af94648648a2,1cd7fb46-c248-4798-b6d6-12f8dd08c050,c2,c1,27,?,?,surb={'id': '23b880ec-47e8-4e36-ab5e-735477ad7877', 'route': ['p1', 'e12', 'i1', 'x11', 'p2', 'c2']}
1769476155.1432798,SENT,afe80d73-fc61-4cf1-87e0-fb4cc12e80d3,11eed5d7-65e5-438a-9e1e-ad42551f423c,c2,c1,3361,?,p2,
1769476155.1434133,CREATED,8afa0808-2284-4054-9161-f45b058dde65,c3ed66c6-90d4-4072-a332-c27b18db0695,c2,c1,27,?,?,surb={'id': 'c490eb57-d439-4327-bbb7-3a0ba498a5eb', 'route': ['p1', 'e8', 'i12', 'x8', 'p2', 'c2']}
1769476155.5072095,RECEIVED,ff49f229-8547-4bfd-b8c4-384df8ab48f3,4d6bafa5-43aa-4e5e-8fa1-d4d73976a102,c1,c2,27,p2,?,surb={'id': '3096d595-e270-4d8b-9104-8f020d9849cb', 'route': ['p2', 'e10', 'i3', 'x7', 'p1', 'c1']}
1769476155.552824,RECEIVED,5618cc13-ebf9-496b-8017-62b83fa0a85a,9b32f820-df7e-4889-8699-12556d5531de,c3,c2,27,p2,?,surb={'id': '2abdf126-508d-42bf-ad0d-b46319aa13b0', 'route': ['p2', 'e4', 'i6', 'x4', 'p3', 'c3']}
1769476156.012756,RECEIVED,bfd590df-5f59-46f5-9fa8-16d93cf73760,bf4f75c0-5f6b-4b9f-8b00-0417f210ff5f,c1,c2,26,p2,?,surb={'id': '4269a189-0bd4-4c9f-aa4a-9bd49944f51b', 'route': ['p2', 'e4', 'i7', 'x11', 'p1', 'c1']}
1769476156.0867887,SENT,ec3433d9-5dc2-4f59-850b-a3298ac58d19,215919c2-af5e-487b-8f78-52a5166b4186,c2,c1,3369,?,p2,
1769476156.0869365,CREATED,64f20e42-2400-42bc-b999-f7d726915f69,9555db14-a11e-424c-87ed-7fa410c2be1f,c2,c1,27,?,?,surb={'id': '979f8e78-5a97-48c2-b162-b8af9c7a13bb', 'route': ['p1', 'e4', 'i1', 'x7', 'p2', 'c2']}
1769476156.1588235,RECEIVED,ab852b03-bed6-47df-8058-ac562f464bf6,187a28c9-0ff9-45fa-a3ee-3ab85b4d3c95,c4,c2,27,p2,?,surb={'id': '06d3bbcd-c5ea-4376-aec8-6e73f4fcc9c1', 'route': ['p2', 'e11', 'i4', 'x7', 'p1', 'c4']}
1769476156.1923077,RECEIVED,4bd7eccb-e85b-4b06-83d6-3f965585b1c5,39904012-570e-4dd7-b8df-8977d7833d05,c1,c2,27,p2,?,surb={'id': '6f8f33f6-4fba-451b-8e50-d9a24f147967', 'route': ['p2', 'e5', 'i7', 'x10', 'p1', 'c1']}
1769476156.4643197,RECEIVED,9e92c6fd-6cda-4d8d-82bb-e1a44e65c636,ce254ad3-d66f-4795-be12-d2c11e71a7a6,c3,c2,27,p2,?,surb={'id': '913916d5-5c0f-4bc9-bbff-c4eda474f4de', 'route': ['p2', 'e7', 'i2', 'x6', 'p3', 'c3']}
1769476156.5391307,RECEIVED,7ff1a74f-774d-4cfe-bae6-4a66d60acf54,09d37aa1-cb92-4260-b0b9-58420ed55756,c1,c2,27,p2,?,surb={'id': '3f9ce44e-919e-4be6-a66e-89ef8a929ac2', 'route': ['p2', 'e3', 'i6', 'x1', 'p1', 'c1']}
1769476156.5968409,SENT,c02ceee7-e38d-41d6-8ce4-9ea955227454,bec193f2-1709-4ad4-adde-807f9c2116f8,c2,c1,3380,?,p2,
1769476156.5969894,CREATED,3ac168fb-2dcd-40dc-bf98-204c73cd6518,83f8d48d-80d2-40c6-a930-4dd6226832c8,c2,c1,27,?,?,surb={'id': '8ba6fea5-aaf4-4857-99eb-7379077dc94e', 'route': ['p1', 'e5', 'i8', 'x7', 'p2', 'c2']}
1769476156.687649,RECEIVED,6cf943e9-55c1-4975-a944-d54d5179c7c5,83f6a71d-183f-4b17-a702-88ddbd29e4bb,c1,c2,27,p2,?,surb={'id': '81a1962b-4ef1-49b6-aa8c-1a168322ce8a', 'route': ['p2', 'e6', 'i6', 'x10', 'p1', 'c1']}
1769476156.7428565,RECEIVED,2a6bac22-ed92-4199-add8-3fdfae3cbebb,db5be32e-52f4-4a87-88a5-ac8a8958569c,c1,c2,27,p2,?,surb={'id': '12de1ff5-28de-4558-b069-0e39ecb595f9', 'route': ['p2', 'e4', 'i3', 'x4', 'p1', 'c1']}
1769476156.757218,RECEIVED,61ad47c0-86fb-43f2-a29b-c11ec89cd5a3,9748495d-b5ea-4b47-8527-3136d59fbb5e,c1,c2,27,p2,?,surb={'id': '81e5b874-c0e4-4c5b-b55d-9fe74b17f6c1', 'route': ['p2', 'e3', 'i11', 'x5', 'p1', 'c1']}
1769476156.8252165,RECEIVED,75c03110-206a-4749-9e0b-31c20aa70d2a,8a1ceef1-77d4-4cf8-a35b-2c650cfd1b01,c4,c2,27,p2,?,surb={'id': '7b46a793-bb40-4c00-8bb9-c26713ba61e4', 'route': ['p2', 'e9', 'i2', 'x7', 'p1', 'c4']}
1769476156.8612607,RECEIVED,03ffd1d7-1e9a-4411-98c4-146dababb0f3,720ba7a8-c67d-4a64-b521-620f6b78656f,c1,c2,26,p2,?,surb={'id': '4e21b5fa-f39f-4251-8e39-7a7ebbcfe349', 'route': ['p2', 'e11', 'i12', 'x9', 'p1', 'c1']}
1769476156.9833128,RECEIVED,01c5c50b-968b-4126-a8e8-c8f15a30d4f3,3d71263b-7a81-4426-99d5-1596b3fbc252,c4,c2,27,p2,?,surb={'id': '5f47f103-4755-4c8d-8df5-a2ebb09ce458', 'route': ['p2', 'e2', 'i2', 'x5', 'p1', 'c4']}
1769476157.0012493,SENT,f14397e4-a1c7-4c21-afef-bf598852caa9,eb5b8a99-a9ae-4537-a52f-8dd7a1000977,c2,c1,3369,?,p2,
1769476157.0013838,CREATED,a7dd33d7-1128-4ed2-a70e-d99715c96aed,ea3656ce-9302-4104-9040-723c9092b430,c2,c1,26,?,?,surb={'id': '400d8371-e394-4f12-a50d-df67256401bc', 'route': ['p1', 'e11', 'i10', 'x2', 'p2', 'c2']}
1769476157.0038228,RECEIVED,5b570690-c387-4a51-b279-30172502bd37,51abcd1d-b42d-45d0-b93f-fd3ae8756b5c,c3,c2,27,p2,?,surb={'id': '493c894f-1a14-47d4-8ac5-036d1413dcbe', 'route': ['p2', 'e7', 'i11', 'x1', 'p3', 'c3']}
1769476157.033593,SENT,3d479b5b-06dc-4804-bf54-eea3fe80c361,b47d443e-5212-4446-a5d6-f2a5d18d5fce,c2,c1,3375,?,p2,
1769476157.0337205,CREATED,eaa7b118-209f-4893-bae0-b450df96b6bc,0543e666-facf-402a-9bed-b9fd9f6f4a67,c2,c1,26,?,?,surb={'id': 'e9cfe5ae-c6fb-4de2-a7e4-098eb763039c', 'route': ['p1', 'e2', 'i2', 'x11', 'p2', 'c2']}
1769476157.0998833,RECEIVED,633c4dcf-c135-4e0e-89b9-8ff9cea6b1a0,e0e2e017-36ed-46c1-af5f-49d92b50bd5f,c1,c2,26,p2,?,surb={'id': '287889fa-8d79-4d85-bf17-c9bf3026dcee', 'route': ['p2', 'e11', 'i2', 'x7', 'p1', 'c1']}
1769476157.1145318,RECEIVED,154681f6-9e0f-4912-9b2f-8bf2ca1af196,6c0ff2c8-9704-40c9-9e42-616fa0320f96,c1,c2,26,p2,?,surb={'id': '98edb64f-1aa1-449a-ab59-87af9d5434fa', 'route': ['p2', 'e11', 'i10', 'x11', 'p1', 'c1']}
1769476157.2645118,RECEIVED,7b0fd0ce-839a-484a-bd14-8b19525d380a,1d72e16d-8227-4771-8034-9260a9e8ea13,c1,c2,26,p2,?,surb={'id': '5012fc7d-cf8a-41a5-9793-b18cf1d7c10d', 'route': ['p2', 'e7', 'i2', 'x9', 'p1', 'c1']}
1769476157.2763777,RECEIVED,a2938abb-6bc3-453e-a143-7c56218cbd96,32b49fe2-033f-4384-93fe-1cdcf81edf82,c1,c2,27,p2,?,surb={'id': '4c5b7bc2-30de-454b-ac2d-d2494cd2098e', 'route': ['p2', 'e7', 'i10', 'x10', 'p1', 'c1']}
1769476157.392828,RECEIVED,ef7d29d6-363e-4cfe-8980-17f7076d1bc1,e440c0a3-32bd-406c-aa75-dd3af532544c,c4,c2,27,p2,?,surb={'id': 'bf3464a6-c966-4778-95b4-8dcbc83fcde6', 'route': ['p2', 'e2', 'i7', 'x9', 'p1', 'c4']}
1769476157.5713944,RECEIVED,ca54680d-4d2c-4395-a89a-7a805b9d04d4,4ee4c205-85b6-413d-87ea-1ce42a4b83e8,c3,c2,27,p2,?,surb={'id': '7dfbbb1a-4900-450e-875d-9365aa1140e0', 'route': ['p2', 'e7', 'i4', 'x10', 'p3', 'c3']}
1769476157.6363556,RECEIVED,de21df49-d127-4a64-a511-ad4cd8b94b14,cb93d276-c591-45f1-b819-e40b06d30119,c3,c2,26,p2,?,surb={'id': '13f86922-85c6-40fc-bb67-5e717c759896', 'route': ['p2', 'e12', 'i4', 'x12', 'p3', 'c3']}
1769476157.7792463,RECEIVED,d3c995ee-889f-4998-beb0-7134a5f7dacb,c750774d-3397-46cd-ae6b-da54e6b70388,c4,c2,26,p2,?,surb={'id': 'b089dd46-0e0a-49c1-915a-e7806384f0d8', 'route': ['p2', 'e4', 'i2', 'x9', 'p1', 'c4']}
1769476157.821491,SENT,c8f50ee6-df4d-4f2b-88a0-60f348fea0a5,cfa073f9-39f9-45ba-93e4-54a838000616,c2,c1,3366,?,p2,
1769476157.8216424,CREATED,cb8751f0-7ceb-48dc-9425-f54e29b3f7da,225229e7-1331-45f0-8b07-6dcadec2d24c,c2,c1,25,?,?,surb={'id': '2bfc003d-185f-426a-8573-896bac347215', 'route': ['p1', 'e8', 'i9', 'x6', 'p2', 'c2']}
1769476157.8259914,RECEIVED,7a998070-cf39-4f77-b3fa-fadfe2917b02,29d9e679-2b56-41d6-89a6-c6c22f5ca115,c1,c2,26,p2,?,surb={'id': '323abc36-c247-46bd-bd8f-09f4db99ce21', 'route': ['p2', 'e12', 'i11', 'x3', 'p1', 'c1']}
1769476157.8935046,SENT,4592899b-1b7b-486a-95e2-073d0fc53afc,67f05cd3-d644-4315-932b-e3888286eefe,c2,c1,3380,?,p2,
