timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769476444.2745156,RECEIVED,26272ec7-13b6-43fd-bf4a-2d032bf31369,f0000e85-4159-41e4-bf80-8dbd30d2b44b,c1,c2,27,p2,?,surb={'id': 'fb06e8fd-ba35-4657-8e63-528ee637b6f5', 'route': ['p2', 'e11', 'i11', 'x2', 'p1', 'c1']}
1769476444.328094,SENT,14aca3a8-8b84-42e8-a94b-c1ae47fb61e6,2eac7cf8-d2ab-45d6-8787-d2b24ac5d08e,c2,c1,3372,?,p2,
1769476444.3281698,CREATED,6960a6ee-0034-413d-b75e-f375c38ddba0,e763b409-8568-4d38-909c-feaa892ded41,c2,c1,27,?,?,surb={'id': '90485739-eefb-4bf6-bc38-18a083758f8c', 'route': ['p1', 'e1', 'i5', 'x12', 'p2', 'c2']}
1769476444.391021,RECEIVED,70d95f98-a69b-4d9a-b5bb-38a7f369cf6d,4ad7aa4f-93d8-43f7-9146-6f2f54b2a793,c4,c2,26,p2,?,surb={'id': '2a858d91-7275-40b8-805f-9173fcb9ae8d', 'route': ['p2', 'e11', 'i12', 'x5', 'p1', 'c4']}
1769476444.6538274,RECEIVED,9abaf467-a26e-4b58-ad77-6b705b3cb5da,cc877d92-f5e0-44db-8f2f-d5ccddf1963f,c4,c2,27,p2,?,surb={'id': '785702ed-6d00-48d6-8a67-46af4f099cde', 'route': ['p2', 'e1', 'i10', 'x3', 'p1', 'c4']}
1769476444.6647444,RECEIVED,4a8d62c0-012c-45ab-96e6-f52d356a58d2,9b24d891-76b1-48ba-ac8e-ef7c9ece11f3,c1,c2,27,p2,?,surb={'id': '7c0cbc23-3fd6-4547-9ec1-403857d05076', 'route': ['p2', 'e7', 'i9', 'x3', 'p1', 'c1']}
1769476444.752548,SENT,b776dca2-0408-4543-9093-6a7b78441f07,7f8269ea-a196-4744-82b4-4a5e6e46da01,c2,c1,3376,?,p2,
1769476444.7526224,CREATED,1fea53c2-8295-4636-ae18-117047f0595c,ccdc0333-9512-4de2-a09d-d3ea4fe51261,c2,c1,26,?,?,surb={'id': '26b318b4-fa5d-40fc-b198-61b5cb6eb9f8', 'route': ['p1', 'e10', 'i6', 'x5', 'p2', 'c2']}
1769476444.8032336,RECEIVED,e0ef1bce-8f1c-427d-b233-45a51a82cc52,66952ea9-a690-4a2f-9397-2d3a4c94bbf3,c1,c2,27,p2,?,surb={'id': 'b6ed6a7e-209e-46d7-a3b7-109f9c71e2ee', 'route': ['p2', 'e8', 'i8', 'x4', 'p1', 'c1']}
1769476445.0449593,RECEIVED,48a6b375-44b0-4fca-9e09-635d27d95a4c,00da0dee-cb15-4f5f-8ef5-97115841c282,c1,c2,26,p2,?,surb={'id': '6fac177f-bca2-4d59-91bb-af1bfb620124', 'route': ['p2', 'e1', 'i6', 'x8', 'p1', 'c1']}
1769476445.1758285,SENT,73883563-af8e-48b3-bd31-11b0e1ea7f54,7e6e875d-690c-46d6-9fa7-f43476d5c03a,c2,c1,3371,?,p2,
1769476445.1759725,CREATED,3ae39c6a-f554-4ef3-b6a2-8ef85ac3b803,171aa798-165d-4cfb-b248-21962e53e29d,c2,c1,26,?,?,surb={'id': 'f94a96b4-f2f2-4c0b-9543-ed458b565a74', 'route': ['p1', 'e5', 'i12', 'x2', 'p2', 'c2']}
1769476445.2607749,RECEIVED,9166d299-a155-47f5-b436-3fab450b54ee,0185530a-bd8a-4b50-9298-2f38a4cb902d,c1,c2,27,p2,?,surb={'id': 'cc12523d-1cf4-42dd-8e87-1af4bc2fa8d9', 'route': ['p2', 'e7', 'i12', 'x6', 'p1', 'c1']}
1769476445.2678583,RECEIVED,bbf9e262-9ef2-4fe0-a458-16d3e34a0d22,174d0ebe-186b-4790-9bd2-9bc33b9d729d,c3,c2,27,p2,?,surb={'id': '73c645b1-1a2e-406c-ae96-d9d1c5f8e9db', 'route': ['p2', 'e8', 'i5', 'x11', 'p3', 'c3']}
1769476445.3814242,SENT,e0a3337a-a6ae-4f8d-a1a6-97edf8d633f3,0bbb922e-e760-46de-9f2a-8fd0ee7eea4a,c2,c1,3375,?,p2,
1769476445.3815722,CREATED,1d6ac8f8-7b47-40bf-9cc4-1dfdb0d9b0b8,3340e944-576f-43c2-945c-4667e201de34,c2,c1,26,?,?,surb={'id': 'dd0bf048-f660-4292-a85b-3d93645efa12', 'route': ['p1', 'e4', 'i11', 'x8', 'p2', 'c2']}
1769476445.4182143,RECEIVED,17bd5314-a952-4605-a45d-0adf6c449c65,96af127e-4832-436e-a431-d5a4f02f25d4,c3,c2,26,p2,?,surb={'id': '7974c095-1dd2-4daa-a86b-20efd0b6269a', 'route': ['p2', 'e9', 'i2', 'x2', 'p3', 'c3']}
1769476445.453113,SENT,e026bfb9-ac29-48c3-9ff4-cf87645eb3bf,97ca35fe-9fbf-4247-adde-944c2290e48b,c2,c1,3391,?,p2,
1769476445.4532626,CREATED,fc281b63-1e22-470a-a7ec-b0e3b3287cc5,e9da5a80-0cbd-4bcc-b0f1-7c1699cbb589,c2,c1,27,?,?,surb={'id': '174ee572-cb15-4fd8-ae80-ec6063b0c23a', 'route': ['p1', 'e4', 'i6', 'x3', 'p2', 'c2']}
1769476445.4820104,SENT,5de2065d-1750-43bb-a652-8bab9c9f9288,7dd5760d-c228-4a24-8280-c1f7c1973091,c2,c1,3379,?,p2,
1769476445.482192,CREATED,e1960514-a35e-4094-a2a5-711293e4f892,6e132f6e-3e8d-4fc8-bf1c-905abbfce643,c2,c1,27,?,?,surb={'id': 'fb1a450f-712a-4316-a103-1516b070779a', 'route': ['p1', 'e7', 'i10', 'x2', 'p2', 'c2']}
1769476445.5378408,RECEIVED,83e73ffd-a6ba-458d-9bbe-995e1052f164,bacb8593-fa79-43b4-811f-20eb7c5e08ef,c4,c2,27,p2,?,surb={'id': 'd8b917f1-bf2a-47ee-b56e-8f1b61959f42', 'route': ['p2', 'e6', 'i1', 'x2', 'p1', 'c4']}
1769476445.555405,RECEIVED,5d294239-0f9e-46f0-89f1-7b6a774b72a3,8493564a-cba7-419f-9932-ac6cafc0b9a4,c4,c2,27,p2,?,surb={'id': '501d95da-ddde-4e43-9a97-41828d60fd7b', 'route': ['p2', 'e1', 'i4', 'x2', 'p1', 'c4']}
1769476445.633318,SENT,a828ead5-a78f-470b-a9d5-5a606113e446,220f2baf-24cd-49e1-a953-eee78374b0a5,c2,c1,3372,?,p2,
1769476445.6334167,CREATED,df84d959-8ac3-43c4-b1ec-6ddd59dadf41,9117f849-cb9f-4a13-aaae-81fe29cc891c,c2,c1,26,?,?,surb={'id': 'e37c6eba-1281-4cc3-9db7-99911b5ffe80', 'route': ['p1', 'e4', 'i9', 'x6', 'p2', 'c2']}
1769476445.6448073,RECEIVED,0aaa8b33-3746-4644-a6f2-34ec564755a3,94743423-f4fb-4ebf-b958-2a509f758379,c1,c2,27,p2,?,surb={'id': '21ab6b39-efd1-4eb1-8975-096cc0b09f0a', 'route': ['p2', 'e5', 'i1', 'x4', 'p1', 'c1']}
1769476445.6598315,RECEIVED,5178ad39-0520-449a-a959-4571394159ce,f5360c6b-08e4-4b62-ad95-96aae80ba784,c3,c2,27,p2,?,surb={'id': '14c319af-1246-4fa7-ad92-d67c99120bbf', 'route': ['p2', 'e2', 'i8', 'x6', 'p3', 'c3']}
1769476445.8561075,RECEIVED,581e1512-c01c-4406-9408-0d68cf2f6a7c,1a4705db-f408-4c19-bd74-28a8ec762b7c,c4,c2,27,p2,?,surb={'id': '04629c8d-0cf5-4af8-b698-63fac9aaad5a', 'route': ['p2', 'e3', 'i8', 'x10', 'p1', 'c4']}
1769476446.0813215,RECEIVED,a099e2fa-6872-44e4-b64f-30d302d1fc39,515e66bd-264a-4559-bb07-5b3160cb6537,c3,c2,27,p2,?,surb={'id': '58883f44-e020-464f-bbe8-d9621386df55', 'route': ['p2', 'e2', 'i3', 'x2', 'p3', 'c3']}
1769476446.0964792,RECEIVED,9de6b0a2-22cb-4c58-bba9-815731ece5ad,2cdd6a35-7577-430c-9590-5da44b191672,c3,c2,27,p2,?,surb={'id': 'a072a246-ff2d-4ba7-855b-74fcb99fa378', 'route': ['p2', 'e10', 'i5', 'x4', 'p3', 'c3']}
1769476446.227942,RECEIVED,8fd4f7b4-7558-4541-ac13-47793c2b38d7,711a793e-f99a-4e59-a109-09620b8a1337,c1,c2,27,p2,?,surb={'id': '475b3669-3992-4f92-9370-ef9ecf05ef80', 'route': ['p2', 'e7', 'i2', 'x4', 'p1', 'c1']}
1769476446.2345407,RECEIVED,5d157d3c-9494-419f-8e44-acdf5100a286,8e9763a2-0861-4c9f-b589-18c85ced79b6,c1,c2,26,p2,?,surb={'id': '5be7aaa8-c5c8-457e-955e-a6e870c67797', 'route': ['p2', 'e1', 'i10', 'x7', 'p1', 'c1']}
1769476446.3059459,SENT,ee751af9-5b9e-49a0-a660-c19216b15dfb,2158d4b3-bb01-4124-9c3d-18fc294b160c,c2,c1,3356,?,p2,
1769476446.3061228,CREATED,e9e99ebd-5557-4eba-9a4b-727d9c7f6ee1,781af545-855a-4024-aa2e-541b02bc20d7,c2,c1,25,?,?,surb={'id': 'd75108a7-0865-4266-bcff-8e5c13d76d41', 'route': ['p1', 'e7', 'i10', 'x7', 'p2', 'c2']}
1769476446.3412626,RECEIVED,66a7ae54-ba18-4552-9847-5a18862e8432,4403f0e3-1ef2-452f-9a7a-152153ff2ce5,c4,c2,27,p2,?,surb={'id': 'c9ff1383-8935-46eb-82cd-7c6b4fe1ed02', 'route': ['p2', 'e1', 'i3', 'x12', 'p1', 'c4']}
1769476446.401613,RECEIVED,4782c21d-65a3-40fb-ab85-d38db0e91565,c5d048b6-790d-4388-97fe-b48a3459b5b9,c3,c2,27,p2,?,surb={'id': '25fd8963-0dce-474a-a104-b6f17d5c75fa', 'route': ['p2', 'e2', 'i2', 'x11', 'p3', 'c3']}
1769476446.6224253,SENT,3c156a7a-7313-4025-a35b-0280c970bbed,a1d1387d-64e8-44a2-b3c7-62b399be4db0,c2,c1,3388,?,p2,
1769476446.6226015,CREATED,da7ec62d-d2b1-4070-a2cf-a50f96dd2e57,3f4971b2-e961-4697-9357-4a80b8d11684,c2,c1,26,?,?,surb={'id': '916ece53-9336-4583-b83f-43d13c9da8cb', 'route': ['p1', 'e10', 'i3', 'x12', 'p2', 'c2']}
1769476446.6533797,RECEIVED,5bf5c747-4302-490c-8a44-ddc1892dac34,50e15c7a-545b-47cb-a4fd-c2eb662770db,c1,c2,27,p2,?,surb={'id': '45702b2e-8fd0-4fbb-ac7e-04742fb904e3', 'route': ['p2', 'e10', 'i3', 'x3', 'p1', 'c1']}
1769476446.6673045,RECEIVED,7f8dbb30-4392-44e2-863a-38f75e60ac9b,4cfb55f2-a7f6-4cd8-8538-1a2a8b6b0963,c4,c2,26,p2,?,surb={'id': '36c32e9e-fc62-4385-8b3b-df858aee45b8', 'route': ['p2', 'e6', 'i3', 'x10', 'p1', 'c4']}
1769476446.7458887,RECEIVED,2658de4d-d114-4f2c-a189-657e5fba7344,5c55d4f0-1fb4-45f1-8376-a2d450b6271e,c1,c2,27,p2,?,surb={'id': 'd3d78840-d893-4a63-b274-85e3a2b7e3dd', 'route': ['p2', 'e6', 'i8', 'x8', 'p1', 'c1']}
1769476446.8544114,RECEIVED,9802622a-f1d5-4ff5-842c-dbcbd3de638f,d29b09c2-f84c-4d74-80ab-e7f976b382ff,c4,c2,26,p2,?,surb={'id': 'f9ed614b-e6f9-4914-9d9e-1f2931085279', 'route': ['p2', 'e3', 'i9', 'x10', 'p1', 'c4']}
1769476447.1718173,RECEIVED,cb960ce0-3be1-4286-8d5b-52139774af07,c2c820dd-682c-4e27-a49d-227b54e515db,c1,c2,27,p2,?,surb={'id': 'da0ef24c-f34a-410f-a77c-d1d65248bf19', 'route': ['p2', 'e2', 'i3', 'x7', 'p1', 'c1']}
1769476447.1984968,RECEIVED,d9282182-9c36-4c56-9363-1b618f12d65a,1cf33ed1-1e3c-4568-a998-0d1cc3d31295,c1,c2,27,p2,?,surb={'id': '3fa24ae1-cd10-4f33-b126-75c6575e035e', 'route': ['p2', 'e4', 'i1', 'x7', 'p1', 'c1']}
1769476447.2606766,SENT,6f0a2006-62e0-4631-8157-281ecb652481,cd6d83fc-1156-4ac4-b0d1-caad3f51566a,c2,c1,3379,?,p2,
1769476447.2607737,CREATED,0bbc79d9-0fae-4316-8f3d-f77fe7ec0cb5,12f2d8ef-d942-4d4b-9097-af350e596852,c2,c1,27,?,?,surb={'id': 'b1986625-ced8-4070-8c42-59225a41fbf6', 'route': ['p1', 'e2', 'i6', 'x6', 'p2', 'c2']}
1769476447.403355,RECEIVED,a0c5a651-f1ce-4c18-9c19-7bd186fbe435,e59de156-22f9-4f1d-bfa7-929eaf29da30,c1,c2,26,p2,?,surb={'id': '867576c7-c2cd-4624-be28-148d4f69ad7f', 'route': ['p2', 'e10', 'i7', 'x9', 'p1', 'c1']}
1769476447.4159157,RECEIVED,1d2fb5b4-fa70-4913-bb4e-e8ceee1a70f0,a9f82c73-78df-4dbe-ba58-8e2e81582b5b,c1,c2,25,p2,?,surb={'id': '16528a78-3fbb-45ca-b50a-a31479b813df', 'route': ['p2', 'e1', 'i6', 'x6', 'p1', 'c1']}
1769476447.4402652,RECEIVED,862cce25-0138-464f-8917-60f824818ae8,336407e6-099a-45c7-9478-f81573834b2c,c4,c2,27,p2,?,surb={'id': 'b19d5ecd-91eb-45ac-a473-cf8862436e90', 'route': ['p2', 'e3', 'i6', 'x9', 'p1', 'c4']}
1769476447.806131,RECEIVED,54449bdc-c9ad-4ea3-a995-39e2866be612,6ccad971-4c8e-43d0-9eb1-1a95d96bb1ae,c3,c2,27,p2,?,surb={'id': 'de859ba8-a31a-47b8-95e4-336ac58940f4', 'route': ['p2', 'e10', 'i4', 'x6', 'p3', 'c3']}
1769476447.9846764,SENT,982ea00c-0096-4608-affc-9d90d8152138,1accf100-28f1-48a5-98be-cb8c5722f546,c2,c1,3394,?,p2,
1769476447.9848213,CREATED,b3ba6017-af54-41f9-bfb8-356cb4df99c7,825e672e-1db4-4161-bd15-9583dd21781b,c2,c1,27,?,?,surb={'id': '70ea7bdb-9409-4254-9a78-9b39b4230347', 'route': ['p1', 'e10', 'i2', 'x4', 'p2', 'c2']}
1769476448.0315604,RECEIVED,6860a493-98c8-487a-b8f6-50cd63001b7b,a4676586-4d11-48b4-baca-9562a79bfc60,c1,c2,27,p2,?,surb={'id': 'b9a2b732-6c58-44d0-afb0-91f15fedc424', 'route': ['p2', 'e11', 'i4', 'x6', 'p1', 'c1']}
1769476448.1176713,RECEIVED,99acf20f-0585-4dc6-97aa-99410ea589c2,142ba8a2-4539-48e2-9a36-0635749f9cad,c4,c2,26,p2,?,surb={'id': '49946b05-e70e-4d6d-bb6f-9b1b5da1c9da', 'route': ['p2', 'e7', 'i9', 'x9', 'p1', 'c4']}
1769476448.2477515,RECEIVED,f94713ee-1677-4045-a5ca-8cd3f48f9d35,8a4ed7ed-4881-4eeb-a8f1-94a04fd10028,c3,c2,27,p2,?,surb={'id': '7bec00af-52ea-46ba-a30f-ce09c81aba77', 'route': ['p2', 'e5', 'i12', 'x6', 'p3', 'c3']}
1769476448.2596343,RECEIVED,14eb9c14-c8b5-4fa6-a1dd-a02c1527ab4f,5830001b-f193-4e52-8b8b-9289ece98319,c4,c2,27,p2,?,surb={'id': '22a7b88e-07e1-42c5-9fb9-a573b4adbce9', 'route': ['p2', 'e5', 'i4', 'x4', 'p1', 'c4']}
1769476448.463263,RECEIVED,b90105bd-9788-487c-be63-952c711227ed,76727c0f-66c6-4010-bb4d-c87bf4a07562,c3,c2,27,p2,?,surb={'id': '031f5ed7-220e-46b0-b618-e943084568f6', 'route': ['p2', 'e2', 'i6', 'x5', 'p3', 'c3']}
1769476448.599585,RECEIVED,ef9d9e07-b605-41c3-87b3-031eb748d6dd,21af3e69-5516-4f20-96a1-d2bee0776cd1,c1,c2,27,p2,?,surb={'id': 'be60339a-d065-4d2d-b976-5e37bfbf1e93', 'route': ['p2', 'e4', 'i7', 'x5', 'p1', 'c1']}
1769476448.6976612,RECEIVED,85552d82-e93a-49cb-807f-c18b1d55a78f,6596592e-50b7-4727-a30e-aae8babf29ae,c1,c2,27,p2,?,surb={'id': 'd05b15ca-a5c4-4c4e-9608-f6023b3b8f7d', 'route': ['p2', 'e6', 'i2', 'x4', 'p1', 'c1']}
1769476448.7151215,RECEIVED,e1056a09-76ea-4597-8c65-83f58f5f6db5,6db1a416-8de4-408e-a36f-9399427e4e39,c1,c2,27,p2,?,surb={'id': '26ca6a57-7795-4a83-97da-5e45f22f05bd', 'route': ['p2', 'e12', 'i6', 'x11', 'p1', 'c1']}
1769476448.8452327,RECEIVED,9c86b728-dd16-4274-941e-f55353c17d73,23543340-2419-475c-9788-576ea5088826,c4,c2,27,p2,?,surb={'id': '78daef7f-5df3-46f1-992d-b77c0a038fac', 'route': ['p2', 'e5', 'i8', 'x12', 'p1', 'c4']}
1769476448.8943264,RECEIVED,d6796cee-2bef-422a-802c-bb53783d7195,b67d44c4-7cfb-4a3f-9453-b6cb127925e4,c4,c2,27,p2,?,surb={'id': '513e5273-ebbc-43b7-9fe3-ebc9120a38b2', 'route': ['p2', 'e1', 'i6', 'x7', 'p1', 'c4']}
1769476448.9475586,SENT,bf818b8d-15bc-4f30-97ef-e5b74f6431ed,57782b04-f9f2-4d4e-8826-17cfe3a1202c,c2,c1,3380,?,p2,
1769476448.947634,CREATED,dac423e7-3d7a-43e1-a53e-5b274b073de8,97e9badf-8dff-4174-a18a-29cd4d72f4ea,c2,c1,26,?,?,surb={'id': '63196c7f-80bf-4f2a-8e26-ccecdbd0305f', 'route': ['p1', 'e1', 'i8', 'x5', 'p2', 'c2']}
1769476448.9622924,RECEIVED,5e540c63-78a2-4cd6-9e17-e5e780079e1c,f4052413-db62-4cde-8dc6-7a72eaddafa4,c4,c2,25,p2,?,surb={'id': 'b2312bdf-a9fb-4304-bf64-a4efca605cbe', 'route': ['p2', 'e11', 'i1', 'x10', 'p1', 'c4']}
1769476449.1283438,SENT,5960831a-5220-485e-9095-b84246a5aea0,822c02cf-8535-4776-af81-336ad8414a90,c2,c1,3400,?,p2,
1769476449.128417,CREATED,43b9cb4b-0be0-4b5a-850c-0550eef5788a,39566900-1d24-4489-ba2e-e1c0cbb232e3,c2,c1,27,?,?,surb={'id': 'b824d0bf-df7d-4788-a600-699e94655b08', 'route': ['p1', 'e2', 'i2', 'x12', 'p2', 'c2']}
1769476449.2118735,RECEIVED,729216fe-3026-47cc-955d-d6590f98612e,bedb0d0f-5ff6-4588-aee2-d7fda9937e92,c4,c2,27,p2,?,surb={'id': 'd6291926-b36d-46ff-8ef2-c0eb1dfad151', 'route': ['p2', 'e8', 'i4', 'x8', 'p1', 'c4']}
1769476449.2634487,RECEIVED,30b1ed06-7226-47d4-b321-5004da22b352,79041d32-d7da-4e19-8d35-779855c5d3c8,c1,c2,27,p2,?,surb={'id': '1ff92d61-1eeb-49e6-8498-01f447213f84', 'route': ['p2', 'e3', 'i4', 'x11', 'p1', 'c1']}
1769476449.3151057,RECEIVED,235004f8-8f49-4dbe-a0f7-e1edade9d5fc,74f4c54c-cf6f-4904-aded-51afb537abda,c3,c2,27,p2,?,surb={'id': 'a1700543-0425-4b77-8450-78cd7158f5f7', 'route': ['p2', 'e9', 'i5', 'x6', 'p3', 'c3']}
1769476449.425597,RECEIVED,114aa52a-e015-4b6a-a616-ed2d26029e8e,db091454-7f64-458f-ac3a-582558e88cd5,c1,c2,26,p2,?,surb={'id': '342fc283-cd33-4420-b590-9fb6cdbd5053', 'route': ['p2', 'e1', 'i10', 'x2', 'p1', 'c1']}
1769476449.4342,RECEIVED,96fc682a-ae9b-4c44-a300-449580869fef,fee8cd4f-101c-435b-b836-2708cb8d5e45,c3,c2,27,p2,?,surb={'id': 'e60c318a-4b05-4abb-85b4-140dcfcf4b2c', 'route': ['p2', 'e7', 'i9', 'x12', 'p3', 'c3']}
1769476449.563446,SENT,89dea349-aed6-475d-91cf-4622bad6e16c,003b58bf-cb52-4106-b822-9978faf0745c,c2,c1,3400,?,p2,
1769476449.5635583,CREATED,11640d94-e25f-4f17-b931-b1d37a219b32,f81c362d-ef09-47f0-9374-581671fc5c26,c2,c1,27,?,?,surb={'id': 'f7ca135d-e34e-4d8a-9545-6d51295830be', 'route': ['p1', 'e7', 'i5', 'x10', 'p2', 'c2']}
1769476449.5945692,RECEIVED,6e270a0c-8b30-4572-8060-d705fde2c453,f63be6a1-9d68-47f5-bd2c-f21f499d3dda,c1,c2,26,p2,?,surb={'id': '7afb4008-2585-45f9-895d-3dc22789a983', 'route': ['p2', 'e10', 'i3', 'x12', 'p1', 'c1']}
1769476449.7339158,SENT,53d18337-795f-473b-b91b-8d4d683a2a1c,d055ad41-91fb-416b-8bf7-11ce6b7f6fe8,c2,c1,3379,?,p2,
1769476449.7339692,CREATED,23e1bc22-797b-4466-97d8-5e0fac54c71b,3e954b6a-5b39-4051-a03c-1378ee2c0a95,c2,c1,27,?,?,surb={'id': '1606cb58-f478-45e9-9d45-2a84333251d5', 'route': ['p1', 'e3', 'i3', 'x5', 'p2', 'c2']}
1769476449.7732127,RECEIVED,563ce958-948d-4cf3-a6a2-42e1ab2de89a,d8b31a24-4402-4c48-897d-916753f9f0fd,c3,c2,27,p2,?,surb={'id': 'd4b38f3e-e16f-4343-9664-35c72c6e2a4f', 'route': ['p2', 'e6', 'i3', 'x7', 'p3', 'c3']}
1769476449.8073425,RECEIVED,6029a35e-f7e8-445d-b2e1-e453e8b3d84c,a2b0d65a-ab61-4731-ba87-eac3732e9215,c4,c2,27,p2,?,surb={'id': '883b186c-91fd-4f35-baaa-9e61e876b28f', 'route': ['p2', 'e7', 'i3', 'x1', 'p1', 'c4']}
1769476449.8939877,RECEIVED,90b79df6-6f9c-4c23-85a6-c8809f588943,9ad6b200-4812-4949-b0fa-f4d048e173a9,c3,c2,27,p2,?,surb={'id': '1100fa89-aa79-45c3-8ba5-30f4a8261a30', 'route': ['p2', 'e10', 'i1', 'x5', 'p3', 'c3']}
1769476449.9890323,RECEIVED,2b3aea94-b276-47ad-b019-bc732a70a7d4,30204dd4-4b76-477b-a4c1-8e642b49df09,c1,c2,27,p2,?,surb={'id': 'eae8d69f-85e2-48b1-8316-1bd8ca4e893c', 'route': ['p2', 'e11', 'i3', 'x5', 'p1', 'c1']}
1769476450.0037134,RECEIVED,a0abc0b0-cb48-4dc2-be5e-371fa53924ba,919e8878-9921-4300-9f0d-618942048373,c1,c2,26,p2,?,surb={'id': 'c232ffe9-7a84-40df-a069-2070aa8ab9ee', 'route': ['p2', 'e5', 'i7', 'x8', 'p1', 'c1']}
1769476450.0998714,RECEIVED,662b742e-ac6e-422c-8877-deb694d880c6,4b5f9735-c4ad-4058-aaed-6c866d0dc7fe,c3,c2,27,p2,?,surb={'id': 'f7023a7a-f09d-4d37-a3d9-cd5c6504c9d8', 'route': ['p2', 'e1', 'i6', 'x12', 'p3', 'c3']}
1769476450.1229646,RECEIVED,f48497f9-c17b-45a0-9e5b-56594327a0cd,287cde0b-d4d2-42e2-8671-615650fb809a,c3,c2,27,p2,?,surb={'id': '988f2873-d284-4069-84b1-28cbb8bf1d10', 'route': ['p2', 'e6', 'i11', 'x2', 'p3', 'c3']}
1769476450.1403136,RECEIVED,ebdddc75-ee65-46f3-b2ce-e8fc37d5ffe3,103d20a8-e3ff-4387-bbcc-8341bebe39ba,c4,c2,26,p2,?,surb={'id': '65254046-7003-4b6c-8fb7-37cd3d836535', 'route': ['p2', 'e10', 'i1', 'x1', 'p1', 'c4']}
1769476450.1586843,RECEIVED,79670b03-616f-4693-9a60-ed822a7a73a4,0e42e5f0-0420-4e3d-b6d0-e7eb1933c9d9,c3,c2,27,p2,?,surb={'id': '9594a5d4-9ad2-450c-b8c2-d9114afee511', 'route': ['p2', 'e2', 'i6', 'x5', 'p3', 'c3']}
1769476450.2525947,RECEIVED,d2612dc3-38e1-4a49-89ba-83d4dbfb24e3,fa23b714-88d5-498d-ab78-9f7299293a36,c3,c2,27,p2,?,surb={'id': '9331d3ee-1fc0-465e-9f95-9805dc023d9a', 'route': ['p2', 'e3', 'i5', 'x6', 'p3', 'c3']}
1769476450.3525808,SENT,4973e1ae-9d52-43c4-b517-dcae99221b0a,7a4ef58c-3ded-42d2-a3a5-255878c3e196,c2,c1,3368,?,p2,
1769476450.3526325,CREATED,991555e2-ec48-443d-90f3-17fd227e0410,662c21e0-efb5-4460-b7bb-a4eb9e546308,c2,c1,27,?,?,surb={'id': 'b86c5552-e17b-4e4e-8ec9-748c7fd88542', 'route': ['p1', 'e5', 'i4', 'x8', 'p2', 'c2']}
1769476450.4367595,RECEIVED,1d75573e-b993-46c6-853d-19161b95fd89,2f004ce5-b3c5-4602-b786-75cdf9f25963,c4,c2,27,p2,?,surb={'id': '21e0e3e8-ff9d-49be-8ced-0bdacf857a59', 'route': ['p2', 'e2', 'i11', 'x5', 'p1', 'c4']}
1769476450.5417097,SENT,afdfb54e-4f67-49e2-908b-a637c606f498,d46e32bc-043c-4be3-88c4-1832945429cc,c2,c1,3396,?,p2,
1769476450.541857,CREATED,d705f860-27c9-4b82-8686-bd8b99422e51,aba046e7-233c-473e-baf2-6ece4e876a18,c2,c1,27,?,?,surb={'id': '9a5d478f-7edd-42e3-84ac-1e18a6fd8abc', 'route': ['p1', 'e11', 'i12', 'x1', 'p2', 'c2']}
1769476450.5904753,SENT,feb15e5a-b535-4808-9187-19df03f9bcf7,c5dff821-2ea2-471f-9066-0982de5e59db,c2,c1,3389,?,p2,
1769476450.5906153,CREATED,f87e05ee-d967-4d43-bd4c-45341371f874,e2cded0d-3834-44cb-a300-6adb26f646cb,c2,c1,27,?,?,surb={'id': 'cfea1b7b-2d6c-4d01-9706-f9963bb7666e', 'route': ['p1', 'e12', 'i5', 'x5', 'p2', 'c2']}
1769476450.6873705,RECEIVED,8b4dcee0-c958-4769-9c15-9a229a2bfb7b,a8c251dd-727d-4c58-bd64-12b976c314fe,c4,c2,27,p2,?,surb={'id': '5a5d893a-48b6-463d-88e7-54986d712590', 'route': ['p2', 'e9', 'i6', 'x2', 'p1', 'c4']}
1769476450.6949935,SENT,a5857974-5503-4228-b4fa-0224e671c777,41dbead4-7390-4ee4-9316-a1cf052f38d3,c2,c1,3390,?,p2,
1769476450.6950862,CREATED,c370371b-8714-491c-a56e-45fa241bf8c2,c2fff0ce-72f1-47d1-9fc3-e1e18f4f2ff0,c2,c1,27,?,?,surb={'id': '522a7e78-945e-43ba-8fe8-06b65965f71a', 'route': ['p1', 'e8', 'i11', 'x10', 'p2', 'c2']}
1769476450.8724787,RECEIVED,6e7a5f4c-30f7-483d-8053-cde56bc6252c,9217462b-8857-4c92-ba19-3dbdb98f3db3,c4,c2,27,p2,?,surb={'id': '07856816-6b28-42e2-9dd5-1e63d483bcb4', 'route': ['p2', 'e12', 'i11', 'x7', 'p1', 'c4']}
1769476451.2108305,RECEIVED,f0a884cc-dfc3-41ea-84bf-613673bb96f1,191e2de4-2f34-4dfd-aa0f-f4156036106f,c1,c2,27,p2,?,surb={'id': '5f464b25-ec66-4384-b797-3158edabddaf', 'route': ['p2', 'e12', 'i12', 'x3', 'p1', 'c1']}
1769476451.214862,SENT,9addc1ea-4804-40fd-86f1-71689b2c14b3,37c83631-5e8a-4829-bbda-46f4d64b785c,c2,c1,3379,?,p2,
1769476451.215008,CREATED,ec89937b-0a7a-4025-9c8a-58b59dfdefa3,2073740a-d4cb-4406-81f3-2bfc73eacef8,c2,c1,27,?,?,surb={'id': 'dd75e521-9275-4c42-81a9-a3423d54e06e', 'route': ['p1', 'e9', 'i2', 'x3', 'p2', 'c2']}
