timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769454207.9151378,SENT,2e1597c3-b35b-447d-af82-f3a6e88cf89a,a79723ee-a072-44bd-832d-b74ac44e2e2a,c2,c4,3380,?,p2,
1769454207.9152908,CREATED,a568f70c-22fe-408f-854a-1c6176bdb39a,5ccf86a6-cced-4847-b71e-30a08ff63f38,c2,c4,27,?,?,surb={'id': 'e73de4ed-146c-4201-87b0-584af7abed00', 'route': ['p1', 'e1', 'i9', 'x4', 'p2', 'c2']}
1769454208.0582833,RECEIVED,263152e1-0255-4acd-a788-edffba87626d,5a1440bd-9607-440a-adc0-d401ac5a100f,c5,c2,27,p2,?,surb={'id': '91a39432-ff3e-46e6-94db-2a977ae43486', 'route': ['p2', 'e7', 'i12', 'x9', 'p2', 'c5']}
1769454208.1288586,RECEIVED,4eadbee8-9909-4484-8e78-639019cfb16f,479d99f5-12d7-4dab-b556-9375a4a516df,c1,c2,26,p2,?,surb={'id': '94636b73-86d9-42b2-ae77-37434e48beb1', 'route': ['p2', 'e5', 'i1', 'x12', 'p1', 'c1']}
1769454208.391959,RECEIVED,19c9585d-2516-4af8-9872-099b494b2eb5,c3a0ed8a-f853-4e92-b674-7d02a7363021,c5,c2,27,p2,?,surb={'id': '0f2a8913-5769-4869-9678-dc408e563d92', 'route': ['p2', 'e6', 'i11', 'x2', 'p2', 'c5']}
1769454208.4791603,SENT,a02f7b55-f576-4609-b663-7d239f57411d,aac6bc03-347f-452c-9214-2b268c88966a,c2,c4,3382,?,p2,
1769454208.4793024,CREATED,8e8bdec2-21eb-4bf1-b7f8-b5c24d6df26a,2be94bbd-b827-4780-b609-965b5f46cb91,c2,c4,27,?,?,surb={'id': '416144d8-514b-4a7c-959d-eac3a0706661', 'route': ['p1', 'e7', 'i2', 'x8', 'p2', 'c2']}
1769454208.5022712,RECEIVED,7eeac17b-be61-482a-8ba8-e45e4f06bcc2,54bf5305-bf20-4571-873c-9894b32a4727,c1,c2,27,p2,?,surb={'id': 'b603b143-b536-404f-ba4d-a089013e9ba4', 'route': ['p2', 'e12', 'i7', 'x5', 'p1', 'c1']}
1769454208.5634131,RECEIVED,4c2f8f10-6285-44c3-ace5-83acfb38abd6,e12dc958-b6c4-4ed8-b08f-fa9f711dbb9e,c5,c2,27,p2,?,surb={'id': 'e354cd50-b3c9-4db2-bf6e-83f419a1b7f0', 'route': ['p2', 'e2', 'i6', 'x4', 'p2', 'c5']}
1769454208.5754375,RECEIVED,733896af-6d4f-40d7-a6a5-df6a3ed4a6c3,60db4983-1816-4710-9498-3b7b649cb552,c1,c2,26,p2,?,surb={'id': '4878fd1a-38d3-4711-89b8-18e6fc9a2e43', 'route': ['p2', 'e10', 'i5', 'x8', 'p1', 'c1']}
1769454208.5925076,RECEIVED,16b5bbd9-987a-43a8-b245-343eece92841,468771c8-0e43-4462-8e79-229d5c8bc93a,c1,c2,27,p2,?,surb={'id': '9ff24bef-8540-48ad-8d58-eb54caf33435', 'route': ['p2', 'e2', 'i2', 'x11', 'p1', 'c1']}
1769454208.6416287,SENT,253b2b84-9a50-4263-a61d-18e96541bd28,a900abd4-f592-4ad9-8b87-23d65927d8da,c2,c4,3390,?,p2,
1769454208.6417794,CREATED,bd84a20c-6a6f-4af6-93bf-de3aacd9484b,19f193f6-7a13-4635-87d0-b41af1946381,c2,c4,26,?,?,surb={'id': '1faa779b-8a57-459a-9324-778f5694eb92', 'route': ['p1', 'e4', 'i12', 'x9', 'p2', 'c2']}
1769454208.7907991,RECEIVED,5c35b852-a2cd-41a9-9911-22c3fa0c31d4,131f33f6-feef-430b-952a-b94321ad4f5b,c3,c2,27,p2,?,surb={'id': '879f89a9-d353-4d38-93ec-384c632923fb', 'route': ['p2', 'e7', 'i6', 'x10', 'p3', 'c3']}
1769454208.8274744,RECEIVED,e73001b6-f323-4374-93f2-17220baa241a,2c96739e-d898-436d-bc97-f1bd82ad4b0f,c5,c2,27,p2,?,surb={'id': 'fc0877f2-d811-474a-b7dc-af06198041c9', 'route': ['p2', 'e6', 'i2', 'x3', 'p2', 'c5']}
1769454208.8417003,SENT,ba3badf4-1df7-4fe9-b927-b9a77f80280b,c91a04cd-6cc8-448b-8fed-f286e90292d1,c2,c4,3360,?,p2,
1769454208.841851,CREATED,1c7cb48f-85e2-4c69-a894-7fd51053fa92,00f96003-c5c0-4da1-ad81-7b56cc4d50a1,c2,c4,26,?,?,surb={'id': '96103bed-52a7-41b5-a1f2-ac477aab4270', 'route': ['p1', 'e9', 'i11', 'x9', 'p2', 'c2']}
1769454208.959842,RECEIVED,5d9f228e-73e5-4b3b-8a3a-88bd7e6cc558,440e57e3-df52-4f8d-a405-2ad1dd74b5f5,c5,c2,27,p2,?,surb={'id': 'e38b4256-8516-420e-9f34-548920a8a6b6', 'route': ['p2', 'e11', 'i2', 'x10', 'p2', 'c5']}
1769454209.0164592,SENT,295ab984-3024-43e8-8a49-cc16bc1708f5,4cc795c4-5415-4c33-812d-9ff36aa7e2b5,c2,c4,3375,?,p2,
1769454209.0166066,CREATED,7218a499-5cab-40d5-a5f5-5d86305024e3,6ab53556-847b-46f7-8eec-936de0098b05,c2,c4,27,?,?,surb={'id': '485a702f-737f-4aa5-8651-844139080d5c', 'route': ['p1', 'e1', 'i10', 'x1', 'p2', 'c2']}
1769454209.065966,SENT,767620a7-a128-4f71-8708-448bece1ccdc,cc057114-5468-465a-9e35-4a61e9f6ff0e,c2,c4,3399,?,p2,
1769454209.0661829,CREATED,dc9ab1c3-a3d5-4e8e-b7dc-7a0fa563ae8c,f3bce591-9c99-46b2-b9e0-0c7bb3edd2c1,c2,c4,27,?,?,surb={'id': 'b2ce84f2-8d39-400b-a907-d1d1634bff36', 'route': ['p1', 'e8', 'i11', 'x5', 'p2', 'c2']}
1769454209.0849087,RECEIVED,bd224d93-a526-491f-b6bd-3aefc038c83d,2f854014-2e5f-4af6-a721-61165c0ba500,c1,c2,27,p2,?,surb={'id': 'e21065ec-ed06-4cb1-94ec-e682723abb53', 'route': ['p2', 'e6', 'i3', 'x10', 'p1', 'c1']}
1769454209.1033392,RECEIVED,e94396df-66aa-4a0d-bf2e-23d58f450d13,628e1103-20a1-4c8d-9f2b-54a9a2fb6169,c1,c2,27,p2,?,surb={'id': 'd05ebbb6-309c-4171-8212-9e45b615eab4', 'route': ['p2', 'e3', 'i4', 'x6', 'p1', 'c1']}
1769454209.220197,RECEIVED,4afea31f-dbaf-45d8-8837-427cc3a0de5f,eb128eeb-98d7-4e1b-a886-a603fce54ffa,c3,c2,26,p2,?,surb={'id': '9bb027ea-e728-4a47-b179-819694cfee3a', 'route': ['p2', 'e5', 'i7', 'x1', 'p3', 'c3']}
1769454209.3261225,RECEIVED,2c51b3b3-3815-49a1-9d54-c162a7d8c646,e14db9ec-60cb-48c0-8235-30079b16b2f6,c3,c2,27,p2,?,surb={'id': '3f1d7e56-612b-4030-ae53-3d7b85818577', 'route': ['p2', 'e2', 'i2', 'x2', 'p3', 'c3']}
1769454209.3435118,RECEIVED,9dd9c5ff-8a8e-42b7-9198-a6edbbe8dcc0,00ffdd91-794c-4808-8051-cc880f8b0066,c1,c2,27,p2,?,surb={'id': 'ab5cb0f3-41f3-421f-bb83-418efd59eff9', 'route': ['p2', 'e12', 'i4', 'x12', 'p1', 'c1']}
1769454209.3628507,SENT,b3cfa43b-cb9f-4223-b596-73a008d278f4,b680d714-8173-46df-bd16-5f1222aa3dbf,c2,c4,3387,?,p2,
1769454209.362999,CREATED,6c832e8f-0ff6-4a5a-ad2f-996e5b34d069,1f51fe39-bc35-43c6-80e4-c79caf43ccb1,c2,c4,27,?,?,surb={'id': 'a333aecb-87d2-4e84-93db-396502c75a85', 'route': ['p1', 'e10', 'i12', 'x7', 'p2', 'c2']}
1769454209.5172772,SENT,66807406-d712-4236-be4c-5f71f98f0151,d68eb736-0283-4990-a74c-98a917f68925,c2,c4,3395,?,p2,
1769454209.5173645,CREATED,0b68d388-c33f-4f74-bfce-a4458548b7cd,307d29ba-fb9b-4348-9ae9-3366b8cbb134,c2,c4,27,?,?,surb={'id': 'b1e92514-6aab-4401-8970-91e509260097', 'route': ['p1', 'e10', 'i2', 'x6', 'p2', 'c2']}
1769454209.5175977,RECEIVED,62811419-cd0e-40f7-9cec-621196e8869b,27eae6cd-e5f0-4d8d-a9d6-60ccdad1115e,c3,c2,27,p2,?,surb={'id': 'bd72ce4d-3f78-4435-9ca2-1211ad4dbc16', 'route': ['p2', 'e1', 'i6', 'x4', 'p3', 'c3']}
1769454209.5796278,RECEIVED,af18920d-dde3-4a2a-ad11-89f4eaaa60c0,b2233526-d02c-487d-9dc0-07bb2df5b066,c3,c2,27,p2,?,surb={'id': 'f33a7b73-1c41-4c9c-96c3-872cb7265996', 'route': ['p2', 'e6', 'i9', 'x5', 'p3', 'c3']}
1769454209.748458,RECEIVED,17706b7b-b94b-49c2-b570-ed80effff0cd,2fb0e4ef-0832-4064-bc03-6fbd2dd1f66f,c5,c2,27,p2,?,surb={'id': '6fb032f6-8f59-4e99-8412-5f1df00bfbbc', 'route': ['p2', 'e11', 'i5', 'x2', 'p2', 'c5']}
1769454209.9909842,RECEIVED,6628ec89-dda1-46ea-9ed3-bb9909d50c7e,fdc052da-a835-4b30-977c-76049c34fa8c,c5,c2,27,p2,?,surb={'id': 'f950c7c3-b1ab-4e7c-a0db-b378639f4bc7', 'route': ['p2', 'e9', 'i12', 'x3', 'p2', 'c5']}
1769454210.076448,RECEIVED,4dc77006-60e5-45c9-bd72-631fdea85bd8,c1118a43-8af9-41f2-a5d2-f8128d1423e5,c1,c2,27,p2,?,surb={'id': '43b3e8de-1ea9-4ee0-8813-7b5bc3c62acc', 'route': ['p2', 'e4', 'i9', 'x11', 'p1', 'c1']}
1769454210.3408864,RECEIVED,52b1eb87-6930-4b69-9198-043e46147b14,bf990b48-724c-41b9-8075-7f5da8292b63,c5,c2,27,p2,?,surb={'id': 'cf4dbe71-a1b5-442c-8bb7-03414a7ad36e', 'route': ['p2', 'e1', 'i10', 'x11', 'p2', 'c5']}
1769454210.4367387,RECEIVED,752ee77b-3ac1-406e-a1d5-abf334faf391,dc25570a-4ecd-4ac5-b19f-d0a586f9acce,c5,c2,27,p2,?,surb={'id': '67ed1e0a-d41f-431f-aea8-71dc02f7ca4b', 'route': ['p2', 'e4', 'i3', 'x1', 'p2', 'c5']}
1769454210.4809322,RECEIVED,24278fb3-aa73-4f89-8d66-db152203db16,7784b5ad-a0dd-417d-bf05-87eae98ff7e4,c5,c2,27,p2,?,surb={'id': '0c094e09-e266-48de-872f-f261cc98676b', 'route': ['p2', 'e6', 'i1', 'x9', 'p2', 'c5']}
1769454210.5623696,RECEIVED,cb079b76-1e5d-4e70-a96d-d3810f940541,b9e2c2d9-8eb1-4b43-8910-f08bcca49942,c5,c2,27,p2,?,surb={'id': '13ff6e82-4b52-4c4c-897a-41dc6e9fee01', 'route': ['p2', 'e1', 'i8', 'x4', 'p2', 'c5']}
1769454210.6385183,SENT,bf709d34-1657-4ab3-99ba-ec547d5a069d,1baa63bf-19cf-4f2c-811b-a56e825fb7d5,c2,c4,3380,?,p2,
1769454210.6386676,CREATED,bc3860ac-cee4-47e4-9f1f-1a7c1c06919a,0aaa1772-19b9-4023-a199-d6cc68941f3c,c2,c4,27,?,?,surb={'id': 'a3e1ef0e-9ff8-41f5-ab0a-3337dc34f2e3', 'route': ['p1', 'e3', 'i6', 'x4', 'p2', 'c2']}
1769454210.6415849,RECEIVED,344d3a5e-cb7b-4f9f-b578-1a12a29f2f43,f4a21ddf-a45e-4bc1-ab4b-0eca7985ccfa,c3,c2,27,p2,?,surb={'id': '540b8535-c8bd-4362-acdb-86fd59c8b4c5', 'route': ['p2', 'e5', 'i12', 'x10', 'p3', 'c3']}
1769454210.6958194,RECEIVED,c526e75b-1449-4464-81f4-e4d11f5328ea,70bf42d7-4a7c-4f23-899b-461cf7764fa2,c1,c2,27,p2,?,surb={'id': 'cf28cacc-6d32-4efb-a86d-12f4c24b313a', 'route': ['p2', 'e4', 'i6', 'x2', 'p1', 'c1']}
1769454210.777156,RECEIVED,8b12998e-7f92-40d8-98e0-be0616502566,f2be51a2-25a9-46f8-beb7-265c4881ed62,c3,c2,27,p2,?,surb={'id': 'db2f3d5b-d09e-4db7-85a4-4db347ce3ed9', 'route': ['p2', 'e10', 'i1', 'x7', 'p3', 'c3']}
1769454210.8469164,RECEIVED,3dbd98a7-87ca-4ce4-b9cf-6dbda0475410,d41b0769-996e-4de2-99f3-d26d5101b408,c3,c2,27,p2,?,surb={'id': 'b1ad3998-204e-4898-9bf0-6c85af20bf5d', 'route': ['p2', 'e8', 'i12', 'x5', 'p3', 'c3']}
1769454210.8512304,RECEIVED,a74267e5-9488-45b1-844a-8a1f7ce870df,3491ff0c-9ea5-4768-9761-fb9263ceb146,c5,c2,27,p2,?,surb={'id': '1b4d1df4-53ad-4d4e-a103-847fd5e1b99e', 'route': ['p2', 'e12', 'i5', 'x7', 'p2', 'c5']}
1769454210.8691535,RECEIVED,e4a621cc-c7be-417a-9f7d-da6fcd4dd7c1,4b4c6096-e556-44a8-b66e-95a46830d58d,c1,c2,27,p2,?,surb={'id': '2d683257-d0d0-4a5a-b483-e16179f4459e', 'route': ['p2', 'e12', 'i11', 'x2', 'p1', 'c1']}
1769454210.8761034,RECEIVED,8e0c9719-b842-4c9e-b423-a36f9fc93c5a,8cf3639d-a7af-44a7-a3e9-a8a33e7782ca,c3,c2,26,p2,?,surb={'id': '593c9a29-b5c3-43f8-babd-6c2d902c015d', 'route': ['p2', 'e1', 'i9', 'x1', 'p3', 'c3']}
1769454210.9174635,RECEIVED,228e023e-81d8-4e39-9ddd-f22754e393f3,147526af-6ce2-489a-9dfd-6dcc8fcf14ce,c1,c2,27,p2,?,surb={'id': '95e33554-76fd-4f57-9fee-2824deb4c722', 'route': ['p2', 'e5', 'i4', 'x2', 'p1', 'c1']}
1769454210.9753907,RECEIVED,7c171622-9530-440f-8175-22193e84f512,c916e255-623f-4969-ae25-018d096dcec5,c1,c2,26,p2,?,surb={'id': '05030cee-a88b-473b-91bd-096640862945', 'route': ['p2', 'e5', 'i11', 'x5', 'p1', 'c1']}
1769454210.9939282,SENT,ecc4ae3e-d9f9-4855-96ac-60c5a4197808,191e81f1-8d54-4937-9e85-2b7791f899b0,c2,c4,3383,?,p2,
1769454210.9940047,CREATED,0e9eb4e5-fd26-490f-b8e5-e3bdd7cb8f25,1530d408-dc7b-4750-9663-c76cda34d065,c2,c4,27,?,?,surb={'id': '25da527c-bc14-4ea1-b462-e7173d82b8b3', 'route': ['p1', 'e8', 'i4', 'x9', 'p2', 'c2']}
1769454211.0439515,SENT,47454fe8-81da-416b-a766-d08db596bd44,0f0c36bd-7587-4604-8157-7f71e97ae63e,c2,c4,3376,?,p2,
1769454211.0440266,CREATED,245e9fc4-d405-4809-999d-0d0bc0322b8c,a7bf5b58-55b7-4869-9868-2fe7777f43bc,c2,c4,27,?,?,surb={'id': '96c57558-9182-4952-9d2e-7a65e46f356b', 'route': ['p1', 'e9', 'i10', 'x1', 'p2', 'c2']}
1769454211.1836944,RECEIVED,d72427b9-5703-4b60-8937-6cc51bee77fe,3a892421-8fe3-45fc-ae09-432e0572d11e,c5,c2,27,p2,?,surb={'id': 'd2134c51-5b5b-488e-8cec-70a02441ddb7', 'route': ['p2', 'e12', 'i12', 'x11', 'p2', 'c5']}
1769454211.217287,RECEIVED,f7e041ea-db7e-4b7a-8ad0-54b87385edb4,201d95f5-adf1-4898-91a4-13108edeadf4,c1,c2,27,p2,?,surb={'id': 'aad164ff-629c-498a-afe1-2731c9d35aed', 'route': ['p2', 'e1', 'i8', 'x5', 'p1', 'c1']}
1769454211.251186,RECEIVED,6fb1eee5-4332-4881-8eb1-8e9d9d3bf9ad,703cfb1c-e083-4788-aa32-106fa1d4286d,c5,c2,25,p2,?,surb={'id': 'fec5a43d-922c-4552-9c56-eedd283aef30', 'route': ['p2', 'e9', 'i2', 'x3', 'p2', 'c5']}
1769454211.4122498,SENT,27052964-42ca-4526-9657-5ad4184556f3,aa3b76dc-ba5b-4a09-a33e-4ab21bb91df1,c2,c4,3384,?,p2,
1769454211.4124048,CREATED,86b5f698-d4e2-437d-b2bc-50580f1e814b,cbf8c6f2-5fd2-4c99-bb06-de1144e09648,c2,c4,25,?,?,surb={'id': '7fb4e857-617e-41c1-b626-534e80c9677e', 'route': ['p1', 'e8', 'i12', 'x4', 'p2', 'c2']}
1769454211.607729,RECEIVED,7d5f75cb-c0d5-40a7-83c9-39057846a350,47d2b00a-e042-4f8a-b2cc-a594237fef9c,c3,c2,27,p2,?,surb={'id': '8badc694-0250-4fd9-9992-f9cbbd20b359', 'route': ['p2', 'e12', 'i12', 'x9', 'p3', 'c3']}
1769454211.6254005,RECEIVED,c3d73e8c-2399-4606-b2f8-dd3d2b85b956,130b30ea-0318-4d44-937c-2427b04b38de,c1,c2,27,p2,?,surb={'id': 'ee128a89-261b-4648-b946-4d12e36af63d', 'route': ['p2', 'e7', 'i1', 'x10', 'p1', 'c1']}
1769454211.8380697,SENT,44eb3cbd-7dd2-417c-8b1e-5e7dcb66075c,a1150fa6-8113-4a44-abc3-769a58b5e624,c2,c4,3387,?,p2,
1769454211.838222,CREATED,a2a5489e-260c-4973-9b7e-84e0072e729a,c3f2ce50-a1d1-4c7e-8dec-d20b34fb6bb9,c2,c4,27,?,?,surb={'id': 'b9252906-cb0b-47e9-86bc-5420494d9c3e', 'route': ['p1', 'e10', 'i3', 'x9', 'p2', 'c2']}
1769454211.8873024,SENT,05a3f455-89b0-4cf6-970d-1bfd3c3de141,e55c7959-8513-445f-b38e-38638f84eb4e,c2,c4,3392,?,p2,
1769454211.8874485,CREATED,82efae95-504f-46f0-a0d7-531e981f09ad,4a4b8fee-164b-42d9-b2bb-c9ca82b1a153,c2,c4,27,?,?,surb={'id': '8aaefc6c-85f9-4660-a8c4-e1d362983ee8', 'route': ['p1', 'e12', 'i1', 'x3', 'p2', 'c2']}
1769454212.0463865,RECEIVED,999f601e-ad2b-426a-ab4c-ece32342f9cc,0206ce57-72d1-4da0-8918-0a32a2183c8b,c3,c2,26,p2,?,surb={'id': 'b67f1214-18f0-436b-b6da-7f48c7b3ab99', 'route': ['p2', 'e4', 'i1', 'x1', 'p3', 'c3']}
1769454212.298691,SENT,333259d0-2ac0-4c3a-899c-4770d1044d44,1ff02a52-7e14-475f-a7d4-5936d597e120,c2,c4,3380,?,p2,
1769454212.2987483,CREATED,eea36ee5-82b8-40a4-8bd6-680ff65ba461,865c8873-8d74-481b-ba87-097f1f0b7de0,c2,c4,26,?,?,surb={'id': 'd44c172d-04a9-4879-bad5-8216754d1f56', 'route': ['p1', 'e6', 'i7', 'x9', 'p2', 'c2']}
1769454212.611487,SENT,232af6ce-2cdc-496c-b8a1-3b37dc022c23,d90a2e4b-9ecd-4c9d-875f-aa88824e56bb,c2,c4,3396,?,p2,
1769454212.611593,CREATED,5f62cf4d-a007-4105-af97-f9a6652c2e32,974fb7e1-f3d2-463b-ae28-6ddcd611cf19,c2,c4,27,?,?,surb={'id': '10feb0bf-71ab-4b8d-811b-e6cbde2ee434', 'route': ['p1', 'e3', 'i3', 'x5', 'p2', 'c2']}
1769454212.6385875,RECEIVED,3c8a0005-699e-425f-9d45-7a15febac118,9d3def65-53a1-4bf6-bb06-008a0b6719d9,c3,c2,27,p2,?,surb={'id': '86edc58b-f8d1-404e-95c7-023ecbd6e181', 'route': ['p2', 'e3', 'i9', 'x10', 'p3', 'c3']}
1769454212.6406827,RECEIVED,307d55cc-2450-4fd5-87dd-83bf8ed6601f,96ad9932-7141-47f9-84f8-1dbd6447260d,c3,c2,26,p2,?,surb={'id': '3e9b7d47-aebe-4d39-8204-d9eebeddf034', 'route': ['p2', 'e8', 'i2', 'x6', 'p3', 'c3']}
1769454212.7751226,RECEIVED,85290b27-b1da-40fd-a6d3-53b0fc5e8ab4,27143572-95fb-4b40-9f07-e15ae77dbbad,c5,c2,27,p2,?,surb={'id': '619aaa04-31d5-47fb-a126-3608836eb268', 'route': ['p2', 'e6', 'i6', 'x6', 'p2', 'c5']}
1769454212.8186588,RECEIVED,31867e4d-1201-403c-b127-caa687b4c314,3576bec3-cf9b-4bf4-b19e-651d4cfa56e3,c5,c2,26,p2,?,surb={'id': '2a2cde7a-df21-4a2f-8bee-65c39a95bf31', 'route': ['p2', 'e9', 'i1', 'x2', 'p2', 'c5']}
1769454212.8908985,SENT,5bb09fe1-31db-4fea-9f85-2b346ed0235f,ea3b22b1-4ce3-434a-befc-adac1b554c80,c2,c4,3359,?,p2,
1769454212.8910122,CREATED,8c8bc092-8c88-4fce-9856-52a11f0c5391,9ec80a76-0526-4291-a3ca-13f1cf621868,c2,c4,27,?,?,surb={'id': '4a825da5-82c6-4fc8-8f75-a36c20a32b77', 'route': ['p1', 'e2', 'i12', 'x9', 'p2', 'c2']}
1769454212.9286125,RECEIVED,43d5297f-20e6-40d4-a400-34429c775b13,bb44ce62-a3c2-4743-b10f-78787aecc6d3,c1,c2,27,p2,?,surb={'id': 'a9a539f0-23a2-44e3-9b60-cd146b50a706', 'route': ['p2', 'e4', 'i9', 'x2', 'p1', 'c1']}
1769454213.0698,SENT,6236c296-b942-42e2-a328-159f41b2d385,19c984c5-84c6-4243-9866-e25d94c3e7b5,c2,c4,3400,?,p2,
1769454213.069866,CREATED,33401c0a-171b-4dda-b234-63d29a088b10,28c9f836-83e4-4f85-bdb0-8061cf9aac92,c2,c4,27,?,?,surb={'id': '8d818365-d870-486a-9613-9e2dc4e42b5e', 'route': ['p1', 'e4', 'i5', 'x8', 'p2', 'c2']}
1769454213.1142247,SENT,00518f77-08a9-493e-961b-2504ac0e78e9,2ec790a1-a471-4455-aba3-bdbb77563932,c2,c4,3376,?,p2,
1769454213.114289,CREATED,71a8fa41-4f08-4bec-b705-619eddeaaa47,ab189fca-43b8-458f-849f-012004cb3d80,c2,c4,25,?,?,surb={'id': '064b04c0-8f25-4baa-82b5-378b95cf3746', 'route': ['p1', 'e6', 'i4', 'x9', 'p2', 'c2']}
1769454213.259367,RECEIVED,a7370245-9ec5-48eb-8e28-bc1530dd1d3b,1e6d5bc4-918c-403c-acf3-b446d7d90f95,c1,c2,27,p2,?,surb={'id': '2b3abaea-6bd0-49b5-8690-70398b630c39', 'route': ['p2', 'e10', 'i10', 'x7', 'p1', 'c1']}
1769454213.2726586,SENT,73db515c-f357-4dc3-bb05-ebd0ecd939d6,b73b0e03-c16a-45f2-925a-a03f89a7498b,c2,c4,3403,?,p2,
1769454213.272779,CREATED,99b2f4ea-a76e-4a45-b71b-c1c3ee6b30cd,93ca9a27-c117-4a74-aadb-c2d66dec993a,c2,c4,27,?,?,surb={'id': '49480976-c793-4df8-8dc2-bea6ef1a9734', 'route': ['p1', 'e12', 'i9', 'x4', 'p2', 'c2']}
1769454213.3367984,RECEIVED,9e7d49d0-1a4e-4949-a6ba-d83cc77269a5,13f4ea70-e3bd-493e-813f-cb32e8cf3779,c3,c2,27,p2,?,surb={'id': 'cde3fad8-eaf4-46ae-9be8-13df5d6e67c0', 'route': ['p2', 'e10', 'i10', 'x10', 'p3', 'c3']}
1769454213.367036,SENT,1f83c37f-7a72-4a8c-b55f-d81eb5b11687,a368889f-d336-4676-945b-70673ca9498a,c2,c4,3359,?,p2,
1769454213.3671796,CREATED,d902f5bb-0e2b-43ec-9f7f-14b68771bf61,2b77a085-a4d5-48cb-98d0-97585b88ecae,c2,c4,26,?,?,surb={'id': '65406eb9-692e-4d5a-bf18-84318163d2dd', 'route': ['p1', 'e1', 'i4', 'x3', 'p2', 'c2']}
1769454213.6921737,SENT,ebf69ebe-24ca-483e-a639-b196de7d4913,5cb9094c-e7a6-4462-b019-ad18e501fdf1,c2,c4,3380,?,p2,
1769454213.6923215,CREATED,239218c5-84b4-4817-9db8-cd6550c1a505,d9b772fb-fa8c-4f1c-9a92-844fe1ccd156,c2,c4,27,?,?,surb={'id': 'c902f6e0-3525-430c-a944-c372752babde', 'route': ['p1', 'e3', 'i6', 'x11', 'p2', 'c2']}
1769454213.716742,RECEIVED,263e834b-e999-4d08-88ee-a2440b499474,e191b0a4-d74a-4415-b948-d1754397d01d,c1,c2,27,p2,?,surb={'id': '0c8519b0-bff0-4cf1-a0ee-738c4f5c844c', 'route': ['p2', 'e10', 'i1', 'x9', 'p1', 'c1']}
1769454213.8274317,RECEIVED,6f7c6868-95f7-48bc-83d7-35045c205669,5980c2c8-1871-499b-8462-17c45b2721b7,c5,c2,27,p2,?,surb={'id': 'e0462dcb-9c39-43a3-80e6-f1010e348716', 'route': ['p2', 'e2', 'i5', 'x9', 'p2', 'c5']}
1769454213.8648393,SENT,346cc147-7572-424e-be50-c4fbf94d4a5b,44287f76-e4a9-40ce-b7f0-c15108616b65,c2,c4,3380,?,p2,
1769454213.8649879,CREATED,e38a01a6-82f5-4842-9358-5731ec1534b7,2d1a584e-5391-42b4-be29-a3329dc66d1b,c2,c4,26,?,?,surb={'id': '1967f4e1-c059-4a37-83c5-5b249b8c71c3', 'route': ['p1', 'e3', 'i11', 'x5', 'p2', 'c2']}
1769454213.9585705,RECEIVED,a71693e2-f83f-4f40-b13f-862e7574d921,a7270c5a-3a84-4294-a06f-b731a3082acb,c1,c2,27,p2,?,surb={'id': 'a966fb7a-970e-43ab-af68-fb12a69b3988', 'route': ['p2', 'e6', 'i10', 'x4', 'p1', 'c1']}
1769454214.17561,RECEIVED,1b540c45-66b0-4be0-ad1e-f9a929b61f47,1c71f93d-73a6-4340-a3d3-26cb96e79e05,c3,c2,27,p2,?,surb={'id': '28bc7217-69fd-41be-a2b1-0132dafb8404', 'route': ['p2', 'e8', 'i4', 'x12', 'p3', 'c3']}
1769454214.1956403,RECEIVED,8656b59f-6dd2-4da0-8186-991860b7d5f7,d784591a-c5d6-45aa-b9c3-a7bf914991b4,c5,c2,27,p2,?,surb={'id': '2d9adae2-33ad-4ec3-8dac-82bdafcb1484', 'route': ['p2', 'e1', 'i10', 'x8', 'p2', 'c5']}
1769454214.3102436,SENT,dabf0c90-bcd1-4a1f-a8cb-bebc2db951c1,bb9e161b-3515-42df-b7a2-105a0e432a7d,c2,c4,3371,?,p2,
1769454214.3103192,CREATED,990ce7f5-a51c-48da-8324-02f634e0a51e,f61b9eed-bedc-4751-82fc-a5a31fcbcee9,c2,c4,27,?,?,surb={'id': '4e4c380f-b04c-4e21-8a8b-9ab1be43e23d', 'route': ['p1', 'e3', 'i3', 'x2', 'p2', 'c2']}
1769454214.3445694,RECEIVED,910739db-54b2-42d0-93db-9283790ffb20,3d171063-e03d-4862-bae6-94420a7ae6f5,c5,c2,27,p2,?,surb={'id': '326a905c-575f-492f-b556-be7def9eb260', 'route': ['p2', 'e6', 'i11', 'x5', 'p2', 'c5']}
1769454214.4541905,SENT,46f473f9-af4b-430a-8a09-d5a3581245e6,753120a4-7f3c-4bf1-9549-c8d86d7efcfc,c2,c4,3379,?,p2,
1769454214.4542665,CREATED,d53f13f0-0411-41cd-bcc7-d23a73718afd,0a22cfbf-6ac9-48ed-b8ff-852652324391,c2,c4,27,?,?,surb={'id': 'a02919c4-29ca-4fcd-b97b-a2eab375b734', 'route': ['p1', 'e8', 'i10', 'x2', 'p2', 'c2']}
1769454214.5933304,SENT,24dd1c90-21ab-4632-9f95-f8dd9d5fccf0,bb9cbfff-195f-42df-ad5a-f9c55b4b85e3,c2,c4,3364,?,p2,
