timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769453749.0925543,SENT,5bd315cb-10a1-4da8-b2e1-7f5deb2ddb6c,02e25c0b-dd58-47f3-bb18-82198f020487,c1,c2,3392,?,p1,
1769453749.092715,CREATED,1901e35b-7cc0-4582-8d96-2dc9401a7ee2,0224350b-3777-47c4-ba44-24b140549830,c1,c2,27,?,?,surb={'id': '373c2b9c-fa85-4bed-b1f8-c4baabdf967d', 'route': ['p2', 'e11', 'i10', 'x12', 'p1', 'c1']}
1769454218.219343,RECEIVED,ddc5bd30-b8ea-4dce-8e0b-635d037b7981,380944ed-e14e-45a8-b514-b5ea5c9e895c,c4,c1,26,p1,?,surb={'id': 'df27e113-05e3-47fa-b966-2a34428eae48', 'route': ['p1', 'e7', 'i11', 'x8', 'p1', 'c4']}
1769454218.2345324,RECEIVED,fb062c0d-4948-4f7e-9e18-57a86cff4f7c,1083ba54-4c04-4922-a8f0-95c4f841a7dd,c4,c1,25,p1,?,surb={'id': 'ef95e96a-a3f0-4288-a735-029375874abe', 'route': ['p1', 'e12', 'i10', 'x2', 'p1', 'c4']}
1769454218.596777,RECEIVED,2a5eae3a-3385-49ad-aa67-ecb2a62dbde1,655b2d42-97b7-49a7-81cd-a382feed4610,c4,c1,27,p1,?,surb={'id': 'dbb7d9e5-92ad-4f72-afea-a2f9dce6f6b1', 'route': ['p1', 'e9', 'i1', 'x10', 'p1', 'c4']}
1769454218.6238267,SENT,bec7eaed-d180-474f-b212-fd2632e359ec,164c9b88-d476-41ab-89fc-4f1e2b6bd7d1,c1,c2,3363,?,p1,
1769454218.62391,CREATED,2d52648a-032a-45d3-9607-9881b1def2cd,c3f445b2-a788-4ecf-9e3c-16a7110bebf4,c1,c2,27,?,?,surb={'id': '6c2b7436-6d38-4923-bbd3-cb9bd435d76a', 'route': ['p2', 'e2', 'i2', 'x9', 'p1', 'c1']}
1769454218.6519473,RECEIVED,88f22dd2-f621-4682-af6b-1045e85b7653,83460afe-a01b-45b3-b266-34a6f043b08d,c4,c1,27,p1,?,surb={'id': '2488865e-862e-41f8-a5af-7a214d9e3357', 'route': ['p1', 'e7', 'i3', 'x11', 'p1', 'c4']}
1769454218.6792133,RECEIVED,8308abcf-1051-4044-b854-30ec88045a08,49b2ce98-46ff-4d75-a6db-5042825d897b,c4,c1,27,p1,?,surb={'id': '284ea115-c0a6-4651-98b8-b2c4626e2362', 'route': ['p1', 'e1', 'i3', 'x11', 'p1', 'c4']}
1769454218.729334,SENT,2b8495d4-002d-4079-8d4a-fd873f9d0729,046ced5e-c4cc-4d9b-9575-56c1f26290c7,c1,c2,3380,?,p1,
1769454218.7294018,CREATED,eec25e1a-39f0-4abd-a003-b1a961e41f37,3db04fde-5c3e-49c0-9f26-35f6b784f9fa,c1,c2,27,?,?,surb={'id': '9fec257d-781a-48b3-a9a9-3fa8f78dd89c', 'route': ['p2', 'e7', 'i5', 'x8', 'p1', 'c1']}
1769454218.9381535,RECEIVED,1f9dc83b-9590-4ec6-afd6-5ac6d6f34809,9ccd9972-6275-4d4f-bfec-c79ba927f9b4,c4,c1,27,p1,?,surb={'id': 'b7fc9ab5-ed5e-4b39-a5e2-be301a89642d', 'route': ['p1', 'e1', 'i8', 'x7', 'p1', 'c4']}
1769454218.9715605,RECEIVED,745e39da-72a5-4f8d-bcc2-1d07995aba6b,56ff49fa-8dcf-46f5-a308-753874fca2e5,c4,c1,27,p1,?,surb={'id': 'ab058389-a49c-48dc-b6b4-649111ccfa91', 'route': ['p1', 'e6', 'i3', 'x9', 'p1', 'c4']}
1769454219.0349746,SENT,63498ef9-5676-4d93-8a89-a9d1845037e3,e2b4b3e4-48b4-4125-ac2d-0a260c60ab7d,c1,c2,3379,?,p1,
1769454219.0350733,CREATED,c6ffcf52-45ab-4ae6-a6e0-a41407c14f4c,cea0cad7-1d4c-4930-8bbd-8255772538e0,c1,c2,27,?,?,surb={'id': '519ad3e5-0824-4230-815e-d88f07aa287e', 'route': ['p2', 'e6', 'i9', 'x1', 'p1', 'c1']}
1769454219.41649,SENT,d7d3e101-0abf-4229-b2af-ba582f6f01d2,6c82f7d7-cfba-4192-968a-207ee8c048a0,c1,c2,3384,?,p1,
1769454219.4166234,CREATED,c82eb26d-a390-47f9-90b3-96e7294ab2e1,9ef2272d-5da0-4d24-92c4-7ba7f2af1889,c1,c2,27,?,?,surb={'id': 'c3d61864-a27e-46ed-9162-965ed56d9190', 'route': ['p2', 'e4', 'i4', 'x9', 'p1', 'c1']}
1769454219.44964,RECEIVED,e04c051a-28b4-45ab-a79f-9ba24f71c1a3,f3caa765-311f-435b-ba1a-1734600d94ec,c4,c1,25,p1,?,surb={'id': 'dd691383-e27c-4eed-a19a-d0f2c178a241', 'route': ['p1', 'e10', 'i8', 'x4', 'p1', 'c4']}
1769454219.7341168,RECEIVED,57cd4349-9e46-4d6a-a3ed-8bf7e665441d,11c212a0-6003-44cb-b9f3-e1f826b08d94,c4,c1,27,p1,?,surb={'id': '0ee4dc0d-1852-4a44-995d-ae7d59234fb1', 'route': ['p1', 'e12', 'i3', 'x1', 'p1', 'c4']}
1769454219.8791373,RECEIVED,41b4796d-edff-4806-be44-c9bd747a3399,213d7a5f-8e02-4400-a929-d8e5a5be6548,c4,c1,27,p1,?,surb={'id': '1563ba4c-c35a-4103-9882-29fede3233e3', 'route': ['p1', 'e12', 'i2', 'x6', 'p1', 'c4']}
1769454220.070956,SENT,356f1840-e5ab-4000-8cb9-56e60e892628,fc16dcef-7e1a-49c9-a36d-d92fb42b735b,c1,c2,3383,?,p1,
1769454220.0710223,CREATED,b2b2ef60-7949-4c61-8d23-8e19e9a44245,7690ad6f-e004-4937-b8c2-7115fadc325f,c1,c2,27,?,?,surb={'id': 'a1c33954-f77a-4bb4-a059-1883c7960284', 'route': ['p2', 'e5', 'i1', 'x3', 'p1', 'c1']}
1769454220.166765,SENT,58e6f10a-84de-46b1-95d7-106e67a47e82,a24c9394-6efd-4cfa-9863-99b44a962e8d,c1,c2,3359,?,p1,
1769454220.1668284,CREATED,9a9d372a-430c-4e6d-bf82-bac69b5432bc,34b40403-8264-44aa-94f6-f78d8ccebbf9,c1,c2,27,?,?,surb={'id': 'ed9f7c62-6e09-4a95-8b71-02957333e863', 'route': ['p2', 'e3', 'i4', 'x6', 'p1', 'c1']}
1769454220.2008417,RECEIVED,af69ccf5-cedc-497b-88de-9e8bfecf23e7,429d286e-a2b3-4621-8d7d-abee941ad8c2,c4,c1,27,p1,?,surb={'id': 'a52ca3dc-2d49-4936-b479-7bff8a7648fc', 'route': ['p1', 'e2', 'i1', 'x2', 'p1', 'c4']}
1769454220.2091746,RECEIVED,9fb54572-5153-4ec0-9891-6d08504fb382,d7b7d41f-1e9d-4647-949d-85c9ba0e5dfc,c4,c1,27,p1,?,surb={'id': 'e3e55f6c-1878-40f4-9889-1a13c4e13e62', 'route': ['p1', 'e10', 'i6', 'x7', 'p1', 'c4']}
1769454220.2725165,SENT,4a57bb61-6861-4d1e-b98c-b1372caba7a0,af4584c2-88de-4410-8234-8c44a698b0ea,c1,c2,3379,?,p1,
1769454220.2725842,CREATED,fe254b7a-cca8-431d-a40c-6cb72f3f2e06,f27c8077-6bd0-4179-a544-5c654182602d,c1,c2,27,?,?,surb={'id': '83a0707e-a4df-4333-8df5-d28dad9b2d8e', 'route': ['p2', 'e10', 'i5', 'x6', 'p1', 'c1']}
1769454220.5795789,RECEIVED,8c082241-5bfb-457c-9cb8-52175ec417a3,5c2938cd-208f-4599-803d-22b83e3e2fd0,c4,c1,27,p1,?,surb={'id': 'a937b800-8a03-4793-9ab8-84e7bc990db8', 'route': ['p1', 'e9', 'i8', 'x12', 'p1', 'c4']}
1769454220.6383426,RECEIVED,fdb1413a-2c16-45b9-b2bf-ef6fbe489184,3d049213-ef84-44aa-a9a7-41ee766908ec,c4,c1,27,p1,?,surb={'id': '88bd43aa-af1f-41fd-aebd-ca19696e79a3', 'route': ['p1', 'e7', 'i7', 'x10', 'p1', 'c4']}
1769454220.8147092,RECEIVED,b48cf576-dafc-42b8-ad0d-c8ff889371d8,584eddc8-d496-4471-9446-61a6f39912c7,c4,c1,27,p1,?,surb={'id': '987322a9-dbc8-43af-b31f-290f65476b04', 'route': ['p1', 'e9', 'i8', 'x12', 'p1', 'c4']}
1769454220.9013507,RECEIVED,246cde2d-6d88-4869-b9ad-c6bc1a4d6d90,28fa5782-0c33-4f3f-8f41-b9d029f80c2c,c4,c1,27,p1,?,surb={'id': '83b9b3b5-0c4a-47f7-89f1-69f751f4ee1c', 'route': ['p1', 'e10', 'i11', 'x10', 'p1', 'c4']}
1769454220.9115963,RECEIVED,18aa3162-6e84-4320-9ff1-95e284360650,aa71a65b-1c4d-4e10-af66-cc4009d45446,c4,c1,27,p1,?,surb={'id': '490cfa49-7941-4d91-89e0-7b5e86b7c4b1', 'route': ['p1', 'e10', 'i11', 'x4', 'p1', 'c4']}
1769454220.982132,RECEIVED,91c34554-9dad-4748-b75c-98bb09a721cc,80a69d1c-c10d-4275-b678-cc77f7a7f9e9,c4,c1,26,p1,?,surb={'id': '7c99877d-bd47-44a7-9b2e-58a946c63510', 'route': ['p1', 'e10', 'i7', 'x6', 'p1', 'c4']}
1769454221.102406,SENT,b046cd79-324c-486c-8b4f-6af9e4560675,3e3d7cc1-d679-4081-a686-347d4f292146,c1,c2,3385,?,p1,
1769454221.1024866,CREATED,9b7355a5-efea-4e07-8c30-3e6dfcfa0bff,c1ede8c7-c9c5-48d2-b9fd-6c728d3de4c4,c1,c2,27,?,?,surb={'id': 'b9d18f99-3e4d-4087-9697-0939331cab98', 'route': ['p2', 'e7', 'i3', 'x5', 'p1', 'c1']}
1769454221.1093588,RECEIVED,ffc2e32e-e198-4845-bea6-699fcb50753b,869b892a-77cd-4c0f-9fe9-da10ff20a65c,c4,c1,27,p1,?,surb={'id': '8f1f9f68-7890-43a1-ba7b-9ecacc5f010d', 'route': ['p1', 'e9', 'i2', 'x4', 'p1', 'c4']}
1769454221.305311,RECEIVED,a93dcec0-5888-44c6-8d68-909c83123b87,5df1e4f3-0bcf-4e7a-ac71-2fdad63cadfe,c4,c1,27,p1,?,surb={'id': '30dcfb7f-601b-4187-98c8-e6536478c3dc', 'route': ['p1', 'e9', 'i1', 'x5', 'p1', 'c4']}
1769454221.3302395,RECEIVED,c77827f3-730b-4153-bddf-5a75fb89b5f1,1d81595b-a94d-4b9d-990b-0ace7078d62e,c4,c1,25,p1,?,surb={'id': '851fded9-e693-47d1-abd0-9adbfeb06a63', 'route': ['p1', 'e11', 'i3', 'x10', 'p1', 'c4']}
1769454221.4204454,RECEIVED,c1755a8c-e76c-4b18-9d30-2b8862bbf565,96a7121d-21a7-4ddc-9192-9692f561bc7c,c4,c1,27,p1,?,surb={'id': 'e728be70-ac5b-4d4a-a89f-82219f730770', 'route': ['p1', 'e8', 'i3', 'x5', 'p1', 'c4']}
1769454221.4481802,RECEIVED,f37bb065-7a73-4314-babe-e143022a0433,d8e13aba-215f-4e13-8029-a77982c84640,c4,c1,27,p1,?,surb={'id': '7a1f5ce1-ee12-4256-818c-b10601025abc', 'route': ['p1', 'e1', 'i11', 'x9', 'p1', 'c4']}
1769454221.4792535,SENT,d63d2056-57bb-41de-9857-e8c6d7a3c1a5,04d69891-2508-4a85-ad53-8e61e0ad7bc8,c1,c2,3383,?,p1,
1769454221.4794488,CREATED,796b2259-8d5b-445b-9694-6edf507a3cbe,0a39c5fa-9958-4bde-9b8d-84719cb5e711,c1,c2,27,?,?,surb={'id': '2158cd09-daf8-4f85-86b0-6ee4a9266f2f', 'route': ['p2', 'e11', 'i4', 'x12', 'p1', 'c1']}
1769454221.4925861,SENT,5507efeb-5da7-449d-b398-0d6ba0d6df51,8b8670fd-7b53-47ac-9584-984494459a8d,c1,c2,3359,?,p1,
1769454221.492738,CREATED,b9cfc2e0-3304-42c4-ae3a-c11ae0f89f7d,4b07f972-e1df-42c4-a3b0-b0be38a3eb51,c1,c2,27,?,?,surb={'id': 'a38ab1f2-8600-4f3c-98ff-e4177ce3b11c', 'route': ['p2', 'e2', 'i10', 'x7', 'p1', 'c1']}
1769454221.613504,RECEIVED,fdc0b94d-c51c-4605-a141-38504f68dc55,4284a4de-de41-4419-a7ee-26260259e8fd,c4,c1,27,p1,?,surb={'id': 'c4d99525-388f-4d0d-9d9b-3b6997cbeb31', 'route': ['p1', 'e11', 'i1', 'x1', 'p1', 'c4']}
1769454222.0800858,SENT,501bc68a-2945-4117-92ee-c81a7de2b64f,f06f84e9-38c6-4077-9931-8bf784c0d687,c1,c2,3383,?,p1,
1769454222.0802739,CREATED,70cccc8e-f810-4356-9baf-4ba8b08064a3,407f9b05-4c8f-4189-bd21-25aef5f2939e,c1,c2,26,?,?,surb={'id': '93c8e542-b6cd-48a1-8424-ce885fbbb994', 'route': ['p2', 'e4', 'i5', 'x8', 'p1', 'c1']}
1769454222.1086953,RECEIVED,a1aae3d2-c909-44b9-aa4f-7b4aae56e96f,853d55ad-38ff-4c90-bdec-1043529beb86,c4,c1,27,p1,?,surb={'id': 'd9132a67-9289-40a2-b715-feb17abcab0e', 'route': ['p1', 'e7', 'i2', 'x8', 'p1', 'c4']}
1769454222.2949595,SENT,61405d97-075f-4ece-b66e-a6d7d10f1592,f91a85b2-d79e-4ece-98e7-26d533f99a41,c1,c2,3395,?,p1,
1769454222.2952015,CREATED,933d73b8-133e-4b76-8742-d3e89a7e56ec,be9e2197-f441-49d8-bced-6535f8eaac6a,c1,c2,27,?,?,surb={'id': 'c545e3e3-c0a5-4128-9c44-831266e7e55c', 'route': ['p2', 'e8', 'i10', 'x4', 'p1', 'c1']}
1769454222.584936,RECEIVED,b1f2d94b-1938-4404-adaf-200ca8b0bf4f,a648c1a1-f77d-47e1-9b72-bb67059ad7fc,c4,c1,27,p1,?,surb={'id': 'bbf1f746-343d-4a4d-86d9-b42a75e4f06e', 'route': ['p1', 'e3', 'i5', 'x5', 'p1', 'c4']}
1769454222.8703606,SENT,8438d4f3-dd2d-496a-921e-1b8d616901fc,4e26f54a-6686-439a-9406-a42eda940ce0,c1,c2,3371,?,p1,
1769454222.8704536,CREATED,19067b10-f34e-4e30-9478-54067ca3d055,ac0986a7-8dbf-42ff-aabb-436b24050c5c,c1,c2,27,?,?,surb={'id': 'ef2538d6-16fc-4d87-be7e-156543351e9e', 'route': ['p2', 'e10', 'i2', 'x1', 'p1', 'c1']}
1769454223.148184,RECEIVED,ac592e41-797b-40f5-b9cd-2d39b43ca1b2,b8310000-a0db-4ec0-9949-6ecf31348d45,c4,c1,27,p1,?,surb={'id': 'b6b85464-df4a-4896-83bf-d2d26eae4535', 'route': ['p1', 'e6', 'i5', 'x3', 'p1', 'c4']}
1769454223.233266,SENT,67c7d373-08ad-4f1e-879f-3ec3c454b2d5,53352eab-561a-44a4-af53-9b32f7eec842,c1,c2,3360,?,p1,
1769454223.233367,CREATED,e4d09259-b5fc-42a6-868e-a81f66fd4fa9,4a0aa5f5-5bb6-4de2-b7af-f7d4cabc9c2d,c1,c2,27,?,?,surb={'id': 'f7c64e86-2236-441e-b0d0-06e51cd7f9e2', 'route': ['p2', 'e11', 'i4', 'x5', 'p1', 'c1']}
1769454223.3872447,RECEIVED,dacf5f35-04ad-45ee-a028-4807d6685836,724e2295-2c6d-4934-97cc-3c535d99eaf7,c4,c1,26,p1,?,surb={'id': 'cddbec60-ad73-4a78-9faa-5f24c50a3e7a', 'route': ['p1', 'e10', 'i2', 'x10', 'p1', 'c4']}
1769454223.4156604,RECEIVED,18981e3a-a0c6-4107-bea5-4bb99a8e251c,01958a97-0957-400b-a162-2d57d1925c2a,c4,c1,27,p1,?,surb={'id': '32e47b9f-2111-4bbb-af7e-85f39561447e', 'route': ['p1', 'e9', 'i5', 'x8', 'p1', 'c4']}
1769454223.4982128,SENT,a0701fad-b446-4284-81d5-e54270095218,c434c715-e97e-4220-83f1-ce7b288f83c5,c1,c2,3372,?,p1,
1769454223.4982927,CREATED,131d3708-45cb-458c-a181-19012a78c86d,648e1524-8860-4413-b2f1-4bcd83491dca,c1,c2,27,?,?,surb={'id': 'ff15c900-d487-4330-b2ec-d837c70254de', 'route': ['p2', 'e8', 'i3', 'x11', 'p1', 'c1']}
1769454223.5292203,RECEIVED,baff3de6-10bd-4cf9-b919-898f5235024f,f959abdb-d180-4cce-951a-a657193003fb,c4,c1,26,p1,?,surb={'id': '9c7a38f5-823c-4bbd-815c-06c6e3b75eb7', 'route': ['p1', 'e7', 'i5', 'x9', 'p1', 'c4']}
1769454223.5876262,SENT,65c065ea-cf62-4c24-9173-9598a7c1df8d,886477d6-1665-4e44-bf95-447695525ceb,c1,c2,3378,?,p1,
1769454223.5877964,CREATED,4b8826fa-32c6-4121-a0de-b276af91d594,2533cc2f-a1c9-43f0-a73b-08f96b9fd5b7,c1,c2,26,?,?,surb={'id': '3ce39e14-10d2-4a75-9041-1de8885b9072', 'route': ['p2', 'e9', 'i3', 'x2', 'p1', 'c1']}
1769454223.6627636,SENT,63a2e567-34be-4b30-a668-86e1e8b97e9c,94d6cf6a-0440-48a2-9660-0ee4615a33e9,c1,c2,3391,?,p1,
1769454223.6628628,CREATED,70e7cffe-b224-45b1-a129-493f432b8ce4,f232d498-32b9-4aab-8e42-efd3d33d9f99,c1,c2,27,?,?,surb={'id': 'f7347971-c69a-449b-900d-0b8168aaac6c', 'route': ['p2', 'e4', 'i12', 'x5', 'p1', 'c1']}
1769454223.822961,SENT,188e1375-5699-4f10-9c0f-748659814757,8d749ce1-f8cc-4dd6-864a-569a8287c916,c1,c2,3371,?,p1,
1769454223.8230982,CREATED,fa9b9deb-f06d-4b98-b4d1-e7355832a6c0,5b90e472-38b8-4fc5-a10e-1ad7b3b0359a,c1,c2,26,?,?,surb={'id': '36ea841e-b197-4e44-8570-78baf21f49c1', 'route': ['p2', 'e2', 'i6', 'x1', 'p1', 'c1']}
1769454223.8358946,SENT,b87e6425-17f1-46a7-8972-16b016826a19,2eba4d3f-b24a-49cb-ac2a-a1c4a969562f,c1,c2,3388,?,p1,
1769454223.8359928,CREATED,cb35e240-fe63-49b4-9b43-a6f837f035d1,b4caaf86-6f9c-4dea-b9fe-49e8db57430f,c1,c2,27,?,?,surb={'id': '614edf52-3030-47f5-b642-5c3d17a910a0', 'route': ['p2', 'e6', 'i9', 'x7', 'p1', 'c1']}
1769454223.8481545,SENT,a406c2ea-7584-4007-8cf8-477f09f2c95b,471e07e6-ff1f-43cf-8d8f-0db9124c28cf,c1,c2,3399,?,p1,
1769454223.8483264,CREATED,1b1406ad-5b35-49a0-b07a-f1ac6d4c858f,2a74516e-9c55-4540-a1bd-101d40f3b597,c1,c2,27,?,?,surb={'id': 'ab6687a4-2954-4cde-a2c4-650162014c06', 'route': ['p2', 'e11', 'i3', 'x1', 'p1', 'c1']}
1769454223.9521663,SENT,dd71fc5e-1b4e-4b23-8f9a-f261d61ffb65,584daa09-f07f-4a92-b03f-e03ddb205afb,c1,c2,3392,?,p1,
1769454223.9522731,CREATED,8e24ce61-141f-4868-bb0d-138e27d59854,2fdbf777-4ad4-4026-aedb-37191b310641,c1,c2,27,?,?,surb={'id': '44fc6c89-78fb-4ffc-8e50-433f8da0341b', 'route': ['p2', 'e6', 'i10', 'x11', 'p1', 'c1']}
1769454224.0812876,RECEIVED,d8b23158-37b4-4005-884a-886b44bcf377,3b8cd1fb-eabd-409e-b2d1-98148051541a,c4,c1,27,p1,?,surb={'id': '9cb6d7e4-7a7b-462a-a639-467c9489842b', 'route': ['p1', 'e10', 'i8', 'x8', 'p1', 'c4']}
1769454224.1920671,RECEIVED,f91b91ad-ad70-4eb2-bf38-a2948e958daf,a21106c2-5612-4b44-b271-24df8bf2069f,c4,c1,26,p1,?,surb={'id': '1d91d657-0052-404d-b99a-343af049d631', 'route': ['p1', 'e7', 'i7', 'x3', 'p1', 'c4']}
1769454224.2693374,SENT,e0d9ae28-4861-426c-9175-c46f3e7859fc,80174cc8-c94a-4d1a-afa1-54bbe2d475fc,c1,c2,3388,?,p1,
1769454224.2694383,CREATED,641b6dea-79aa-47a6-afa8-f571da16f201,d902ea0b-5122-47f6-8545-3d2b8007cc51,c1,c2,27,?,?,surb={'id': '86a3eecf-3aee-4591-9869-7c97a1e2aaad', 'route': ['p2', 'e12', 'i3', 'x4', 'p1', 'c1']}
1769454224.35435,RECEIVED,98d0fb37-a280-496f-94f6-215a8b058cc5,3d73a932-1dc2-404e-984e-06542f84fa6a,c4,c1,26,p1,?,surb={'id': '07ae0c17-4ef1-4b99-9021-82eb6855caef', 'route': ['p1', 'e9', 'i12', 'x8', 'p1', 'c4']}
1769454224.6435368,SENT,5c8f62dc-6d0c-4277-aa4e-70001bd260bf,5c68f97e-fbad-473c-b274-ce173a679df4,c1,c2,3364,?,p1,
1769454224.6436374,CREATED,b80b66ec-85c7-4389-a861-4182ab76412d,028811ae-88de-4761-9463-bb0b19ec2cdf,c1,c2,25,?,?,surb={'id': '6d939178-779c-45e1-9956-ef55a034639e', 'route': ['p2', 'e2', 'i5', 'x1', 'p1', 'c1']}
1769454224.7333999,SENT,8f7737a7-8e18-41e5-8219-04413157be90,f590fd00-97e4-45b8-abff-e5b1ce62be57,c1,c2,3392,?,p1,
1769454224.7334988,CREATED,ec5ceb96-12a5-42a8-b797-0e0e06cea430,56539f55-2118-4853-898d-883faf392f06,c1,c2,27,?,?,surb={'id': '7ef34255-5912-4cc2-a9d3-6c783113d707', 'route': ['p2', 'e12', 'i10', 'x5', 'p1', 'c1']}
1769454224.737326,RECEIVED,1ece10ff-f788-4b25-88b5-8afeac921c4c,616c0959-4adb-47ec-965d-94e86c342686,c4,c1,27,p1,?,surb={'id': '5f9d4de2-cda1-442a-a9c2-92ac6297e295', 'route': ['p1', 'e4', 'i8', 'x12', 'p1', 'c4']}
1769454225.122545,RECEIVED,902c0bb2-0f1c-4d85-94fc-b4871d829e0f,4a297322-b4ce-4346-895c-439096747e85,c4,c1,27,p1,?,surb={'id': '2a0043ef-1e1f-4719-b74d-8cb9d99d46eb', 'route': ['p1', 'e10', 'i7', 'x8', 'p1', 'c4']}
1769454225.261783,SENT,6766207f-c702-4236-a203-a941232c3e04,365dbebe-d712-4103-b936-bca814b5ac84,c1,c2,3355,?,p1,
1769454225.261895,CREATED,70e4e835-c2e1-4e9b-beee-104096e98821,bf18de6b-de41-4b15-86d9-884e3bdb7aae,c1,c2,25,?,?,surb={'id': 'ca984bd4-2b6e-4d35-b1c9-36b5ac7f64d2', 'route': ['p2', 'e7', 'i1', 'x4', 'p1', 'c1']}
1769454225.2998543,RECEIVED,f90742b4-e233-4c85-8673-20dda26adc9a,b163d5f4-d2b9-49ab-83e4-e43da51bb0ee,c4,c1,27,p1,?,surb={'id': 'b44862fd-f8a5-4c43-a04f-af20d4122a4e', 'route': ['p1', 'e9', 'i8', 'x9', 'p1', 'c4']}
1769454225.4746335,SENT,f0204cbc-2dc2-41fa-8c22-faea4d713de9,3f9180bb-4b3f-434d-9d0d-ee2c56781a29,c1,c2,3393,?,p1,
1769454225.4746966,CREATED,cad04276-516e-471c-b872-4850bf7ba90f,e2f8b1a1-3b3b-4cce-8479-2c5de233b7c3,c1,c2,27,?,?,surb={'id': 'bac78190-2c48-482d-8b3d-266ff81db399', 'route': ['p2', 'e9', 'i7', 'x4', 'p1', 'c1']}
1769454225.486851,SENT,48ee3799-e770-4337-9450-a28ada57d708,9daa8afa-836a-44ae-962f-138c0ec627a7,c1,c2,3380,?,p1,
1769454225.486912,CREATED,14479f81-cd1b-4187-8433-70f8438502c1,bd423581-2662-4d47-b4bd-e55bc4fe749f,c1,c2,27,?,?,surb={'id': 'd8dd1a13-5c9e-4dd8-abd5-95a9b59df45f', 'route': ['p2', 'e3', 'i3', 'x4', 'p1', 'c1']}
1769454225.656115,RECEIVED,05fc5062-0b47-437f-ac5c-87a6241c7709,429de9f9-2d4a-41c9-b9d4-76315adf52c4,c4,c1,27,p1,?,surb={'id': 'f1c660ac-4471-4217-ac2a-3532da0dca93', 'route': ['p1', 'e8', 'i3', 'x7', 'p1', 'c4']}
1769454225.728746,RECEIVED,08b9b1b6-9fbc-450d-8a77-2db8bc3c806a,8298a133-21f3-48ae-b826-589381157624,c4,c1,26,p1,?,surb={'id': '5d55312e-9e00-4ded-901c-2a26aa1036ef', 'route': ['p1', 'e11', 'i6', 'x10', 'p1', 'c4']}
1769454225.7543404,SENT,3467b665-399a-4d1b-8566-e6aa53185b44,9a8d1e6d-7535-4702-9f9c-11f908215767,c1,c2,3392,?,p1,
1769454225.7544246,CREATED,aee6fa31-4d33-4f81-a8fa-45a1886cc2cb,4dd097a3-fc22-4106-aaea-cfd3a0c4ab32,c1,c2,27,?,?,surb={'id': 'aa8c18d7-5a54-4e57-a285-4102efb89f94', 'route': ['p2', 'e12', 'i1', 'x10', 'p1', 'c1']}
1769454226.0074506,RECEIVED,18f147be-6eef-4607-924b-d630331ac600,61ad7cf7-13ae-42c5-b9ae-a159dcaa4390,c4,c1,27,p1,?,surb={'id': 'e6dde939-4356-4764-9fde-4e230f14274f', 'route': ['p1', 'e11', 'i12', 'x6', 'p1', 'c4']}
1769454226.1443298,RECEIVED,c6d5d102-efd1-4542-89eb-b4389e1f76b7,1bc4c72e-919e-40d8-aacd-2c7edefbaf24,c4,c1,27,p1,?,surb={'id': '878a1933-1ceb-4c25-a55d-3e8fb4cf045d', 'route': ['p1', 'e10', 'i5', 'x8', 'p1', 'c4']}
1769454226.237141,RECEIVED,c0dabd8b-e821-4b61-8e5e-7c6305e622c6,1bd6f13a-1812-4f31-9e29-8cc4b483f51d,c4,c1,27,p1,?,surb={'id': '7f4e4e40-3e1d-4df8-9f51-c12d0e6e7b9d', 'route': ['p1', 'e5', 'i12', 'x2', 'p1', 'c4']}
1769454226.2881808,SENT,5d953d75-6ebe-4a33-adac-b7f2d2d5f6f3,e48b5bf7-0494-4781-a49a-50c7a0ce49d3,c1,c2,3394,?,p1,
1769454226.2882886,CREATED,5e6a0917-d18f-4d40-9c0f-1eb8a4b86acd,da6e9a3d-6a0a-425f-b68c-95302172ff9e,c1,c2,27,?,?,surb={'id': '5a2fe02d-e80c-4fa2-b706-8c6ef066eb6f', 'route': ['p2', 'e10', 'i7', 'x10', 'p1', 'c1']}
1769454226.9239452,SENT,58004d38-cf9a-4aba-9d29-910bb8fb7fae,76de4b26-d19e-4dd6-90a2-bea3b6c00c89,c1,c2,3399,?,p1,
1769454226.9240663,CREATED,a9dd6349-d9f5-420d-85ed-d5d44612264c,3c09fc11-5f78-4aca-ab47-de904058dfa8,c1,c2,27,?,?,surb={'id': 'cfefa35c-9b7e-4c67-805b-4d00811f1ae2', 'route': ['p2', 'e12', 'i5', 'x1', 'p1', 'c1']}
1769454227.2653337,SENT,e6e3c373-5b01-4853-80b9-0ae0ef085dc3,897db5a8-0fc9-4645-9629-33c9dca2030e,c1,c2,3399,?,p1,
1769454227.2654092,CREATED,9f8298c1-8e13-4822-afae-fb5670514ff8,bc7c57c1-00f8-475b-8b85-ed03b01c05aa,c1,c2,27,?,?,surb={'id': '278a3176-7bca-464b-9ed3-5906e6559f94', 'route': ['p2', 'e4', 'i12', 'x3', 'p1', 'c1']}
1769454227.3622146,RECEIVED,6f0314fd-997f-47c4-a081-9dec45848d90,f9516b40-2df5-4337-b319-60fc2f093c24,c4,c1,27,p1,?,surb={'id': '19cfc4b7-57d3-4cca-b21b-9774c5a02304', 'route': ['p1', 'e11', 'i9', 'x8', 'p1', 'c4']}
1769454227.429171,SENT,0263ae4c-a8eb-4a38-b551-3306e90d2e68,b18019ed-9682-41ee-8cbd-f9973214c0ee,c1,c2,3388,?,p1,
