timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769495563.4336388,RECEIVED,e5bb92a1-f758-4e80-ae12-d1a4c3e30051,9dac737e-c2f8-4ea1-986d-b65ea6aa22c1,c4,c3,27,p3,?,surb={'id': '7b148bc9-6f7d-4f7f-9746-d8cc800effb7', 'route': ['p3', 'e4', 'i9', 'x4', 'p1', 'c4']}
1769495563.7147293,SENT,f8e14fa1-6f83-4798-9675-bcc01658de8a,64e7aa4d-bd8d-4f28-8e42-8373c9fa1669,c3,c4,3385,?,p3,
1769495563.7148802,CREATED,87155176-e114-4dd5-9bd1-c86e3601e219,e2451b15-7378-4da4-aa8f-e9f14be0d1d7,c3,c4,27,?,?,surb={'id': 'e5d59abc-c8c8-4623-b053-c9527c0ec9bd', 'route': ['p1', 'e7', 'i9', 'x1', 'p3', 'c3']}
1769495564.042836,SENT,8a09540b-6fd9-42e2-a14e-89fb08e145a3,e6422c56-68be-44b4-93fd-74fa10b3e97b,c3,c4,3361,?,p3,
1769495564.042981,CREATED,e580544c-707f-4e0d-8f17-a343b25c4604,ee6f63a2-f975-447a-b5b6-470efb617cbe,c3,c4,26,?,?,surb={'id': '3ec6b3a5-3528-4bd8-8bf2-8f0ed713ed10', 'route': ['p1', 'e11', 'i10', 'x6', 'p3', 'c3']}
1769495564.3008435,RECEIVED,2c710952-ee34-42da-9d7c-eaa525b70fc8,0b98e1a0-ff70-49fa-831a-551ccb202487,c4,c3,27,p3,?,surb={'id': '0ebaf485-5363-4270-9f2e-3c4732cb77f1', 'route': ['p3', 'e3', 'i10', 'x12', 'p1', 'c4']}
1769495564.333547,RECEIVED,83502762-d5df-4484-a0ac-64c58f6c66ae,51e062b1-f940-4a69-80f0-e8ab927665af,c2,c3,26,p3,?,surb={'id': '00f0d4b3-3404-42e3-a0b7-0cf6750f5405', 'route': ['p3', 'e9', 'i3', 'x2', 'p2', 'c2']}
1769495564.3473017,RECEIVED,334d2113-488e-4b73-b113-5040b26eb540,e3726486-ef68-46b2-9b29-7bba27a6369a,c2,c3,27,p3,?,surb={'id': '4db06426-a26f-4898-842f-1711e8440002', 'route': ['p3', 'e10', 'i11', 'x8', 'p2', 'c2']}
1769495564.3691492,SENT,9862b3fe-5bcf-4b48-bb14-cb9a3468ed6f,8b7bf7db-b74a-4b75-8ef9-5961a52ddcbc,c3,c4,3377,?,p3,
1769495564.369227,CREATED,c6dc7559-3f22-4aeb-8c4c-f78dd239d401,6736e3f2-f6e3-42a9-bbb9-fa48c791632e,c3,c4,27,?,?,surb={'id': 'b7c8dfc5-f604-45bd-876b-3325db306b5f', 'route': ['p1', 'e7', 'i7', 'x2', 'p3', 'c3']}
1769495564.4787476,RECEIVED,edbead34-ef9b-4612-bfe8-691d9f5e1a68,5e14b801-406a-4395-9e16-a58850578ed5,c4,c3,26,p3,?,surb={'id': '774c2dac-2d4f-4bb3-8c5e-7f41f08daea3', 'route': ['p3', 'e11', 'i10', 'x7', 'p1', 'c4']}
1769495564.5280812,RECEIVED,910ab42b-82b9-4eae-8e43-9acdd11c522c,c87e5f53-c41a-4c68-b3bc-7db7eb96d1dc,c4,c3,26,p3,?,surb={'id': '1cf318f6-2f2b-4ea9-b865-5dfd90208210', 'route': ['p3', 'e3', 'i8', 'x8', 'p1', 'c4']}
1769495564.55221,RECEIVED,31ebba9f-545c-480d-b884-06e71dc07f68,d5ebdad2-9d35-46f3-8a51-c89c19c116c7,c2,c3,27,p3,?,surb={'id': '6195ee81-6043-44e7-9a4c-e6344782f2a8', 'route': ['p3', 'e2', 'i9', 'x11', 'p2', 'c2']}
1769495564.588527,RECEIVED,eca7878b-2a9a-45ec-b079-1c8e9277c534,bb6f5d09-a032-42bb-8131-74b9cc7eff3e,c4,c3,27,p3,?,surb={'id': '4a99230a-e326-49ee-ac58-e2629e91a9be', 'route': ['p3', 'e10', 'i11', 'x6', 'p1', 'c4']}
1769495564.8616247,RECEIVED,3d70d4eb-4ada-44ad-a8ff-2ca1ff487131,2f84ed70-7ff6-49a5-9e5a-3ae0761f5bdc,c2,c3,27,p3,?,surb={'id': '0bfb6ecb-981d-4fd4-92b8-de91e549039b', 'route': ['p3', 'e3', 'i12', 'x6', 'p2', 'c2']}
1769495564.997313,SENT,f29d9567-a59a-4939-8d4a-6dade81520d4,9f4f2cd1-3596-4624-a3d8-46653861869e,c3,c4,3393,?,p3,
1769495564.9974644,CREATED,56d2c69e-5336-4867-b97e-df7d594d856b,558748fd-8c77-4e55-9d00-30775c58ca60,c3,c4,27,?,?,surb={'id': '1dccec62-5508-4b5f-8941-0c8f88625c9e', 'route': ['p1', 'e12', 'i2', 'x12', 'p3', 'c3']}
1769495565.113153,SENT,8816571d-6613-497e-bb81-4e2a0c755fdd,0b361876-ca30-43f7-b210-c360c4c32d0d,c3,c4,3396,?,p3,
1769495565.1133063,CREATED,fad95f0e-699f-4a2d-b26e-a041be6406ab,8e05c757-f17b-40c5-ad5f-ab309fa3369f,c3,c4,27,?,?,surb={'id': 'ba8ea74c-fcea-491f-88cd-d90d45ae847a', 'route': ['p1', 'e10', 'i3', 'x12', 'p3', 'c3']}
1769495565.1188042,RECEIVED,01d8f260-69fb-44a6-8ca6-3d93690372d8,1086e6dd-d6c6-416f-a4ca-edbb1b2db5c6,c4,c3,27,p3,?,surb={'id': 'd27513db-80e7-4760-a58c-40c7b51ffa43', 'route': ['p3', 'e3', 'i1', 'x6', 'p1', 'c4']}
1769495565.5401146,RECEIVED,8ddd6532-49b6-40f0-a1a5-60e9150a2125,fe8c4915-ae84-4d64-bafb-0b56402ff5c3,c4,c3,27,p3,?,surb={'id': 'd782b282-0470-45fa-a628-a9386a49d3ac', 'route': ['p3', 'e10', 'i2', 'x2', 'p1', 'c4']}
1769495565.6059408,SENT,8f4806d8-d9a9-43f6-8234-d61e54c76291,f1592d91-0ec0-42a1-af84-a35248708418,c3,c4,3370,?,p3,
1769495565.6060796,CREATED,73188c55-264c-429d-9523-4de47117e917,ceae4d64-42b5-48ab-8afd-b021b74f1a7c,c3,c4,27,?,?,surb={'id': '892e0197-2005-4605-b48b-838cbb5c42ee', 'route': ['p1', 'e7', 'i5', 'x4', 'p3', 'c3']}
1769495565.8356316,SENT,dea1d392-4087-432f-9a0a-88932ce3d2ba,db940490-f761-4794-b4c1-38afc7670c2c,c3,c4,3401,?,p3,
1769495565.8357348,CREATED,8aecf531-7142-41ae-9d5b-113121b880fa,7139edc2-d05d-4e68-bd6a-391dadabe4c3,c3,c4,27,?,?,surb={'id': '8d3c27e0-b33c-4e42-a110-b706cd2eb4da', 'route': ['p1', 'e9', 'i5', 'x1', 'p3', 'c3']}
1769495565.9362183,RECEIVED,cb6b61ca-cb75-4a68-b72e-6cacbdef3d58,a367e668-77d2-4394-a943-68ae358d47a4,c4,c3,27,p3,?,surb={'id': '7fbffb8c-9bc2-467d-82e6-2abe0c70868b', 'route': ['p3', 'e10', 'i12', 'x3', 'p1', 'c4']}
1769495566.0423477,RECEIVED,477ae2ac-3d58-4b4c-98a1-380ac6540176,172c0f3f-3863-4809-b51d-7086acc45751,c4,c3,26,p3,?,surb={'id': '705fbd45-ebb6-446d-afcb-e91455cbe8d0', 'route': ['p3', 'e4', 'i11', 'x3', 'p1', 'c4']}
1769495566.0974088,RECEIVED,577cdaed-972e-4d98-871a-3f3a08ce6fbf,d851fcf5-e74c-43a4-a73d-a34fab7719f5,c2,c3,27,p3,?,surb={'id': 'c1db2911-0d7d-41e5-9135-c1ad00f37f0c', 'route': ['p3', 'e9', 'i1', 'x11', 'p2', 'c2']}
1769495566.5636146,RECEIVED,d3d7d890-e8a2-4a08-a9f5-898c85e0538f,c9fe4bf7-3eb7-49b5-8f7c-602caace4d49,c4,c3,27,p3,?,surb={'id': '536e054e-ac3c-4d89-acb2-3e8b1dedf0c2', 'route': ['p3', 'e9', 'i11', 'x6', 'p1', 'c4']}
1769495566.8405182,RECEIVED,a13a89e1-9d3d-477e-8ffc-127c40509398,d6d80124-78e0-4377-b644-efc6a95b734f,c4,c3,27,p3,?,surb={'id': '123b8fc4-722f-40e2-b891-8384af868e22', 'route': ['p3', 'e8', 'i9', 'x10', 'p1', 'c4']}
1769495566.870477,RECEIVED,e31ac5e5-b065-4bb6-a5e1-3a6d33509f02,b3ac0e17-9015-474a-a9d3-1ac46450df4f,c4,c3,25,p3,?,surb={'id': '8b29dd5a-d346-4a27-bd6d-509735984ad3', 'route': ['p3', 'e6', 'i9', 'x1', 'p1', 'c4']}
1769495566.891113,SENT,e39409ee-dba7-45e6-924d-82a3e7a32920,f058c3ef-194b-4c8c-be5a-8094ee5c8478,c3,c4,3375,?,p3,
1769495566.8911822,CREATED,6c53567b-0088-4990-bf7a-a9b44b61b567,20699661-077a-47d3-8881-1b1b5fcc83ee,c3,c4,27,?,?,surb={'id': '5bedd8d0-75cd-40ea-9977-9955141ac050', 'route': ['p1', 'e11', 'i2', 'x8', 'p3', 'c3']}
1769495566.933882,RECEIVED,d11268b8-c4b4-437a-bd32-b543bb309a8f,142c836f-0e03-49f5-b322-5d1ba55d794e,c4,c3,27,p3,?,surb={'id': '43ea0a9a-2b4f-465d-acc4-de29883cbeb6', 'route': ['p3', 'e3', 'i2', 'x11', 'p1', 'c4']}
1769495566.9550073,SENT,c8a67f60-40bf-4989-ad79-6f536bfe034c,4209f311-cc30-4375-bb01-bdd2d721363e,c3,c4,3371,?,p3,
1769495566.9550805,CREATED,c8483464-366d-405a-a2f5-bbafb2acd611,ddc70151-1727-4abd-9c9d-1ad2a3f07ee3,c3,c4,27,?,?,surb={'id': '9842efbe-519d-4f49-b62a-a4bd41e5ce20', 'route': ['p1', 'e8', 'i7', 'x6', 'p3', 'c3']}
1769495566.9615383,RECEIVED,d6b14a61-bc04-485f-9b1a-70e93f9dd7a0,26c05167-bef8-4c50-803c-db3e4902079e,c2,c3,27,p3,?,surb={'id': 'a8ccd9d0-7de5-4aa4-896e-cb2fe71415b7', 'route': ['p3', 'e5', 'i5', 'x6', 'p2', 'c2']}
1769495567.0903246,SENT,854d8bfc-62a5-4fa1-abf9-2d52d81eacc0,5c3829c0-d12c-42a9-bdbc-736217d46801,c3,c4,3387,?,p3,
1769495567.0903878,CREATED,0292a19f-e666-48b6-8c29-b48846ee7b57,7e6ded43-0323-4f46-bdec-f98276d733a6,c3,c4,27,?,?,surb={'id': '8e9843e0-53ec-4102-b554-14b605326c4d', 'route': ['p1', 'e12', 'i12', 'x10', 'p3', 'c3']}
1769495567.1642354,RECEIVED,605708e2-84b3-4eaa-b8e4-97a62bac944d,aca0decd-6bf4-46c1-b009-6a80f3eeb1ff,c4,c3,27,p3,?,surb={'id': '214ac10a-efb0-4853-8ca0-a600cc2e699c', 'route': ['p3', 'e11', 'i6', 'x1', 'p1', 'c4']}
1769495567.2190948,RECEIVED,d72c431e-4735-44da-b962-1948da1fd36c,64347099-f2a1-41d5-a5dd-1c148196eedb,c2,c3,27,p3,?,surb={'id': '0375ba75-a623-48ea-9453-cb5f9e86ed25', 'route': ['p3', 'e5', 'i10', 'x8', 'p2', 'c2']}
1769495567.3812652,RECEIVED,0b29259a-41ce-4269-9165-1e4fa45d212c,50b820e6-1d3f-41b4-96ec-e4334135a485,c4,c3,27,p3,?,surb={'id': 'f6a43014-2992-4b3c-a2b4-d6c5d38f2e56', 'route': ['p3', 'e1', 'i9', 'x10', 'p1', 'c4']}
1769495567.4059758,SENT,8cb95e63-a035-4882-9053-64d5e606192d,8e919efd-7754-4bdd-9f73-785ebf50e173,c3,c4,3376,?,p3,
1769495567.4060786,CREATED,f944889b-9b05-469c-9767-c0ea792372c1,1c3818b0-7cea-4eda-bc19-5d805c437a5d,c3,c4,25,?,?,surb={'id': '37a0aed8-86fb-4c75-a5ae-f2094f53a17d', 'route': ['p1', 'e9', 'i12', 'x2', 'p3', 'c3']}
1769495567.430773,RECEIVED,13c7e3ea-d191-40bb-b022-3dc036414520,130ee228-a764-4ba9-aa62-9e4308c9b2e6,c4,c3,27,p3,?,surb={'id': 'd477fe08-d2b3-488e-a05b-32e9114e5e9d', 'route': ['p3', 'e11', 'i2', 'x8', 'p1', 'c4']}
1769495567.4327831,RECEIVED,388e4c6f-6573-4631-b028-7129febc908f,58eb984a-1800-4cc8-b73c-15aa577f3f0d,c4,c3,27,p3,?,surb={'id': '685b29f6-0249-4b89-b18e-f727e8859ea9', 'route': ['p3', 'e8', 'i5', 'x10', 'p1', 'c4']}
1769495567.4467251,RECEIVED,713fd512-3499-436a-99d8-78b99dcd7706,ae1f81c3-400f-43ea-b248-4b223dcf1786,c2,c3,27,p3,?,surb={'id': '498b95b7-b62b-4d5a-a93a-79bdcaabcc67', 'route': ['p3', 'e3', 'i5', 'x9', 'p2', 'c2']}
1769495567.5412211,SENT,8ff183f3-1b16-455f-897c-393cb75568d9,fb3022c1-6705-4e58-adaf-19ef53ac9a66,c3,c4,3385,?,p3,
1769495567.541375,CREATED,6132991c-815e-4e87-a0a6-7af9ea3e344e,3f084caf-e546-42d1-8c6e-735fc252b6d6,c3,c4,27,?,?,surb={'id': '90b54bdb-5b6e-40ee-831f-c5d0c9dd8b2d', 'route': ['p1', 'e1', 'i8', 'x4', 'p3', 'c3']}
1769495567.5546534,RECEIVED,fa355710-b4ec-49ab-972f-6c1064655aa8,830a773f-f6f5-402d-8ca0-da36162e6b14,c4,c3,27,p3,?,surb={'id': '6e0c6f90-c8a5-45c9-9d34-aeebaab3c222', 'route': ['p3', 'e4', 'i3', 'x1', 'p1', 'c4']}
1769495567.5903213,RECEIVED,64b4eddc-e680-46fa-be47-353d6d115750,5a5a3057-e08f-4b6d-aa1b-51dd3ca0620f,c4,c3,26,p3,?,surb={'id': '58ba62fc-206b-4f78-995b-d542590f7fe2', 'route': ['p3', 'e6', 'i3', 'x3', 'p1', 'c4']}
1769495568.0046728,RECEIVED,87df4729-6a01-45fb-a9db-0293f71f12e5,9b638cf5-9f1e-42ca-92a3-72e075aab690,c4,c3,26,p3,?,surb={'id': 'dc0af876-7d1d-43f2-8b51-0a7e8fac1ec9', 'route': ['p3', 'e3', 'i4', 'x9', 'p1', 'c4']}
1769495568.0275962,RECEIVED,9ef3b72d-8d57-418e-aa31-a151f454f689,0da4bc59-0d4f-4789-881f-a12b11cc2b76,c2,c3,27,p3,?,surb={'id': '0a1207d0-c9b1-4990-b050-8da065195eb5', 'route': ['p3', 'e7', 'i11', 'x1', 'p2', 'c2']}
1769495568.033457,RECEIVED,1efe2826-c6f4-47b4-9146-add05a1eee03,66e9e5e5-2699-4bfd-9b4f-61bc4d4e28aa,c2,c3,27,p3,?,surb={'id': 'd38f6caf-f65e-40ed-8504-1621f9c7c925', 'route': ['p3', 'e3', 'i11', 'x4', 'p2', 'c2']}
1769495568.0999901,RECEIVED,86ad09f0-e4a6-4964-9cb3-f9dc5075c39d,a5298bf1-606c-4adf-afd2-d136f8f82d2a,c4,c3,26,p3,?,surb={'id': 'f1f10e3d-1be3-447a-a5b3-5ff7c09f5cc8', 'route': ['p3', 'e7', 'i7', 'x12', 'p1', 'c4']}
1769495568.6144304,RECEIVED,fac8fbe4-97c6-408c-a9e4-01cb18dbc78d,dff26382-48ab-46ae-9b1e-0308aeea979b,c2,c3,27,p3,?,surb={'id': '9d671691-7d5a-40a5-9aee-34cdfa51d977', 'route': ['p3', 'e5', 'i5', 'x1', 'p2', 'c2']}
1769495568.6183865,RECEIVED,a15772c2-00dc-44ce-84d8-9736ea6185be,a316bc6c-2cd4-45e6-87aa-b5b3d519d52f,c2,c3,27,p3,?,surb={'id': '63ab4d20-98be-4c2b-bc31-3518c0bedbc9', 'route': ['p3', 'e2', 'i12', 'x2', 'p2', 'c2']}
1769495568.7427554,RECEIVED,ae0a4d62-024b-42fd-8f27-5daa360f9275,d8c55c33-4730-4900-8d33-c5ba44e8c476,c4,c3,27,p3,?,surb={'id': '47e0b5f4-3c34-4c59-9812-1d0eca3cf7a9', 'route': ['p3', 'e6', 'i10', 'x11', 'p1', 'c4']}
1769495568.782188,RECEIVED,0f93910b-d0bc-4a52-97d7-dc9a8fc7486d,e6b0eb3c-89c3-49f4-beab-a425537458b1,c2,c3,27,p3,?,surb={'id': '6ec48309-157f-4623-8481-ba083e770e07', 'route': ['p3', 'e5', 'i6', 'x4', 'p2', 'c2']}
1769495568.7923977,RECEIVED,1a9e0f93-42ad-44b2-bd51-f291f6785e04,4678d0e6-f416-4cfe-b4f5-f29301684a01,c4,c3,27,p3,?,surb={'id': '04a58a42-470c-48b4-9236-dfda5747b00e', 'route': ['p3', 'e11', 'i6', 'x8', 'p1', 'c4']}
1769495568.8491848,RECEIVED,86be74c9-33b1-4107-9005-ddbff4e8849a,e573efd2-a0a1-4829-9df7-0cfc3c675caa,c4,c3,25,p3,?,surb={'id': '6f45a6d0-bb1c-4965-92ef-2d672ac37235', 'route': ['p3', 'e3', 'i5', 'x3', 'p1', 'c4']}
1769495568.9313068,RECEIVED,c695a2a7-b591-4f31-b928-c6566e7045b1,bdf0d4dd-0a1b-4061-bc01-fbf368314435,c4,c3,27,p3,?,surb={'id': 'c335842a-dbff-4bd6-8103-9eb0b867f9b7', 'route': ['p3', 'e2', 'i2', 'x11', 'p1', 'c4']}
1769495568.9814165,RECEIVED,0936889c-3840-4505-b51a-d0392fd3016b,1bd52831-7ddf-4133-8ee3-105333013ff0,c4,c3,27,p3,?,surb={'id': '675c3516-417f-449e-af1e-e58cbb46458d', 'route': ['p3', 'e5', 'i1', 'x10', 'p1', 'c4']}
1769495569.018313,RECEIVED,db8eea45-a1a5-4080-bff1-6725e630d113,bc40a5cd-c0ea-4f32-8d5c-86c0a7ba3c61,c2,c3,27,p3,?,surb={'id': '5168c1ba-c4e0-474d-9e0e-0a27c0124481', 'route': ['p3', 'e6', 'i1', 'x2', 'p2', 'c2']}
1769495569.3382,RECEIVED,2470aa02-f25c-400a-a661-18676f8f041f,265a97d1-a2d9-451f-a04c-32bb19ec71aa,c2,c3,27,p3,?,surb={'id': 'f8899fc5-cc40-425d-af60-8f38b28a98e5', 'route': ['p3', 'e4', 'i3', 'x6', 'p2', 'c2']}
1769495569.3610613,RECEIVED,80891492-0b1f-4e45-a609-707b12e139ce,26f85bcd-5497-4e57-997b-fb5069777e29,c2,c3,27,p3,?,surb={'id': 'afd49095-c98b-4b9c-af68-f460aab1c469', 'route': ['p3', 'e5', 'i11', 'x4', 'p2', 'c2']}
1769495569.5076492,SENT,8eae01b6-0f67-482f-a39b-a9e463d8ea48,b397f1b7-0d17-4df0-aa3b-8c526f164c5a,c3,c4,3367,?,p3,
1769495569.5077975,CREATED,9274b196-c963-430a-9286-e7aa08e6a055,88f54bbd-4660-45c5-8c22-02e52d9a154d,c3,c4,27,?,?,surb={'id': '772aff20-19e5-4395-beb6-82bd92a37f78', 'route': ['p1', 'e10', 'i5', 'x3', 'p3', 'c3']}
1769495569.7394433,RECEIVED,84490262-cab9-4a2e-adee-381b692332f8,f967d00e-2aa7-4f83-a9b3-444940349744,c2,c3,26,p3,?,surb={'id': '08c1164d-fb41-4cbe-93b3-b426ada78a16', 'route': ['p3', 'e10', 'i11', 'x10', 'p2', 'c2']}
1769495569.7816894,RECEIVED,dadcf109-0dc2-4de2-aa78-c4eff327a768,d959fdc4-b890-487f-9322-e1ec307ea7ad,c4,c3,27,p3,?,surb={'id': '090da205-4fb7-4764-8f9b-c64a3acf4abd', 'route': ['p3', 'e10', 'i9', 'x12', 'p1', 'c4']}
1769495569.910178,RECEIVED,aa1e0360-2f44-46cc-8bdc-9e26927bd7fc,d042943d-3942-4516-bc4a-5e68e288db0a,c2,c3,27,p3,?,surb={'id': '6a45c98b-2d50-432c-9a7f-486a67fc3eb5', 'route': ['p3', 'e1', 'i12', 'x12', 'p2', 'c2']}
1769495570.2449896,SENT,a0d83901-b071-44e7-9768-fea871d02412,29a651c1-a13a-4921-b833-6e15ebe390a5,c3,c4,3380,?,p3,
1769495570.2451773,CREATED,38dec31c-dd4e-4086-bc22-1bf66c853517,2afcec14-d288-49a8-8e1c-84bcd72b2f33,c3,c4,27,?,?,surb={'id': 'a90868b6-12d7-48f7-9ad8-e27eef1860fd', 'route': ['p1', 'e6', 'i9', 'x2', 'p3', 'c3']}
1769495570.2469385,RECEIVED,0af97f8b-d56e-423a-87c4-6026be6bafe8,4c3fb79c-eb53-4078-9275-880c4c7f98fb,c2,c3,25,p3,?,surb={'id': 'f0b9543f-92fc-4a42-9227-ff021f2f5146', 'route': ['p3', 'e8', 'i8', 'x3', 'p2', 'c2']}
1769495570.3281012,SENT,a1e32cb0-dd0e-4820-b402-fdd52e8507e2,800df4ac-189c-4052-b9ac-8fd82e4eda7a,c3,c4,3396,?,p3,
1769495570.3282595,CREATED,92ab5bc3-c0e7-4403-ab4f-d2b6887cf179,0266ab16-821e-47d5-a8a4-6f72b3497ca3,c3,c4,27,?,?,surb={'id': 'fc3feedf-059d-4fb5-9973-fddae98078c5', 'route': ['p1', 'e2', 'i2', 'x11', 'p3', 'c3']}
1769495570.381797,RECEIVED,e3bf71ca-90e2-4016-b3e6-f5293d85a1dc,83dcb5b2-9342-4956-87ac-583dcfdf2537,c2,c3,27,p3,?,surb={'id': '1d809c42-77f7-4283-8929-813119b4e94c', 'route': ['p3', 'e4', 'i1', 'x8', 'p2', 'c2']}
1769495570.6339922,RECEIVED,b7635ce6-2864-4848-b890-689c1012cfb6,72d69b97-2cbd-45cf-8273-dcdd8906e7c8,c4,c3,27,p3,?,surb={'id': '008c7eb9-19ce-4101-912d-1b713dc3b80c', 'route': ['p3', 'e8', 'i7', 'x12', 'p1', 'c4']}
1769495570.819424,RECEIVED,0f51e3bb-c9b6-40a0-ad9e-8e694687cc7b,c3875228-b748-46d1-b5f9-0005cf4dad96,c4,c3,27,p3,?,surb={'id': '96339141-0a48-465d-9e22-6701c56cd943', 'route': ['p3', 'e2', 'i12', 'x12', 'p1', 'c4']}
1769495570.8334963,SENT,952d57dd-8592-4e44-aee4-386d3fa341e8,c8be66d5-2047-4f62-a45c-01328120cfbe,c3,c4,3375,?,p3,
1769495570.8336523,CREATED,0468acd2-c33c-4c88-b9de-670628023d0d,899744a2-2a29-46da-a8d2-c49df7e115ab,c3,c4,27,?,?,surb={'id': 'ffb5c464-0d6a-4b9b-9ffc-38b7e3917cb3', 'route': ['p1', 'e5', 'i9', 'x2', 'p3', 'c3']}
1769495570.9796772,SENT,6272b0a7-dd25-4853-88c7-3c75732cb24f,10c78cc9-56ba-4825-a468-34cc02d81868,c3,c4,3367,?,p3,
1769495570.9798286,CREATED,882cb1a0-cbd6-4d37-b49b-5d0253abc5e1,24a97153-0858-4cfe-9a54-6b56a823de60,c3,c4,27,?,?,surb={'id': '6a77c6b7-d688-4c47-8d98-ff1f0ec732f8', 'route': ['p1', 'e4', 'i9', 'x5', 'p3', 'c3']}
1769495571.1202085,SENT,12b58ae7-1b3b-46b6-8b72-c37b6c2f5ede,d92342e4-879b-4457-a1db-d13ab4a2640d,c3,c4,3396,?,p3,
1769495571.1203535,CREATED,da6d603d-2761-421a-be46-894d0d43ab89,2210cc33-ef6b-475d-bf8f-eeb3034f7ffe,c3,c4,27,?,?,surb={'id': 'bae2542b-ff3b-4ea2-a687-abf825399b03', 'route': ['p1', 'e5', 'i3', 'x5', 'p3', 'c3']}
1769495571.279457,SENT,51b5a3c5-0ade-42c7-a52c-409a9aa18b5e,e39eb468-7277-4d6b-b95d-ca7c335d08d5,c3,c4,3372,?,p3,
1769495571.2795339,CREATED,65b0d14f-b362-4737-9b17-7cfa96c166f7,1ba4d1d3-db7e-4fd9-9f54-cfd6253ceffd,c3,c4,26,?,?,surb={'id': 'a7e50c80-1da3-4fef-a1d5-dc58b86345cc', 'route': ['p1', 'e11', 'i6', 'x7', 'p3', 'c3']}
1769495571.3365,RECEIVED,ade8a79e-4244-4115-9543-005e0589a0a3,9c911840-a1bb-4b13-a725-a3746fe61d9b,c2,c3,27,p3,?,surb={'id': '1685cd64-2020-4084-a2fb-8bb614fc34fc', 'route': ['p3', 'e6', 'i6', 'x3', 'p2', 'c2']}
1769495571.4095268,RECEIVED,a2cfa479-f3e4-4fed-9e4b-f59c1a370d7c,a51af2c9-0a05-4dde-a979-71f25e981591,c2,c3,27,p3,?,surb={'id': 'ab498f15-2bb2-4fa0-8d65-68befadaf696', 'route': ['p3', 'e1', 'i12', 'x10', 'p2', 'c2']}
1769495571.5121672,RECEIVED,b3e3c3af-9f50-4086-aeca-65b705d88217,add744c7-aa07-4c68-8c64-82c77f734542,c2,c3,26,p3,?,surb={'id': 'be09756e-fbbd-4442-b770-7656e4402a08', 'route': ['p3', 'e4', 'i11', 'x3', 'p2', 'c2']}
1769495571.5692844,RECEIVED,f888574b-08b1-4251-a213-900b1ac96bc5,73e6d824-32c7-4a04-bb41-be59869f51b9,c4,c3,27,p3,?,surb={'id': '8fc70d9d-17e7-4057-b437-939387a6d74d', 'route': ['p3', 'e3', 'i6', 'x4', 'p1', 'c4']}
1769495571.6380312,SENT,95793afc-b207-4db0-91ef-1c459e346bb0,9d41af6d-84b7-410e-80fb-1acfcb0ee208,c3,c4,3386,?,p3,
1769495571.6382136,CREATED,9151b143-9241-4e75-ad6f-76d1304dac87,e8092414-2ebe-425a-a20e-65ae782c1fc5,c3,c4,27,?,?,surb={'id': '035c319d-7381-4330-929e-3f0e82098c16', 'route': ['p1', 'e12', 'i2', 'x6', 'p3', 'c3']}
1769495572.1727316,RECEIVED,00a9f5c1-b9e7-4aeb-8a5b-6c842908f20c,fd187e25-23ec-483e-b2f5-6909b0b68590,c4,c3,26,p3,?,surb={'id': '77b530c4-a1a6-44ea-ac58-4dd3b5b9d061', 'route': ['p3', 'e11', 'i6', 'x2', 'p1', 'c4']}
1769495572.243422,RECEIVED,bf67a0a2-aade-475e-b93d-92bc93768bb4,4500871b-a588-48b7-b644-4057de715500,c4,c3,27,p3,?,surb={'id': '0801540d-d19f-4896-8bff-01b43b624eee', 'route': ['p3', 'e11', 'i7', 'x9', 'p1', 'c4']}
1769495572.3985221,SENT,8ba9aebb-710c-48c4-9bed-b314c0edbc66,7adda5d9-2c83-4225-b6da-acdcffa841c5,c3,c4,3355,?,p3,
1769495572.398672,CREATED,445de7a9-6a15-4afb-8007-78acbe45f545,6f9aee73-9f19-4ce7-97da-0ed91c9ae52f,c3,c4,25,?,?,surb={'id': 'f7121121-8fc8-4b1e-a45f-632713fe1067', 'route': ['p1', 'e9', 'i5', 'x8', 'p3', 'c3']}
1769495572.4954891,RECEIVED,5a18911d-ea89-470b-a3ce-e646547a37f5,20a7d1d5-3e6e-45eb-a88e-b354ccfefc43,c4,c3,27,p3,?,surb={'id': '1e1df2a9-4d6d-4e06-98a6-a28cfe63076e', 'route': ['p3', 'e3', 'i7', 'x3', 'p1', 'c4']}
1769495572.5733118,SENT,e97a9bf4-3ca5-4326-a0cf-053b99d95219,1df01742-e06d-45ab-8b04-f21a6037889f,c3,c4,3376,?,p3,
1769495572.5734634,CREATED,2c2b28be-ab69-4a36-8f4b-e04e2d6b5bff,fdfb6c3c-9441-4858-a26a-a81749263ef4,c3,c4,27,?,?,surb={'id': '9cbc059b-e8d5-45d6-a758-11cab92d4342', 'route': ['p1', 'e4', 'i9', 'x5', 'p3', 'c3']}
1769495572.7369556,SENT,0b4491c4-c124-4698-9a00-228b35757334,21ffd742-e2af-4d10-99eb-654cc7859eea,c3,c4,3387,?,p3,
1769495572.7370338,CREATED,925d312f-f20d-4c33-bd84-7adf3ae5209b,dcf17628-fb02-45a6-8e04-69a011b4e4bd,c3,c4,27,?,?,surb={'id': '6dfe47f2-eee8-4ce9-8932-640f338455fb', 'route': ['p1', 'e12', 'i4', 'x12', 'p3', 'c3']}
