timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769443816.5642526,RECEIVED,77a4838d-31d7-4fd3-aa19-e9abfa0ead27,52909cc1-5351-4b43-a4ad-f1c7cbf3e189,c3,c2,26,p2,?,surb={'id': '72abf802-e577-49f8-a737-e7b9b94c3108', 'route': ['p2', 'e4', 'i5', 'x1', 'p3', 'c3']}
1769443816.5724943,RECEIVED,cf9fd28b-4f6f-47a0-845e-b10c682874ab,ba0fa96b-77a4-49c4-a10c-ad6cf466259b,c3,c2,27,p2,?,surb={'id': 'b9e73b4a-c690-4d17-b516-9e4cd3799de0', 'route': ['p2', 'e4', 'i10', 'x9', 'p3', 'c3']}
1769443816.7366133,RECEIVED,4081cb24-7e1c-46ad-9f1b-2f44f17eb292,2f9bc072-0137-4cd2-aa73-009ceab2e738,c3,c2,27,p2,?,surb={'id': 'eeda2ba9-4d0b-4574-b8e1-8aac7e5ed636', 'route': ['p2', 'e9', 'i6', 'x3', 'p3', 'c3']}
1769443816.7534733,RECEIVED,4c5ae880-a91a-4ebc-b535-63e9367b0736,298bb0eb-64fb-4c2b-97b0-d0f9ff26e282,c3,c2,27,p2,?,surb={'id': 'ddf3066a-fc80-4296-ae52-36eb7a89f982', 'route': ['p2', 'e3', 'i7', 'x9', 'p3', 'c3']}
1769443817.0160253,RECEIVED,26c9b8f1-be75-485a-b054-7cafc00d7e87,39036e02-4e17-4aa3-b256-eca853a904ed,c3,c2,27,p2,?,surb={'id': '658a6650-20fb-4e61-80ae-a2093f749a96', 'route': ['p2', 'e9', 'i4', 'x7', 'p3', 'c3']}
1769443817.3712823,SENT,39fe7d3f-9df1-4414-8929-a43304358ffd,6fe21a7f-202a-45c1-aacb-a84af69cfc92,c2,c5,3383,?,p2,
1769443817.3713582,CREATED,3b2da58f-30e9-4e43-92c6-3b95fb966555,0407e255-6b85-4dd4-944f-3e59b344e211,c2,c5,26,?,?,surb={'id': '52aee520-e8cd-4e87-8742-8b09310dafe1', 'route': ['p2', 'e6', 'i12', 'x10', 'p2', 'c2']}
1769443817.5502994,SENT,361a1bf2-03bc-40e4-ba94-ad2cca31bea4,a53d2157-d383-45e5-8d5a-974d3ecf3aad,c2,c5,3357,?,p2,
1769443817.5504177,CREATED,2bdffe22-0663-4738-8827-9d4626d4d4f9,99a92b00-92a0-4d66-9ce9-c0d48027017d,c2,c5,26,?,?,surb={'id': '0296fc8c-db3a-4f45-9d96-6d4e112442a5', 'route': ['p2', 'e3', 'i8', 'x5', 'p2', 'c2']}
1769443817.6057398,SENT,c3883c3e-fa5c-4861-8cd6-3f45599560d7,342204a0-ebf9-4aea-a19a-2da311105b59,c2,c5,3383,?,p2,
1769443817.6058736,CREATED,8da405e8-d685-461b-afc9-4e3b96555b10,bd36083a-18df-4f87-8c38-68380f6752e2,c2,c5,26,?,?,surb={'id': 'bd3b9c78-1682-4cf9-8ab7-0e5af52707c1', 'route': ['p2', 'e2', 'i5', 'x12', 'p2', 'c2']}
1769443817.930869,RECEIVED,b10d39d4-9e33-45ef-9dc5-3c38dc2f0e09,97843c02-016c-469e-a10d-bcd0415a2ef3,c3,c2,27,p2,?,surb={'id': 'f7ad7c39-1f06-44c9-a537-bb9a4edc06ab', 'route': ['p2', 'e4', 'i5', 'x7', 'p3', 'c3']}
1769443818.0040736,SENT,53db482c-98f5-40be-8985-fb4b36f3ce36,fa1ea377-da3d-42c7-bd71-90d50ddd8a9b,c2,c5,3387,?,p2,
1769443818.0042207,CREATED,59132cc0-2da7-4633-82ef-b7bc888d780a,153bb3c2-c4f6-49ca-9b9c-7abcb274703a,c2,c5,27,?,?,surb={'id': '6d4b5c30-779a-484f-bbdf-70a838ef4a1c', 'route': ['p2', 'e8', 'i12', 'x8', 'p2', 'c2']}
1769443818.132974,RECEIVED,7f4f1160-9d19-4d7b-8951-38f99874b8e9,fd2ae9e2-2c58-4729-ad55-146f2fda0e1d,c3,c2,27,p2,?,surb={'id': 'fa0a422e-187d-446b-a967-bf2a67fe0861', 'route': ['p2', 'e3', 'i9', 'x9', 'p3', 'c3']}
1769443818.1530056,SENT,af0a257a-087b-4e5d-abf4-86d18f42deb6,77587f49-c3c6-4fc4-a537-1fea64e0b29f,c2,c5,3400,?,p2,
1769443818.153175,CREATED,9c5e0145-e707-4f16-a2cd-f6c79f11b5e8,e3d7150e-d223-49b1-95d0-5337eca272da,c2,c5,27,?,?,surb={'id': 'f4985494-4ae8-4d37-99c5-130d164b13be', 'route': ['p2', 'e12', 'i11', 'x6', 'p2', 'c2']}
1769443818.2269151,RECEIVED,1d40e18e-4230-4ad2-a8a8-678c91174e23,d36ce98c-a73e-40e6-82c8-468adc149576,c3,c2,27,p2,?,surb={'id': '9c5d6851-b023-4ae9-8534-698e96346feb', 'route': ['p2', 'e8', 'i6', 'x3', 'p3', 'c3']}
1769443818.4182014,RECEIVED,ab8e3ed8-d7db-47df-8578-33e9b1108f75,a00b7b4f-510d-4264-b3ac-ae69afe866a7,c3,c2,27,p2,?,surb={'id': 'f6a52696-b0e9-48d3-b2dd-80501791f04b', 'route': ['p2', 'e12', 'i2', 'x6', 'p3', 'c3']}
1769443818.5561569,SENT,dd475a5e-9234-4104-94f9-3f61eef93976,625591da-dbbe-4554-918b-359c79cc1ad9,c2,c5,3391,?,p2,
1769443818.556286,CREATED,c6b1607d-b9a3-4719-be58-93a75fcf522a,33cdb266-071b-4466-8396-8b61d84be9b8,c2,c5,27,?,?,surb={'id': '17959fee-a8a9-482a-82a1-2ca5a08b075a', 'route': ['p2', 'e1', 'i11', 'x4', 'p2', 'c2']}
1769443818.5634904,SENT,0d76be4c-bd4c-492a-8d91-2d7fc694ff98,775a3023-3bc4-4ab7-98a8-1045cc2e1294,c2,c5,3380,?,p2,
1769443818.5636265,CREATED,8765a888-847a-4277-8d1d-23fbeb89f22e,90771fbf-ea73-4781-b744-3ef8e8dd5d03,c2,c5,27,?,?,surb={'id': '8b6aeb87-9a39-4667-89f9-ee9d1827a941', 'route': ['p2', 'e2', 'i8', 'x6', 'p2', 'c2']}
1769443818.7889564,RECEIVED,63d3d62f-08dd-4474-a0bb-87f44b1d5e17,22c44cd1-b8ce-4a27-b273-6779978b89ef,c3,c2,27,p2,?,surb={'id': 'ff3fce10-e497-445b-b0ad-5671ae68c501', 'route': ['p2', 'e4', 'i1', 'x3', 'p3', 'c3']}
1769443818.8998902,RECEIVED,eff6da65-8ece-403a-a0b8-6150dbc29de8,3119d66a-db0b-4060-9415-f19cf9d9aad9,c3,c2,27,p2,?,surb={'id': 'd48f2459-f99b-444d-bf84-416a3ff92e07', 'route': ['p2', 'e11', 'i8', 'x7', 'p3', 'c3']}
1769443819.1327436,SENT,ef8a0499-4c09-4959-aa9e-839213568a8a,d0275729-e156-4a22-918c-ddf5b2fca4af,c2,c5,3359,?,p2,
1769443819.1328745,CREATED,5cdb7a5d-68ea-4ae5-849e-9a6ed3332b76,8ed7e3e7-6ad9-49d4-80aa-c284b5643010,c2,c5,26,?,?,surb={'id': 'e27d23a8-cef0-4cae-9e8f-a9230c90fbdd', 'route': ['p2', 'e1', 'i2', 'x1', 'p2', 'c2']}
1769443819.3576546,RECEIVED,643c93c3-90cb-462f-b9d6-54da67d4e9a9,e600b831-c7d6-4f2d-9f1f-f1e4d29f2e55,c3,c2,27,p2,?,surb={'id': 'ad3cdd84-d2d7-496d-b15c-47f6da9f6653', 'route': ['p2', 'e10', 'i10', 'x9', 'p3', 'c3']}
1769443819.558503,SENT,58d1aeb8-49bf-4c11-8bfe-194065603358,55d3aa6b-1590-4d3b-bce3-f36bd160e378,c2,c5,3367,?,p2,
1769443819.558573,CREATED,45f41b63-9d14-4c9f-ac60-147533b5f4d3,d1e1c8f2-cab0-49dd-a09a-da22ed9ded44,c2,c5,27,?,?,surb={'id': '6682297d-8c31-475e-8497-b562851d3244', 'route': ['p2', 'e6', 'i11', 'x4', 'p2', 'c2']}
1769443819.8518114,SENT,af6803fc-0b45-4e15-acc1-5b39e7a43f83,38736e67-fd79-46de-be05-a0e6cc0dcd05,c2,c5,3359,?,p2,
1769443819.8519492,CREATED,483dfd77-52a7-4ac8-9265-382a22b118b6,c2c50c5e-8ded-42c1-aca3-a0f225c5a426,c2,c5,26,?,?,surb={'id': '2f704215-387e-44d5-b23f-a24ca16ebc48', 'route': ['p2', 'e4', 'i11', 'x12', 'p2', 'c2']}
1769443819.9980829,SENT,0e9cf341-f07e-48e7-a9cd-834e6baa0ffc,48c2b0d9-8686-4217-a9ce-e9c378b8cd37,c2,c5,3363,?,p2,
1769443819.9982328,CREATED,720a7194-b190-46e5-9173-e2dcce6da2fb,6437f831-77b9-432f-9bdd-e15a3fe56803,c2,c5,27,?,?,surb={'id': 'f83db98d-28ad-4109-b0ff-2bb846fbaa7a', 'route': ['p2', 'e8', 'i9', 'x9', 'p2', 'c2']}
1769443820.0798411,RECEIVED,93fb8af7-5744-4bcb-a2f7-20ad7d3f836f,b5c2cd8c-e1e6-4ff5-9f93-baa968e560fa,c3,c2,27,p2,?,surb={'id': '0e89c2e1-6d83-41d0-b6eb-8a459ac49006', 'route': ['p2', 'e2', 'i1', 'x6', 'p3', 'c3']}
1769443820.327301,RECEIVED,d1605a7f-0270-4b9e-8d9a-76fec5f9cad6,47798809-6867-47a5-bd45-2a39ce72050b,c3,c2,27,p2,?,surb={'id': '88e94443-9179-47ae-8157-0596e80b7ff8', 'route': ['p2', 'e3', 'i12', 'x2', 'p3', 'c3']}
1769443820.5310142,RECEIVED,4425fb52-855d-4ca5-8584-8cf061d47a28,2b7fa888-438b-48db-997b-e5b8ca1b9c51,c3,c2,27,p2,?,surb={'id': 'ad2c85be-2ec2-4b44-bbc4-4e687481db26', 'route': ['p2', 'e3', 'i11', 'x2', 'p3', 'c3']}
1769443821.0066342,RECEIVED,252c9445-d266-48fa-8661-bbbb4814aba4,c1b5d79c-840d-409d-96ba-8e7b728fc9ab,c3,c2,27,p2,?,surb={'id': 'b78128a8-e541-469c-8242-3d74084b8db3', 'route': ['p2', 'e7', 'i1', 'x1', 'p3', 'c3']}
1769443821.1234343,SENT,2d14f49a-5238-4e7b-b1f8-a7fde8f2240b,649068f8-3100-4d34-9dac-6fd5af4578ff,c2,c5,3395,?,p2,
1769443821.1235912,CREATED,df94cf85-5efd-4d73-b3ba-eb378f89c1dc,1444de0b-35ce-4719-823c-bad4bc095b66,c2,c5,27,?,?,surb={'id': '4ce96c3b-7f0f-48df-929e-4584d3e143b1', 'route': ['p2', 'e7', 'i11', 'x9', 'p2', 'c2']}
1769443821.1623604,SENT,5f5fb6d5-ee5d-42d2-8ffd-dcf19f1434c5,86cccf44-9648-4994-b3b5-6fee5e6e4bf9,c2,c5,3387,?,p2,
1769443821.1624866,CREATED,dd5e8c83-5a84-41fd-9eda-bddf0654bd7a,8099f744-ee93-43f0-a803-55b97ae4af34,c2,c5,27,?,?,surb={'id': 'a41c3dda-96b1-42f0-a50c-77a826dd59b6', 'route': ['p2', 'e3', 'i5', 'x10', 'p2', 'c2']}
1769443821.17495,RECEIVED,04c2a3ad-843c-4819-b696-421681c6e931,25c5045e-2138-46c7-b413-0dec245ff8fb,c3,c2,27,p2,?,surb={'id': 'cfba10e7-1046-403d-89bd-50d77fdbb835', 'route': ['p2', 'e1', 'i8', 'x10', 'p3', 'c3']}
1769443821.1985068,SENT,629ce358-2346-4891-8e43-b11fa290a948,9bb1618b-b541-4065-a78b-fa3caa7816ac,c2,c5,3374,?,p2,
1769443821.198626,CREATED,9c38b85f-0beb-408c-82ce-83dddf24e041,eaf73ffa-fc47-41cb-ad4d-e2317a28c011,c2,c5,27,?,?,surb={'id': 'f2c740fa-8c28-4caf-9840-5c2d61cf2c8f', 'route': ['p2', 'e12', 'i1', 'x6', 'p2', 'c2']}
1769443821.2196474,SENT,dd4e2a41-1b9e-4261-a4df-963b48865802,69d605a8-a270-4de4-92ed-622d50e40964,c2,c5,3383,?,p2,
1769443821.2197669,CREATED,b299d500-e61d-4d02-a85e-448559ba311f,d2fc3ad0-7c49-4125-a487-67972f3cd3d7,c2,c5,27,?,?,surb={'id': '2ae9883f-a03b-408f-b628-6e514c516423', 'route': ['p2', 'e11', 'i3', 'x3', 'p2', 'c2']}
1769443821.565713,SENT,c00e6cfb-8cb1-4fdc-9c46-7ad4cdf6811a,e9b30de4-5016-463e-bce6-9182e83a7c98,c2,c5,3374,?,p2,
1769443821.5658264,CREATED,9f207bea-a17d-4240-b6b5-cfc2cf8319de,11a23ae1-fd61-4b38-9287-fd73d02d63f9,c2,c5,27,?,?,surb={'id': '2f2890e4-de4a-49f6-b35e-12901cb46962', 'route': ['p2', 'e6', 'i1', 'x12', 'p2', 'c2']}
1769443821.7885652,SENT,5773501f-d23d-4bf3-bf87-ebec8b164771,f1005ade-2b61-475f-9c32-5ca8eea8509c,c2,c5,3372,?,p2,
1769443821.7893803,CREATED,ee6cd043-db20-4c3f-8c04-8e0879756cf2,b429728d-53ea-4c2b-bec4-47a180109568,c2,c5,26,?,?,surb={'id': '7d964a63-a702-40a6-9d28-ebf8805d0f6a', 'route': ['p2', 'e6', 'i4', 'x4', 'p2', 'c2']}
1769443821.8236687,RECEIVED,bc9eb507-20f2-4f23-b4e4-1448ecf326ed,1521fe9c-0ee8-49ac-b2c0-911fbdbfd196,c3,c2,27,p2,?,surb={'id': '46bd2e29-70b5-4188-b0a4-63d5bf99584d', 'route': ['p2', 'e8', 'i2', 'x5', 'p3', 'c3']}
1769443822.084221,SENT,0391b761-a40c-482d-ba2d-2b75c4897418,404f2c18-3ba5-4c87-9183-228aa6e7ed4b,c2,c5,3399,?,p2,
1769443822.0843563,CREATED,1330a2da-0ca1-4d87-8096-91d73ca8ac21,8c3c55b3-1125-48cf-9ea1-a67c8546bbe3,c2,c5,27,?,?,surb={'id': '87be3623-5be0-4ada-b872-6e35771f2dd3', 'route': ['p2', 'e2', 'i4', 'x11', 'p2', 'c2']}
1769443822.2786083,SENT,7b9b6540-c46c-4fe5-9115-d8f4b8496679,aafd625f-7b9d-475e-9066-86049d5a968b,c2,c5,3395,?,p2,
1769443822.2787418,CREATED,4017f9b0-fab9-4ed9-b450-a01f683a0da1,3062ba9b-5342-4694-bade-76f5f1d00255,c2,c5,27,?,?,surb={'id': 'ca84f24e-b7a9-451d-8298-3f38adb4e8d4', 'route': ['p2', 'e7', 'i8', 'x10', 'p2', 'c2']}
1769443822.287033,SENT,c01d4ec7-bbe5-476c-ab85-ebdcb394d1ff,026485cf-0c33-46d7-a21f-f6baed1ebb57,c2,c5,3409,?,p2,
1769443822.2871559,CREATED,7f8b5ad6-44c2-4311-833d-effc9355996d,580e3756-c01e-446b-80ed-f4a74502df37,c2,c5,27,?,?,surb={'id': '5ceec649-50e1-4021-a921-aea01b41bd80', 'route': ['p2', 'e11', 'i5', 'x6', 'p2', 'c2']}
1769443822.3669865,RECEIVED,8de1669a-f95a-45ad-895a-a382acf0d29b,fe0c30c2-d287-411d-b772-35ad14b652cc,c3,c2,27,p2,?,surb={'id': 'c8a474d3-5c4a-45ba-9893-b240c998a7d0', 'route': ['p2', 'e1', 'i6', 'x10', 'p3', 'c3']}
1769443822.5293427,RECEIVED,cead0c83-fbf1-4d04-83c1-922d15073e30,a898feb7-7d44-46ac-b759-b41ab81a7c26,c3,c2,27,p2,?,surb={'id': '25af51b5-b2eb-4486-947d-f155bcebd7a1', 'route': ['p2', 'e11', 'i9', 'x12', 'p3', 'c3']}
1769443822.7652252,SENT,7cf07950-f856-4161-bcc4-8eea2bbac9ce,4d8b0aee-2997-4760-8930-ff4bd3d2a11e,c2,c5,3387,?,p2,
1769443822.7654154,CREATED,baec0270-106d-4de1-ab3d-df6abc7a29df,93a74fea-51c7-492b-bacd-f5928004d18b,c2,c5,27,?,?,surb={'id': '962d4175-6a2a-4adc-a26d-57b48446548c', 'route': ['p2', 'e11', 'i7', 'x5', 'p2', 'c2']}
1769443822.805935,RECEIVED,c22150ec-d84e-447c-b6c6-d3b2a871b313,3ca4910b-d007-461f-b6fd-9cea89de64ac,c3,c2,26,p2,?,surb={'id': '4fb15149-7b44-4c7c-917b-14816a3b1d7f', 'route': ['p2', 'e5', 'i11', 'x9', 'p3', 'c3']}
1769443823.2686725,SENT,52c328ab-cff8-4bf8-af58-d04a680c5e65,615ed318-9cca-44aa-be86-1721a89829fd,c2,c5,3376,?,p2,
1769443823.2688222,CREATED,f28cfcf1-ca26-4122-af0d-b239bb61f3ca,c9da659d-e19e-4e59-9850-91a311b47901,c2,c5,27,?,?,surb={'id': 'a2acb1c1-2524-4d3d-bb54-e2fec6d32bf8', 'route': ['p2', 'e2', 'i5', 'x12', 'p2', 'c2']}
1769443823.442697,SENT,c8e26960-31db-4509-b8e4-82920fd294a0,97728a07-3fee-44b8-8c99-8fe6fb6c1453,c2,c5,3380,?,p2,
1769443823.4428446,CREATED,89abaa1b-5049-4a05-a0ee-5aaa261a08ff,b8150e46-51a8-4c50-8f82-ee766cf1ad83,c2,c5,27,?,?,surb={'id': '8592f8d9-5075-4ed1-9701-24e71dd25101', 'route': ['p2', 'e10', 'i3', 'x5', 'p2', 'c2']}
1769443823.5113552,SENT,a25061a7-3c41-444c-9627-21f9e94e44fd,de84d437-0562-4374-8994-51ed0bfeed66,c2,c5,3380,?,p2,
1769443823.511481,CREATED,5b0b70bd-703b-415d-abd0-2497d299f3d9,7589c88c-daa4-43ca-a0df-81c5f578516f,c2,c5,27,?,?,surb={'id': '9b6bd136-bd87-48ed-a477-56001df4470e', 'route': ['p2', 'e6', 'i10', 'x5', 'p2', 'c2']}
1769443823.5121477,RECEIVED,db33a279-b4c4-437e-a92d-a8ba7fc0b6bf,489ec4cc-1a26-43ff-b912-1467700a14e8,c3,c2,27,p2,?,surb={'id': '902e931e-3009-4347-b00d-fcd69125e70f', 'route': ['p2', 'e5', 'i12', 'x5', 'p3', 'c3']}
1769443823.6469061,SENT,ba25951b-b671-403e-be8b-f29c9f3c2f29,3a7651e1-a64b-4b94-b9ee-255a0f3de658,c2,c5,3386,?,p2,
1769443823.6469834,CREATED,ce33ea68-9609-456a-818a-f8eeea8a2b49,ce3091ee-596b-41dd-aa8d-f1c5ebe76877,c2,c5,27,?,?,surb={'id': '00b0f9ce-c5df-4414-89ab-55450873cdb8', 'route': ['p2', 'e8', 'i6', 'x11', 'p2', 'c2']}
1769443823.9598897,RECEIVED,c196498b-bc7c-47ac-b402-00da90078756,9b401551-d70a-446c-9b5d-3446ff218da3,c3,c2,27,p2,?,surb={'id': 'a6c9cd54-9d67-4d74-946d-d8bf13e5f80c', 'route': ['p2', 'e8', 'i7', 'x10', 'p3', 'c3']}
1769443824.0579088,SENT,175d4cf1-1bce-464c-9e95-21fbb0ac9cc6,59f72693-dee8-4a99-a395-8cc041dd3357,c2,c5,3379,?,p2,
1769443824.0588298,CREATED,7497bf2d-4dd5-40ed-b8f8-01858af8698a,f385a206-6701-4a14-9464-24ecc6367e6f,c2,c5,27,?,?,surb={'id': '040030c7-60c2-4ce8-8c5e-14d19a536390', 'route': ['p2', 'e2', 'i12', 'x10', 'p2', 'c2']}
1769443824.1184018,RECEIVED,eebb991f-7698-4dd2-b331-794057bf2984,823d766f-788b-4321-a935-2bed71e36034,c3,c2,27,p2,?,surb={'id': '6ae3efb3-299d-475b-b4f1-96b95aa0ef6a', 'route': ['p2', 'e3', 'i11', 'x3', 'p3', 'c3']}
1769443824.3190124,RECEIVED,136824bb-cdf5-4171-949a-fb44e307c2d0,848db3ab-0053-41bf-9292-6afff2c2c6d4,c3,c2,26,p2,?,surb={'id': 'c9baf764-9010-47e4-85e6-eea78e6f587e', 'route': ['p2', 'e4', 'i1', 'x3', 'p3', 'c3']}
1769443824.3965132,SENT,30243288-0b8a-4858-b001-9f769a0dfa67,c3bb4b9e-2975-4145-925f-3d5f39bff946,c2,c5,3391,?,p2,
1769443824.3966422,CREATED,77e8cd4f-a8ae-45f8-8977-8247bd19eeb5,2ff57a8c-4630-4c2c-8ade-c512135b02c2,c2,c5,27,?,?,surb={'id': '8e74bd5d-c598-41ab-98cc-4e57ba13e463', 'route': ['p2', 'e10', 'i6', 'x3', 'p2', 'c2']}
1769443824.6411126,RECEIVED,73c20fbd-f0c5-4580-9b46-e294f03d2542,2ae53767-61cb-41b2-85d8-0fb8a0702c51,c3,c2,27,p2,?,surb={'id': '3e049600-fc47-4f4b-93b4-cab39ab699ce', 'route': ['p2', 'e2', 'i7', 'x1', 'p3', 'c3']}
1769443824.711909,RECEIVED,001ba32a-9e3b-432c-9765-90fc2f996f56,e3a46834-5804-4ff4-b88d-4b51dffe0bf7,c3,c2,27,p2,?,surb={'id': '7ff94843-eaf4-40e7-a4d8-f59ec67395c5', 'route': ['p2', 'e6', 'i10', 'x7', 'p3', 'c3']}
1769443824.8522856,SENT,2a40983d-67ec-4cfc-8e52-739c0a4545a2,7f029a1e-c00a-4955-b537-1a32d737a908,c2,c5,3403,?,p2,
1769443824.8524208,CREATED,fafa1f68-647e-454a-be1a-30e1797fe9e7,cdbb1c63-ea43-4b53-b387-1e3948be3640,c2,c5,27,?,?,surb={'id': '239ccee8-0290-4bcc-9f09-9efc71897e7c', 'route': ['p2', 'e10', 'i10', 'x7', 'p2', 'c2']}
1769443824.939413,SENT,1e6cf308-0a2e-4ed8-9334-90ca0c4b2668,7645b3bd-01be-4cab-bd72-4800111443fa,c2,c5,3370,?,p2,
1769443824.939549,CREATED,da861210-ffaa-4574-b41e-56833d8a1379,2edb9348-b151-4fe8-8261-ef75244ce693,c2,c5,27,?,?,surb={'id': 'f913664b-36f7-4e19-915a-bcd845d18057', 'route': ['p2', 'e2', 'i1', 'x7', 'p2', 'c2']}
1769443825.0166411,RECEIVED,6bfe9eaa-df12-4699-aa18-aff748103a3f,5e5f51c3-851b-4e92-b133-9cf9f8fd21e8,c3,c2,27,p2,?,surb={'id': '526e33e6-7aa7-4b14-a8be-eb8f5659b117', 'route': ['p2', 'e10', 'i4', 'x4', 'p3', 'c3']}
1769443825.387202,RECEIVED,13d4222f-df13-4e24-8979-eeccad1ff535,532308fe-8381-4763-9bf7-2d57f07882bd,c3,c2,26,p2,?,surb={'id': 'b51b5951-6f5e-48ba-9a79-122635ad32d5', 'route': ['p2', 'e9', 'i9', 'x8', 'p3', 'c3']}
1769443825.4313915,SENT,90356c2f-2ff8-4d15-b13f-8bcd61e05aef,2e2c7f56-708f-4905-bac4-62ecb9e24579,c2,c5,3364,?,p2,
1769443825.4315329,CREATED,e341cb08-5e69-436d-ad76-f2b1155660c8,7d5241a5-fd0c-4e11-a957-b1002ef17b27,c2,c5,27,?,?,surb={'id': '5b96caab-dd4e-433e-9816-ba006a9e58ba', 'route': ['p2', 'e3', 'i5', 'x9', 'p2', 'c2']}
1769443825.7664335,RECEIVED,65db0460-ba59-49c6-8652-b08b080af8e0,90c02eeb-cada-4c34-826e-d5f93eb2921b,c3,c2,25,p2,?,surb={'id': '307dac51-1757-448b-92ed-2c4625651ff5', 'route': ['p2', 'e12', 'i2', 'x3', 'p3', 'c3']}
1769443826.3069694,RECEIVED,04f9cdac-b5d3-403b-ba08-2a33ee4a2e4c,919c1bc8-9c72-46be-a32e-8a8f5f4b8fe4,c3,c2,27,p2,?,surb={'id': '5847d350-0b8a-4435-b663-95430cc3828c', 'route': ['p2', 'e9', 'i3', 'x5', 'p3', 'c3']}
1769443826.3788805,RECEIVED,c38f1f4f-3b33-4c26-9f2d-04bcdfa6197c,09892f70-ba43-470a-bd5a-b9f19861c8fc,c3,c2,26,p2,?,surb={'id': 'd6740e8b-6968-481b-9be3-552a1fa2b00d', 'route': ['p2', 'e10', 'i4', 'x12', 'p3', 'c3']}
1769443826.4648268,RECEIVED,5dead969-e434-4d92-9e8e-b64edbfc8b84,63db0246-eb2b-4511-b00c-2dd12db69305,c3,c2,27,p2,?,surb={'id': 'f8ff20ea-5a8a-4cee-999e-f22cc1573b52', 'route': ['p2', 'e12', 'i6', 'x1', 'p3', 'c3']}
1769443826.6177318,RECEIVED,a9a5c5b8-fcf2-4f3d-b52d-921c18f273ef,2ea66680-3dd3-4b89-8d07-485d665a8d3b,c3,c2,26,p2,?,surb={'id': '112e767f-000d-41d7-b2f1-c04fbf3320f3', 'route': ['p2', 'e7', 'i7', 'x5', 'p3', 'c3']}
1769443826.7513633,SENT,021ba568-c976-4c12-bc71-71846191762a,87cf3d36-e361-4d56-a0d9-59889cd49143,c2,c5,3372,?,p2,
1769443826.7514966,CREATED,c329751a-27a7-4995-bae3-2a0e6f43b235,139d7550-5edb-46c3-896c-99d5e8d094b5,c2,c5,27,?,?,surb={'id': 'bbfe1b1d-15b4-4b2c-b4a6-aa3b28ad8f6f', 'route': ['p2', 'e10', 'i1', 'x11', 'p2', 'c2']}
1769443826.9121137,RECEIVED,3cec9a69-2d35-40ac-ab1b-a8fce4dfe69d,faf8f21c-0402-45e5-8184-b932840f4066,c3,c2,27,p2,?,surb={'id': '72ff056e-2907-473a-8231-72dc88df4d16', 'route': ['p2', 'e11', 'i3', 'x4', 'p3', 'c3']}
1769443827.714106,SENT,80a06c3d-d868-4302-911d-a6b46436db74,93eb0757-a478-421d-8e5b-acd722473f01,c2,c5,3355,?,p2,
1769443827.7142406,CREATED,213e534c-7f12-44d2-95f7-024f35b765e8,9d0a414c-85f0-4682-8f5d-59bd0ad61c0b,c2,c5,27,?,?,surb={'id': 'ecb09ecb-1e92-4aa6-9408-85979748d045', 'route': ['p2', 'e8', 'i8', 'x6', 'p2', 'c2']}
1769443827.757186,SENT,21b2f35b-908d-464c-a582-632371069014,721b9c75-cef8-49b1-aeee-fa3cfe4478b6,c2,c5,3388,?,p2,
1769443827.7573204,CREATED,94c27b36-509c-48bf-a50a-7c4e46d550d3,83ae1dee-c838-4aca-9c7e-fcec730be334,c2,c5,27,?,?,surb={'id': '26c085e0-5131-4174-84d5-0c710647b143', 'route': ['p2', 'e7', 'i12', 'x12', 'p2', 'c2']}
1769443827.8640163,SENT,bf611afa-07e1-45bc-bfc1-fcb674ca8d99,c1bcbeca-c5b8-480d-b706-4b40e9e4013f,c2,c5,3376,?,p2,
1769443827.8641658,CREATED,b03c23dd-5abd-4e1e-abe4-d0564a9d099d,284fa78b-40fc-4800-a7dd-f921747c4e84,c2,c5,26,?,?,surb={'id': '09f0c8fe-c260-4944-a5c7-f22ead7f4d7c', 'route': ['p2', 'e6', 'i3', 'x2', 'p2', 'c2']}
1769443827.8920345,RECEIVED,6e9c0583-c8b8-4577-b596-0a38a69134d5,08262648-83d6-4df4-af2c-ffdbf04405d5,c3,c2,27,p2,?,surb={'id': 'c1dc5874-88d4-4048-8cbd-65f6bc5f44d9', 'route': ['p2', 'e6', 'i6', 'x5', 'p3', 'c3']}
1769443828.0205452,SENT,45162371-e430-4412-a025-90b7548c4a79,060c8600-71c8-48ca-9ea4-b8940e0b3229,c2,c5,3376,?,p2,
1769443828.0206773,CREATED,045d69ed-ed4d-4561-b1a3-beaee453a692,a28e526c-c7e1-451f-9273-01551db74901,c2,c5,27,?,?,surb={'id': '0984de45-ff0f-4565-a6ee-be64ccd835fd', 'route': ['p2', 'e9', 'i2', 'x5', 'p2', 'c2']}
1769443828.0352297,SENT,4fd2e58a-c556-471d-9b5d-12e8a09fdcf5,22388c8e-f62b-44f6-8576-d8caf00fffe6,c2,c5,3389,?,p2,
1769443828.0353565,CREATED,5e5771d8-68d9-4cc7-a66b-bfe39e0530a7,12de86e9-ff7f-4d2c-a7bb-6774a4ffc00b,c2,c5,27,?,?,surb={'id': '60762893-de5d-48fd-9729-51cf28b0a2c6', 'route': ['p2', 'e11', 'i1', 'x5', 'p2', 'c2']}
