timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769443375.4173176,CREATED,e8ea6e9f-dac1-4a8d-8d28-72e2cb1cb340,441dd580-1b9b-4d37-8775-25dd048bb73a,c2,c5,26,?,?,surb={'id': '977f1e9a-ee8a-4671-b21c-aa0f7f38cc2e', 'route': ['p2', 'e8', 'i12', 'x11', 'p2', 'c2']}
1769443375.6614635,SENT,0c2ab673-3dd3-4e83-8c04-6c70d66cd6fe,72ad7185-7b1f-40ab-9e59-c196e8a4cb9e,c2,c5,3390,?,p2,
1769443375.6615994,CREATED,c90911e6-c3e4-4136-82d0-3f9223c1aafb,6d55bb45-2ba3-4b20-8316-8372e211f126,c2,c5,27,?,?,surb={'id': '874c7e71-c6f8-4121-b4e6-6da835418d9c', 'route': ['p2', 'e5', 'i11', 'x11', 'p2', 'c2']}
1769443375.7638268,SENT,4d0b7fb2-b37a-40e0-9bed-9f9f698c56ca,0610d36d-64c0-4e9f-a339-fa966b653e5f,c2,c5,3400,?,p2,
1769443375.7639565,CREATED,58dd97d6-6879-4843-825e-95e0d592cacb,f4599975-3f27-451f-aba7-59a63faf2af2,c2,c5,27,?,?,surb={'id': 'e46f5706-56d3-4a8f-9fd4-d22cf1b57bd5', 'route': ['p2', 'e10', 'i7', 'x1', 'p2', 'c2']}
1769443375.8672922,RECEIVED,1eca382d-b1c1-4488-a3b9-ad90655ad9e6,d5479a66-b4f3-4d0a-8737-cab96e3a53a8,c3,c2,27,p2,?,surb={'id': '33d9d347-3da5-41c5-b62f-d4c10d81253e', 'route': ['p2', 'e5', 'i9', 'x10', 'p3', 'c3']}
1769443375.9878466,SENT,6b9de050-824a-4b70-b2d3-5b606d22d294,5c2123c5-0b41-4261-b43a-b3a992619222,c2,c5,3383,?,p2,
1769443375.9879777,CREATED,0ee56e1d-7561-40f4-895e-cc47d9183b44,2a0e5fc4-a4e3-407a-8ed5-b57a15941c25,c2,c5,26,?,?,surb={'id': '96beb906-7eec-4e77-8954-8620c804ecd2', 'route': ['p2', 'e9', 'i6', 'x4', 'p2', 'c2']}
1769443376.2605245,SENT,a7164b7f-dd57-4ff5-a894-935c157aa27c,a877d488-7a14-4307-b1de-2806b3409f10,c2,c5,3396,?,p2,
1769443376.2606504,CREATED,abb0b5e4-87d1-4808-aec2-3dd417b90427,34f91049-93e0-4bf8-b200-612f248c81ca,c2,c5,27,?,?,surb={'id': '29ba4398-c2b5-4be7-8137-fac6355e1bc1', 'route': ['p2', 'e3', 'i10', 'x3', 'p2', 'c2']}
1769443376.4939353,RECEIVED,61c3f636-0b61-4059-bb2b-085005fbcd2b,320ad3df-2eb2-40ed-8e1c-0b4b18f2983e,c3,c2,27,p2,?,surb={'id': '50b82323-89fe-42bb-a571-788fc318d841', 'route': ['p2', 'e3', 'i3', 'x5', 'p3', 'c3']}
1769443376.6637323,RECEIVED,f4bbff7d-c044-499d-92ca-3441a7558710,87873fd5-f268-4251-8aeb-f46a87484e64,c3,c2,26,p2,?,surb={'id': '9bcf5a1e-0163-493a-b277-0642e5c9ed0d', 'route': ['p2', 'e3', 'i1', 'x2', 'p3', 'c3']}
1769443376.6878226,SENT,faf36353-ea58-4299-8761-119f2aedeefa,c43b0d40-aef3-40bd-9e65-e5e063b782c9,c2,c5,3376,?,p2,
1769443376.6879566,CREATED,08a8edf6-e810-4223-a794-e16d69794d4d,b68aea70-c988-4744-979c-00fced549144,c2,c5,27,?,?,surb={'id': '428c795d-14d2-4324-9318-9be4aa9cfa30', 'route': ['p2', 'e8', 'i7', 'x4', 'p2', 'c2']}
1769443376.9629834,SENT,e3f03393-e7c9-4100-a19e-cdd4f927a6a2,0448a2ee-25b3-4b8f-b06a-f8c4c7db4e29,c2,c5,3376,?,p2,
1769443376.9632697,CREATED,5a114a15-e7c0-429d-a921-ac43c64f98e4,632f4949-9d6e-4cd6-a59c-e65c92f7cbcf,c2,c5,27,?,?,surb={'id': '588d0f2e-a48a-4e0e-86b2-301007be37c7', 'route': ['p2', 'e5', 'i4', 'x5', 'p2', 'c2']}
1769443377.1320786,RECEIVED,5c380d4e-f8ea-42f6-ab0a-eef8f694da03,d1a23dc2-78ba-47e5-9d61-6211d79e6b2b,c3,c2,27,p2,?,surb={'id': '2a746368-5930-4af3-857b-a0ae52b00968', 'route': ['p2', 'e2', 'i12', 'x3', 'p3', 'c3']}
1769443377.2072277,SENT,31d78695-05bf-42b8-b6cf-b9db0e14b0f1,550f100a-2058-4044-95b4-e1b2ef4e710a,c2,c5,3387,?,p2,
1769443377.2073398,CREATED,63cc4bde-14f0-4589-ad39-af0371620cf8,9c7e38b2-d55c-4073-918f-a6ec2eacd08f,c2,c5,27,?,?,surb={'id': '7956c424-e3ab-4763-b066-c342bfd3f213', 'route': ['p2', 'e6', 'i8', 'x1', 'p2', 'c2']}
1769443377.2417538,SENT,b5b4948a-c551-4e1e-b943-5e8b3fa5241a,e39bd0f0-8e42-44e8-8543-d95635ec2af9,c2,c5,3400,?,p2,
1769443377.2418742,CREATED,0362f953-210b-4a2c-9f86-19d7a3039d80,b675eb42-10c5-4e8a-9e1e-5c943cbfd60a,c2,c5,27,?,?,surb={'id': '9185dd94-ce90-4bb1-b0aa-11aa35a981ef', 'route': ['p2', 'e10', 'i11', 'x3', 'p2', 'c2']}
1769443377.6408494,RECEIVED,afa41d72-c663-4dd4-ba0f-f41ae661fa1c,82315fec-3718-4126-bb13-a454baf36847,c3,c2,27,p2,?,surb={'id': 'f72a2ea3-d074-4e40-b580-472e8ea60b15', 'route': ['p2', 'e2', 'i4', 'x10', 'p3', 'c3']}
1769443378.1489344,RECEIVED,f2ad6f9c-4a92-4f4a-8b12-515f92541bf5,01a2848e-2d1a-4758-bae5-0121d57a4500,c3,c2,27,p2,?,surb={'id': '8d4b45fa-fea8-4e96-bfb5-3c19cb95dc35', 'route': ['p2', 'e8', 'i8', 'x12', 'p3', 'c3']}
1769443378.152936,RECEIVED,1a3c57f3-e65e-44d5-bc5c-dc00817508ed,a150e779-332b-489e-96f2-ffb2696b0d10,c3,c2,26,p2,?,surb={'id': '9441d5d9-3758-46f7-8919-0436cd0c38cf', 'route': ['p2', 'e1', 'i1', 'x8', 'p3', 'c3']}
1769443378.1797335,RECEIVED,44f6750b-c676-4f3c-be5f-4ddf50828891,06afe0a8-1bfc-4123-b7ea-75e8ab433a92,c3,c2,26,p2,?,surb={'id': 'c2eb8a30-c2c3-4b2c-9c07-a323c0ac281c', 'route': ['p2', 'e12', 'i9', 'x2', 'p3', 'c3']}
1769443378.487338,RECEIVED,802e266c-92a3-4012-ae64-526961056e15,bcedef28-0b9b-4b1f-8c15-39cbfa2c8a06,c3,c2,27,p2,?,surb={'id': '5be346ce-053e-4955-8976-beead8a9e583', 'route': ['p2', 'e8', 'i9', 'x10', 'p3', 'c3']}
1769443378.5770273,SENT,e8694bac-19e5-4775-a605-37bac32e5041,974429d2-41d9-4a79-8e1d-6efed57dfeab,c2,c5,3379,?,p2,
1769443378.57715,CREATED,43dd437e-bc72-40db-902d-834c6c219620,793ee2cb-1e74-48f6-be74-38532d313332,c2,c5,27,?,?,surb={'id': '822afce9-c2ed-46ed-b131-61374ee3761e', 'route': ['p2', 'e3', 'i5', 'x11', 'p2', 'c2']}
1769443378.5928292,RECEIVED,f42c9d09-21cb-47e7-a6c8-4687b2641fbf,ed44d39b-eeb6-4e15-ad35-278656db300a,c3,c2,27,p2,?,surb={'id': 'c165235f-2483-4d18-ab26-5c746f3cdcd8', 'route': ['p2', 'e7', 'i5', 'x4', 'p3', 'c3']}
1769443378.6061254,RECEIVED,15f95ff8-4e1f-40ac-9e76-a0034db0083a,66088841-cb9d-4a48-b4f2-b3ae06410405,c3,c2,25,p2,?,surb={'id': '469781f5-93a2-4cd9-b5cf-0da2e2555d7c', 'route': ['p2', 'e10', 'i5', 'x12', 'p3', 'c3']}
1769443378.6188502,RECEIVED,5dd2e9b3-904b-496b-9998-32675039b80c,7156776a-725e-48b6-80c1-a5dad533c070,c3,c2,27,p2,?,surb={'id': '9a90866c-10e1-4826-8201-2c75c675bea3', 'route': ['p2', 'e11', 'i12', 'x2', 'p3', 'c3']}
1769443378.7766812,RECEIVED,59a29da3-d117-44e2-a43a-2af09bafb85e,28ea77e0-465c-4698-ba00-80581fec837d,c3,c2,27,p2,?,surb={'id': 'ace43e6e-6544-4a14-b603-4ceb95de124e', 'route': ['p2', 'e9', 'i7', 'x2', 'p3', 'c3']}
1769443378.9659393,RECEIVED,97f4ab76-f711-4bae-9131-46bca13206bd,4365dba2-7beb-4a7f-935e-c7b3fa7a4408,c3,c2,27,p2,?,surb={'id': '3ffc68b1-1760-4173-8f72-3fc935255624', 'route': ['p2', 'e2', 'i8', 'x3', 'p3', 'c3']}
1769443379.1114032,RECEIVED,741b37f9-ecfb-4944-87f8-7e723b6b021d,86d0eca2-a0b6-46c0-9c81-89528c89274c,c3,c2,26,p2,?,surb={'id': '81f3e44f-ef14-4be1-bcbc-4b3eec6994d5', 'route': ['p2', 'e1', 'i11', 'x10', 'p3', 'c3']}
1769443379.2226925,SENT,47b350c4-22ae-4df6-abe9-3f1e3ed550c6,b4d1402a-6fec-4f97-aca7-51c82a4bf60d,c2,c5,3383,?,p2,
1769443379.222824,CREATED,db8debfc-34be-42fa-b5be-8c07fe43bc8b,fca74949-0033-4c16-8ad2-a6e44b1f166a,c2,c5,27,?,?,surb={'id': '11f40ed6-b1e9-42aa-b71e-2ff6723a156f', 'route': ['p2', 'e5', 'i12', 'x2', 'p2', 'c2']}
1769443379.4809558,SENT,19b12820-7ed6-4b64-a472-b1c080001d4d,d5de0a1e-7e44-444e-a217-b2b82dfc0e27,c2,c5,3385,?,p2,
1769443379.4810274,CREATED,e1ef70c9-9c05-436c-b7bd-414be7074ea6,7e2bbace-22b8-432d-9e84-67448be9ae62,c2,c5,27,?,?,surb={'id': '7cdd1b8e-164e-4081-a599-e7f01d307cdb', 'route': ['p2', 'e12', 'i9', 'x7', 'p2', 'c2']}
1769443379.602719,RECEIVED,3dffa8c1-ecf9-4e50-b1a2-a06da51e7ce5,5321f1b2-5834-43e4-b91b-c2cd7be3fee9,c3,c2,26,p2,?,surb={'id': '32b68fcc-4759-4e5d-b7a4-07fe80de0d9b', 'route': ['p2', 'e4', 'i1', 'x11', 'p3', 'c3']}
1769443379.8693695,SENT,20976f6b-1a9f-4927-8d7b-f191bb351146,0dc3d19b-ec68-45c9-ba4b-f6540865756b,c2,c5,3377,?,p2,
1769443379.86953,CREATED,45b97a6b-83e2-44ff-abc2-feec61dc65bf,2ba88950-4b4d-4dbd-b71e-549992c05d62,c2,c5,27,?,?,surb={'id': 'd1d6162e-5e27-4fe1-9bb0-5f388209af6a', 'route': ['p2', 'e4', 'i1', 'x1', 'p2', 'c2']}
1769443379.914871,SENT,7ef0e0b8-149d-485b-875f-bad9d0fb3c24,3c52cb19-0cec-47a4-ade3-ee54f36094ea,c2,c5,3383,?,p2,
1769443379.9149415,CREATED,7ca37519-b1cb-42b1-bffd-8e786c5ca6c0,fb8c1d71-c140-4825-8856-87c440db2ed5,c2,c5,27,?,?,surb={'id': '4d9c294f-6100-4f7e-85f8-5e84f9943f28', 'route': ['p2', 'e8', 'i4', 'x6', 'p2', 'c2']}
1769443380.0279067,RECEIVED,9bac3a06-c250-48ff-a230-9ebc1fce7727,cefe8798-457d-47e9-a5e8-2fbd4bfd4c3a,c3,c2,27,p2,?,surb={'id': '700af331-bddc-4f6d-b5b5-1ac33f0de078', 'route': ['p2', 'e6', 'i10', 'x4', 'p3', 'c3']}
1769443380.1802878,SENT,1e7d769a-150c-4790-86eb-d2edb8c08ff7,19104b06-6cb6-4282-be57-ce9a354e438f,c2,c5,3397,?,p2,
1769443380.1803992,CREATED,1d23a415-d3cf-4c24-ae4b-3cdf0b712b44,0f5bae5b-f4bd-44f4-8434-1dab617f86bb,c2,c5,27,?,?,surb={'id': 'f46dc024-ff10-4e6a-8f41-328354889328', 'route': ['p2', 'e7', 'i6', 'x1', 'p2', 'c2']}
1769443380.3040273,SENT,2c3ab935-adb6-40ae-8a79-76ec5afd3f5b,b115f185-651a-457f-b7ba-4072adb998d8,c2,c5,3384,?,p2,
1769443380.3049386,CREATED,c29bd5e8-497b-4248-b699-458e423e1d2b,29c827e4-bc10-43ff-b524-72b23e1efff7,c2,c5,27,?,?,surb={'id': 'cde56aad-6285-4ae9-807f-b1b22443a805', 'route': ['p2', 'e3', 'i3', 'x4', 'p2', 'c2']}
1769443380.7576034,RECEIVED,abe359b4-a8fd-4ed0-a231-d9f08e658c43,6c2037c9-c7ad-45cf-9da0-b51c24be9968,c3,c2,27,p2,?,surb={'id': 'a97a9c8d-6f20-4979-9801-2a0f1aed79db', 'route': ['p2', 'e6', 'i6', 'x6', 'p3', 'c3']}
1769443380.9742062,SENT,b40b8f43-cd52-4294-88f1-6dc6a883eeda,c6a373bf-fa04-4b78-8145-b611f5facf9c,c2,c5,3384,?,p2,
1769443380.9758754,CREATED,623d920d-d0f8-41db-aec1-732a0c6de07e,4ee3275f-39bb-4168-9a26-25f1070c84e2,c2,c5,26,?,?,surb={'id': '86cfe8fe-7fdf-467a-baa2-012842c3889d', 'route': ['p2', 'e6', 'i9', 'x11', 'p2', 'c2']}
1769443381.218441,SENT,88f8f3f7-2afb-424a-a1be-b2bf2d43e19d,674a0189-1cd2-4cb3-8f7f-571efb020633,c2,c5,3363,?,p2,
1769443381.2185087,CREATED,4ad5b645-2a35-4cc1-be94-9297c21a1622,55e9b012-52e0-41af-a2fb-60e080b88359,c2,c5,27,?,?,surb={'id': '7ecc1027-c5a2-47e8-87e5-de4d1a9f72ed', 'route': ['p2', 'e6', 'i1', 'x8', 'p2', 'c2']}
1769443381.4725175,SENT,f1adf129-a008-455e-87cc-f14f5d7f948c,1f30eddf-50d3-4c5d-80ec-b75571a4bdd0,c2,c5,3395,?,p2,
1769443381.4725883,CREATED,0ac0db91-175f-43df-af76-12ee77ed0856,ca55ac6e-2506-4f67-927e-88c35090ecf3,c2,c5,27,?,?,surb={'id': '48a3ba08-f3bf-4e85-8a2d-1a6e8cb4f8e9', 'route': ['p2', 'e5', 'i11', 'x12', 'p2', 'c2']}
1769443381.6993039,RECEIVED,9b95d7d0-d3cd-4801-a372-46e66a0b3a80,dcf6a21a-4fe5-4ba7-ba64-2ca1376c5a75,c3,c2,27,p2,?,surb={'id': 'abc4e5c9-74ba-4d62-b885-567fae487373', 'route': ['p2', 'e6', 'i8', 'x9', 'p3', 'c3']}
1769443381.719021,RECEIVED,de6e3ba2-0fa9-4372-9218-ead85ed0517f,aa60af33-c92b-415d-a96d-b12cd47dcec8,c3,c2,26,p2,?,surb={'id': '39714c7c-1cc7-4534-9c28-0739d918fa0b', 'route': ['p2', 'e12', 'i6', 'x1', 'p3', 'c3']}
1769443381.8298688,RECEIVED,68f42393-ee52-481b-9b5e-b696ba64189c,1e1f2c73-e8ea-488e-ae99-62dbb4c7840e,c3,c2,27,p2,?,surb={'id': 'e694dabc-3167-4704-aa86-619867e7392a', 'route': ['p2', 'e10', 'i5', 'x1', 'p3', 'c3']}
1769443381.9011471,RECEIVED,b693525f-0255-4a7c-921a-a351305f7316,ae4b02c2-288d-4d3c-8a1d-bdbec96d4503,c3,c2,26,p2,?,surb={'id': '1a44acb7-2eda-4492-9174-cad8bf84a7c3', 'route': ['p2', 'e6', 'i1', 'x9', 'p3', 'c3']}
1769443381.9130747,SENT,9a3fbc1c-af68-4e2c-8d06-cc7029f8f737,afdc8535-5fb8-4c54-8fc0-7eb19764cb3f,c2,c5,3380,?,p2,
1769443381.91318,CREATED,004f6f24-180c-4c39-8e23-92ff11e72556,31263f4c-8df7-4e18-9cd6-9eb19aaab1a3,c2,c5,27,?,?,surb={'id': '04ad4782-7510-4fd3-9f16-93789a944d3a', 'route': ['p2', 'e4', 'i8', 'x10', 'p2', 'c2']}
1769443381.9444554,SENT,e6dbde28-a420-4aa0-851f-e886a36c0db9,7adfe58b-b077-48b8-9279-79c8cbe85d43,c2,c5,3359,?,p2,
1769443381.9445581,CREATED,5200655c-cd09-4e61-820f-d8128b496773,d9383408-8d55-4c5e-b621-9284d92fae55,c2,c5,27,?,?,surb={'id': 'ddb48ec2-59f9-4577-b0dd-3f94d804bb7e', 'route': ['p2', 'e2', 'i9', 'x9', 'p2', 'c2']}
1769443382.3347814,SENT,4e6e364d-9a97-4497-8453-7275f10be7cc,132d9853-a677-47ec-99e9-c31a8ddd7a63,c2,c5,3384,?,p2,
1769443382.33488,CREATED,73f67900-ebf2-4951-a2e9-48861f6c84ee,4837b57b-02f9-4d5d-bf9a-1fc69d56abc6,c2,c5,26,?,?,surb={'id': 'bb8b3e32-18d8-4fb5-8429-ac8eb4cfba78', 'route': ['p2', 'e10', 'i7', 'x6', 'p2', 'c2']}
1769443383.269686,SENT,c0013d18-6e20-4e6a-86d5-173c56930001,3e41aaca-f65a-46c5-a80c-6cc715554778,c2,c5,3385,?,p2,
1769443383.2698374,CREATED,de8041fd-d35e-4949-86b8-51676f87d153,8fe83378-a65d-4a8b-b26e-3f85e60871c7,c2,c5,26,?,?,surb={'id': '8ca43485-9137-4700-9ed2-a8d95b6f8f00', 'route': ['p2', 'e6', 'i11', 'x9', 'p2', 'c2']}
1769443383.317711,RECEIVED,a0023950-80b7-4f8f-93a8-4351f6ce2504,a3f712bc-a640-47d5-98ae-be9418abb08a,c3,c2,27,p2,?,surb={'id': '862bf8e0-0a63-463e-a619-9f35c4aaf539', 'route': ['p2', 'e6', 'i7', 'x3', 'p3', 'c3']}
1769443383.4982314,SENT,bb332d7e-1d4b-48b8-9f8e-f5019b31b0a6,c69d5b7d-c39f-4f13-9312-ddceb30a6667,c2,c5,3381,?,p2,
1769443383.4983685,CREATED,80db614f-cba1-41a3-b3e7-fbc9080074bc,b22fb4e5-569b-4e1f-8ee1-09799817a86a,c2,c5,26,?,?,surb={'id': '8e4a7762-2490-4eb7-8d48-839f67e01103', 'route': ['p2', 'e6', 'i10', 'x8', 'p2', 'c2']}
1769443383.681871,SENT,881d0cdb-69bc-4860-a5d8-7e1a37e27bfa,db087c6b-c900-45bf-b526-c651069c820e,c2,c5,3376,?,p2,
1769443383.6819475,CREATED,065319c3-1286-453b-9636-3447d0b7b918,8d96b04a-4b2e-4d83-a95b-11f9c985009e,c2,c5,27,?,?,surb={'id': '057716af-1399-4b8b-94aa-afce11888909', 'route': ['p2', 'e6', 'i5', 'x4', 'p2', 'c2']}
1769443383.7796745,RECEIVED,e00b14db-97c7-4187-b4ca-3a01db6e71c7,d817ffc2-0f22-46cc-aa08-09baedaae180,c3,c2,27,p2,?,surb={'id': '9c5f2192-7ac1-4304-83cb-33c2af9f56f3', 'route': ['p2', 'e9', 'i9', 'x9', 'p3', 'c3']}
1769443383.803029,RECEIVED,a8d723d6-de83-4ff2-b619-48c1902865ea,0784966d-e39a-4e21-875f-1e15ff2f484b,c3,c2,27,p2,?,surb={'id': 'd3b8bbd7-8017-460d-a26b-888e40f59a9a', 'route': ['p2', 'e7', 'i7', 'x1', 'p3', 'c3']}
1769443383.8959863,RECEIVED,1e84f24e-5608-4adf-8969-bf40c9e901d9,ee7b0dd2-cac1-45a9-adc2-ff4e56b76cba,c3,c2,27,p2,?,surb={'id': '39e02cb3-b57f-47f2-bc9f-a2c65cc1a7ae', 'route': ['p2', 'e8', 'i3', 'x2', 'p3', 'c3']}
1769443383.9942577,RECEIVED,6612dcf6-d6cc-4040-a49a-afbec4a63cb5,82134b9f-8171-4eb0-b2d4-9476dcef5b26,c3,c2,27,p2,?,surb={'id': 'bc8d7272-f090-4c94-b34c-e99396595efe', 'route': ['p2', 'e9', 'i7', 'x10', 'p3', 'c3']}
1769443384.0505013,RECEIVED,1f19f380-fea2-4c5c-8efb-c9989bedd5c4,826eddf3-d33a-4337-ad7a-4e648c6ccb13,c3,c2,27,p2,?,surb={'id': '18506f7e-edc2-442b-81a8-7ba3c9ea9558', 'route': ['p2', 'e5', 'i6', 'x10', 'p3', 'c3']}
1769443384.2943046,SENT,5ad02bcd-c91f-43d5-af2d-7eadffa9fe16,f9de4e09-1d76-4cb6-a740-89b66679ab41,c2,c5,3383,?,p2,
1769443384.2944539,CREATED,afaa2a9c-3a47-4659-b4a3-aa2f6de6b880,dd4cc67b-c4de-4347-9872-2319b8a32de4,c2,c5,26,?,?,surb={'id': '3c4c9b1d-8cc2-4c7a-a402-0652be7bfa7e', 'route': ['p2', 'e8', 'i9', 'x12', 'p2', 'c2']}
1769443384.5427687,RECEIVED,78066553-d397-46ec-8f93-23c1fde428df,5f70d940-6c38-40b4-854f-dae4763f4992,c3,c2,27,p2,?,surb={'id': '3c04a687-fb06-4af6-8a62-5e4cf4b5740a', 'route': ['p2', 'e7', 'i7', 'x8', 'p3', 'c3']}
1769443384.6447186,SENT,903491a1-a8c4-418b-b942-e7548cdc9315,9194ba6f-994f-4d43-9112-2fd23312db0a,c2,c5,3383,?,p2,
1769443384.6448035,CREATED,0cb5c87f-5934-40e5-8a2c-e852d6b5ea4b,ecdf377a-4dbd-47c6-ae5f-d8589233593c,c2,c5,26,?,?,surb={'id': '91a416e2-4afe-4edb-9d2b-554ed4c27e86', 'route': ['p2', 'e4', 'i6', 'x7', 'p2', 'c2']}
1769443384.7750065,SENT,fd4b7504-ded0-477a-b525-0729cbdcf4da,4dee3ae4-4000-4f1b-8f98-a9459d72a79b,c2,c5,3400,?,p2,
1769443384.775105,CREATED,3cec87a2-bb74-4692-bee8-e4f73c9db35f,63ebf005-a819-41ea-a330-c1386921a9e4,c2,c5,26,?,?,surb={'id': 'a491c1e5-16ea-46a8-ab07-2c92fbc1419b', 'route': ['p2', 'e10', 'i4', 'x12', 'p2', 'c2']}
1769443384.928092,SENT,e61a25df-3b3e-443e-9997-5a7a56ea840a,e744eb41-d77a-43a5-8306-28f105921af0,c2,c5,3388,?,p2,
1769443384.92819,CREATED,5b6db687-4620-4e14-907a-010f2290056b,41ec3a2d-7d6b-4bb9-af88-a84ca1e72da3,c2,c5,26,?,?,surb={'id': '550ccdcc-529b-4d65-a13a-9cd50d0011a0', 'route': ['p2', 'e12', 'i12', 'x9', 'p2', 'c2']}
1769443384.960633,SENT,b1dae2db-eb0b-43ce-8b40-fc194bce93eb,e2f9233d-3b27-4798-ba71-29b80692edbe,c2,c5,3376,?,p2,
1769443384.960786,CREATED,477fd0ef-5670-4415-8eff-d987bb02898a,f0909b2d-e262-4935-b63b-afcaee718f23,c2,c5,27,?,?,surb={'id': 'f81c7f9a-4eec-4e44-997c-342d34e14aba', 'route': ['p2', 'e11', 'i6', 'x1', 'p2', 'c2']}
1769443385.1093907,RECEIVED,99b2b697-3dd7-4bb4-9038-50a0b52bdc8c,0eda7667-e49e-4a15-bf18-7f274e99c4b4,c3,c2,27,p2,?,surb={'id': '8f236b0f-33ec-4edf-a5e2-28c7223fc11c', 'route': ['p2', 'e4', 'i2', 'x6', 'p3', 'c3']}
1769443385.3751063,RECEIVED,49c08ace-75e8-48f1-9f46-3cceb638c435,15234984-e89d-4f87-8c6c-b3d36b7d7023,c3,c2,26,p2,?,surb={'id': '704cb9b2-40f8-4ff6-b9e4-ef3ca826ca77', 'route': ['p2', 'e7', 'i1', 'x2', 'p3', 'c3']}
1769443385.7212079,RECEIVED,357eb04e-7688-4a6c-9ad6-6c601bfaaeda,4029a4a2-ea26-4171-9e54-5de7526295db,c3,c2,27,p2,?,surb={'id': 'be9668b4-1a6f-4dbb-9f43-cb0cc9a02ad6', 'route': ['p2', 'e7', 'i2', 'x7', 'p3', 'c3']}
1769443386.003703,SENT,2b968e07-3551-459d-a354-abecb79ac77d,59e8467e-48a2-49fd-adb8-1ab426fae9c3,c2,c5,3376,?,p2,
1769443386.0061793,CREATED,2dedcfe0-1299-47e3-b0d5-358a8eab91f4,5f36142f-19e4-4502-9723-ee0b5be40f27,c2,c5,26,?,?,surb={'id': '87b52792-a738-4cb2-b15b-920c2bc3b71d', 'route': ['p2', 'e9', 'i8', 'x6', 'p2', 'c2']}
1769443386.1711922,SENT,859b08ce-4930-46c9-9584-1ec4efeb8072,69a9316d-d1e1-4820-abf5-b434def104f2,c2,c5,3376,?,p2,
1769443386.1712523,CREATED,9e5bc696-f265-4418-93e2-37e6ad0d5c65,2e07b737-29b2-44a3-9095-689c310d2ba8,c2,c5,26,?,?,surb={'id': '6eab8a5c-69b6-4797-a6e4-275aaae869c4', 'route': ['p2', 'e2', 'i12', 'x5', 'p2', 'c2']}
1769443386.2431242,RECEIVED,ed6832ab-9b90-4009-9f3b-bda5909083a8,1fc1d1df-4542-47e2-bdd9-c13d589c6e9b,c3,c2,27,p2,?,surb={'id': '528c6fad-59ec-42b4-ba04-71dbb2f08dab', 'route': ['p2', 'e7', 'i9', 'x2', 'p3', 'c3']}
1769443386.335858,SENT,24fcd2dd-2503-4a50-97fc-c523198fadfa,85fc2013-2f8a-42f7-ba7d-3b8e56bc3601,c2,c5,3394,?,p2,
1769443386.335947,CREATED,24ea50f4-8178-4e9e-96c3-db11d656d139,5d12471a-be6f-4918-a85d-3783a04c9384,c2,c5,27,?,?,surb={'id': 'c2c77551-43ea-472e-8b92-18bc66ba8544', 'route': ['p2', 'e1', 'i10', 'x12', 'p2', 'c2']}
1769443386.3952036,SENT,92671dd3-c99b-4869-8a7e-f0bdba4f4647,470d027d-13dc-4c68-9928-9a63887921cd,c2,c5,3377,?,p2,
1769443386.3953264,CREATED,8313adc4-9333-4dbc-8ec3-c666233ba403,047852bf-1123-45d7-8dbe-a94dfe93d0f1,c2,c5,26,?,?,surb={'id': '948dddf7-f936-430d-a9dd-c18624a178f9', 'route': ['p2', 'e2', 'i6', 'x12', 'p2', 'c2']}
1769443386.4184132,SENT,87a51a27-19aa-4035-98b5-b0d003cf231c,6048e02e-7866-4229-9e47-05b0ec978cf7,c2,c5,3376,?,p2,
1769443386.4185185,CREATED,a1bb2079-2e1a-47b3-9226-50dff151fa6c,edf1e488-2019-4544-9e07-8a47e7998754,c2,c5,27,?,?,surb={'id': '931a43a6-1d5d-4439-a166-2e7008459c5b', 'route': ['p2', 'e3', 'i1', 'x11', 'p2', 'c2']}
1769443386.4299934,RECEIVED,663acf82-60cc-4d71-9309-29034fd346a1,6126fc3d-db3b-458f-9fbc-72cc60d202a8,c3,c2,27,p2,?,surb={'id': 'eba875ae-7752-4366-a5bd-48b43b9cb690', 'route': ['p2', 'e6', 'i7', 'x1', 'p3', 'c3']}
1769443386.5699728,SENT,89e73996-6c3d-44ee-87ba-bca88422af6f,8ef45641-f23f-4150-9f16-e83e39d44d72,c2,c5,3376,?,p2,
1769443386.5700986,CREATED,2efb5289-ae04-4d72-94a1-09666ee96a9c,5eff4cea-a6d8-45fd-b167-02585a4c6028,c2,c5,26,?,?,surb={'id': '895148bb-0b98-4276-93c0-58131a56642e', 'route': ['p2', 'e4', 'i3', 'x6', 'p2', 'c2']}
1769443386.7770762,SENT,184d76f4-4f51-4e2a-b167-5669f937bed0,e9020ff0-443a-461a-8b68-ad1db13e2ea1,c2,c5,3380,?,p2,
1769443386.7771907,CREATED,657ecf41-9974-45e3-95ad-56d2a135cc65,e3d387e4-e07d-4216-af76-a8797b87ea77,c2,c5,27,?,?,surb={'id': 'fdcd6345-eda8-4fcc-97ff-1cae42034f6b', 'route': ['p2', 'e2', 'i7', 'x12', 'p2', 'c2']}
1769443387.0397072,SENT,681b2859-54f4-478a-a996-07adb25c7bc6,a64ac371-5674-4199-8e62-2c2f95573b43,c2,c5,3360,?,p2,
