timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769393814.385767,RECEIVED,d6f6f982-79e8-4bff-a238-09f13eb75bf4,80c9d380-3f51-4a44-b6e2-28d5efe3f917,c4,c2,27,p2,?,surb={'id': '366e9e19-9384-4d29-945d-0b19dc92f174', 'route': ['p2', 'e2', 'i9', 'x1', 'p1', 'c4']}
1769393814.404044,SENT,9ceb6122-cf2f-454e-b700-932f6a6b70dc,c72bdc26-9e02-4cbd-a3f1-35854cbd908c,c2,c5,3379,?,p2,
1769393814.4042127,CREATED,d6f9c6c2-ba8c-4c19-be1e-e9f64900e807,d6e6ff51-c2f6-4bcf-a220-0a7e94ec82b7,c2,c5,27,?,?,surb={'id': '7e4e4da8-3646-4653-a6fd-bced42ae757f', 'route': ['p2', 'e7', 'i1', 'x3', 'p2', 'c2']}
1769393814.4834194,SENT,8e0296e3-32fd-4649-a2c1-8e59a9d621f2,3891fb52-12bc-4884-a374-9a55e44a8753,c2,c5,3393,?,p2,
1769393814.4835732,CREATED,acf095d1-59b4-4a85-98ea-18f694f77119,890a7079-7866-46ad-b434-40e3bc0a98ac,c2,c5,27,?,?,surb={'id': 'eccf389d-1ed3-4951-ac7e-ec6aa93f1cf2', 'route': ['p2', 'e6', 'i3', 'x12', 'p2', 'c2']}
1769393814.7494118,RECEIVED,e84993eb-274d-41fa-a293-d00b1ecac411,d5a3d930-c263-424e-a347-16abf39bf3be,c5,c2,26,p2,?,surb={'id': 'e0148238-5b7b-4e74-8284-1600bfde62be', 'route': ['p2', 'e3', 'i4', 'x4', 'p2', 'c5']}
1769393815.1291425,RECEIVED,947f950a-8b5d-4e2d-9b76-898d33726383,c5d9bb83-dfd8-46f2-a9d8-2ed93d5e632a,c4,c2,26,p2,?,surb={'id': 'f586343b-834f-4eea-977a-ff9e04c87682', 'route': ['p2', 'e2', 'i1', 'x12', 'p1', 'c4']}
1769393815.2139316,RECEIVED,884fd731-53cd-4964-8411-fd5ef896538b,c5d9bb83-dfd8-46f2-a9d8-2ed93d5e632a,c4,c2,26,p2,?,surb={'id': 'f586343b-834f-4eea-977a-ff9e04c87682', 'route': ['p2', 'e2', 'i1', 'x12', 'p1', 'c4']}
1769393815.238188,RECEIVED,5001108c-c462-4cb1-b636-eb6753456ff7,3916a2c4-7382-47f7-a8b3-6fc23c2bb978,c4,c2,27,p2,?,surb={'id': 'ba11d030-bc24-444b-8477-dfbbc00fe379', 'route': ['p2', 'e6', 'i2', 'x8', 'p1', 'c4']}
1769393815.2431653,RECEIVED,8445eb8e-e8c9-4f00-823b-9e60cd861b17,d5281a76-70d5-43d9-a685-2980647536ba,c4,c2,27,p2,?,surb={'id': 'ca22c613-29a9-4712-b3b1-ea8be1008b40', 'route': ['p2', 'e11', 'i9', 'x4', 'p1', 'c4']}
1769393815.250853,RECEIVED,88dcd35d-590e-47a6-a59e-c80b0f6604a1,d5a3d930-c263-424e-a347-16abf39bf3be,c5,c2,26,p2,?,surb={'id': 'e0148238-5b7b-4e74-8284-1600bfde62be', 'route': ['p2', 'e3', 'i4', 'x4', 'p2', 'c5']}
1769393815.3398254,RECEIVED,572939eb-7061-4f53-8329-0f36623e54fe,3916a2c4-7382-47f7-a8b3-6fc23c2bb978,c4,c2,27,p2,?,surb={'id': 'ba11d030-bc24-444b-8477-dfbbc00fe379', 'route': ['p2', 'e6', 'i2', 'x8', 'p1', 'c4']}
1769393815.4833457,RECEIVED,870d95bd-df54-47a8-8e23-754fddfe34d5,2b462d49-8b54-45e6-9c2a-171462ea29a3,c5,c2,27,p2,?,surb={'id': '58c03351-180a-4435-b332-a51655642bef', 'route': ['p2', 'e7', 'i7', 'x3', 'p2', 'c5']}
1769393815.5346177,SENT,de1aeadd-ef9d-4563-a250-151b753845d5,7cff8968-ab41-4f89-ba51-b2b1f8f64919,c2,c5,3371,?,p2,
1769393815.5347652,CREATED,0e67199a-560b-40a6-a864-fb9d70e55c4a,890a7079-7866-46ad-b434-40e3bc0a98ac,c2,c5,27,?,?,surb={'id': 'eccf389d-1ed3-4951-ac7e-ec6aa93f1cf2', 'route': ['p2', 'e6', 'i3', 'x12', 'p2', 'c2']}
1769393815.5652814,SENT,d4c886d5-ed6b-46b3-b3b0-9d06fbb44905,be502a86-c653-4532-a626-6a6767d8cd2d,c2,c5,3378,?,p2,
1769393815.5654323,CREATED,297b93cf-15b6-4a58-ab3b-caced668617c,aa3dfb0d-9559-419c-816a-4cb701c0b70f,c2,c5,26,?,?,surb={'id': '7a7d9aab-a035-4478-8908-80d8a846c64f', 'route': ['p2', 'e3', 'i8', 'x2', 'p2', 'c2']}
1769393815.6131444,SENT,4ef82b66-aa18-4e54-bf0c-030f3bc00bfd,07ee4910-67b8-4c55-8bb9-a37e4366dad0,c2,c5,3376,?,p2,
1769393815.6132936,CREATED,e1342f04-99ec-4ddc-8730-81cc2e083272,aa3dfb0d-9559-419c-816a-4cb701c0b70f,c2,c5,26,?,?,surb={'id': '7a7d9aab-a035-4478-8908-80d8a846c64f', 'route': ['p2', 'e3', 'i8', 'x2', 'p2', 'c2']}
1769393815.7395968,RECEIVED,d5d8d3ea-929e-49ea-8df3-4f8f1fd0e154,72ea535b-da0a-4c6b-b792-966bd1020e96,c4,c2,26,p2,?,surb={'id': '91b98d2b-0648-4f94-8a00-29668fe5bf5d', 'route': ['p2', 'e11', 'i7', 'x11', 'p1', 'c4']}
1769393815.7931817,SENT,3b05ee92-f985-44bd-90c2-4ddaef0edff2,297353df-2ffb-43ac-97a0-1b88644d283a,c2,c5,3384,?,p2,
1769393815.7932594,CREATED,a402f119-5ed6-410d-be26-722cdcf609d3,f2fde426-0522-4219-8434-7b1ac8e713e0,c2,c5,27,?,?,surb={'id': '67ef1a7e-3d34-4c6c-b760-7ec90436e688', 'route': ['p2', 'e8', 'i4', 'x9', 'p2', 'c2']}
1769393816.080192,RECEIVED,2f8c534f-3038-4791-ade2-bcee6e4cd67b,17c96253-c888-4206-9242-452337856228,c4,c2,27,p2,?,surb={'id': '7aada571-4707-421a-b1ef-32d1510177da', 'route': ['p2', 'e9', 'i2', 'x2', 'p1', 'c4']}
1769393816.3150713,SENT,ce6481c9-81d3-4674-a5bf-6097e1d8dfa5,4ee838f0-325f-4ea7-ad50-99974a98c2e3,c2,c5,3376,?,p2,
1769393816.31522,CREATED,f6b98295-18d7-4209-a543-47b8034d9174,f2fde426-0522-4219-8434-7b1ac8e713e0,c2,c5,27,?,?,surb={'id': '67ef1a7e-3d34-4c6c-b760-7ec90436e688', 'route': ['p2', 'e8', 'i4', 'x9', 'p2', 'c2']}
1769393816.3513765,RECEIVED,a780aa47-8700-4549-b2df-27cb8ee405d2,9c5849fb-e431-4986-ba50-ba63e514ae2d,c5,c2,27,p2,?,surb={'id': 'd7bb6139-efef-4b37-9006-25cf5ed1f8d8', 'route': ['p2', 'e12', 'i7', 'x11', 'p2', 'c5']}
1769393816.4203646,RECEIVED,c695402a-c33f-4894-b475-74c9ef35fd01,7de56524-bc1b-47c7-8c1e-e9a34de7da95,c5,c2,27,p2,?,surb={'id': 'ba768a36-7a3c-4c54-815c-30c73775e50c', 'route': ['p2', 'e4', 'i12', 'x9', 'p2', 'c5']}
1769393816.5102522,SENT,72a47022-4f91-42e2-91c9-74b08bd0dabb,080b9fef-7124-4aa6-87e6-42baaf9d8790,c2,c5,3387,?,p2,
1769393816.5104065,CREATED,30d5c976-3204-4846-b326-60d72353ebb8,2ab8baab-ccd0-4dc1-957f-3465563882d0,c2,c5,27,?,?,surb={'id': '6fc8eb73-0870-4232-a250-eb4a5467246a', 'route': ['p2', 'e11', 'i11', 'x1', 'p2', 'c2']}
1769393816.5264497,SENT,7e88aaa4-7c1e-46ce-a3de-102fd5359394,43477bbd-91f5-4f99-a894-856f0ac4b251,c2,c5,3400,?,p2,
1769393816.5265992,CREATED,4ed2e882-23ea-47fd-8f02-8ab1fdd5b253,2ab8baab-ccd0-4dc1-957f-3465563882d0,c2,c5,27,?,?,surb={'id': '6fc8eb73-0870-4232-a250-eb4a5467246a', 'route': ['p2', 'e11', 'i11', 'x1', 'p2', 'c2']}
1769393816.6085773,RECEIVED,c205a0fa-4e71-46f9-8869-409fbce13fad,03feb5c6-06ef-4828-ac7c-c73b2d93b43f,c5,c2,25,p2,?,surb={'id': 'b6b62f3b-54d0-4d25-a01b-980683abaea6', 'route': ['p2', 'e3', 'i5', 'x9', 'p2', 'c5']}
1769393816.7179637,SENT,cf13a3dc-1738-441b-8058-837b07e7c48a,d9b4fa65-a936-47bc-aad1-ed29176d85b5,c2,c5,3380,?,p2,
1769393816.7181444,CREATED,7b45c962-b312-4a70-aaa2-aabbb3304940,39703590-9149-4f31-be29-0205b5e324d3,c2,c5,26,?,?,surb={'id': '84511cbe-ac27-4fa1-b9c1-89f868346c27', 'route': ['p2', 'e8', 'i8', 'x3', 'p2', 'c2']}
1769393816.7524643,RECEIVED,3cc0ee98-dc9a-4264-98c5-b732ba518dcb,747a18a0-6434-4857-acba-9b5e4aac0b61,c4,c2,26,p2,?,surb={'id': '049663cb-0ed5-4444-ae12-b594edd945fe', 'route': ['p2', 'e4', 'i3', 'x5', 'p1', 'c4']}
1769393816.9057875,RECEIVED,c6d832fc-f08e-4524-9b2a-a259c31bd21c,c31e82bc-d038-4069-9385-954442a4a177,c5,c2,25,p2,?,surb={'id': '12336927-9e09-46af-b1e9-63321a344dc7', 'route': ['p2', 'e8', 'i10', 'x1', 'p2', 'c5']}
1769393816.9606516,SENT,558815d9-c1a8-4a75-b376-1705ae660c63,c85c8871-61e4-473a-a52f-31de842a0213,c2,c5,3356,?,p2,
1769393816.9607987,CREATED,26722247-43cf-4d78-8536-fa223d08db4a,39703590-9149-4f31-be29-0205b5e324d3,c2,c5,26,?,?,surb={'id': '84511cbe-ac27-4fa1-b9c1-89f868346c27', 'route': ['p2', 'e8', 'i8', 'x3', 'p2', 'c2']}
1769393817.0286255,SENT,66692c2c-972f-4408-9090-14661f2af920,84fa5712-31d8-4c76-82a3-8ab3a0dd735d,c2,c5,3379,?,p2,
1769393817.0287898,CREATED,f8faad89-0d93-479d-9442-ae9f99b775bf,a635897e-d5c1-4783-9836-380e0c9208f9,c2,c5,27,?,?,surb={'id': 'f8b9b0d5-d3ca-44e0-b82f-d2c99d54d274', 'route': ['p2', 'e7', 'i10', 'x8', 'p2', 'c2']}
1769393817.265604,SENT,896459cc-9c03-4a9d-b548-459392f80b19,dffeebb3-2114-4b07-b2ab-df1b57fa5245,c2,c5,3376,?,p2,
1769393817.2657597,CREATED,e97141cf-00ec-49e0-8034-00c5fc3b591e,a635897e-d5c1-4783-9836-380e0c9208f9,c2,c5,27,?,?,surb={'id': 'f8b9b0d5-d3ca-44e0-b82f-d2c99d54d274', 'route': ['p2', 'e7', 'i10', 'x8', 'p2', 'c2']}
1769393817.2769175,RECEIVED,1a81ece8-c45c-4f5c-a371-a47b3a57b670,9c5849fb-e431-4986-ba50-ba63e514ae2d,c5,c2,27,p2,?,surb={'id': 'd7bb6139-efef-4b37-9006-25cf5ed1f8d8', 'route': ['p2', 'e12', 'i7', 'x11', 'p2', 'c5']}
1769393817.4003344,RECEIVED,f22f3f39-3c8d-4d9d-afd7-30069a7f7424,a3382879-1f8a-4082-a68d-d5cc04aaaf43,c4,c2,27,p2,?,surb={'id': '1764ede9-c0cc-4593-a743-dedc4028b475', 'route': ['p2', 'e2', 'i1', 'x2', 'p1', 'c4']}
1769393817.5731,SENT,1438a5c7-5abc-4830-8145-5b71332b9460,43bd291c-7fc5-4f98-bc7f-c3272411941e,c2,c5,3356,?,p2,
1769393817.5732563,CREATED,1671abb2-ee54-44fb-a766-aff8203f880b,8dbfe3d4-3c8e-456a-9c83-4e8133d5c7c0,c2,c5,26,?,?,surb={'id': 'bf496064-bcd3-48d3-8d7f-e6bed5e96434', 'route': ['p2', 'e7', 'i8', 'x5', 'p2', 'c2']}
1769393817.7889414,RECEIVED,531a92d6-05b8-4ae4-9825-bebf3e9dadee,747a18a0-6434-4857-acba-9b5e4aac0b61,c4,c2,26,p2,?,surb={'id': '049663cb-0ed5-4444-ae12-b594edd945fe', 'route': ['p2', 'e4', 'i3', 'x5', 'p1', 'c4']}
1769393817.9447668,RECEIVED,fae9e0a3-8141-48de-9878-574f0e318e95,a3382879-1f8a-4082-a68d-d5cc04aaaf43,c4,c2,27,p2,?,surb={'id': '1764ede9-c0cc-4593-a743-dedc4028b475', 'route': ['p2', 'e2', 'i1', 'x2', 'p1', 'c4']}
1769393818.066279,RECEIVED,de1c954b-c58e-4323-95a1-1fe1498f0fb9,7de56524-bc1b-47c7-8c1e-e9a34de7da95,c5,c2,27,p2,?,surb={'id': 'ba768a36-7a3c-4c54-815c-30c73775e50c', 'route': ['p2', 'e4', 'i12', 'x9', 'p2', 'c5']}
1769393818.2706368,RECEIVED,0a99952e-dd6a-4487-8100-c8f120957332,ece703f5-a05f-4345-831d-98df04e92428,c4,c2,27,p2,?,surb={'id': '55825790-e14c-4ca5-ab84-1df037ff9616', 'route': ['p2', 'e1', 'i3', 'x12', 'p1', 'c4']}
1769393818.4073894,RECEIVED,0539915b-99c7-4b10-acf7-20f81657ec83,72ea535b-da0a-4c6b-b792-966bd1020e96,c4,c2,26,p2,?,surb={'id': '91b98d2b-0648-4f94-8a00-29668fe5bf5d', 'route': ['p2', 'e11', 'i7', 'x11', 'p1', 'c4']}
1769393818.670397,RECEIVED,c9fc4065-cc53-48ca-99f1-6248ec1aaf93,8d9a0cb5-e7dd-44be-9dba-417258a68f4c,c4,c2,27,p2,?,surb={'id': '8dfe04ff-3a0c-4952-9705-53f851476c3a', 'route': ['p2', 'e11', 'i12', 'x4', 'p1', 'c4']}
1769393818.7247846,SENT,96255342-2f36-4fdb-85a6-332c4d3beb57,48006da5-8e78-40f8-b2d3-cb2a236910c8,c2,c5,3371,?,p2,
1769393818.7249324,CREATED,adc338a1-a995-49ce-a855-de440028a520,8dbfe3d4-3c8e-456a-9c83-4e8133d5c7c0,c2,c5,26,?,?,surb={'id': 'bf496064-bcd3-48d3-8d7f-e6bed5e96434', 'route': ['p2', 'e7', 'i8', 'x5', 'p2', 'c2']}
1769393818.7658503,RECEIVED,0fd06cf1-f88c-4300-b441-e598ad187fde,17c96253-c888-4206-9242-452337856228,c4,c2,27,p2,?,surb={'id': '7aada571-4707-421a-b1ef-32d1510177da', 'route': ['p2', 'e9', 'i2', 'x2', 'p1', 'c4']}
1769393818.940002,SENT,a32cbafb-8a9f-4a67-88d5-b07a0bafa235,ab35381a-b8f4-4ee6-9644-8b5f7ed44115,c2,c5,3375,?,p2,
1769393818.9402995,CREATED,73c9c1f0-9bce-4bd2-b189-c022ffb43ff1,124bcc17-70f1-4a72-9613-bd181906a03c,c2,c5,27,?,?,surb={'id': 'fe1fa73f-0485-4d16-8f35-60b304708463', 'route': ['p2', 'e11', 'i7', 'x7', 'p2', 'c2']}
1769393819.052404,RECEIVED,c1cf1dff-00fb-4d74-954d-6107036892e9,8d9a0cb5-e7dd-44be-9dba-417258a68f4c,c4,c2,27,p2,?,surb={'id': '8dfe04ff-3a0c-4952-9705-53f851476c3a', 'route': ['p2', 'e11', 'i12', 'x4', 'p1', 'c4']}
1769393819.1231825,RECEIVED,7ff4ee3b-c0ee-4697-8f5e-300873924b87,12e73de5-dca3-4de0-a236-b48997415e61,c5,c2,27,p2,?,surb={'id': '3019a1d6-0f40-46b7-a0af-09b784a9ae6e', 'route': ['p2', 'e4', 'i12', 'x3', 'p2', 'c5']}
1769393819.1675894,RECEIVED,0d62fe9d-7b71-402e-8e23-3da200795e20,2b462d49-8b54-45e6-9c2a-171462ea29a3,c5,c2,27,p2,?,surb={'id': '58c03351-180a-4435-b332-a51655642bef', 'route': ['p2', 'e7', 'i7', 'x3', 'p2', 'c5']}
1769393819.1763523,RECEIVED,a25c8230-ddf7-45f0-86ca-fc5bbebf0c17,b1301d7a-9bb3-41c0-9762-c7493d7fbe3e,c5,c2,27,p2,?,surb={'id': 'd28547dd-c088-4194-97eb-8e65b5d0ea6d', 'route': ['p2', 'e5', 'i11', 'x9', 'p2', 'c5']}
1769393819.1902792,RECEIVED,ab4453bf-440b-4e18-93ad-79d2cf6ef67c,c31e82bc-d038-4069-9385-954442a4a177,c5,c2,25,p2,?,surb={'id': '12336927-9e09-46af-b1e9-63321a344dc7', 'route': ['p2', 'e8', 'i10', 'x1', 'p2', 'c5']}
1769393819.2098176,RECEIVED,386a3e75-8080-4df9-bda1-50b40b4f0702,61b3e798-7faf-4041-b384-1ca15072e8be,c4,c2,27,p2,?,surb={'id': '5f3adf68-1a4d-4895-a8d6-d380b47c76f2', 'route': ['p2', 'e12', 'i3', 'x4', 'p1', 'c4']}
1769393819.2159913,RECEIVED,77b2e6cc-f070-4c6f-bc2f-92cfdee204f1,02f687a0-4184-4a71-9cad-a972aba886f7,c4,c2,26,p2,?,surb={'id': 'bbada821-cd92-4392-b0cf-1c8585fabbe8', 'route': ['p2', 'e7', 'i11', 'x2', 'p1', 'c4']}
1769393819.2417226,RECEIVED,ce1ca77c-6f71-48ba-a829-20a763b2319d,329b4697-81e2-448c-baee-d810d26ef18a,c5,c2,26,p2,?,surb={'id': '2ec6816e-eabb-4616-883c-aa25a5499bab', 'route': ['p2', 'e11', 'i2', 'x6', 'p2', 'c5']}
1769393819.2517753,RECEIVED,799bb68f-cb50-453f-abe0-e33b30fe5766,8fb1bfb9-d512-4b95-b2dd-51263ba71bec,c5,c2,27,p2,?,surb={'id': 'ff8177b8-37c0-4982-befa-47d8d44b055a', 'route': ['p2', 'e11', 'i8', 'x5', 'p2', 'c5']}
1769393819.279916,RECEIVED,43e55533-2778-486b-a019-1ee46bf82e83,d5281a76-70d5-43d9-a685-2980647536ba,c4,c2,27,p2,?,surb={'id': 'ca22c613-29a9-4712-b3b1-ea8be1008b40', 'route': ['p2', 'e11', 'i9', 'x4', 'p1', 'c4']}
1769393819.292782,SENT,9045a787-d05e-4bb4-96d7-d2fe9f93d15e,36ecfd80-2c58-48fc-b404-935208f20dfd,c2,c5,3380,?,p2,
1769393819.2929308,CREATED,912330fe-8e0a-4936-96f1-570e4b7963a2,124bcc17-70f1-4a72-9613-bd181906a03c,c2,c5,27,?,?,surb={'id': 'fe1fa73f-0485-4d16-8f35-60b304708463', 'route': ['p2', 'e11', 'i7', 'x7', 'p2', 'c2']}
1769393819.335758,RECEIVED,dddb93da-b3b9-44aa-8332-7416d68a94b2,ece703f5-a05f-4345-831d-98df04e92428,c4,c2,27,p2,?,surb={'id': '55825790-e14c-4ca5-ab84-1df037ff9616', 'route': ['p2', 'e1', 'i3', 'x12', 'p1', 'c4']}
1769393819.4804194,RECEIVED,45dd8992-f90f-49f1-b63e-0d1dd1afe653,5cd1fcb1-10ad-4fd5-a452-054993a543a0,c5,c2,27,p2,?,surb={'id': '8b1feb12-df89-4d3e-9ba5-3dda6c9ae284', 'route': ['p2', 'e11', 'i1', 'x1', 'p2', 'c5']}
1769393819.5902767,RECEIVED,41de237b-c820-4c44-a4df-4927b639bfd2,8fb1bfb9-d512-4b95-b2dd-51263ba71bec,c5,c2,27,p2,?,surb={'id': 'ff8177b8-37c0-4982-befa-47d8d44b055a', 'route': ['p2', 'e11', 'i8', 'x5', 'p2', 'c5']}
1769393819.653416,RECEIVED,08cb51e8-b60b-411a-b45b-eead6633f645,b1301d7a-9bb3-41c0-9762-c7493d7fbe3e,c5,c2,27,p2,?,surb={'id': 'd28547dd-c088-4194-97eb-8e65b5d0ea6d', 'route': ['p2', 'e5', 'i11', 'x9', 'p2', 'c5']}
1769393819.6927025,RECEIVED,a0d5d840-ce46-4014-a954-9b57d99c5945,329b4697-81e2-448c-baee-d810d26ef18a,c5,c2,26,p2,?,surb={'id': '2ec6816e-eabb-4616-883c-aa25a5499bab', 'route': ['p2', 'e11', 'i2', 'x6', 'p2', 'c5']}
1769393819.7597811,SENT,1b372a16-e058-4842-8e27-21da29d50303,4569a5e2-b00b-46ed-8253-53ab4054f8c5,c2,c5,3399,?,p2,
1769393819.7599277,CREATED,dc81c73d-e741-4d75-a1f2-45650c6889b8,68e2cd2e-b7e8-4663-8f7a-3ff9af8d0793,c2,c5,26,?,?,surb={'id': '519a86c7-eac8-49a8-9c71-ee42747ea00c', 'route': ['p2', 'e10', 'i12', 'x10', 'p2', 'c2']}
1769393819.839888,SENT,9a5c9436-9e91-4d96-83cc-1871d1440067,a3c82cc0-f704-4174-bf86-8b832b25a2ee,c2,c5,3395,?,p2,
1769393819.8400338,CREATED,236fe0da-5ae9-42e2-a250-47a7f4e23d61,68e2cd2e-b7e8-4663-8f7a-3ff9af8d0793,c2,c5,26,?,?,surb={'id': '519a86c7-eac8-49a8-9c71-ee42747ea00c', 'route': ['p2', 'e10', 'i12', 'x10', 'p2', 'c2']}
1769393819.8565283,RECEIVED,151d48b1-3444-4894-99a4-27a9a5c4f73a,02f687a0-4184-4a71-9cad-a972aba886f7,c4,c2,26,p2,?,surb={'id': 'bbada821-cd92-4392-b0cf-1c8585fabbe8', 'route': ['p2', 'e7', 'i11', 'x2', 'p1', 'c4']}
1769393819.9372494,SENT,6324f680-b9df-4af2-8c33-aa980d029322,2888e902-991b-4972-8808-d8ec1cc40cc0,c2,c5,3390,?,p2,
1769393819.937495,CREATED,f76b4295-25c6-43fb-8706-39406bd23c23,b1a5bf91-b576-444d-bd7e-289222ccd833,c2,c5,27,?,?,surb={'id': '7a44aa87-d8a3-454c-bf91-3f2fa540811b', 'route': ['p2', 'e5', 'i2', 'x10', 'p2', 'c2']}
1769393819.9825733,SENT,2d0e0c8b-ca24-4e77-b4ee-0b051214ea4a,a41530e1-7289-4ddf-b40c-2df96a768669,c2,c5,3401,?,p2,
1769393819.9827192,CREATED,5aec208d-8d8d-413b-9d3f-3d664a7e6775,b1a5bf91-b576-444d-bd7e-289222ccd833,c2,c5,27,?,?,surb={'id': '7a44aa87-d8a3-454c-bf91-3f2fa540811b', 'route': ['p2', 'e5', 'i2', 'x10', 'p2', 'c2']}
1769393820.1315806,SENT,b7c69b9d-6f4c-45ce-9cb1-9a89306285ca,ee9cee03-9c6c-4fc1-bc0c-d7ea83a9f8e0,c2,c5,3383,?,p2,
1769393820.1317391,CREATED,833ccfaf-8549-4c71-90a7-3d66689e534e,da53a8c5-4696-4985-abd8-2f64150369bc,c2,c5,27,?,?,surb={'id': 'cfdbed8e-ae07-4ab2-b571-22ef817140e0', 'route': ['p2', 'e8', 'i9', 'x7', 'p2', 'c2']}
1769393820.1734369,SENT,32ed8fa6-a5bd-4c69-b3c3-7ce88e76f803,11545e63-57bb-48cd-8298-99cf92131dbe,c2,c5,3377,?,p2,
1769393820.1735828,CREATED,6601a08d-5f47-499b-b21e-8b9986314a8a,da53a8c5-4696-4985-abd8-2f64150369bc,c2,c5,27,?,?,surb={'id': 'cfdbed8e-ae07-4ab2-b571-22ef817140e0', 'route': ['p2', 'e8', 'i9', 'x7', 'p2', 'c2']}
1769393820.4039817,RECEIVED,518cfc14-43ce-4649-8382-0d5c698f5b7c,12e73de5-dca3-4de0-a236-b48997415e61,c5,c2,27,p2,?,surb={'id': '3019a1d6-0f40-46b7-a0af-09b784a9ae6e', 'route': ['p2', 'e4', 'i12', 'x3', 'p2', 'c5']}
1769393820.4805825,SENT,af9ab44e-a4aa-4ea8-bcc1-a7c101d577d6,22009d52-a135-4b1a-b2af-8a9744821cdc,c2,c5,3392,?,p2,
1769393820.480728,CREATED,3881d921-c95c-409b-89f9-35e53837052d,e7aa8741-a140-4e5b-92fa-02971240b5b3,c2,c5,27,?,?,surb={'id': '5844b0bb-7028-42e3-aacc-52fc645bfefc', 'route': ['p2', 'e12', 'i1', 'x8', 'p2', 'c2']}
1769393820.7035418,SENT,eed32fd4-3c0f-47e4-a6b4-07f391356ced,ce7cd748-c2ac-4403-8579-5068a6e5ea16,c2,c5,3395,?,p2,
1769393820.7036805,CREATED,ed1ad542-ca87-4a27-8ad5-ecbfb01b3e4a,e7aa8741-a140-4e5b-92fa-02971240b5b3,c2,c5,27,?,?,surb={'id': '5844b0bb-7028-42e3-aacc-52fc645bfefc', 'route': ['p2', 'e12', 'i1', 'x8', 'p2', 'c2']}
1769393820.7979512,SENT,56903025-b3ce-4cbb-be5b-d5be0cd564a4,8ea8fdc3-dd89-469e-86c3-9119ca094a46,c2,c5,3357,?,p2,
1769393820.7982533,CREATED,b6bed7d4-5980-4ba2-ab6b-d66a78bffa61,a4195dab-c554-4123-916e-0a89430ad013,c2,c5,27,?,?,surb={'id': '31928b0f-206f-41db-93c5-d5d5dd9f4a53', 'route': ['p2', 'e12', 'i6', 'x5', 'p2', 'c2']}
1769393820.8448362,RECEIVED,dd25b8fa-3569-4111-b92b-7fb544fb63e0,61b3e798-7faf-4041-b384-1ca15072e8be,c4,c2,27,p2,?,surb={'id': '5f3adf68-1a4d-4895-a8d6-d380b47c76f2', 'route': ['p2', 'e12', 'i3', 'x4', 'p1', 'c4']}
1769393820.8672855,RECEIVED,7952b095-fcb9-4ada-a43a-1dbbcd8c6ef3,5cd1fcb1-10ad-4fd5-a452-054993a543a0,c5,c2,27,p2,?,surb={'id': '8b1feb12-df89-4d3e-9ba5-3dda6c9ae284', 'route': ['p2', 'e11', 'i1', 'x1', 'p2', 'c5']}
1769393821.0258672,SENT,f1db6677-5ab8-4ca1-b63d-c09705294eba,bf39eb66-57af-42c6-b34f-c9ea42190ab4,c2,c5,3376,?,p2,
1769393821.026168,CREATED,009d03d3-a86d-4f23-b161-ae985e16b1ed,a4195dab-c554-4123-916e-0a89430ad013,c2,c5,27,?,?,surb={'id': '31928b0f-206f-41db-93c5-d5d5dd9f4a53', 'route': ['p2', 'e12', 'i6', 'x5', 'p2', 'c2']}
1769393821.0548375,RECEIVED,c161947f-44c9-4e74-bc4f-ca9a41d97b8b,6aa150f2-a679-4dfe-9b38-587e7a076824,c4,c2,27,p2,?,surb={'id': 'bcbb05c3-6b29-4d85-a0d0-0a28a01940d8', 'route': ['p2', 'e11', 'i8', 'x9', 'p1', 'c4']}
1769393821.2692668,RECEIVED,4a01aee6-1e01-448c-8632-adb193b28f6c,6aa150f2-a679-4dfe-9b38-587e7a076824,c4,c2,27,p2,?,surb={'id': 'bcbb05c3-6b29-4d85-a0d0-0a28a01940d8', 'route': ['p2', 'e11', 'i8', 'x9', 'p1', 'c4']}
1769393821.475653,RECEIVED,d252fbab-55d3-46da-bd49-99515e112db7,5b435c54-4b38-4a10-b41c-92385c91fa89,c5,c2,27,p2,?,surb={'id': 'b8dfefe7-16c5-4378-b352-62f804631a66', 'route': ['p2', 'e9', 'i10', 'x3', 'p2', 'c5']}
1769393821.5775025,RECEIVED,b21ca016-5fae-43c7-b9da-d0f1fbb7b0b2,5b435c54-4b38-4a10-b41c-92385c91fa89,c5,c2,27,p2,?,surb={'id': 'b8dfefe7-16c5-4378-b352-62f804631a66', 'route': ['p2', 'e9', 'i10', 'x3', 'p2', 'c5']}
1769393821.6443179,SENT,8243ae5d-b4de-48a8-8b3e-7ade267f095b,985f485c-1843-4588-9f99-614cbfd70d75,c2,c5,3356,?,p2,
1769393821.6445844,CREATED,6022a786-d62e-4ded-8524-60d3a7a84fb3,2adb1276-e181-46db-b12b-bb55bc7311dc,c2,c5,26,?,?,surb={'id': 'd6e6aa47-4c8d-498f-a7f4-0ce9814e08f5', 'route': ['p2', 'e6', 'i1', 'x3', 'p2', 'c2']}
1769393821.6581533,RECEIVED,a3b6ef2e-3cb8-45c0-a472-680f3f0ff56a,cc787167-4407-4b1c-88d5-423272b3fc0f,c5,c2,27,p2,?,surb={'id': '249b9d64-6665-4b68-a1a6-f1911f759592', 'route': ['p2', 'e8', 'i1', 'x3', 'p2', 'c5']}
