timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769394305.539231,RECEIVED,6cc2aba9-9a43-41b3-a499-689d532c2647,4eade175-636c-478d-9fe2-2fe92fd33968,c5,c2,27,p2,?,surb={'id': 'ba463559-9b26-4724-9d4d-4e15c51c8079', 'route': ['p2', 'e10', 'i12', 'x2', 'p2', 'c5']}
1769394305.726146,RECEIVED,1572e79b-0477-4b5b-8794-e09593ffd9e9,aa7de98d-271c-4ef2-a280-5ea6ee81f4ff,c4,c2,27,p2,?,surb={'id': 'ea65e99d-2ecc-4b56-b38f-6fe11e25443a', 'route': ['p2', 'e1', 'i4', 'x6', 'p1', 'c4']}
1769394305.8013058,RECEIVED,afe0f033-2ddb-48e5-86d5-c7c847ffd823,a8eefd32-5228-4204-afd5-ad5d3f6139a7,c5,c2,27,p2,?,surb={'id': '8a711bd4-cbe4-4d16-98fb-7a2986e8bfc8', 'route': ['p2', 'e6', 'i5', 'x10', 'p2', 'c5']}
1769394305.8279762,RECEIVED,011c6450-803b-443b-81d9-bf544b2d0a6f,b6c618e0-1631-4e6a-a9c4-5a70e1f511dc,c4,c2,26,p2,?,surb={'id': 'ed67c039-4b66-4719-8e7d-5891d15b7fff', 'route': ['p2', 'e10', 'i4', 'x7', 'p1', 'c4']}
1769394305.9549396,RECEIVED,0ff969d5-ff81-42b1-80e5-881e954c7b5c,e02dcb8e-7553-458a-b8de-1961ca96ec39,c5,c2,26,p2,?,surb={'id': 'c529915b-f968-4c53-9b3d-62b3b232df51', 'route': ['p2', 'e6', 'i9', 'x7', 'p2', 'c5']}
1769394306.1583936,SENT,6583d331-0ec7-4d1f-b941-8ff7acfaf3e6,ce9a926f-5c2d-468d-9b88-ffa7e9eeda12,c2,c5,3359,?,p2,
1769394306.1585457,CREATED,520e0ce4-63fd-4922-9a76-bb70861a18a7,fa520aec-fdfe-45ca-8e5e-1deb42e664b4,c2,c5,27,?,?,surb={'id': 'a737c11a-cf8c-4073-865c-37fa5ad096e8', 'route': ['p2', 'e5', 'i6', 'x11', 'p2', 'c2']}
1769394306.1824696,RECEIVED,298c4a5f-f867-4efb-b9c3-dd1caa580ce6,354667dd-e255-49d1-8bf3-dd4df46ca625,c4,c2,27,p2,?,surb={'id': 'b51e4fe7-ef10-4ef7-bdca-b1b293e6a899', 'route': ['p2', 'e11', 'i2', 'x12', 'p1', 'c4']}
1769394306.2358334,RECEIVED,7c6d336f-b2ef-4202-9e34-a19e751c6542,adea0062-2d5b-45c6-9170-210dbc5e0bf7,c5,c2,27,p2,?,surb={'id': 'a74032d5-9172-459d-a7c2-4db0d1b10d6e', 'route': ['p2', 'e10', 'i10', 'x9', 'p2', 'c5']}
1769394306.2404535,RECEIVED,8f30dcda-1067-49cb-abc0-303cbe14ae86,e02dcb8e-7553-458a-b8de-1961ca96ec39,c5,c2,26,p2,?,surb={'id': 'c529915b-f968-4c53-9b3d-62b3b232df51', 'route': ['p2', 'e6', 'i9', 'x7', 'p2', 'c5']}
1769394306.2889483,SENT,e896b6dc-5ffd-45cd-94ef-490d09aa6177,7db973d3-a76c-4edb-9b39-377cb46f556f,c2,c5,3355,?,p2,
1769394306.289337,CREATED,51cb7b76-debf-4c1c-870e-dd63e3169e4d,9f929e68-d827-492a-86bc-186a78006ad8,c2,c5,26,?,?,surb={'id': 'b20e8248-42b5-4d4c-85bb-7fc6685b8dd5', 'route': ['p2', 'e9', 'i3', 'x6', 'p2', 'c2']}
1769394306.3930073,RECEIVED,3a83bcd5-beda-42a5-959e-1f1fd7a67140,010cb85a-f166-4c9a-8458-4d5e6fbe88af,c4,c2,27,p2,?,surb={'id': '94a90a55-45ff-47d9-8f9d-275dd22311d8', 'route': ['p2', 'e10', 'i1', 'x8', 'p1', 'c4']}
1769394306.5086856,RECEIVED,1f9f5545-1e95-4755-ba07-e9ddea66cd94,b695c7ec-bdc7-4814-b0f7-4e392fdf05ad,c5,c2,27,p2,?,surb={'id': 'b6cf0fdd-252d-40a7-9cc8-d32edcf28e4c', 'route': ['p2', 'e1', 'i1', 'x3', 'p2', 'c5']}
1769394306.5401008,SENT,c0cb76b9-4b70-4f69-8818-4dbaffb694b0,5421d3b1-cd13-49ba-bdc1-8afa0ea473b4,c2,c5,3384,?,p2,
1769394306.540256,CREATED,0b9e5372-36af-4afc-a2d6-b2e460a9b604,9f929e68-d827-492a-86bc-186a78006ad8,c2,c5,26,?,?,surb={'id': 'b20e8248-42b5-4d4c-85bb-7fc6685b8dd5', 'route': ['p2', 'e9', 'i3', 'x6', 'p2', 'c2']}
1769394306.5864782,RECEIVED,dd9630d1-adf7-4d4e-a116-6bcd98174c70,cb6b8353-3918-471b-bb3e-88c513c12395,c4,c2,27,p2,?,surb={'id': '813419cd-2950-4b31-8110-c397656a044a', 'route': ['p2', 'e5', 'i10', 'x10', 'p1', 'c4']}
1769394306.6556158,SENT,d03e32a2-18c4-47ba-afe3-e0b9d1a4472f,5db40826-c82f-4077-a6e9-7937dcdd97b9,c2,c5,3376,?,p2,
1769394306.6557643,CREATED,d53aa430-3a55-41b6-83e0-f7670dbb0edc,86689b0d-e59d-42ae-b71e-f54e6dcba2ab,c2,c5,27,?,?,surb={'id': '67be2352-b713-448b-bb90-804525e0829e', 'route': ['p2', 'e2', 'i2', 'x12', 'p2', 'c2']}
1769394306.7898846,RECEIVED,d3ca0762-266d-4d92-83fd-b95692694b6b,7dd48132-34b8-4229-a7c9-54cbdc3ae505,c5,c2,26,p2,?,surb={'id': '929195aa-356f-43f7-9136-b0809954af6a', 'route': ['p2', 'e10', 'i8', 'x3', 'p2', 'c5']}
1769394306.7949286,RECEIVED,11272ed3-c53f-4e97-9c29-f489468c181e,cb6b8353-3918-471b-bb3e-88c513c12395,c4,c2,27,p2,?,surb={'id': '813419cd-2950-4b31-8110-c397656a044a', 'route': ['p2', 'e5', 'i10', 'x10', 'p1', 'c4']}
1769394306.9574556,RECEIVED,6838e90d-1fda-4efc-b124-5f0ef937de8d,b988f73f-9ad5-464a-85d5-78ec783ea574,c5,c2,27,p2,?,surb={'id': 'e7fa21ce-cd45-4bf6-a69c-cbcd69d15b92', 'route': ['p2', 'e12', 'i9', 'x11', 'p2', 'c5']}
1769394307.4143252,RECEIVED,f59ec8f0-628f-4bb5-98a0-66e93a1d9f98,354667dd-e255-49d1-8bf3-dd4df46ca625,c4,c2,27,p2,?,surb={'id': 'b51e4fe7-ef10-4ef7-bdca-b1b293e6a899', 'route': ['p2', 'e11', 'i2', 'x12', 'p1', 'c4']}
1769394307.5894022,RECEIVED,c4ec7a6e-463f-4ff1-9963-ff78dd8c870d,aa7de98d-271c-4ef2-a280-5ea6ee81f4ff,c4,c2,27,p2,?,surb={'id': 'ea65e99d-2ecc-4b56-b38f-6fe11e25443a', 'route': ['p2', 'e1', 'i4', 'x6', 'p1', 'c4']}
1769394307.9276521,SENT,6b9febae-33dd-4d86-b4bb-28611c8a8cde,008090b5-b5a7-4e9f-b61a-19aa6fdd364a,c2,c5,3387,?,p2,
1769394307.9278054,CREATED,9d214554-9c2b-4a67-b080-2caa9401bdd7,86689b0d-e59d-42ae-b71e-f54e6dcba2ab,c2,c5,27,?,?,surb={'id': '67be2352-b713-448b-bb90-804525e0829e', 'route': ['p2', 'e2', 'i2', 'x12', 'p2', 'c2']}
1769394308.137541,RECEIVED,7cdd049f-b66e-467d-8ac3-d72975323d87,b695c7ec-bdc7-4814-b0f7-4e392fdf05ad,c5,c2,27,p2,?,surb={'id': 'b6cf0fdd-252d-40a7-9cc8-d32edcf28e4c', 'route': ['p2', 'e1', 'i1', 'x3', 'p2', 'c5']}
1769394308.1726112,SENT,6dadea2c-ec89-4abe-b08e-e682db1050c4,da2e0f8c-05e9-4788-80fb-685dfff095c6,c2,c5,3374,?,p2,
1769394308.1727593,CREATED,8bd33820-c490-4fe7-8bf5-f54ffd4f91e0,6976d0f7-549d-4f2d-a541-83531a0359df,c2,c5,27,?,?,surb={'id': '96e9bb7e-9b37-4bf4-86a1-a918b8bdcb0a', 'route': ['p2', 'e7', 'i9', 'x3', 'p2', 'c2']}
1769394308.401017,SENT,04157eb5-f96a-4654-97a4-b88b1c1110b7,70f7c415-8596-410f-b4dd-1bc80340bc98,c2,c5,3382,?,p2,
1769394308.4010906,CREATED,4e63bcd8-c55e-44fc-a51b-5b40bfe3afe7,6976d0f7-549d-4f2d-a541-83531a0359df,c2,c5,27,?,?,surb={'id': '96e9bb7e-9b37-4bf4-86a1-a918b8bdcb0a', 'route': ['p2', 'e7', 'i9', 'x3', 'p2', 'c2']}
1769394308.4377885,SENT,bff0d12d-0c13-47a5-b5c4-f2ef60da4362,46c46113-1938-4f8e-8f7f-61ba6996e391,c2,c5,3359,?,p2,
1769394308.4378636,CREATED,b4bbe907-60b4-4be8-8201-fe22dfdc41e0,25d675f5-c9b5-4791-805d-d9485260546b,c2,c5,27,?,?,surb={'id': '7855103b-afb5-4e5a-83be-fdad1961dc9b', 'route': ['p2', 'e11', 'i7', 'x3', 'p2', 'c2']}
1769394308.5102005,RECEIVED,679be600-551f-4ce7-8178-0e780821957f,3fe8b0fa-6d81-4f95-81a7-9e68078d1406,c4,c2,26,p2,?,surb={'id': '32425dc3-0030-43e8-a707-ffd984e65fac', 'route': ['p2', 'e10', 'i10', 'x9', 'p1', 'c4']}
1769394308.9658194,RECEIVED,ed6b7a8f-3950-40d8-a6ef-b0edcee420bf,2e6b6136-e585-4d4d-9194-de9aa8103d26,c5,c2,27,p2,?,surb={'id': '58f456c2-9cbf-4596-877c-bc56257a09c7', 'route': ['p2', 'e10', 'i10', 'x12', 'p2', 'c5']}
1769394309.1101902,RECEIVED,de98ff38-083c-42d7-ba46-d631e6f5e85d,2e6b6136-e585-4d4d-9194-de9aa8103d26,c5,c2,27,p2,?,surb={'id': '58f456c2-9cbf-4596-877c-bc56257a09c7', 'route': ['p2', 'e10', 'i10', 'x12', 'p2', 'c5']}
1769394309.1153224,RECEIVED,439ffe34-1a45-48f2-af5c-05536da33be2,010cb85a-f166-4c9a-8458-4d5e6fbe88af,c4,c2,27,p2,?,surb={'id': '94a90a55-45ff-47d9-8f9d-275dd22311d8', 'route': ['p2', 'e10', 'i1', 'x8', 'p1', 'c4']}
1769394309.1413605,SENT,459d595a-b73e-45de-bbc4-b962246be748,8347ddf2-83e4-4508-a4ef-0c0f38489a22,c2,c5,3392,?,p2,
1769394309.1415124,CREATED,0081bfb7-6f0a-42d1-ac5b-bfe3d4c81be6,25d675f5-c9b5-4791-805d-d9485260546b,c2,c5,27,?,?,surb={'id': '7855103b-afb5-4e5a-83be-fdad1961dc9b', 'route': ['p2', 'e11', 'i7', 'x3', 'p2', 'c2']}
1769394309.2154667,SENT,d38822ef-d68f-46f5-b8e5-eeb231c08e51,564b3aff-ae56-40a9-a284-4165bcfe94b9,c2,c5,3400,?,p2,
1769394309.2156172,CREATED,6d2c3a79-1234-4e31-8e64-51d0ae0539d8,040d1949-0a4e-4771-866e-b1a0dde70b02,c2,c5,27,?,?,surb={'id': 'a6876c7f-0646-4bae-b18c-8a2a89bd960f', 'route': ['p2', 'e8', 'i10', 'x3', 'p2', 'c2']}
1769394309.2685502,SENT,a55b9e04-e7f5-4a4d-b753-2c26ffaa5df0,f676d1cd-ee1e-4166-991f-4bf7dd22518b,c2,c5,3405,?,p2,
1769394309.2686977,CREATED,fc15806c-88f7-44f1-9b15-64119a5a2e21,040d1949-0a4e-4771-866e-b1a0dde70b02,c2,c5,27,?,?,surb={'id': 'a6876c7f-0646-4bae-b18c-8a2a89bd960f', 'route': ['p2', 'e8', 'i10', 'x3', 'p2', 'c2']}
1769394309.4328463,SENT,d7a85c17-0972-4939-9629-cb86bc290579,f68d824a-f2b8-419e-ac1a-c247f78470b4,c2,c5,3392,?,p2,
1769394309.4329317,CREATED,99767e52-c23b-4f54-8f82-d32ee5d43ba1,2f82e21e-d4ea-46f6-89be-2f298c6addfa,c2,c5,27,?,?,surb={'id': '32b45dcc-d2da-47fb-bfde-4afc250323b0', 'route': ['p2', 'e4', 'i6', 'x2', 'p2', 'c2']}
1769394309.9847116,SENT,3ba14b5f-87c4-4faf-92be-0639e4d0a1c6,64c63db1-f489-4be7-8197-fd9f43eb53c9,c2,c5,3358,?,p2,
1769394309.9848378,CREATED,d89196aa-6a0d-417c-a5d7-8a12258a74a3,2f82e21e-d4ea-46f6-89be-2f298c6addfa,c2,c5,27,?,?,surb={'id': '32b45dcc-d2da-47fb-bfde-4afc250323b0', 'route': ['p2', 'e4', 'i6', 'x2', 'p2', 'c2']}
1769394310.108117,RECEIVED,438dbd8c-81de-4ab9-94ef-93a5e9f1b9a4,666ee7e1-8391-471b-a9da-43292cfacf1b,c4,c2,27,p2,?,surb={'id': '0981a2e0-6d1a-4c1a-875d-8043fc6d4302', 'route': ['p2', 'e7', 'i4', 'x3', 'p1', 'c4']}
1769394310.1704829,RECEIVED,cbcdb4c3-d538-4b2e-a6c1-3d36fe866fc6,7dd48132-34b8-4229-a7c9-54cbdc3ae505,c5,c2,26,p2,?,surb={'id': '929195aa-356f-43f7-9136-b0809954af6a', 'route': ['p2', 'e10', 'i8', 'x3', 'p2', 'c5']}
1769394310.2368407,SENT,168bf222-2f0c-40fd-8af5-bb8572bd80bb,84d4bef8-4cdf-433c-9046-17035f233a10,c2,c5,3406,?,p2,
1769394310.2369063,CREATED,d8ca5cb7-d4bb-40a7-990a-a1623a99b930,ff7ea672-1577-489b-9522-a2eac97da58e,c2,c5,27,?,?,surb={'id': 'df7bc120-08a9-454c-8d8f-875982f154d4', 'route': ['p2', 'e2', 'i10', 'x5', 'p2', 'c2']}
1769394310.6155121,RECEIVED,3b9b34a4-87b6-4c87-80ce-15bde78631eb,9bf8cdbc-0916-4e1d-a553-bdf69582b8f7,c5,c2,27,p2,?,surb={'id': 'db3c2168-e68e-42da-b9b3-bd54afd8c246', 'route': ['p2', 'e10', 'i11', 'x3', 'p2', 'c5']}
1769394310.6773758,RECEIVED,3757f4ef-646b-42e9-aa2b-69f79e5586eb,3fe8b0fa-6d81-4f95-81a7-9e68078d1406,c4,c2,26,p2,?,surb={'id': '32425dc3-0030-43e8-a707-ffd984e65fac', 'route': ['p2', 'e10', 'i10', 'x9', 'p1', 'c4']}
1769394310.8946757,RECEIVED,7d009779-73b3-4ffd-bc94-9fe230bcdaef,9c56e9d6-b9df-4617-9bea-4b764cae4c5b,c5,c2,27,p2,?,surb={'id': '8ed9ca62-9bff-4a39-b6ba-d5225ef9bd69', 'route': ['p2', 'e7', 'i5', 'x1', 'p2', 'c5']}
1769394310.9766738,RECEIVED,cc7749f8-74cc-4477-8bad-31c931aad2aa,9bf8cdbc-0916-4e1d-a553-bdf69582b8f7,c5,c2,27,p2,?,surb={'id': 'db3c2168-e68e-42da-b9b3-bd54afd8c246', 'route': ['p2', 'e10', 'i11', 'x3', 'p2', 'c5']}
1769394311.1164086,RECEIVED,c4cd2be9-ffa6-415e-8613-22607eba9ae9,b988f73f-9ad5-464a-85d5-78ec783ea574,c5,c2,27,p2,?,surb={'id': 'e7fa21ce-cd45-4bf6-a69c-cbcd69d15b92', 'route': ['p2', 'e12', 'i9', 'x11', 'p2', 'c5']}
1769394311.2344615,SENT,717de17a-a993-44e4-86ee-94d8bc053c6a,39cf8f4f-2dfd-4500-92a9-22eb73edcefd,c2,c5,3399,?,p2,
1769394311.2346091,CREATED,7eff2cd0-609e-4ef4-9e0c-b7b73d6f0b90,ff7ea672-1577-489b-9522-a2eac97da58e,c2,c5,27,?,?,surb={'id': 'df7bc120-08a9-454c-8d8f-875982f154d4', 'route': ['p2', 'e2', 'i10', 'x5', 'p2', 'c2']}
1769394311.2572627,RECEIVED,c9387566-f62a-44c9-8e5f-b3bc3c0f4f2d,9c56e9d6-b9df-4617-9bea-4b764cae4c5b,c5,c2,27,p2,?,surb={'id': '8ed9ca62-9bff-4a39-b6ba-d5225ef9bd69', 'route': ['p2', 'e7', 'i5', 'x1', 'p2', 'c5']}
1769394311.3475206,SENT,0f5384c4-426c-4283-b737-8885e22f4e98,fb6be80b-5ba8-41e1-830a-8197b75392fd,c2,c5,3376,?,p2,
1769394311.34767,CREATED,543ab10d-322d-47e8-a321-7790ecf86aaa,feaf74fe-d30c-4c0d-9552-f91209402189,c2,c5,27,?,?,surb={'id': 'dc6ad6a1-6929-497b-aaaf-d471a99c1d47', 'route': ['p2', 'e11', 'i3', 'x8', 'p2', 'c2']}
1769394311.8222477,RECEIVED,bfe99576-6ca6-426d-907f-94ec8703db42,599a9078-fe69-4e80-95b2-b53c01eea470,c5,c2,27,p2,?,surb={'id': '8ca0df74-6d0b-4901-8703-4629348d39ae', 'route': ['p2', 'e4', 'i2', 'x7', 'p2', 'c5']}
1769394312.5144014,RECEIVED,00e3876f-1256-47b9-90e6-0d4e43f45e6f,599a9078-fe69-4e80-95b2-b53c01eea470,c5,c2,27,p2,?,surb={'id': '8ca0df74-6d0b-4901-8703-4629348d39ae', 'route': ['p2', 'e4', 'i2', 'x7', 'p2', 'c5']}
1769394312.6037726,RECEIVED,e502a474-b5e4-4fde-be85-5c4af6933a23,7a9ba50d-3597-473c-a544-746922aec7e9,c4,c2,27,p2,?,surb={'id': '50ab708c-714d-41bc-ae25-913e694d3eec', 'route': ['p2', 'e1', 'i6', 'x1', 'p1', 'c4']}
1769394312.6331038,RECEIVED,f3edc6a4-f9f5-4a07-b1c3-2538bb278e29,666ee7e1-8391-471b-a9da-43292cfacf1b,c4,c2,27,p2,?,surb={'id': '0981a2e0-6d1a-4c1a-875d-8043fc6d4302', 'route': ['p2', 'e7', 'i4', 'x3', 'p1', 'c4']}
1769394312.9587138,RECEIVED,e9d3fd2e-3f23-450f-b494-7efa374a1470,c48c41d5-c19e-430c-ba2d-163ee8684344,c5,c2,26,p2,?,surb={'id': '40a06801-2b45-49ce-ba2a-8791b6d72222', 'route': ['p2', 'e6', 'i4', 'x12', 'p2', 'c5']}
1769394313.3017676,SENT,de8edf46-e390-484e-abf2-58b835052dec,e3cb2ea9-c9de-4367-9399-83ac57ce24c6,c2,c5,3359,?,p2,
1769394313.3019178,CREATED,be453cd6-8a75-4615-a475-85d2dce6b347,feaf74fe-d30c-4c0d-9552-f91209402189,c2,c5,27,?,?,surb={'id': 'dc6ad6a1-6929-497b-aaaf-d471a99c1d47', 'route': ['p2', 'e11', 'i3', 'x8', 'p2', 'c2']}
1769394313.6395192,SENT,63bd0e79-9ba5-4381-9bc0-721915c9e160,3ba4eb2a-0a49-45d5-884d-88dc7bf37dde,c2,c5,3376,?,p2,
1769394313.6396961,CREATED,0c1f88e2-0bbd-4256-a4c4-c984789823c6,fc78f84d-655f-4a29-9390-c230381d060e,c2,c5,27,?,?,surb={'id': '013ba57f-6709-48e1-a5e3-773a293c8d7a', 'route': ['p2', 'e10', 'i5', 'x8', 'p2', 'c2']}
1769394313.735807,RECEIVED,9f773e2e-8b31-4669-b143-c77c6a9b3f9e,009acc73-6daa-4ed4-9b34-d520d0c32b31,c5,c2,27,p2,?,surb={'id': '265a1600-72f5-4724-b054-53b14c986fe7', 'route': ['p2', 'e10', 'i8', 'x6', 'p2', 'c5']}
1769394314.039292,RECEIVED,74177ccc-ce4b-4bff-830f-e78e8eae9716,7a9ba50d-3597-473c-a544-746922aec7e9,c4,c2,27,p2,?,surb={'id': '50ab708c-714d-41bc-ae25-913e694d3eec', 'route': ['p2', 'e1', 'i6', 'x1', 'p1', 'c4']}
1769394314.1943164,SENT,dd8ec777-e4db-4e36-8c52-411aa72df1e4,e565054d-8705-47fe-8ffc-37fca48f19b0,c2,c5,3385,?,p2,
1769394314.1943944,CREATED,3f44af67-70b6-41b0-a38f-88ba357df75f,fc78f84d-655f-4a29-9390-c230381d060e,c2,c5,27,?,?,surb={'id': '013ba57f-6709-48e1-a5e3-773a293c8d7a', 'route': ['p2', 'e10', 'i5', 'x8', 'p2', 'c2']}
1769394314.283781,RECEIVED,99024e1a-6d57-4035-917b-41c676a03a77,3e79c803-d8da-4a5a-9b45-abe60a8192eb,c4,c2,27,p2,?,surb={'id': 'd71e576b-315a-4f9d-b42a-a038fbbc5623', 'route': ['p2', 'e10', 'i10', 'x5', 'p1', 'c4']}
1769394314.3579705,RECEIVED,14747cf9-af4b-4483-83b0-b128a7d0cd92,3e79c803-d8da-4a5a-9b45-abe60a8192eb,c4,c2,27,p2,?,surb={'id': 'd71e576b-315a-4f9d-b42a-a038fbbc5623', 'route': ['p2', 'e10', 'i10', 'x5', 'p1', 'c4']}
1769394314.5962183,SENT,dd739dca-8eba-4769-98b6-f19d6a324795,4572a0d1-8608-4464-aa28-b9992218839b,c2,c5,3358,?,p2,
1769394314.5963674,CREATED,08d5e26d-0fca-414a-bbfd-7ac2127996db,15266c30-23ba-4755-a11b-c1a1a727d12b,c2,c5,27,?,?,surb={'id': 'aaa60c5a-e8a6-49d8-a89c-1c364a48c142', 'route': ['p2', 'e1', 'i2', 'x6', 'p2', 'c2']}
1769394314.9435072,SENT,2b2bfc36-87ce-4edf-9a1a-367bc76e8248,c672658f-2875-44d9-87d1-774fd1844d84,c2,c5,3371,?,p2,
1769394314.9436588,CREATED,2accf4f5-e61e-44ee-a841-9fa7fb1c8b66,15266c30-23ba-4755-a11b-c1a1a727d12b,c2,c5,27,?,?,surb={'id': 'aaa60c5a-e8a6-49d8-a89c-1c364a48c142', 'route': ['p2', 'e1', 'i2', 'x6', 'p2', 'c2']}
1769394314.9608872,SENT,b3126a96-421e-4f83-9e50-4ab7ab6177a9,cca850d5-f2b6-454e-b92b-f8f1b38caa63,c2,c5,3375,?,p2,
1769394314.961032,CREATED,890b74f3-43eb-4ae8-adaf-97255c5ba10f,eefe6e36-a90a-4879-a93f-9226a44f3959,c2,c5,27,?,?,surb={'id': 'dfac3ad3-ef46-4059-858d-67df6bbb6ee4', 'route': ['p2', 'e4', 'i3', 'x2', 'p2', 'c2']}
1769394315.0009103,RECEIVED,d64496b4-6ef4-4ffb-93f5-1e2193e43a05,0ad55d67-675c-43ec-85e7-5ac576211fae,c4,c2,26,p2,?,surb={'id': '599ee5e8-976d-4afb-836e-23a7cc445464', 'route': ['p2', 'e2', 'i4', 'x11', 'p1', 'c4']}
1769394315.0293899,RECEIVED,59e83a86-b597-4611-a90c-7f82fdb96d1f,f6479529-f1f0-4f76-b499-e28d676836af,c4,c2,27,p2,?,surb={'id': '66efd428-505e-46eb-8ad4-1e917b7ec56a', 'route': ['p2', 'e1', 'i1', 'x1', 'p1', 'c4']}
1769394315.0575814,RECEIVED,8eadcf0b-180d-4818-a4bf-5a81232d3881,c48c41d5-c19e-430c-ba2d-163ee8684344,c5,c2,26,p2,?,surb={'id': '40a06801-2b45-49ce-ba2a-8791b6d72222', 'route': ['p2', 'e6', 'i4', 'x12', 'p2', 'c5']}
1769394315.1525,RECEIVED,f48f45d6-a0d8-4a31-a309-8d88ed444360,f2afc2e5-bbe2-4dd5-b6fa-0fa2a739dc7e,c5,c2,27,p2,?,surb={'id': 'e5aaa43c-0faa-46c3-9347-eb49c75eb87a', 'route': ['p2', 'e4', 'i8', 'x12', 'p2', 'c5']}
1769394315.190541,RECEIVED,23a71cdb-3b08-4334-90a1-b9f988dadfd6,009acc73-6daa-4ed4-9b34-d520d0c32b31,c5,c2,27,p2,?,surb={'id': '265a1600-72f5-4724-b054-53b14c986fe7', 'route': ['p2', 'e10', 'i8', 'x6', 'p2', 'c5']}
1769394315.2665784,SENT,43f1faa8-6091-4f9d-ab85-1d5d6336a0bb,dd8643ba-337a-47d9-a8e3-f826e0818799,c2,c5,3385,?,p2,
1769394315.2666786,CREATED,363773b8-2e54-42c6-8133-a494600bf01d,eefe6e36-a90a-4879-a93f-9226a44f3959,c2,c5,27,?,?,surb={'id': 'dfac3ad3-ef46-4059-858d-67df6bbb6ee4', 'route': ['p2', 'e4', 'i3', 'x2', 'p2', 'c2']}
1769394315.4926336,SENT,89fd8735-1e7e-4029-9a42-9bc62fd9195a,97a10c4d-6949-4334-b45b-7b9cb620a639,c2,c5,3400,?,p2,
1769394315.49271,CREATED,cb649e31-7472-4e74-b6ee-cf0980b3447a,46c3b6dd-5f1a-4419-98d5-db8efbb613a9,c2,c5,27,?,?,surb={'id': 'ff2e35e1-45da-41ce-ad49-881c7688ffcb', 'route': ['p2', 'e4', 'i12', 'x3', 'p2', 'c2']}
1769394315.622756,RECEIVED,b3e5b150-7bf8-4472-9b3d-b4000dc6eafd,65f75893-86b5-4af1-a892-007f82221c4f,c5,c2,27,p2,?,surb={'id': '8e6013a3-5b23-4473-8465-b1f7dba7acc9', 'route': ['p2', 'e9', 'i5', 'x4', 'p2', 'c5']}
1769394315.6350183,RECEIVED,98f61472-12b0-4509-af30-8db9af5064b6,f2afc2e5-bbe2-4dd5-b6fa-0fa2a739dc7e,c5,c2,27,p2,?,surb={'id': 'e5aaa43c-0faa-46c3-9347-eb49c75eb87a', 'route': ['p2', 'e4', 'i8', 'x12', 'p2', 'c5']}
1769394315.8268063,RECEIVED,d52f468a-ea9d-47fb-a0f4-3e819eeef241,65f75893-86b5-4af1-a892-007f82221c4f,c5,c2,27,p2,?,surb={'id': '8e6013a3-5b23-4473-8465-b1f7dba7acc9', 'route': ['p2', 'e9', 'i5', 'x4', 'p2', 'c5']}
1769394316.2107906,RECEIVED,7107ba1f-c086-4a78-b90a-efbe2d0bc6b9,1421d61a-1642-4d84-aec5-6c4a5e2117ac,c5,c2,27,p2,?,surb={'id': '9227be67-a021-48ff-bcdc-ad581132b0fe', 'route': ['p2', 'e10', 'i2', 'x11', 'p2', 'c5']}
1769394316.298526,SENT,275d5ad0-3ee3-40d9-8b60-a7f5991a717f,0ea4be38-5af1-4175-bf51-1c34448312dc,c2,c5,3379,?,p2,
1769394316.2986798,CREATED,6a02ce4a-c655-48fa-bfe3-69982b163e2a,46c3b6dd-5f1a-4419-98d5-db8efbb613a9,c2,c5,27,?,?,surb={'id': 'ff2e35e1-45da-41ce-ad49-881c7688ffcb', 'route': ['p2', 'e4', 'i12', 'x3', 'p2', 'c2']}
1769394316.343794,RECEIVED,bab46268-e697-44d9-acac-21e6520551ee,b98dc70f-a3a7-45ec-92f5-051f885f9cfb,c5,c2,27,p2,?,surb={'id': '541672ad-2aa6-4b08-b152-6351ce9e1399', 'route': ['p2', 'e1', 'i10', 'x6', 'p2', 'c5']}
1769394316.5579531,SENT,8cf50bea-4f08-4360-a938-d4df064f3e7d,78cde9e0-3b15-4c90-9150-26f15a31d47d,c2,c5,3396,?,p2,
1769394316.5580738,CREATED,816a7771-3e3a-433f-9e95-268ee59e9901,09935cc9-bc28-471e-930e-5290fe52e6e0,c2,c5,26,?,?,surb={'id': '2a76bf7e-f130-41ea-b173-7640c828a94e', 'route': ['p2', 'e7', 'i12', 'x11', 'p2', 'c2']}
1769394316.6029491,SENT,db32df97-e756-4196-b497-a34711e9aa8d,8cdeb94e-491e-4c63-bfc8-0dca9af2a2d2,c2,c5,3390,?,p2,
1769394316.603067,CREATED,0a11617e-2a69-4dee-91b5-9e3b1e75e838,09935cc9-bc28-471e-930e-5290fe52e6e0,c2,c5,26,?,?,surb={'id': '2a76bf7e-f130-41ea-b173-7640c828a94e', 'route': ['p2', 'e7', 'i12', 'x11', 'p2', 'c2']}
1769394316.6536498,SENT,d19422e7-d7ab-4562-8f30-97de21b42062,fd13632b-7243-4d88-b424-2420cc7a62ee,c2,c5,3363,?,p2,
1769394316.6537545,CREATED,37012d59-9160-4860-b337-f49facc5abe5,62b5aa3c-f9c6-488e-ae4a-b2e763cb6148,c2,c5,27,?,?,surb={'id': '633a02c9-e4e0-42ea-8339-f10f3f2e728a', 'route': ['p2', 'e12', 'i6', 'x3', 'p2', 'c2']}
