timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769453131.9586544,SENT,bbfc8c03-bc83-4e88-b0ab-1837619c029e,6e32d0fd-19c1-4dab-bc48-127af70bd725,c2,DROP,2027,?,p2,
1769453131.9587817,CREATED,92fa1fd9-3287-4cb8-ad30-15440e3cf37f,fee4490b-a509-48db-9afc-068148c30299,c2,DROP,26,?,?,
1769453132.2628706,SENT,39baa510-c4c6-41a4-a3e5-44c876fb1647,0c9a8e78-9f85-4a1e-8cdb-5a283852eb21,c2,c3,3365,?,p2,
1769453132.2630243,CREATED,cc5cdd68-48e0-4ce4-9044-cd025776a804,fb3d6c42-1aad-466e-874e-85e648c49bf8,c2,c3,26,?,?,surb={'id': 'b144f7b6-4d8b-452c-a4ef-9d39ec9aece5', 'route': ['p3', 'e11', 'i7', 'x3', 'p2', 'c2']}
1769453197.4200928,SENT,647a5b70-8c21-46c5-b094-156edcd22449,bb85f335-edb5-480b-ba06-65dd3b1ea6b5,c2,c3,3381,?,p2,
1769453197.4202151,CREATED,e3a80e49-ffa9-499d-9076-dc1046846d26,bd704074-4b74-4ba0-ae3e-0571ff6beba9,c2,c3,27,?,?,surb={'id': 'ac3c55e4-20b9-4628-866d-7c3610704a83', 'route': ['p3', 'e8', 'i3', 'x10', 'p2', 'c2']}
1769453197.447854,SENT,3d8d36a0-4d8f-4977-b7d7-1730077232f5,0be9306f-8e7b-4d82-ac1a-a227373dc630,c2,c3,3379,?,p2,
1769453197.4479694,CREATED,96e27483-d367-4d53-a196-e33b1c2fc454,087c8813-c684-40ef-b721-7ba3199f1fed,c2,c3,27,?,?,surb={'id': '71f2ec4c-01c5-4e1e-8e49-27ea116a19ac', 'route': ['p3', 'e11', 'i7', 'x4', 'p2', 'c2']}
1769453197.4691386,SENT,12fc522c-1190-4d86-9641-ce3de0aa0fc4,6c25e52e-dd3e-4e5e-8763-9c7e5ecf6923,c2,c3,3360,?,p2,
1769453197.4692657,CREATED,d73bc8ae-e74f-4032-b6f7-d35790bc39ad,087c8813-c684-40ef-b721-7ba3199f1fed,c2,c3,27,?,?,surb={'id': '71f2ec4c-01c5-4e1e-8e49-27ea116a19ac', 'route': ['p3', 'e11', 'i7', 'x4', 'p2', 'c2']}
1769453197.6432517,SENT,741563e6-318b-4fdc-beef-d63d713153ec,e7658ccd-df8b-4589-b5eb-7fee88a765b4,c2,c3,3392,?,p2,
1769453197.6436706,CREATED,7df74dfa-ea3c-4f89-a8a0-27913bf00a0a,0f69e836-d469-4a7a-9d5f-4defff9d7a48,c2,c3,27,?,?,surb={'id': '8459d2bd-6cde-4c3b-88e8-2c7de0f2c225', 'route': ['p3', 'e6', 'i12', 'x6', 'p2', 'c2']}
1769453198.0265687,RECEIVED,c3c5fa22-5c9c-4bf6-a270-6aa89b47cabb,da681473-a3bd-47ff-a52d-0d5d30a84c03,c4,c2,27,p2,?,surb={'id': 'f78a693d-3cf8-4308-a79e-f7a4384d2945', 'route': ['p2', 'e11', 'i8', 'x7', 'p1', 'c4']}
1769453198.4019115,RECEIVED,d26bcc92-f983-4ff4-8903-c33378bfa5e9,ab2ed753-4070-4f00-8d11-f11f2288045f,c4,c2,26,p2,?,surb={'id': '4c87805d-4050-4121-879d-6c33b029f3ad', 'route': ['p2', 'e11', 'i2', 'x12', 'p1', 'c4']}
1769453198.4655058,SENT,5c4d1c69-e516-4c96-8fec-d27c0a0c6e65,dd4d0853-d133-46f3-a1d2-a4d45e4f8c64,c2,c3,3397,?,p2,
1769453198.465579,CREATED,884dc011-bb5e-48ca-a6f2-6133c272994f,0f69e836-d469-4a7a-9d5f-4defff9d7a48,c2,c3,27,?,?,surb={'id': '8459d2bd-6cde-4c3b-88e8-2c7de0f2c225', 'route': ['p3', 'e6', 'i12', 'x6', 'p2', 'c2']}
1769453198.4853957,SENT,ac25a667-63a3-4c23-8606-2c293a926d88,4c9ee0af-db27-4c4c-a782-96200dc27078,c2,c3,3379,?,p2,
1769453198.4854708,CREATED,4f0b40c1-9646-4109-b27c-787ab326b96b,d1a41ca0-7c21-447a-86ee-a9615ca7f9fd,c2,c3,27,?,?,surb={'id': '6d57a1c3-0ca9-4e51-9eb9-e243c5bbc665', 'route': ['p3', 'e2', 'i4', 'x6', 'p2', 'c2']}
1769453198.8127913,SENT,41165443-b0d3-47db-a73f-06ff7f945b40,f4cf8b19-4b08-468b-b609-d092d149ccf6,c2,c3,3376,?,p2,
1769453198.8129344,CREATED,7a8c7561-66e3-416b-bcf5-2daa2ebc6316,d1a41ca0-7c21-447a-86ee-a9615ca7f9fd,c2,c3,27,?,?,surb={'id': '6d57a1c3-0ca9-4e51-9eb9-e243c5bbc665', 'route': ['p3', 'e2', 'i4', 'x6', 'p2', 'c2']}
1769453199.0068243,SENT,ffc46a15-0d90-4bf3-93c0-7bf70aff75b6,3c7e9459-8fb0-44ba-83c4-7f9f445d2fc4,c2,c3,3384,?,p2,
1769453199.006928,CREATED,df90d5ce-1a28-4f6e-8c8c-8b590470633a,6f511a3a-7c10-489f-a8ed-c1bcf250b154,c2,c3,26,?,?,surb={'id': '26726735-20c4-4f13-a599-b58f162777c0', 'route': ['p3', 'e5', 'i5', 'x8', 'p2', 'c2']}
1769453199.3200076,SENT,6293043a-0e3c-4623-9c31-9d8f592eae33,09073b4f-931c-4aea-a2d9-12d156ca9a83,c2,c3,3359,?,p2,
1769453199.3205438,CREATED,ac877ce9-a9f2-466a-a7d8-1923ad13219c,6f511a3a-7c10-489f-a8ed-c1bcf250b154,c2,c3,26,?,?,surb={'id': '26726735-20c4-4f13-a599-b58f162777c0', 'route': ['p3', 'e5', 'i5', 'x8', 'p2', 'c2']}
1769453199.589731,RECEIVED,93c546e3-a34a-4355-86ea-ffffa2c67b77,8aaf3760-77fa-42fd-a88e-05721339dde6,c4,c2,27,p2,?,surb={'id': '85e8859d-501f-4411-93b1-91c10d8ad1a8', 'route': ['p2', 'e7', 'i10', 'x12', 'p1', 'c4']}
1769453199.5916615,SENT,482405ac-ba6a-4f4d-9244-5bc12bb478d5,cafa91a2-4d30-4a38-b095-34aa12784c3a,c2,c3,3378,?,p2,
1769453199.5917325,CREATED,5a9b75b8-600a-4437-913d-66feec988e88,21412a9a-8bf2-4eef-9e93-e0dc4a480a40,c2,c3,26,?,?,surb={'id': '7eff02b0-d8b8-419d-9cf7-2557f224d41f', 'route': ['p3', 'e12', 'i4', 'x2', 'p2', 'c2']}
1769453199.6358278,RECEIVED,b6d20edf-f804-4702-af80-b438856545b0,2ac1b86e-ce64-497a-9163-4bbaeef998da,c4,c2,27,p2,?,surb={'id': '6d724be7-a34e-45be-bf0a-fd192266dcd1', 'route': ['p2', 'e12', 'i8', 'x11', 'p1', 'c4']}
1769453199.8551884,SENT,a677bd01-e8a8-46d9-b0a9-0ba3e312f312,4f3a3e7a-3ed2-4cea-affa-1ea17aad3312,c2,c3,3378,?,p2,
1769453199.8552759,CREATED,a988b30d-f6fe-4808-b545-1aa420fa9843,21412a9a-8bf2-4eef-9e93-e0dc4a480a40,c2,c3,26,?,?,surb={'id': '7eff02b0-d8b8-419d-9cf7-2557f224d41f', 'route': ['p3', 'e12', 'i4', 'x2', 'p2', 'c2']}
1769453199.9281104,SENT,95083bc4-b165-4595-81e9-d7aa2ba19062,f20697fe-804f-4921-b604-4780a359bb2a,c2,c3,3397,?,p2,
1769453199.928188,CREATED,0870fcfc-3aea-424b-8d31-da6372f406a7,da80d048-cba0-4a8f-94a2-f30d6e87d422,c2,c3,27,?,?,surb={'id': '33ef8ba2-1549-4eb9-8e67-a930efcab5ac', 'route': ['p3', 'e1', 'i11', 'x10', 'p2', 'c2']}
1769453200.5450935,SENT,fefdbdf2-4906-4575-ad71-1f7b883cef82,ce29c303-a7fc-4429-8ab1-8a035e369530,c2,c3,3391,?,p2,
1769453200.5452375,CREATED,3e84081e-8efe-408a-8a12-57995a6a020c,da80d048-cba0-4a8f-94a2-f30d6e87d422,c2,c3,27,?,?,surb={'id': '33ef8ba2-1549-4eb9-8e67-a930efcab5ac', 'route': ['p3', 'e1', 'i11', 'x10', 'p2', 'c2']}
1769453200.66425,RECEIVED,b8a98c24-73e8-4b14-9d7e-a64485268628,7d989ba9-707a-4742-8c1e-c34e668b7876,c4,c2,27,p2,?,surb={'id': 'a8c0ea1b-161a-410e-8af5-5f0f25ac7241', 'route': ['p2', 'e4', 'i8', 'x3', 'p1', 'c4']}
1769453200.7028332,RECEIVED,176fc12f-5e19-45be-89df-826078d56381,5f1c79a9-d3fa-4acf-bb8b-6dab67719778,c4,c2,27,p2,?,surb={'id': 'fc0c2d80-f63a-47eb-8853-446d7f8455a1', 'route': ['p2', 'e4', 'i2', 'x6', 'p1', 'c4']}
1769453200.7635884,SENT,843da540-21c7-4c84-a08f-f772e238d50a,7a20a59d-f6bc-4baa-9e8c-46c4d05bcab5,c2,c3,3372,?,p2,
1769453200.763662,CREATED,5a2aa1d3-7907-476c-9cc3-c6851b1905c8,aba15fd0-b7b0-4a1d-b0c0-d0feb920afd9,c2,c3,27,?,?,surb={'id': '4374c9dc-6135-4be0-a5c0-59ac5be6a78e', 'route': ['p3', 'e5', 'i4', 'x2', 'p2', 'c2']}
1769453201.0678875,RECEIVED,a9b49132-d330-4c3d-bb58-56ec5f3274f1,2ac1b86e-ce64-497a-9163-4bbaeef998da,c4,c2,27,p2,?,surb={'id': '6d724be7-a34e-45be-bf0a-fd192266dcd1', 'route': ['p2', 'e12', 'i8', 'x11', 'p1', 'c4']}
1769453201.1198213,RECEIVED,5e6c80a9-d84a-44a7-b53a-e967fadcb748,61615cec-7217-441e-bba2-8c881cba5368,c4,c2,27,p2,?,surb={'id': '4e69084a-8266-4618-aaeb-22cf75830ece', 'route': ['p2', 'e8', 'i11', 'x2', 'p1', 'c4']}
1769453201.2903924,SENT,e0f5f93d-8276-4234-aba7-d0e8c84b5d90,6b486daf-3d4f-4e2b-8e00-a7467b91fe1a,c2,c3,3376,?,p2,
1769453201.2904685,CREATED,661e2a18-1866-4ada-a969-3e588e45f8ef,aba15fd0-b7b0-4a1d-b0c0-d0feb920afd9,c2,c3,27,?,?,surb={'id': '4374c9dc-6135-4be0-a5c0-59ac5be6a78e', 'route': ['p3', 'e5', 'i4', 'x2', 'p2', 'c2']}
1769453201.4327247,SENT,3cbc46fe-616c-4d70-8055-af638744498c,96fe2042-ceed-45c7-808c-36433df37433,c2,c3,3367,?,p2,
1769453201.4328127,CREATED,e1924b03-f6e1-4b4b-8fef-0c65b5b0a5c8,87376d64-237b-47a7-86ee-02563f6e12e5,c2,c3,27,?,?,surb={'id': '32861b83-be20-4d42-8f0e-9c262dc3789d', 'route': ['p3', 'e5', 'i2', 'x10', 'p2', 'c2']}
1769453201.4881594,RECEIVED,ce4ec437-321d-4a8a-89a8-1639e312c582,5f1c79a9-d3fa-4acf-bb8b-6dab67719778,c4,c2,27,p2,?,surb={'id': 'fc0c2d80-f63a-47eb-8853-446d7f8455a1', 'route': ['p2', 'e4', 'i2', 'x6', 'p1', 'c4']}
1769453201.4906254,SENT,96e0de56-a6e3-48da-8486-9def652fac08,f5eb4c3b-23d1-4e51-b16d-f78000ef8382,c2,c3,3408,?,p2,
1769453201.4907103,CREATED,2822aaa7-a00c-4e56-9d98-6e1de20da596,87376d64-237b-47a7-86ee-02563f6e12e5,c2,c3,27,?,?,surb={'id': '32861b83-be20-4d42-8f0e-9c262dc3789d', 'route': ['p3', 'e5', 'i2', 'x10', 'p2', 'c2']}
1769453201.7959094,RECEIVED,68476d90-eb7a-4a92-a480-0ae741163fa7,61615cec-7217-441e-bba2-8c881cba5368,c4,c2,27,p2,?,surb={'id': '4e69084a-8266-4618-aaeb-22cf75830ece', 'route': ['p2', 'e8', 'i11', 'x2', 'p1', 'c4']}
1769453201.90548,SENT,1edbce0c-e316-41be-8075-89b39bf5b51f,336463ea-98bf-4c40-a1b7-07fce1e08ced,c2,c3,3376,?,p2,
1769453201.905541,CREATED,779800a9-eb66-48f8-b54d-5b8798ae0aa6,ba2a08f0-8f25-49bc-bf89-051ffe9ba8a0,c2,c3,27,?,?,surb={'id': 'dc5755bd-0890-45ff-a787-f83fe6606693', 'route': ['p3', 'e1', 'i12', 'x3', 'p2', 'c2']}
1769453202.4467468,SENT,af9fe906-2a7e-442a-8d04-789702d276c4,3a48222b-be26-42a7-b4be-209e849cada3,c2,c3,3378,?,p2,
1769453202.446818,CREATED,e98daad8-2fb4-4dbc-807e-605f7f9eae45,ba2a08f0-8f25-49bc-bf89-051ffe9ba8a0,c2,c3,27,?,?,surb={'id': 'dc5755bd-0890-45ff-a787-f83fe6606693', 'route': ['p3', 'e1', 'i12', 'x3', 'p2', 'c2']}
1769453202.5000842,SENT,7c40939c-3e4c-468d-9a19-fee61188a987,2b81abab-c014-4429-a88b-02d6126ea693,c2,c3,3355,?,p2,
1769453202.5001376,CREATED,212133ff-8098-4b7c-8e31-b35a86c92840,a15208ce-9ee2-4a52-bc56-ba5a23d056ff,c2,c3,25,?,?,surb={'id': '2ea4c6be-fd3b-4f4f-8434-f580aa03973e', 'route': ['p3', 'e4', 'i8', 'x7', 'p2', 'c2']}
1769453202.6498618,SENT,e0b0ea39-bf68-4520-a414-becb83e920e1,97417fdb-cb9f-4c30-b05e-b24f9df64b99,c2,c3,3386,?,p2,
1769453202.6499565,CREATED,12456c88-b488-4232-bba6-665d30dac4f9,a15208ce-9ee2-4a52-bc56-ba5a23d056ff,c2,c3,25,?,?,surb={'id': '2ea4c6be-fd3b-4f4f-8434-f580aa03973e', 'route': ['p3', 'e4', 'i8', 'x7', 'p2', 'c2']}
1769453202.6811113,RECEIVED,98b6d9e4-2900-4239-ac23-7b448942950f,7dc06716-8a6f-4c84-9be1-29631e4db9b8,c4,c2,27,p2,?,surb={'id': 'ef14f31e-830b-42ce-a99a-edca03f95fcd', 'route': ['p2', 'e7', 'i1', 'x12', 'p1', 'c4']}
1769453202.7691264,SENT,cc8c1445-2aea-4c71-b1c6-8317aff68893,709840e8-1175-4dc9-a7b3-5fbc1b15d7cf,c2,c3,3389,?,p2,
1769453202.7692003,CREATED,f62204ca-b28c-4abe-81ca-15de44ee42db,201b4b51-8987-4b16-904d-8e1c2c963619,c2,c3,27,?,?,surb={'id': '72892f9e-6cec-45ad-8a6a-ac1bd806c852', 'route': ['p3', 'e5', 'i7', 'x11', 'p2', 'c2']}
1769453202.8113916,RECEIVED,e59ccd0c-e561-4cc3-b43a-baa7002badfa,213c53b7-8107-44c2-af11-8453d7b1f617,c4,c2,26,p2,?,surb={'id': '3991bb7b-5ba7-44b5-89fa-23c831881096', 'route': ['p2', 'e11', 'i6', 'x6', 'p1', 'c4']}
1769453203.1706216,SENT,9e8c28af-5700-464f-a3f6-f7052de37292,5ab982cf-40d7-4a92-9b24-8e0a421c0e8e,c2,c3,3379,?,p2,
1769453203.1707053,CREATED,14e0b7e7-5cf1-4a90-87c0-0da13d664fd6,201b4b51-8987-4b16-904d-8e1c2c963619,c2,c3,27,?,?,surb={'id': '72892f9e-6cec-45ad-8a6a-ac1bd806c852', 'route': ['p3', 'e5', 'i7', 'x11', 'p2', 'c2']}
1769453203.5484946,SENT,ff934594-851c-4fef-b84a-5069c2d35151,16e6baec-e1d3-41bd-9c33-4878227c8555,c2,c3,3386,?,p2,
1769453203.5485797,CREATED,1730e61e-9c96-4023-994e-8b04d497ec40,17a74862-ba37-43ed-81a4-1774a760b1ca,c2,c3,27,?,?,surb={'id': '467b6aa7-705f-4ed9-a4d8-2d56144b59b7', 'route': ['p3', 'e4', 'i10', 'x11', 'p2', 'c2']}
1769453203.6439903,SENT,8be1cda5-dab4-4733-979f-dba2d4467e75,8f2a3681-9f66-4b31-8168-c9529f9710a9,c2,c3,3360,?,p2,
1769453203.6441092,CREATED,1a8dea71-4a4b-4f3f-979f-303a2bc7832e,17a74862-ba37-43ed-81a4-1774a760b1ca,c2,c3,27,?,?,surb={'id': '467b6aa7-705f-4ed9-a4d8-2d56144b59b7', 'route': ['p3', 'e4', 'i10', 'x11', 'p2', 'c2']}
1769453203.9658074,SENT,c6259e3d-9bbb-4d03-8ddf-25fb6dc32cb7,8c75525e-ea38-4b6f-9bd7-fc83d8319393,c2,c3,3379,?,p2,
1769453203.965906,CREATED,16d3df91-21f1-4fb1-b058-4a1c81d607fd,1c81febe-1046-4eab-bfab-8898cb756fa7,c2,c3,27,?,?,surb={'id': 'b6cc740d-147a-4917-bf4b-2a6c2e137d4a', 'route': ['p3', 'e10', 'i4', 'x5', 'p2', 'c2']}
1769453204.1521869,RECEIVED,9922b267-81ec-4fc7-8ae0-414cb8ca3394,960456bc-e403-4253-9082-f59f7b49cf7a,c4,c2,27,p2,?,surb={'id': '48bfe8a1-8db0-4e80-a0ef-fa506b539c34', 'route': ['p2', 'e6', 'i10', 'x11', 'p1', 'c4']}
1769453204.2011876,RECEIVED,398bbc57-0d6a-40d9-97ca-304019e87809,d0411ed4-7a21-494e-8421-d5818f990dd3,c4,c2,27,p2,?,surb={'id': '279c3f8a-bdde-4a49-94ad-f5da03b0225a', 'route': ['p2', 'e9', 'i11', 'x3', 'p1', 'c4']}
1769453204.20191,SENT,cd939e1c-e7e8-42cb-bcb5-05fc5118b90c,2e388873-358a-4171-910e-44bd77418945,c2,c3,3392,?,p2,
1769453204.2020047,CREATED,2f43c80c-4879-4dba-927e-761a3a42436a,1c81febe-1046-4eab-bfab-8898cb756fa7,c2,c3,27,?,?,surb={'id': 'b6cc740d-147a-4917-bf4b-2a6c2e137d4a', 'route': ['p3', 'e10', 'i4', 'x5', 'p2', 'c2']}
1769453204.7954743,RECEIVED,c838a1e6-8579-411a-a910-022a98961ef2,b8d88e17-9e98-4023-9550-a40d43d354de,c4,c2,27,p2,?,surb={'id': '22a0473a-2aeb-42bd-aa04-6c2855d307c4', 'route': ['p2', 'e3', 'i2', 'x1', 'p1', 'c4']}
1769453204.9987764,RECEIVED,e12cb297-585d-433f-9298-f939ca7afc39,b8d88e17-9e98-4023-9550-a40d43d354de,c4,c2,27,p2,?,surb={'id': '22a0473a-2aeb-42bd-aa04-6c2855d307c4', 'route': ['p2', 'e3', 'i2', 'x1', 'p1', 'c4']}
1769453205.2585704,RECEIVED,0a59ca17-7e41-405f-8dc1-3ca236114b82,86aa9143-ef5a-4758-8dfe-beb8c2fe5782,c4,c2,27,p2,?,surb={'id': '445abdca-5017-474d-bb8e-8b4599858a6b', 'route': ['p2', 'e8', 'i11', 'x11', 'p1', 'c4']}
1769453205.2970881,RECEIVED,da77f45a-a6d9-43c4-9acc-baaa43a3e141,8f75328f-0009-4b0a-be71-4cfa614217f6,c4,c2,26,p2,?,surb={'id': 'a18cb2ab-5181-4286-bf5e-d416a1fce230', 'route': ['p2', 'e11', 'i6', 'x2', 'p1', 'c4']}
1769453205.322678,RECEIVED,aa73e874-bcb1-47cd-b6b0-5fad46564499,d0411ed4-7a21-494e-8421-d5818f990dd3,c4,c2,27,p2,?,surb={'id': '279c3f8a-bdde-4a49-94ad-f5da03b0225a', 'route': ['p2', 'e9', 'i11', 'x3', 'p1', 'c4']}
1769453205.4890428,RECEIVED,79ed1ab1-a637-4057-9a14-2f2ec27f0024,dd002255-9cb1-40a7-bdce-d48b253e3816,c4,c2,26,p2,?,surb={'id': 'eb2dc422-c570-41e2-ab5d-e68ff7d246e9', 'route': ['p2', 'e5', 'i9', 'x4', 'p1', 'c4']}
1769453205.7727678,RECEIVED,30ef9958-bf21-4b66-a8c5-d0e1e7543b35,85ebf79f-d2aa-48e7-88d4-37a72578f151,c4,c2,26,p2,?,surb={'id': 'e2eb421f-4539-44ea-b037-2af64b6608a0', 'route': ['p2', 'e9', 'i1', 'x3', 'p1', 'c4']}
1769453205.907303,RECEIVED,c0161223-d370-4d9f-978f-9722ef24af8d,7dc06716-8a6f-4c84-9be1-29631e4db9b8,c4,c2,27,p2,?,surb={'id': 'ef14f31e-830b-42ce-a99a-edca03f95fcd', 'route': ['p2', 'e7', 'i1', 'x12', 'p1', 'c4']}
1769453206.1299508,SENT,67b3492b-69ef-4b6b-98f5-606e53d7425a,7323ff32-67d3-437f-8201-152aa7b9ff98,c2,c3,3384,?,p2,
1769453206.130139,CREATED,f878d617-9348-484d-bc27-8a5dc48853a3,796efee6-dbf3-44cb-8259-1bc9e8a72b85,c2,c3,26,?,?,surb={'id': 'c75cc526-7977-47b1-a1fe-8094f3514c4f', 'route': ['p3', 'e7', 'i7', 'x12', 'p2', 'c2']}
1769453206.4751065,RECEIVED,6fbc9520-93ae-4193-8d26-c277b4a85045,8f75328f-0009-4b0a-be71-4cfa614217f6,c4,c2,26,p2,?,surb={'id': 'a18cb2ab-5181-4286-bf5e-d416a1fce230', 'route': ['p2', 'e11', 'i6', 'x2', 'p1', 'c4']}
1769453206.5176606,SENT,a67ab6eb-c3bc-4682-acb0-497d97c58574,7055e28d-ca74-4441-a91d-51b060fea0a3,c2,c3,3385,?,p2,
1769453206.5178092,CREATED,09cc7e9d-855a-4637-bacc-ed3091b2b241,796efee6-dbf3-44cb-8259-1bc9e8a72b85,c2,c3,26,?,?,surb={'id': 'c75cc526-7977-47b1-a1fe-8094f3514c4f', 'route': ['p3', 'e7', 'i7', 'x12', 'p2', 'c2']}
1769453206.660331,RECEIVED,6a31367f-9d69-49f5-b556-2eadcb97e8a2,564f94b9-7517-4a13-876b-e64c1a5fd0fa,c4,c2,27,p2,?,surb={'id': 'b060db5d-3ebf-435f-aac5-8f6c06de8d28', 'route': ['p2', 'e2', 'i8', 'x12', 'p1', 'c4']}
1769453206.68234,SENT,f3f9ad52-458a-48b2-9bfe-bf9475ed9e78,669ccaca-ed5f-49e1-9d0a-a6a48210bfd8,c2,c3,3364,?,p2,
1769453206.6824903,CREATED,f16968b7-6378-4026-9883-6e6052443bb4,adb463f2-291a-4a84-b9ff-eb2e296c6a1a,c2,c3,27,?,?,surb={'id': 'bfc3794c-3328-444d-940f-0916f39385d4', 'route': ['p3', 'e2', 'i9', 'x1', 'p2', 'c2']}
1769453206.956863,RECEIVED,b158adf6-344c-454c-9152-7d10c2d8dd92,d38025d3-38cf-43e2-89eb-fc195e1f260b,c4,c2,27,p2,?,surb={'id': '62bf831d-99ac-4b5c-9be0-37678e354afb', 'route': ['p2', 'e7', 'i11', 'x7', 'p1', 'c4']}
1769453206.995168,SENT,c718a0e4-b37c-4398-8e5c-3feacc9e1a82,50761492-06e6-4c71-9c4f-6f14cfbdece9,c2,c3,3388,?,p2,
1769453206.9952688,CREATED,15f6019e-24ef-4541-ad45-06cfc1b5af9d,adb463f2-291a-4a84-b9ff-eb2e296c6a1a,c2,c3,27,?,?,surb={'id': 'bfc3794c-3328-444d-940f-0916f39385d4', 'route': ['p3', 'e2', 'i9', 'x1', 'p2', 'c2']}
1769453207.0197027,RECEIVED,a6e348f6-3a75-4b8b-957e-1922b45faa92,86aa9143-ef5a-4758-8dfe-beb8c2fe5782,c4,c2,27,p2,?,surb={'id': '445abdca-5017-474d-bb8e-8b4599858a6b', 'route': ['p2', 'e8', 'i11', 'x11', 'p1', 'c4']}
1769453207.0753405,SENT,6fded8a5-33c6-48c3-986d-a3fb762c579c,cbf01aa5-541d-4ccf-8df4-6240b9ffb12d,c2,c3,3375,?,p2,
1769453207.0754092,CREATED,918c8135-5300-40aa-9899-6ddf8f00dd8d,09603624-46f6-4465-9229-5124b9d37ecc,c2,c3,27,?,?,surb={'id': 'e17a9b15-75ba-40dd-9456-8b2c61ef24bb', 'route': ['p3', 'e6', 'i6', 'x9', 'p2', 'c2']}
1769453207.3347354,RECEIVED,ba01c753-af85-4244-8c5a-4f410c058ede,d38025d3-38cf-43e2-89eb-fc195e1f260b,c4,c2,27,p2,?,surb={'id': '62bf831d-99ac-4b5c-9be0-37678e354afb', 'route': ['p2', 'e7', 'i11', 'x7', 'p1', 'c4']}
1769453207.6426136,SENT,6188514c-da36-49b4-bc4a-7efa2146d614,75e85bad-e490-4a19-a75d-a1b6e0388984,c2,c3,3400,?,p2,
1769453207.6427615,CREATED,ea2d0c2a-c14d-49d7-a78e-b7ad86d250e0,09603624-46f6-4465-9229-5124b9d37ecc,c2,c3,27,?,?,surb={'id': 'e17a9b15-75ba-40dd-9456-8b2c61ef24bb', 'route': ['p3', 'e6', 'i6', 'x9', 'p2', 'c2']}
1769453208.0356987,RECEIVED,a346929c-de39-4068-b8d4-be01a8c46a46,564f94b9-7517-4a13-876b-e64c1a5fd0fa,c4,c2,27,p2,?,surb={'id': 'b060db5d-3ebf-435f-aac5-8f6c06de8d28', 'route': ['p2', 'e2', 'i8', 'x12', 'p1', 'c4']}
1769453208.2165575,SENT,505c1477-5beb-44e2-bd60-4a8fea356546,7349fc88-19e3-41e4-8cb2-95f020e7a058,c2,c3,3377,?,p2,
1769453208.2166567,CREATED,287f2d1d-6dea-4782-9117-07f7c8704e20,8e5375dc-6185-48f0-87d5-e7efd268b0f3,c2,c3,27,?,?,surb={'id': '4831f557-c2c0-4234-a3ac-cc815282dff1', 'route': ['p3', 'e1', 'i3', 'x2', 'p2', 'c2']}
1769453208.2354293,SENT,da8687a5-e6c3-460e-b358-6fbbf9e42d76,26ee5f20-9a23-4ee0-8c7a-f54cec08c3c7,c2,c3,3379,?,p2,
1769453208.2355301,CREATED,3d1972cb-7fcc-41b8-9d99-535b89f264f6,8e5375dc-6185-48f0-87d5-e7efd268b0f3,c2,c3,27,?,?,surb={'id': '4831f557-c2c0-4234-a3ac-cc815282dff1', 'route': ['p3', 'e1', 'i3', 'x2', 'p2', 'c2']}
1769453208.2786593,RECEIVED,57a6bd3a-a696-40df-a558-9650cf182402,6bb0ebc5-6239-4201-8346-0a7142c75b0d,c4,c2,26,p2,?,surb={'id': '65c054d8-36f9-4f2a-8496-a67ad4d6e35b', 'route': ['p2', 'e5', 'i12', 'x5', 'p1', 'c4']}
1769453208.38277,RECEIVED,f816a925-93bd-4c83-9816-5293114b188a,6bb0ebc5-6239-4201-8346-0a7142c75b0d,c4,c2,26,p2,?,surb={'id': '65c054d8-36f9-4f2a-8496-a67ad4d6e35b', 'route': ['p2', 'e5', 'i12', 'x5', 'p1', 'c4']}
1769453208.576561,RECEIVED,417ab300-a12f-4724-9ed9-ba66b5f7c997,617dea30-8356-41c9-8b22-5a164d72f7ef,c4,c2,27,p2,?,surb={'id': '0b2e88a9-4726-40ed-b551-a7e14ddd3d29', 'route': ['p2', 'e11', 'i9', 'x4', 'p1', 'c4']}
1769453208.5981967,RECEIVED,9d3dd41a-c93e-49b2-a13c-92df0bb4d653,f33d8998-4256-49dd-8e09-1a40daecece1,c4,c2,27,p2,?,surb={'id': 'a20cacd7-463d-495e-9aff-02095543d4b2', 'route': ['p2', 'e2', 'i9', 'x2', 'p1', 'c4']}
1769453208.631482,SENT,b09d2f26-df08-4d2f-b36e-99ab3b5ad1a3,b69ab07e-0699-4949-aba8-fe0f24a3be89,c2,c3,3379,?,p2,
1769453208.6315808,CREATED,92dc5336-3c8b-4aa0-9b6f-9a62259ed973,23d33212-30c4-4e93-8b7a-4c7e31762c5b,c2,c3,27,?,?,surb={'id': '99ee6cfe-9428-4cc5-a3d0-5d76f8e26bb7', 'route': ['p3', 'e7', 'i5', 'x8', 'p2', 'c2']}
1769453208.9541733,RECEIVED,ea1305a4-2de6-4243-839d-f4d7dd684ba9,bbc3aa57-e82f-46bd-bb32-8afb74ed40a0,c4,c2,26,p2,?,surb={'id': 'cc49f119-8ff2-4111-9dd8-cf2698858479', 'route': ['p2', 'e11', 'i3', 'x1', 'p1', 'c4']}
