timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769391384.20579,RECEIVED,bbe5447e-24ac-4030-a709-47784a357d8a,609292fe-8e51-4688-aa02-54757203d42f,c2,c4,27,p1,?,surb={'id': 'b8bd2d9c-5f0e-4004-8c81-6c7048f1a35d', 'route': ['p1', 'e12', 'i1', 'x11', 'p2', 'c2']}
1769391385.2033474,RECEIVED,408b0caf-3d69-4166-8e64-a83e06f708d5,95079e5f-b5ff-4f14-b477-100423451f29,c2,c4,26,p1,?,surb={'id': '24b0e02b-cf96-409b-9b64-93495ac83ac4', 'route': ['p1', 'e3', 'i3', 'x11', 'p2', 'c2']}
1769391385.4792674,RECEIVED,017619b3-3ebe-4643-9414-fad8bfdd1eb6,5c8a5b90-61f4-43ce-bccf-1ea74ff3f131,c2,c4,27,p1,?,surb={'id': '1ed8be1f-36c5-4b6f-a0ec-ea61f082e1f8', 'route': ['p1', 'e1', 'i5', 'x9', 'p2', 'c2']}
1769391385.5025177,RECEIVED,bb7a4dd9-95e6-46d8-a623-ccc08b3689a0,f6c2128b-3975-4ea5-bf1f-9da1c019e334,c5,c4,27,p1,?,surb={'id': '3af6fc55-fcf8-4829-afa9-98deb7852b08', 'route': ['p1', 'e6', 'i9', 'x1', 'p2', 'c5']}
1769391385.693508,RECEIVED,02788c3d-a7ff-4fc9-91cf-f4827cb1e1ad,067faa6a-4259-4fe6-b3ef-dc2db9040c71,c2,c4,27,p1,?,surb={'id': 'e2f126e7-db1f-4887-80d9-f192851dfe3f', 'route': ['p1', 'e2', 'i5', 'x9', 'p2', 'c2']}
1769391385.935804,SENT,da8b8076-5402-44ea-935a-040258b41da1,c2312e5e-ce3d-41a1-9626-0c031ea27b96,c4,c5,3405,?,p1,
1769391385.9359534,CREATED,3e66cb78-f500-474f-a527-91571d5c6cbc,8a15e7c9-5621-4c0d-8857-d3ca2e487661,c4,c5,27,?,?,surb={'id': '87ae4506-47f5-4bfc-8fc1-fbf85dc97bdd', 'route': ['p2', 'e12', 'i9', 'x9', 'p1', 'c4']}
1769391386.024877,RECEIVED,69dcb23b-82b2-456e-8b26-f3968556c5cc,d0c3ea5e-3e44-4f19-b362-9f121b7827a8,c2,c4,27,p1,?,surb={'id': 'c4f62d42-b830-44f7-a4c1-d407dbb4c055', 'route': ['p1', 'e7', 'i11', 'x1', 'p2', 'c2']}
1769391386.2246935,SENT,c51d0918-7285-4f8b-ac3c-b5e350090a6e,eae94325-62f6-4390-8ce6-59a4571e9de5,c4,c5,3378,?,p1,
1769391386.2248394,CREATED,9126d33f-85b7-4192-85b4-e3d0424f1133,008acafe-e294-4232-a081-09310d0e72c5,c4,c5,27,?,?,surb={'id': '19d6b9b5-a8e5-445c-adde-a531bb38388c', 'route': ['p2', 'e5', 'i4', 'x5', 'p1', 'c4']}
1769391386.2331161,RECEIVED,98a9710b-9576-49cb-abb9-12b81cc1b26d,c68dd5de-f5d1-42e7-a1fb-444732859bbb,c2,c4,25,p1,?,surb={'id': '0dc5de45-f019-4198-95bb-476339a5c58a', 'route': ['p1', 'e11', 'i5', 'x2', 'p2', 'c2']}
1769391386.3047762,RECEIVED,97a4e273-5b84-4f48-aa6b-7c34b3bcf238,00e22425-b98a-45ab-98d5-8b1206f2147b,c5,c4,27,p1,?,surb={'id': 'cc4febd1-0aed-49d8-af19-be1c6ddc6bf7', 'route': ['p1', 'e10', 'i6', 'x4', 'p2', 'c5']}
1769391386.5234675,RECEIVED,d0cc7dfc-3426-4a7f-9d6c-8e21cce48c8f,056a9c2e-86d4-40e7-8bf6-1f711bd250cb,c5,c4,27,p1,?,surb={'id': '68122e3d-7bc8-4f42-a33d-876b361979ff', 'route': ['p1', 'e12', 'i6', 'x8', 'p2', 'c5']}
1769391386.5501466,RECEIVED,b99c98d9-c8f2-4b89-87a2-ea4cd7e9e203,fb05b931-76bd-4509-9dbb-e8f9e424cbb9,c2,c4,27,p1,?,surb={'id': '1ccb9b27-4fd6-40c2-8dc9-466ed52112db', 'route': ['p1', 'e11', 'i9', 'x7', 'p2', 'c2']}
1769391386.6203475,SENT,535320b5-1c8b-4bb5-8c5f-a3c4efdfe247,a1164764-6018-459f-9479-a16b1c7191ea,c4,c5,3379,?,p1,
1769391386.6205027,CREATED,d82eeec2-6511-40f8-8989-a4913923cc26,fc5fb355-003d-4362-a658-d089d2159e85,c4,c5,27,?,?,surb={'id': '2dd07b4d-af75-4fcd-92a7-b119651b674a', 'route': ['p2', 'e8', 'i11', 'x10', 'p1', 'c4']}
1769391386.6439996,SENT,b5118590-1234-4f29-9c92-9a1c48ab69bd,4ef14a99-0001-466b-8583-ad828835a428,c4,c5,3359,?,p1,
1769391386.6442015,CREATED,f250c8a6-e1b5-4d43-b985-200f9986b400,49c4329b-8000-4a66-b68c-c02551c0c4a8,c4,c5,27,?,?,surb={'id': '2b2d96f0-f08b-4245-99e1-4041a97f14d0', 'route': ['p2', 'e8', 'i9', 'x11', 'p1', 'c4']}
1769391386.9545217,SENT,c76943c8-45e4-475b-917c-8d6a5dabe004,ce6c8edf-245e-4d1e-82d3-6fa78d33cfe8,c4,c5,3368,?,p1,
1769391386.9546719,CREATED,75674abd-2600-4b15-91ae-e4e99c7b1593,f3d676f4-da6f-4ce8-b65b-f4536f7d1ef0,c4,c5,27,?,?,surb={'id': 'bd69627b-f1cc-4c31-be2d-e8dce5bd5d86', 'route': ['p2', 'e3', 'i10', 'x2', 'p1', 'c4']}
1769391387.0456731,RECEIVED,b41368d5-57f1-48b4-b7c4-98d22263e97c,82ab1025-e5a2-4c1b-85c3-8b67108286b8,c2,c4,27,p1,?,surb={'id': '0f698508-3ebd-4816-bc33-87e49d0e63b1', 'route': ['p1', 'e12', 'i11', 'x9', 'p2', 'c2']}
1769391387.188617,RECEIVED,abbcaa69-5bd5-4148-bcc7-5fe0b055772b,c8a8f82d-2320-46e6-a764-6aa2865c73e8,c5,c4,27,p1,?,surb={'id': '545cb161-74a7-45ab-9f93-79170ff30062', 'route': ['p1', 'e6', 'i1', 'x1', 'p2', 'c5']}
1769391387.2033458,RECEIVED,8cdd1f0b-4e0f-4cec-9691-81e2286ae161,7cff63cc-645b-4c64-a0e2-04bf034c696e,c2,c4,27,p1,?,surb={'id': '1d04aaea-8347-41d6-ba16-d90500e36443', 'route': ['p1', 'e3', 'i9', 'x11', 'p2', 'c2']}
1769391387.344032,RECEIVED,a21adbcf-1453-489b-bc36-da16b071b161,21c4b2f4-954f-4f41-ac0b-1f3296e7dff4,c2,c4,27,p1,?,surb={'id': '85db2895-42cd-439b-ba2e-63a93288c70c', 'route': ['p1', 'e4', 'i4', 'x6', 'p2', 'c2']}
1769391387.3566706,RECEIVED,fc706110-b25d-4a83-95a7-038c6d78684e,9d5c99e7-8ddf-4b5a-b58f-fe8b9fef0ccf,c5,c4,27,p1,?,surb={'id': 'd940be83-bc9f-45c6-8646-fa64e80ba54f', 'route': ['p1', 'e5', 'i3', 'x12', 'p2', 'c5']}
1769391387.365865,RECEIVED,86e0b8c4-de20-43db-bebd-0ab87370c229,a5add14e-a3d9-40e2-b7ae-f733730dc2af,c5,c4,27,p1,?,surb={'id': '1041914d-d31e-40a4-b46d-f488d95d9919', 'route': ['p1', 'e8', 'i11', 'x6', 'p2', 'c5']}
1769391387.4056506,SENT,e32c0e89-95c5-4c96-9a51-293c4757e8d6,65fe4c91-42c0-424c-bc75-d89f3dfc0f97,c4,c5,3372,?,p1,
1769391387.4057956,CREATED,ce3b4fe5-4b7d-4c0e-8c25-354057754be7,7e51850a-b002-4ea1-9337-45ed6e46cc6a,c4,c5,27,?,?,surb={'id': '83be7c4a-7cd4-4fa9-b263-c21077f1e8b3', 'route': ['p2', 'e12', 'i3', 'x8', 'p1', 'c4']}
1769391387.7048585,SENT,160350cf-4410-4bda-844f-41e6303297ec,b2235269-d3a2-4147-9bfc-bf77d673b344,c4,c5,3392,?,p1,
1769391387.7050092,CREATED,4c743b1e-4249-47db-8e30-79f3775333d4,309e2b61-6cb4-457d-adc6-a957cf60a63a,c4,c5,27,?,?,surb={'id': '675d899b-cd5a-47c5-b3a3-d90c19386f9f', 'route': ['p2', 'e7', 'i10', 'x8', 'p1', 'c4']}
1769391387.9375188,SENT,05ef6414-9fda-4bf0-8239-345f6539f648,1d19ad94-6b00-4a91-9890-1eb242ad7c42,c4,c5,3380,?,p1,
1769391387.9376686,CREATED,6aa5263a-07d6-4550-be5b-1a61ddb829fe,e484d97f-8716-46ec-8c7a-3f2a2a83d0b3,c4,c5,26,?,?,surb={'id': '5c4f31bc-a35b-4b17-8485-603412ba6194', 'route': ['p2', 'e3', 'i1', 'x6', 'p1', 'c4']}
1769391388.0355806,RECEIVED,856a6166-2414-41be-b733-f728dcf7f661,f6cd4165-5dd0-4f29-8547-f2da93c8c918,c2,c4,27,p1,?,surb={'id': 'a0a9d5a0-9749-4687-9f96-a45c2951d390', 'route': ['p1', 'e5', 'i8', 'x11', 'p2', 'c2']}
1769391388.4545677,RECEIVED,c5c06bff-6a40-4d26-8088-32863ff1145a,7cfc78d8-1f5a-4e1b-9e9c-8be4ff2933bd,c5,c4,26,p1,?,surb={'id': 'c51ee528-04e3-45aa-9f14-d6a415e54c6d', 'route': ['p1', 'e12', 'i1', 'x1', 'p2', 'c5']}
1769391388.7217646,RECEIVED,ac8a0c14-5e5f-4065-a087-41a501d29df8,41940ff3-23c5-4fd0-b8c1-6ed256eb8939,c5,c4,27,p1,?,surb={'id': 'b1232f0f-ef26-4703-b85a-5c7bdeaa84fe', 'route': ['p1', 'e5', 'i1', 'x4', 'p2', 'c5']}
1769391388.7423558,SENT,b18d35ab-b86d-413d-b0b3-92e20768b81a,4fe8759b-cc03-41e9-8ca2-adf5f76a3fbd,c4,c5,3360,?,p1,
1769391388.7424867,CREATED,a6802064-0a44-40b5-b758-e7bc3f4656db,335bdae2-4aa2-4c6f-96c8-aa9c99941f5a,c4,c5,27,?,?,surb={'id': '23140405-0bc9-4056-b864-8cb385c1fc74', 'route': ['p2', 'e8', 'i5', 'x5', 'p1', 'c4']}
1769391388.7752464,SENT,73c8ce2e-ddcb-40c3-8795-db86ef256273,a42d27c9-a337-444a-aa0a-3bc5c7151dfd,c4,c5,3384,?,p1,
1769391388.775323,CREATED,b0d8d698-b36b-4601-9b44-6ac278213045,c0e9ab73-faf9-4e95-92c5-07ef454e54fb,c4,c5,27,?,?,surb={'id': '2ab2f3c5-56c5-4014-acc6-6e28cebf2b36', 'route': ['p2', 'e1', 'i6', 'x10', 'p1', 'c4']}
1769391389.1892838,SENT,2455dda5-a56e-4434-8486-cade2cd98062,f5f69b18-f86a-4142-a2ab-49400c1e20d6,c4,c5,3372,?,p1,
1769391389.1893747,CREATED,4ab0d549-473f-4fe6-aed1-1df58bd6d328,71fc9d30-ebbb-40a4-9583-a42b582675db,c4,c5,27,?,?,surb={'id': '19af0565-bf21-4b79-9e09-88cdb57ced7e', 'route': ['p2', 'e4', 'i1', 'x6', 'p1', 'c4']}
1769391389.229464,RECEIVED,fbb7b4e5-f2cf-40ae-aa52-c4cea8f36bb7,3c480c4b-c60e-4454-ac00-a9541429059b,c2,c4,24,p1,?,surb={'id': '5c156cba-c35a-46b5-aed1-36ee15d12461', 'route': ['p1', 'e4', 'i8', 'x7', 'p2', 'c2']}
1769391389.3322504,RECEIVED,26121632-e870-4ea8-945d-a3a2c07f002e,64ee4196-a544-4246-80f5-cfa16e31639e,c2,c4,27,p1,?,surb={'id': '4ceff564-886d-4b9c-bd0a-a41bee791997', 'route': ['p1', 'e1', 'i7', 'x12', 'p2', 'c2']}
1769391389.5118196,RECEIVED,04bdbb7b-5eac-4ab8-a3af-1cd6e1213b50,bb1dfefd-5d23-4ad3-980a-586e9b2d6946,c5,c4,26,p1,?,surb={'id': '03dfbd20-2bc9-4994-aaba-c2c55bfd2675', 'route': ['p1', 'e5', 'i12', 'x2', 'p2', 'c5']}
1769391389.6888988,RECEIVED,c1ee092d-4f04-4326-a29b-386cf614586d,47a54467-b5f9-4386-b583-28f39235a14f,c2,c4,26,p1,?,surb={'id': '1c5b751e-93b8-4356-be7d-fb6a77a8fb37', 'route': ['p1', 'e9', 'i5', 'x3', 'p2', 'c2']}
1769391389.7454102,RECEIVED,51f46a80-fbc2-4491-8941-fa05076a84dc,4cf069fc-bcfa-453d-9ccb-65401486124e,c2,c4,27,p1,?,surb={'id': '0bc051c8-edd8-4f66-ae0a-5c03128ac66d', 'route': ['p1', 'e1', 'i5', 'x10', 'p2', 'c2']}
1769391389.8920689,RECEIVED,2d651d80-1e13-4511-9915-a4ec8a896e2d,e87061f0-32be-4455-9efa-c0dba745798d,c5,c4,27,p1,?,surb={'id': 'a6934f80-d023-4b23-8be4-6f6b418f2614', 'route': ['p1', 'e2', 'i1', 'x9', 'p2', 'c5']}
1769391390.0647001,SENT,87c83397-84ff-4bb7-9ce5-bef981a1aa23,9e22949c-4def-465e-8c46-46c4c3c26fbc,c4,c5,3371,?,p1,
1769391390.064799,CREATED,b98b7ed3-b288-4b14-9823-e03ded0516a3,4ecaa35f-7cb0-47d3-834c-794d886fbd58,c4,c5,26,?,?,surb={'id': '38bf113a-d78c-445e-b8ab-dccea7a3b3e7', 'route': ['p2', 'e12', 'i8', 'x1', 'p1', 'c4']}
1769391390.1722162,RECEIVED,6453f3c9-90ad-4291-8ea6-9006bd162909,38a3febb-3518-40eb-bac1-b2f8420c4d32,c5,c4,26,p1,?,surb={'id': '0d67a438-ff50-4785-9321-848cfe0217fe', 'route': ['p1', 'e2', 'i8', 'x10', 'p2', 'c5']}
1769391390.2095547,RECEIVED,4cbd94b9-e259-4d91-ad68-6f472070be17,2bc01319-9c03-40d9-a8d9-5f629ec75305,c2,c4,27,p1,?,surb={'id': 'f0654090-3420-4cbe-b73c-2e5fca2b8f35', 'route': ['p1', 'e11', 'i2', 'x11', 'p2', 'c2']}
1769391390.5319295,RECEIVED,19a742e5-dab5-4b26-b03e-717bb6b9222d,967eab2a-1c4f-4817-9d0a-df7f1163961a,c2,c4,27,p1,?,surb={'id': '3b7c024c-e632-4dcf-80fd-248dac1679d7', 'route': ['p1', 'e7', 'i12', 'x6', 'p2', 'c2']}
1769391390.737759,SENT,c4d99aa2-3031-4640-b4a2-1faf784e1b7f,fc713db5-52d4-499e-94dc-f141db21f653,c4,c5,3387,?,p1,
1769391390.7381613,CREATED,3f1231ef-729f-4c87-b0f3-dc3521506ef1,4947d13a-e6d5-4114-8a27-09f67ab54bd2,c4,c5,27,?,?,surb={'id': '07be2220-3415-4db7-b2b4-f65dff60978a', 'route': ['p2', 'e5', 'i2', 'x11', 'p1', 'c4']}
1769391390.7631986,RECEIVED,45f3dee9-ceb0-40f3-bd7e-cde610c39c29,9bc48e31-c83f-43d3-9a9b-045d6ecb360a,c5,c4,27,p1,?,surb={'id': 'b12368d1-1bf2-4ee8-b2bc-fc22a5e2bd39', 'route': ['p1', 'e9', 'i10', 'x7', 'p2', 'c5']}
1769391391.164515,RECEIVED,69b806ac-a7ae-4ad3-925b-cabbb4d0631e,921e004d-f054-4acf-8c9b-2df3ea08cf5c,c2,c4,26,p1,?,surb={'id': 'baabc75e-c147-44f8-8f50-a4a182ee4fec', 'route': ['p1', 'e1', 'i10', 'x4', 'p2', 'c2']}
1769391391.26827,RECEIVED,c6998468-0d81-4e7e-a548-2964309a6375,c1108a18-92b8-4b3d-b04c-73bbc3e743fa,c2,c4,27,p1,?,surb={'id': '56660f39-e3c7-4c90-a4ce-182d9870feec', 'route': ['p1', 'e6', 'i9', 'x5', 'p2', 'c2']}
1769391391.282706,RECEIVED,08aaf534-ecaf-43e3-84bb-96a82866bbfb,bb8ce9bb-501c-48bd-a24d-e95912ee6bc6,c5,c4,26,p1,?,surb={'id': '1c3bf3de-3923-4960-926b-0c16938ca239', 'route': ['p1', 'e11', 'i8', 'x3', 'p2', 'c5']}
1769391391.3553164,SENT,65de93ee-9915-4132-b36b-31f0991f24ba,b9d67bdb-e1ed-43bd-8b2c-4e652ce168db,c4,c5,3378,?,p1,
1769391391.3555465,CREATED,ba27d0cd-1a62-47c6-8149-ccc4d613a252,a691cae6-84e5-4f0c-93a6-01fcf75a255d,c4,c5,27,?,?,surb={'id': '695ad270-d7b5-402a-a676-e3849372ff93', 'route': ['p2', 'e3', 'i5', 'x9', 'p1', 'c4']}
1769391391.5765288,RECEIVED,875bbc7a-72ca-4b76-96da-b392df16c918,1b707f11-139e-4e9d-9c76-6b044ea19f0c,c5,c4,27,p1,?,surb={'id': 'a314039c-4f00-4627-8af2-066b2803645e', 'route': ['p1', 'e9', 'i6', 'x2', 'p2', 'c5']}
1769391391.8233137,RECEIVED,df0e6586-0f52-4e4a-a637-8cef3e6f3db9,51aa1370-5f7c-4b25-9f7f-23343d0aac40,c2,c4,27,p1,?,surb={'id': '6d5ec2ba-7f2d-4ac7-862c-3b29388a1208', 'route': ['p1', 'e12', 'i4', 'x9', 'p2', 'c2']}
1769391391.9717894,SENT,9b2b7d22-27b8-4e14-9550-653cd88a73c7,f3babb2a-10c7-47ab-b4d4-1ae8272d92c6,c4,c5,3393,?,p1,
1769391391.9719477,CREATED,1e20751f-2832-4c92-bdf2-e7213395641e,9898cb7d-f4ca-48ba-81b3-393d313b547f,c4,c5,27,?,?,surb={'id': 'edecaa8a-7899-4be1-9110-83c4be5322bc', 'route': ['p2', 'e5', 'i7', 'x12', 'p1', 'c4']}
1769391392.2095165,RECEIVED,6e4e89b7-72b5-4a37-bbe2-1163876db48d,f17ad248-6f51-4f3c-9735-bcf517d26f71,c5,c4,27,p1,?,surb={'id': '3c15aeab-a93e-4ceb-932a-f68b2b3a1111', 'route': ['p1', 'e12', 'i12', 'x12', 'p2', 'c5']}
1769391392.2555122,SENT,8975ab89-3b36-4f0a-baa0-73b4773e9710,73a46353-1e3f-4091-a76a-d7b1f05fbd25,c4,c5,3379,?,p1,
1769391392.2556615,CREATED,c6927f8d-6466-4fae-b25e-87158cd54e62,a3bf8ee0-31a3-4363-ba82-03b0ff1ef6f2,c4,c5,26,?,?,surb={'id': 'bf503898-056c-426e-a88b-01746e6a5754', 'route': ['p2', 'e4', 'i7', 'x4', 'p1', 'c4']}
1769391392.3371685,RECEIVED,236fe4f7-76b5-464a-89bc-425e4fec2a74,65c495b8-2cbb-4c49-855e-6fe014542e48,c5,c4,27,p1,?,surb={'id': '0f836e93-d449-4f18-aba4-feefc3759913', 'route': ['p1', 'e12', 'i8', 'x9', 'p2', 'c5']}
1769391392.555754,RECEIVED,f8eb2819-97ca-434c-b7a5-63282ef04917,82075ad3-5133-47d9-b340-e00bdcd80628,c2,c4,25,p1,?,surb={'id': 'd7efd3ba-84ef-4a1a-8276-ea9b266b522f', 'route': ['p1', 'e8', 'i9', 'x2', 'p2', 'c2']}
1769391393.0392656,RECEIVED,3d1d5b0d-8197-4c39-ab97-83516821a361,751b8012-aba7-489d-871d-c29f9333f1b0,c5,c4,27,p1,?,surb={'id': '741a5b51-d444-4270-99e8-e27fe0067bd5', 'route': ['p1', 'e7', 'i2', 'x11', 'p2', 'c5']}
1769391393.0676968,SENT,b3ff3372-cc4c-4325-9e5d-313550c943c8,09f96462-132c-475f-8ec0-adadc05330eb,c4,c5,3380,?,p1,
1769391393.067919,CREATED,fcaa9f63-9ae9-4d3e-b217-52d95ce454f2,313ae693-c82c-482c-ac1a-cf001fdfadca,c4,c5,27,?,?,surb={'id': 'd6c96f0d-8594-4674-badc-35cde8585ef3', 'route': ['p2', 'e9', 'i8', 'x7', 'p1', 'c4']}
1769391393.1663146,RECEIVED,1c2e1a18-5153-4e1b-ad35-b7f01c3bd7a5,6273d584-386e-405f-a092-ad846a8f7ffc,c5,c4,27,p1,?,surb={'id': '8da59457-0c47-48ae-9351-586c8142d8cb', 'route': ['p1', 'e1', 'i2', 'x5', 'p2', 'c5']}
1769391393.3605843,RECEIVED,5536db7d-6e21-408c-8ab6-b56eb30081df,8113dfe2-7f0f-4118-bee6-c742dd9c0cfc,c2,c4,27,p1,?,surb={'id': '39f5e7da-32d0-4a83-9020-e7121c31e483', 'route': ['p1', 'e12', 'i7', 'x5', 'p2', 'c2']}
1769391393.383706,RECEIVED,f3eca194-8b87-4026-a317-8a6fac219607,7ee81616-b860-496b-bb79-77df268cdf15,c5,c4,27,p1,?,surb={'id': '9e8608b0-cbde-4817-b26d-67e90e9ed9d4', 'route': ['p1', 'e2', 'i7', 'x4', 'p2', 'c5']}
1769391393.4145813,RECEIVED,bf574277-14e4-428d-8e7e-9540eee41fba,445bf0ff-96a6-47e5-9c2b-2162353a4ac9,c5,c4,26,p1,?,surb={'id': 'ffdafd55-9338-4410-a082-5bc9d2399442', 'route': ['p1', 'e8', 'i3', 'x6', 'p2', 'c5']}
1769391393.4977603,SENT,fa7c0456-29f1-4b0a-9bc2-5b3ba7207487,63469103-a5d0-4af0-88a8-6418cb52f69e,c4,c5,3380,?,p1,
1769391393.497931,CREATED,ff357573-c05e-42b3-aead-0b81b76767f9,9a06d321-8957-40c2-9d17-5c5455abb58d,c4,c5,26,?,?,surb={'id': '72d5a831-5b81-4086-bfaf-0664322a3f53', 'route': ['p2', 'e8', 'i4', 'x9', 'p1', 'c4']}
1769391393.5635965,RECEIVED,c87b6525-f20a-4272-9dbe-08abf9b4dffe,eb3e9935-e8b6-4757-bf45-fe2c2fefbfe2,c5,c4,27,p1,?,surb={'id': '6ead1672-ecf8-4310-84b3-8583976f1661', 'route': ['p1', 'e2', 'i6', 'x9', 'p2', 'c5']}
1769391393.5746458,RECEIVED,8e079c53-b036-4c81-9439-1684e0aad77a,3edb8e47-dc43-4ee2-a9e2-7bbf7497814e,c5,c4,27,p1,?,surb={'id': '4fd4dee6-1e69-4544-95f3-d0eda2264da1', 'route': ['p1', 'e10', 'i6', 'x6', 'p2', 'c5']}
1769391393.6321895,SENT,b4da8f39-2a9b-42c2-9c7a-0c587ffb9ddb,37fa72c2-d8b8-4289-8c72-24a8ff8e754e,c4,c5,3392,?,p1,
1769391393.632387,CREATED,8ec8eb5d-5e11-45fb-86f9-7d4d02d1ca57,be1aee50-894a-4315-9e70-2df964d5dc84,c4,c5,27,?,?,surb={'id': 'b3858b91-efb9-4fed-9b64-5ac1d5f29a83', 'route': ['p2', 'e7', 'i2', 'x12', 'p1', 'c4']}
1769391393.6361032,RECEIVED,92a4ae17-51bb-45ed-b932-3d56408c83f5,517cb29c-3ef9-48be-902b-4fe9193bf282,c2,c4,25,p1,?,surb={'id': '180f3e33-56b6-4d8c-ac7f-799268a70f97', 'route': ['p1', 'e5', 'i8', 'x7', 'p2', 'c2']}
1769391393.7336159,SENT,c8f9aee5-04df-454c-8126-a0c6afc88f91,327d4e1d-8659-4589-b77d-1ef4cd9223c2,c4,c5,3393,?,p1,
1769391393.7338505,CREATED,349d4cfc-d221-47ee-ac35-1efc499289af,ddc8cf2f-110b-4ba1-a333-70baa538477b,c4,c5,27,?,?,surb={'id': 'b6e14d5b-1c0c-469a-b4e9-ada2fbbc8fab', 'route': ['p2', 'e1', 'i5', 'x10', 'p1', 'c4']}
1769391393.7966983,SENT,dac8a61d-47a8-4b03-babc-0b97801da6b0,4e248267-7e78-4f91-bcfe-efdfbc87fae9,c4,c5,3371,?,p1,
1769391393.7968464,CREATED,422a1db1-d6cd-4d74-8437-3a0ec2cba52e,fcb76d77-4dc8-4eb2-ba62-f7ec75b09737,c4,c5,27,?,?,surb={'id': '79577c1e-ca65-4a99-ba4e-1a491cd45960', 'route': ['p2', 'e2', 'i2', 'x12', 'p1', 'c4']}
1769391393.8490374,RECEIVED,264b424c-a17c-4f78-b483-34f8a82a7117,ba4c2443-c657-43ca-8373-a33bc906591e,c5,c4,27,p1,?,surb={'id': '8b80ba00-009b-439a-a69c-f6dbbbca7a98', 'route': ['p1', 'e2', 'i10', 'x7', 'p2', 'c5']}
1769391393.8991127,RECEIVED,77fca17e-ce2e-4c0e-8747-4a823d1077a2,9a1e829c-963e-462c-a034-564c5d4c2383,c5,c4,26,p1,?,surb={'id': 'dc4a93b1-6f35-4255-ad81-675067ca7e3a', 'route': ['p1', 'e12', 'i7', 'x5', 'p2', 'c5']}
1769391393.9627936,SENT,e72e45bb-3cef-40f9-b913-7ab74d6aead1,b193812f-f93b-49bf-9d79-6d9e3e5e29b7,c4,c5,3381,?,p1,
1769391393.962941,CREATED,0ebce126-72f4-4e89-9b0d-e41dfb174c27,7ce4cd60-a913-43f5-9096-f5b1b3ebb36e,c4,c5,27,?,?,surb={'id': '24585126-09a3-49d1-a7a9-beb0e81efbb5', 'route': ['p2', 'e7', 'i1', 'x3', 'p1', 'c4']}
1769391394.5463383,SENT,c6124cee-e099-490e-840e-511bd75cac13,36ad385d-d717-49ee-b7bf-4f94f6a4d03a,c4,c5,3374,?,p1,
1769391394.5464911,CREATED,8c123122-220c-4fce-8e6a-672ef354f069,a655e078-17b7-4994-9670-0b24aa6285f8,c4,c5,27,?,?,surb={'id': '9b3bbcbe-5824-4c7a-8f86-1ae6f09d3ad8', 'route': ['p2', 'e1', 'i7', 'x1', 'p1', 'c4']}
1769391394.5942354,RECEIVED,d6787ff5-35f9-4615-b462-634a6ba29e6d,be4d4acc-9d76-43b7-863d-8534a6cbebbc,c2,c4,27,p1,?,surb={'id': '808ab82b-392d-49bb-bf7a-29945b282734', 'route': ['p1', 'e2', 'i2', 'x3', 'p2', 'c2']}
1769391394.7209976,SENT,85083d2b-1ce7-4af1-be44-757ad05e6f22,9deb0bba-9889-4fc9-b039-23035662a6be,c4,c5,3392,?,p1,
1769391394.7211795,CREATED,b41d3c3c-7e55-426b-99fd-e0d5631ab303,0a067fb3-b8ac-4606-a1f2-a88879d6de5a,c4,c5,27,?,?,surb={'id': 'f53e3d84-3381-4550-8468-6cbad1cf771f', 'route': ['p2', 'e11', 'i10', 'x8', 'p1', 'c4']}
1769391394.7580142,SENT,6400cc80-b47a-4344-b4fa-e543c8bc915f,4497976f-5557-4cef-952a-4a6a82211dba,c4,c5,3360,?,p1,
1769391394.7582278,CREATED,ee9210a0-b02d-42a5-860f-e166051698f0,2d084a7e-3461-40f4-aaec-383bcdc3541c,c4,c5,27,?,?,surb={'id': 'b7302b6b-1a00-49f5-b954-762b4b04e15b', 'route': ['p2', 'e3', 'i11', 'x8', 'p1', 'c4']}
1769391394.9309475,RECEIVED,8234afca-75b6-4528-8c57-71eb63f87ca3,3a245031-d801-4977-9ffe-4fc52e085491,c2,c4,26,p1,?,surb={'id': '7bff4dfa-3f8b-4c59-954c-8b66c9caca3c', 'route': ['p1', 'e8', 'i8', 'x6', 'p2', 'c2']}
1769391394.9410424,RECEIVED,78658d2d-6688-4a45-ba36-f0ce6a56cf50,842122e3-dcc5-4837-b0f6-d643a8086dca,c2,c4,27,p1,?,surb={'id': '45121b6b-8c32-4f4c-a1bd-2d84a2528bde', 'route': ['p1', 'e10', 'i6', 'x10', 'p2', 'c2']}
1769391394.954366,SENT,4bbc38d6-f65f-460a-9056-282ba22e6dc9,8590f48e-056a-4215-af6b-aecd974c7890,c4,c5,3384,?,p1,
1769391394.9545093,CREATED,c291eb84-e578-4ccb-a05c-7859f1c7ec84,8a6e4a50-78d0-4099-a37c-8f49c0554ace,c4,c5,27,?,?,surb={'id': '788a44b1-e158-4b97-a97c-cdc66b260cb1', 'route': ['p2', 'e2', 'i4', 'x6', 'p1', 'c4']}
1769391395.0252984,SENT,e795c97c-3d66-42a4-8b28-e66b092084bc,341eec56-6ff5-4120-81fe-29384331cb5a,c4,c5,3401,?,p1,
