timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769391838.6951296,RECEIVED,be62dae0-4576-47f2-a592-883b76740e15,8a20c83c-3bb5-4576-a8f2-bbdb78124e6c,c5,c4,27,p1,?,surb={'id': '0b17ce67-ed74-4d2c-aedc-e39c12def99c', 'route': ['p1', 'e2', 'i2', 'x4', 'p2', 'c5']}
1769391838.698557,RECEIVED,c99e02ca-6ade-4875-a42a-dceb80eb9571,127d2920-831f-458a-a51e-4febc602d0cb,c5,c4,27,p1,?,surb={'id': '5789d636-1be4-4226-a20d-120c2ec79780', 'route': ['p1', 'e1', 'i9', 'x10', 'p2', 'c5']}
1769391838.7707388,SENT,9d6173b7-35f7-4952-a87c-e4eb46b7641a,79342124-3b01-42cb-bdc7-1990b12dbba8,c4,c5,3375,?,p1,
1769391838.7708147,CREATED,24bda39b-dbad-4599-be6e-fe962a6a46b1,cf3b25f7-0492-42ee-9454-1fa48426f0e4,c4,c5,27,?,?,surb={'id': '32ca3054-e2d6-4f26-93da-5c1e6dbebe79', 'route': ['p2', 'e12', 'i1', 'x7', 'p1', 'c4']}
1769391838.9865825,RECEIVED,9a4566be-6e2d-465a-814b-3046cea2dbb1,02645ef7-1a50-425e-a033-548881cefd47,c5,c4,25,p1,?,surb={'id': '4b1f3dd3-202c-42a5-968b-c6f9180531d3', 'route': ['p1', 'e8', 'i8', 'x5', 'p2', 'c5']}
1769391839.108209,RECEIVED,0fa10b4d-a93c-40dc-9d07-fff4cd9140e0,bcf09fdf-5b03-4ec4-b61d-1e18500f732e,c2,c4,27,p1,?,surb={'id': '2ecb77e6-56f9-4fa1-9953-455aeb7217ae', 'route': ['p1', 'e3', 'i2', 'x8', 'p2', 'c2']}
1769391839.2244608,RECEIVED,8653187e-4e90-4ec5-ae8b-63b925ab4897,a6539515-098e-453b-bdcd-09a066e54dbe,c2,c4,27,p1,?,surb={'id': '9b90c603-02ce-4e1e-a748-b57389d163a8', 'route': ['p1', 'e6', 'i12', 'x1', 'p2', 'c2']}
1769391839.5381377,SENT,a1724a0c-e344-4472-b9a7-024db796e565,58ce52b7-ba82-4e3b-807a-45c5c182ae83,c4,c5,3404,?,p1,
1769391839.5382464,CREATED,e96ee3cc-43f7-4d8c-983a-355089cafbfa,00353be7-438d-4449-8054-4f639d45e80a,c4,c5,27,?,?,surb={'id': '981760cb-7b2a-4d70-bb12-73f518213abf', 'route': ['p2', 'e12', 'i12', 'x9', 'p1', 'c4']}
1769391839.574381,RECEIVED,6267086f-1329-4db0-b602-ff145070ff8c,376695d4-fcf8-4214-90a3-e62bd604464b,c5,c4,27,p1,?,surb={'id': '18f8832b-f252-44ba-ba61-991889f76fef', 'route': ['p1', 'e6', 'i6', 'x5', 'p2', 'c5']}
1769391839.9028628,RECEIVED,8248b2ad-00b0-4297-87a9-b9f18cc37478,9555bd6e-9655-4a1b-8764-cf9c7f28703d,c5,c4,27,p1,?,surb={'id': 'ad046fee-4967-433d-b0d6-7ed8c572d080', 'route': ['p1', 'e1', 'i7', 'x9', 'p2', 'c5']}
1769391839.9335299,RECEIVED,326be59c-d29b-44f1-ab75-b3a43b321050,d1f2e55a-1d94-41ae-bf79-7920bc2a0257,c5,c4,27,p1,?,surb={'id': 'e24493b1-45e8-48dd-bee6-207a58a20e41', 'route': ['p1', 'e10', 'i3', 'x6', 'p2', 'c5']}
1769391840.070465,SENT,52dd2fae-a660-4611-a05f-ff0e42918992,7bc806af-8c5e-4ca1-9bf9-e3e35fea009d,c4,c5,3374,?,p1,
1769391840.0705416,CREATED,8badce6a-ef30-4da1-9637-b217998e1b82,505ca4c6-ae00-44c3-b1c8-f7070a0310b9,c4,c5,27,?,?,surb={'id': '1595e3e4-6b70-4254-aa4d-ecec44d5a14e', 'route': ['p2', 'e10', 'i12', 'x8', 'p1', 'c4']}
1769391840.1259532,RECEIVED,a9684f1f-cb6a-4f4b-a097-e012e3a3c53a,8acb81cd-0f0c-4de6-bfb8-beb6f74edc46,c2,c4,27,p1,?,surb={'id': '200bfd51-4506-4723-9fac-330c9c0bee65', 'route': ['p1', 'e9', 'i4', 'x5', 'p2', 'c2']}
1769391840.4929826,SENT,f29f1aeb-a056-4ffc-b89d-4ad6958339bb,cc7821d5-f0d3-4967-aae2-e36e6ec90915,c4,c5,3359,?,p1,
1769391840.4931755,CREATED,3d3f286b-7db9-405f-8e0d-e03e9c965273,99592cc5-4fae-49f8-a389-5c542bbfed92,c4,c5,26,?,?,surb={'id': '97ed8263-c2ed-487a-84fe-16ea978166fa', 'route': ['p2', 'e4', 'i2', 'x6', 'p1', 'c4']}
1769391840.6436975,RECEIVED,f63b8c5b-d5a1-44f0-91a4-f4532f8bbaaf,4b5f91be-08e2-4acf-996e-fe76c653ded7,c2,c4,27,p1,?,surb={'id': '424c4f9d-4dce-4049-9077-295b48a368bb', 'route': ['p1', 'e12', 'i1', 'x7', 'p2', 'c2']}
1769391840.6916735,RECEIVED,0666c24f-920f-4a28-a623-26b495ad9cca,648c36b3-a2dd-4e1b-854f-d2b4290a20c7,c5,c4,27,p1,?,surb={'id': 'd871772c-6233-4df9-897a-60f4a31febb4', 'route': ['p1', 'e9', 'i8', 'x9', 'p2', 'c5']}
1769391840.7464044,RECEIVED,92904d2d-27ed-464d-884b-2ad724dd27bf,bc0a0520-eb4f-4567-bd53-208bee9600e2,c2,c4,27,p1,?,surb={'id': '4ca55b84-6560-442a-966e-5bd4a77c25f0', 'route': ['p1', 'e7', 'i6', 'x9', 'p2', 'c2']}
1769391841.0328722,RECEIVED,1ce8e39b-6f4d-4f2e-82dc-5b77a0b3f94a,f8dfa5af-5391-4112-980f-14b56d5634ca,c5,c4,26,p1,?,surb={'id': '6fe000cf-3cfb-4fa8-924e-a65bd218f8ec', 'route': ['p1', 'e1', 'i11', 'x6', 'p2', 'c5']}
1769391841.1747181,RECEIVED,5976eaa1-d000-4179-af2e-7d819a3e2bf4,aac691f2-30c8-4355-aa06-617e2aacb02b,c2,c4,27,p1,?,surb={'id': '17721306-f7e0-4eb7-a5dd-e4b26331b4cf', 'route': ['p1', 'e3', 'i10', 'x5', 'p2', 'c2']}
1769391841.1927981,SENT,005ed242-f887-49e0-befe-9dc1f0b307fa,56889e8d-b39d-4015-9927-62dae590f207,c4,c5,3363,?,p1,
1769391841.1929731,CREATED,29f4e6f5-db87-495c-b5cb-b559eb1f3f2f,a7cbd6f3-732c-424f-96ec-73ffcabf5cd9,c4,c5,27,?,?,surb={'id': 'b10be45b-6701-4856-825e-5081df9e7c8c', 'route': ['p2', 'e4', 'i7', 'x9', 'p1', 'c4']}
1769391841.2179744,RECEIVED,9b2b3f4e-c25e-45be-84f7-50164bb75b71,386658fd-12b8-4f20-b159-d0a02146ee2f,c5,c4,27,p1,?,surb={'id': '445e000a-e425-4827-8f81-1ddb122d94a1', 'route': ['p1', 'e6', 'i5', 'x8', 'p2', 'c5']}
1769391841.3005424,RECEIVED,2af96dfb-879b-4fa9-9da1-1fe1205e2582,32410767-789d-41d3-9a43-206c5ff8fac4,c2,c4,27,p1,?,surb={'id': '8e248bbc-b3ef-4836-8758-0b444be05a44', 'route': ['p1', 'e10', 'i8', 'x10', 'p2', 'c2']}
1769391841.3075397,RECEIVED,e3c08984-ca63-4e5e-832e-8d3105d0646d,16e8b7d3-0525-4793-bcd4-75a105813f08,c2,c4,26,p1,?,surb={'id': 'd18f9bcd-621d-4a88-98a1-65f62a15b353', 'route': ['p1', 'e3', 'i4', 'x3', 'p2', 'c2']}
1769391841.4405239,RECEIVED,fb8be19a-53fd-4a8d-b3f1-9a858de4ba86,edb9abf1-764b-4b16-9dc3-684896ba1a8c,c2,c4,27,p1,?,surb={'id': 'cab5b438-e911-4d8a-b384-09028d772a08', 'route': ['p1', 'e11', 'i9', 'x4', 'p2', 'c2']}
1769391841.457649,RECEIVED,524de4ce-eb5c-4c0e-8189-f3bbb23fb357,ef9a05fd-0fa1-4154-a1f8-a547e2832cae,c2,c4,27,p1,?,surb={'id': '9109ff7b-1aa5-4197-a23b-f29b7ef1d7b7', 'route': ['p1', 'e12', 'i10', 'x7', 'p2', 'c2']}
1769391841.4598327,RECEIVED,5d810f5d-071c-493e-b794-e37b355e650e,5ea7ad7a-8a3d-4ee5-94cc-128aabee381d,c2,c4,27,p1,?,surb={'id': 'e6d8b808-0d82-4d1a-a5fb-50c8d7c293ea', 'route': ['p1', 'e4', 'i8', 'x4', 'p2', 'c2']}
1769391841.6367412,RECEIVED,e35aab18-2bff-4e73-928b-b2b1b6ae9373,ca59f32f-6cdc-487b-ab51-cc3eeb8f6877,c2,c4,27,p1,?,surb={'id': 'be4623a5-1f54-410d-b14c-f9eb54dc368f', 'route': ['p1', 'e8', 'i6', 'x8', 'p2', 'c2']}
1769391841.697748,RECEIVED,1ad98bc7-f5d3-4d50-8d97-edaab6548233,e6b06771-6ee9-4670-b542-755d950fc65d,c2,c4,27,p1,?,surb={'id': '1613a168-8d15-4355-9086-5352ce23969e', 'route': ['p1', 'e2', 'i12', 'x5', 'p2', 'c2']}
1769391841.7231767,RECEIVED,bc3e5638-8c09-491f-ae15-39a3e340fe52,d36de1f2-a7ec-41d1-b3f9-f82612e687b1,c5,c4,27,p1,?,surb={'id': 'aee05122-2e8e-430b-9b4a-e2f1aeea0b24', 'route': ['p1', 'e10', 'i6', 'x4', 'p2', 'c5']}
1769391841.7762387,RECEIVED,8a923c78-90c6-49f8-acb7-73ba5058d3c1,c232a673-b16a-4815-a098-8e1526d7dad4,c2,c4,27,p1,?,surb={'id': '8b7b691e-195b-4863-b78c-ab114d32b870', 'route': ['p1', 'e1', 'i5', 'x3', 'p2', 'c2']}
1769391841.9071019,SENT,35fa46a5-dde4-4012-acc0-5f1da23ad315,0c0c319e-1d81-4826-8b81-6f74495213fd,c4,c5,3361,?,p1,
1769391841.9071941,CREATED,cd813242-ad54-4b51-aaa1-08402678a242,926cb92d-47ac-4a0d-9697-c8e10fda79a9,c4,c5,27,?,?,surb={'id': 'e6dceb3e-a97a-45c5-a09c-9c2aca6319c8', 'route': ['p2', 'e3', 'i9', 'x12', 'p1', 'c4']}
1769391842.0001593,RECEIVED,558dc33d-acd0-44b6-9982-b0a1860c1b3c,3d2c5a55-292f-4498-b1bf-e23b7c274e7b,c5,c4,27,p1,?,surb={'id': 'cd3f1900-6410-48c0-a71d-ea58baa81ae2', 'route': ['p1', 'e5', 'i3', 'x7', 'p2', 'c5']}
1769391842.0841694,RECEIVED,e8726a41-6c1d-4c55-bff5-7d89b9b80108,47575849-89b2-442e-97c9-058ee781bc74,c5,c4,26,p1,?,surb={'id': 'fda67a9c-9ef5-4465-acf0-e97bfb0f831b', 'route': ['p1', 'e11', 'i7', 'x7', 'p2', 'c5']}
1769391842.2879472,RECEIVED,637364de-b69f-4974-a0a0-b799ce800e61,3fe184ee-4046-4f73-9900-c5a200ba3347,c2,c4,27,p1,?,surb={'id': '06922c5b-7bf7-4e98-9e0e-4cebdf020419', 'route': ['p1', 'e1', 'i8', 'x8', 'p2', 'c2']}
1769391842.3506114,RECEIVED,40c01c2d-dc4d-4c9d-82ea-4bb9ef66853a,89fb39c1-7507-4901-950a-b19fc44e6c67,c5,c4,27,p1,?,surb={'id': '93cef220-d91b-4207-82bb-3b6367f8abd3', 'route': ['p1', 'e5', 'i8', 'x2', 'p2', 'c5']}
1769391842.5241,SENT,87d4b971-dfcc-4d7e-b262-819255a07a1e,16f0d9da-37d2-46a3-88dd-6de9a08d9725,c4,c5,3400,?,p1,
1769391842.5242338,CREATED,942ef206-ddc5-48d2-a03b-4fcd36008623,c717352a-bb5b-49a8-85ac-5466c958e4a9,c4,c5,27,?,?,surb={'id': '18f4b66a-92dc-46a4-afff-3f45d13924e9', 'route': ['p2', 'e11', 'i3', 'x3', 'p1', 'c4']}
1769391842.6017654,SENT,370f1627-faed-41d1-b1d1-e8ab6857bce7,dd67d294-09a7-4cdf-8eea-7ac5ce52b428,c4,c5,3379,?,p1,
1769391842.6018991,CREATED,0bd761ec-0584-4302-810f-16371197df6b,6946a035-5710-43b9-84e8-e0b50fffa8c5,c4,c5,27,?,?,surb={'id': 'c307d59b-8e5d-4204-a788-ed99954f42df', 'route': ['p2', 'e6', 'i8', 'x10', 'p1', 'c4']}
1769391842.6109657,RECEIVED,2f871f96-7295-479c-acd4-a1503c8227bd,ef117def-f49c-46cf-83a1-91bea5708c16,c5,c4,27,p1,?,surb={'id': 'd21d36b2-cc82-4689-a23d-4d791c0d9602', 'route': ['p1', 'e4', 'i3', 'x12', 'p2', 'c5']}
1769391842.7116756,RECEIVED,0fd62caa-a6e2-485c-8ab2-3cd416ff92c3,9185ffb4-2dd3-4493-a027-59306700cc79,c5,c4,27,p1,?,surb={'id': '43035dd3-ae7e-4f35-a138-4de0cdfb3a9f', 'route': ['p1', 'e8', 'i1', 'x10', 'p2', 'c5']}
1769391842.796241,RECEIVED,7810a672-21c1-4386-af7c-4dcaab02287e,30b8fd05-c52e-4521-b306-5b0688a3ebe8,c5,c4,26,p1,?,surb={'id': 'cef759a4-71fe-4b18-a8e5-58e361f6f676', 'route': ['p1', 'e2', 'i2', 'x3', 'p2', 'c5']}
1769391842.8539362,RECEIVED,8f48e281-9875-48c9-b6c5-cc44b19c595a,e82068d7-3262-4e63-9194-92802f93abdb,c5,c4,27,p1,?,surb={'id': '793bb4b7-86fa-46ec-b05d-d69230bb89b7', 'route': ['p1', 'e3', 'i3', 'x6', 'p2', 'c5']}
1769391843.2263813,RECEIVED,a754245a-54be-4872-a993-48f04cde8049,ec4a6bb6-9f32-4af2-a20e-ca2947428d3f,c2,c4,27,p1,?,surb={'id': '3840d61f-e275-4c72-904e-b3288f61b47c', 'route': ['p1', 'e3', 'i7', 'x8', 'p2', 'c2']}
1769391843.330142,RECEIVED,84c83af0-1316-4ecb-886c-153a22fa11b8,b4e3d65d-e3ad-44e8-a94e-c8a2be666220,c2,c4,27,p1,?,surb={'id': '14752d5b-b8f6-43d5-af7a-56e4d2af0c9d', 'route': ['p1', 'e5', 'i2', 'x11', 'p2', 'c2']}
1769391843.3858397,SENT,aaacce71-acba-4680-93cc-0cbca1218437,aacf38bb-9790-4ab5-986a-4f531ed0ea37,c4,c5,3375,?,p1,
1769391843.3859098,CREATED,6c0d9246-d737-4173-b7d6-b67c42eae64a,fa4769e6-abcc-47da-ad5b-0f6d5b733837,c4,c5,27,?,?,surb={'id': '1928d29d-577e-43f1-9701-30e18fac55b5', 'route': ['p2', 'e3', 'i3', 'x2', 'p1', 'c4']}
1769391843.4575577,RECEIVED,89adfedb-f6c1-4694-929c-822c0c249150,7e98ff27-6945-46cf-9712-0bddda536422,c2,c4,27,p1,?,surb={'id': 'e9149d50-aeab-4298-b7f7-3fc74db9f96e', 'route': ['p1', 'e12', 'i11', 'x11', 'p2', 'c2']}
1769391843.5642636,RECEIVED,1d410eee-f6ad-4661-a127-1bd49bc3d24d,712b76b8-c7f9-4189-868d-f4d1ce6630a9,c2,c4,27,p1,?,surb={'id': '3ae13afe-31ed-4811-abcc-1eec6a5f8ad3', 'route': ['p1', 'e5', 'i3', 'x12', 'p2', 'c2']}
1769391843.7646027,RECEIVED,ab4764af-75eb-42c8-8215-7c5f799e1263,e76b1eb3-44f7-4342-825d-5d0e1172b071,c5,c4,27,p1,?,surb={'id': '83570d8b-8d22-478e-b4ce-33d28f085e48', 'route': ['p1', 'e7', 'i5', 'x2', 'p2', 'c5']}
1769391843.8878264,SENT,cf9309e3-770c-418b-a617-1660e6863faa,eee1ec11-1411-439a-9171-802c79a66ce5,c4,c5,3386,?,p1,
1769391843.887971,CREATED,f866439e-0968-40e4-8ae5-aef82a0fe321,154dc1ac-6533-412a-8280-b10188fe5606,c4,c5,26,?,?,surb={'id': 'd4ab9a0a-a134-4ff0-a9c1-74be974981b4', 'route': ['p2', 'e10', 'i1', 'x9', 'p1', 'c4']}
1769391844.0387459,RECEIVED,6e7fbae4-a739-4d61-bf25-2492dd655695,0cdc2d90-b772-4314-b3e1-72c3feb704de,c5,c4,27,p1,?,surb={'id': '17a736d1-1418-44a1-9d8f-8c68234e5e83', 'route': ['p1', 'e6', 'i7', 'x5', 'p2', 'c5']}
1769391844.2277894,RECEIVED,b30f900b-42fd-4609-99b4-6a1a9547cfcc,09b6d1d6-5a21-48c7-b22b-7ac4fcde28ca,c5,c4,26,p1,?,surb={'id': '2bbbc397-5fee-41ed-bfdb-657ff772c2b1', 'route': ['p1', 'e10', 'i1', 'x10', 'p2', 'c5']}
1769391844.4433575,SENT,61c23604-8b77-49b9-8709-fb8640989c50,815a2c1e-f916-4527-9fb8-54fedd3c1283,c4,c5,3398,?,p1,
1769391844.4435043,CREATED,0f959dbf-65bd-46f3-aaa5-34277e73b42b,07719644-1215-42a8-8d30-5d5edd63172e,c4,c5,27,?,?,surb={'id': 'd1c0f9f0-911b-463d-8430-7bd258f64de2', 'route': ['p2', 'e9', 'i2', 'x4', 'p1', 'c4']}
1769391844.482501,SENT,dd35233d-5368-4543-b9d4-1bcca0ed7f4f,c701888a-05e0-4c47-8052-b588441e256c,c4,c5,3365,?,p1,
1769391844.4826467,CREATED,6a667427-f50c-4d72-afa6-677819022f06,f392e850-e5f0-4998-bcad-d558c9ce234e,c4,c5,27,?,?,surb={'id': 'e711f3a2-3f10-48ae-9620-ec66b451d2d3', 'route': ['p2', 'e8', 'i6', 'x3', 'p1', 'c4']}
1769391844.5868487,RECEIVED,d2ed65ce-3706-4075-9333-ed97c6f36507,25e48349-e9f9-4a95-85d1-f3f564447d4f,c5,c4,26,p1,?,surb={'id': '68d594ee-1d67-4e5b-adc5-c10c3865cbba', 'route': ['p1', 'e10', 'i10', 'x6', 'p2', 'c5']}
1769391844.5887291,RECEIVED,70d654f4-9ef3-4bf5-9918-d3d73c91e230,350b84a3-0659-4d8e-962e-e842ce417d15,c2,c4,27,p1,?,surb={'id': '69ea39c1-ac61-45de-b7c5-2ee8879576e9', 'route': ['p1', 'e5', 'i8', 'x9', 'p2', 'c2']}
1769391844.7209787,SENT,0f1838a4-512e-471f-933b-ed01e902028a,991b24ce-cdce-4c3f-8351-9073db5e1738,c4,c5,3375,?,p1,
1769391844.7223392,CREATED,98f361e8-152e-4cc7-ab80-ea870b1c2d05,25e57ae5-f121-46a2-9b8c-564a2c13d973,c4,c5,26,?,?,surb={'id': '1efb2bad-4ad3-40e0-9dd5-2166cc36350b', 'route': ['p2', 'e10', 'i4', 'x10', 'p1', 'c4']}
1769391844.7292576,RECEIVED,adad3a36-01ba-420c-8e77-b7c5c42d28c8,037119f9-1c4e-41ff-89d8-591ac5e5fe56,c2,c4,26,p1,?,surb={'id': 'f05b00e7-7509-4672-b161-a1bea3f7cb0d', 'route': ['p1', 'e2', 'i1', 'x6', 'p2', 'c2']}
1769391844.7703342,RECEIVED,030290d5-0a8a-4118-8bdb-d629d9144da6,815470cb-973f-4460-9c31-7ba56e32dc9b,c5,c4,27,p1,?,surb={'id': '881c36e0-7352-4a29-b75a-a1fcb53b7d50', 'route': ['p1', 'e5', 'i1', 'x3', 'p2', 'c5']}
1769391844.813725,SENT,cd6f7d39-1d34-4f60-a50d-d9df4c267b2b,231e51b3-8f3e-4546-8f12-bf2de2117486,c4,c5,3356,?,p1,
1769391844.813813,CREATED,85783dc0-03ed-4821-8b3c-a1e3f7c06358,34a237f5-84e8-4c99-8d45-154f321175dc,c4,c5,27,?,?,surb={'id': '45c8012b-f34d-43b5-ac17-be1764365da3', 'route': ['p2', 'e3', 'i1', 'x8', 'p1', 'c4']}
1769391844.823737,RECEIVED,6cb71310-304e-4313-a48f-89855ca3f171,5d36ed21-6905-4c3c-871f-4b5633e2cb4e,c5,c4,26,p1,?,surb={'id': '20bfb7b1-6b17-4459-9c32-edbbb10bc21b', 'route': ['p1', 'e5', 'i4', 'x10', 'p2', 'c5']}
1769391844.8773377,SENT,d5e171a2-1496-4380-a35b-6d3ef2065689,3aafdd3a-4446-4281-a185-d0bb913407a9,c4,c5,3415,?,p1,
1769391844.8774111,CREATED,72889516-e6a0-4f2c-aed6-2d80d103bdd2,b6f168c0-a008-4fcd-aec6-3e33156acffb,c4,c5,27,?,?,surb={'id': '683b4469-538a-4f1b-a1dd-293326147ec3', 'route': ['p2', 'e10', 'i11', 'x11', 'p1', 'c4']}
1769391845.20585,RECEIVED,7ef54105-627b-40b6-8689-961a27e96c91,a163ca6b-b88d-429e-9998-14d3d2f0bd6c,c5,c4,27,p1,?,surb={'id': '9a9ebabb-8f27-4953-ba87-69593684c41f', 'route': ['p1', 'e3', 'i5', 'x1', 'p2', 'c5']}
1769391845.387391,RECEIVED,b6a57322-13e0-4c85-a6e2-8dbea4a4f61d,8acaeedf-3b75-44b8-88ad-657b4cf1ca5b,c2,c4,27,p1,?,surb={'id': 'b71f5201-189a-47cb-8fb7-40049ef3ec46', 'route': ['p1', 'e9', 'i1', 'x12', 'p2', 'c2']}
1769391845.4064875,RECEIVED,a5de6608-d45d-4d2b-95dc-c9460597107b,a03840b7-ce30-4025-a3ac-e7f2e8b7325b,c5,c4,27,p1,?,surb={'id': '9e65b1ed-24d0-403a-b708-f65dfb0da0b4', 'route': ['p1', 'e1', 'i5', 'x9', 'p2', 'c5']}
1769391845.4627798,RECEIVED,0e7bbd8a-d24a-4b35-9912-bfb46a49a090,ee3b39a8-d7fb-4899-9bb4-4084270c0217,c2,c4,27,p1,?,surb={'id': '6bb5bd7b-479e-42bf-993a-b49265189250', 'route': ['p1', 'e5', 'i8', 'x2', 'p2', 'c2']}
1769391845.5262105,RECEIVED,96936991-ee80-4b83-8fda-2bf810980dbc,7b9632ab-d3ee-40f0-b31b-4df94dbcd43f,c5,c4,26,p1,?,surb={'id': '70034d74-5d2e-48e3-8c5b-cf0145fe4f08', 'route': ['p1', 'e4', 'i10', 'x10', 'p2', 'c5']}
1769391845.5707476,RECEIVED,7541abfc-8330-4823-ad11-ae6b77f9ed62,b6d7e0a1-4c91-4f60-8766-586838667078,c5,c4,27,p1,?,surb={'id': 'f3c4036e-da41-4b74-b6ff-14e58747af3c', 'route': ['p1', 'e6', 'i12', 'x2', 'p2', 'c5']}
1769391845.7942789,RECEIVED,43675006-c659-42ae-aa8d-f2356a7e0fcb,1a3fc587-4463-4696-a10d-43e50bec0657,c2,c4,27,p1,?,surb={'id': '35cd10eb-f5a0-4498-b8b7-684a6d4ddb9a', 'route': ['p1', 'e3', 'i9', 'x12', 'p2', 'c2']}
1769391846.0233908,SENT,7bc6c3f1-4318-45ec-9087-4747e5123fe6,d4f8a6cc-3501-4570-a997-218e8be5a387,c4,c5,3380,?,p1,
1769391846.0234654,CREATED,ee822595-cee3-49a2-aaa8-c3bf4e4f523b,de73baad-c323-4725-be80-24fcdfe3db40,c4,c5,27,?,?,surb={'id': '5bbe6492-d594-4ba1-aabb-5242445a80c8', 'route': ['p2', 'e10', 'i6', 'x3', 'p1', 'c4']}
1769391846.112573,RECEIVED,d3222d84-7ccb-4988-a5e1-1ef9c7ce8c00,ef85f9c7-ffeb-4191-a7dd-57ac2bb5f4af,c5,c4,27,p1,?,surb={'id': '977c3855-4d5c-402a-bfc9-ca84f6bb9c8f', 'route': ['p1', 'e12', 'i11', 'x9', 'p2', 'c5']}
1769391846.2438335,SENT,d1d7acd8-09b3-4ea6-b23e-12d29c6222f2,cccf5a9a-f06f-441f-b4c0-07b38a4d64e8,c4,c5,3379,?,p1,
1769391846.2439072,CREATED,1f2ec0bc-ca84-488e-bc62-682562db993d,fdba55a3-2feb-424c-88bc-760ace6a59b8,c4,c5,26,?,?,surb={'id': '58e866a3-763d-4a9d-9cc0-23a3867b75f4', 'route': ['p2', 'e4', 'i9', 'x7', 'p1', 'c4']}
1769391846.37954,RECEIVED,c6b2d5be-cf63-4cb5-ab01-618ebabe2914,945061a1-cd98-415f-aa63-dfbdc0d3046a,c2,c4,27,p1,?,surb={'id': 'fe55fa8a-95ee-451c-98ee-a8adbba876f8', 'route': ['p1', 'e9', 'i7', 'x11', 'p2', 'c2']}
1769391846.4112253,RECEIVED,2b79507c-7015-46a4-910f-bc74ae7d7524,d03b9dbc-13ca-4151-9c16-875f5731803b,c5,c4,27,p1,?,surb={'id': 'b623e694-a5ec-4733-9998-2d80366e0967', 'route': ['p1', 'e4', 'i6', 'x9', 'p2', 'c5']}
1769391846.4551322,RECEIVED,3bd6494d-48db-4898-bf59-a3d988bff65a,481214a7-73b0-4367-9c9f-513f5ab307cc,c2,c4,27,p1,?,surb={'id': 'c8695e5b-d508-4ace-93d4-a1e175e6e8dd', 'route': ['p1', 'e5', 'i3', 'x6', 'p2', 'c2']}
1769391846.6241786,RECEIVED,965814c9-c014-4a06-b87c-e1114ac79f9d,1fd2e0db-af2e-420e-9ad6-6038b262080b,c2,c4,27,p1,?,surb={'id': '3073dfbb-2668-47d4-b475-663a65c94e98', 'route': ['p1', 'e9', 'i7', 'x9', 'p2', 'c2']}
1769391846.6412802,RECEIVED,4d69b601-2b28-4e23-819e-e85f0d6391cb,b58b6852-5ac8-4914-9a42-3c12f9091115,c5,c4,26,p1,?,surb={'id': 'c862dd5f-ef01-46cd-aaaf-34a3955d62e3', 'route': ['p1', 'e3', 'i2', 'x7', 'p2', 'c5']}
1769391846.6473463,SENT,e9cbd3fc-7679-406f-858a-e761c9934a8d,6e296508-4c83-4ea3-ba63-04bcd1525c1e,c4,c5,3384,?,p1,
1769391846.6474907,CREATED,ab476fec-81af-47bf-9f66-e0a8374aa859,770b7fbb-76ec-49c6-a0eb-7adc080df4d8,c4,c5,26,?,?,surb={'id': '7e37cb84-bcf9-4292-8688-d7eff4522aeb', 'route': ['p2', 'e6', 'i5', 'x8', 'p1', 'c4']}
1769391846.700337,SENT,862d015f-950d-4075-bbca-13ce086c3a24,5a829f28-5e11-4b43-a51e-b2f0d9953cb5,c4,c5,3359,?,p1,
1769391846.7004838,CREATED,7666f886-6574-4a0e-a2a5-7e2049be2cd4,e57024b3-4cef-4431-a485-a541d0d52b88,c4,c5,27,?,?,surb={'id': 'fc729a24-20ba-4e75-8306-b7673d4bd98f', 'route': ['p2', 'e6', 'i3', 'x2', 'p1', 'c4']}
1769391846.808644,RECEIVED,92d6f133-ec05-4c76-95e4-0a3fb3725ad0,5403aa2e-3f7a-4f43-9a41-029ec9b0eedf,c5,c4,27,p1,?,surb={'id': 'ae774a75-7420-4f28-9e0d-2bc8254d2f3b', 'route': ['p1', 'e9', 'i4', 'x7', 'p2', 'c5']}
1769391846.937721,SENT,b784df4d-1cc4-44e3-b9cd-3b569ed0ae63,107c8ca8-2840-40d0-8ca9-d9c3e09f6038,c4,c5,3404,?,p1,
1769391846.9378235,CREATED,63dedaa3-df88-4143-8088-eb42e189e40e,1a02eeec-c192-4540-999b-b518a5ad8b41,c4,c5,27,?,?,surb={'id': 'c9bdca2e-0d49-4c9b-a7b4-7bef5e049037', 'route': ['p2', 'e4', 'i8', 'x7', 'p1', 'c4']}
1769391847.0072854,SENT,6e9d6ece-1262-4b33-b87d-a3d0615bab2c,1acc3a83-4198-482b-8c60-6fc965742966,c4,c5,3384,?,p1,
1769391847.0074236,CREATED,fd26d29d-ec5a-44e1-935f-eadfe0d0d373,4800e31b-b3ab-4151-bfdc-1beda3097588,c4,c5,26,?,?,surb={'id': '988af4cf-f51d-4979-8553-688ba0c1ff52', 'route': ['p2', 'e6', 'i8', 'x8', 'p1', 'c4']}
1769391847.064516,SENT,1bc1bf2e-8f7a-4efd-a683-14f589de9960,e2e41bd7-db67-4aac-bf3a-253983295130,c4,c5,3356,?,p1,
