timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769741748.8216293,SENT,d3a8f162-6cde-42a6-b273-8c65b5cac35c,8418aabd-cf6b-4dd4-8a8a-52494bce095d,c1,DROP,2012,?,p1,
1769741748.8217554,CREATED,04da5b25-c5e4-4ce5-a90f-efb25218bf2b,7ea172be-46c4-4632-aa05-c7b1c13779b1,c1,DROP,27,?,?,
1769741749.8557415,SENT,19293c41-87ac-4903-bdd1-4f8da765ef8f,608df9c5-9f24-4067-884c-dfefeaa71418,c1,c2,3405,?,p1,
1769741749.8561485,CREATED,66a1df90-c847-45d4-a119-87f1a8e0861d,2c12d6ff-6074-456c-8fc7-3d80378f74b7,c1,c2,27,?,?,surb={'id': '5b3ff4ac-8319-40d7-91d2-a70061fa0e35', 'route': ['p2', 'e4', 'i7', 'x9', 'p1', 'c1']}
1769741931.515593,RECEIVED,eea8768f-b594-411f-b94d-8fc912fc5e03,2e4dcfd5-f5ba-461a-a934-2f243720e3ac,c3,c1,27,p1,?,surb={'id': '4046099f-ef27-49b5-abd0-ef09278b341d', 'route': ['p1', 'e2', 'i9', 'x7', 'p3', 'c3']}
1769741931.5411947,SENT,7e3d4810-33f1-47a9-a5d4-3d59fc4da157,c4289a43-ea94-40ce-bd4a-72fe4c435535,c1,c2,3372,?,p1,
1769741931.5412955,CREATED,906b78ef-513c-42bf-b317-1c8a4bfa9886,7be89134-bb7d-4433-a039-1c229da275a3,c1,c2,27,?,?,surb={'id': '8dd32d11-dff7-410a-9152-d402cc276d89', 'route': ['p2', 'e1', 'i6', 'x8', 'p1', 'c1']}
1769741931.7080185,RECEIVED,362096bb-8070-49d8-88e7-608a6ce1b4c4,679a2592-c7e7-4761-ab54-0e3277720098,c3,c1,27,p1,?,surb={'id': '3d25ce12-2ece-47c2-b26b-b3233e7e66af', 'route': ['p1', 'e11', 'i3', 'x1', 'p3', 'c3']}
1769741931.8077805,SENT,9f476a05-895e-45ae-988c-8385a0d583f3,ec2a54e1-56d9-4cfb-b9a1-ee5c8df88508,c1,c2,3376,?,p1,
1769741931.8079317,CREATED,fceb6eee-f9ab-4680-9967-2d1ea5e46c50,4af2b496-7529-461f-94d5-8856fb70e519,c1,c2,26,?,?,surb={'id': '6a0917a1-2fe1-4e75-8020-f4d987b31013', 'route': ['p2', 'e6', 'i5', 'x1', 'p1', 'c1']}
1769741931.8585777,RECEIVED,2c26f179-e808-4f85-b095-a418f1c4079f,25e6a175-1216-4034-905a-ce515541d7a6,c5,c1,27,p1,?,surb={'id': 'ec481b3a-7931-44be-b449-f8c2212a8f05', 'route': ['p1', 'e9', 'i9', 'x8', 'p2', 'c5']}
1769741931.8745396,SENT,ccf50a93-70f4-4ff4-b5c2-e51db0f2e762,1e7aa0b9-3809-4109-9cff-53f312815ae4,c1,c2,3375,?,p1,
1769741931.8746903,CREATED,e7c36bd8-6207-497b-ac70-c321b775a378,78408fc9-0155-42c0-abf7-63783242d2d7,c1,c2,26,?,?,surb={'id': 'f3078561-d602-479a-8361-51c429033e82', 'route': ['p2', 'e4', 'i11', 'x12', 'p1', 'c1']}
1769741932.0615442,RECEIVED,5501dedb-ef43-4a12-ac6e-256f98c63d70,7476d7f2-b25d-4678-9b07-19e664869f05,c3,c1,26,p1,?,surb={'id': 'a7e4a1be-4974-4e92-a010-3caa1d8c1c0b', 'route': ['p1', 'e10', 'i5', 'x8', 'p3', 'c3']}
1769741932.908815,SENT,c2629621-3469-4e89-9f7a-55fb48258295,15c52a4d-5371-49c5-ae4e-441dd2f35a99,c1,c2,3373,?,p1,
1769741932.9089508,CREATED,7bfdfea2-beee-4d4b-a38d-53e95819b952,0f0a601f-7124-475f-9023-32f197b6bf09,c1,c2,27,?,?,surb={'id': 'cf09409a-ed74-4109-964f-fdf77ece5d46', 'route': ['p2', 'e8', 'i10', 'x4', 'p1', 'c1']}
1769741932.9732277,SENT,36407248-4e7b-48f7-a7f0-8da7b56bc20f,fbb34291-cf61-4d87-8799-519a2b07a9a9,c1,c2,3376,?,p1,
1769741932.9733632,CREATED,7f710f88-cf0b-4ce8-ad81-8742ad11d93e,d8c3f984-387c-4096-9bff-d33944dda73c,c1,c2,26,?,?,surb={'id': '2061e2e3-9bc9-4759-ab46-7f7f03fb5e57', 'route': ['p2', 'e12', 'i3', 'x6', 'p1', 'c1']}
1769741933.06412,RECEIVED,8788071f-6c67-4756-a9a1-7fc5d0941c31,f400802c-06f8-495a-9c8d-a80dc591f4b2,c5,c1,27,p1,?,surb={'id': '7ce035b4-1b6a-46bc-a771-cb29ea4d7ea9', 'route': ['p1', 'e8', 'i11', 'x2', 'p2', 'c5']}
1769741933.2060938,RECEIVED,083b25c1-40a2-4791-8988-7089dfddace4,6e384a54-c708-4048-8ab6-462bfc7a9776,c3,c1,26,p1,?,surb={'id': 'd0fd3230-2bad-47e7-a9f1-b56b714560ae', 'route': ['p1', 'e11', 'i4', 'x11', 'p3', 'c3']}
1769741933.2845159,SENT,0e95b802-0cf1-40d5-85cf-f673e534cbf6,17e6bcce-d13b-434a-84a7-2f077f79564b,c1,c2,3380,?,p1,
1769741933.2845998,CREATED,cbd85267-4087-4d66-a5f5-5a1941eea476,72800b27-3042-481a-a01c-b0f5711547c9,c1,c2,27,?,?,surb={'id': '13a344c4-a17a-4fdc-850b-c10bf9e29b79', 'route': ['p2', 'e12', 'i3', 'x1', 'p1', 'c1']}
1769741933.555884,RECEIVED,b4f4d1d2-117b-4779-be30-cab96f64dffb,650229ac-efe8-49d1-9a18-7c4f91f36a25,c3,c1,27,p1,?,surb={'id': '0a0efbfe-5e11-401d-a272-17dae6e2bdbb', 'route': ['p1', 'e5', 'i11', 'x3', 'p3', 'c3']}
1769741933.630533,RECEIVED,7e343a64-b7e8-49f7-a0c5-40e3e421981e,161b3092-790c-4258-8b7c-8c672bc62be6,c3,c1,27,p1,?,surb={'id': '9358b895-3a0b-4377-b7d6-3db8f7433647', 'route': ['p1', 'e3', 'i6', 'x6', 'p3', 'c3']}
1769741933.7419033,RECEIVED,47c26b31-a15f-4ee5-ba2f-b7790b814d09,d06cada3-8f29-41c6-b153-f304fb960a1e,c5,c1,26,p1,?,surb={'id': 'dc4c91c1-d8bc-4603-83a2-16b3d2ae9cd5', 'route': ['p1', 'e2', 'i6', 'x11', 'p2', 'c5']}
1769741933.761233,RECEIVED,651aa651-3d7d-4568-9caf-d79cf5c54ff6,b4cb954c-c998-4bd5-9d7a-ef29b74c54c2,c5,c1,27,p1,?,surb={'id': 'd99222c7-2b39-454e-ba3c-e1df0c64c71c', 'route': ['p1', 'e4', 'i3', 'x9', 'p2', 'c5']}
1769741933.7666848,SENT,b7392370-a756-439c-80cf-0dc73ea9fbe0,ae4c1323-ff5f-4b9a-b85e-bbd0a97f881e,c1,c2,3384,?,p1,
1769741933.7668319,CREATED,4af2bce1-38fb-4cce-9e79-ee64b1c2c700,81cd428c-5e57-40f1-b68d-3391e2b056c2,c1,c2,26,?,?,surb={'id': '56761f2d-d1a6-470a-8194-c1e30b88b051', 'route': ['p2', 'e10', 'i11', 'x3', 'p1', 'c1']}
1769741933.819013,SENT,1fc1339d-9ae3-49fa-b81b-3aad4554c524,b770f92b-813d-4aed-9938-37f380e800e8,c1,c2,3400,?,p1,
1769741933.819142,CREATED,59d76d7d-1fb6-4844-a544-c0174c883b9f,d9664b77-0390-4ec6-9d9c-60979df5cf36,c1,c2,27,?,?,surb={'id': '8d23dc08-dd36-4feb-8f98-b34ae47438db', 'route': ['p2', 'e12', 'i10', 'x4', 'p1', 'c1']}
1769741933.885156,SENT,327a5a1a-f428-4aa0-b69b-25f934f86057,6792f793-8547-49f1-8af2-e22890d101da,c1,c2,3383,?,p1,
1769741933.8852608,CREATED,daed2305-b2fe-4db6-a095-5147fc17c5bd,b25b80eb-6f62-4530-b33d-b84e473d83ec,c1,c2,27,?,?,surb={'id': '2d2b15ed-d014-4bbc-9a27-fdfbcfedec1e', 'route': ['p2', 'e10', 'i5', 'x5', 'p1', 'c1']}
1769741934.0584137,RECEIVED,4334b879-9ed6-4107-bfcc-baa2404d88da,fcb6ffc2-00cb-4ec5-ab4f-37c18c549a20,c5,c1,27,p1,?,surb={'id': '10307ff6-a166-445d-aeeb-a8e58e1e73c7', 'route': ['p1', 'e7', 'i8', 'x3', 'p2', 'c5']}
1769741934.1007895,RECEIVED,707dae5c-c80d-43b1-a4d9-312b2a2e3836,b0f9c672-4f90-4149-817f-9137c272f252,c3,c1,27,p1,?,surb={'id': 'a74b3223-28a0-453c-a47e-76a885b1e063', 'route': ['p1', 'e10', 'i8', 'x11', 'p3', 'c3']}
1769741934.2037416,SENT,a8a06979-4c6f-4a99-a91e-807aa29ee495,ce0d3fee-c75b-4c0c-bc3d-6476bf9de70a,c1,c2,3384,?,p1,
1769741934.2038407,CREATED,b4cd3d7d-7f85-4ebb-9e26-657917536d07,e80fb1c9-ef99-4268-bf64-f6faa5c331ac,c1,c2,27,?,?,surb={'id': '53bd616a-3fad-4642-be07-4250f7123695', 'route': ['p2', 'e11', 'i3', 'x11', 'p1', 'c1']}
1769741934.2613444,RECEIVED,ba5b0a90-0d34-4083-9c54-eea2bb7456e8,04536046-f5f9-4d1c-8963-fb14f9246496,c3,c1,27,p1,?,surb={'id': '25858fc1-8f8a-481a-b12d-ea673fa2d327', 'route': ['p1', 'e1', 'i9', 'x5', 'p3', 'c3']}
1769741934.3382337,RECEIVED,8a4b1e65-cc0b-4b7e-b916-adae6131d338,f0457e27-b5f1-4e6d-9427-23354f8b8fa2,c3,c1,27,p1,?,surb={'id': 'f8864cf1-ec35-4088-b2e2-b9f4bdd31014', 'route': ['p1', 'e11', 'i5', 'x11', 'p3', 'c3']}
1769741934.3806472,RECEIVED,11d1b415-2f41-4f99-a05d-1d82a08297b5,d9fbd722-3ce2-4944-a422-94d3a9246b67,c3,c1,27,p1,?,surb={'id': '999296c5-f779-4ca8-a045-9fd6fe6f8d76', 'route': ['p1', 'e2', 'i2', 'x1', 'p3', 'c3']}
1769741934.3870714,RECEIVED,78a531bd-d5d7-469f-b7fe-eafddfeac1ad,241ead47-abbe-4df2-9629-de79448728d1,c3,c1,27,p1,?,surb={'id': 'b1ba97af-5425-47af-ba18-f5cd7207551b', 'route': ['p1', 'e4', 'i2', 'x11', 'p3', 'c3']}
1769741934.6096663,RECEIVED,858b36f1-d7fa-4254-bdc2-e34ffe222094,27a996f5-38fa-4d39-8172-8bd3e35fc3e2,c5,c1,26,p1,?,surb={'id': '24285e84-6e7e-4556-afbc-a7adae06f4fc', 'route': ['p1', 'e5', 'i4', 'x4', 'p2', 'c5']}
1769741934.7417474,SENT,75c9abb7-813b-4689-979e-d7a18fe9f38b,122b0d45-5e21-4e32-a68c-e6d2f4f1d339,c1,c2,3389,?,p1,
1769741934.7419484,CREATED,326235c8-3619-4afe-b137-043f4f90812e,ca828e18-6574-402c-8ab9-0ee66157b1fb,c1,c2,27,?,?,surb={'id': '3790a4cb-ce57-4391-b8ee-8bdc440c486a', 'route': ['p2', 'e8', 'i10', 'x9', 'p1', 'c1']}
1769741934.7890306,RECEIVED,9aeb1474-4316-4db5-82f9-994a0b8a1c1a,21174557-4b0b-47b3-a497-85ecce736b86,c3,c1,26,p1,?,surb={'id': 'dd779be1-e2bc-4ebd-9885-3f59c8f84c82', 'route': ['p1', 'e6', 'i3', 'x4', 'p3', 'c3']}
1769741934.9613008,RECEIVED,f56321bf-fd8d-4f86-95d3-84b2bfa50581,c0957911-f146-4e53-b961-80ecdabc5654,c3,c1,26,p1,?,surb={'id': '261602a9-ac4f-40fb-91fe-69c07b422d52', 'route': ['p1', 'e12', 'i11', 'x6', 'p3', 'c3']}
1769741934.9817996,RECEIVED,2e524438-feff-45b4-9f50-50be0f4233f8,34a621ad-c8df-449c-8cda-e0e7d6ea2255,c5,c1,27,p1,?,surb={'id': 'e5f8cf8b-99ed-4e30-b358-e08526d3acae', 'route': ['p1', 'e2', 'i9', 'x2', 'p2', 'c5']}
1769741935.0201051,RECEIVED,3c165f57-b270-4c83-ba47-7c84de6e4404,52175a6d-3627-488e-84f5-a394d4bc1d6d,c5,c1,27,p1,?,surb={'id': '0643c22d-0d1a-401e-9e6c-9f5692c6aebf', 'route': ['p1', 'e3', 'i10', 'x9', 'p2', 'c5']}
1769741935.179331,SENT,d19f38ad-a8bd-49f7-8266-2fd467c921b8,63f5123d-99c7-491d-b867-0f5fa57a3f8d,c1,c2,3399,?,p1,
1769741935.179433,CREATED,ceff9ff7-4e28-4005-b319-791dfd4a3b44,e71837a1-7418-401a-85b4-d62f9541a901,c1,c2,27,?,?,surb={'id': '4fe732cb-18da-41ef-be5e-ce293b41a02d', 'route': ['p2', 'e11', 'i5', 'x12', 'p1', 'c1']}
1769741935.2108047,RECEIVED,47c88fc6-16b7-45e2-9c5f-5c338b35f367,049db037-004f-4549-8866-2beef599f881,c5,c1,27,p1,?,surb={'id': '3ebed6b6-ecd9-4ee6-9c71-675fee14bd97', 'route': ['p1', 'e12', 'i6', 'x6', 'p2', 'c5']}
1769741935.2400723,SENT,ed127f0d-c2bc-40d1-8a8c-7c726d85d14a,e3e830fb-dd09-4a81-b178-b42460e64d02,c1,c2,3382,?,p1,
1769741935.2401853,CREATED,40377419-dfb7-453b-afa3-989a6da20573,c080f6d9-3c8d-4a06-b63d-8658131a5c06,c1,c2,26,?,?,surb={'id': '30665e17-cd11-40ad-95ca-6b1303b505ec', 'route': ['p2', 'e8', 'i4', 'x12', 'p1', 'c1']}
1769741935.2862678,RECEIVED,fcc72ed6-acba-480f-b12d-628ff457ae20,96c8ddf5-5151-45d3-95c1-c4259e90f4b8,c3,c1,26,p1,?,surb={'id': 'f4b79b1f-e011-4442-8c32-6afd29c389ad', 'route': ['p1', 'e9', 'i3', 'x2', 'p3', 'c3']}
1769741935.3577838,RECEIVED,f3e70fd7-c390-4467-be78-3ded7a9402fc,370fa78b-e6af-4290-b808-f249c3048682,c3,c1,27,p1,?,surb={'id': '6eb8aecc-0916-49ad-aee2-19c4cdf0abde', 'route': ['p1', 'e4', 'i9', 'x2', 'p3', 'c3']}
1769741935.4768891,SENT,3af2a731-caaf-4914-8420-53fcbfb48fed,1651cbd5-4f09-41a6-9488-20cb281319d3,c1,c2,3359,?,p1,
1769741935.477025,CREATED,19b388c3-f7bb-49c8-a6f1-e4496f746b4d,3e18c464-5df5-477d-b1f9-eb7d9c6759f5,c1,c2,27,?,?,surb={'id': '22a4c692-51b8-46d6-86e8-7836f79fd9cf', 'route': ['p2', 'e5', 'i4', 'x11', 'p1', 'c1']}
1769741935.5336938,SENT,ddb6e9d1-0deb-4432-8e60-e4f50cafe68f,86d29e19-6398-4dd4-9b7b-14150bea5ca9,c1,c2,3360,?,p1,
1769741935.5338242,CREATED,02785254-14e8-4b0d-be90-62393645b595,821a4b46-450c-40ef-bd34-ff6ce2a66a4e,c1,c2,26,?,?,surb={'id': 'ec8d97ce-9ac0-49e7-9c2a-a1ece45f12cf', 'route': ['p2', 'e8', 'i7', 'x9', 'p1', 'c1']}
1769741935.6679304,SENT,67b75e2d-4310-4906-996b-b2fe50192035,4cad1471-8897-49bf-9bdc-d90898f91faa,c1,c2,3396,?,p1,
1769741935.6680956,CREATED,f8c6437c-98fb-45f0-9f5d-cfcce85cab98,10eb2659-4e54-4770-ae4c-50a5c3a8c8dc,c1,c2,26,?,?,surb={'id': 'aa60082f-a4b7-4863-9b14-15b7923f9108', 'route': ['p2', 'e11', 'i9', 'x11', 'p1', 'c1']}
1769741935.8459814,SENT,c250ba6e-a70f-411c-b56d-12cf55bb88bd,e5047a85-6c53-4ecb-801a-9a2b62aeb344,c1,c2,3399,?,p1,
1769741935.8461766,CREATED,fefdd44c-1fe0-4a8c-9943-73c3ef5089cb,b4038e5d-b8a0-4a44-9a21-37b18c925568,c1,c2,27,?,?,surb={'id': '898546b5-24c5-4bf0-b1f5-8ac05ec33f51', 'route': ['p2', 'e6', 'i10', 'x10', 'p1', 'c1']}
1769741936.1002355,RECEIVED,a94ce487-d30c-4bb8-b32c-4e0d406cbf13,8aa154b2-cd19-4344-a0a8-d9d049668078,c5,c1,27,p1,?,surb={'id': '3eeb77b8-8ed0-4949-a8f8-439c21516606', 'route': ['p1', 'e12', 'i7', 'x2', 'p2', 'c5']}
1769741936.1289577,SENT,8dab6579-5595-4ea1-85c2-343c1d0863ee,cad907af-c57e-4cf2-82e6-92204d22d7f4,c1,c2,3379,?,p1,
1769741936.129704,CREATED,a4d56225-f866-43c7-938f-eeb885d5a5b5,24ee5c30-fd4b-496e-9f37-49fbde89c1a9,c1,c2,27,?,?,surb={'id': '200826cd-ecca-4043-99a8-fc17c7f20fce', 'route': ['p2', 'e1', 'i10', 'x4', 'p1', 'c1']}
1769741936.406777,RECEIVED,34862b71-b05c-4359-ac96-3ec0e8f18916,b5ae41da-5cd1-4b25-affe-4f2243f86675,c3,c1,27,p1,?,surb={'id': '5862054f-105d-4221-a534-3bc39e6e833b', 'route': ['p1', 'e2', 'i3', 'x8', 'p3', 'c3']}
1769741936.635689,SENT,779b0e7d-7d5b-40c1-b67f-53439eec8bb9,2a4c2fd6-91c8-474c-9905-6a5c9fcabf13,c1,c2,3376,?,p1,
1769741936.6357746,CREATED,b7b6763b-6e8c-4895-a76c-358b2980a259,ce3d530f-8045-4401-b2f1-c42c10fa498e,c1,c2,26,?,?,surb={'id': '2099a7e7-2ac1-4895-85fc-d854668aa594', 'route': ['p2', 'e10', 'i8', 'x11', 'p1', 'c1']}
1769741936.6718853,RECEIVED,bfa1df3e-8f85-4e41-8e12-3733153af8dd,bf4faccf-35d4-442b-9e74-898f4fc18a96,c5,c1,26,p1,?,surb={'id': '61ec177e-b50a-4b36-b515-c0e1366a9961', 'route': ['p1', 'e12', 'i3', 'x11', 'p2', 'c5']}
1769741936.6831727,RECEIVED,e48d43b0-a305-4c2f-abbf-ffaee2f0e7ad,57a3ee05-236d-46d5-8926-4e0b52d710a6,c3,c1,27,p1,?,surb={'id': '5aa2c13e-0448-481b-9135-e844fed97ecf', 'route': ['p1', 'e12', 'i7', 'x1', 'p3', 'c3']}
1769741936.964226,RECEIVED,42d1136d-c3b5-4c89-afd4-a52f27dc5ae2,2a1dfed4-6555-4a35-a323-d6e9a4528fd7,c3,c1,27,p1,?,surb={'id': '5ed471d6-a2c0-4e1c-979d-ac81a94875ad', 'route': ['p1', 'e12', 'i10', 'x4', 'p3', 'c3']}
1769741937.025995,RECEIVED,a4022f81-ccaa-4038-80aa-3e2172ed5a47,297d41b9-458f-4f10-a4b5-9f36953f31b1,c3,c1,27,p1,?,surb={'id': '315d223d-7185-4520-8146-37d2c892a7a5', 'route': ['p1', 'e2', 'i3', 'x6', 'p3', 'c3']}
1769741937.7634513,RECEIVED,cf8f9b1c-edfd-41bf-a0cd-9b04c1b68625,c660060e-ff09-4b59-b6e5-f9df1a7b61b1,c3,c1,27,p1,?,surb={'id': '8c8e2b6c-41a1-4214-850d-6d6193d36e22', 'route': ['p1', 'e5', 'i2', 'x9', 'p3', 'c3']}
1769741937.804169,RECEIVED,f85b7bc4-4dea-47bd-aa76-8a00d20beda3,2acb800d-2e88-4a70-bf62-709fb6bfaa3c,c3,c1,27,p1,?,surb={'id': 'e2d3c7d7-cf8e-4fc3-b666-f7cfdd763f65', 'route': ['p1', 'e3', 'i1', 'x2', 'p3', 'c3']}
1769741937.9356008,RECEIVED,22a5a599-4cbb-4ef2-8016-fe451cf44cc1,a8f442d4-ddaf-4678-9a63-5d164a09a7a4,c5,c1,27,p1,?,surb={'id': 'efca662c-b9a3-44fa-b45d-990066b3fffc', 'route': ['p1', 'e12', 'i9', 'x3', 'p2', 'c5']}
1769741937.9791162,SENT,69fc29b1-d8c0-4c60-830f-0620f59cf7b0,7c2badbe-631a-47d1-8ddb-924b2f2f4e6c,c1,c2,3392,?,p1,
1769741937.9792173,CREATED,44ff9883-b1c5-4c7f-9724-7f11f790c757,ee6cbe0d-48dc-4a40-9a66-808623979fdc,c1,c2,27,?,?,surb={'id': '4262e3a6-64d5-4a08-8324-27ba5b757646', 'route': ['p2', 'e7', 'i4', 'x8', 'p1', 'c1']}
1769741938.0578325,RECEIVED,67172de8-3baa-48ef-9016-1675469a8f2a,d65b42ee-5901-4224-87ab-2c2847248376,c5,c1,27,p1,?,surb={'id': 'c9df0c58-19b7-4d90-a705-98f509e1ca63', 'route': ['p1', 'e7', 'i10', 'x8', 'p2', 'c5']}
1769741938.205749,RECEIVED,2c0bd04c-43ef-45c6-93d1-628d250be67a,e3f14bb2-d2d4-4bf3-a679-9587690ae6e7,c3,c1,27,p1,?,surb={'id': '688fef9f-0f79-4305-818c-eb58dd56a5dc', 'route': ['p1', 'e11', 'i12', 'x2', 'p3', 'c3']}
1769741938.259354,RECEIVED,e81f47b1-cd87-4889-8c9f-62595bc1a9ca,b89dbe97-66d6-443a-b6a7-d183b72fd915,c5,c1,27,p1,?,surb={'id': '91738cd7-f783-467f-afac-76f2906b2f50', 'route': ['p1', 'e10', 'i11', 'x8', 'p2', 'c5']}
1769741938.283277,RECEIVED,b817e449-c16f-4f36-88b5-52410078e342,0da99506-7554-4fa0-b3e0-d3cb09282a91,c3,c1,26,p1,?,surb={'id': '451658a3-aca4-47e0-9186-5b3b3f8a6382', 'route': ['p1', 'e6', 'i7', 'x7', 'p3', 'c3']}
1769741938.955502,RECEIVED,0e9c16de-b23d-4927-b826-12fc5b023ef9,6fce353f-661c-4c6c-86c5-3a9b1cabd4d2,c3,c1,27,p1,?,surb={'id': 'af1c213a-9179-4316-a532-bb801a2eafaf', 'route': ['p1', 'e4', 'i2', 'x8', 'p3', 'c3']}
1769741939.1115048,RECEIVED,7769444c-2743-47eb-a099-120d73d80c65,dec940df-6357-4356-8076-0caad7a5dff9,c5,c1,27,p1,?,surb={'id': 'a186a557-3308-4648-9b6b-3ead172c844c', 'route': ['p1', 'e9', 'i6', 'x10', 'p2', 'c5']}
1769741939.157344,RECEIVED,0439f417-cb9d-4f67-8e35-608839f3a93b,9750a4db-802b-4934-8370-1b949bfb04ec,c3,c1,27,p1,?,surb={'id': '49836b7c-55b6-4d53-a145-0eeb09a5d012', 'route': ['p1', 'e10', 'i10', 'x4', 'p3', 'c3']}
1769741939.2501957,RECEIVED,43d16058-833b-4c80-83ba-3b220f02f8dd,48ce0056-1dc1-47e1-8211-4a5e7d31fad0,c3,c1,27,p1,?,surb={'id': '0a2b674e-3c6c-4336-8b85-d64a5cbf0e8c', 'route': ['p1', 'e3', 'i6', 'x1', 'p3', 'c3']}
1769741939.5574808,RECEIVED,9866447c-021e-4a5f-8b49-704fbeba56d4,18073853-af20-4a3c-9b3d-2d9882109083,c5,c1,27,p1,?,surb={'id': '56ff9431-2a16-4c3d-9ca2-7a0fe20cf894', 'route': ['p1', 'e11', 'i12', 'x2', 'p2', 'c5']}
1769741939.6772852,SENT,1ce77638-e6b9-467d-b561-c19bc7a1c813,08bb43da-83f1-4e7f-ab42-d5503d6304ff,c1,c2,3388,?,p1,
1769741939.677441,CREATED,4227c19c-955e-468a-9783-83b620fa8983,431281f8-4a0f-4972-ae64-36f358268f18,c1,c2,27,?,?,surb={'id': '2497200e-ae0a-40a3-a979-24a4bc91ec97', 'route': ['p2', 'e8', 'i6', 'x6', 'p1', 'c1']}
1769741939.8327208,SENT,9b00eaca-fe5a-49bc-b78b-194c44a76e3b,360fde9e-2039-4f0c-9497-cb156d4c4c06,c1,c2,3359,?,p1,
1769741939.8327959,CREATED,60fba59b-2b01-4401-b86c-c2a00a47f0aa,aaffd2ee-d59e-4aa3-9fa9-6af5df0baa1f,c1,c2,27,?,?,surb={'id': '333552b2-a841-46b4-98d0-99aac7658b18', 'route': ['p2', 'e6', 'i11', 'x3', 'p1', 'c1']}
1769741939.9812756,RECEIVED,92bfaf25-af32-4ab3-969b-baebd992b630,29a75631-9432-456d-8f05-d587cb07fb62,c3,c1,27,p1,?,surb={'id': 'c0c8a5e4-bc17-4dc0-99bc-ce40ed77cccc', 'route': ['p1', 'e6', 'i9', 'x2', 'p3', 'c3']}
1769741940.0517101,RECEIVED,6bb7ed56-c94e-43b0-855f-660834b3efe1,0fb9fe35-ef0d-49ea-a624-536742353583,c5,c1,27,p1,?,surb={'id': 'a275d89c-7bbf-4b9e-b6bd-ff38a4f62345', 'route': ['p1', 'e7', 'i8', 'x7', 'p2', 'c5']}
1769741940.0715845,RECEIVED,498ef1d2-1b7b-4234-97b7-bbcdccc4aaa2,55045c4a-9b6b-44b2-91c8-f66223ab5762,c3,c1,27,p1,?,surb={'id': 'ec7cb58d-657e-40f2-9bec-e2e6ef2ba389', 'route': ['p1', 'e3', 'i2', 'x4', 'p3', 'c3']}
1769741940.1518898,RECEIVED,545fc8e6-727e-4feb-aafe-c3c1b069fe66,e8488688-b17a-47e5-b7ff-350f3168dd23,c3,c1,27,p1,?,surb={'id': '52788de5-d58b-456e-bc23-4b6bcca277f4', 'route': ['p1', 'e1', 'i5', 'x4', 'p3', 'c3']}
1769741940.382866,RECEIVED,cadd909a-f6f7-43ab-a611-3e37d028a8b7,31016cd0-f26b-4f62-914e-f533d91c8986,c5,c1,27,p1,?,surb={'id': 'c96ca52a-50fd-4952-959a-e3cb33f215b9', 'route': ['p1', 'e6', 'i11', 'x8', 'p2', 'c5']}
1769741940.4213083,RECEIVED,f78300a0-b1b3-4cbf-b8a8-b60773cae35e,a8badc50-af3b-49c7-a66c-556cf647787a,c5,c1,27,p1,?,surb={'id': 'c3f13f28-7101-4166-b748-f1d8a274b426', 'route': ['p1', 'e7', 'i10', 'x12', 'p2', 'c5']}
1769741940.6866996,RECEIVED,ba9f559b-d248-400f-bc6d-7db95d2a1a78,11e8e12f-3a2d-4be4-8113-18b05a1fb22c,c5,c1,27,p1,?,surb={'id': '9e6c5524-8a6d-42c0-8b6f-56abfe25a782', 'route': ['p1', 'e9', 'i12', 'x4', 'p2', 'c5']}
1769741940.701267,RECEIVED,d1cdf70d-45d5-46aa-b964-fa418a01d621,e1285931-aaee-460a-9f0e-123b56f59444,c5,c1,27,p1,?,surb={'id': 'fe4ee4d9-ae9d-4df6-a614-12500912d516', 'route': ['p1', 'e12', 'i12', 'x10', 'p2', 'c5']}
1769741940.7681324,RECEIVED,5acb7fa7-41a7-4692-9d38-0473dec6300a,7e046d8a-420c-41b1-8d5f-cb5f24eccfe6,c5,c1,27,p1,?,surb={'id': '2e129029-7bb1-4209-96b3-9bcb32bc9e4e', 'route': ['p1', 'e3', 'i7', 'x10', 'p2', 'c5']}
1769741941.1974454,SENT,fa394b50-f0ff-44f1-a970-122ad9f2eabb,06fca13d-5124-438e-9713-c87f188a36cc,c1,c2,3360,?,p1,
1769741941.197583,CREATED,8628b06c-ab60-4890-a15b-57bb5141640e,6caae1bd-18a2-4be1-b30a-81446fbc24a5,c1,c2,27,?,?,surb={'id': 'd9bbf665-8b77-4901-8905-7ce4c3f07bcf', 'route': ['p2', 'e8', 'i5', 'x4', 'p1', 'c1']}
1769741941.487835,RECEIVED,0cb9d773-afa3-4b7d-aa01-53e5ec8da16d,f10a32f5-adbc-4c60-aba7-cd103d49872c,c5,c1,27,p1,?,surb={'id': 'ad4d0604-d93c-4baa-963d-2be796967b98', 'route': ['p1', 'e11', 'i3', 'x4', 'p2', 'c5']}
1769741941.5103126,RECEIVED,7592d0a1-397a-4e36-b625-cd368e25a48e,59a8e624-ff46-4eb0-bd0a-2912e245a4ab,c3,c1,27,p1,?,surb={'id': 'fb9e55f2-68ca-4c7e-b78a-46b6250d143e', 'route': ['p1', 'e2', 'i11', 'x2', 'p3', 'c3']}
