timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769741748.6634455,SENT,2121f219-761a-479d-9947-aacf76d0a135,cb1a3395-9f80-4239-9ee6-327685bf2900,c4,c5,3397,?,p1,
1769741748.6635988,CREATED,76a14c21-85df-4dc2-b2e6-ec8a0fa882a5,b24de779-f5c6-4664-904e-fa81fd8479f5,c4,c5,27,?,?,surb={'id': '6c69a9ee-f20a-4770-8b59-ee03ddacdac8', 'route': ['p2', 'e9', 'i12', 'x6', 'p1', 'c4']}
1769741804.316948,RECEIVED,57a82206-ca87-48b9-a5c5-cd1fa0b9f240,68a010ce-5520-4933-b517-ff94c08faf2f,c2,c4,27,p1,?,surb={'id': '8430f530-c722-4e4c-b9bd-58b73b454b46', 'route': ['p1', 'e11', 'i2', 'x6', 'p2', 'c2']}
1769741804.4218967,RECEIVED,a431b648-fd83-4995-9c04-51350ac7ae64,e8660876-b9c7-46d0-af6c-1dc755579148,c2,c4,27,p1,?,surb={'id': '5c8a3ee1-9235-4d74-85b0-1f8304c15eb0', 'route': ['p1', 'e12', 'i2', 'x8', 'p2', 'c2']}
1769741804.4497397,SENT,db45c97f-3408-4dd4-94e0-6fe37358f849,2f190a22-54a8-4fbe-9ab9-221f999f28b0,c4,c5,3359,?,p1,
1769741804.4498696,CREATED,6212fcda-3a6c-4231-bf98-34b73530695d,527d0904-aa34-461d-8e3e-11526baaa40a,c4,c5,27,?,?,surb={'id': '0daf6814-bd3c-485a-bcbc-efa3354c7b0a', 'route': ['p2', 'e10', 'i3', 'x4', 'p1', 'c4']}
1769741804.7059605,SENT,30067f6c-b1f1-4cb1-8a52-0f54351a0d40,fed59a96-6771-42b9-a046-8bef68c0ba04,c4,c5,3384,?,p1,
1769741804.706177,CREATED,3f5c4d9e-2fa7-46e9-9aa5-b680eec7dae8,b1f138ef-0545-4176-a295-06ced81ff432,c4,c5,26,?,?,surb={'id': '50620ab7-32c7-4639-a632-6da3fea1eb52', 'route': ['p2', 'e3', 'i3', 'x11', 'p1', 'c4']}
1769741805.048564,RECEIVED,5c477fac-46fd-4e9c-9219-f9c29516d4b8,7013dcaf-ae89-4fc2-80d1-65735457dc0a,c2,c4,27,p1,?,surb={'id': '0fbace03-c400-4e8e-ba16-36474b9a1126', 'route': ['p1', 'e1', 'i10', 'x8', 'p2', 'c2']}
1769741805.1112585,RECEIVED,2a8f352b-b129-4c82-b2a1-b6a6a104916d,373031a8-36a1-424e-ac02-e0e7855ed02b,c2,c4,26,p1,?,surb={'id': '8fffd964-d6da-4741-821a-6d0241a3ba8f', 'route': ['p1', 'e6', 'i12', 'x7', 'p2', 'c2']}
1769741805.1820166,SENT,3aabd239-efc9-4691-8d38-f69e701e4610,cac3a787-ffdc-40ee-8412-e2964bb0f0ff,c4,c5,3384,?,p1,
1769741805.182313,CREATED,dce62452-7378-4bac-98a1-f1088ce2334d,fbfc3cba-44d1-446f-b93b-3e3e1fb4be4c,c4,c5,27,?,?,surb={'id': '98c13eae-bb11-4eb4-8962-be99054319ee', 'route': ['p2', 'e10', 'i8', 'x5', 'p1', 'c4']}
1769741805.295367,RECEIVED,c01d57ac-bb7b-4104-a675-8b0ed3e8c3bf,53ab3064-cdb2-4c3d-a6b1-6174951f64d6,c2,c4,26,p1,?,surb={'id': 'f00ae460-4be9-48af-ab51-5d6cf6e3a39e', 'route': ['p1', 'e11', 'i5', 'x7', 'p2', 'c2']}
1769741805.5839,RECEIVED,07fd0d75-e4bb-442a-bfcc-c4a083de50c2,b7c6d895-4d89-4f48-be57-c90399ae342b,c2,c4,27,p1,?,surb={'id': '7ed10cbc-315d-4113-8252-e9ce195d8862', 'route': ['p1', 'e3', 'i12', 'x1', 'p2', 'c2']}
1769741805.5855703,SENT,b54f2db6-e6ea-443e-901f-1c7055fcecfd,fcb9f441-040d-4112-8427-b8cd3440eb79,c4,c5,3364,?,p1,
1769741805.585688,CREATED,15809cf0-6f2b-442c-8017-6741be792a0a,42ea06ef-aa81-4f34-835b-e0191b0b7e2a,c4,c5,27,?,?,surb={'id': '4ba314cb-d6c9-4983-953b-485ade3ec180', 'route': ['p2', 'e10', 'i6', 'x9', 'p1', 'c4']}
1769741805.818785,SENT,8736563d-3fee-4fbc-adee-c0c47e164d45,3b97a791-8f57-40f3-b9ee-65ec9961ad04,c4,c5,3392,?,p1,
1769741805.8189292,CREATED,d7af77f9-3c47-476c-8e0f-e6cdadb4cd98,c7c99782-ecf0-434f-91b7-6314a3a006a2,c4,c5,27,?,?,surb={'id': 'a2c1e28d-faae-4cfe-8ab8-27a55266e61e', 'route': ['p2', 'e7', 'i11', 'x3', 'p1', 'c4']}
1769741806.0265756,SENT,f3ad5475-32d0-41ec-a884-adaa4aadc44d,317be60e-48dc-4bf2-a12a-c044efd56fe5,c4,c5,3379,?,p1,
1769741806.0267186,CREATED,ece878e8-5cfc-403d-9a43-58b573259daf,1999c9ac-162f-44aa-9771-977d782d752c,c4,c5,26,?,?,surb={'id': '9a542f20-fd7b-4b5d-91c3-65ad5668be57', 'route': ['p2', 'e5', 'i3', 'x6', 'p1', 'c4']}
1769741806.2530222,SENT,47214743-228b-4fda-b20a-742d16c20dd4,f5d4b9bf-5177-4cbb-9a09-cd67392435e5,c4,c5,3388,?,p1,
1769741806.2532005,CREATED,8ee037f4-835d-4c72-aa30-a7db1563a166,931270a3-c800-4f33-9311-dcf9707dca17,c4,c5,27,?,?,surb={'id': '9db4425b-c7fc-4137-bab2-845040b7e57d', 'route': ['p2', 'e9', 'i9', 'x12', 'p1', 'c4']}
1769741806.338504,SENT,fc767e89-d986-47fc-ac72-c31d4544998e,81b1f5ec-aa78-43e3-b761-d85da0022e80,c4,c5,3397,?,p1,
1769741806.3388731,CREATED,432a5d73-2dec-4814-a526-0ac4696bdd63,9211c752-0f33-4e07-8224-b2f2601bcbe4,c4,c5,27,?,?,surb={'id': '0c887e5f-ea15-486d-9e58-e8e2e7322e8c', 'route': ['p2', 'e8', 'i3', 'x10', 'p1', 'c4']}
1769741806.7482934,RECEIVED,e633a5d6-4956-4830-b89b-05810cb6e1ed,3014d85d-1a0a-4436-be53-ba2892f3a717,c2,c4,27,p1,?,surb={'id': '245988f6-ab0f-4d18-b082-5684d6026e1c', 'route': ['p1', 'e7', 'i12', 'x1', 'p2', 'c2']}
1769741806.9738948,SENT,c1e277e0-64c9-4c2f-9bb8-fde9f2014907,b116bbb1-ecab-4b85-bce5-80b8a51cebb2,c4,c5,3384,?,p1,
1769741806.97403,CREATED,56e54439-3679-46ea-b748-b0d3645ba4a6,e6d3aa5e-3b10-482a-816e-3a5300f66fbb,c4,c5,26,?,?,surb={'id': '583ed9da-12d3-46c9-bebf-3fd0d97e0728', 'route': ['p2', 'e1', 'i6', 'x10', 'p1', 'c4']}
1769741807.1699097,SENT,25350261-285e-48a1-be4e-233d0f3ecbdc,9aa6e9cb-bbb2-40ca-bae4-fdba89b408a0,c4,c5,3384,?,p1,
1769741807.1700969,CREATED,5b83cbec-143a-46ee-bc9f-6516f1ba358b,be3ade95-aaa2-4465-82c3-56345ccf21b4,c4,c5,27,?,?,surb={'id': 'df99116c-ab31-4702-b1b5-92c9df265cf1', 'route': ['p2', 'e8', 'i4', 'x3', 'p1', 'c4']}
1769741807.1788802,RECEIVED,09cbbf99-623f-4061-8c4f-07bac0d00d6f,92705e97-76d8-4e7d-98fa-47b2acdefb39,c2,c4,27,p1,?,surb={'id': '824a5bf7-cd32-482f-a7e9-bdb986f471a8', 'route': ['p1', 'e12', 'i11', 'x6', 'p2', 'c2']}
1769741807.715203,RECEIVED,47bbf25b-fb0d-41d7-922e-a6d5214410b2,9fac3979-0ec1-49e9-8878-ed7890340e46,c2,c4,26,p1,?,surb={'id': 'b8633448-286d-440e-bda4-857142687662', 'route': ['p1', 'e11', 'i6', 'x6', 'p2', 'c2']}
1769741807.7188277,RECEIVED,c1542583-b974-4072-82f3-c6c9a79b4c14,da8908f4-3489-45ac-b7ff-ea98a1835e34,c2,c4,27,p1,?,surb={'id': 'bab2f687-b1f7-4ad1-93fa-7ddd2c848482', 'route': ['p1', 'e12', 'i8', 'x4', 'p2', 'c2']}
1769741807.941257,RECEIVED,5e4751d6-d345-450d-ac81-eb63dc138747,bb980336-e9be-4b36-8c9e-db610db76ac3,c2,c4,27,p1,?,surb={'id': '262a2828-26ba-4576-a2ad-374011498c65', 'route': ['p1', 'e11', 'i8', 'x5', 'p2', 'c2']}
1769741808.3243852,RECEIVED,e5393f08-5116-4038-a4be-388f338dafdc,e39b6cd5-f994-43fd-b43d-efbb28ea4ab0,c2,c4,27,p1,?,surb={'id': '6dbd62fd-735c-437d-a2b9-8277aa05b379', 'route': ['p1', 'e4', 'i8', 'x7', 'p2', 'c2']}
1769741808.3985634,RECEIVED,a2b4eec6-49ce-4be5-a3a3-963e547feee5,c564b650-7239-4815-9a58-64e25a84aed5,c2,c4,27,p1,?,surb={'id': '754949f4-d8c6-4b32-b529-36af1dfb1b36', 'route': ['p1', 'e7', 'i4', 'x2', 'p2', 'c2']}
1769741808.5885196,RECEIVED,16cf6f41-b19b-4eb7-a503-eb5e1061c321,12d2d51d-3e59-4390-a64b-f33c583dbced,c2,c4,27,p1,?,surb={'id': 'f9f0ab04-1e62-4821-b1ec-1456854220ce', 'route': ['p1', 'e2', 'i4', 'x5', 'p2', 'c2']}
1769741808.6536841,RECEIVED,55c7db9c-bb2f-4d5b-89fd-78fe465b50a8,fc6da6df-9636-4e0f-bba1-8ba24e4a690c,c2,c4,27,p1,?,surb={'id': '39de2882-7718-40a8-a4c0-401b3d8a4cc4', 'route': ['p1', 'e11', 'i8', 'x4', 'p2', 'c2']}
1769741808.688094,RECEIVED,78e6bb6c-20b9-4216-8fbd-a462224016ab,6dcc0a97-3729-4e67-ad9f-02e746fa0091,c2,c4,27,p1,?,surb={'id': '5d8e760a-d70e-4684-981d-50cb401d8f04', 'route': ['p1', 'e8', 'i5', 'x3', 'p2', 'c2']}
1769741808.7248688,RECEIVED,bb0e8909-c3bd-4306-8231-bad42defe8f4,e1284b1c-5158-4560-b0ae-ce924bc641b7,c2,c4,26,p1,?,surb={'id': '4cd3557d-d7d8-458f-ab77-3ae6be9957e1', 'route': ['p1', 'e8', 'i5', 'x1', 'p2', 'c2']}
1769741809.0483265,SENT,ea2bebb9-e3ae-4823-a300-99858f24becf,a2d0bdb2-6f0b-4762-9d04-1b58aa2815f3,c4,c5,3363,?,p1,
1769741809.0484736,CREATED,331c25b2-bdf1-48d6-898e-cc4b03f85097,6cc69aa6-acb8-4329-b26f-30525afe06bd,c4,c5,27,?,?,surb={'id': '26bce793-76aa-4279-8788-5495d3d7745b', 'route': ['p2', 'e8', 'i8', 'x11', 'p1', 'c4']}
1769741809.0710864,SENT,ffae3fb6-b3d4-4a52-bfda-f845c4cafba9,ead2d692-7585-4ce8-a4fe-f730a259e930,c4,c5,3383,?,p1,
1769741809.0712342,CREATED,bf567b6d-540e-469d-a2ad-29bb0893cb84,2deabbfc-6712-4b0c-ad8e-61a7414a8eff,c4,c5,26,?,?,surb={'id': 'ed127a90-1575-4e2b-a600-0b1d0fc92d0d', 'route': ['p2', 'e6', 'i10', 'x10', 'p1', 'c4']}
1769741809.0789201,RECEIVED,e9f68e30-1a28-4824-8b0a-aa1f63a41ff9,31733ed1-f5f6-4d87-8f94-2ad473a74ded,c2,c4,27,p1,?,surb={'id': 'fca20b50-2ee8-4950-8281-acc3a735131f', 'route': ['p1', 'e3', 'i1', 'x8', 'p2', 'c2']}
1769741809.2244303,RECEIVED,adae5e60-f49b-42f5-be04-446d008fb756,48d92abe-e007-4ac2-a55f-598a102b8980,c2,c4,27,p1,?,surb={'id': 'ce35a207-3509-4539-8be9-7b1c741f07d9', 'route': ['p1', 'e11', 'i8', 'x2', 'p2', 'c2']}
1769741809.2268567,RECEIVED,f70b5db0-765a-49e6-9a08-cb5f3fc81289,142e2a0f-bb88-4f1e-b7e9-d2347903df1d,c2,c4,27,p1,?,surb={'id': 'a38647e9-9332-4676-acb4-ff6b378049b5', 'route': ['p1', 'e6', 'i12', 'x3', 'p2', 'c2']}
1769741809.2404027,RECEIVED,76d634bb-b2bd-48b3-a592-8cdfeb13f6da,b4850e0e-c8bb-4e4e-97a9-52b3c6ddcab4,c2,c4,26,p1,?,surb={'id': '319e05f6-c462-4a78-80ca-74bbd00a4cbb', 'route': ['p1', 'e12', 'i10', 'x6', 'p2', 'c2']}
1769741809.519017,RECEIVED,f7e13e6a-6409-4b30-8cca-750c096bb5de,6ca01dda-2ffb-4fe3-9ea2-15008ca7f8ba,c2,c4,27,p1,?,surb={'id': '611096aa-0933-4fbf-bb3a-338677b843a8', 'route': ['p1', 'e9', 'i7', 'x12', 'p2', 'c2']}
1769741809.5432217,SENT,a997ba17-3017-45ce-950b-11f9a4aab9a9,0d1e35dc-8bfd-4917-8ac7-04a12fda8c04,c4,c5,3371,?,p1,
1769741809.5433695,CREATED,022c9f30-bc4f-47ca-a8d5-e90de58ade67,82fb7d33-bbea-4682-818c-da1ca15aa120,c4,c5,27,?,?,surb={'id': '178b0928-7b83-43d9-82b9-35d7fe7215b5', 'route': ['p2', 'e1', 'i2', 'x10', 'p1', 'c4']}
1769741810.4028616,RECEIVED,785baaf9-d3f9-4b07-bd01-5671c09ebab8,36f4b5c1-63b4-488d-bc54-06f95bc5e555,c2,c4,26,p1,?,surb={'id': 'e3484355-3aac-4014-82f2-9a8accc89741', 'route': ['p1', 'e10', 'i10', 'x1', 'p2', 'c2']}
1769741810.5162935,SENT,60516b0d-ae4b-4419-b8f4-ad595f664279,4ab55c96-1953-49be-afc1-b21504c5a1ca,c4,c5,3379,?,p1,
1769741810.5163465,CREATED,1c95e670-cf57-4805-ba23-d2551108661f,6d2ce366-dac9-4d6e-b65a-799e63b159a8,c4,c5,27,?,?,surb={'id': 'ada1fd65-ba33-4e83-ac58-22da9ddb73b0', 'route': ['p2', 'e8', 'i6', 'x11', 'p1', 'c4']}
1769741811.0584292,SENT,a8951975-2204-4f32-b000-27b9f40da31e,55331297-0653-4029-9f9a-33f5ca92c991,c4,c5,3391,?,p1,
1769741811.0585265,CREATED,34d203f1-84cb-46ed-b315-17288eaf5de0,05f4a370-8fd3-4dfd-a4d8-776229bf09a4,c4,c5,27,?,?,surb={'id': '8a2ab289-1c44-4943-8560-e017413ed61a', 'route': ['p2', 'e5', 'i11', 'x5', 'p1', 'c4']}
1769741811.2075853,SENT,7874b98e-b3ee-4b5f-9040-ee1abad9d8aa,bbf86afc-473c-4480-86b1-de2898925078,c4,c5,3396,?,p1,
1769741811.2076788,CREATED,a29ef8ee-7019-422c-ac6d-3913dfa4280f,578c20c8-fb61-4951-8e4f-c97589b609d3,c4,c5,27,?,?,surb={'id': '9425e614-c86a-4eb9-ae54-9834d132eb82', 'route': ['p2', 'e11', 'i5', 'x12', 'p1', 'c4']}
1769741811.2512794,RECEIVED,295fa250-e945-409e-ae0d-1d718f351ac2,d2aa458c-9c01-484e-a659-bb3fc43ae2c4,c2,c4,26,p1,?,surb={'id': '39c509e5-ef41-4879-bd3a-6ef0b48a9480', 'route': ['p1', 'e3', 'i5', 'x1', 'p2', 'c2']}
1769741811.3413332,SENT,6b1291e6-20c1-4518-9ce1-968fbff2bc28,8b55021e-0926-45cd-9a4b-ad009b2d898a,c4,c5,3384,?,p1,
1769741811.3414552,CREATED,39c25df9-af39-4338-b914-4f219a2ef4cc,ac41502c-8803-4297-841d-3fc8309b4c41,c4,c5,27,?,?,surb={'id': '3b08b7cb-fde8-4f14-81e7-19029e59b08b', 'route': ['p2', 'e5', 'i7', 'x12', 'p1', 'c4']}
1769741811.4985874,SENT,ef4ceb6e-621a-4212-ae6b-1546a789f0f5,044e34a5-8064-4b72-9520-169d03dbea73,c4,c5,3374,?,p1,
1769741811.4987202,CREATED,7bdec69d-e240-4b5c-905d-c118417fef79,e794475a-8bf1-4431-9d89-6006c46a81a9,c4,c5,27,?,?,surb={'id': '88792f11-59c3-4b90-aeba-5835945b50d6', 'route': ['p2', 'e4', 'i1', 'x8', 'p1', 'c4']}
1769741811.8439584,RECEIVED,b3f88d40-04ae-443c-a615-9f7d9ac8f003,8063625b-fe45-44bb-9e6b-698e59d1dc23,c2,c4,27,p1,?,surb={'id': 'ec9be87d-e973-400c-93e3-15037808be01', 'route': ['p1', 'e4', 'i4', 'x12', 'p2', 'c2']}
1769741811.9494202,RECEIVED,e3793a41-0308-49d0-8e07-1374d12facd1,fa4a1f6c-443b-48e2-96d1-b75043e2fa29,c2,c4,27,p1,?,surb={'id': '1297f96d-ae80-4bc6-ab48-588874467a20', 'route': ['p1', 'e5', 'i7', 'x7', 'p2', 'c2']}
1769741811.9527285,RECEIVED,76e72a6d-cdd9-4384-8521-04e9b9de85fa,43117b16-eeb0-47fc-8c51-8caee41c83d9,c2,c4,27,p1,?,surb={'id': 'de46f7d1-7da0-4786-921d-45c2ce3b49d8', 'route': ['p1', 'e6', 'i8', 'x7', 'p2', 'c2']}
1769741811.96947,RECEIVED,8edc8865-8057-40f2-8387-40507954ca81,b5f37736-31e3-4f73-a2d9-7dff33038962,c2,c4,26,p1,?,surb={'id': 'f68bb543-e182-4f88-b114-8dbf02b2edc9', 'route': ['p1', 'e12', 'i4', 'x5', 'p2', 'c2']}
1769741812.2764888,RECEIVED,f57766a1-d5ee-4169-b85e-3cb848a151bc,81ed41e5-966c-4c9b-b0f9-5af514816be9,c2,c4,27,p1,?,surb={'id': 'f82ff33f-60b3-4285-b1de-6fc78a19befc', 'route': ['p1', 'e4', 'i10', 'x11', 'p2', 'c2']}
1769741812.3435805,SENT,57257c33-596c-4e84-9dec-39cd1d971a65,385839f9-6db3-4ef8-a360-cdd968ed2454,c4,c5,3396,?,p1,
1769741812.3437147,CREATED,9875c5e8-da1a-42ce-b769-b91e67600960,9df28a0c-c753-4a4c-a8ea-0b8a6e8a0942,c4,c5,27,?,?,surb={'id': '0fb0959b-1bb6-40ad-98b4-4f2102f75d6e', 'route': ['p2', 'e9', 'i2', 'x11', 'p1', 'c4']}
1769741812.400575,SENT,d6cafc7e-dd1a-408b-b76b-f9c4c087b6cb,ec6c9263-be1f-4ac4-bd50-36ba7eb7c90b,c4,c5,3399,?,p1,
1769741812.400711,CREATED,59966213-0ae4-4db7-a8d1-637d8a80dfb5,2b857f21-a8c2-4d7a-9a73-f3858ceeac61,c4,c5,27,?,?,surb={'id': 'c9b5405e-4b94-433b-b665-e634e6b34208', 'route': ['p2', 'e11', 'i7', 'x11', 'p1', 'c4']}
1769741812.486443,SENT,41534eac-5982-4e77-8256-8bfa41ec7d45,5f76b308-75ad-4b8d-a3e8-ae60e52dc9a8,c4,c5,3400,?,p1,
1769741812.4865985,CREATED,cfdd5daf-41ee-4e5c-806c-aa7ff2c4fb87,d62af6c6-17d0-4874-9dd6-63c537e1b458,c4,c5,27,?,?,surb={'id': '91a13fd3-94b1-4868-b827-2cfef550f3ea', 'route': ['p2', 'e10', 'i7', 'x4', 'p1', 'c4']}
1769741812.7717545,RECEIVED,9a499f61-6068-4a0f-8427-01b25bbfbd59,1fc9bda7-d6cc-4b78-a66d-7cbcd605f05a,c2,c4,27,p1,?,surb={'id': 'efa63102-4906-452c-a897-c3757409a228', 'route': ['p1', 'e9', 'i1', 'x7', 'p2', 'c2']}
1769741812.8094707,SENT,d297b86f-009f-4c0e-ae29-14569a001bc6,40f7d8a5-39a9-430f-9664-731d09f0b104,c4,c5,3379,?,p1,
1769741812.8096223,CREATED,621a68b6-c4bf-4924-a918-5f31a1f14f47,977646f8-e257-4312-b631-0f06a386a9c9,c4,c5,27,?,?,surb={'id': 'c51ac03e-47bf-43f5-89d7-5aa37f8c04ed', 'route': ['p2', 'e2', 'i2', 'x5', 'p1', 'c4']}
1769741812.8178272,SENT,9dc13909-9c75-4448-a9c4-97e6293d03d6,5177324d-7762-4735-a061-a4965b3d40d1,c4,c5,3375,?,p1,
1769741812.8179748,CREATED,a926b764-db94-4962-9769-dd60ece88d06,67ff529d-4cb7-4e96-8200-d339fc77981f,c4,c5,27,?,?,surb={'id': '713c4178-9ff9-4a41-ac74-8092abd42839', 'route': ['p2', 'e10', 'i1', 'x5', 'p1', 'c4']}
1769741812.9813876,RECEIVED,794f28b3-c891-431a-8af2-fab7c5fb6845,2e89d203-5d21-4ec5-ba9a-198e6d693a8c,c2,c4,27,p1,?,surb={'id': '4df6ee21-a53e-4289-8cc0-fecce3562af0', 'route': ['p1', 'e9', 'i5', 'x3', 'p2', 'c2']}
1769741813.982449,SENT,5b6253cc-4bb0-4013-9378-788ea7c68eac,3fe13915-9baa-4f58-8f2f-85117cc9d050,c4,c5,3362,?,p1,
1769741813.982542,CREATED,8ac12b09-3777-413c-a0a7-ca63b3504c3d,0674087a-a3b3-4043-a89a-13008c5ac569,c4,c5,27,?,?,surb={'id': '0714ccde-96cd-4d4a-90d8-2670b5cc0134', 'route': ['p2', 'e3', 'i3', 'x4', 'p1', 'c4']}
1769741814.100332,RECEIVED,4035725e-6e1d-45b6-b421-a6f9a5e0f82d,e2ccc778-ff1a-468b-8875-f8b8e552cd90,c2,c4,27,p1,?,surb={'id': '14118040-050c-4fca-9433-cdb7cf7fb6b3', 'route': ['p1', 'e9', 'i7', 'x11', 'p2', 'c2']}
1769741814.6689928,SENT,8f62790c-d743-4c2c-81a7-134abf382f57,88b38ed0-9581-45e1-862b-33264146df56,c4,c5,3383,?,p1,
1769741814.6690998,CREATED,1e812994-2d46-40ce-8889-c9f689d013bc,184c41a0-f355-4ec6-a4ae-02680fc826e9,c4,c5,27,?,?,surb={'id': '071d2889-412b-481a-94d1-3df05c0b288c', 'route': ['p2', 'e5', 'i8', 'x4', 'p1', 'c4']}
1769741815.0200098,SENT,4bd18414-bcb6-4aeb-9aac-4b63ef6554e6,cf40d3ad-6f7f-4038-a027-992b435fb3ed,c4,c5,3385,?,p1,
1769741815.0201042,CREATED,52daa640-0d87-44c2-8068-6b190736eb11,0f349a1b-82b4-430e-b577-e551e98a5e1e,c4,c5,26,?,?,surb={'id': 'f888029b-7344-4d30-8060-5848fb2acbf4', 'route': ['p2', 'e3', 'i4', 'x11', 'p1', 'c4']}
1769741815.0936916,RECEIVED,98b705ae-5a19-454b-870f-d21da694ebc1,6390a7a8-2070-40a3-80b8-9f4b2d30bfad,c2,c4,27,p1,?,surb={'id': '24f69adc-4115-47a8-8640-4254e6303dc3', 'route': ['p1', 'e4', 'i10', 'x10', 'p2', 'c2']}
1769741815.1261137,RECEIVED,664663f6-03a2-4e02-8fbc-0ada917f352d,0316f112-4082-4570-a294-4d1f635c7163,c2,c4,27,p1,?,surb={'id': 'd5af444d-ab0a-42d9-b664-acc3eb02cf38', 'route': ['p1', 'e5', 'i4', 'x10', 'p2', 'c2']}
1769741815.1293013,SENT,33c8c49c-016d-4803-bcc7-1d9ffbeedecc,ee4ef33f-4f9c-4fc6-a73b-5c3cc682afa1,c4,c5,3377,?,p1,
1769741815.129389,CREATED,c9aae5fb-611b-4f41-8ae1-0e0fe9065d0a,37c58097-c4c5-45a0-9366-24f920124e1c,c4,c5,27,?,?,surb={'id': 'c1324cc6-a952-409e-8c0f-2485238fcfa2', 'route': ['p2', 'e2', 'i1', 'x5', 'p1', 'c4']}
1769741815.2157423,RECEIVED,befa9d1f-3121-4acc-9f62-ba1b594f737a,3c5d43c6-5d82-4ecc-b087-792aa90b8580,c2,c4,27,p1,?,surb={'id': '9280ad04-c64a-428a-9ffe-50571aebc90f', 'route': ['p1', 'e6', 'i4', 'x6', 'p2', 'c2']}
1769741815.2666836,RECEIVED,5e9ef6b3-3be8-4409-8644-c5571e6512b5,19f918be-f32c-4e6a-b3f7-a63e1a1b89e3,c2,c4,27,p1,?,surb={'id': 'ff89916d-9659-4043-b8ed-e126bdfe375e', 'route': ['p1', 'e11', 'i4', 'x5', 'p2', 'c2']}
1769741815.3068068,SENT,42563e40-51f2-41e3-8a96-b3c7342a990e,ada651ea-dfe2-45de-a626-d625df4453e5,c4,c5,3400,?,p1,
1769741815.306895,CREATED,8637b275-2839-429c-901b-962cd568cc37,2de39f3c-2a28-41a3-a044-d87adf9faf5e,c4,c5,27,?,?,surb={'id': '799a2932-fa06-4c63-a1ba-13f606fbc626', 'route': ['p2', 'e12', 'i10', 'x12', 'p1', 'c4']}
1769741815.6564643,RECEIVED,8dcd820a-d80c-45ec-ad60-6780e3c3a9a1,b9437287-4623-454e-bfef-36c703442cd7,c2,c4,27,p1,?,surb={'id': 'ddab37ff-b5ca-4054-a9f1-cb07228bfff9', 'route': ['p1', 'e8', 'i11', 'x3', 'p2', 'c2']}
1769741815.76782,SENT,337e42e5-5705-48ea-93f4-99fe0654fae8,b2eadab9-c84a-4a55-b285-34504b0e8cfe,c4,c5,3379,?,p1,
1769741815.7679057,CREATED,77764797-7707-47d2-8bdb-aec0c3f45bda,467e2118-fb99-40a7-90ff-c718708278be,c4,c5,27,?,?,surb={'id': 'e9a7364d-9dc2-4923-99b3-76a415da58ed', 'route': ['p2', 'e1', 'i4', 'x2', 'p1', 'c4']}
1769741815.8428962,SENT,98857e8f-2698-4ed3-b229-494ce058f40f,7005a683-1a48-4774-a489-f032f5f5c6d9,c4,c5,3400,?,p1,
1769741815.842984,CREATED,a5b429fe-5757-4539-8bfc-92cff198b02d,5666300b-acda-40b1-9e32-7b2b8b8045a0,c4,c5,27,?,?,surb={'id': '31bd9c15-5b21-4944-8b22-ef53517d2517', 'route': ['p2', 'e11', 'i7', 'x8', 'p1', 'c4']}
1769741815.8854003,RECEIVED,0f58c255-800e-4660-8496-088e2902891c,66dbd1a0-3a9e-4ef4-8248-df45b70f2791,c2,c4,26,p1,?,surb={'id': 'e626e09c-24de-4a20-8b90-ba2a852a62ae', 'route': ['p1', 'e11', 'i6', 'x5', 'p2', 'c2']}
1769741816.1296957,RECEIVED,ed47b7b2-10e3-4c07-93d8-6f67304ccd9b,9bdfb64a-524c-4edb-8be1-693a95a91e1b,c2,c4,27,p1,?,surb={'id': 'ed525356-eeff-452d-ba59-8be4b4548aeb', 'route': ['p1', 'e1', 'i6', 'x12', 'p2', 'c2']}
1769741816.214521,RECEIVED,048676fd-58c2-4827-942b-ba224ff964e4,37ed4074-4968-4f33-aadd-15c1d5c257f8,c2,c4,27,p1,?,surb={'id': '1cf43ad1-81b7-42cc-bd71-7f0cb71b30ef', 'route': ['p1', 'e6', 'i5', 'x4', 'p2', 'c2']}
1769741816.35471,SENT,45dd66ba-cab7-4c93-b97e-92b285abd8c0,f0953f08-c546-4c71-9744-a154a53e8906,c4,c5,3375,?,p1,
1769741816.3548467,CREATED,143ecc8b-f5b2-47fe-ab63-55a387e97746,4adab4af-11a2-449d-829f-fe9efbb79baf,c4,c5,27,?,?,surb={'id': '4e42f13d-85e9-4b4c-a51b-4ae61e52a5ec', 'route': ['p2', 'e12', 'i6', 'x9', 'p1', 'c4']}
1769741816.3658657,SENT,c6d53ee0-36ad-4de1-b9f9-79068a1e1b31,cea92d59-723a-4e13-bd82-73203190189e,c4,c5,3380,?,p1,
1769741816.3659992,CREATED,d7783fbe-7b4f-42bf-a9b8-3c5f6d1fb6c8,f3ad5297-fcbe-470a-abda-da7d8ed82925,c4,c5,27,?,?,surb={'id': 'e7620cb3-d113-41a0-9945-1f4dc16cfedc', 'route': ['p2', 'e11', 'i4', 'x8', 'p1', 'c4']}
1769741816.8899257,RECEIVED,ca848386-8ada-4d19-ac7f-348bf48935bb,c1534400-6b03-4937-b68d-4c0e8e00b7ac,c2,c4,27,p1,?,surb={'id': '01263dcd-da98-49e8-bfb6-590b343557d1', 'route': ['p1', 'e12', 'i2', 'x12', 'p2', 'c2']}
