timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769445730.1195006,SENT,63f5f896-e553-4965-9233-7ff8983d7ba8,139eaa89-14a5-416c-bf38-35dfec89dba9,c1,c3,3396,?,p1,
1769445730.1201022,CREATED,3c5290d9-9613-40d5-87a5-042be43a9b74,6c09ae5f-a499-450e-9d48-434370da7c36,c1,c3,27,?,?,surb={'id': 'c165db0f-618f-414f-8757-a77626cc23ae', 'route': ['p3', 'e4', 'i12', 'x10', 'p1', 'c1']}
1769445899.2343812,RECEIVED,c1b97dd6-75e5-4b63-8591-f97b796500a6,0829f3be-22b9-4da2-a2ec-bd0049e669d4,c4,c1,26,p1,?,surb={'id': 'e373cebb-82e8-474d-be5e-5ecf482c5f53', 'route': ['p1', 'e8', 'i12', 'x6', 'p1', 'c4']}
1769445899.5405018,RECEIVED,762e6e63-32c4-4427-afbc-e32a37624bdd,afc8849f-b761-4d5f-a483-a05022ac48c6,c5,c1,26,p1,?,surb={'id': '561666fd-fe1c-416e-84c8-5ec7b9bdb7c1', 'route': ['p1', 'e6', 'i2', 'x9', 'p2', 'c5']}
1769445899.7111936,SENT,c2aa836b-0c29-41db-8e13-3588c6b798d2,707ae363-2a0a-4e4d-9193-e987ef57f609,c1,c3,3358,?,p1,
1769445899.7113461,CREATED,9bd5a75d-fffc-44f0-bed7-dc9131578bee,41d83ddd-3a50-4a17-8189-97cca9eb67fb,c1,c3,27,?,?,surb={'id': '527ad25a-62d4-4df8-be38-49540b9afa3a', 'route': ['p3', 'e5', 'i6', 'x8', 'p1', 'c1']}
1769445899.910115,RECEIVED,3f5134d4-2f4e-450e-a53a-b0b132789c08,aea54ff1-a207-4112-95f9-4b037b987a2d,c3,c1,27,p1,?,surb={'id': 'a696ee2b-2957-466c-8c47-cb116979f25c', 'route': ['p1', 'e7', 'i1', 'x12', 'p3', 'c3']}
1769445900.099507,RECEIVED,7c86e84a-b14f-4b97-ab08-b63641d01888,490a5bc7-baab-4405-bc8d-1c91a353de5e,c3,c1,27,p1,?,surb={'id': '0f1aec1a-0322-4c73-97ac-8657f113d1b5', 'route': ['p1', 'e8', 'i10', 'x3', 'p3', 'c3']}
1769445900.2286189,SENT,d6fdaba9-550a-4d71-bf08-38f8a9280439,e66d4615-0224-4cc0-a98b-94559877e1e6,c1,c3,3360,?,p1,
1769445900.2287676,CREATED,443e5efb-c2c0-450b-a806-9cc65da3d723,047be3d0-f886-4431-a3aa-f111c2419ed0,c1,c3,27,?,?,surb={'id': '5f5e2238-21b3-4287-8840-72183256956b', 'route': ['p3', 'e1', 'i5', 'x9', 'p1', 'c1']}
1769445900.3816667,SENT,cffb2e22-1748-48e7-be5e-fb1043255685,cb098112-2f86-4d4c-a39a-df34bbacb27f,c1,c3,3395,?,p1,
1769445900.3818154,CREATED,3c2a78c9-3b84-48c5-9dca-95b5c00de923,047be3d0-f886-4431-a3aa-f111c2419ed0,c1,c3,27,?,?,surb={'id': '5f5e2238-21b3-4287-8840-72183256956b', 'route': ['p3', 'e1', 'i5', 'x9', 'p1', 'c1']}
1769445900.440512,RECEIVED,432ec0d5-097a-4316-ae7f-5355b944db4d,3a15990d-78c6-4c1b-849a-d9530637b1ca,c5,c1,27,p1,?,surb={'id': '68b97641-c98a-4b18-bade-f2b6a32b5a4e', 'route': ['p1', 'e10', 'i11', 'x9', 'p2', 'c5']}
1769445900.530716,RECEIVED,02c49628-37b7-472b-a942-9f7043c99959,e6df9cba-42d6-4e77-824a-0b96b4bc12ff,c3,c1,27,p1,?,surb={'id': '48471530-161a-40c7-b1c8-46e321aac6d8', 'route': ['p1', 'e12', 'i8', 'x10', 'p3', 'c3']}
1769445900.7658174,SENT,ec176a80-eb2b-48a7-88ea-9dd371c35861,b2ed6660-9dc7-468b-aeef-b9ad7b9ae716,c1,c3,3362,?,p1,
1769445900.7659764,CREATED,7c4cf425-a7fe-413d-9706-f9a7a08e4f8f,928f34ab-925d-44b6-ad93-5cfa12873640,c1,c3,26,?,?,surb={'id': 'bece30ed-de11-4f9e-9b58-458552509a39', 'route': ['p3', 'e7', 'i12', 'x2', 'p1', 'c1']}
1769445900.7902272,SENT,d50cd016-243c-4ba5-8c52-f049481b9792,e1f2e1e7-22b3-4e4b-a510-404178a2a219,c1,c3,3374,?,p1,
1769445900.790394,CREATED,5d8e3db6-3988-4ed3-812d-19323751ac0e,928f34ab-925d-44b6-ad93-5cfa12873640,c1,c3,26,?,?,surb={'id': 'bece30ed-de11-4f9e-9b58-458552509a39', 'route': ['p3', 'e7', 'i12', 'x2', 'p1', 'c1']}
1769445900.850728,RECEIVED,2e845a4f-e488-4fce-a4df-69b34c9bd00f,910224ad-f1e4-4d64-877b-b8f8963191e4,c4,c1,27,p1,?,surb={'id': 'da6271b9-6b18-41d1-8de9-e5cb97c85f7a', 'route': ['p1', 'e5', 'i7', 'x6', 'p1', 'c4']}
1769445900.872597,RECEIVED,8eb1e026-314e-4edf-baf9-590fa7a935f4,5ac0c677-e7e8-4578-a222-dd6702a8cec4,c5,c1,27,p1,?,surb={'id': '51f4fc6a-1079-484a-9cd0-af9073c1df03', 'route': ['p1', 'e8', 'i10', 'x11', 'p2', 'c5']}
1769445900.9127004,RECEIVED,cfe37cee-e212-4e74-9673-c0b0ea33b861,b1a081b3-93cc-44c5-b2b2-5248c335fdd0,c3,c1,25,p1,?,surb={'id': '1b8e1e87-cbac-450f-85b4-b5f178500381', 'route': ['p1', 'e4', 'i12', 'x10', 'p3', 'c3']}
1769445900.939986,RECEIVED,a77d6806-2ab8-4c02-bc8b-42d1a7a3f4e9,13582f57-abcb-4edd-a47a-e7cb314b6349,c4,c1,26,p1,?,surb={'id': '18b6fbe5-3145-4ee6-9c53-1cf762f9682d', 'route': ['p1', 'e3', 'i11', 'x1', 'p1', 'c4']}
1769445901.113396,SENT,fe85b328-1755-4a61-8281-95230f7fda76,18ea6267-b284-4e18-9e9a-9f20834f6127,c1,c3,3396,?,p1,
1769445901.1135454,CREATED,2a43d8d5-8398-4374-afcf-5ac103b8257c,7e97e89a-8925-4290-a386-c2de29560f43,c1,c3,27,?,?,surb={'id': '5c61778e-f2fa-4bc6-9997-5739d323fa89', 'route': ['p3', 'e12', 'i2', 'x4', 'p1', 'c1']}
1769445901.1859798,RECEIVED,94363c9a-1724-4f8d-890c-3369c17147d1,104b5c43-b291-4aab-8a99-89ed00ec2751,c4,c1,27,p1,?,surb={'id': '0316d68b-86c6-4f68-9f5d-064b01064779', 'route': ['p1', 'e7', 'i1', 'x9', 'p1', 'c4']}
1769445901.4628835,RECEIVED,126884ec-95b0-4c97-a40e-320c40ec8a06,5915e74d-9fdb-4fbd-89df-66f95f826ddc,c5,c1,27,p1,?,surb={'id': '96675933-8dfb-41a3-b85e-a6e07104a137', 'route': ['p1', 'e4', 'i2', 'x7', 'p2', 'c5']}
1769445901.4712944,RECEIVED,67ce8bab-f8ef-4b13-9538-8f7d59fd03fc,a9b506d2-1394-4267-8c34-7b26d8b9c864,c4,c1,26,p1,?,surb={'id': '3ddacf02-f993-4239-83d3-b7a08d47693c', 'route': ['p1', 'e9', 'i10', 'x4', 'p1', 'c4']}
1769445901.5433013,RECEIVED,203144a5-5796-4156-8572-f49fcaaa4b54,ff8b8c29-1092-4ca5-930c-2fd26bec76b0,c5,c1,26,p1,?,surb={'id': '6a5d1fca-37bb-4e01-9c16-d0ad0882301b', 'route': ['p1', 'e1', 'i4', 'x12', 'p2', 'c5']}
1769445901.5913055,SENT,b9cc1c94-2666-4e27-acba-8ec6ae807c2a,c2568dd4-8a22-4792-a162-67509dd2b4d3,c1,c3,3384,?,p1,
1769445901.5914576,CREATED,9b0aa983-0dd4-491a-ac31-c51b93ced616,7e97e89a-8925-4290-a386-c2de29560f43,c1,c3,27,?,?,surb={'id': '5c61778e-f2fa-4bc6-9997-5739d323fa89', 'route': ['p3', 'e12', 'i2', 'x4', 'p1', 'c1']}
1769445901.6286476,RECEIVED,eea7b508-0902-4602-a47d-748616c1b0e6,b1a081b3-93cc-44c5-b2b2-5248c335fdd0,c3,c1,25,p1,?,surb={'id': '1b8e1e87-cbac-450f-85b4-b5f178500381', 'route': ['p1', 'e4', 'i12', 'x10', 'p3', 'c3']}
1769445901.6582859,SENT,c36c781e-201d-4d0a-bba6-869b8c4246ee,819b0c4c-b1c4-49f9-928f-afeccc225682,c1,c3,3400,?,p1,
1769445901.6584482,CREATED,b034b63f-69b4-4ed4-ba4e-04a416187b74,71d9ae28-c579-4455-9ff6-9662f75777e4,c1,c3,27,?,?,surb={'id': 'a2bf061a-1dc9-4632-8cd2-005ffe0a8e6f', 'route': ['p3', 'e1', 'i5', 'x10', 'p1', 'c1']}
1769445901.6968753,RECEIVED,1d08e714-06f2-43fb-9c63-039837748e3f,749cd027-2a2f-4f15-945a-0d29e19a41a5,c3,c1,27,p1,?,surb={'id': 'ba47517a-9b80-4515-9639-88501e2a4ab1', 'route': ['p1', 'e9', 'i7', 'x7', 'p3', 'c3']}
1769445901.8495872,RECEIVED,c8269c51-770d-437c-9a92-3c69ddb16264,5080db1d-187a-437e-9b9c-0532a7b82715,c5,c1,27,p1,?,surb={'id': '35d06285-fee5-4d37-92d0-de560eb9ce75', 'route': ['p1', 'e10', 'i7', 'x11', 'p2', 'c5']}
1769445901.8730242,SENT,799cb73a-e45c-4ecd-9726-64df3e11a5f9,5b5b5357-9f0d-4c12-a78c-1b70b263af75,c1,c3,3359,?,p1,
1769445901.8732188,CREATED,de383e8d-e140-4072-94fd-f0082d7bc904,71d9ae28-c579-4455-9ff6-9662f75777e4,c1,c3,27,?,?,surb={'id': 'a2bf061a-1dc9-4632-8cd2-005ffe0a8e6f', 'route': ['p3', 'e1', 'i5', 'x10', 'p1', 'c1']}
1769445901.9753366,SENT,8ffdc338-3efd-4ddc-983b-5f6edc037f92,00fc876e-022d-4576-9a0b-85b3fb44edbc,c1,c3,3401,?,p1,
1769445901.9754908,CREATED,81fc29c6-a9e7-48dc-b45a-d30f3beb23e8,a31f2383-67c4-459c-a909-7f171bd68e31,c1,c3,27,?,?,surb={'id': '14c5278d-52d3-461f-9a46-709b68af9dd0', 'route': ['p3', 'e10', 'i6', 'x3', 'p1', 'c1']}
1769445902.0957918,SENT,b5dae4b6-c224-40af-a204-8e69690249a8,087d5186-7e88-407b-a313-c5205d7d3d96,c1,c3,3383,?,p1,
1769445902.0958955,CREATED,d1ade2fd-3f33-4ce2-9d62-903a418bc8cd,a31f2383-67c4-459c-a909-7f171bd68e31,c1,c3,27,?,?,surb={'id': '14c5278d-52d3-461f-9a46-709b68af9dd0', 'route': ['p3', 'e10', 'i6', 'x3', 'p1', 'c1']}
1769445902.1128683,SENT,c354822f-9d77-4314-8ba3-4caa91553dbe,7190302a-4be0-4d58-91ba-64bf4fc3b371,c1,c3,3379,?,p1,
1769445902.1129754,CREATED,eec54423-e9ee-440b-beb6-6724b7e7b5d9,fc641dd0-f0ba-46a0-9330-cf09bace0948,c1,c3,27,?,?,surb={'id': 'f06c1d64-2c1e-4dcc-91be-0cb6b176ce63', 'route': ['p3', 'e2', 'i3', 'x8', 'p1', 'c1']}
1769445902.282266,RECEIVED,381034f9-2291-41ab-9a99-287a25df7749,1d0ef229-dac5-438d-886e-1d4becac969e,c4,c1,26,p1,?,surb={'id': 'a4060c50-db0a-4bb0-afa7-2fdb5031e6dd', 'route': ['p1', 'e7', 'i10', 'x6', 'p1', 'c4']}
1769445902.549535,SENT,9a66f23d-3bae-4601-b81b-e8598574cba5,3fe948b7-a3fc-401f-b156-76d7c98af122,c1,c3,3375,?,p1,
1769445902.5496879,CREATED,344cbd16-abc8-4365-a9d7-cd428d1d1e25,fc641dd0-f0ba-46a0-9330-cf09bace0948,c1,c3,27,?,?,surb={'id': 'f06c1d64-2c1e-4dcc-91be-0cb6b176ce63', 'route': ['p3', 'e2', 'i3', 'x8', 'p1', 'c1']}
1769445902.6183782,RECEIVED,ac9ef2dd-8b7a-41f5-99e0-0e94f4b7ba77,ea641c2a-dc6e-4b8f-b4cb-285dc58ab38c,c5,c1,26,p1,?,surb={'id': '0e478387-1996-4245-adb2-95727b4cfcff', 'route': ['p1', 'e8', 'i2', 'x1', 'p2', 'c5']}
1769445902.6433458,SENT,511917ed-0489-4f81-b1cd-e8971588478b,134905b9-89bd-41e7-af77-ed6266d40113,c1,c3,3396,?,p1,
1769445902.6434975,CREATED,c8c9e796-2dd3-4e96-9250-0bb2a1300b9c,498ccc1d-7fe3-4eac-ab3e-9b0801e05ef2,c1,c3,27,?,?,surb={'id': 'dea24006-8608-41cd-8ce6-0b7d6561d13d', 'route': ['p3', 'e7', 'i5', 'x4', 'p1', 'c1']}
1769445902.6935964,RECEIVED,ca7b4e62-c543-4881-8070-3e73e7edbb6e,ea641c2a-dc6e-4b8f-b4cb-285dc58ab38c,c5,c1,26,p1,?,surb={'id': '0e478387-1996-4245-adb2-95727b4cfcff', 'route': ['p1', 'e8', 'i2', 'x1', 'p2', 'c5']}
1769445902.7843094,RECEIVED,43316be1-40fa-4c5f-91f7-d4b4803f807b,6d5b4dd9-f305-49a8-a5e5-dda39c9526aa,c4,c1,27,p1,?,surb={'id': '9528f36d-1947-4b73-bed1-c1f43a074d69', 'route': ['p1', 'e1', 'i8', 'x1', 'p1', 'c4']}
1769445902.8318338,RECEIVED,46291209-4606-48a2-9f88-a81a7b9e272a,749cd027-2a2f-4f15-945a-0d29e19a41a5,c3,c1,27,p1,?,surb={'id': 'ba47517a-9b80-4515-9639-88501e2a4ab1', 'route': ['p1', 'e9', 'i7', 'x7', 'p3', 'c3']}
1769445902.9357095,RECEIVED,f2010a68-ca51-4c5f-ad18-85b3f6ef51e5,ff8b8c29-1092-4ca5-930c-2fd26bec76b0,c5,c1,26,p1,?,surb={'id': '6a5d1fca-37bb-4e01-9c16-d0ad0882301b', 'route': ['p1', 'e1', 'i4', 'x12', 'p2', 'c5']}
1769445902.974679,SENT,02868cec-81bd-4bd1-a5aa-c4efac0a1305,6a7582cb-0c3a-4f93-9c55-2f32447ac905,c1,c3,3371,?,p1,
1769445902.9747689,CREATED,9c2b381d-9004-4476-8f10-3bdcafd3b9ac,498ccc1d-7fe3-4eac-ab3e-9b0801e05ef2,c1,c3,27,?,?,surb={'id': 'dea24006-8608-41cd-8ce6-0b7d6561d13d', 'route': ['p3', 'e7', 'i5', 'x4', 'p1', 'c1']}
1769445902.9976225,SENT,249ac706-0c05-44d9-a8fd-cd215727de7b,d83f737e-1bd0-4983-8b9c-c4c9346b6da9,c1,c3,3372,?,p1,
1769445902.9977195,CREATED,c7647d71-7d0d-49ae-8d5e-92cfe7c4a687,42c21485-ecd2-4ef4-9da9-86e6eaed26ff,c1,c3,27,?,?,surb={'id': '72195166-4289-4fd1-a04f-35397aebe5fa', 'route': ['p3', 'e9', 'i1', 'x1', 'p1', 'c1']}
1769445903.2060785,RECEIVED,1a5a97fe-1bb3-467b-a053-1afd2df7022b,c62e1714-3c93-497c-85cd-36af90893cfd,c3,c1,26,p1,?,surb={'id': 'dcfe6c77-f2d3-4022-a685-6885bb67695b', 'route': ['p1', 'e1', 'i1', 'x7', 'p3', 'c3']}
1769445903.3178673,RECEIVED,d39bafbd-c683-4a52-bbf1-1ede44e47605,5ac0c677-e7e8-4578-a222-dd6702a8cec4,c5,c1,27,p1,?,surb={'id': '51f4fc6a-1079-484a-9cd0-af9073c1df03', 'route': ['p1', 'e8', 'i10', 'x11', 'p2', 'c5']}
1769445903.3435268,RECEIVED,7c4d1e12-e591-42d6-bfc8-641502258c96,5080db1d-187a-437e-9b9c-0532a7b82715,c5,c1,27,p1,?,surb={'id': '35d06285-fee5-4d37-92d0-de560eb9ce75', 'route': ['p1', 'e10', 'i7', 'x11', 'p2', 'c5']}
1769445903.3526769,RECEIVED,3b33d427-698a-4e40-9451-53080cc7964b,57841be5-4d13-4957-9808-052d091b8889,c4,c1,27,p1,?,surb={'id': '5e8c19e8-f1d9-4f53-bdb3-49c148e77389', 'route': ['p1', 'e7', 'i10', 'x9', 'p1', 'c4']}
1769445903.4170916,RECEIVED,94d89198-c0fb-4b44-86d3-029aa60e69e9,d863357e-3a11-410e-91f8-2b5c10c7c0dc,c5,c1,27,p1,?,surb={'id': 'c5c9352b-525f-4357-a41d-73da1e42feaa', 'route': ['p1', 'e6', 'i4', 'x9', 'p2', 'c5']}
1769445903.440237,RECEIVED,cc6e379f-984c-46a9-a20c-cf31a8f474e0,de684b8a-c292-461c-b35e-95173ea30e76,c5,c1,26,p1,?,surb={'id': '2482076f-0f47-4741-b7d5-7e4d1b211386', 'route': ['p1', 'e4', 'i1', 'x7', 'p2', 'c5']}
1769445903.5752733,RECEIVED,e6845ca4-19be-4b65-af67-ffc146b9c7b7,80207bba-2153-4311-a765-061ced4cdec0,c3,c1,27,p1,?,surb={'id': '87bf1ceb-c832-499a-a47e-e2e1a161e847', 'route': ['p1', 'e6', 'i9', 'x3', 'p3', 'c3']}
1769445903.9018493,RECEIVED,bc6630d8-6aef-43ec-bde1-a54a6ea62446,95a2e3cc-2265-47a4-ae82-87c9f2502c83,c3,c1,27,p1,?,surb={'id': '86287486-641c-45ad-9986-babf144fdfeb', 'route': ['p1', 'e11', 'i9', 'x3', 'p3', 'c3']}
1769445904.0219069,SENT,95319b49-fcce-457b-b01e-a19d22cf3ebc,c9c5187b-7aa1-4e03-88b0-87175443cb9c,c1,c3,3376,?,p1,
1769445904.022098,CREATED,9cc49cfe-0c6c-4008-87ea-001d4c1f86c9,42c21485-ecd2-4ef4-9da9-86e6eaed26ff,c1,c3,27,?,?,surb={'id': '72195166-4289-4fd1-a04f-35397aebe5fa', 'route': ['p3', 'e9', 'i1', 'x1', 'p1', 'c1']}
1769445904.0408304,SENT,dc2fc8a2-5f6e-49b4-8d22-dd35eee471d9,e7962aec-42c1-4cd0-8539-145f52631e1b,c1,c3,3384,?,p1,
1769445904.0409641,CREATED,26866945-718a-4ad6-8ac0-716562a2d471,8db853c0-e72a-4959-8b40-166e2f479c2f,c1,c3,27,?,?,surb={'id': '420aa4d8-a519-438c-b692-341510cb3419', 'route': ['p3', 'e8', 'i1', 'x9', 'p1', 'c1']}
1769445904.140068,SENT,4335f29b-bd53-4e85-bbfb-62eefa4e1444,60c8ce40-7ccf-44ba-a331-24842481eb30,c1,c3,3379,?,p1,
1769445904.1402233,CREATED,6adac801-1fa8-4319-af80-f1eebd0d9216,8db853c0-e72a-4959-8b40-166e2f479c2f,c1,c3,27,?,?,surb={'id': '420aa4d8-a519-438c-b692-341510cb3419', 'route': ['p3', 'e8', 'i1', 'x9', 'p1', 'c1']}
1769445904.3084478,RECEIVED,3f48a9e9-177e-4981-8779-28886c853ed3,aadc73fb-bb73-4fb5-9e3e-46f285499f22,c5,c1,27,p1,?,surb={'id': '69e80f69-0d3d-44f3-8954-8912c7680dfb', 'route': ['p1', 'e6', 'i7', 'x12', 'p2', 'c5']}
1769445904.3489668,RECEIVED,f33cd22a-1247-4aa7-a3a9-b69495cdeeeb,aadc73fb-bb73-4fb5-9e3e-46f285499f22,c5,c1,27,p1,?,surb={'id': '69e80f69-0d3d-44f3-8954-8912c7680dfb', 'route': ['p1', 'e6', 'i7', 'x12', 'p2', 'c5']}
1769445904.539913,SENT,f639a2da-fc23-4423-9afc-478866c78d64,2e39e283-a59d-4b4e-aa4e-0223a37aaa92,c1,c3,3392,?,p1,
1769445904.5400126,CREATED,f926b8a9-fe2b-4f99-9ed3-3a5d17ac3031,2ea9086a-6663-4730-a125-2b4cc1924dc8,c1,c3,26,?,?,surb={'id': '7b5b1271-472c-442e-99af-2dcfd0df364f', 'route': ['p3', 'e4', 'i5', 'x1', 'p1', 'c1']}
1769445904.5461545,SENT,4c2505f9-32af-4220-b4ce-cbeb78e11ecd,f9f4c9f2-2a2d-448c-9c4f-233c0b2c4d5c,c1,c3,3388,?,p1,
1769445904.5462606,CREATED,593d2538-ce06-4474-9f4c-a580b745ab6a,2ea9086a-6663-4730-a125-2b4cc1924dc8,c1,c3,26,?,?,surb={'id': '7b5b1271-472c-442e-99af-2dcfd0df364f', 'route': ['p3', 'e4', 'i5', 'x1', 'p1', 'c1']}
1769445904.5494735,RECEIVED,7db88179-b182-4942-9fad-8566e8d55139,a3e5edf2-78ad-401c-afe2-2a67433a0bf7,c3,c1,27,p1,?,surb={'id': '6aabee39-531b-4a55-a4c3-15f76a65d040', 'route': ['p1', 'e11', 'i4', 'x4', 'p3', 'c3']}
1769445904.554094,RECEIVED,5a0654c3-3733-4e1e-970e-488cf8920ec4,feba2b5d-4860-4f15-83f1-d16aa5302d80,c5,c1,27,p1,?,surb={'id': '405f3fb4-94b5-47ac-99a1-3a54f0dea03d', 'route': ['p1', 'e7', 'i4', 'x3', 'p2', 'c5']}
1769445904.5686395,RECEIVED,900eee56-b970-4490-89cd-bb1faf54e9e9,83f886a0-3845-4f1d-866d-2ac8e40a6a21,c5,c1,27,p1,?,surb={'id': 'a84a61dd-12a0-4de8-8460-5d9b7f135199', 'route': ['p1', 'e1', 'i7', 'x9', 'p2', 'c5']}
1769445904.68765,RECEIVED,58927b80-bc45-4612-8000-39b9591a8c2f,353f4913-3e2e-4193-9ff1-ce2f82a1dce7,c3,c1,27,p1,?,surb={'id': 'af3c1d69-9e70-438a-8169-46d817e03eaf', 'route': ['p1', 'e11', 'i5', 'x5', 'p3', 'c3']}
1769445904.8128152,RECEIVED,657aa414-303c-4481-9c75-e8131033952b,249177f7-c555-49b2-b901-72dbad3280ef,c3,c1,26,p1,?,surb={'id': '3bea0a13-9d2b-4e5c-9812-4e7535578beb', 'route': ['p1', 'e1', 'i8', 'x7', 'p3', 'c3']}
1769445904.9313219,SENT,a7697be7-38b0-436f-ade9-4412401291e1,2a2e2966-1855-4dc6-b51f-08639a86c7d1,c1,c3,3368,?,p1,
1769445904.9314446,CREATED,0623a97b-3e31-498a-82c6-fbd49bbc7794,fef384ca-64ec-4c17-abbf-0003308dff2f,c1,c3,27,?,?,surb={'id': '2ee019d6-e9ae-4bcd-adeb-8dc903efc3b7', 'route': ['p3', 'e7', 'i5', 'x3', 'p1', 'c1']}
1769445904.9849463,RECEIVED,3c507c9a-32a4-4d1a-99b9-625df7c63721,09b6bb09-64ea-4e8c-93ca-8f35d7cee05c,c5,c1,27,p1,?,surb={'id': '9e9d5cd5-0ea9-4278-b99e-63e7e39d2a13', 'route': ['p1', 'e3', 'i6', 'x7', 'p2', 'c5']}
1769445905.0114477,RECEIVED,e7a0c71a-e1e9-4ac0-8a70-61933e93b67d,4f414537-1724-4236-a41b-c55646f62b4d,c3,c1,26,p1,?,surb={'id': '6ed4b974-eac0-4f64-a889-8c85651b9cc7', 'route': ['p1', 'e4', 'i5', 'x5', 'p3', 'c3']}
1769445905.2724922,SENT,db6765b6-448d-4fd3-b09c-a33aa4e86c24,5cb91475-43f0-49f0-89bf-6fcfe1ae8c98,c1,c3,3396,?,p1,
1769445905.2726448,CREATED,568564ec-d68f-432c-a848-4198273325f1,fef384ca-64ec-4c17-abbf-0003308dff2f,c1,c3,27,?,?,surb={'id': '2ee019d6-e9ae-4bcd-adeb-8dc903efc3b7', 'route': ['p3', 'e7', 'i5', 'x3', 'p1', 'c1']}
1769445905.4190361,RECEIVED,03cf5561-63c6-4f53-a91e-8dfcb79aacb0,490a5bc7-baab-4405-bc8d-1c91a353de5e,c3,c1,27,p1,?,surb={'id': '0f1aec1a-0322-4c73-97ac-8657f113d1b5', 'route': ['p1', 'e8', 'i10', 'x3', 'p3', 'c3']}
1769445905.474766,SENT,8253d78b-916f-4c0f-af81-529b5accd99f,19b4de45-b61f-47b2-ab32-597808b718f8,c1,c3,3364,?,p1,
1769445905.474918,CREATED,a8577f06-08cc-4f35-ba95-6e456129322c,c04c7b83-1c8e-4d8d-8afa-6c80a9d59677,c1,c3,27,?,?,surb={'id': '7d9a4f14-e7b7-4bc3-9375-e21dd52f223f', 'route': ['p3', 'e11', 'i6', 'x6', 'p1', 'c1']}
1769445905.7782571,RECEIVED,47a12ee4-0e62-45ec-8f11-9c4f4e4e1370,09b6bb09-64ea-4e8c-93ca-8f35d7cee05c,c5,c1,27,p1,?,surb={'id': '9e9d5cd5-0ea9-4278-b99e-63e7e39d2a13', 'route': ['p1', 'e3', 'i6', 'x7', 'p2', 'c5']}
1769445905.788931,RECEIVED,dae93aac-8a9d-40a2-8cc5-bb58cb671420,95a2e3cc-2265-47a4-ae82-87c9f2502c83,c3,c1,27,p1,?,surb={'id': '86287486-641c-45ad-9986-babf144fdfeb', 'route': ['p1', 'e11', 'i9', 'x3', 'p3', 'c3']}
1769445905.9342933,RECEIVED,efc07144-570b-483f-be9c-b8ad11d53de0,249177f7-c555-49b2-b901-72dbad3280ef,c3,c1,26,p1,?,surb={'id': '3bea0a13-9d2b-4e5c-9812-4e7535578beb', 'route': ['p1', 'e1', 'i8', 'x7', 'p3', 'c3']}
1769445905.9579499,RECEIVED,af46d310-49e9-4611-b478-45dfff0c2a25,57841be5-4d13-4957-9808-052d091b8889,c4,c1,27,p1,?,surb={'id': '5e8c19e8-f1d9-4f53-bdb3-49c148e77389', 'route': ['p1', 'e7', 'i10', 'x9', 'p1', 'c4']}
1769445906.1501596,RECEIVED,1bc34758-4621-4bef-839a-b8fb3c1c6b14,353f4913-3e2e-4193-9ff1-ce2f82a1dce7,c3,c1,27,p1,?,surb={'id': 'af3c1d69-9e70-438a-8169-46d817e03eaf', 'route': ['p1', 'e11', 'i5', 'x5', 'p3', 'c3']}
1769445906.4199088,SENT,bdd1d552-6f3c-4797-9319-6081d83734ee,1f47b22c-98a9-476c-b874-c9a0630cab3a,c1,c3,3393,?,p1,
1769445906.4200995,CREATED,dee16e7c-8695-43c3-af6e-e65ffcefdfd8,c04c7b83-1c8e-4d8d-8afa-6c80a9d59677,c1,c3,27,?,?,surb={'id': '7d9a4f14-e7b7-4bc3-9375-e21dd52f223f', 'route': ['p3', 'e11', 'i6', 'x6', 'p1', 'c1']}
1769445906.4674606,RECEIVED,cd87a33f-64e0-4b78-a037-64bc1f80832a,081cfa64-911a-43c4-a797-68bd83eaa02a,c5,c1,27,p1,?,surb={'id': 'da48e6af-5081-471e-a6ae-19b01eca67b9', 'route': ['p1', 'e12', 'i3', 'x2', 'p2', 'c5']}
1769445906.567182,SENT,0a69c67f-b8d5-43aa-9c9e-178db8e6d551,72483742-4188-456a-8966-6d281bb7abdc,c1,c3,3373,?,p1,
1769445906.567294,CREATED,83d19a5b-3ef3-4ada-ae51-a0fc06a384ea,929294dd-e179-4541-aca5-d55161dac71f,c1,c3,27,?,?,surb={'id': '2b51d9ed-f70c-4269-a26d-954ecf8baba6', 'route': ['p3', 'e6', 'i7', 'x10', 'p1', 'c1']}
1769445906.586571,RECEIVED,532cb81a-e96f-43ac-8609-be9ffc9c1e27,d6127970-6d24-48a0-b10d-d8a8aceeb2d7,c4,c1,27,p1,?,surb={'id': '76a07340-363c-4a54-8a97-660d08db925b', 'route': ['p1', 'e11', 'i5', 'x4', 'p1', 'c4']}
1769445906.6264246,RECEIVED,8cb0de53-4956-4b3c-9893-705f88d3d57b,f654551e-d2cf-4541-9994-73c99ef75c8a,c3,c1,27,p1,?,surb={'id': '3f313992-f079-4f06-9244-f7177d5215c6', 'route': ['p1', 'e5', 'i8', 'x1', 'p3', 'c3']}
1769445906.6998281,RECEIVED,c31bdf9e-0623-4e27-a7f4-be1b9b64b877,2566ecb7-af46-46b3-93a7-53a6b4609cd7,c5,c1,27,p1,?,surb={'id': 'ad3d7644-6e27-41e3-a31a-8e509bcb7d17', 'route': ['p1', 'e2', 'i9', 'x9', 'p2', 'c5']}
