timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769482742.5025334,SENT,234c014f-c07e-4fed-b2aa-0489900e0e04,07acb16e-4bd0-4cf8-b094-37a5fc124892,c4,c5,3380,?,p1,
1769482742.50269,CREATED,b810539f-373d-4fda-80fb-ccc5735c913c,268b5fb6-3098-4bab-a29a-4746e5560616,c4,c5,27,?,?,surb={'id': '1bdcc9b5-5ad3-4d8c-ba85-d3455f681dc8', 'route': ['p2', 'e3', 'i3', 'x2', 'p1', 'c4']}
1769482859.3408344,SENT,8bd31ad6-8d7b-4a36-b02e-2f58540e3a38,619dd5c0-0c18-42c5-a37e-572538f4cef6,c4,c5,3392,?,p1,
1769482859.3409286,CREATED,7634000a-aa80-4d27-9f44-8da37f384706,8b6c1d36-8f96-4029-88d7-4a1088bd1b1c,c4,c5,26,?,?,surb={'id': '67a9b562-94a3-4b08-b683-c5e224b3dcd9', 'route': ['p2', 'e7', 'i11', 'x12', 'p1', 'c4']}
1769482859.4912832,SENT,9bfad39e-3ee0-461f-a5d8-0dbb9ae2c27a,ca5502c6-4f01-4cd5-b50e-75a40ef10f8f,c4,c5,3387,?,p1,
1769482859.4914296,CREATED,9b0f152c-27d4-4e81-be10-1b5fc9e4f3cd,8b6c1d36-8f96-4029-88d7-4a1088bd1b1c,c4,c5,26,?,?,surb={'id': '67a9b562-94a3-4b08-b683-c5e224b3dcd9', 'route': ['p2', 'e7', 'i11', 'x12', 'p1', 'c4']}
1769482859.8030953,SENT,31890c3b-e423-4ca6-a964-238db218a297,01ec579b-69b8-4506-b226-b7dd6ff06727,c4,c5,3395,?,p1,
1769482859.8032336,CREATED,2ab035a8-f5ac-4748-b240-ecd8e39a2005,880c6ea6-7333-49d0-95e7-2cfd3e8b0782,c4,c5,27,?,?,surb={'id': 'a1d57ea3-4615-42fc-a9a3-a73addcf9f5f', 'route': ['p2', 'e10', 'i5', 'x10', 'p1', 'c4']}
1769482859.8266659,SENT,b3c005d2-5a35-4b16-b0a8-36f2d97ceffe,afd67026-e019-4a06-82f1-5b680e07e530,c4,c5,3401,?,p1,
1769482859.8268003,CREATED,bdc8a7be-17f1-4f03-b124-1987aea7e1ad,880c6ea6-7333-49d0-95e7-2cfd3e8b0782,c4,c5,27,?,?,surb={'id': 'a1d57ea3-4615-42fc-a9a3-a73addcf9f5f', 'route': ['p2', 'e10', 'i5', 'x10', 'p1', 'c4']}
1769482860.0662796,SENT,3c710566-f706-4e3f-8f42-88acf8e8f79c,88ae37eb-e5fb-4a0f-8e2d-5e8dbba7f3ab,c4,c5,3363,?,p1,
1769482860.06644,CREATED,7bd1a5ca-05c6-4441-8c86-400acb1d6d6b,15c7ecb6-3b1f-4b49-b152-9fd0d8c0835a,c4,c5,27,?,?,surb={'id': 'f8f4ea80-438b-46e7-8473-295a992f35fb', 'route': ['p2', 'e2', 'i8', 'x10', 'p1', 'c4']}
1769482860.3797712,SENT,525066ea-190e-4adb-86fc-33ad4b49220f,0ed1ba84-c4c6-425b-bb03-7a257d41a302,c4,c5,3391,?,p1,
1769482860.379949,CREATED,f913cd58-282a-4200-a4e7-59b5bdde92bd,15c7ecb6-3b1f-4b49-b152-9fd0d8c0835a,c4,c5,27,?,?,surb={'id': 'f8f4ea80-438b-46e7-8473-295a992f35fb', 'route': ['p2', 'e2', 'i8', 'x10', 'p1', 'c4']}
1769482860.7869592,SENT,e6e81b6a-9ad3-4c14-aab8-a266ebda6ad4,39f7f262-bc33-4f82-b1af-1e434ea46055,c4,c5,3381,?,p1,
1769482860.7871141,CREATED,75f2c717-7c04-41c3-9d11-4ab35b33482c,3ddcff96-58a6-48f2-84f8-511b9142806a,c4,c5,27,?,?,surb={'id': 'e3cfc24e-7825-42f1-9615-68ad294eefa9', 'route': ['p2', 'e4', 'i8', 'x9', 'p1', 'c4']}
1769482860.80402,SENT,2f590a1b-3359-4f6e-921a-7193b8c06f3b,84582479-b381-4bd2-a749-a54a7008bb1d,c4,c5,3380,?,p1,
1769482860.8042212,CREATED,3cb8f4ad-2180-42d7-8338-158d40f9ace2,3ddcff96-58a6-48f2-84f8-511b9142806a,c4,c5,27,?,?,surb={'id': 'e3cfc24e-7825-42f1-9615-68ad294eefa9', 'route': ['p2', 'e4', 'i8', 'x9', 'p1', 'c4']}
1769482860.9090068,SENT,cb9bafae-6637-405d-828b-61c27085689c,8c4d99f2-900c-495b-ae12-b411c093f2ee,c4,c5,3379,?,p1,
1769482860.9092395,CREATED,4dbdaf69-b86a-4f9e-80c5-6a1a5125938d,03eaa208-c1fa-4af8-aad5-719229d8f68e,c4,c5,27,?,?,surb={'id': '4eb6308a-743d-44fc-8698-3a948c5388dc', 'route': ['p2', 'e6', 'i3', 'x5', 'p1', 'c4']}
1769482860.9377925,SENT,60235292-7149-47f1-a5c3-fb567252414e,4798c81a-a242-4370-bbc9-dc626a01835e,c4,c5,3370,?,p1,
1769482860.9379241,CREATED,50703602-5f1f-47e3-8cf7-4c1f3630a113,03eaa208-c1fa-4af8-aad5-719229d8f68e,c4,c5,27,?,?,surb={'id': '4eb6308a-743d-44fc-8698-3a948c5388dc', 'route': ['p2', 'e6', 'i3', 'x5', 'p1', 'c4']}
1769482860.9889174,SENT,56316f44-b59d-4bfb-9435-9a7ae15951fd,1665dffb-ecc0-484c-96e8-9d1431cf6ba0,c4,c5,3363,?,p1,
1769482860.989078,CREATED,a8475885-ae5c-4d06-a37c-47eefda58ba8,f4146438-a15c-4ff3-bddb-3530363f46be,c4,c5,27,?,?,surb={'id': 'db8516f1-6c90-4942-a08b-3a6c4e528a1d', 'route': ['p2', 'e11', 'i7', 'x9', 'p1', 'c4']}
1769482861.324916,RECEIVED,42d55f87-7043-408e-a57b-e58973174c8d,4d1bc5f7-3170-4295-a9e2-aefce5abb1ab,c2,c4,27,p1,?,surb={'id': '1f26dced-bcdd-4cc2-940f-a0c363110f68', 'route': ['p1', 'e11', 'i5', 'x2', 'p2', 'c2']}
1769482861.3893611,SENT,8e8b6cf1-7c0a-4a1b-905f-ba941d182b57,e4bb1b16-5c83-4381-a567-cfbde528c5e4,c4,c5,3375,?,p1,
1769482861.3895092,CREATED,43da28c9-9f70-41db-b8dc-070ef1432a46,f4146438-a15c-4ff3-bddb-3530363f46be,c4,c5,27,?,?,surb={'id': 'db8516f1-6c90-4942-a08b-3a6c4e528a1d', 'route': ['p2', 'e11', 'i7', 'x9', 'p1', 'c4']}
1769482861.3980942,RECEIVED,15364f3a-8f8f-4108-97ce-e07d7d89beab,35ceae9f-b494-431a-bd39-abf1bdbfd34b,c2,c4,27,p1,?,surb={'id': 'd0755521-1c56-47e7-af1f-1204c88cc5f4', 'route': ['p1', 'e5', 'i9', 'x12', 'p2', 'c2']}
1769482861.5144835,SENT,20026eae-6e47-4cc4-95c5-c6d8f178af20,680dddfe-ffeb-4411-952c-8badf40db2d1,c4,c5,3397,?,p1,
1769482861.5146346,CREATED,36479807-7a15-453d-b603-20bf70ea435a,3f180c70-13ef-4d9d-a1e4-31d7916a69cd,c4,c5,27,?,?,surb={'id': '4b87c7b6-8341-4bbf-88fe-109dd3fb3619', 'route': ['p2', 'e5', 'i10', 'x10', 'p1', 'c4']}
1769482861.5455039,RECEIVED,3ef61021-e546-42d7-8f18-ec46323e0802,20d4f96a-9cac-4f8f-bb93-49e5443eca7f,c2,c4,27,p1,?,surb={'id': '0a4fa4db-00ee-4dc9-b18e-dda49ddf6fd8', 'route': ['p1', 'e1', 'i12', 'x12', 'p2', 'c2']}
1769482861.7613535,RECEIVED,f3d79297-1a92-4882-8877-f54a02d91ce7,db6bdae8-86dd-4884-983f-69b7235cded2,c2,c4,27,p1,?,surb={'id': '6eb8111f-747d-4a05-9036-b4cd78cff0d4', 'route': ['p1', 'e3', 'i4', 'x4', 'p2', 'c2']}
1769482861.788436,SENT,01f530a9-f2b5-4375-851f-b635ce0b43e8,c6ca0f06-ca57-4272-8bef-bf1c366375d5,c4,c5,3397,?,p1,
1769482861.7885096,CREATED,b8ea14aa-0849-49ba-acfa-56f3790007e7,3f180c70-13ef-4d9d-a1e4-31d7916a69cd,c4,c5,27,?,?,surb={'id': '4b87c7b6-8341-4bbf-88fe-109dd3fb3619', 'route': ['p2', 'e5', 'i10', 'x10', 'p1', 'c4']}
1769482861.9393501,SENT,679eff85-f980-45ad-b0e9-ef139bb51d67,9c3abebb-a1af-4b8f-bc79-b31a1224c248,c4,c5,3367,?,p1,
1769482861.9394705,CREATED,651bd2b2-06fa-4cea-a46e-621d22e9b85d,372e0516-3739-4c27-ac13-4416eb6196d4,c4,c5,27,?,?,surb={'id': '0a814b60-6fab-47fc-ac70-881cf9ddcfea', 'route': ['p2', 'e3', 'i10', 'x2', 'p1', 'c4']}
1769482862.3780138,RECEIVED,52c7db6a-cb32-4a91-9478-bc56827d8dc5,18ca1d55-f08b-4382-87d8-efecbf5efcda,c2,c4,27,p1,?,surb={'id': 'd8183f03-cf65-4d8a-871a-34347d42d2c3', 'route': ['p1', 'e2', 'i8', 'x3', 'p2', 'c2']}
1769482862.741007,SENT,69be20fa-029a-4975-a9b0-ddf31d4161d9,6dc93813-de77-45ae-adad-24148c506c9f,c4,c5,3375,?,p1,
1769482862.7412024,CREATED,d9caecaa-3247-401d-aff8-77694ea80d98,372e0516-3739-4c27-ac13-4416eb6196d4,c4,c5,27,?,?,surb={'id': '0a814b60-6fab-47fc-ac70-881cf9ddcfea', 'route': ['p2', 'e3', 'i10', 'x2', 'p1', 'c4']}
1769482862.843408,RECEIVED,8c0bfc58-622f-4ae4-9a22-d911b73975d5,20d4f96a-9cac-4f8f-bb93-49e5443eca7f,c2,c4,27,p1,?,surb={'id': '0a4fa4db-00ee-4dc9-b18e-dda49ddf6fd8', 'route': ['p1', 'e1', 'i12', 'x12', 'p2', 'c2']}
1769482862.9905126,SENT,ce1dfab5-238b-41b2-bd28-3da1596271a5,233cfae6-3931-4799-af56-753626e7f36f,c4,c5,3393,?,p1,
1769482862.990606,CREATED,da4c0db1-bde1-4a3d-82fe-18cd43f7123f,514b9b8e-582b-4c7a-b921-2c46425c6498,c4,c5,26,?,?,surb={'id': '4f109fef-f21b-4318-b9b6-b5ceb72efd29', 'route': ['p2', 'e3', 'i9', 'x11', 'p1', 'c4']}
1769482863.4786122,SENT,d25097c0-bc20-4a32-b056-dbb08c597cd1,a6716031-d685-489b-8d97-252522463861,c4,c5,3379,?,p1,
1769482863.478733,CREATED,8a5d10cf-3a90-45eb-874b-686f4d7e8ed5,514b9b8e-582b-4c7a-b921-2c46425c6498,c4,c5,26,?,?,surb={'id': '4f109fef-f21b-4318-b9b6-b5ceb72efd29', 'route': ['p2', 'e3', 'i9', 'x11', 'p1', 'c4']}
1769482864.3398356,SENT,f2bdbf85-7173-4eef-bf98-8192c33e0900,39a6837b-f500-47e5-b854-8a71dc2fe08e,c4,c5,3381,?,p1,
1769482864.3400102,CREATED,db1a37f6-b966-41c2-ae1d-5178b24b4262,1d921425-26cc-421e-bf33-1bd508323793,c4,c5,27,?,?,surb={'id': '7806bf88-1661-4d2e-9c51-a6ca3375746b', 'route': ['p2', 'e10', 'i8', 'x4', 'p1', 'c4']}
1769482864.4043472,SENT,4e934522-4355-44e9-b57d-194719706021,11939ced-c3dd-4359-a947-b1e69ad36f4f,c4,c5,3376,?,p1,
1769482864.4044867,CREATED,7c5138a2-6984-4cef-865d-04d869ac6a01,1d921425-26cc-421e-bf33-1bd508323793,c4,c5,27,?,?,surb={'id': '7806bf88-1661-4d2e-9c51-a6ca3375746b', 'route': ['p2', 'e10', 'i8', 'x4', 'p1', 'c4']}
1769482864.4305174,SENT,28875f89-effd-4587-8580-06d03ab587af,54e619a3-27df-42b1-a53c-2b1ab54044d9,c4,c5,3384,?,p1,
1769482864.4306648,CREATED,6c243086-f960-4c94-aca3-7ee777947298,b7af2271-32c5-4132-bccb-6e30c450a342,c4,c5,27,?,?,surb={'id': 'cdeac398-303f-4507-b375-5b7d5c2049c1', 'route': ['p2', 'e6', 'i1', 'x7', 'p1', 'c4']}
1769482864.5758002,RECEIVED,f72aceb3-8b19-407f-ae41-43da023e9be0,e9469ceb-9356-4d42-a06f-afc219f87cec,c2,c4,26,p1,?,surb={'id': 'd2f4602e-4eb8-4520-8f91-05a4191d11eb', 'route': ['p1', 'e6', 'i8', 'x8', 'p2', 'c2']}
1769482864.6377542,SENT,bd436fd2-1aa7-40f5-9d48-9624a2563b89,75d5b533-84df-4f4d-8dfd-03ff69212086,c4,c5,3371,?,p1,
1769482864.6378462,CREATED,31951688-1715-4e15-8dfc-0302dfcff7ed,b7af2271-32c5-4132-bccb-6e30c450a342,c4,c5,27,?,?,surb={'id': 'cdeac398-303f-4507-b375-5b7d5c2049c1', 'route': ['p2', 'e6', 'i1', 'x7', 'p1', 'c4']}
1769482864.6555285,RECEIVED,36956dab-c85b-40c9-ac05-10f7e5749948,35ceae9f-b494-431a-bd39-abf1bdbfd34b,c2,c4,27,p1,?,surb={'id': 'd0755521-1c56-47e7-af1f-1204c88cc5f4', 'route': ['p1', 'e5', 'i9', 'x12', 'p2', 'c2']}
1769482864.6947093,SENT,ecf0e907-2804-4696-8b38-765fc495853c,c0f01d2b-a1f5-4d78-8402-aeb0cef89ca5,c4,c5,3376,?,p1,
1769482864.69481,CREATED,10af0659-0930-4314-bdee-59e411549ddf,29a99a95-ef40-47d1-8c61-b04cefb20480,c4,c5,27,?,?,surb={'id': '4e2f21e8-2d66-4c94-b395-6225ca51c546', 'route': ['p2', 'e11', 'i9', 'x5', 'p1', 'c4']}
1769482864.7094498,SENT,d21d082f-647d-45b3-8a29-11bcd8f86bbe,e0767b7b-8dcf-44fb-aa45-f340f0dbfe3c,c4,c5,3399,?,p1,
1769482864.7095582,CREATED,eb54d807-8f07-40f7-915c-a3502754b92f,29a99a95-ef40-47d1-8c61-b04cefb20480,c4,c5,27,?,?,surb={'id': '4e2f21e8-2d66-4c94-b395-6225ca51c546', 'route': ['p2', 'e11', 'i9', 'x5', 'p1', 'c4']}
1769482864.8687909,RECEIVED,b2981ca9-aff1-487b-959d-559a10ae9784,14d64536-cc4d-48fd-9bb0-8f1ebfbf86f7,c2,c4,27,p1,?,surb={'id': '202f5a69-62d1-4a6c-b17a-ccaacc7cabe8', 'route': ['p1', 'e3', 'i4', 'x2', 'p2', 'c2']}
1769482865.026601,RECEIVED,3731ec4b-69d7-4190-bb75-768ccf69a9ff,e9469ceb-9356-4d42-a06f-afc219f87cec,c2,c4,26,p1,?,surb={'id': 'd2f4602e-4eb8-4520-8f91-05a4191d11eb', 'route': ['p1', 'e6', 'i8', 'x8', 'p2', 'c2']}
1769482865.3336985,SENT,01f3165f-dbea-4891-9947-1e7d53a1242c,8d9523fa-e446-4bb3-aab3-900f4143ecc9,c4,c5,3396,?,p1,
1769482865.333831,CREATED,857a5d05-f8d5-49a5-879c-9cceb44a002e,38283599-e9e6-49ec-8e46-48dd31f90491,c4,c5,27,?,?,surb={'id': '510f17f0-261b-4a75-89c4-65ed02fa3c4b', 'route': ['p2', 'e10', 'i11', 'x3', 'p1', 'c4']}
1769482865.4519024,SENT,dd1f38d5-f642-4ae3-a18b-6bfbb6ab1dad,0f561b3e-1cce-4a64-b06c-804f7d5f5ed8,c4,c5,3393,?,p1,
1769482865.4519536,CREATED,d1390d3d-933f-4323-9cf2-c490a2546966,38283599-e9e6-49ec-8e46-48dd31f90491,c4,c5,27,?,?,surb={'id': '510f17f0-261b-4a75-89c4-65ed02fa3c4b', 'route': ['p2', 'e10', 'i11', 'x3', 'p1', 'c4']}
1769482865.8637493,RECEIVED,0074ee18-0fb0-4b4a-9ec1-94f9baa2ec95,aabd39f0-ff02-4c65-a02b-48bb2e37988e,c2,c4,26,p1,?,surb={'id': 'e54e71d5-b9b5-4a89-8c84-7123d09022e4', 'route': ['p1', 'e1', 'i10', 'x2', 'p2', 'c2']}
1769482866.0704577,SENT,9737acf2-4338-4275-a827-012cb9d543e0,bbfa9532-e9ec-4a17-99e0-115b80f210bc,c4,c5,3375,?,p1,
1769482866.0705342,CREATED,a9016b9d-9885-4d72-b14c-256cacb8f1cf,b330d217-f9b6-4200-ae44-91a61b4263e8,c4,c5,27,?,?,surb={'id': '86381f70-68a4-4f1b-b78c-fb957b80d30f', 'route': ['p2', 'e3', 'i8', 'x7', 'p1', 'c4']}
1769482866.1721482,RECEIVED,dd55f6ea-d9c0-465b-938e-a7a54f397c26,9049648f-ce10-43dc-8805-edd68bf89e74,c2,c4,27,p1,?,surb={'id': 'c84ecfd3-3598-4cf5-bd96-d1b6fcfb6d09', 'route': ['p1', 'e1', 'i5', 'x4', 'p2', 'c2']}
1769482866.175815,SENT,bfa433e3-9be6-40e9-9079-5ba277afb3fc,7969984b-4508-4c56-9ea9-af8d0e945b0e,c4,c5,3380,?,p1,
1769482866.1758792,CREATED,8fa9289f-bd2a-4d35-a7e9-f6053709e6b7,b330d217-f9b6-4200-ae44-91a61b4263e8,c4,c5,27,?,?,surb={'id': '86381f70-68a4-4f1b-b78c-fb957b80d30f', 'route': ['p2', 'e3', 'i8', 'x7', 'p1', 'c4']}
1769482866.2005477,RECEIVED,4266779f-1332-45e6-93bb-e12df2e07777,14d64536-cc4d-48fd-9bb0-8f1ebfbf86f7,c2,c4,27,p1,?,surb={'id': '202f5a69-62d1-4a6c-b17a-ccaacc7cabe8', 'route': ['p1', 'e3', 'i4', 'x2', 'p2', 'c2']}
1769482866.2696147,SENT,afa91c8e-fdd6-4c41-a6ce-3a8e8f432ffb,7c1dea49-c46a-4a66-8a95-bbc5cc58e478,c4,c5,3346,?,p1,
1769482866.269769,CREATED,3b7b1644-3f15-48ad-a5c3-4ff1d3feb81d,39bb7254-3bfc-45c7-895d-f0b17b373128,c4,c5,27,?,?,surb={'id': 'dfdd0e95-d9f6-4c1f-aea8-105448350992', 'route': ['p2', 'e6', 'i5', 'x7', 'p1', 'c4']}
1769482866.4727106,SENT,95f85bcd-12e0-47c5-b4a1-6cd1e68c94b2,1fa1c429-daf3-4311-89f3-1db904f750c9,c4,c5,3395,?,p1,
1769482866.4728756,CREATED,02004215-bd55-48d5-be29-fc468f88bf9d,39bb7254-3bfc-45c7-895d-f0b17b373128,c4,c5,27,?,?,surb={'id': 'dfdd0e95-d9f6-4c1f-aea8-105448350992', 'route': ['p2', 'e6', 'i5', 'x7', 'p1', 'c4']}
1769482866.529464,RECEIVED,77ddecca-b8bc-466c-afe7-22b5e9ff5b6f,aabd39f0-ff02-4c65-a02b-48bb2e37988e,c2,c4,26,p1,?,surb={'id': 'e54e71d5-b9b5-4a89-8c84-7123d09022e4', 'route': ['p1', 'e1', 'i10', 'x2', 'p2', 'c2']}
1769482866.581421,SENT,dc9db4d3-ba0d-4c74-822e-37d868516e3e,e857aa7b-a7b6-4310-8151-c01d86b16a15,c4,c5,3364,?,p1,
1769482866.5815897,CREATED,4fa4037b-fe97-43c3-8e09-6b80bedfe677,b8300ae9-760b-4725-a963-bcfcca744d77,c4,c5,26,?,?,surb={'id': 'b07d8896-1c2c-4f54-b5ad-9183bba6a051', 'route': ['p2', 'e9', 'i4', 'x10', 'p1', 'c4']}
1769482866.6289034,RECEIVED,f6b566a7-2c11-44ca-b48a-1adf7f85864a,b3f4c7b4-f5c7-4803-b12a-374a5a095593,c2,c4,27,p1,?,surb={'id': '01f65e8e-6939-423b-a2bf-97aa2a410093', 'route': ['p1', 'e11', 'i7', 'x4', 'p2', 'c2']}
1769482866.950018,RECEIVED,5c2f9468-9efa-4e76-ad82-be42fb776915,18ca1d55-f08b-4382-87d8-efecbf5efcda,c2,c4,27,p1,?,surb={'id': 'd8183f03-cf65-4d8a-871a-34347d42d2c3', 'route': ['p1', 'e2', 'i8', 'x3', 'p2', 'c2']}
1769482867.1414933,SENT,a0d7d485-e6d8-4aa4-9516-25bd7404bf0a,f09f3f75-f685-4b18-ab78-d5030313ea87,c4,c5,3371,?,p1,
1769482867.141648,CREATED,c43ff650-24cd-4221-931c-58f68eba629a,b8300ae9-760b-4725-a963-bcfcca744d77,c4,c5,26,?,?,surb={'id': 'b07d8896-1c2c-4f54-b5ad-9183bba6a051', 'route': ['p2', 'e9', 'i4', 'x10', 'p1', 'c4']}
1769482867.159663,RECEIVED,1ff8294d-013d-49d2-9a73-d44f7848a8a1,b3f4c7b4-f5c7-4803-b12a-374a5a095593,c2,c4,27,p1,?,surb={'id': '01f65e8e-6939-423b-a2bf-97aa2a410093', 'route': ['p1', 'e11', 'i7', 'x4', 'p2', 'c2']}
1769482867.172189,SENT,194bac34-9b79-4564-a849-0c91546b0912,9980ef3f-ca16-4b43-8153-094e3922b11d,c4,c5,3383,?,p1,
1769482867.1723397,CREATED,586b8919-61ac-413d-b4f8-e177180b455d,a5b6b6b8-2545-4edb-b575-8781a194b6b1,c4,c5,27,?,?,surb={'id': '7ce2e89c-ccea-4676-bd9a-03aa209abe88', 'route': ['p2', 'e2', 'i9', 'x5', 'p1', 'c4']}
1769482867.1906908,RECEIVED,d5d59c28-ac26-4e2a-b623-1cddd3232f3a,8f866dee-6a1d-4203-9afd-2026f346c184,c2,c4,27,p1,?,surb={'id': 'c2975cdc-52a5-4724-82e5-31387e5047a2', 'route': ['p1', 'e8', 'i10', 'x6', 'p2', 'c2']}
1769482867.2994106,RECEIVED,02f79bda-1be6-429d-92b3-db1acf6fd03f,9049648f-ce10-43dc-8805-edd68bf89e74,c2,c4,27,p1,?,surb={'id': 'c84ecfd3-3598-4cf5-bd96-d1b6fcfb6d09', 'route': ['p1', 'e1', 'i5', 'x4', 'p2', 'c2']}
1769482867.3210337,SENT,fcfd279b-bb27-439a-980d-3b7211ebbe10,3484cca7-6b3b-4d23-be17-73fcfa5031b2,c4,c5,3371,?,p1,
1769482867.3212223,CREATED,645d07e9-8703-4e29-a414-bd1d4d480d82,a5b6b6b8-2545-4edb-b575-8781a194b6b1,c4,c5,27,?,?,surb={'id': '7ce2e89c-ccea-4676-bd9a-03aa209abe88', 'route': ['p2', 'e2', 'i9', 'x5', 'p1', 'c4']}
1769482867.5241675,RECEIVED,963209f7-3930-4bee-befa-e87e6ce594fa,1052a14e-0c15-4e66-9cc6-37a309034965,c2,c4,27,p1,?,surb={'id': '5df03b5e-f450-4afe-82c7-6e29912098a7', 'route': ['p1', 'e8', 'i7', 'x1', 'p2', 'c2']}
1769482867.831293,RECEIVED,ac73f5ba-c0a1-4516-8f66-0f672bdba8a3,1052a14e-0c15-4e66-9cc6-37a309034965,c2,c4,27,p1,?,surb={'id': '5df03b5e-f450-4afe-82c7-6e29912098a7', 'route': ['p1', 'e8', 'i7', 'x1', 'p2', 'c2']}
1769482868.4125588,RECEIVED,f245f680-72b0-43c9-9c39-f2bd873da1df,2922b780-3756-430c-a76f-55b155bdd6b2,c2,c4,27,p1,?,surb={'id': '7d86f76d-f29a-41c3-904d-3c53da275bdc', 'route': ['p1', 'e3', 'i12', 'x10', 'p2', 'c2']}
1769482868.634306,SENT,c2789ac1-4a05-4ab0-b8d5-dac415a890cb,67a507be-96b3-4696-baa8-c5ab94d84a56,c4,c5,3376,?,p1,
1769482868.6344085,CREATED,f0ca0445-8367-4c14-b930-65b6006715d3,78385833-58f0-4467-a1f7-1a260db0e568,c4,c5,27,?,?,surb={'id': 'aac3e91d-a06a-425e-8f59-c6958f817959', 'route': ['p2', 'e10', 'i12', 'x5', 'p1', 'c4']}
1769482868.652583,SENT,582ee791-0878-4c53-8251-eb3cb94ecda7,1a481eb3-b9c2-4fc6-be76-699f015c9d9c,c4,c5,3375,?,p1,
1769482868.6526845,CREATED,d7f6a38b-87a2-417e-90ad-5d3d1c3d4419,78385833-58f0-4467-a1f7-1a260db0e568,c4,c5,27,?,?,surb={'id': 'aac3e91d-a06a-425e-8f59-c6958f817959', 'route': ['p2', 'e10', 'i12', 'x5', 'p1', 'c4']}
1769482869.2818997,SENT,ce73dad2-73ea-4ef4-ba2a-e175c9898af3,3efb87d6-88d6-4223-bc96-6de1fdf91b00,c4,c5,3372,?,p1,
1769482869.2819808,CREATED,2212bd78-ae0f-4777-8d77-02d5b8486675,df45cde0-0998-4b27-927c-1c8d32b6d31b,c4,c5,27,?,?,surb={'id': 'c9199663-3756-4036-b9b0-7ad408150ff5', 'route': ['p2', 'e6', 'i3', 'x4', 'p1', 'c4']}
1769482869.6998847,RECEIVED,a30d9e18-c506-41d3-8a72-f078aec02689,8f866dee-6a1d-4203-9afd-2026f346c184,c2,c4,27,p1,?,surb={'id': 'c2975cdc-52a5-4724-82e5-31387e5047a2', 'route': ['p1', 'e8', 'i10', 'x6', 'p2', 'c2']}
1769482869.9413497,SENT,4a8e48ef-0203-4422-ab75-77e289e08515,8a6b9553-9ff9-47ea-92e8-c0cb7070a029,c4,c5,3391,?,p1,
1769482869.94146,CREATED,7cc4caec-5571-4bf2-a3c8-eec58c8d2ab6,df45cde0-0998-4b27-927c-1c8d32b6d31b,c4,c5,27,?,?,surb={'id': 'c9199663-3756-4036-b9b0-7ad408150ff5', 'route': ['p2', 'e6', 'i3', 'x4', 'p1', 'c4']}
1769482870.083297,SENT,92603655-be9d-401d-9d54-eabb27f79389,9e69c99f-fc99-4ca9-aa67-10f9affb674a,c4,c5,3375,?,p1,
1769482870.0834057,CREATED,6163f892-8945-44d8-97aa-03afed2c62cd,b41d8c0c-4b71-4820-82f9-6069360dd199,c4,c5,27,?,?,surb={'id': '8e71ead8-f4fd-45c8-9fc7-fa63d6098249', 'route': ['p2', 'e12', 'i9', 'x2', 'p1', 'c4']}
1769482870.2986546,SENT,71ae8069-ba86-43ef-8ed0-8f386b9aaa50,7a17308e-dd93-4872-9ada-1e699e2eeb84,c4,c5,3382,?,p1,
1769482870.2988036,CREATED,1085f111-bc82-419a-b139-f9a031b110e7,b41d8c0c-4b71-4820-82f9-6069360dd199,c4,c5,27,?,?,surb={'id': '8e71ead8-f4fd-45c8-9fc7-fa63d6098249', 'route': ['p2', 'e12', 'i9', 'x2', 'p1', 'c4']}
1769482870.331449,SENT,4ff3b87b-eb93-44e1-a054-833ff7af52e5,69da371b-53ae-4775-a7a4-2fd27f845e30,c4,c5,3372,?,p1,
1769482870.3316004,CREATED,744b513f-9919-4610-824d-1a59d8df9ecb,89832c84-fbaf-4f9c-982c-bd84e8c1109f,c4,c5,27,?,?,surb={'id': 'f12b91bd-8e42-47f6-878e-5f3abc9c58a5', 'route': ['p2', 'e8', 'i10', 'x1', 'p1', 'c4']}
1769482870.4514089,RECEIVED,865fa4a5-0076-499e-8a2b-4d87ff0050e7,966107e2-16ae-412d-b300-dd5ab3115ece,c2,c4,27,p1,?,surb={'id': '52e507fa-1221-478c-bc50-97b874ee7503', 'route': ['p1', 'e1', 'i12', 'x1', 'p2', 'c2']}
1769482870.5038452,RECEIVED,e844ecf3-2640-407c-bfaa-47fda85e1c69,66bb0f1c-60e3-4da2-b708-3a843436e64e,c2,c4,27,p1,?,surb={'id': 'd136bda4-47e0-4b03-acfc-8675684d643c', 'route': ['p1', 'e1', 'i9', 'x12', 'p2', 'c2']}
1769482870.9114444,RECEIVED,eda0ba1c-4067-4b67-8f59-8e1edfab900e,66bb0f1c-60e3-4da2-b708-3a843436e64e,c2,c4,27,p1,?,surb={'id': 'd136bda4-47e0-4b03-acfc-8675684d643c', 'route': ['p1', 'e1', 'i9', 'x12', 'p2', 'c2']}
1769482871.050808,RECEIVED,e1bee878-4167-4adc-a566-77c77e81553c,ab619048-ebf9-4dd6-8111-ae7d47a23fd0,c2,c4,27,p1,?,surb={'id': 'b8a6dc02-b611-40fc-99de-d8e4bd523b25', 'route': ['p1', 'e10', 'i9', 'x3', 'p2', 'c2']}
