timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769482742.008119,SENT,f47fdb35-29a5-4426-b81d-244187dc1213,4d04bf04-e82e-49d6-a193-862eb56b4a47,c3,DROP,2040,?,p3,
1769482742.00826,CREATED,6f342a7c-32b4-419c-b997-350811f82168,daa47165-85e7-4d54-b47b-9237bd2f35fd,c3,DROP,27,?,?,
1769482742.8998675,SENT,0f3b4d2e-39fb-4769-9086-d0c17689630f,af9a8dce-0b0c-459b-a5dc-c8d212384f04,c3,c5,3377,?,p3,
1769482742.9000175,CREATED,a6d8b16c-b63b-4b2c-b39d-60638ca159c0,44e35ce7-3410-4d59-9380-ad85fd9e5de5,c3,c5,27,?,?,surb={'id': '2ad45f1a-c42c-42d9-a80c-811c1700b907', 'route': ['p2', 'e8', 'i1', 'x4', 'p3', 'c3']}
1769482863.0088725,SENT,c6e083bf-37b0-42d2-8212-3b88039b7de1,941f8858-2914-43c1-9aa4-bdb06d136107,c3,c5,3392,?,p3,
1769482863.0090039,CREATED,ca85a317-0255-457d-b43b-c12af05fb926,444c3e75-e0d3-4055-a93c-120613f9860a,c3,c5,27,?,?,surb={'id': '874c679a-3185-481b-b2bc-87965152fabe', 'route': ['p2', 'e12', 'i1', 'x12', 'p3', 'c3']}
1769482863.017393,SENT,0cde9b2c-ab5d-4f4c-8d0c-b0d8b08033ed,2e003496-6d43-41d6-a47b-f235ad9cc631,c3,c5,3380,?,p3,
1769482863.0175126,CREATED,adabb094-4c6a-4ceb-a4f5-38e04b44d803,29b56229-6711-4415-8ddf-1ea357046e08,c3,c5,26,?,?,surb={'id': '41ecf014-b9fc-4521-b83f-c6d520630bae', 'route': ['p2', 'e9', 'i10', 'x7', 'p3', 'c3']}
1769482863.4979064,RECEIVED,29f3764b-1334-43d2-9be7-27662de568e5,bffb9b7f-9dcb-4709-b863-575c362ac10b,c5,c3,27,p3,?,surb={'id': '2cd51ec2-db6c-467d-8189-bce861d6b052', 'route': ['p3', 'e6', 'i8', 'x11', 'p2', 'c5']}
1769482863.530422,SENT,84e45cf0-d16f-4370-aebc-ff133c1d882d,e715ab95-053a-4248-b02c-d3166bfbcff2,c3,c5,3355,?,p3,
1769482863.5305386,CREATED,b20e271d-b305-4e9a-966e-0b84bd57d2d9,29b56229-6711-4415-8ddf-1ea357046e08,c3,c5,26,?,?,surb={'id': '41ecf014-b9fc-4521-b83f-c6d520630bae', 'route': ['p2', 'e9', 'i10', 'x7', 'p3', 'c3']}
1769482863.7204213,RECEIVED,738f1d31-c0bf-409e-9718-91b9de5b1271,bffb9b7f-9dcb-4709-b863-575c362ac10b,c5,c3,27,p3,?,surb={'id': '2cd51ec2-db6c-467d-8189-bce861d6b052', 'route': ['p3', 'e6', 'i8', 'x11', 'p2', 'c5']}
1769482863.8668354,SENT,ad9ceaad-5ceb-44a8-a9c1-1aaffcf15300,fb2aae66-05b4-49c8-b8b2-b2f1056e25be,c3,c5,3381,?,p3,
1769482863.8669772,CREATED,44fb6e27-88d2-46a7-88aa-5d26298bb866,cfd1e16f-8299-43f3-ac3a-95913a58df78,c3,c5,27,?,?,surb={'id': 'f259d71c-a1a2-4bc3-abc2-9196a4389558', 'route': ['p2', 'e2', 'i2', 'x9', 'p3', 'c3']}
1769482863.8988278,SENT,ff6eaee6-a6d1-4936-a064-f2be214ac005,d485254d-467a-437c-89db-49a48e7af7d3,c3,c5,3380,?,p3,
1769482863.8989735,CREATED,98e743b2-abb3-4e92-a7fb-ba886321f944,cfd1e16f-8299-43f3-ac3a-95913a58df78,c3,c5,27,?,?,surb={'id': 'f259d71c-a1a2-4bc3-abc2-9196a4389558', 'route': ['p2', 'e2', 'i2', 'x9', 'p3', 'c3']}
1769482863.9539044,RECEIVED,2846fe0e-70f4-4a96-870f-2cccc4a15173,decf3115-b77b-4cd4-bfa7-3c5d3bd31b5b,c5,c3,27,p3,?,surb={'id': '7ece5787-ef61-4103-a887-1c0a57862a01', 'route': ['p3', 'e6', 'i11', 'x8', 'p2', 'c5']}
1769482864.0147133,SENT,f4e47038-8df3-45b8-b37a-5a28401fe898,2e77e6c9-0850-45a0-86ae-03fa5182d951,c3,c5,3359,?,p3,
1769482864.0147736,CREATED,b172baeb-ffd1-4254-8dea-113826859501,31dd858a-5271-4e4c-b19e-a061363bed9d,c3,c5,27,?,?,surb={'id': '904f3160-d491-4867-8177-b80dccefc7ee', 'route': ['p2', 'e3', 'i5', 'x5', 'p3', 'c3']}
1769482864.0683799,SENT,fefeffd3-b810-4f5d-a1d7-1018f6b8e0be,3cc8c4b1-e4b3-42c4-bb68-cdff5c64817f,c3,c5,3385,?,p3,
1769482864.0684521,CREATED,05df21ec-bc66-467e-9162-a9d0cff5c684,31dd858a-5271-4e4c-b19e-a061363bed9d,c3,c5,27,?,?,surb={'id': '904f3160-d491-4867-8177-b80dccefc7ee', 'route': ['p2', 'e3', 'i5', 'x5', 'p3', 'c3']}
1769482864.6027095,SENT,c9f4ddaa-5413-4f74-80e8-8b5be6179783,ab9b84aa-dafb-48be-8ea2-85795decd8e0,c3,c5,3387,?,p3,
1769482864.6028016,CREATED,b4e65091-34ab-4bf8-bb51-17b3604ca9cf,2ce86c83-dde7-4f18-9162-a9b4308fa477,c3,c5,27,?,?,surb={'id': '6fa8d411-a292-4d5b-bdcb-dec47a66929b', 'route': ['p2', 'e7', 'i6', 'x9', 'p3', 'c3']}
1769482864.6687772,SENT,018defd5-63ad-41b3-b874-84486f1e3a0c,a939bce2-8c36-41c3-becb-922f88ed9d34,c3,c5,3379,?,p3,
1769482864.6688743,CREATED,a8eb3a40-139f-4f02-9f63-009806eb43cd,2ce86c83-dde7-4f18-9162-a9b4308fa477,c3,c5,27,?,?,surb={'id': '6fa8d411-a292-4d5b-bdcb-dec47a66929b', 'route': ['p2', 'e7', 'i6', 'x9', 'p3', 'c3']}
1769482864.7473392,SENT,415bccfe-5faa-4c6c-95b0-bea72c397e81,24aead9d-82a2-42ac-9f6a-c4fcab5cff73,c3,c5,3399,?,p3,
1769482864.7474391,CREATED,f89260bc-2c9d-4961-a0ba-144a78077efc,210b6a7b-e93c-4624-a9cc-7200d569e208,c3,c5,27,?,?,surb={'id': '0e521f5e-6846-4402-beb0-a49bc3ea4795', 'route': ['p2', 'e3', 'i1', 'x9', 'p3', 'c3']}
1769482865.4021738,RECEIVED,131ec957-9a76-4af7-bc67-f4ca28dffc5b,71826269-7dba-4184-88cb-69e38b5953b2,c5,c3,27,p3,?,surb={'id': '5a927ff2-6099-4f91-b576-a01ca25ed292', 'route': ['p3', 'e12', 'i11', 'x11', 'p2', 'c5']}
1769482865.572335,RECEIVED,9b429038-2462-4104-95fd-3a5fe9ea3ae0,4fef0b65-6c4a-4e76-858c-e3273032dd51,c5,c3,26,p3,?,surb={'id': '8f64ea27-c37a-4233-8269-dfdb9ada4ab7', 'route': ['p3', 'e1', 'i7', 'x5', 'p2', 'c5']}
1769482865.6699538,RECEIVED,4ec88bab-a307-403e-84dc-a11e3ba47add,d1495d03-5ff8-4631-a672-0d2b67551c8d,c5,c3,27,p3,?,surb={'id': 'dfd261b9-7ab4-485e-8b43-c47965fb904f', 'route': ['p3', 'e4', 'i2', 'x10', 'p2', 'c5']}
1769482865.7731764,RECEIVED,2936fb9c-abef-442a-a8b6-7ad9bbc2f349,d1495d03-5ff8-4631-a672-0d2b67551c8d,c5,c3,27,p3,?,surb={'id': 'dfd261b9-7ab4-485e-8b43-c47965fb904f', 'route': ['p3', 'e4', 'i2', 'x10', 'p2', 'c5']}
1769482865.79572,RECEIVED,80b10990-65a9-4aba-afb1-9e33c8524ddc,4fef0b65-6c4a-4e76-858c-e3273032dd51,c5,c3,26,p3,?,surb={'id': '8f64ea27-c37a-4233-8269-dfdb9ada4ab7', 'route': ['p3', 'e1', 'i7', 'x5', 'p2', 'c5']}
1769482865.8552651,RECEIVED,7a275b0e-e111-40fa-9df1-4498845c73ae,71826269-7dba-4184-88cb-69e38b5953b2,c5,c3,27,p3,?,surb={'id': '5a927ff2-6099-4f91-b576-a01ca25ed292', 'route': ['p3', 'e12', 'i11', 'x11', 'p2', 'c5']}
1769482866.005188,RECEIVED,cff63b3e-bd4f-4e45-a6cd-2ef8176f0316,95c1faed-5528-4300-8dcf-a4b5f01eade4,c5,c3,26,p3,?,surb={'id': '0f672b0e-6092-4772-8685-1e2ec9fff0b8', 'route': ['p3', 'e3', 'i5', 'x7', 'p2', 'c5']}
1769482866.0346599,RECEIVED,ddfd8236-fcc0-4847-8b8c-24b87f16d9f5,95c1faed-5528-4300-8dcf-a4b5f01eade4,c5,c3,26,p3,?,surb={'id': '0f672b0e-6092-4772-8685-1e2ec9fff0b8', 'route': ['p3', 'e3', 'i5', 'x7', 'p2', 'c5']}
1769482866.0604532,SENT,b4297517-11ae-49ba-b9da-bd89bdacefd3,ea5a3856-7a2d-43b6-9eea-c1a2a8284520,c3,c5,3359,?,p3,
1769482866.060548,CREATED,55d304d8-be3a-4e7e-8e83-9097f051bb76,210b6a7b-e93c-4624-a9cc-7200d569e208,c3,c5,27,?,?,surb={'id': '0e521f5e-6846-4402-beb0-a49bc3ea4795', 'route': ['p2', 'e3', 'i1', 'x9', 'p3', 'c3']}
1769482866.3343475,SENT,2da9b4ff-9f78-4114-9d92-399077a4f45c,6c285ab3-265e-4240-8f48-3a9cdfe7bda0,c3,c5,3373,?,p3,
1769482866.3344991,CREATED,861240d9-1e04-440e-a56a-37d131c9bfde,21365473-9eca-4f7b-86df-a5c6e8c9ba81,c3,c5,26,?,?,surb={'id': 'e636f098-77ce-429b-ad5f-8d00291242bc', 'route': ['p2', 'e9', 'i11', 'x9', 'p3', 'c3']}
1769482866.351872,SENT,8a3c8690-dd9d-4f7f-aec7-3339a4cf8fb0,277753aa-00f5-4c1a-a5ba-ca1e0e8cc1f0,c3,c5,3360,?,p3,
1769482866.3520162,CREATED,bc4c2ce0-3aeb-44e5-9492-23fd3103df68,21365473-9eca-4f7b-86df-a5c6e8c9ba81,c3,c5,26,?,?,surb={'id': 'e636f098-77ce-429b-ad5f-8d00291242bc', 'route': ['p2', 'e9', 'i11', 'x9', 'p3', 'c3']}
1769482866.5374036,RECEIVED,f50debaa-6010-44c0-9427-b97ab925c0bb,fb2af958-5488-4e8f-8e9d-715ccf425037,c5,c3,27,p3,?,surb={'id': '1cdd9fe9-6898-4d16-b7ba-e26d80387b2e', 'route': ['p3', 'e7', 'i2', 'x10', 'p2', 'c5']}
1769482866.5645268,SENT,5fd6d63b-0448-4ce0-b405-8fd10a5f5842,0619ff3d-867a-4db0-9aa2-91d662fd9234,c3,c5,3393,?,p3,
1769482866.5646846,CREATED,a8e43a5d-a62c-45a6-a9d8-43a236789008,1010dd59-b20f-46dd-8e76-ab729d1eee36,c3,c5,27,?,?,surb={'id': '55ea59a6-6429-4cb9-95aa-42c471ac9a4b', 'route': ['p2', 'e11', 'i7', 'x11', 'p3', 'c3']}
1769482867.0901132,SENT,8c6c1b68-97fb-43e1-bdb7-417a110b9dd2,b3395b1d-3d3c-487a-9ca6-e8ea3ad08440,c3,c5,3385,?,p3,
1769482867.090261,CREATED,02baa227-8917-4815-ba9b-899af61c69dc,1010dd59-b20f-46dd-8e76-ab729d1eee36,c3,c5,27,?,?,surb={'id': '55ea59a6-6429-4cb9-95aa-42c471ac9a4b', 'route': ['p2', 'e11', 'i7', 'x11', 'p3', 'c3']}
1769482867.1478744,RECEIVED,60fb7a2a-7dec-4c6c-8bfa-ba8dfd35e5ea,a5c6d2d9-ae9d-406a-a0a0-ad77c8c2a260,c5,c3,27,p3,?,surb={'id': 'cf0f93fa-883a-43b3-b3a2-95ea6f4adef4', 'route': ['p3', 'e8', 'i12', 'x11', 'p2', 'c5']}
1769482867.2236516,RECEIVED,66509802-452d-4012-bf3f-565cebce6f10,fb2af958-5488-4e8f-8e9d-715ccf425037,c5,c3,27,p3,?,surb={'id': '1cdd9fe9-6898-4d16-b7ba-e26d80387b2e', 'route': ['p3', 'e7', 'i2', 'x10', 'p2', 'c5']}
1769482867.3513348,RECEIVED,02b2af45-daa6-4f6f-b680-36d15df0c909,4d6daf2b-ca9a-45eb-b37b-39c2a8ff93cf,c5,c3,27,p3,?,surb={'id': 'a3a6ed51-59ce-46a5-9fbd-704963844a1c', 'route': ['p3', 'e7', 'i2', 'x2', 'p2', 'c5']}
1769482867.742909,SENT,85f25cec-008c-444c-b685-d3e13b285886,a7e9ddba-277a-4512-94c6-23dec98a39b6,c3,c5,3383,?,p3,
1769482867.7430413,CREATED,21a4a854-accd-4259-a8d4-1088bb982fc1,0897f2e4-52a2-49f5-997e-e7c4e1d7ab99,c3,c5,27,?,?,surb={'id': '234616a4-f14b-4459-bd13-9204e2e8fb01', 'route': ['p2', 'e6', 'i4', 'x1', 'p3', 'c3']}
1769482867.8556786,SENT,ec2da139-ac6d-4970-ac7a-b21e2e5f4071,d1e3df2a-e4a2-4ccc-97fb-5499462d8fd6,c3,c5,3364,?,p3,
1769482867.8558245,CREATED,920d4198-7a86-4268-a8dd-18155b41ac12,0897f2e4-52a2-49f5-997e-e7c4e1d7ab99,c3,c5,27,?,?,surb={'id': '234616a4-f14b-4459-bd13-9204e2e8fb01', 'route': ['p2', 'e6', 'i4', 'x1', 'p3', 'c3']}
1769482868.0098162,SENT,64d252fe-a408-4cf3-9367-af479e20c3a7,89e55552-f633-43f4-8e2f-a4bd1be69cd2,c3,c5,3376,?,p3,
1769482868.0099902,CREATED,7cc5e638-e9aa-439c-a10d-dfd861f07008,bdfd656a-8063-41aa-a20f-164c63dddaa1,c3,c5,27,?,?,surb={'id': 'd323a314-1adf-4b14-9828-f72397d0534a', 'route': ['p2', 'e7', 'i12', 'x8', 'p3', 'c3']}
1769482868.0527914,RECEIVED,be2d78cc-c67e-403a-8c22-962fabd24a4e,5232608b-667d-4061-8545-7f6a37b4b2ea,c5,c3,26,p3,?,surb={'id': '1b1eb53c-2e9b-415c-a5f7-5b5d79d9b421', 'route': ['p3', 'e11', 'i11', 'x7', 'p2', 'c5']}
1769482868.210752,SENT,902e447d-9e2d-48aa-b571-ea17d97f0019,c610762f-c7a6-4d87-975a-b693799dfaa4,c3,c5,3380,?,p3,
1769482868.2109015,CREATED,19935b42-e716-4f0b-a07a-01d1fa7a5476,bdfd656a-8063-41aa-a20f-164c63dddaa1,c3,c5,27,?,?,surb={'id': 'd323a314-1adf-4b14-9828-f72397d0534a', 'route': ['p2', 'e7', 'i12', 'x8', 'p3', 'c3']}
1769482868.2226381,SENT,2aa0ec3e-8412-45b9-af19-f2306887d8bf,8172950b-22c1-49b4-af3c-70ca5d49657b,c3,c5,3375,?,p3,
1769482868.222783,CREATED,ef7ec110-1d4a-4efd-b105-c77cc04aa956,f85931d5-5320-49c1-abaf-8fbd861d90e0,c3,c5,27,?,?,surb={'id': '7648105e-a643-4441-96c1-c2b86c8025fa', 'route': ['p2', 'e1', 'i11', 'x2', 'p3', 'c3']}
1769482868.2737195,SENT,cc250247-5833-49a8-af80-b4fc6fb8774b,515a0f54-5172-4ca6-addf-134aba9b0c01,c3,c5,3399,?,p3,
1769482868.273862,CREATED,1504e470-8ede-4306-80a7-54377c57ea46,f85931d5-5320-49c1-abaf-8fbd861d90e0,c3,c5,27,?,?,surb={'id': '7648105e-a643-4441-96c1-c2b86c8025fa', 'route': ['p2', 'e1', 'i11', 'x2', 'p3', 'c3']}
1769482868.372453,SENT,6aca88e6-80a6-4fd0-930a-0582a6fba30b,bd9144c6-997c-4a5b-ba15-821a73f98337,c3,c5,3375,?,p3,
1769482868.3725977,CREATED,4da55d93-6011-4c95-89f7-898a5bae5186,b9538808-0bb7-4246-9d4a-4baa5769ac13,c3,c5,27,?,?,surb={'id': '4e162644-77cc-4f5c-b936-f6f0f8549ddd', 'route': ['p2', 'e8', 'i3', 'x5', 'p3', 'c3']}
1769482868.5718577,SENT,d63b1961-f803-4e6e-b2a3-6e8220ebcae0,771a515e-408f-48cb-84c3-9a49db8dbba6,c3,c5,3380,?,p3,
1769482868.5720048,CREATED,dc8ff067-c630-478f-8b52-2dde9565b2ee,b9538808-0bb7-4246-9d4a-4baa5769ac13,c3,c5,27,?,?,surb={'id': '4e162644-77cc-4f5c-b936-f6f0f8549ddd', 'route': ['p2', 'e8', 'i3', 'x5', 'p3', 'c3']}
1769482868.7538092,RECEIVED,50b27a2f-5bbe-470d-8b43-c18bd66694a0,4d6daf2b-ca9a-45eb-b37b-39c2a8ff93cf,c5,c3,27,p3,?,surb={'id': 'a3a6ed51-59ce-46a5-9fbd-704963844a1c', 'route': ['p3', 'e7', 'i2', 'x2', 'p2', 'c5']}
1769482868.924601,SENT,486b6961-e015-464e-9593-a41755c5c827,4638ff45-5e0d-45ea-a231-6880a63b8f83,c3,c5,3387,?,p3,
1769482868.9247031,CREATED,923230e7-877f-4059-9539-9ef4a1a2507c,3580a663-f023-41d7-ada8-8c2c4445084f,c3,c5,27,?,?,surb={'id': 'e795ddc1-2075-4f79-b619-14db2e898a21', 'route': ['p2', 'e4', 'i12', 'x9', 'p3', 'c3']}
1769482869.080244,RECEIVED,08f2ac05-09ab-4380-8274-50e61593c451,500e790f-8159-48a1-bf24-2b35e107ba28,c5,c3,27,p3,?,surb={'id': 'b8168315-3103-4cb9-8bcf-f1f26797a32a', 'route': ['p3', 'e9', 'i1', 'x4', 'p2', 'c5']}
1769482869.4824789,SENT,52f6abde-dea7-4f63-943e-bc801fda4292,07590d44-9bad-4f97-831e-fcbafc79157c,c3,c5,3379,?,p3,
1769482869.4826083,CREATED,18b350db-371b-4ad8-8d29-3e6a07ac686e,3580a663-f023-41d7-ada8-8c2c4445084f,c3,c5,27,?,?,surb={'id': 'e795ddc1-2075-4f79-b619-14db2e898a21', 'route': ['p2', 'e4', 'i12', 'x9', 'p3', 'c3']}
1769482869.5922978,SENT,75ec77db-c1eb-42cf-bd5f-f6a7b6a5c9b9,cc6a3843-9f0d-47a1-b82b-7279e17ac6b9,c3,c5,3395,?,p3,
1769482869.5924237,CREATED,5ad7dfd5-9831-4452-b09e-bd5b2f94e69d,15e566fe-1ab3-4229-8127-63404faa96f8,c3,c5,27,?,?,surb={'id': '33cc26d7-1736-41de-8a02-80c4c67b74bb', 'route': ['p2', 'e12', 'i4', 'x11', 'p3', 'c3']}
1769482869.8915987,RECEIVED,e0d18bf4-f933-4fff-aa3d-e9a4f24f2c68,a5c6d2d9-ae9d-406a-a0a0-ad77c8c2a260,c5,c3,27,p3,?,surb={'id': 'cf0f93fa-883a-43b3-b3a2-95ea6f4adef4', 'route': ['p3', 'e8', 'i12', 'x11', 'p2', 'c5']}
1769482869.994366,RECEIVED,363ef702-3d72-4761-8209-752cb5bb3cc7,14bd66bf-0d54-4529-980f-fce99822fd78,c5,c3,27,p3,?,surb={'id': 'ee727496-c426-4721-b509-1db55feaa748', 'route': ['p3', 'e10', 'i5', 'x7', 'p2', 'c5']}
1769482870.0583262,RECEIVED,1a2f73c1-d4df-4eea-84e3-d7a15d901384,bdbe068a-6ab4-4f24-a038-4ba2b5d7c11f,c5,c3,27,p3,?,surb={'id': 'b6ed676b-c2ee-4685-b91c-28a1098f65bf', 'route': ['p3', 'e10', 'i7', 'x4', 'p2', 'c5']}
1769482870.1533449,RECEIVED,68304d4e-cbbd-40d0-8135-4a6bc1c6673c,c5b38479-5af5-45bd-94a9-976bf568b132,c5,c3,26,p3,?,surb={'id': 'd213cbbc-b14a-4d3d-92ed-4124c99149e8', 'route': ['p3', 'e3', 'i12', 'x4', 'p2', 'c5']}
1769482870.353561,SENT,dfbe337b-37fa-47db-b78c-4076b5b385d9,6e60c508-0c05-4343-b5fe-1afe1d177354,c3,c5,3391,?,p3,
1769482870.3537102,CREATED,c66b7e39-8d9a-446e-b122-9d4b6b5081ff,15e566fe-1ab3-4229-8127-63404faa96f8,c3,c5,27,?,?,surb={'id': '33cc26d7-1736-41de-8a02-80c4c67b74bb', 'route': ['p2', 'e12', 'i4', 'x11', 'p3', 'c3']}
1769482870.363535,RECEIVED,a75e70cf-d41e-43d2-b2bc-dcce46574e7b,14bd66bf-0d54-4529-980f-fce99822fd78,c5,c3,27,p3,?,surb={'id': 'ee727496-c426-4721-b509-1db55feaa748', 'route': ['p3', 'e10', 'i5', 'x7', 'p2', 'c5']}
1769482870.463799,RECEIVED,ff00e20b-dc6e-4320-95e6-d32b2bee6bab,843727c9-ab9d-40c4-8c61-20a4b3de1439,c5,c3,27,p3,?,surb={'id': '80d535f3-7d1e-4e18-b1d1-a39cada9b234', 'route': ['p3', 'e3', 'i11', 'x3', 'p2', 'c5']}
1769482870.5007114,RECEIVED,fce49344-b3fa-45f5-92fe-1448b57f3253,bdbe068a-6ab4-4f24-a038-4ba2b5d7c11f,c5,c3,27,p3,?,surb={'id': 'b6ed676b-c2ee-4685-b91c-28a1098f65bf', 'route': ['p3', 'e10', 'i7', 'x4', 'p2', 'c5']}
1769482870.5181532,SENT,27324818-6339-439d-ac7c-f09e03dff01c,b0c60351-ba05-4aaa-9ae5-3e017aa76e2f,c3,c5,3384,?,p3,
1769482870.5182297,CREATED,50d911f3-a7c1-4684-90a1-0ee5fbf66385,afa8d2e2-fcfa-479d-a920-0e51064b52f9,c3,c5,27,?,?,surb={'id': '36405365-1fb9-45ec-919a-1caf14d25aef', 'route': ['p2', 'e1', 'i2', 'x3', 'p3', 'c3']}
1769482870.5938761,SENT,b8cfbe30-fc59-4115-8091-8143b7219bde,6ffb0f22-45e9-4ca3-8f91-210532f63498,c3,c5,3356,?,p3,
1769482870.5939531,CREATED,757de0e5-864e-4143-9387-93b9a8e71530,afa8d2e2-fcfa-479d-a920-0e51064b52f9,c3,c5,27,?,?,surb={'id': '36405365-1fb9-45ec-919a-1caf14d25aef', 'route': ['p2', 'e1', 'i2', 'x3', 'p3', 'c3']}
1769482870.8514016,RECEIVED,295b2589-7fd4-4524-8873-4f3aec0fa449,500e790f-8159-48a1-bf24-2b35e107ba28,c5,c3,27,p3,?,surb={'id': 'b8168315-3103-4cb9-8bcf-f1f26797a32a', 'route': ['p3', 'e9', 'i1', 'x4', 'p2', 'c5']}
1769482871.208512,RECEIVED,204f04e1-b5c9-4578-a1f4-7a63e46668dc,c5b38479-5af5-45bd-94a9-976bf568b132,c5,c3,26,p3,?,surb={'id': 'd213cbbc-b14a-4d3d-92ed-4124c99149e8', 'route': ['p3', 'e3', 'i12', 'x4', 'p2', 'c5']}
1769482871.2535768,RECEIVED,c701a664-9473-443c-9645-c91549d74c78,c4699e42-8056-4018-8575-dbd09ecb07e2,c5,c3,27,p3,?,surb={'id': 'fb346ab7-75ba-48ff-905d-f70981f33aba', 'route': ['p3', 'e10', 'i3', 'x11', 'p2', 'c5']}
1769482871.5013032,RECEIVED,73d63f80-9144-44b3-a813-4601138f4ae7,5232608b-667d-4061-8545-7f6a37b4b2ea,c5,c3,26,p3,?,surb={'id': '1b1eb53c-2e9b-415c-a5f7-5b5d79d9b421', 'route': ['p3', 'e11', 'i11', 'x7', 'p2', 'c5']}
1769482871.8921213,RECEIVED,b193f252-395b-4897-96a6-f4981329d968,c4699e42-8056-4018-8575-dbd09ecb07e2,c5,c3,27,p3,?,surb={'id': 'fb346ab7-75ba-48ff-905d-f70981f33aba', 'route': ['p3', 'e10', 'i3', 'x11', 'p2', 'c5']}
1769482871.92348,SENT,2e2328ca-0972-4d40-b0e9-b740b0efc328,5262e0b4-7c78-4519-88fe-5319fd175fc7,c3,c5,3366,?,p3,
1769482871.9236293,CREATED,50d96cde-fae5-4a79-b8c3-bb15df2f0ba3,869f69d8-3e38-4cc8-aaec-af6f99e342c8,c3,c5,27,?,?,surb={'id': '7f58433a-5061-46e6-a197-0974c9fcdbee', 'route': ['p2', 'e9', 'i5', 'x11', 'p3', 'c3']}
1769482871.9948733,SENT,0a29f44f-d20d-49e9-8d2a-759efc8dcc5c,46c82cfb-27ad-4e98-8e91-53a82976f573,c3,c5,3392,?,p3,
1769482871.9950175,CREATED,fa7a60dd-cafd-440f-9965-6fcdf1b914f7,869f69d8-3e38-4cc8-aaec-af6f99e342c8,c3,c5,27,?,?,surb={'id': '7f58433a-5061-46e6-a197-0974c9fcdbee', 'route': ['p2', 'e9', 'i5', 'x11', 'p3', 'c3']}
1769482872.337749,RECEIVED,788b1bff-82a9-4c4c-ae65-0d9ba2419945,8303878e-01ac-41b1-8a8d-792d607db245,c5,c3,27,p3,?,surb={'id': '7be3f552-74ae-4feb-8293-de8d10612c5b', 'route': ['p3', 'e11', 'i3', 'x7', 'p2', 'c5']}
1769482872.6765304,RECEIVED,0ee3f178-a5e8-4f60-94a5-97450528a057,843727c9-ab9d-40c4-8c61-20a4b3de1439,c5,c3,27,p3,?,surb={'id': '80d535f3-7d1e-4e18-b1d1-a39cada9b234', 'route': ['p3', 'e3', 'i11', 'x3', 'p2', 'c5']}
1769482872.8877532,SENT,42782724-9306-4791-b012-4c1b2bfc55e1,e72e9d2a-103b-4fef-aa29-81faf1abb197,c3,c5,3375,?,p3,
1769482872.8879004,CREATED,a211a800-ac2d-494f-bc36-b5ab3a806390,74398c49-2664-4daf-925d-2244cc7899ba,c3,c5,27,?,?,surb={'id': '4c4e0659-b8fd-4009-a541-72fa134b4af1', 'route': ['p2', 'e7', 'i3', 'x7', 'p3', 'c3']}
1769482872.9581273,SENT,92217e5a-8b2b-4c87-81c4-9e0ae2a9893d,474cf056-c78a-4a22-9a4f-5e95e50c05e1,c3,c5,3376,?,p3,
1769482872.958275,CREATED,35e72fed-2b1a-4513-a8b1-f24bcfafb680,74398c49-2664-4daf-925d-2244cc7899ba,c3,c5,27,?,?,surb={'id': '4c4e0659-b8fd-4009-a541-72fa134b4af1', 'route': ['p2', 'e7', 'i3', 'x7', 'p3', 'c3']}
1769482873.2316654,RECEIVED,1b698a42-83f9-4bef-8b56-60c58d3690f3,8303878e-01ac-41b1-8a8d-792d607db245,c5,c3,27,p3,?,surb={'id': '7be3f552-74ae-4feb-8293-de8d10612c5b', 'route': ['p3', 'e11', 'i3', 'x7', 'p2', 'c5']}
1769482873.2606418,SENT,88b337bf-8c5b-42bf-9af6-2dc5e9044103,cf62b914-445c-4af8-974a-580798146a57,c3,c5,3379,?,p3,
1769482873.2607882,CREATED,43657a6f-eab0-4710-9d3e-214ccd173076,5ebd4843-b4be-4aaa-9bb6-fb3b3dac0b24,c3,c5,27,?,?,surb={'id': 'df875826-0cfa-4dc7-922f-0f94f5d1676d', 'route': ['p2', 'e10', 'i3', 'x6', 'p3', 'c3']}
1769482873.3780813,RECEIVED,d1a08e2e-09ce-4eb7-b992-9813b2053285,35e5ba08-7354-4d09-be52-e8a3339adbab,c5,c3,26,p3,?,surb={'id': '54bcff82-55fa-4942-9fc6-8c608320c206', 'route': ['p3', 'e1', 'i8', 'x8', 'p2', 'c5']}
1769482873.6581898,SENT,d6026285-41a0-4920-ac5c-196203d8211e,fd3dbb67-a6ca-4cfd-911b-81a33c586812,c3,c5,3396,?,p3,
1769482873.6583428,CREATED,7acae96f-0a57-4880-ad04-3be1f44a48d9,5ebd4843-b4be-4aaa-9bb6-fb3b3dac0b24,c3,c5,27,?,?,surb={'id': 'df875826-0cfa-4dc7-922f-0f94f5d1676d', 'route': ['p2', 'e10', 'i3', 'x6', 'p3', 'c3']}
1769482873.787408,RECEIVED,f7342b80-e525-4d86-b129-5720769383ab,120bfccb-9ada-44ed-aeeb-0a3df8fef496,c5,c3,26,p3,?,surb={'id': '59bca677-f8b2-403c-a827-8c205d2d019d', 'route': ['p3', 'e2', 'i7', 'x2', 'p2', 'c5']}
