timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769502997.7231178,SENT,0efe32bf-8dfa-4bd3-b180-997a196cc5a6,6d0c3cab-667b-4b81-8da3-a129d0b0abcc,c2,c1,3372,?,p2,
1769502997.723283,CREATED,10ec783b-4601-4582-af73-2ff3893aa850,f7ddf21b-b889-40a0-98ef-71e8a3aa75a0,c2,c1,27,?,?,surb={'id': '3ae5fd83-2919-411a-b43d-abcb0343d67d', 'route': ['p1', 'e12', 'i3', 'x5', 'p2', 'c2']}
1769502997.8226528,SENT,f560f6d6-de1d-48f9-b46f-746edb381419,8653cb46-b2df-416a-9a9d-bd96cc24554e,c2,c1,3397,?,p2,
1769502997.8228395,CREATED,b7ed9431-a4ba-4b84-b0a0-3b2d8902c749,29e04c48-872c-49c8-a388-a3c4c8d35ede,c2,c1,27,?,?,surb={'id': '43db4120-f185-46a6-a7b5-c6c6b34ebf78', 'route': ['p1', 'e2', 'i11', 'x4', 'p2', 'c2']}
1769502997.8665612,RECEIVED,ce8deb69-d9cf-4d1f-9498-7d73112453e9,b0920a05-bb41-4918-ba9d-732810136229,c1,c2,27,p2,?,surb={'id': 'e4dc40ab-aea2-4c5b-9de8-08cf56fb0996', 'route': ['p2', 'e7', 'i12', 'x2', 'p1', 'c1']}
1769502997.9074135,SENT,43cec3b3-ff2b-47d3-92ca-8c2628a0ca6c,71730e37-aa1e-4a04-8815-63509424e15a,c2,c1,3364,?,p2,
1769502997.9075274,CREATED,1c3cd987-dd4f-43b0-8128-0ae33a8e13d6,509e1b87-e507-4833-827a-1a70864ec609,c2,c1,27,?,?,surb={'id': '25cc44ff-9cd4-4e91-98b2-8224443cf525', 'route': ['p1', 'e1', 'i5', 'x5', 'p2', 'c2']}
1769502998.024795,SENT,01a3cb2d-9842-44fe-aa67-1ba3da6a4f60,39f334e8-d5fe-4919-b3ad-6a1aa0690ca9,c2,c1,3395,?,p2,
1769502998.0248983,CREATED,10e97285-1e2f-42f8-b3bd-d1f176bf8338,40b6e095-77d4-429b-a8d4-0668ca1ec757,c2,c1,27,?,?,surb={'id': '39c508b8-ba90-4f92-a487-790c92215375', 'route': ['p1', 'e12', 'i3', 'x4', 'p2', 'c2']}
1769502998.2938206,RECEIVED,ee7e26a4-b0c5-49f3-a246-32ebca15dfcd,d95418e7-fcd9-4c41-a214-fdbac8594ca8,c1,c2,27,p2,?,surb={'id': '36ba7a8a-d147-42ab-bfbe-aa6985de71b4', 'route': ['p2', 'e11', 'i2', 'x7', 'p1', 'c1']}
1769502998.5276923,RECEIVED,842e8243-fdca-4f9e-a17b-0094775b7d7a,78da8ea4-2f8a-4a9f-b74d-79a0d3f12a90,c1,c2,26,p2,?,surb={'id': '54143d8c-5218-4620-9b0f-63ad92a42b07', 'route': ['p2', 'e12', 'i6', 'x7', 'p1', 'c1']}
1769502998.7522128,SENT,86027569-a91b-44e6-89f0-46108a96104f,1407595a-ed09-40ba-8f1a-8c51018f4458,c2,c1,3399,?,p2,
1769502998.7523472,CREATED,4bace58b-32d6-40fd-96d7-befb0596acac,a4bd5a13-d9f9-4fc2-8fd9-b3ec9b73aac6,c2,c1,26,?,?,surb={'id': 'dd3cfc28-d1f6-4160-8d70-956c60d26543', 'route': ['p1', 'e7', 'i10', 'x12', 'p2', 'c2']}
1769502998.7845433,SENT,f0c1ebcf-bf80-4e43-b67c-d3377503804c,55a8816a-7927-4720-9091-8e9812417623,c2,c1,3377,?,p2,
1769502998.784677,CREATED,5b6e273e-c637-481a-bdc6-95214752944b,724b3269-c8fa-40e6-b6d5-ca1eb4bce1f5,c2,c1,26,?,?,surb={'id': '549d50b3-fa6c-4014-9383-a4691c67ace6', 'route': ['p1', 'e5', 'i10', 'x6', 'p2', 'c2']}
1769502999.1835682,SENT,83081d7d-34d1-490d-8a8f-a5817c4ed3fb,b9760747-4d7b-453d-bb78-f00d2fa06be1,c2,c1,3404,?,p2,
1769502999.183689,CREATED,43d97b2e-94d8-4d62-a987-05eb42cf7291,037b0ebc-9eba-4fbe-bdf0-9a7d9cb3419a,c2,c1,27,?,?,surb={'id': 'afe0dd10-fefa-44a6-b066-d81023aef827', 'route': ['p1', 'e9', 'i12', 'x7', 'p2', 'c2']}
1769502999.4316373,SENT,f2d85406-0a8b-4901-b806-7d061535aa64,7d56a2c9-cd01-4b23-b831-7a53a4561795,c2,c1,3383,?,p2,
1769502999.4316895,CREATED,af6ab0bd-652d-4a05-b9ef-52acb43f04ea,8d6b1f7e-0d38-470b-95df-b136113da3eb,c2,c1,27,?,?,surb={'id': '46138a6e-9ed3-40ed-b0d1-04647bb4d0a9', 'route': ['p1', 'e9', 'i10', 'x4', 'p2', 'c2']}
1769502999.6344721,SENT,9e63968d-d8f2-478b-a1a8-97b91460cc3a,b67c7b75-f095-45d3-9269-48db812c6918,c2,c1,3379,?,p2,
1769502999.6345549,CREATED,15c40dd1-317e-46e4-961d-8a43eba92f11,36b6d122-27e3-4d2a-9472-ff686ac49d9f,c2,c1,27,?,?,surb={'id': 'b1ec5f01-1ae4-4f28-9fca-eb79f9cef3f8', 'route': ['p1', 'e10', 'i3', 'x11', 'p2', 'c2']}
1769502999.8745944,SENT,f36c62b5-b6d4-4b5f-966b-6eb758bf7f3b,84a98a70-f029-46ac-838e-951cddcba951,c2,c1,3359,?,p2,
1769502999.8746755,CREATED,4d229f64-e237-4f50-b395-9ebd59e9eb19,640cbdf2-4b2a-4d57-b7f2-e74bd6ff7002,c2,c1,27,?,?,surb={'id': '6f9428d2-e41e-4771-9d22-beceee74f5c5', 'route': ['p1', 'e10', 'i8', 'x7', 'p2', 'c2']}
1769502999.8882473,RECEIVED,16f66383-489b-4512-851c-bfda2604b01e,5c07fb5c-3366-4ba2-a264-2bf560a4b3b3,c1,c2,26,p2,?,surb={'id': '63cacc70-1be6-4615-8fa1-b1acb6387ec7', 'route': ['p2', 'e4', 'i3', 'x2', 'p1', 'c1']}
1769503000.0110874,SENT,e9f6a754-fc35-4f6a-b510-faae73420780,cbd81033-c0bf-46e0-8874-15b4c14b0af0,c2,c1,3388,?,p2,
1769503000.0111756,CREATED,82f05b89-dd4d-4dbd-b004-079798cd1fc5,df3c5cdd-3f1e-4766-b687-a9355ff1229c,c2,c1,27,?,?,surb={'id': '74d01e07-ad51-40ad-a29d-d9fefc7847d5', 'route': ['p1', 'e7', 'i11', 'x1', 'p2', 'c2']}
1769503000.0602558,SENT,d975f62e-fec3-4a27-b368-4214cf24d20c,04e59541-3fc5-44c8-877a-7b4e04afe26d,c2,c1,3363,?,p2,
1769503000.0603366,CREATED,84f16ab2-dfe2-47d9-b480-99bc31596921,d912f38d-cc55-46d8-bd00-1e912736cab4,c2,c1,27,?,?,surb={'id': 'f3767c09-34ae-4fc5-b444-91a124d45c30', 'route': ['p1', 'e11', 'i5', 'x5', 'p2', 'c2']}
1769503000.3355503,RECEIVED,12ace908-219d-47b8-aabb-9bcc45673b88,900f2a38-ae34-4ed1-9c90-a29d65700f08,c1,c2,27,p2,?,surb={'id': 'f1845080-3e3b-4388-8514-c864e4e62d43', 'route': ['p2', 'e9', 'i6', 'x1', 'p1', 'c1']}
1769503000.7086682,RECEIVED,b62a7dcd-94af-4354-a079-0c11c81122ec,087bc2cb-06d2-428a-8cfb-3eabcdaf460b,c1,c2,26,p2,?,surb={'id': 'd0518165-155f-4518-a593-5f96ea17e197', 'route': ['p2', 'e9', 'i7', 'x7', 'p1', 'c1']}
1769503000.7569754,RECEIVED,71c115a7-1100-49a8-884c-3ef3338e82c8,60eef76f-e989-4989-9078-1878d1248a1a,c1,c2,27,p2,?,surb={'id': 'd80c55ca-e98e-4fe9-918c-99585de53f2d', 'route': ['p2', 'e3', 'i10', 'x9', 'p1', 'c1']}
1769503000.8365114,RECEIVED,ed5ecaab-40d9-4d07-a3a0-8bbb73f3e910,11f6abc0-dca9-459b-8343-586b9ca6e16d,c1,c2,27,p2,?,surb={'id': '211722de-7a28-41ff-9568-68c0d72ac41d', 'route': ['p2', 'e7', 'i2', 'x2', 'p1', 'c1']}
1769503001.1944034,RECEIVED,19493b99-df71-4eeb-823a-3ddba6a19108,238ac4fd-ccd4-4257-8f11-e0bbcec7e1f4,c1,c2,27,p2,?,surb={'id': 'ee68d8e3-7cab-4023-8274-13d2f6ea5a0c', 'route': ['p2', 'e7', 'i6', 'x6', 'p1', 'c1']}
1769503001.4881527,SENT,cae4f36b-21b0-4432-bc0a-25edf03933c4,e90f8227-7c1b-45f6-95e3-16130b498f51,c2,c1,3396,?,p2,
1769503001.4883032,CREATED,f272ebce-d81f-436c-be17-c0d177087104,3f2cd673-a785-406a-9859-f53f6161783a,c2,c1,26,?,?,surb={'id': 'ed62216a-dd4f-4aa4-8a4d-729e943a2380', 'route': ['p1', 'e10', 'i4', 'x1', 'p2', 'c2']}
1769503001.505486,SENT,f9c08447-eca4-428f-814a-0a43d7fe7a98,172a2616-cca9-4399-a799-2b86e1c57d3a,c2,c1,3375,?,p2,
1769503001.5056407,CREATED,86d85280-3baa-467b-b218-f1fc00467b7d,15f64739-8f08-4343-8c08-e46bd277d90a,c2,c1,27,?,?,surb={'id': '16a1db41-7ede-42a3-a6ba-a20076389186', 'route': ['p1', 'e9', 'i4', 'x1', 'p2', 'c2']}
1769503001.6114717,SENT,dcaf2991-32bb-4d53-8f7c-4197d390aafa,9c663482-e8fb-47cb-a0d7-04ed4e6c4f3b,c2,c1,3380,?,p2,
1769503001.611616,CREATED,5d25e22f-574f-4ed0-a7f3-3689c8ffa037,c77e5f16-1fac-4696-8a21-b1b6a3afd522,c2,c1,27,?,?,surb={'id': '54bb9af4-11fd-436d-b201-87c8257d0c8c', 'route': ['p1', 'e11', 'i1', 'x7', 'p2', 'c2']}
1769503001.735695,SENT,30ba1729-124a-4cff-80cd-28d2192da18b,f24b110a-ffff-4898-b6a6-7b7bccf0ba8b,c2,c1,3393,?,p2,
1769503001.7357876,CREATED,e53a72bf-f284-4db1-9482-ea8e9c2d76d9,47d643a0-ed4f-463f-b619-9a4d40981e6b,c2,c1,27,?,?,surb={'id': '90f755f4-61dd-4ad7-998c-70121a7b34cb', 'route': ['p1', 'e4', 'i3', 'x12', 'p2', 'c2']}
1769503001.7565153,SENT,dc999334-f583-47c9-99dd-2965768a4a93,861b2503-aef5-428b-9744-52e931c1134b,c2,c1,3382,?,p2,
1769503001.7566159,CREATED,398ddff8-4167-4694-89fe-35850ba69c35,19549233-c878-423e-82a4-2efb6ab62f41,c2,c1,27,?,?,surb={'id': 'b74a517a-b512-4b14-8d80-ea7a254cebad', 'route': ['p1', 'e5', 'i6', 'x2', 'p2', 'c2']}
1769503001.8045816,RECEIVED,ac38b5ea-6118-4092-921b-4d27411db0ce,9014d8fb-ef0f-4ee9-a1f7-17e69caeeedf,c1,c2,27,p2,?,surb={'id': '3ff75b7e-98c4-47f3-a5e0-9687bad031ed', 'route': ['p2', 'e5', 'i1', 'x2', 'p1', 'c1']}
1769503001.8434138,SENT,32482d77-a369-4d8c-8bbf-117c04b698dd,5684d573-1904-43e1-82bc-5f967560838b,c2,c1,3399,?,p2,
1769503001.8435369,CREATED,8eb021ec-a9b8-4f71-be1a-4feb8d959ec3,f51ac38d-7335-4960-a07c-e9edbeb70d58,c2,c1,26,?,?,surb={'id': 'a730c543-bd37-4895-9f41-775b56ac5286', 'route': ['p1', 'e10', 'i1', 'x10', 'p2', 'c2']}
1769503002.2992759,RECEIVED,8f4d58a5-b1b3-4a2c-88e7-1a602958d075,35a224d3-c695-40c5-9816-aedccd8a8a00,c1,c2,27,p2,?,surb={'id': '9639238a-a240-45ba-b81c-c5a98e0b91c2', 'route': ['p2', 'e8', 'i4', 'x11', 'p1', 'c1']}
1769503002.3663366,RECEIVED,7ebb3eea-ca39-41e5-90b6-d36dedc08cef,413b28ac-d53c-488a-9c20-937f974432f4,c1,c2,26,p2,?,surb={'id': '888dbb30-f62b-401d-9ef6-10c51e91475b', 'route': ['p2', 'e11', 'i10', 'x11', 'p1', 'c1']}
1769503002.5028596,RECEIVED,42a66f7c-514a-44c6-9938-d4478a53ec95,2b98422c-b9c0-45a6-b3fb-05453016791a,c1,c2,27,p2,?,surb={'id': 'fbde654b-487f-4331-bfef-ff38b2e9047d', 'route': ['p2', 'e5', 'i9', 'x3', 'p1', 'c1']}
1769503002.5102417,RECEIVED,7ecb76c1-5e12-4be9-87ad-54f847219a4b,e7e32f0d-375b-4cf6-ab03-9a4e71b6f32f,c1,c2,27,p2,?,surb={'id': '56824c29-7847-4cd2-bb6c-00a35f36e887', 'route': ['p2', 'e12', 'i12', 'x3', 'p1', 'c1']}
1769503002.5419564,RECEIVED,3bb13b17-c490-476e-b380-6bd2ee741c5d,9be32d4e-e8eb-4b44-bf1f-5c59eed0ceff,c1,c2,26,p2,?,surb={'id': '8080cfdb-628c-4623-99ab-f1df8d30f8d5', 'route': ['p2', 'e1', 'i3', 'x4', 'p1', 'c1']}
1769503002.8785856,SENT,c7b2cb48-eb5b-47e2-8378-213b1974398c,c62b0e80-8b91-4fbf-8da0-5c5eefaf8032,c2,c1,3383,?,p2,
1769503002.8786483,CREATED,129f46f3-8288-4b31-bdc2-807a58fa96a9,869b7989-b667-4c67-a770-fd747856d4b9,c2,c1,27,?,?,surb={'id': '5e400027-42ed-48d1-994f-8af5376fc5ee', 'route': ['p1', 'e2', 'i8', 'x12', 'p2', 'c2']}
1769503003.027115,RECEIVED,63bdee4c-da3e-450f-9bd2-c6e5dc0bff2e,76f20ab8-c2df-4260-93ee-b0b9b9403481,c1,c2,27,p2,?,surb={'id': 'd8df60a0-3981-4c4a-8375-0b12f136d006', 'route': ['p2', 'e8', 'i8', 'x7', 'p1', 'c1']}
1769503003.7356615,SENT,887da753-248e-4ab8-a7e2-fd4096632727,07581af3-db93-43e9-a7b7-85d69567daf8,c2,c1,3376,?,p2,
1769503003.7357974,CREATED,080fd949-b7e6-43a3-991c-95083987f1bc,1b06289f-ae60-45c7-9fa2-402fcdc11f58,c2,c1,27,?,?,surb={'id': 'e06fb5a1-3e6a-4e39-b677-c7d973e745de', 'route': ['p1', 'e2', 'i3', 'x3', 'p2', 'c2']}
1769503003.7539346,RECEIVED,bb661a04-bcbe-4da2-a8ac-39b589fd5f97,55701ab3-d3bc-4d56-9d1d-37b6e530440a,c1,c2,26,p2,?,surb={'id': '277530bb-4c6e-49ce-9e06-b14fd6091c49', 'route': ['p2', 'e6', 'i6', 'x5', 'p1', 'c1']}
1769503003.9801383,SENT,c887d185-5efb-4879-981d-69c24e70c216,4caf9c21-7fb7-4881-8225-30ff88009498,c2,c1,3400,?,p2,
1769503003.9802773,CREATED,39c1197f-585c-4802-a79e-164dc4a38f9d,ad1eaf9f-91fb-4afe-95a6-d624e687e273,c2,c1,27,?,?,surb={'id': 'adc06780-0987-4976-8c1c-32d56d5c1fa3', 'route': ['p1', 'e10', 'i3', 'x5', 'p2', 'c2']}
1769503004.1407804,RECEIVED,833f8617-5244-4457-9e76-92c3266dc0b7,a83ffd95-13ac-45d5-8b1e-11ae7a017cca,c1,c2,27,p2,?,surb={'id': 'cf4842dd-a91d-46dc-81fb-8da909bd749e', 'route': ['p2', 'e7', 'i4', 'x5', 'p1', 'c1']}
1769503004.4241316,RECEIVED,5b2aba9e-2640-4c13-acf8-35499276c2fe,9086c763-4cd3-46bd-9b52-64503a9b77cf,c1,c2,26,p2,?,surb={'id': '9f21e37d-40b7-4a7e-aee3-903c655d646a', 'route': ['p2', 'e6', 'i4', 'x10', 'p1', 'c1']}
1769503004.6219594,RECEIVED,2707008b-1ee2-4816-8f41-3bd9b26817bb,62b7dec7-d31d-4e5c-8d9a-bb9e249eb214,c1,c2,27,p2,?,surb={'id': '76c70158-a1dd-4135-b305-18e732cdb8f7', 'route': ['p2', 'e12', 'i6', 'x10', 'p1', 'c1']}
1769503004.756335,RECEIVED,a575305e-96f9-4d5e-872b-1feced9809bf,bf399799-c174-4dff-a288-878a3074b5a6,c1,c2,27,p2,?,surb={'id': '7ecc7aee-83cd-4ca5-901d-3fbe41c70dcf', 'route': ['p2', 'e6', 'i8', 'x12', 'p1', 'c1']}
1769503004.8976636,RECEIVED,5455e81e-3ef5-459e-86bc-355ea3e1c0c9,d50fbe94-8fc7-45d7-b9c6-0c881968f9ad,c1,c2,26,p2,?,surb={'id': '95ea1674-89d9-4843-9983-d53ef319d02f', 'route': ['p2', 'e2', 'i1', 'x3', 'p1', 'c1']}
1769503004.9514198,SENT,455e6977-3288-46cf-b01d-7cc116d20e67,c093eb7b-6270-4c24-9a87-489680e9f454,c2,c1,3392,?,p2,
1769503004.9515502,CREATED,8dbcd4d9-1bc3-4b2d-a9ba-e555174ba377,a7194f76-6711-48df-af89-f6558814b855,c2,c1,27,?,?,surb={'id': '3153af82-557f-4da7-84bd-fff5c74b9e81', 'route': ['p1', 'e5', 'i8', 'x11', 'p2', 'c2']}
1769503005.0040255,RECEIVED,25ea9a6b-2024-482f-aab9-fec644ad5654,981c7419-487e-4854-bc51-dd10efa70d9d,c1,c2,27,p2,?,surb={'id': 'a67a92c0-7a25-4bb2-8006-d68c3c1fa6ca', 'route': ['p2', 'e11', 'i2', 'x6', 'p1', 'c1']}
1769503005.0600972,SENT,9d1f5359-5a82-449e-8a43-c0c0afbe03b8,b2c9943f-b6ee-4730-bf3f-7aad8e1577ef,c2,c1,3363,?,p2,
1769503005.0602355,CREATED,6ee43d79-79a8-4c72-87de-f5d35c1075d6,7595dcbc-63e4-4bfb-81fb-669aab17da13,c2,c1,27,?,?,surb={'id': 'dfcfca95-31ba-44e4-a016-e614237649f8', 'route': ['p1', 'e7', 'i12', 'x8', 'p2', 'c2']}
1769503005.329021,RECEIVED,7cc4793b-b1ca-4b3f-a959-610617785500,b471c47f-a2d0-4a9a-958b-b64ee94c51dd,c1,c2,27,p2,?,surb={'id': 'ee1fcadc-73ae-4467-bde2-b6ad5833ebd9', 'route': ['p2', 'e5', 'i11', 'x1', 'p1', 'c1']}
1769503005.4568858,SENT,dfc781db-f1bb-497f-8e2c-eaed22fb1c15,c8fc21c9-7a86-4d14-91c4-9951e91fb3db,c2,c1,3404,?,p2,
1769503005.456957,CREATED,6ad575de-bf6d-4a87-afb6-7dc5d0c52a0c,f5b93bfb-e92e-47cd-a09d-ff81489eac0e,c2,c1,27,?,?,surb={'id': '215c613e-7efb-4f88-bf22-032771c4aa97', 'route': ['p1', 'e12', 'i7', 'x3', 'p2', 'c2']}
1769503005.562564,RECEIVED,835355e4-9f6e-47c9-ad5c-274962fe3a41,11b681c2-2482-4fd4-9326-3b54ec65f1af,c1,c2,27,p2,?,surb={'id': '49acbddc-f5ce-4d8b-952e-620532ee6e75', 'route': ['p2', 'e11', 'i5', 'x8', 'p1', 'c1']}
1769503005.5731182,SENT,ffc184dc-58e8-4ec8-846d-79a1452b7dcc,3c9226cd-a8ca-41fb-af5d-5b32ae16b59e,c2,c1,3395,?,p2,
1769503005.5731912,CREATED,3d111b24-078d-4be8-ad16-38405d43c069,131bfed7-9cf3-45c8-836c-0eff51a423b3,c2,c1,26,?,?,surb={'id': 'b7a216e4-a376-4016-b063-e331b4e08274', 'route': ['p1', 'e12', 'i11', 'x12', 'p2', 'c2']}
1769503005.5854852,RECEIVED,51cf7b28-46b3-40c6-b08a-5679fc6ec789,849dcc9c-d012-479d-bcc7-b1d5edb1bde1,c1,c2,27,p2,?,surb={'id': '8374939f-63bd-4780-8c81-68b6c2259361', 'route': ['p2', 'e6', 'i10', 'x4', 'p1', 'c1']}
1769503006.2922719,RECEIVED,ea0f6a32-de3e-40db-b70c-a23fe15a5cb7,549d9449-302e-4e77-8117-6d549a6028ea,c1,c2,27,p2,?,surb={'id': '1cfd50e1-9fbe-4c9e-84ac-0ebcaf200701', 'route': ['p2', 'e12', 'i6', 'x11', 'p1', 'c1']}
1769503006.6000242,RECEIVED,26e05cb1-ed92-416d-ad32-e95fe8c767f8,303a2906-d436-4fe4-8b84-1a0356d5b656,c1,c2,27,p2,?,surb={'id': '33540613-acd2-41df-aaba-d6dd4a682723', 'route': ['p2', 'e11', 'i10', 'x12', 'p1', 'c1']}
1769503006.6174197,RECEIVED,ada03010-5475-4af9-9e83-2ae02b453188,dc501972-7330-45bc-ad4d-f5405e82a793,c1,c2,27,p2,?,surb={'id': 'edfad3b8-5c1b-411e-af0b-f3115f4a1d33', 'route': ['p2', 'e10', 'i4', 'x7', 'p1', 'c1']}
1769503007.2313466,SENT,1ceaa653-3608-4a8a-9460-eb2e3f95775c,483ba20f-2ff9-4096-bf96-65d57766120f,c2,c1,3391,?,p2,
1769503007.2314963,CREATED,0dec60f9-b5cc-4cc0-8a27-0da35f639868,c22fae33-6cdd-4019-bbdb-dbe52ee032bb,c2,c1,26,?,?,surb={'id': '026b06c3-18d1-4173-9c08-0e3a0030940e', 'route': ['p1', 'e1', 'i5', 'x12', 'p2', 'c2']}
1769503007.2865672,RECEIVED,5dd27166-2874-4692-ae14-eeeab4cc5e07,3fc15626-1446-4779-9433-c5f3f7c88da5,c1,c2,27,p2,?,surb={'id': '55584c12-f0b7-4378-8ac8-d5c7cdd9f9f9', 'route': ['p2', 'e8', 'i8', 'x5', 'p1', 'c1']}
1769503007.3240805,SENT,b955fe68-7cb1-4055-ad94-5fa3eba1af88,4ab91b47-8b51-4d69-bcc6-b36c8f9d98f9,c2,c1,3376,?,p2,
1769503007.3242366,CREATED,aeea87ff-a744-44f5-8ae5-030bb9c86200,c57b63d0-175b-4785-9be7-dc7d238db19d,c2,c1,27,?,?,surb={'id': '46b5888c-cddd-47c4-b973-fac720c32bb9', 'route': ['p1', 'e3', 'i8', 'x7', 'p2', 'c2']}
1769503007.4040418,SENT,2b4b10a0-8317-46b5-9243-a83a2f40eecc,91b615cd-11e7-4e50-bdd5-45ffaf1cbd64,c2,c1,3401,?,p2,
1769503007.4042377,CREATED,c3d58274-3092-4e9c-919a-165c0328b484,2643cc3b-a4ea-427e-95a1-98055a5e3d60,c2,c1,27,?,?,surb={'id': '4cac0aac-d6d7-47f6-8047-6a170ca19f0d', 'route': ['p1', 'e2', 'i10', 'x11', 'p2', 'c2']}
1769503007.5453868,SENT,77d83289-5793-4606-bb34-b3d5647a3d5e,5df9820b-1bae-4236-a778-f17caeb09282,c2,c1,3384,?,p2,
1769503007.5454652,CREATED,d99de5ef-3569-4cc4-9a3d-9e974a62d29e,e3ae7136-bb25-4969-bc42-cf50fbcfc9fd,c2,c1,26,?,?,surb={'id': '558a6468-b8d9-4c95-8b3e-962eec48cfd3', 'route': ['p1', 'e12', 'i4', 'x5', 'p2', 'c2']}
1769503007.6911037,SENT,04b26f53-1052-44ad-8f5a-834fd0b6f88a,496296b3-5d13-4bfa-82ba-3aec1fd1a87c,c2,c1,3396,?,p2,
1769503007.6912663,CREATED,3f2b74d8-890f-496f-8bdc-437487edfbc1,f3a86ae2-0b84-4620-95ed-cfbb1e7683c2,c2,c1,27,?,?,surb={'id': '333b33bc-ddde-4301-8008-12fa991841f8', 'route': ['p1', 'e11', 'i2', 'x8', 'p2', 'c2']}
1769503007.808441,RECEIVED,9f7d8c98-ee3c-4632-921f-d0e443d8ad41,0b8f10fa-833c-43cd-baa6-130896a33425,c1,c2,27,p2,?,surb={'id': 'e6ad9ea9-b16e-4835-a69a-191810149681', 'route': ['p2', 'e8', 'i12', 'x9', 'p1', 'c1']}
1769503007.9353218,SENT,8846b591-b8c0-47e7-95bf-bc50fb5e64d8,1277c183-8b3d-4ce9-a100-8f179a1131b3,c2,c1,3359,?,p2,
1769503007.9354703,CREATED,e08961aa-e507-4b02-bd07-526cda83f00a,4a881699-b7ac-4805-b8a5-d4370f2ec6e4,c2,c1,27,?,?,surb={'id': '03d79f7b-c03f-4e06-aa6f-7440177443d5', 'route': ['p1', 'e9', 'i9', 'x8', 'p2', 'c2']}
1769503008.0590322,SENT,139004cf-0b08-4b4e-8a8b-23f4f89d64d9,359265d7-cd10-4410-85e4-f71ccb72c0a5,c2,c1,3375,?,p2,
1769503008.0594382,CREATED,f82d549e-f2b9-4c18-b970-fa705610d350,36b55655-5f84-4e96-a990-758f8d32620d,c2,c1,27,?,?,surb={'id': '1abf9c0a-4f5b-49c6-9394-c6f73710472e', 'route': ['p1', 'e3', 'i7', 'x2', 'p2', 'c2']}
1769503008.1593823,SENT,b7e6c950-7d3a-4b6a-9e28-b63ece989440,3d195f90-335f-456c-b02f-0d071eb64cd3,c2,c1,3380,?,p2,
1769503008.159452,CREATED,6726e5ed-2140-41b8-a5d1-e71cd4c75345,76999d7a-8725-4c86-9e36-22801e90d6f1,c2,c1,27,?,?,surb={'id': 'f273185b-d5bb-4255-9d02-5ec11b7fc116', 'route': ['p1', 'e4', 'i5', 'x3', 'p2', 'c2']}
1769503008.2255232,SENT,9b87502e-39a7-4ad2-a3fa-3e749604da26,4516302b-84a4-45d6-8144-d47b0905a0df,c2,c1,3376,?,p2,
1769503008.2256014,CREATED,d9dfe236-0862-4023-9f0a-d7fbfbfe1315,cdd1726e-d3ca-4760-8a68-bf0b65791209,c2,c1,27,?,?,surb={'id': 'b0e3e4c7-1ff4-406d-b585-443cab424af0', 'route': ['p1', 'e4', 'i10', 'x5', 'p2', 'c2']}
1769503008.447728,RECEIVED,e2735785-0fcf-4077-9a63-9b4a1d19087e,1723535b-623f-4df5-93ad-9c20cda44e13,c1,c2,27,p2,?,surb={'id': '61e88dc4-26a7-44fb-964b-db269b1c8c8c', 'route': ['p2', 'e7', 'i4', 'x9', 'p1', 'c1']}
1769503008.616843,SENT,caae56d8-f703-4837-8837-320c1d7ca846,26300d86-7412-4ec4-ac1f-82dff6828e3a,c2,c1,3400,?,p2,
1769503008.6169178,CREATED,410ea28e-b279-49e3-ba87-a6b978f819c7,5dfc8a21-a93d-4d41-bbc0-6e81809f85c4,c2,c1,27,?,?,surb={'id': '077d1eb3-1756-4da7-90bc-44e8a8f820d2', 'route': ['p1', 'e11', 'i3', 'x9', 'p2', 'c2']}
1769503008.7389774,SENT,0f102895-0e81-4955-89e9-f2711ce7b0e9,df470714-1866-4b3e-a697-a3d810435188,c2,c1,3355,?,p2,
1769503008.7390726,CREATED,d7d461fe-805c-4393-b7a3-40f20e1162c1,91ea3e18-8a0f-4f3d-b136-3d8178dce4f1,c2,c1,26,?,?,surb={'id': 'b280235b-56fd-431f-b88b-e2715f1eb178', 'route': ['p1', 'e3', 'i9', 'x6', 'p2', 'c2']}
1769503008.8901947,RECEIVED,22cb3fdb-76f2-44c4-a16d-9b238e7c3a17,2ef20801-2777-4b99-934d-d5c3ca9d4aec,c1,c2,26,p2,?,surb={'id': '9d97e0af-d122-4afa-a733-8c65377bbf50', 'route': ['p2', 'e2', 'i3', 'x10', 'p1', 'c1']}
1769503009.2650888,RECEIVED,00e5677d-160e-4a0a-a987-02a0062bfbc3,91a7a469-6b81-4e22-b6ca-c96180ee9dc8,c1,c2,27,p2,?,surb={'id': '9f81b136-393c-4e94-91bb-d46b4ce36061', 'route': ['p2', 'e8', 'i8', 'x8', 'p1', 'c1']}
1769503009.368096,RECEIVED,5428e76a-dd3e-47b9-a08a-e54b53f16248,d8edf74c-bcd1-41f7-8a1c-b52b143ca2fc,c1,c2,26,p2,?,surb={'id': '9abe4838-a8ef-4501-beb5-e0c6f2f8f475', 'route': ['p2', 'e5', 'i1', 'x4', 'p1', 'c1']}
1769503010.2314541,RECEIVED,97fb9819-72a8-40e9-9642-b40dc49633ac,ae71d0c0-a69f-4cf8-9f58-333a552c7d49,c1,c2,27,p2,?,surb={'id': '9ff163ca-2a6c-4bb9-a937-4754c72aa008', 'route': ['p2', 'e9', 'i9', 'x9', 'p1', 'c1']}
