timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769502495.207572,SENT,57203882-a085-4937-977a-6c0bd23a009e,f39f5ac9-8b56-49cc-bc0c-f5dae163bf85,c2,c1,3392,?,p2,
1769502495.207674,CREATED,6782ed4f-7821-4509-a4d8-f740e836dfc5,3ac4700e-d5e4-46e4-8418-5a9ae611ff13,c2,c1,27,?,?,surb={'id': '79eba96d-ebbc-4588-bed0-d901fdce7041', 'route': ['p1', 'e1', 'i3', 'x11', 'p2', 'c2']}
1769502495.5938165,SENT,1b95658b-952f-4885-a3d8-ee3d148358fc,0d00a061-abf1-4def-b49c-a874381f2836,c2,c1,3371,?,p2,
1769502495.5939677,CREATED,ab0ffaeb-afc2-4208-826a-7c61d3760ed7,d16a273a-93df-46aa-8ba6-a29c23837809,c2,c1,27,?,?,surb={'id': '38fdd690-0cde-40da-b7e7-76410799b8d9', 'route': ['p1', 'e12', 'i2', 'x3', 'p2', 'c2']}
1769502495.624446,RECEIVED,c08b8ed0-0667-454c-bbfd-1f6f033ae863,d2075b3a-785a-4f36-baa6-abf08b7bbc45,c1,c2,27,p2,?,surb={'id': '4b1d999d-0aac-4b59-bf24-a3e93afff6b8', 'route': ['p2', 'e4', 'i8', 'x4', 'p1', 'c1']}
1769502495.7270093,RECEIVED,bdbfe480-4070-4e37-92f8-30bb3071a652,134b21ed-eb5a-49b9-9a01-63fedcef6b12,c1,c2,25,p2,?,surb={'id': '0356a1d7-133d-4790-945a-74cf6f2a88c4', 'route': ['p2', 'e7', 'i11', 'x8', 'p1', 'c1']}
1769502495.9624996,RECEIVED,1cca3077-7efc-4436-87ac-d1c22329e017,001c2e95-9554-41ce-b1ed-f3b567b66585,c1,c2,27,p2,?,surb={'id': 'cd671d0b-f04c-4221-af99-ea130c1ec6dd', 'route': ['p2', 'e4', 'i5', 'x9', 'p1', 'c1']}
1769502496.1739433,SENT,85114443-2216-46ae-b0c5-9b1b6c03942f,ef7b8389-36de-452d-a474-a03c92cc4cac,c2,c1,3379,?,p2,
1769502496.1740685,CREATED,6c36842d-7d6f-4434-91d8-8ad1f8351e5b,95150725-3c3c-4af6-8df0-53b1ac5c0e87,c2,c1,26,?,?,surb={'id': '70af6700-7b42-4eae-baa8-58df123c021f', 'route': ['p1', 'e1', 'i4', 'x12', 'p2', 'c2']}
1769502496.2186637,RECEIVED,18ee6c6d-fca6-44d0-a200-383801c75598,4b96e6fd-108f-4345-aba2-cceef8a55b77,c1,c2,27,p2,?,surb={'id': '66aea224-c151-4821-bb5c-0735c37d1214', 'route': ['p2', 'e12', 'i2', 'x5', 'p1', 'c1']}
1769502496.2478225,SENT,0ad73448-a7d6-45b1-a187-3900f1d74eef,c90be74e-a983-4651-a8b3-9f66808542f8,c2,c1,3375,?,p2,
1769502496.2479222,CREATED,e280a277-6dec-4588-8ecf-55b3b1fbe1f6,cf878f9d-e59f-4e96-a82e-47a302df6c8e,c2,c1,27,?,?,surb={'id': 'b2dd8def-14fc-4424-8013-b16f72fce0d6', 'route': ['p1', 'e9', 'i5', 'x8', 'p2', 'c2']}
1769502496.5923367,RECEIVED,568f7c07-5b0d-4144-8c57-4fcf963c3b6b,f6acd86e-77db-4d14-9c86-cd146980d148,c1,c2,27,p2,?,surb={'id': '894fef19-d622-4c70-a411-024db06f2024', 'route': ['p2', 'e3', 'i7', 'x11', 'p1', 'c1']}
1769502496.6271338,RECEIVED,fd2fcf78-dabd-436d-9cde-bbb268f87a1f,03b3cd2d-9bda-4ab3-8600-2c6442bde06f,c1,c2,27,p2,?,surb={'id': '3aecff6e-c678-46a9-b271-13f9f84e13c4', 'route': ['p2', 'e11', 'i5', 'x1', 'p1', 'c1']}
1769502496.6671443,SENT,674d236f-b21f-4db7-96a5-38b1b1e773e0,ab1cc323-f87a-4bd0-96e8-5d46d56b255e,c2,c1,3388,?,p2,
1769502496.6672938,CREATED,d2c050f1-7894-4ea2-9fa6-6004bd4eee27,6d908b0f-1e4e-4d38-8155-0ee4f65dfb8d,c2,c1,27,?,?,surb={'id': '6ad86058-c566-4e44-b592-23d2eae6e1cf', 'route': ['p1', 'e12', 'i2', 'x10', 'p2', 'c2']}
1769502496.7172675,SENT,8b6721a5-c4c7-4a8f-be23-722f896ea468,32e49642-2a9f-438f-838b-805b3c176046,c2,DROP,2016,?,p2,
1769502496.7174351,CREATED,562220f6-2264-4c27-bbb1-1ebb28bcafe6,7286046f-c198-4604-989c-642aa0a8dc31,c2,DROP,26,?,?,
1769502496.7418735,RECEIVED,56f6b62e-47ee-4e04-8d0a-da358c93070e,0dc59131-03e6-4bec-9290-60b745f5c9f2,c1,c2,27,p2,?,surb={'id': 'e2d9c5af-8458-48d2-92d8-2a367154f391', 'route': ['p2', 'e9', 'i7', 'x2', 'p1', 'c1']}
1769502496.8984702,RECEIVED,58850ec7-b523-4c6b-aa64-194953eae0d9,f3b69fe9-c558-41a0-b1a6-a7c664db8d99,c1,c2,26,p2,?,surb={'id': '1e1f0281-f521-4960-b3a0-d2cac9d871fa', 'route': ['p2', 'e2', 'i11', 'x4', 'p1', 'c1']}
1769502497.167239,RECEIVED,9a2f6582-9cc1-4eee-89b2-8016bc70a264,7fa42f13-c457-4f87-bb74-25d543d08186,c1,c2,26,p2,?,surb={'id': 'a1fdf111-3d54-41c9-8185-9451bb7efe0c', 'route': ['p2', 'e2', 'i6', 'x5', 'p1', 'c1']}
1769502497.2294898,RECEIVED,f528dc5f-984e-4b4d-ba88-863016ec8bb2,2fd40bb9-5adf-452a-9b4c-ba69ca451efb,c1,c2,27,p2,?,surb={'id': '5f820816-6645-4ae2-b406-3b8118477360', 'route': ['p2', 'e1', 'i8', 'x6', 'p1', 'c1']}
1769502497.4526372,RECEIVED,71238fe9-3216-4bce-a34a-92a6cec912a3,a2d998ad-3706-42c0-b075-b1a6f8c6bde7,c1,c2,27,p2,?,surb={'id': '2ecdcb33-1867-43a8-ab3c-816127b91040', 'route': ['p2', 'e10', 'i10', 'x1', 'p1', 'c1']}
1769502497.697031,SENT,e4cfea80-5aa1-4565-8466-7317479cb0db,dd91bd77-edd2-404f-a101-7385b3c12f96,c2,c1,3383,?,p2,
1769502497.6972144,CREATED,0d46a0b9-20de-496f-8898-fb9f06288648,ed95d4a8-44a3-41b2-b21b-90bd13f8a8aa,c2,c1,27,?,?,surb={'id': '80d18e35-9a1f-4ceb-8911-54c30f01e275', 'route': ['p1', 'e10', 'i10', 'x2', 'p2', 'c2']}
1769502497.7518709,SENT,6bc27933-c074-4711-9db1-12cf43d67d28,7b6fbf0a-7be4-48ca-bcd5-a49ebf8d88d5,c2,c1,3380,?,p2,
1769502497.7520435,CREATED,c4e98462-75f7-491d-9248-fa3a0d63c3a6,71b8a3c7-f935-4ae7-88ff-d82301400050,c2,c1,27,?,?,surb={'id': 'b04f87e1-2d23-433f-9698-4ba7ba8b808d', 'route': ['p1', 'e1', 'i6', 'x7', 'p2', 'c2']}
1769502497.8954308,SENT,be982aae-b1cd-45d3-a699-0bf7193aabb4,fe7f8887-dd1a-4863-aa2a-593b10aacc12,c2,c1,3393,?,p2,
1769502497.8956022,CREATED,31d632b5-234c-4c07-8103-35df5fc8c51d,b2bbf8d1-a47b-4426-96cc-31f817a26108,c2,c1,27,?,?,surb={'id': 'e838a4de-2445-416e-9e8d-313f0cda87ab', 'route': ['p1', 'e11', 'i12', 'x2', 'p2', 'c2']}
1769502498.087073,SENT,9b65647b-d813-432f-ac53-0346b9fd859c,629c691f-2740-4a01-b0f4-ad1d9e58dbd5,c2,c1,3379,?,p2,
1769502498.0872254,CREATED,5e6f4562-6452-46ec-8c1f-fdb35e2740bc,9e923202-78dd-447f-9d9a-c36ea09e718e,c2,c1,27,?,?,surb={'id': '554d709a-0a7e-4a98-b8fd-86e8581df0ea', 'route': ['p1', 'e8', 'i12', 'x3', 'p2', 'c2']}
1769502498.1924639,SENT,76bc75de-00a8-463a-9503-b8f9167a4427,fbd877fc-d695-4294-a6d4-a1eb35d8da63,c2,c1,3360,?,p2,
1769502498.1926157,CREATED,3a2f8815-1320-4bba-9ecd-dd70aecdda00,cf610717-5ed4-41e5-b59f-a6a4ee005d38,c2,c1,26,?,?,surb={'id': '775441f8-9453-40bf-ab12-cae5008b4469', 'route': ['p1', 'e6', 'i10', 'x1', 'p2', 'c2']}
1769502498.2511203,RECEIVED,323eb5cd-7f2a-4383-86cb-e5534089bf25,6d5b8c74-00dc-437a-9707-768a087602ec,c1,c2,25,p2,?,surb={'id': 'd9070287-8b32-4745-85f3-5058acf2a6dd', 'route': ['p2', 'e12', 'i9', 'x11', 'p1', 'c1']}
1769502498.3224564,RECEIVED,3dbcddd5-9918-420f-98a5-973fdf058b12,4b25fa9d-9b2f-4352-8c9b-e0e6254ea5fa,c1,c2,27,p2,?,surb={'id': '6647a4f9-4932-432d-b680-c521499aa7d3', 'route': ['p2', 'e6', 'i1', 'x7', 'p1', 'c1']}
1769502498.439625,SENT,a2ccb911-99f5-4c80-9ad2-7c985958657e,86adc5d9-936f-4e4c-8102-8bbb38f4f0ca,c2,DROP,2024,?,p2,
1769502498.4397585,CREATED,2d1d4dc5-ddb7-4ee9-aa17-d0790a916dbd,70df8332-0171-4283-bce7-7063ecda4bc3,c2,DROP,26,?,?,
1769502498.8944955,SENT,31515c21-68f2-4288-8d4a-8b9725585a97,9b426920-d2b2-408f-86c3-e875737fcc47,c2,c1,3371,?,p2,
1769502498.8945894,CREATED,635e7ad7-3bbb-49aa-a314-3c06f5dff4a4,436e8718-0048-4416-83c8-bf255ecb6ef4,c2,c1,26,?,?,surb={'id': '1dcabeb0-f60d-46fc-b560-4e46424e013f', 'route': ['p1', 'e9', 'i12', 'x10', 'p2', 'c2']}
1769502499.2831461,RECEIVED,475a96f9-5816-43ea-9c6d-fa403396b684,d5c29be5-50ff-448c-a099-195f9447d32e,c1,c2,26,p2,?,surb={'id': '133369bb-0e78-4032-9413-fc05672ce8af', 'route': ['p2', 'e11', 'i10', 'x2', 'p1', 'c1']}
1769502499.304677,RECEIVED,94f0eb9c-250d-4b70-9f6c-9f0f37fa8e93,50bd8de0-14d9-4fd0-b5d9-0cb419bd4f73,c1,c2,26,p2,?,surb={'id': '78205eea-14f1-44fe-b401-715b8c375e67', 'route': ['p2', 'e4', 'i11', 'x10', 'p1', 'c1']}
1769502499.3423,SENT,d70e78b3-299d-4c80-9b1d-a71fc705a36a,95fc432f-0d96-48d6-a432-628d4cc86e97,c2,DROP,2021,?,p2,
1769502499.342417,CREATED,14793ca6-ea99-4142-97b6-0c937b0220a4,6876211a-5f27-4d26-afb2-2519f214a0d3,c2,DROP,27,?,?,
1769502499.497222,RECEIVED,209cf16f-90e9-432f-86f0-238e20b8729e,d2357a4a-0ced-45b4-ad2e-66a6b9a41fee,c1,c2,26,p2,?,surb={'id': 'c8b632f7-6484-43f8-b0a1-3328db6ce930', 'route': ['p2', 'e5', 'i5', 'x11', 'p1', 'c1']}
1769502499.4991758,SENT,aeca6fd1-9bfa-4a9d-ab00-0bcd8fb6ea5b,e426b122-22a9-495e-80a3-7fa966b5bf14,c2,c1,3371,?,p2,
1769502499.499327,CREATED,66cc048d-c9e5-496a-a5df-fb4a62c7d0b1,c190e828-9b81-45b6-95b4-cee5c9fe8870,c2,c1,26,?,?,surb={'id': '0a16887d-3fc0-48bc-911e-516926d4dc27', 'route': ['p1', 'e9', 'i12', 'x9', 'p2', 'c2']}
1769502499.537455,SENT,675bb442-f3bd-4c72-98f3-d99d4b3e1b9c,4957f535-1686-4970-bbde-a01c3e2cc7fe,c2,c1,3387,?,p2,
1769502499.5375955,CREATED,6aa07550-ef87-4297-a28f-1ed8f067185a,4071e998-7123-456d-94f4-94ea55962f36,c2,c1,27,?,?,surb={'id': 'e97f2e7d-31a7-4b58-b089-a40be86474f1', 'route': ['p1', 'e7', 'i10', 'x7', 'p2', 'c2']}
1769502499.7283719,SENT,adcf6dab-1555-4fde-8f61-dcc723a5577e,d7a2b439-cf30-4b38-a074-b8fe01c79ef1,c2,DROP,2016,?,p2,
1769502499.7284906,CREATED,e3f85399-a257-46a9-bf6b-72520d77d411,c1f3db18-1250-4159-b0da-314f6952a818,c2,DROP,27,?,?,
1769502499.793277,RECEIVED,76dbd992-3f80-4f57-b6f5-d4db4bd2e285,da132897-3d3c-4d88-8ff8-ed936ee43852,c1,c2,26,p2,?,surb={'id': '155b3c2a-dd40-4651-b24b-b45eebaeebc4', 'route': ['p2', 'e7', 'i12', 'x4', 'p1', 'c1']}
1769502499.9361656,SENT,8b806b7a-9e5c-4b6c-b3bf-68a9a161fec1,720c1af4-ef2f-4df6-98b7-c09218f6f8b6,c2,DROP,2031,?,p2,
1769502499.9362993,CREATED,ab87a551-f58b-49a9-9069-74cfbcde5d40,ff192bde-f753-43e8-92c8-c2ac4a1398af,c2,DROP,27,?,?,
1769502500.105409,SENT,ab62f505-656b-413d-851f-e7237f5f842d,a8911c84-14c7-458d-94e5-ee448f6bffb6,c2,c1,3380,?,p2,
1769502500.105545,CREATED,f900dec4-f088-466a-8e43-00e5590348b6,2bed8b48-e9c4-4a27-84dd-5e2b91d3cc61,c2,c1,27,?,?,surb={'id': 'ece868be-410a-4cfb-a23c-f1dc3a29b8bc', 'route': ['p1', 'e4', 'i9', 'x12', 'p2', 'c2']}
1769502500.1671255,RECEIVED,b2019cb2-478a-4a95-9ad7-7cc904bac5d9,03903057-b30b-4c77-8d80-140e1c8f982c,c1,c2,27,p2,?,surb={'id': 'd1e188ac-87d0-432f-b722-a7015871793f', 'route': ['p2', 'e11', 'i7', 'x8', 'p1', 'c1']}
1769502500.5295599,SENT,71bb9db9-1b77-40c5-8439-b970f54fd91b,63b56399-954a-44c2-b6c1-aec305eaa52f,c2,DROP,2015,?,p2,
1769502500.5296795,CREATED,ed6237d3-05fc-49fd-a8f3-fbd5af2f8d97,c9c15579-b518-440b-8115-3bdb5c001960,c2,DROP,27,?,?,
1769502501.0410233,RECEIVED,020a4595-c41d-4b60-93b4-8dab97f93773,ac806b1f-cf86-4ed9-9cdb-b84493aad9ba,c1,c2,27,p2,?,surb={'id': 'd1ee76c4-9487-4423-b8d2-165fe2c995a2', 'route': ['p2', 'e12', 'i3', 'x9', 'p1', 'c1']}
1769502501.2526166,RECEIVED,82fc8936-d6c9-44e7-accc-d347e2e613e3,d4a11def-d478-45f4-b927-185b7a0c117d,c1,c2,27,p2,?,surb={'id': '98232691-4dc4-4f28-b2f0-4a54b299a7e4', 'route': ['p2', 'e12', 'i7', 'x10', 'p1', 'c1']}
1769502501.2981324,SENT,248f030a-233d-416c-99df-962112b16dc3,47301663-442d-44cd-b113-3bef2e0bfcb5,c2,c1,3393,?,p2,
1769502501.2982914,CREATED,308956c8-4d00-462e-a568-6a0bdc23c231,8de6a712-2e96-4fff-8921-0606658a1aec,c2,c1,27,?,?,surb={'id': '672f2366-240d-4da4-9071-d1e9a95424ee', 'route': ['p1', 'e11', 'i7', 'x6', 'p2', 'c2']}
1769502501.3334963,SENT,4b77351c-86ff-4585-8a92-024aaefd52eb,31a2527f-713e-4c71-8075-50da07144406,c2,c1,3375,?,p2,
1769502501.3336651,CREATED,60124813-cb15-4c7a-a1c6-3726834067f5,43011903-49a7-4f71-a8e8-55944e29e6fc,c2,c1,26,?,?,surb={'id': '73e24c16-0684-47d4-93ba-f3cffed1f4cb', 'route': ['p1', 'e9', 'i7', 'x5', 'p2', 'c2']}
1769502501.5153248,SENT,d7b70011-c051-46f7-ab55-2b83ed62f211,2aef68eb-3a73-4a95-9ba2-10c238e2e20d,c2,DROP,2015,?,p2,
1769502501.515458,CREATED,49cb4ce3-92a8-4436-9c40-8595e60ccb60,077041f6-b427-4109-a97c-08337fbfd938,c2,DROP,27,?,?,
1769502501.55724,RECEIVED,c0b61436-056c-4426-88dc-9cf6c84642a5,31ff3887-e5b3-4ec8-8c9e-22a18ab2ee0a,c1,c2,27,p2,?,surb={'id': 'dd86e404-a3fa-45a4-8953-160f74944bfb', 'route': ['p2', 'e2', 'i6', 'x11', 'p1', 'c1']}
1769502501.6552682,RECEIVED,dff38f5e-4256-432f-bb69-0ef90c4e2964,fbfbb52a-a9b4-4599-860a-1e052e267ce2,c1,c2,27,p2,?,surb={'id': '2ee6352c-c7bd-469e-9d06-c5a4a14e9a85', 'route': ['p2', 'e5', 'i12', 'x9', 'p1', 'c1']}
1769502501.7183812,SENT,9a2300aa-38f5-4961-a56c-c784980cb937,c07e7633-d995-4df8-b07a-84e54ebe9cda,c2,c1,3388,?,p2,
1769502501.7185261,CREATED,7fec55eb-eb20-4b3e-b8ec-b89f46b67dff,706e90cf-eec8-4e09-84c3-82f44e6b5928,c2,c1,27,?,?,surb={'id': '332bcc3a-795f-4026-8ec3-cd1f157fc651', 'route': ['p1', 'e12', 'i9', 'x8', 'p2', 'c2']}
1769502501.7623994,RECEIVED,c643f298-a72f-409c-8bbc-4c8886712a6d,67002d1a-8c9b-4a56-a641-b68a0656f2c0,c1,c2,27,p2,?,surb={'id': '62873fe7-8761-4261-85bd-fe1cddc92f7e', 'route': ['p2', 'e7', 'i6', 'x9', 'p1', 'c1']}
1769502501.9589324,SENT,ba0a18ea-adbf-42ef-82f7-c6e35bf1d62b,47048949-f6ab-45c9-b479-7ca7211384cc,c2,c1,3368,?,p2,
1769502501.9590855,CREATED,1dd15878-6251-4a7e-be2d-f8cdb02756ed,e1d514e7-3532-48b9-81d0-71c2178d763f,c2,c1,27,?,?,surb={'id': 'a5e00d5c-0a41-4e4c-9950-de9e60904e8a', 'route': ['p1', 'e7', 'i8', 'x2', 'p2', 'c2']}
1769502502.1808474,SENT,46906a15-de0f-41be-bbef-36256bcd35c2,ce0d3e5e-cea2-4707-a100-3eaacdec6f8b,c2,DROP,2032,?,p2,
1769502502.1809673,CREATED,b2df9cc7-d14e-4588-bde7-f0968327b51f,d2a95166-ae0f-4488-afb3-9cd2e5bba4c4,c2,DROP,27,?,?,
1769502502.5007944,RECEIVED,b7cf2bf8-8587-47bc-a026-920ba5742ceb,6674484e-a583-4625-9e78-85682c91cbba,c1,c2,27,p2,?,surb={'id': '193a5908-f0d1-45c8-9547-c13c22b46501', 'route': ['p2', 'e5', 'i12', 'x10', 'p1', 'c1']}
1769502502.5201426,RECEIVED,9d7b957f-9681-425f-856f-f42fb4febd48,b5d64587-512c-472a-ba0b-79bc79b9f7d3,c1,c2,27,p2,?,surb={'id': '82b985b0-fb84-4887-bcd7-513510bc3829', 'route': ['p2', 'e6', 'i11', 'x2', 'p1', 'c1']}
1769502502.6225197,SENT,109cb0c2-085e-4101-a571-e68d3017985f,d748b915-e042-413a-bf18-d41a38f9df61,c2,c1,3396,?,p2,
1769502502.6225893,CREATED,0a87cbe0-6477-4789-b3b8-82799bc4deac,0b0faaf4-7b4b-438f-80fa-d8cb29fdedc5,c2,c1,27,?,?,surb={'id': '0bb2267d-9423-4c86-989f-d3a329657dd2', 'route': ['p1', 'e1', 'i3', 'x5', 'p2', 'c2']}
1769502502.7519832,SENT,2dd309b5-4646-46a8-b22e-d5db7587812b,9356b2d3-069e-4070-9aa5-69a72fa94623,c2,DROP,2021,?,p2,
1769502502.7521195,CREATED,c4cc2209-ab79-4b89-ad09-9e28e80fb5cc,a6e9f362-72d6-4989-b1c9-d6af94786f1b,c2,DROP,27,?,?,
1769502503.193954,SENT,74fd67d3-3006-455a-b9b6-614acc1e5c43,4b5ce69a-d3f3-4762-b7d1-5449739020f3,c2,c1,3364,?,p2,
1769502503.194104,CREATED,469b630d-4381-4312-bddc-d2a29b30164b,d2d62280-942a-413a-8388-5d3a299f645b,c2,c1,27,?,?,surb={'id': '16b98b2d-c1df-4f1b-99dc-79e94d3b183b', 'route': ['p1', 'e1', 'i8', 'x11', 'p2', 'c2']}
1769502503.5603087,RECEIVED,865453cb-8ebd-45c4-ab66-5373cd133a97,76748110-aa85-451d-9081-538d8d113a4d,c1,c2,27,p2,?,surb={'id': 'd154c4d4-7c0d-416b-8cd3-4e4d5073e18f', 'route': ['p2', 'e5', 'i3', 'x3', 'p1', 'c1']}
1769502503.8928924,SENT,14d4e10b-485f-4b27-9eb3-892ec3c486a0,598154d4-aa6b-4955-9f88-7efe9217424b,c2,c1,3400,?,p2,
1769502503.8930416,CREATED,5802dbc4-f79c-43eb-a6c5-cac2a3971c08,a4150d8f-4c07-45aa-aa65-dfc674712f98,c2,c1,27,?,?,surb={'id': 'cd755205-9a0d-4f24-aa4b-86e1fc20af09', 'route': ['p1', 'e5', 'i6', 'x11', 'p2', 'c2']}
1769502504.2446666,SENT,37365d98-fe84-44f3-98c6-4bb94735f7ea,f2fa411d-0a8d-4ae8-b5f0-b705efa24aa2,c2,c1,3388,?,p2,
1769502504.244819,CREATED,2191b00b-543f-4cd0-bd9b-b0f5ee1a9cce,bde138de-397f-4fdf-bb83-60a7e9d41983,c2,c1,27,?,?,surb={'id': 'e2e17888-71da-47fa-bb52-0592f1773c30', 'route': ['p1', 'e8', 'i1', 'x6', 'p2', 'c2']}
1769502504.936934,RECEIVED,d17f2333-42bd-4b49-8929-05e66ae48768,735133a0-510e-41e0-a1de-be59811e06d6,c1,c2,27,p2,?,surb={'id': 'd8f33641-bc56-4086-8d59-588460e10f8d', 'route': ['p2', 'e1', 'i5', 'x9', 'p1', 'c1']}
1769502505.2319574,SENT,2dc56a30-c045-47d8-90e7-bb59897f32f2,3a347338-e4d6-4291-beb8-3ae69835d4f8,c2,c1,3384,?,p2,
1769502505.232074,CREATED,2d0ce47d-7641-4619-8001-7f51b05854f1,44d0b67a-13fd-4fdf-8f7b-255eb5c624c7,c2,c1,25,?,?,surb={'id': '30ecc249-82d7-439d-bd35-682335a4f6bb', 'route': ['p1', 'e7', 'i5', 'x11', 'p2', 'c2']}
1769502505.6167567,SENT,241669cc-1341-4230-b417-dc52e8892619,e2ab0b7f-4bf7-40e8-a317-0227b20070af,c2,c1,3408,?,p2,
1769502505.6169066,CREATED,6d6d8fbb-8fe8-4441-a14e-b98784d58edc,0436ceed-bd71-456f-a303-a4d55ba7ca53,c2,c1,27,?,?,surb={'id': '53fa43f3-9f8c-4399-8fa9-3a7682f6fa35', 'route': ['p1', 'e11', 'i12', 'x10', 'p2', 'c2']}
1769502505.739156,SENT,28eeae69-91e2-4acb-8709-5e355c1626ea,22c30442-ad9f-454f-a01e-519dca02a86c,c2,c1,3379,?,p2,
1769502505.7393055,CREATED,aa68edee-8b98-4253-8414-55711f57ed61,31199bff-0a41-4234-ad6d-3dbafb015e09,c2,c1,26,?,?,surb={'id': 'ca85e1f1-d90a-4053-a18d-558453bb5bdc', 'route': ['p1', 'e8', 'i7', 'x5', 'p2', 'c2']}
1769502506.416826,SENT,c4f08907-15dc-4959-8fa7-3fd34c38802c,7639b72b-f46a-4796-90a2-3cf1fdfed953,c2,c1,3388,?,p2,
1769502506.4169734,CREATED,0788f68e-47fc-49b2-a026-b136423d74ba,0a5e455d-9af3-4a63-935c-735a8f887f1e,c2,c1,26,?,?,surb={'id': '29daa527-f0c5-4afc-9f0f-6f9540d2bde6', 'route': ['p1', 'e2', 'i7', 'x3', 'p2', 'c2']}
1769502506.4322336,RECEIVED,0507eab8-c87f-40c6-8720-d98685899b9b,8f6d1e1d-f7a2-44cc-b505-209efcc54124,c1,c2,27,p2,?,surb={'id': '06a7c765-93fa-4994-a8ae-68ade248ea3e', 'route': ['p2', 'e4', 'i8', 'x6', 'p1', 'c1']}
1769502506.5497208,RECEIVED,3965a800-e1ec-423c-855c-52496f264d50,9d346adb-117d-4fe9-a325-5d92bc193666,c1,c2,27,p2,?,surb={'id': '9c2a0aef-c1ea-46ce-82bd-5fda0baf2d49', 'route': ['p2', 'e6', 'i6', 'x10', 'p1', 'c1']}
1769502506.5620155,SENT,bc422877-b40f-431f-80b2-6e6b4165183b,a2685d1a-a740-47f4-852f-748d8f39c332,c2,c1,3383,?,p2,
1769502506.5621989,CREATED,0b155d18-ee35-41d3-9a8f-f415cf289a52,56db382e-6703-4292-985e-fbae7771ce7f,c2,c1,27,?,?,surb={'id': 'ce6f08f4-3a96-4ee4-8759-164d33b088ad', 'route': ['p1', 'e8', 'i2', 'x8', 'p2', 'c2']}
1769502506.7082183,SENT,4bab44d2-eb00-45fb-b0ce-e10a4377c69b,3aba98e2-9065-48c1-9bef-e9fdf2af1252,c2,c1,3375,?,p2,
1769502506.7083976,CREATED,62d485e6-9e36-4db5-8c9d-0f75cfdbac13,8908d471-f2b4-4a50-b493-c7bb9cc8c0cf,c2,c1,27,?,?,surb={'id': '4092438d-e20b-492c-bd98-b2f5ba8f4165', 'route': ['p1', 'e2', 'i1', 'x3', 'p2', 'c2']}
1769502506.871962,SENT,e1021675-631b-4f50-946f-e976f564bbd2,54104520-537e-4319-8eee-71647a019e93,c2,c1,3384,?,p2,
1769502506.8721442,CREATED,d8a209c5-bf49-4b4d-8d43-b36ded05a5f4,86699433-c2e5-47f8-b68b-6ad61d62ddf4,c2,c1,27,?,?,surb={'id': 'eb3ecdf7-7246-490d-8f0f-bd5fedb8b3d1', 'route': ['p1', 'e8', 'i4', 'x9', 'p2', 'c2']}
1769502507.0306673,SENT,f16cab5c-52e3-48a0-ba98-1dacc373d50b,cb685291-8204-429c-93fd-af53a2f532cb,c2,c1,3382,?,p2,
1769502507.030814,CREATED,d85f5e13-1c7b-412e-a492-198120472843,c8f3bbc9-42d1-4d4a-8b6e-f549cf09b843,c2,c1,27,?,?,surb={'id': 'b783a737-2632-402a-9702-4a2366f3597a', 'route': ['p1', 'e7', 'i4', 'x2', 'p2', 'c2']}
1769502507.104713,SENT,261e4f21-f228-40aa-8682-550fe33d3883,20bb7dfa-c8c5-43c8-b7e6-632003f8d777,c2,c1,3382,?,p2,
1769502507.1048589,CREATED,30a2fe94-b385-4747-b3c2-25d9ad1e7c3e,5eab2f02-cdda-43a1-a60f-61c76da655d2,c2,c1,27,?,?,surb={'id': 'e3f64ec4-e30d-484f-8fb7-31e15c87003a', 'route': ['p1', 'e2', 'i6', 'x5', 'p2', 'c2']}
1769502507.2000923,SENT,25de47e7-b519-4546-b82f-5d98e1046a10,4fc9e463-286b-4fe3-9631-520b109009cb,c2,c1,3382,?,p2,
1769502507.2001965,CREATED,6d339f75-6f48-46f2-85fa-7b4ec218262e,dea0240f-059f-483b-91cc-c86d2e8cd55f,c2,c1,27,?,?,surb={'id': '61656b4f-13a5-4386-ab36-4d115e4f6e7a', 'route': ['p1', 'e9', 'i3', 'x7', 'p2', 'c2']}
1769502507.3594537,SENT,5a4ca26d-326c-4a48-8a9f-ca0d25e31c01,28328552-46c5-49bd-a7d5-f9e041416cfc,c2,c1,3384,?,p2,
1769502507.359603,CREATED,5df0af14-ead2-4667-8ebf-85252fd8ec88,bb48ce7c-3917-4b44-88f7-3b20a50fec2d,c2,c1,27,?,?,surb={'id': '1f2e0c75-4de1-475b-a7b3-79b27b9a7f04', 'route': ['p1', 'e3', 'i8', 'x4', 'p2', 'c2']}
1769502507.4283671,RECEIVED,78b5899c-c533-4bbf-b2c2-f4da7bbf6ac9,497536b4-72db-413d-9485-d145f7311018,c1,c2,26,p2,?,surb={'id': 'bef113c8-7ff5-4e1f-a68d-13cd16aa30dd', 'route': ['p2', 'e8', 'i2', 'x6', 'p1', 'c1']}
1769502507.5001185,RECEIVED,c884d381-a304-46fb-a2bc-1e0c7f6e9303,1c19be62-c222-4ae1-8d47-714156b47d1f,c1,c2,27,p2,?,surb={'id': '2b85f78d-3b8f-4df0-93a7-bc1deebb8756', 'route': ['p2', 'e6', 'i8', 'x1', 'p1', 'c1']}
1769502507.505698,SENT,5ec1aeef-8f6a-415f-b7bc-e362718e0c05,a3fb0466-ec3f-4aca-9a85-9b991f0aafca,c2,c1,3379,?,p2,
