timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769504950.5746334,SENT,a2f557cd-a154-47fa-a85b-ff334fab2054,8de3b0c5-a316-49a4-a2b8-0a6a08b28b85,c3,DROP,2027,?,p3,
1769504950.5747764,CREATED,b8d31e82-72c3-4246-913f-cdbafecd9909,6cded39b-33f1-453c-93a5-fce365a39b96,c3,DROP,27,?,?,
1769504951.2747078,SENT,cf5de670-0f74-41ff-a9ba-ac040cd0ce23,0268743e-8096-4411-8e17-d79da7f3c87a,c3,c5,3374,?,p3,
1769504951.2748594,CREATED,4b9c8f1c-eaa2-4b41-be35-9575a6b72ada,d05956b4-5e3b-447e-b249-7dee2bfb13f4,c3,c5,26,?,?,surb={'id': 'afaa02d4-d4f3-4dab-b3ab-648fa7a2ae41', 'route': ['p2', 'e11', 'i12', 'x7', 'p3', 'c3']}
1769505164.9704993,SENT,5071fa36-1ba5-450a-b6e1-47da88690164,db24630b-a318-46dc-86fd-8b18c50f943f,c3,c5,3408,?,p3,
1769505164.970656,CREATED,5fc3cc11-4817-4fe2-bd58-63ba2b5558fb,0eebdec1-c8a8-493a-b40c-3a3558bba7de,c3,c5,27,?,?,surb={'id': '263f6ce6-4db2-4158-99df-16cc359172f4', 'route': ['p2', 'e6', 'i7', 'x10', 'p3', 'c3']}
1769505165.0084813,RECEIVED,ae92e463-f348-4809-af2f-70a94e81c552,a2eec88c-5d4f-4d33-a3e1-a7e8e7b72c9c,c2,c3,27,p3,?,surb={'id': '45d3947d-6486-4117-a73e-8af4caed974d', 'route': ['p3', 'e1', 'i7', 'x8', 'p2', 'c2']}
1769505165.0802524,RECEIVED,2e9463d7-9cad-498f-b68f-12486936c70a,c598e13c-4d56-4f0a-9b51-6fc292da2031,c2,c3,27,p3,?,surb={'id': 'c70af335-6914-41de-a812-5798f846a799', 'route': ['p3', 'e10', 'i9', 'x11', 'p2', 'c2']}
1769505165.1552582,SENT,b8610a9b-fe3c-4386-90e1-d7298af67590,be87f788-37c7-4f3e-a4ce-fec141e0fe2f,c3,c5,3378,?,p3,
1769505165.1554537,CREATED,83584302-21d9-4954-96c9-eafe36561dc6,87383898-ad0d-4388-adc3-105947c1ea82,c3,c5,27,?,?,surb={'id': '70ff9dba-263b-45ed-aa61-122654ebd8e3', 'route': ['p2', 'e5', 'i12', 'x2', 'p3', 'c3']}
1769505165.3712862,SENT,d6140751-5ac3-4e08-af65-c1750cc3b4ae,cb5bb13b-be0e-42da-b53e-fa08b3a76d71,c3,c5,3383,?,p3,
1769505165.3714378,CREATED,e9c5f322-ed05-43f9-af9c-d52b786c00f5,87383898-ad0d-4388-adc3-105947c1ea82,c3,c5,27,?,?,surb={'id': '70ff9dba-263b-45ed-aa61-122654ebd8e3', 'route': ['p2', 'e5', 'i12', 'x2', 'p3', 'c3']}
1769505165.483534,RECEIVED,68069e69-fa03-421f-8cbe-3ab5f8f063c7,181892e8-76a9-4372-a88c-d0f36bba9837,c2,c3,27,p3,?,surb={'id': 'acea174c-ec68-4718-abaf-631569ec5540', 'route': ['p3', 'e1', 'i5', 'x11', 'p2', 'c2']}
1769505165.525221,RECEIVED,b517fb29-7056-4d82-86e3-89d5dba4b41f,a2eec88c-5d4f-4d33-a3e1-a7e8e7b72c9c,c2,c3,27,p3,?,surb={'id': '45d3947d-6486-4117-a73e-8af4caed974d', 'route': ['p3', 'e1', 'i7', 'x8', 'p2', 'c2']}
1769505165.5377407,RECEIVED,61c99095-824d-4281-a8f3-f9d844d69c94,70d4ed5d-48b9-4a05-8e73-e6806a0b3b9c,c2,c3,27,p3,?,surb={'id': '9579dc68-8bd8-4e37-ba37-a6740ac0acad', 'route': ['p3', 'e5', 'i8', 'x10', 'p2', 'c2']}
1769505165.7488372,RECEIVED,c4080c49-d5a8-4b0b-9d5f-2be6c6cceb99,ac587a9e-b208-4938-8b47-55d24efd0a4e,c2,c3,26,p3,?,surb={'id': '04b25c1b-5b3c-4dcc-b4c4-1a250c66bb6d', 'route': ['p3', 'e10', 'i10', 'x11', 'p2', 'c2']}
1769505165.7854578,SENT,853e2300-7178-418e-bca7-cc24af542daa,15e1b93d-231d-486a-8361-503c56fe07ff,c3,c5,3384,?,p3,
1769505165.7855592,CREATED,a5230d6b-9dd8-4700-b5bd-daca2b52e055,bcb829c4-e05b-478e-b64f-9248b6896b83,c3,c5,27,?,?,surb={'id': 'b974fc3d-1761-4ea9-b4d2-db9ff7660cb8', 'route': ['p2', 'e4', 'i3', 'x6', 'p3', 'c3']}
1769505165.802688,RECEIVED,68f40bdb-c828-4b9b-956c-a1275e8087ca,ac587a9e-b208-4938-8b47-55d24efd0a4e,c2,c3,26,p3,?,surb={'id': '04b25c1b-5b3c-4dcc-b4c4-1a250c66bb6d', 'route': ['p3', 'e10', 'i10', 'x11', 'p2', 'c2']}
1769505165.8862236,RECEIVED,14d52a8c-a8af-440c-a83e-8c07a5269edc,5ae83b14-2968-48e6-b430-85db57f0ceb7,c2,c3,27,p3,?,surb={'id': 'c63979fe-366b-48bd-97bd-c93e3d93a6a2', 'route': ['p3', 'e10', 'i3', 'x6', 'p2', 'c2']}
1769505165.9606357,SENT,946a6508-0664-48e5-af1f-c2790d54e3d4,281f5fb2-71f3-4b8d-b42e-3d894f053de2,c3,c5,3375,?,p3,
1769505165.9608727,CREATED,2f134268-4d1d-497b-9a6b-e8e2c35a2cc6,bcb829c4-e05b-478e-b64f-9248b6896b83,c3,c5,27,?,?,surb={'id': 'b974fc3d-1761-4ea9-b4d2-db9ff7660cb8', 'route': ['p2', 'e4', 'i3', 'x6', 'p3', 'c3']}
1769505166.034012,SENT,64f8cfda-e3ad-4807-84e1-3ee603773ac0,5150cd5a-f34e-4b45-a0bc-dff1606ff42a,c3,c5,3381,?,p3,
1769505166.034138,CREATED,6e6921b2-7d56-4363-ac24-5fe2a04a2686,ad8eb39d-c8d1-48a2-b1c6-ee3884a0f8c0,c3,c5,26,?,?,surb={'id': 'f54bb5f4-4808-45b9-8109-52e229943b4d', 'route': ['p2', 'e10', 'i8', 'x9', 'p3', 'c3']}
1769505166.4424815,SENT,0e685d6e-156d-4018-8946-b770b2a25caf,4090e0e2-1c79-42d7-b9b9-f934cf361481,c3,c5,3375,?,p3,
1769505166.442623,CREATED,f6970fa1-6d89-4fa3-a3d0-aab5177ab2a8,ad8eb39d-c8d1-48a2-b1c6-ee3884a0f8c0,c3,c5,26,?,?,surb={'id': 'f54bb5f4-4808-45b9-8109-52e229943b4d', 'route': ['p2', 'e10', 'i8', 'x9', 'p3', 'c3']}
1769505166.5006135,SENT,78b72091-f67e-4714-8edf-f3bdd2245b74,4e823930-843c-4998-ac7c-165e5979b9ea,c3,c5,3395,?,p3,
1769505166.5007162,CREATED,0fbd9997-6f4a-42c1-8ba6-45b418a45ff4,81cb5299-2ebc-4653-86ed-72d270bb1176,c3,c5,27,?,?,surb={'id': '0c08210b-c5d5-4281-bc24-191625824954', 'route': ['p2', 'e7', 'i5', 'x4', 'p3', 'c3']}
1769505166.6789432,SENT,8ade82e3-e4a8-4b29-83ac-b23e786a3692,ef6118e4-cb61-4ff0-93ea-da8aa5d2aaa9,c3,c5,3385,?,p3,
1769505166.6790667,CREATED,a61a2a74-f522-47ba-911b-1654b6b2b96d,81cb5299-2ebc-4653-86ed-72d270bb1176,c3,c5,27,?,?,surb={'id': '0c08210b-c5d5-4281-bc24-191625824954', 'route': ['p2', 'e7', 'i5', 'x4', 'p3', 'c3']}
1769505166.786067,RECEIVED,7b26975f-7049-4aad-aeca-7bc441441a8d,3e511f22-389c-4ac8-a6f1-86e5b3b00c00,c5,c3,27,p3,?,surb={'id': '3f914e6c-a2cd-42ee-a6eb-61cdb53d19a1', 'route': ['p3', 'e12', 'i7', 'x7', 'p2', 'c5']}
1769505166.798039,SENT,cf09cc43-0255-45c7-ae74-d914bb64982b,4e7dc105-56d8-487d-a101-0cd69fe5dd6d,c3,c5,3381,?,p3,
1769505166.79832,CREATED,662ccf4f-b1e6-4d77-9d18-6f83fe9c459d,ff1653e3-ef1f-4f0f-8d9f-fde6c4461de0,c3,c5,27,?,?,surb={'id': 'f0020129-4d5d-465d-aed3-ec2850b507e2', 'route': ['p2', 'e7', 'i8', 'x8', 'p3', 'c3']}
1769505166.8080819,RECEIVED,5a5d188a-6c0a-4759-93f6-e479b6249ad6,153d5991-7c7a-45d6-853f-4779cd03c440,c5,c3,26,p3,?,surb={'id': '2039681d-6a5e-4780-a79e-75932ca490e9', 'route': ['p3', 'e7', 'i8', 'x5', 'p2', 'c5']}
1769505167.4831593,RECEIVED,300bbb4e-211c-4db6-80df-ebeac43bda36,35eaf0ba-3913-4cf6-bf41-0c398eeae84d,c5,c3,27,p3,?,surb={'id': 'b6fb5455-67ac-4098-b862-107ae438abdb', 'route': ['p3', 'e10', 'i11', 'x2', 'p2', 'c5']}
1769505167.7244554,SENT,e55e3822-40c9-4ba2-b451-1a82cf02450f,5c779158-880d-4eed-8791-cffb39845af5,c3,c5,3361,?,p3,
1769505167.7246084,CREATED,90077ad9-725c-4a6c-9db9-5fbe61457e47,ff1653e3-ef1f-4f0f-8d9f-fde6c4461de0,c3,c5,27,?,?,surb={'id': 'f0020129-4d5d-465d-aed3-ec2850b507e2', 'route': ['p2', 'e7', 'i8', 'x8', 'p3', 'c3']}
1769505167.7868862,RECEIVED,bbac506e-7b65-40fc-964f-5f45f357b49b,f0189b46-cc57-44e9-8369-ee1e8e4aecb0,c5,c3,26,p3,?,surb={'id': '536c59f7-a0c9-43b3-902d-85e3c3bb4f7d', 'route': ['p3', 'e11', 'i7', 'x10', 'p2', 'c5']}
1769505167.8565423,SENT,cc46c9a9-0702-40ee-bb26-a05a4392cf0b,e7bda230-5348-4114-af00-8f3142027e0d,c3,c5,3361,?,p3,
1769505167.856674,CREATED,014be8e8-d689-43dd-9927-cd3b7eecfa38,f6d67f97-1d70-4ae5-ac3f-65382b7bd3f5,c3,c5,27,?,?,surb={'id': '63df5c2c-02f4-45f6-92d8-5527ed471c8f', 'route': ['p2', 'e8', 'i9', 'x5', 'p3', 'c3']}
1769505167.871375,SENT,17802a27-fe6b-4a7b-b6bf-9f6c0422dc91,ed67c11e-41a2-4933-9e32-750b64f0f87b,c3,c5,3388,?,p3,
1769505167.8715348,CREATED,3a911da0-87cd-46d3-9cae-436e020311d3,f6d67f97-1d70-4ae5-ac3f-65382b7bd3f5,c3,c5,27,?,?,surb={'id': '63df5c2c-02f4-45f6-92d8-5527ed471c8f', 'route': ['p2', 'e8', 'i9', 'x5', 'p3', 'c3']}
1769505168.0753841,RECEIVED,93b4afcd-2be4-4a78-a22a-fa568444b29c,40de26d9-4c02-4e04-8243-f2ac8cec1207,c2,c3,27,p3,?,surb={'id': '5d0795d4-067d-47c9-a6dd-ee59982db3e0', 'route': ['p3', 'e5', 'i3', 'x4', 'p2', 'c2']}
1769505168.1242998,SENT,fb533a72-00c1-4853-b125-17697e588733,29e47edf-0c4a-423e-94aa-545d5e21ce4a,c3,c5,3382,?,p3,
1769505168.1244702,CREATED,75ce4e54-dab8-4445-ace6-4ad691e90e6e,db2818d8-c036-4afd-a114-c1be6ad4d91e,c3,c5,27,?,?,surb={'id': 'e461e622-8089-4e5a-9235-73bd91599b88', 'route': ['p2', 'e8', 'i8', 'x12', 'p3', 'c3']}
1769505168.2210286,SENT,e07a6f78-1075-489c-bda6-f582bdf7718b,d7936db7-9e7c-410b-9f9d-184d1910f9fc,c3,c5,3375,?,p3,
1769505168.221461,CREATED,920dfd57-fa39-40fa-ab82-00f688c57207,db2818d8-c036-4afd-a114-c1be6ad4d91e,c3,c5,27,?,?,surb={'id': 'e461e622-8089-4e5a-9235-73bd91599b88', 'route': ['p2', 'e8', 'i8', 'x12', 'p3', 'c3']}
1769505168.4889188,SENT,37331a29-b21a-4659-bbcf-ab0b73f659a1,19526ac5-ee43-43e1-9f41-1f4020bfb742,c3,c5,3371,?,p3,
1769505168.4890084,CREATED,27f4494b-38e1-44ca-8653-2a9ace2ec90e,df24220d-6550-431b-a612-c866cd4a71b6,c3,c5,27,?,?,surb={'id': 'c6c97a83-ace8-4c72-89e8-fe2c85ee8f68', 'route': ['p2', 'e10', 'i7', 'x4', 'p3', 'c3']}
1769505168.5150278,SENT,cd714995-61eb-4134-be69-8fba18d58f6d,be6befda-87fc-41d6-9958-43036d46b5ff,c3,c5,3395,?,p3,
1769505168.5151317,CREATED,cca78028-57ab-4ce2-acbe-0b05961a42f7,df24220d-6550-431b-a612-c866cd4a71b6,c3,c5,27,?,?,surb={'id': 'c6c97a83-ace8-4c72-89e8-fe2c85ee8f68', 'route': ['p2', 'e10', 'i7', 'x4', 'p3', 'c3']}
1769505168.5624108,SENT,4006537e-31b9-4c70-a23c-7ad6c62880ce,608e89f9-2104-49b7-bb42-796b56a6319a,c3,c5,3384,?,p3,
1769505168.5625596,CREATED,2fee7015-20fb-4524-9bea-4debb91d9525,4e59fb0a-92a5-4bc5-bc2a-77fc8d3458d0,c3,c5,27,?,?,surb={'id': 'c72c9ba2-1ce6-4802-8481-1eec24b6e27a', 'route': ['p2', 'e7', 'i6', 'x7', 'p3', 'c3']}
1769505168.7182395,SENT,1e83314c-fd65-40a3-880c-27210c7f0d62,28dbbec6-976f-4b36-ba1f-114004139f95,c3,c5,3376,?,p3,
1769505168.7183192,CREATED,13694a20-3d17-49dc-a56e-087f8412f729,4e59fb0a-92a5-4bc5-bc2a-77fc8d3458d0,c3,c5,27,?,?,surb={'id': 'c72c9ba2-1ce6-4802-8481-1eec24b6e27a', 'route': ['p2', 'e7', 'i6', 'x7', 'p3', 'c3']}
1769505168.742068,RECEIVED,ea6ac3b1-0b0d-4d99-8843-07f4150ed1d9,70e570eb-5592-41dd-a440-f5062ceef453,c5,c3,27,p3,?,surb={'id': '99fd86c7-c562-464f-9adb-c2117c3111f3', 'route': ['p3', 'e12', 'i6', 'x9', 'p2', 'c5']}
1769505168.873207,SENT,738d5d2c-066c-400b-b783-b4dc78bfcc07,9a8eddf2-8370-490e-b7e5-1224bb463e57,c3,c5,3360,?,p3,
1769505168.873271,CREATED,bd4a3634-25ee-4f18-9b65-e4c979f46bed,474e6929-a1b6-44fc-a43f-43a55d2c9ad6,c3,c5,27,?,?,surb={'id': '332a6cf9-e713-451c-be52-008e9b9608ca', 'route': ['p2', 'e3', 'i11', 'x4', 'p3', 'c3']}
1769505168.9037023,SENT,504d1944-0a25-4af7-bbe0-a05df589bbbf,c3f533ae-4d88-4736-98ec-5141a9b21793,c3,c5,3378,?,p3,
1769505168.9037638,CREATED,3927df3c-64f5-4d1a-a113-420523c0b5af,474e6929-a1b6-44fc-a43f-43a55d2c9ad6,c3,c5,27,?,?,surb={'id': '332a6cf9-e713-451c-be52-008e9b9608ca', 'route': ['p2', 'e3', 'i11', 'x4', 'p3', 'c3']}
1769505169.211452,SENT,eb861110-143a-44df-8843-350163796f59,7e5af89b-cffc-4c46-b7fe-01b63839a127,c3,c5,3400,?,p3,
1769505169.2115624,CREATED,84529799-a97b-44b7-977c-4fc0e7fa6d37,4ba681ee-bdc0-4cd8-aaf9-949dc0246d78,c3,c5,27,?,?,surb={'id': '02bb8c93-74ee-4640-a829-6d9e2463f490', 'route': ['p2', 'e6', 'i11', 'x5', 'p3', 'c3']}
1769505169.2813196,RECEIVED,7d50b9f8-5db6-4595-a4fd-2c8c5585257d,b65b352f-3522-45eb-b7d5-fb2d44ca1054,c5,c3,27,p3,?,surb={'id': '4e2f2d7c-f0d9-4abf-9395-f8f016b9a454', 'route': ['p3', 'e8', 'i3', 'x4', 'p2', 'c5']}
1769505169.3246305,SENT,bb359e01-ef38-4d5e-b3f3-fe0412ef3f2d,83d89172-3681-424c-9b11-1ab1d97b654d,c3,c5,3360,?,p3,
1769505169.32478,CREATED,16138023-e4aa-4221-86f6-51280f3a01b4,4ba681ee-bdc0-4cd8-aaf9-949dc0246d78,c3,c5,27,?,?,surb={'id': '02bb8c93-74ee-4640-a829-6d9e2463f490', 'route': ['p2', 'e6', 'i11', 'x5', 'p3', 'c3']}
1769505169.3545802,RECEIVED,a02a537d-fc13-497b-b5bc-f7bbf81253eb,6877572e-54de-42d2-83da-1e54cd1cba73,c2,c3,27,p3,?,surb={'id': '0a9bfaab-1476-417f-843d-26f60a2292f9', 'route': ['p3', 'e8', 'i4', 'x1', 'p2', 'c2']}
1769505169.3589451,RECEIVED,ead884f4-72e3-45ae-ab3a-2df52ad93874,f0189b46-cc57-44e9-8369-ee1e8e4aecb0,c5,c3,26,p3,?,surb={'id': '536c59f7-a0c9-43b3-902d-85e3c3bb4f7d', 'route': ['p3', 'e11', 'i7', 'x10', 'p2', 'c5']}
1769505169.3700168,RECEIVED,d2e460d6-9312-4ab4-b4eb-00a76d22f2d5,22e8abcf-dba7-447c-87a6-ba95d7b63986,c5,c3,27,p3,?,surb={'id': '6a082d5f-1a61-4c71-888a-f133542d0859', 'route': ['p3', 'e6', 'i8', 'x12', 'p2', 'c5']}
1769505169.468915,SENT,e740eb38-1a94-42eb-818b-70b75fbd2b01,d9094f29-639b-4a38-96f9-e23c4e3bc224,c3,c5,3381,?,p3,
1769505169.4692018,CREATED,a603f4ab-0bfb-4054-aa3f-d38d6de98c21,063886ed-7500-4376-9050-18bbdca1c3dd,c3,c5,27,?,?,surb={'id': '81803f14-02c5-44dd-9bed-229fa06d681b', 'route': ['p2', 'e7', 'i3', 'x7', 'p3', 'c3']}
1769505169.674155,SENT,7b64109b-6490-4148-b851-0940499d04b9,9016754b-6b41-46ed-9121-37129a58b897,c3,c5,3388,?,p3,
1769505169.6743088,CREATED,c6e8bb07-b1a0-4efb-b9b2-dc6e2882f5c5,063886ed-7500-4376-9050-18bbdca1c3dd,c3,c5,27,?,?,surb={'id': '81803f14-02c5-44dd-9bed-229fa06d681b', 'route': ['p2', 'e7', 'i3', 'x7', 'p3', 'c3']}
1769505169.7585454,RECEIVED,b1eb2e60-8380-455b-ad1d-456816af7b33,5a18891b-d99b-4a46-a06f-46b677986c8d,c5,c3,27,p3,?,surb={'id': 'c937fd1b-f69b-4bc6-a3c9-a8989e40d02d', 'route': ['p3', 'e4', 'i9', 'x9', 'p2', 'c5']}
1769505169.9637747,RECEIVED,8a9fba4f-27d6-4f1c-9b50-4d7d68864bfa,6877572e-54de-42d2-83da-1e54cd1cba73,c2,c3,27,p3,?,surb={'id': '0a9bfaab-1476-417f-843d-26f60a2292f9', 'route': ['p3', 'e8', 'i4', 'x1', 'p2', 'c2']}
1769505169.967959,RECEIVED,ce1c196e-b06e-4778-b51f-b4c8563bdf8a,35eaf0ba-3913-4cf6-bf41-0c398eeae84d,c5,c3,27,p3,?,surb={'id': 'b6fb5455-67ac-4098-b862-107ae438abdb', 'route': ['p3', 'e10', 'i11', 'x2', 'p2', 'c5']}
1769505170.1236641,SENT,84ed3864-a41a-495b-b904-c234648c58ef,a2fbe3ff-8d5a-474b-b8e6-ccc6f2dfef1d,c3,c5,3405,?,p3,
1769505170.1238275,CREATED,f94f6131-177c-460e-9012-23dd0466617e,ff642a44-e40a-4f43-83a9-c39e3a2ffb2a,c3,c5,27,?,?,surb={'id': 'd5fd6f8d-c3c7-4c39-b403-6e1556ed49ca', 'route': ['p2', 'e6', 'i5', 'x12', 'p3', 'c3']}
1769505170.2398424,RECEIVED,2d7a4967-28aa-480e-927d-0a7e65ea79dd,22e8abcf-dba7-447c-87a6-ba95d7b63986,c5,c3,27,p3,?,surb={'id': '6a082d5f-1a61-4c71-888a-f133542d0859', 'route': ['p3', 'e6', 'i8', 'x12', 'p2', 'c5']}
1769505170.3414662,RECEIVED,31c1d64e-cdc8-4cee-8a7e-70782bc68089,0539d8a1-ac9a-4b11-a655-beeb5ea3ca00,c5,c3,27,p3,?,surb={'id': '42bce1d6-01bb-4065-b1dc-dd6919434712', 'route': ['p3', 'e7', 'i3', 'x11', 'p2', 'c5']}
1769505170.4172833,RECEIVED,e0a5cc6f-60a8-4964-ad10-0fe37850deef,b80be5d7-6210-4794-a4d8-d261f95a889d,c5,c3,26,p3,?,surb={'id': '15ba85c6-3e21-48d7-8c4a-3da30b52c476', 'route': ['p3', 'e6', 'i2', 'x10', 'p2', 'c5']}
1769505170.4234176,SENT,1ca7c5f8-fc5f-4cfa-ae1d-dbf562c59bba,01f8c44f-81c8-460c-99cf-8039a6af95bc,c3,c5,3388,?,p3,
1769505170.4235644,CREATED,fbb5ee81-40c9-4682-9b20-328b0b260fbb,ff642a44-e40a-4f43-83a9-c39e3a2ffb2a,c3,c5,27,?,?,surb={'id': 'd5fd6f8d-c3c7-4c39-b403-6e1556ed49ca', 'route': ['p2', 'e6', 'i5', 'x12', 'p3', 'c3']}
1769505170.8134677,RECEIVED,9fa0c03c-047d-4fc1-ab19-926a4a892f7c,b80be5d7-6210-4794-a4d8-d261f95a889d,c5,c3,26,p3,?,surb={'id': '15ba85c6-3e21-48d7-8c4a-3da30b52c476', 'route': ['p3', 'e6', 'i2', 'x10', 'p2', 'c5']}
1769505170.8436763,SENT,5f527601-ce34-4358-a87e-37ff492c478d,bfd67611-312c-48e6-9f68-ea38365ee977,c3,c5,3395,?,p3,
1769505170.8438184,CREATED,da466f29-a5fd-4004-b5e1-895e87b6353f,4256ffa1-4abb-486e-8f2a-dcc417018126,c3,c5,26,?,?,surb={'id': 'f8064dbe-ed12-45dc-86e8-4ee9bc4e8d90', 'route': ['p2', 'e10', 'i11', 'x4', 'p3', 'c3']}
1769505170.8858523,RECEIVED,ee78446a-95a1-4cfa-b9e4-389ae04c016e,0539d8a1-ac9a-4b11-a655-beeb5ea3ca00,c5,c3,27,p3,?,surb={'id': '42bce1d6-01bb-4065-b1dc-dd6919434712', 'route': ['p3', 'e7', 'i3', 'x11', 'p2', 'c5']}
1769505170.9020252,SENT,5f302f5a-f9c7-4b3f-88e0-3b9372625767,a05a70db-5c09-41c6-9bd0-eca0eac4ce10,c3,c5,3391,?,p3,
1769505170.9027846,CREATED,b9f539f0-f14f-4c7f-81e8-8a79cbedd47f,4256ffa1-4abb-486e-8f2a-dcc417018126,c3,c5,26,?,?,surb={'id': 'f8064dbe-ed12-45dc-86e8-4ee9bc4e8d90', 'route': ['p2', 'e10', 'i11', 'x4', 'p3', 'c3']}
1769505171.2229388,RECEIVED,673536ac-d231-44e4-b31a-3ffc411e9b0a,1fdd1d90-1f8d-4ed2-887c-c04f9bd1ae9b,c2,c3,27,p3,?,surb={'id': '66a82d3c-f410-4604-83a0-b05478dc1795', 'route': ['p3', 'e3', 'i10', 'x12', 'p2', 'c2']}
1769505171.247416,RECEIVED,125e9e6f-e0a8-4fb8-93ee-3c2bb7c64b49,1fdd1d90-1f8d-4ed2-887c-c04f9bd1ae9b,c2,c3,27,p3,?,surb={'id': '66a82d3c-f410-4604-83a0-b05478dc1795', 'route': ['p3', 'e3', 'i10', 'x12', 'p2', 'c2']}
1769505171.4504535,SENT,74cac768-99a8-4043-9305-4a2f59ea475f,572236b4-d2b6-4265-826b-f739f33e36bb,c3,c5,3383,?,p3,
1769505171.4506037,CREATED,72620c92-33bc-4d8a-8d4c-db2a611c6efc,44f4b292-8a96-4f19-96e6-587d6cd21c6f,c3,c5,27,?,?,surb={'id': '3cad545c-f34d-4895-993a-d8b4bb148dfd', 'route': ['p2', 'e9', 'i6', 'x11', 'p3', 'c3']}
1769505171.9901476,RECEIVED,a2a345dc-8822-4566-a313-afe58e8138f3,28ef49ce-c8a9-41a7-a344-f7e9442a84ad,c5,c3,27,p3,?,surb={'id': 'fddfa96c-3dc1-4a54-9a69-886d99b6da7b', 'route': ['p3', 'e9', 'i1', 'x4', 'p2', 'c5']}
1769505172.1777246,RECEIVED,5f49dad0-cfe7-49bf-8b4f-f24d85650dc0,e382a189-aa63-4016-a791-952530cd6d51,c2,c3,25,p3,?,surb={'id': '73432d88-e2a6-4bfc-9b88-dbe6a37f5b37', 'route': ['p3', 'e1', 'i3', 'x12', 'p2', 'c2']}
1769505172.5787966,RECEIVED,f80d611b-fb5c-4fd2-8c91-db860e1aa48a,28ef49ce-c8a9-41a7-a344-f7e9442a84ad,c5,c3,27,p3,?,surb={'id': 'fddfa96c-3dc1-4a54-9a69-886d99b6da7b', 'route': ['p3', 'e9', 'i1', 'x4', 'p2', 'c5']}
1769505172.7532387,SENT,203b7daa-c55c-4fe5-9e93-d4ef56abffd9,f6bc00d9-337a-48c4-933d-80cef469ae48,c3,c5,3376,?,p3,
1769505172.7533824,CREATED,41bc2b00-0c9c-4073-8869-9e2622d327a6,44f4b292-8a96-4f19-96e6-587d6cd21c6f,c3,c5,27,?,?,surb={'id': '3cad545c-f34d-4895-993a-d8b4bb148dfd', 'route': ['p2', 'e9', 'i6', 'x11', 'p3', 'c3']}
1769505173.1068933,RECEIVED,b208776a-6cf5-4981-b18c-c4377a5bfcca,09e898c9-fadc-4ce8-b869-171c925cfae8,c2,c3,26,p3,?,surb={'id': 'fce1a126-b6d4-4e85-94dc-8e2c0fd42aa4', 'route': ['p3', 'e6', 'i3', 'x4', 'p2', 'c2']}
1769505173.1113968,SENT,e454ccfe-1916-4560-8e63-989525814fa9,a65de815-e836-4ef4-9e35-1b8f1e8e4d62,c3,c5,3366,?,p3,
1769505173.1115656,CREATED,51760d69-da17-4e69-ada0-e77f6c3dbf77,00f36a7b-d67d-4882-bb08-490d2de8fdb3,c3,c5,27,?,?,surb={'id': '1904f6c6-33c7-40ca-9d42-7d06818451e7', 'route': ['p2', 'e8', 'i5', 'x8', 'p3', 'c3']}
1769505173.3709497,SENT,1f26b7d1-53d0-45d4-9354-c02e0b20ecbc,1001e53c-9bd2-4194-ac42-18459f4f9447,c3,c5,3376,?,p3,
1769505173.3711438,CREATED,981417d9-5837-4951-a154-8445f79ccdcb,00f36a7b-d67d-4882-bb08-490d2de8fdb3,c3,c5,27,?,?,surb={'id': '1904f6c6-33c7-40ca-9d42-7d06818451e7', 'route': ['p2', 'e8', 'i5', 'x8', 'p3', 'c3']}
1769505173.3829029,SENT,7b11755d-5042-4cf1-8e71-1cbd9541fd41,a3cb193b-723d-4201-a262-38b1f706f3e7,c3,c5,3387,?,p3,
1769505173.3830774,CREATED,2a43346f-e61c-423f-9141-f3fe1ec6a93c,906843e1-2c43-401a-85c0-1789afdd17a8,c3,c5,27,?,?,surb={'id': 'b7edea72-7143-435f-8b5e-5e41e4569932', 'route': ['p2', 'e6', 'i3', 'x5', 'p3', 'c3']}
1769505173.385247,RECEIVED,05d877e7-6823-41e2-8fe9-4ac53460a022,9012eaf9-aa1d-4c70-aca1-ad615bccecb5,c2,c3,27,p3,?,surb={'id': '3a5b6748-9a51-46cb-a1c4-c5fe48d5a74f', 'route': ['p3', 'e7', 'i9', 'x4', 'p2', 'c2']}
1769505173.5193925,RECEIVED,bec4b3a2-f68b-4538-a0c5-72fe8a1eb565,80fcc1f2-eeff-4c20-9f2a-4f2a249ca6fd,c5,c3,27,p3,?,surb={'id': '227fb814-2ff5-48fa-ad26-a780422f6c81', 'route': ['p3', 'e8', 'i10', 'x7', 'p2', 'c5']}
1769505173.5555248,RECEIVED,d2135cec-d011-4895-847c-d9e0fd5e95ed,9012eaf9-aa1d-4c70-aca1-ad615bccecb5,c2,c3,27,p3,?,surb={'id': '3a5b6748-9a51-46cb-a1c4-c5fe48d5a74f', 'route': ['p3', 'e7', 'i9', 'x4', 'p2', 'c2']}
1769505173.7270677,SENT,21b78cf1-85c4-47f3-aaee-8981f1095f59,1cff1f06-faea-4fc5-8e9a-eedfecc72fcb,c3,c5,3363,?,p3,
