timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769467937.1179838,SENT,d4d2eede-a2e1-4a43-9a0a-a2f3c372be3d,deebeafd-8e98-4cd3-9a5a-cbe073da0885,c4,c3,3395,?,p1,
1769467937.1182382,CREATED,d6a0d472-1568-47af-bdcc-69213c4bb3b7,49cef9f8-422b-461e-bafb-d1f2c4895bf5,c4,c3,27,?,?,surb={'id': '5a26a1c0-b7d9-41dd-8b67-8b95c5cda22b', 'route': ['p3', 'e10', 'i12', 'x9', 'p1', 'c4']}
1769468097.907458,SENT,b9b6d65c-0949-4f4f-83c4-c3cb1143d7b2,b03714c9-bd53-4f0c-9ad6-272a495ccc4a,c4,c3,3371,?,p1,
1769468097.9075763,CREATED,5b4d040f-6159-4294-9aa8-d25b0910d64d,087d3ae6-2858-48af-b749-76359e4e418d,c4,c3,27,?,?,surb={'id': '798a2562-90f0-4f16-945e-d939f58d599c', 'route': ['p3', 'e1', 'i10', 'x2', 'p1', 'c4']}
1769468098.1881723,SENT,69c6fba1-542f-437e-add0-f26ea49437ac,1c68c867-e390-4547-919d-3edbb5186a60,c4,c3,3375,?,p1,
1769468098.1883054,CREATED,777ae1ee-30c7-4902-817a-5987b2cbd00b,a4dd6baa-f40b-41a0-ac1e-4623bb3b6c52,c4,c3,27,?,?,surb={'id': '7c2061a0-3c9a-4e15-a4cd-3abb3a6d607f', 'route': ['p3', 'e4', 'i6', 'x6', 'p1', 'c4']}
1769468098.3192115,RECEIVED,5f60eec0-d41b-40ee-9421-9d5335fb02c5,2f210a9d-ca83-4ddc-9476-3c56f6587976,c2,c4,27,p1,?,surb={'id': '317b93fd-8223-451e-8285-e0699ff1f0bd', 'route': ['p1', 'e9', 'i10', 'x11', 'p2', 'c2']}
1769468098.4534752,RECEIVED,9b93678e-d954-4d2a-b92d-2865cf73b8d2,460ab311-09c5-4b6c-87ff-48443e137f4d,c2,c4,27,p1,?,surb={'id': 'de1636ee-4448-4324-bc95-2e2ee07e3f20', 'route': ['p1', 'e2', 'i8', 'x11', 'p2', 'c2']}
1769468098.6317801,RECEIVED,a528a26c-490d-44f4-8aa6-45d8272ff38e,ca4cabbf-98fb-4db1-8c6b-452a92bd20e9,c2,c4,27,p1,?,surb={'id': '3e99c303-d1c4-4f79-91c4-c5c6bd738540', 'route': ['p1', 'e3', 'i10', 'x6', 'p2', 'c2']}
1769468098.6337001,SENT,0d3282b6-c6bf-440d-b5ec-0bfaab689b0c,1b6ca813-1700-43de-b55f-74856c4b412c,c4,c3,3380,?,p1,
1769468098.6337922,CREATED,39c55d8e-e424-43fe-ad17-1fdcedd4f393,a4dd6baa-f40b-41a0-ac1e-4623bb3b6c52,c4,c3,27,?,?,surb={'id': '7c2061a0-3c9a-4e15-a4cd-3abb3a6d607f', 'route': ['p3', 'e4', 'i6', 'x6', 'p1', 'c4']}
1769468098.802189,RECEIVED,fb039efa-c792-4461-acef-5965b65e8b26,6b07f05d-e186-47b3-96b7-77ce8f1a30e2,c2,c4,27,p1,?,surb={'id': '0dad7700-7d34-45ac-8c7d-3a4996ab1828', 'route': ['p1', 'e8', 'i12', 'x5', 'p2', 'c2']}
1769468098.8175347,SENT,82cdb4c3-3d97-4e22-886e-10b4f0dbc302,0ecd0db8-5870-4ce6-a8bd-5dd2d8f330f9,c4,c3,3387,?,p1,
1769468098.8176074,CREATED,f7f5fe40-bba0-447c-bef6-809be2661227,b9481d9a-0550-43f8-bd82-69d7f9ff4e43,c4,c3,26,?,?,surb={'id': 'e2213012-cd57-4e51-9de4-56f94b9e0aa0', 'route': ['p3', 'e1', 'i11', 'x11', 'p1', 'c4']}
1769468099.2452672,RECEIVED,f852d07f-3e41-4378-ae23-bef04069eb69,d82f7e87-81a5-45df-a9e0-92e974dbb09e,c2,c4,26,p1,?,surb={'id': '4f981889-bac5-4ddd-818d-e3093b0a036c', 'route': ['p1', 'e11', 'i11', 'x6', 'p2', 'c2']}
1769468099.7050824,SENT,a83be015-7b66-4b26-8b8a-fdc1064cd5de,81204fe4-a4f4-4c41-ba4c-26acb14a68e9,c4,c3,3380,?,p1,
1769468099.7051601,CREATED,ae4af36d-fe4a-4fa1-b19d-028d8298047f,b9481d9a-0550-43f8-bd82-69d7f9ff4e43,c4,c3,26,?,?,surb={'id': 'e2213012-cd57-4e51-9de4-56f94b9e0aa0', 'route': ['p3', 'e1', 'i11', 'x11', 'p1', 'c4']}
1769468099.9027119,RECEIVED,689390fb-533c-4173-aa2a-6e9bc2fb1aab,6b07f05d-e186-47b3-96b7-77ce8f1a30e2,c2,c4,27,p1,?,surb={'id': '0dad7700-7d34-45ac-8c7d-3a4996ab1828', 'route': ['p1', 'e8', 'i12', 'x5', 'p2', 'c2']}
1769468100.1940424,SENT,e42122f4-04d4-4bd3-b493-dc95caa29c20,2d81b488-e84c-48c2-a26c-9ba070542eef,c4,c3,3358,?,p1,
1769468100.1941369,CREATED,dee58bda-c849-42db-a6a7-d118839004d1,75b944dd-b3a5-406f-a52d-c04ac70eaf48,c4,c3,26,?,?,surb={'id': '94f215fb-eea2-4bad-a83a-536d07a96117', 'route': ['p3', 'e7', 'i4', 'x6', 'p1', 'c4']}
1769468100.3122315,SENT,d7f24a0a-8312-4cbb-b83a-c51d82ce9b09,c455462b-0cc4-4fb9-8c4c-8ac5db26b88f,c4,c3,3364,?,p1,
1769468100.3123255,CREATED,554c10d5-b247-4030-9fe6-ed9de983d10e,75b944dd-b3a5-406f-a52d-c04ac70eaf48,c4,c3,26,?,?,surb={'id': '94f215fb-eea2-4bad-a83a-536d07a96117', 'route': ['p3', 'e7', 'i4', 'x6', 'p1', 'c4']}
1769468100.6381447,SENT,bf0bffee-5f3a-49d1-892d-1c85562bfc6e,9d194227-5f3b-49a1-b93b-88b46bcd4a77,c4,c3,3360,?,p1,
1769468100.6382222,CREATED,65abb89b-6b15-4b40-b134-6d1c1c5c7660,b65ab00f-adff-4dd4-aaa0-e3a570bd6d79,c4,c3,26,?,?,surb={'id': '6abcc0b1-a811-4503-8bb2-217ea6232b3c', 'route': ['p3', 'e8', 'i4', 'x7', 'p1', 'c4']}
1769468100.66461,RECEIVED,21b192c6-6333-451b-b740-65f9b6ff0394,50c4b768-7f81-46d8-9d01-11d259295880,c2,c4,27,p1,?,surb={'id': '8b10467b-c3e1-40de-a874-18c233dad397', 'route': ['p1', 'e8', 'i9', 'x10', 'p2', 'c2']}
1769468100.67979,RECEIVED,32b037e9-7462-4569-91ce-8b7bdbb27dce,e80bc4e6-ab08-4c4d-b920-8da9db69d3fb,c2,c4,27,p1,?,surb={'id': 'ebb8274c-8aed-431f-a933-5a420ce0d565', 'route': ['p1', 'e7', 'i7', 'x9', 'p2', 'c2']}
1769468101.0485609,RECEIVED,b06e54f4-a8ea-474f-9b21-2c7878b75664,29ee28af-194f-4ab8-bebc-34044d020577,c2,c4,27,p1,?,surb={'id': '5fa0aab9-7b58-404c-972e-9241d9520ded', 'route': ['p1', 'e5', 'i12', 'x5', 'p2', 'c2']}
1769468101.322138,RECEIVED,45616c2a-ab65-429b-96f5-7cbaedcf8beb,ba1a59e1-ea06-40e1-ba65-c6d4ed85b723,c2,c4,27,p1,?,surb={'id': '6d0d05a2-4903-41c1-be66-34c9d1b25a21', 'route': ['p1', 'e5', 'i4', 'x11', 'p2', 'c2']}
1769468101.5211759,SENT,d43cd2fd-597a-4483-b590-70931d4fb090,3dcb2b9f-83d4-4746-985f-80467cac15b0,c4,c3,3389,?,p1,
1769468101.521287,CREATED,bc866502-8611-4ca4-9e13-49b32acf1233,b65ab00f-adff-4dd4-aaa0-e3a570bd6d79,c4,c3,26,?,?,surb={'id': '6abcc0b1-a811-4503-8bb2-217ea6232b3c', 'route': ['p3', 'e8', 'i4', 'x7', 'p1', 'c4']}
1769468101.614342,RECEIVED,0f7bb770-f44d-475a-88c8-69d8a8e01d00,e80bc4e6-ab08-4c4d-b920-8da9db69d3fb,c2,c4,27,p1,?,surb={'id': 'ebb8274c-8aed-431f-a933-5a420ce0d565', 'route': ['p1', 'e7', 'i7', 'x9', 'p2', 'c2']}
1769468101.7773938,SENT,8f38f52f-7a7f-42f7-889e-ab91a823a7c3,f69ebeae-f194-4b74-b382-8e5514d40c13,c4,c3,3375,?,p1,
1769468101.7774785,CREATED,7b6b54a3-3337-44e7-9025-c433444a91c8,94e528d8-a51f-4416-ad92-f1fc87916cbe,c4,c3,27,?,?,surb={'id': '6c388bb9-61e4-4d99-b508-99b1430fe911', 'route': ['p3', 'e11', 'i10', 'x2', 'p1', 'c4']}
1769468101.9413507,RECEIVED,73f6990e-e3fd-4081-aee7-dc800bd01d16,ba1a59e1-ea06-40e1-ba65-c6d4ed85b723,c2,c4,27,p1,?,surb={'id': '6d0d05a2-4903-41c1-be66-34c9d1b25a21', 'route': ['p1', 'e5', 'i4', 'x11', 'p2', 'c2']}
1769468102.148788,RECEIVED,6991654a-030c-4117-8e80-79e71c72aa9c,ed49070b-2adf-487f-a40d-c7fa744e9e55,c2,c4,27,p1,?,surb={'id': 'c6fbfddd-fa2e-4ca9-bc0e-a3b1409da4d8', 'route': ['p1', 'e3', 'i4', 'x6', 'p2', 'c2']}
1769468102.232084,RECEIVED,b10129c3-2f2a-4e18-bfb9-0c2fdb058df3,f760f79c-6080-48b0-9bf5-e403c8357a13,c2,c4,26,p1,?,surb={'id': 'eb50b831-3cc3-4112-980e-ea02473c06f5', 'route': ['p1', 'e11', 'i4', 'x5', 'p2', 'c2']}
1769468102.2482848,SENT,656392ff-e646-420b-8794-e622cedd52d9,d8dea313-6190-427e-a451-4a5ccccb4c08,c4,c3,3387,?,p1,
1769468102.2483764,CREATED,2a2421c3-740f-471b-a85d-d78c1e0308db,94e528d8-a51f-4416-ad92-f1fc87916cbe,c4,c3,27,?,?,surb={'id': '6c388bb9-61e4-4d99-b508-99b1430fe911', 'route': ['p3', 'e11', 'i10', 'x2', 'p1', 'c4']}
1769468102.6298962,SENT,ec3229ee-4b5e-4637-acd6-d5df5dda7329,db298f8c-9eab-4e89-947d-5482ab7448e9,c4,c3,3391,?,p1,
1769468102.6300168,CREATED,a65535a0-5ec0-49b9-8ef7-3d6929e5c1d7,082f7a9c-5b6b-4a7d-94ae-cac9e99f10e8,c4,c3,27,?,?,surb={'id': 'f873fb68-0a33-467e-bfec-7fa22aacb76e', 'route': ['p3', 'e11', 'i9', 'x2', 'p1', 'c4']}
1769468102.6511943,SENT,5083123b-7110-46bf-bf1e-dca0c128bf62,899df2e1-83e2-4fae-8200-d315f7a26125,c4,c3,3383,?,p1,
1769468102.6513433,CREATED,302c1b14-f54f-484a-9f68-78d583a5d1f3,082f7a9c-5b6b-4a7d-94ae-cac9e99f10e8,c4,c3,27,?,?,surb={'id': 'f873fb68-0a33-467e-bfec-7fa22aacb76e', 'route': ['p3', 'e11', 'i9', 'x2', 'p1', 'c4']}
1769468102.8383522,RECEIVED,816df07e-b551-4a49-9cf3-3aaae929a1f6,d82f7e87-81a5-45df-a9e0-92e974dbb09e,c2,c4,26,p1,?,surb={'id': '4f981889-bac5-4ddd-818d-e3093b0a036c', 'route': ['p1', 'e11', 'i11', 'x6', 'p2', 'c2']}
1769468102.9044507,SENT,49a15c89-3f66-4d73-a7f8-7a35530aa8e2,39a9f22a-fee4-4144-8c41-fe05a4d0162a,c4,c3,3403,?,p1,
1769468102.9045522,CREATED,b6875214-681b-4fa8-b99b-03ea0c1b7690,1b88adf9-0deb-4b54-b2e1-a783953b790b,c4,c3,27,?,?,surb={'id': '60d7df2f-a6c6-4a23-a038-8e1b28208413', 'route': ['p3', 'e11', 'i11', 'x7', 'p1', 'c4']}
1769468103.2120218,RECEIVED,be653409-a6f2-4e7c-82d1-1674b63cbbab,4d027792-241c-4490-8ee8-6bc8b5754bbf,c2,c4,27,p1,?,surb={'id': '7e45712a-9eb7-4949-8c0c-0a18902742c2', 'route': ['p1', 'e5', 'i9', 'x7', 'p2', 'c2']}
1769468103.4633057,RECEIVED,c9b3f1aa-94df-42e5-9a06-9c55b3409112,4d027792-241c-4490-8ee8-6bc8b5754bbf,c2,c4,27,p1,?,surb={'id': '7e45712a-9eb7-4949-8c0c-0a18902742c2', 'route': ['p1', 'e5', 'i9', 'x7', 'p2', 'c2']}
1769468103.924986,SENT,5f885640-7c7c-41be-a4f9-bc479ed33b0c,8567569b-ba01-495b-afea-9459e4af1aa5,c4,c3,3391,?,p1,
1769468103.9251535,CREATED,e48da08c-6deb-49fe-aded-99e0319ac5f6,1b88adf9-0deb-4b54-b2e1-a783953b790b,c4,c3,27,?,?,surb={'id': '60d7df2f-a6c6-4a23-a038-8e1b28208413', 'route': ['p3', 'e11', 'i11', 'x7', 'p1', 'c4']}
1769468104.457802,RECEIVED,e9f69561-6ae3-4022-af6c-301eadd17abc,f6c473f7-5837-4eed-bb07-095c743ecef6,c2,c4,26,p1,?,surb={'id': '17d32e2f-8382-4b13-8e04-4c00fede7ff6', 'route': ['p1', 'e2', 'i12', 'x12', 'p2', 'c2']}
1769468104.5410297,SENT,ae96b94b-9285-468a-8c89-7cd0ff7509bd,4d9e6426-77ae-45e6-a1b4-af1db17437fc,c4,c3,3391,?,p1,
1769468104.5412114,CREATED,63e5a64e-ae63-42a5-9291-4ed5578b0feb,9fe7264e-6046-4877-9360-327ef54ba87a,c4,c3,27,?,?,surb={'id': 'ba0d35ab-e449-4fdf-8dbf-8790a2d0deb5', 'route': ['p3', 'e4', 'i1', 'x12', 'p1', 'c4']}
1769468104.7843244,RECEIVED,d1f09da8-6f37-4bff-a7d7-6ba5f40809b7,e0452723-cf3c-49c6-9694-2825cb38d24d,c2,c4,27,p1,?,surb={'id': 'ec85048a-88d2-4ec7-ad99-bc5933451467', 'route': ['p1', 'e9', 'i9', 'x2', 'p2', 'c2']}
1769468104.823581,RECEIVED,279e7791-feb5-46ea-870e-e7acbbf0f510,f6c473f7-5837-4eed-bb07-095c743ecef6,c2,c4,26,p1,?,surb={'id': '17d32e2f-8382-4b13-8e04-4c00fede7ff6', 'route': ['p1', 'e2', 'i12', 'x12', 'p2', 'c2']}
1769468104.896114,SENT,2bdaed26-2822-4461-b00a-90a267e1db55,2de490ba-1e28-4daf-ab10-acdec32dffd7,c4,c3,3384,?,p1,
1769468104.8961735,CREATED,0911e66e-cd6c-46bf-a6f1-57385761b7aa,9fe7264e-6046-4877-9360-327ef54ba87a,c4,c3,27,?,?,surb={'id': 'ba0d35ab-e449-4fdf-8dbf-8790a2d0deb5', 'route': ['p3', 'e4', 'i1', 'x12', 'p1', 'c4']}
1769468105.0311136,SENT,1ff5439c-1033-4a6c-8c50-2433395e9b2a,bd683569-92a1-40d9-ac2b-0bfe8f22628d,c4,c3,3370,?,p1,
1769468105.0312505,CREATED,9d8f909a-c580-4e3d-81b6-a402d64f9923,b3a44127-5d5d-48cf-85cf-f78908e14b1b,c4,c3,27,?,?,surb={'id': 'd56352c5-56aa-4d13-b026-f5046f274d88', 'route': ['p3', 'e4', 'i1', 'x5', 'p1', 'c4']}
1769468105.0721714,SENT,567b50aa-8ef8-4f71-afb7-0adb532eb79a,f732c204-4cd3-43ea-aaba-43ae7a98cef3,c4,c3,3376,?,p1,
1769468105.072304,CREATED,7afd7e59-bf22-42c1-bd2f-478748256b07,b3a44127-5d5d-48cf-85cf-f78908e14b1b,c4,c3,27,?,?,surb={'id': 'd56352c5-56aa-4d13-b026-f5046f274d88', 'route': ['p3', 'e4', 'i1', 'x5', 'p1', 'c4']}
1769468105.1205366,SENT,5b667188-3c34-4965-80e7-07fa31ac39b8,449742af-5ba5-4fc0-9c37-078a4a469fc6,c4,c3,3376,?,p1,
1769468105.1206656,CREATED,0d38da74-0a14-4cc1-98be-1135eeb94782,67cd06cd-8c8a-4f2e-b0a6-67978ef5406d,c4,c3,27,?,?,surb={'id': '3ae82a9a-7f25-4bbe-98f7-14d3ce644b5e', 'route': ['p3', 'e5', 'i8', 'x6', 'p1', 'c4']}
1769468106.294886,SENT,4efc7ea1-f05f-4307-b047-6ca7a73de7a9,6193387b-f966-46a3-8074-4a882a17d7b1,c4,c3,3383,?,p1,
1769468106.295035,CREATED,7f73952b-e83c-4502-95d7-beeeefe8ec1c,67cd06cd-8c8a-4f2e-b0a6-67978ef5406d,c4,c3,27,?,?,surb={'id': '3ae82a9a-7f25-4bbe-98f7-14d3ce644b5e', 'route': ['p3', 'e5', 'i8', 'x6', 'p1', 'c4']}
1769468106.313612,SENT,2dd94460-b41c-4f7d-a452-39d8c8249742,398a3f35-0524-4283-ba9f-fc4d753d8b99,c4,c3,3398,?,p1,
1769468106.3137615,CREATED,b246f317-5e39-46ef-9fee-2d98c6bded05,c3658515-c16e-40f4-a0d2-f4de582888c4,c4,c3,26,?,?,surb={'id': '5fd6aa50-1607-4062-8b2a-2169f2022d89', 'route': ['p3', 'e3', 'i4', 'x3', 'p1', 'c4']}
1769468106.3674238,RECEIVED,f6b3c2eb-451b-4b49-88cc-137741e7a128,990ffa99-eb79-4e14-b4be-5822053cbf9c,c2,c4,27,p1,?,surb={'id': 'ba9b8012-a93f-41b3-8fba-326dde512435', 'route': ['p1', 'e12', 'i5', 'x5', 'p2', 'c2']}
1769468106.4567456,SENT,4ddc7c22-fb1f-4d59-9816-49311b895b87,18922189-d70d-4e66-9251-b6c19801307f,c4,c3,3361,?,p1,
1769468106.4568405,CREATED,428d8b19-3a40-4a9b-ad34-b06ff4beca8e,c3658515-c16e-40f4-a0d2-f4de582888c4,c4,c3,26,?,?,surb={'id': '5fd6aa50-1607-4062-8b2a-2169f2022d89', 'route': ['p3', 'e3', 'i4', 'x3', 'p1', 'c4']}
1769468106.5939398,SENT,02de3965-e0e0-488e-b9f1-3a423f5dab8d,c0908658-c4d4-430c-90b2-0dde69d39421,c4,c3,3373,?,p1,
1769468106.5940108,CREATED,bd1163be-d5ab-4126-a6a8-ebb8e996f599,ccb93636-537b-4489-b25f-885e656144f4,c4,c3,27,?,?,surb={'id': '0eef9d4a-405e-42fa-872d-34ac0259ab31', 'route': ['p3', 'e8', 'i12', 'x4', 'p1', 'c4']}
1769468106.67649,RECEIVED,9802b21b-c540-4614-a9ec-9711cead14db,a7cc52a7-75be-4c71-b7a7-26b285775253,c2,c4,27,p1,?,surb={'id': '94d3c52d-efbd-4225-8045-1db051273401', 'route': ['p1', 'e10', 'i7', 'x8', 'p2', 'c2']}
1769468106.848692,RECEIVED,b414cb60-5e37-45b9-ba36-330fe7da5b5a,e0452723-cf3c-49c6-9694-2825cb38d24d,c2,c4,27,p1,?,surb={'id': 'ec85048a-88d2-4ec7-ad99-bc5933451467', 'route': ['p1', 'e9', 'i9', 'x2', 'p2', 'c2']}
1769468107.190352,SENT,c46243a1-669d-41df-96e6-ae4c2ed1d03c,3d72d06b-7b41-4c61-a054-69c72cd425cf,c4,c3,3411,?,p1,
1769468107.1904843,CREATED,9f4bb35f-07b0-472c-8bde-5780ca2502bc,ccb93636-537b-4489-b25f-885e656144f4,c4,c3,27,?,?,surb={'id': '0eef9d4a-405e-42fa-872d-34ac0259ab31', 'route': ['p3', 'e8', 'i12', 'x4', 'p1', 'c4']}
1769468107.2773452,RECEIVED,bc950556-c995-46eb-a780-eb641c28fd1c,6cd1b803-a73a-4a6c-ac5c-a46c5c31e2f9,c2,c4,27,p1,?,surb={'id': '434b5eee-3b9b-4bce-92ef-0c784aecd41b', 'route': ['p1', 'e2', 'i11', 'x1', 'p2', 'c2']}
1769468107.2853932,SENT,21e9b1a1-db35-40fb-bb6e-2741e648ffab,604536f8-b7a8-4b20-b884-9564add8ffc5,c4,c3,3364,?,p1,
1769468107.285545,CREATED,2dfa2690-4b25-4be9-bf35-23fca76c2d05,c856a94f-1b8f-4089-bdf3-4a7557e8063c,c4,c3,27,?,?,surb={'id': 'dc7b3c82-7826-4b48-8e9c-f27c647eb355', 'route': ['p3', 'e8', 'i2', 'x8', 'p1', 'c4']}
1769468108.0727787,RECEIVED,e691226d-779b-4db3-9bf8-a74993eaa8a4,93660d4b-aca0-454b-9d95-173ab9218e6b,c2,c4,27,p1,?,surb={'id': '3c4740cf-b52b-4851-9dae-3664060d840b', 'route': ['p1', 'e2', 'i8', 'x7', 'p2', 'c2']}
1769468108.2191122,SENT,2c18db09-08fb-4a7c-ae29-14613e7ad812,31a9b129-3e71-44d6-bfbd-60dbabb2fdd5,c4,c3,3371,?,p1,
1769468108.219242,CREATED,411e217b-4eab-4572-aca7-0b1ad2d9aa6f,c856a94f-1b8f-4089-bdf3-4a7557e8063c,c4,c3,27,?,?,surb={'id': 'dc7b3c82-7826-4b48-8e9c-f27c647eb355', 'route': ['p3', 'e8', 'i2', 'x8', 'p1', 'c4']}
1769468108.2365336,RECEIVED,11b987f7-6d72-4c41-ae82-28c8559d2aaa,990ffa99-eb79-4e14-b4be-5822053cbf9c,c2,c4,27,p1,?,surb={'id': 'ba9b8012-a93f-41b3-8fba-326dde512435', 'route': ['p1', 'e12', 'i5', 'x5', 'p2', 'c2']}
1769468108.4549801,SENT,a4c0c192-098a-49b7-a292-8c978233b425,2a82dde7-1ce4-4aa0-ae5a-9a04c303a2aa,c4,c3,3388,?,p1,
1769468108.4551103,CREATED,d79b46a3-dfd6-4188-bd4f-5b7b825d10d1,0fc81e7b-7572-459e-9b2f-fa88a24051f7,c4,c3,26,?,?,surb={'id': 'fd8ae9ac-8261-40b9-9f3a-392a90ca28fd', 'route': ['p3', 'e11', 'i7', 'x9', 'p1', 'c4']}
1769468108.5268705,RECEIVED,92edbeed-7e20-4d87-810a-aed2e0e2f771,2616a06f-b2bc-475b-9e9e-c3c566b2aade,c2,c4,27,p1,?,surb={'id': 'c002b7de-1487-4c26-aa18-a05ffe3f01be', 'route': ['p1', 'e12', 'i9', 'x6', 'p2', 'c2']}
1769468108.788089,RECEIVED,15aca5ea-391c-4589-b3fa-9db0eafc8887,a7cc52a7-75be-4c71-b7a7-26b285775253,c2,c4,27,p1,?,surb={'id': '94d3c52d-efbd-4225-8045-1db051273401', 'route': ['p1', 'e10', 'i7', 'x8', 'p2', 'c2']}
1769468108.8181376,SENT,d0afef4b-f0b6-4f25-af53-8575cd48a4b9,32ca6b35-797b-4333-aa99-d8d7b0051801,c4,c3,3388,?,p1,
1769468108.8182411,CREATED,0ff5cfb8-5cb6-46bb-a0f6-e4d75569b9e7,0fc81e7b-7572-459e-9b2f-fa88a24051f7,c4,c3,26,?,?,surb={'id': 'fd8ae9ac-8261-40b9-9f3a-392a90ca28fd', 'route': ['p3', 'e11', 'i7', 'x9', 'p1', 'c4']}
1769468108.9862359,SENT,2fd309d2-4b80-4531-9ead-dafcba30e997,3f6c9f1a-a31d-4603-8f7d-841892808c6a,c4,c3,3379,?,p1,
1769468108.98638,CREATED,af8c3f08-f9c3-4a46-b1cc-9b2d802ed704,34077302-5240-40a8-90e1-11d8c988f10e,c4,c3,27,?,?,surb={'id': '65e0a288-f4cb-45bc-81c4-22f308a03429', 'route': ['p3', 'e6', 'i8', 'x4', 'p1', 'c4']}
1769468109.0647113,SENT,a945d812-1ca8-42f0-a36b-6b617e8b038e,0829fa66-6412-4abd-92f1-1855e1dbc07e,c4,c3,3376,?,p1,
1769468109.0650797,CREATED,163f1a91-a9a3-4f08-97c9-5a514d1513e0,34077302-5240-40a8-90e1-11d8c988f10e,c4,c3,27,?,?,surb={'id': '65e0a288-f4cb-45bc-81c4-22f308a03429', 'route': ['p3', 'e6', 'i8', 'x4', 'p1', 'c4']}
1769468109.1450982,SENT,14b0a457-bd95-4f48-975a-578915553c7f,4bf08b8b-3866-4517-930b-4e236f64faad,c4,c3,3377,?,p1,
1769468109.1452513,CREATED,faf3cdaa-18cd-4703-8f02-0d8b7e64fab8,9f167a7d-f035-4571-8d0f-c8da649815d8,c4,c3,27,?,?,surb={'id': 'b6af9ff0-7c1d-49f8-803f-c282dd7de154', 'route': ['p3', 'e1', 'i1', 'x4', 'p1', 'c4']}
1769468109.232001,RECEIVED,d9abe79a-7a4f-4ad7-8a29-11ed2e219c2b,c51308c4-e294-4565-99c1-dbe5b1d19cea,c2,c4,27,p1,?,surb={'id': 'c69cec52-6ef9-4b38-96d6-e23baf039155', 'route': ['p1', 'e11', 'i7', 'x5', 'p2', 'c2']}
1769468109.3050246,SENT,94d94423-e304-4eb6-8878-85cebf1910e2,83ac273a-2d54-4d4d-b031-87ee73079b93,c4,c3,3384,?,p1,
1769468109.305925,CREATED,d09ee670-db2e-4778-acdf-8a4d7dfd4eb6,9f167a7d-f035-4571-8d0f-c8da649815d8,c4,c3,27,?,?,surb={'id': 'b6af9ff0-7c1d-49f8-803f-c282dd7de154', 'route': ['p3', 'e1', 'i1', 'x4', 'p1', 'c4']}
1769468109.5446606,SENT,95314611-a0ff-44a2-aa48-5b3729777238,800e923b-938b-43da-b523-a16b385230bd,c4,c3,3384,?,p1,
1769468109.54476,CREATED,aa1e2c02-17df-48c5-924e-5ed4a477f908,935ead18-7635-4d4f-b6e0-e791a5be0588,c4,c3,27,?,?,surb={'id': 'b7f187e4-3ed8-4440-b9ef-9a312ec2ce78', 'route': ['p3', 'e8', 'i11', 'x12', 'p1', 'c4']}
1769468109.7219417,SENT,07db2a88-e0c6-4120-acb6-b3bc2738ed9c,f99a3c8d-8373-4a3d-af74-fa401ea2258d,c4,c3,3399,?,p1,
1769468109.7220418,CREATED,03ad8069-26c7-43fe-b6d1-8a9133f3813b,935ead18-7635-4d4f-b6e0-e791a5be0588,c4,c3,27,?,?,surb={'id': 'b7f187e4-3ed8-4440-b9ef-9a312ec2ce78', 'route': ['p3', 'e8', 'i11', 'x12', 'p1', 'c4']}
1769468110.0222583,RECEIVED,77ca495a-bb50-4e00-87d4-838d12736fc0,c51308c4-e294-4565-99c1-dbe5b1d19cea,c2,c4,27,p1,?,surb={'id': 'c69cec52-6ef9-4b38-96d6-e23baf039155', 'route': ['p1', 'e11', 'i7', 'x5', 'p2', 'c2']}
1769468110.0253,RECEIVED,25890986-ea56-4fdf-9abf-44442f3b2707,b4f6e7dd-e88a-47fc-97df-8239eb74cf6b,c2,c4,27,p1,?,surb={'id': '6b6057dc-c056-44ce-8597-e9b03634d64b', 'route': ['p1', 'e2', 'i11', 'x7', 'p2', 'c2']}
1769468110.1794672,SENT,c8c87820-45f4-42eb-88db-ac8dcc21ccd5,78279634-5add-4b5a-b55a-8a6b29e329d4,c4,c3,3384,?,p1,
1769468110.1795669,CREATED,37daba7f-bf32-4593-af1b-d6d04926e458,e20567a0-9322-4cca-93f1-0bd990259907,c4,c3,27,?,?,surb={'id': '3c1acc9b-ece1-46e0-b24b-8c8784449ff3', 'route': ['p3', 'e7', 'i2', 'x3', 'p1', 'c4']}
1769468110.2673037,SENT,63f6eae4-6ad6-4e2a-8950-bbe875a45b90,f3ce3419-06f1-47ed-8b9b-4da88500bb4a,c4,c3,3383,?,p1,
1769468110.267437,CREATED,87bcbe7d-011a-4c74-a45e-1daeb3ce22e3,e20567a0-9322-4cca-93f1-0bd990259907,c4,c3,27,?,?,surb={'id': '3c1acc9b-ece1-46e0-b24b-8c8784449ff3', 'route': ['p3', 'e7', 'i2', 'x3', 'p1', 'c4']}
1769468110.4731762,RECEIVED,37488fc3-5504-43bf-bbb5-a42b1f5b810c,dc4f4bef-da8e-40f1-85cf-e695b6db293e,c2,c4,27,p1,?,surb={'id': 'b7b34a86-f03f-45ab-a00e-7c0f6fb578dc', 'route': ['p1', 'e12', 'i6', 'x12', 'p2', 'c2']}
1769468110.51809,SENT,0ad1ef9f-e19f-436e-9155-4fca58664480,fb6e041e-4a99-4fbe-93f9-5b8f12404dbe,c4,c3,3395,?,p1,
