timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769467937.4106207,SENT,09559b6b-32ac-47cb-9252-bfe5ebb96c71,4420d907-f034-49bf-9375-0ebd5a9ee412,c1,c2,3396,?,p1,
1769467937.41081,CREATED,5ee8f046-e49c-4fdf-90b4-12e18eb66437,44e8a973-b5eb-49a8-a1f2-e44c03c52d34,c1,c2,27,?,?,surb={'id': '625ccfc2-d2d3-475e-a17a-46475dac0c92', 'route': ['p2', 'e3', 'i9', 'x5', 'p1', 'c1']}
1769468111.9618244,RECEIVED,1c30891f-5414-4198-96b0-c19eab9e7bfd,de8643fa-a136-4a6f-aa11-ae22d061bd86,c3,c1,27,p1,?,surb={'id': 'a4c3e73e-19b1-42c4-b5ff-a285777fd7ed', 'route': ['p1', 'e7', 'i7', 'x11', 'p3', 'c3']}
1769468112.01044,SENT,88c47890-b4ed-4ec7-85d3-8f7ed82bd4cf,1ed17c58-9f1c-4abd-b1d0-dfd0a5f65347,c1,c2,3393,?,p1,
1769468112.0105917,CREATED,ad93b550-1665-45e3-82da-4170562a7b4c,c29ab07f-25dd-4c87-b3f4-e0fbf7454a93,c1,c2,27,?,?,surb={'id': '5d580301-4c83-4ee7-825b-3bc6007fdcb2', 'route': ['p2', 'e7', 'i8', 'x12', 'p1', 'c1']}
1769468112.0996604,SENT,243946b6-b5b3-4ebc-a4c3-1e8d3f98bafa,e138dca7-b61b-4521-98e9-18cde309a868,c1,c2,3391,?,p1,
1769468112.0998368,CREATED,d7ff5175-9742-440d-b075-1085cce67b92,09bd070d-c6cf-44f4-9a1f-12b715a4444d,c1,c2,26,?,?,surb={'id': 'f1ccabe8-2229-4da4-88ce-4ab5ae6b4180', 'route': ['p2', 'e2', 'i6', 'x12', 'p1', 'c1']}
1769468112.130931,SENT,369babe9-bcbe-4078-88a5-9fdfafb792cc,1b4d0004-ae29-49b3-8786-dcc57ddd04df,c1,c2,3368,?,p1,
1769468112.1311052,CREATED,dcd0a747-9882-47fe-a2c7-74736236349a,09bd070d-c6cf-44f4-9a1f-12b715a4444d,c1,c2,26,?,?,surb={'id': 'f1ccabe8-2229-4da4-88ce-4ab5ae6b4180', 'route': ['p2', 'e2', 'i6', 'x12', 'p1', 'c1']}
1769468112.5134008,SENT,6cb1e0c5-aa5b-4d34-a77d-ab93313c61e9,efffbc04-d3e6-49a2-a28e-edaba2649cea,c1,c2,3376,?,p1,
1769468112.5135014,CREATED,88015756-5344-434e-87d7-5ac853a5f98a,170d8464-1a99-4ed9-ae79-9dd85190d568,c1,c2,27,?,?,surb={'id': 'b2593c12-4425-4185-bc6b-4c967f133141', 'route': ['p2', 'e8', 'i1', 'x8', 'p1', 'c1']}
1769468112.5745635,RECEIVED,6dc5623c-9bdd-4aa8-a108-0b2659c332d3,c90bf754-840b-4bcf-bcde-52f3a7a45033,c3,c1,27,p1,?,surb={'id': '9e781d8d-82ea-4897-bd1c-d04e7fd34154', 'route': ['p1', 'e12', 'i7', 'x7', 'p3', 'c3']}
1769468113.4463353,RECEIVED,dd6dc6ef-490b-47eb-a327-e2075a22a7d4,66eb7b43-18c6-4723-a94e-64eb113922ed,c3,c1,27,p1,?,surb={'id': '93558d91-fbb8-4418-9574-fe21ab78d573', 'route': ['p1', 'e2', 'i7', 'x8', 'p3', 'c3']}
1769468113.5471547,RECEIVED,02c7f092-1636-4809-b815-6b19b44dfc49,a0d89492-2f23-47e3-92b3-78d46759f2a3,c3,c1,27,p1,?,surb={'id': '67bacc55-89eb-4c2f-929d-98cc2691898e', 'route': ['p1', 'e7', 'i9', 'x1', 'p3', 'c3']}
1769468113.5494478,SENT,60ad076d-3d40-4715-8cad-df077899a399,d6dbf132-dcf8-49d2-8920-3957c88d1623,c1,c2,3376,?,p1,
1769468113.5495245,CREATED,790e10f2-d87e-44e9-bac5-22dfd2f66b4a,170d8464-1a99-4ed9-ae79-9dd85190d568,c1,c2,27,?,?,surb={'id': 'b2593c12-4425-4185-bc6b-4c967f133141', 'route': ['p2', 'e8', 'i1', 'x8', 'p1', 'c1']}
1769468113.608079,SENT,a3145edd-142a-4b40-aabc-dddad59b2343,80b9ed95-21c9-4616-ac28-beb7ae5dcc20,c1,c2,3400,?,p1,
1769468113.608144,CREATED,a655520d-8615-4200-a0b4-bbc979e8ba17,bf15c118-527b-4515-9c72-caa134d7e6a9,c1,c2,27,?,?,surb={'id': '46fa2c37-88ac-488c-825a-3993abacfa34', 'route': ['p2', 'e11', 'i2', 'x6', 'p1', 'c1']}
1769468113.8055353,RECEIVED,c99815be-63b4-4d4c-b469-c9741e2c3f3d,3c45cdf2-9e91-457a-9a91-4d2db21b7ab1,c3,c1,27,p1,?,surb={'id': '875fb2f8-534a-4909-ab72-4720c0ef3905', 'route': ['p1', 'e10', 'i10', 'x3', 'p3', 'c3']}
1769468113.8535423,RECEIVED,61f4c436-f4bb-4bca-90cb-560ab6a7143e,082eada7-3e6a-4773-ac82-4a8d63dd7409,c3,c1,27,p1,?,surb={'id': 'bbef4f85-3d91-43a8-ada0-284e850c61ce', 'route': ['p1', 'e2', 'i2', 'x4', 'p3', 'c3']}
1769468114.0416863,SENT,c971d2a3-8e86-4a36-be89-e0514fa62e44,df62559e-f457-4109-8703-5cbffe4183ec,c1,c2,3403,?,p1,
1769468114.0417633,CREATED,ddf39fe3-cccd-47e0-98a7-36a3650cd6af,bf15c118-527b-4515-9c72-caa134d7e6a9,c1,c2,27,?,?,surb={'id': '46fa2c37-88ac-488c-825a-3993abacfa34', 'route': ['p2', 'e11', 'i2', 'x6', 'p1', 'c1']}
1769468114.2212713,RECEIVED,ca0f96d4-eaa7-4114-9413-3aec5a479bc8,66eb7b43-18c6-4723-a94e-64eb113922ed,c3,c1,27,p1,?,surb={'id': '93558d91-fbb8-4418-9574-fe21ab78d573', 'route': ['p1', 'e2', 'i7', 'x8', 'p3', 'c3']}
1769468114.3244646,RECEIVED,4aad6591-d95f-4e4c-815e-897e1b1090cc,01cecbcc-304e-4527-b0e4-e33bb54dfa9f,c3,c1,27,p1,?,surb={'id': 'cbd4a77b-f32f-40f5-963f-7efffd031fb8', 'route': ['p1', 'e5', 'i4', 'x9', 'p3', 'c3']}
1769468114.5025585,RECEIVED,dffe038f-07e3-4325-8717-ab80bfaeb93a,3c45cdf2-9e91-457a-9a91-4d2db21b7ab1,c3,c1,27,p1,?,surb={'id': '875fb2f8-534a-4909-ab72-4720c0ef3905', 'route': ['p1', 'e10', 'i10', 'x3', 'p3', 'c3']}
1769468114.6521244,RECEIVED,d1737e56-3fe2-4127-9718-4db80f5a70f4,34b809a0-98b5-4d57-90db-592c5af3a460,c3,c1,27,p1,?,surb={'id': 'f8c65aee-976e-4a17-99a6-d53736e11230', 'route': ['p1', 'e4', 'i3', 'x12', 'p3', 'c3']}
1769468115.0684953,RECEIVED,cbf96391-ff62-40ba-a04d-32daee5af355,b3bfea78-172f-4dd0-ab22-5f3426039f17,c3,c1,26,p1,?,surb={'id': '4578be6f-3b4c-432b-b347-e6e2d53fe237', 'route': ['p1', 'e7', 'i12', 'x2', 'p3', 'c3']}
1769468115.6659577,SENT,81708250-1a8f-4211-b1a3-6b65a2c5031a,16052dd7-2c59-409c-b36a-893ea0844ba3,c1,c2,3390,?,p1,
1769468115.6662486,CREATED,b2fc0b18-92b2-4851-bb30-682846ae9f2c,0c09a260-1cb0-415d-aff2-74c9794a89f7,c1,c2,27,?,?,surb={'id': '0de61a33-3183-4cc9-8eb5-dc2f8752ddbd', 'route': ['p2', 'e4', 'i12', 'x7', 'p1', 'c1']}
1769468115.691777,SENT,340feb81-92d0-47b4-b1c6-3a8cdee5f1ae,c91912ea-44fd-4285-959a-fc1f10834086,c1,c2,3379,?,p1,
1769468115.6919122,CREATED,566c64b9-feec-4626-bb13-3ee16c0202bc,0c09a260-1cb0-415d-aff2-74c9794a89f7,c1,c2,27,?,?,surb={'id': '0de61a33-3183-4cc9-8eb5-dc2f8752ddbd', 'route': ['p2', 'e4', 'i12', 'x7', 'p1', 'c1']}
1769468115.7433863,SENT,645f97ff-b44b-43c7-b40d-0a2e6a22fe91,cd164606-0c67-40e3-8c0e-564acc63fefb,c1,c2,3384,?,p1,
1769468115.743623,CREATED,0f8df6ec-9f8e-4432-a319-4f8861feaebf,3b555a2a-e361-42a6-b863-063bb4683196,c1,c2,27,?,?,surb={'id': '7d56ad3e-fb3d-49b2-b1bf-7d99fa304abe', 'route': ['p2', 'e12', 'i4', 'x3', 'p1', 'c1']}
1769468115.8396018,SENT,6c4a726f-c6b6-4b6e-ad54-f32901cfa45f,c80392e1-dcc2-4119-a9ec-0261bd745bf1,c1,c2,3396,?,p1,
1769468115.839738,CREATED,48608ac6-9616-4b73-a84f-dac2aa509e3a,3b555a2a-e361-42a6-b863-063bb4683196,c1,c2,27,?,?,surb={'id': '7d56ad3e-fb3d-49b2-b1bf-7d99fa304abe', 'route': ['p2', 'e12', 'i4', 'x3', 'p1', 'c1']}
1769468115.92909,RECEIVED,1abe5874-ec05-4d24-9cbd-35c3399de61a,01cecbcc-304e-4527-b0e4-e33bb54dfa9f,c3,c1,27,p1,?,surb={'id': 'cbd4a77b-f32f-40f5-963f-7efffd031fb8', 'route': ['p1', 'e5', 'i4', 'x9', 'p3', 'c3']}
1769468116.0102627,SENT,cb814da0-3838-4e24-9ed2-afa2259c7621,400d0359-1e6b-4a00-bde2-4a9da8d610a9,c1,c2,3384,?,p1,
1769468116.0103362,CREATED,5e68f11d-ea14-470f-93fb-ce1bf80b8447,f96c3688-58ce-45e9-a0ab-54f691f83d49,c1,c2,27,?,?,surb={'id': '99ad004a-27f7-434e-8708-f0fbb7c3c018', 'route': ['p2', 'e9', 'i11', 'x12', 'p1', 'c1']}
1769468116.1215231,SENT,918ec944-07a1-4529-a5b0-b0c7aea62e5f,4a811cca-f3d2-452d-9bb9-2d18410c5cb9,c1,c2,3386,?,p1,
1769468116.1216092,CREATED,19d67dbe-5c15-48b4-b8c8-c8e4e7295db8,f96c3688-58ce-45e9-a0ab-54f691f83d49,c1,c2,27,?,?,surb={'id': '99ad004a-27f7-434e-8708-f0fbb7c3c018', 'route': ['p2', 'e9', 'i11', 'x12', 'p1', 'c1']}
1769468116.5108805,SENT,d7f0411c-5ca2-4b34-9168-992343d6b5bd,b2c15207-19d5-4910-8eb3-93074d4720d0,c1,c2,3371,?,p1,
1769468116.5110216,CREATED,d8650ebb-fcb6-4dc9-9df0-7c03435e1023,594c2e93-1051-4dc1-b04a-378d396c373a,c1,c2,27,?,?,surb={'id': '85e45503-f2d8-4559-a655-846c41a7ca6d', 'route': ['p2', 'e8', 'i7', 'x6', 'p1', 'c1']}
1769468116.534347,SENT,40b07997-14de-4f76-a888-4ef2b84fcf29,41fd9429-da5e-48e4-8bc0-3188d94b1079,c1,c2,3376,?,p1,
1769468116.534484,CREATED,5255dd08-395e-49bc-8d84-a5338bcf08b6,594c2e93-1051-4dc1-b04a-378d396c373a,c1,c2,27,?,?,surb={'id': '85e45503-f2d8-4559-a655-846c41a7ca6d', 'route': ['p2', 'e8', 'i7', 'x6', 'p1', 'c1']}
1769468116.9364033,RECEIVED,c120b462-f9d0-497a-91ac-9af7e22aafe5,6ca4b55e-47fe-450f-bdf5-ad6a4457960b,c3,c1,27,p1,?,surb={'id': '702d181e-edac-4ec4-8719-d0a5816335aa', 'route': ['p1', 'e8', 'i6', 'x12', 'p3', 'c3']}
1769468116.939492,SENT,2f67fa0a-04c1-47a3-a8fa-6e607f3b643b,eeadfa26-33e2-4434-a362-126d38280262,c1,c2,3389,?,p1,
1769468116.9396462,CREATED,fc7a842a-509b-443b-8c87-26f80f90ed86,7220edb9-d646-4a42-bca1-f4f9c10ee494,c1,c2,27,?,?,surb={'id': '60d6f312-b5f3-43d4-9926-0300a8cbd17a', 'route': ['p2', 'e9', 'i10', 'x11', 'p1', 'c1']}
1769468117.4496856,RECEIVED,b4b1ef59-7d28-4d0e-be39-d83485073e5f,6ca4b55e-47fe-450f-bdf5-ad6a4457960b,c3,c1,27,p1,?,surb={'id': '702d181e-edac-4ec4-8719-d0a5816335aa', 'route': ['p1', 'e8', 'i6', 'x12', 'p3', 'c3']}
1769468117.6414397,RECEIVED,6fc195bc-f73a-454d-8f45-a962e3a13a51,7d43b721-e4f0-4154-9377-34aca04ac61f,c3,c1,27,p1,?,surb={'id': 'a59b3254-cc6a-4659-bfa0-2d45dff90674', 'route': ['p1', 'e12', 'i1', 'x3', 'p3', 'c3']}
1769468117.6975121,SENT,a107af89-a413-4091-b530-8e82ce96c93f,5afa6774-fefc-4886-b13c-e1e4157b298e,c1,c2,3401,?,p1,
1769468117.6976113,CREATED,35ec36a0-6028-4fcc-8471-9d7f0b41392d,7220edb9-d646-4a42-bca1-f4f9c10ee494,c1,c2,27,?,?,surb={'id': '60d6f312-b5f3-43d4-9926-0300a8cbd17a', 'route': ['p2', 'e9', 'i10', 'x11', 'p1', 'c1']}
1769468118.06607,SENT,adf57746-8943-4201-b96e-f1897840f568,204ddbc1-48cb-468e-898f-2a11d27e2e3e,c1,c2,3387,?,p1,
1769468118.0661345,CREATED,72138f57-59a8-4062-ab58-1678e6f62349,4ed846e1-f999-4fb4-ae88-b96fc9e5d680,c1,c2,27,?,?,surb={'id': '15e3f448-7066-45a5-8e38-a0490215f625', 'route': ['p2', 'e3', 'i12', 'x10', 'p1', 'c1']}
1769468118.24025,SENT,1bd8a6ce-fee4-4bd4-b021-ee26acff9504,55325e6c-af67-4283-a2f8-1747925d97dd,c1,c2,3403,?,p1,
1769468118.2403154,CREATED,e8533451-3cd2-40a0-9031-68379b6a8da2,4ed846e1-f999-4fb4-ae88-b96fc9e5d680,c1,c2,27,?,?,surb={'id': '15e3f448-7066-45a5-8e38-a0490215f625', 'route': ['p2', 'e3', 'i12', 'x10', 'p1', 'c1']}
1769468118.2694762,RECEIVED,6a1841a4-6c7f-4535-adaa-56aa5dc28c86,5fc0150d-27ed-494b-9a14-d469ccdaa0fe,c3,c1,26,p1,?,surb={'id': 'c072409f-4648-4ac0-b946-d41f2b798ed4', 'route': ['p1', 'e10', 'i2', 'x9', 'p3', 'c3']}
1769468118.7320948,SENT,135d3763-e34e-4f10-ace5-591339710c29,af9cf6cb-1a98-45ad-aa14-33a9ca018dd3,c1,c2,3380,?,p1,
1769468118.732171,CREATED,b938a7ce-5608-4ba1-9e30-a7fedeac11f8,898501cc-8c44-4580-8ece-0f6cc881a6ea,c1,c2,27,?,?,surb={'id': '7bc9b102-d348-43f4-be67-5c917e560a57', 'route': ['p2', 'e4', 'i9', 'x6', 'p1', 'c1']}
1769468118.8453076,RECEIVED,6427e82f-ab85-4c5c-b9f7-0393b2ecfcf9,7d43b721-e4f0-4154-9377-34aca04ac61f,c3,c1,27,p1,?,surb={'id': 'a59b3254-cc6a-4659-bfa0-2d45dff90674', 'route': ['p1', 'e12', 'i1', 'x3', 'p3', 'c3']}
1769468119.337212,RECEIVED,f37b2fa6-77d5-4876-bfee-5248cca5a1bc,fb6afeee-e3c2-4e72-8ae9-0921a6a4a9b1,c3,c1,27,p1,?,surb={'id': '02e68917-b460-489b-a943-a4c99a4e5c4c', 'route': ['p1', 'e5', 'i8', 'x11', 'p3', 'c3']}
1769468119.3588424,RECEIVED,500b998c-f4c5-4a4f-ac3d-c3e05fa9492d,416951aa-e2ac-49b3-b14b-1de31586e3eb,c3,c1,27,p1,?,surb={'id': 'db936589-46c5-419a-9aaa-3ad28d96a863', 'route': ['p1', 'e7', 'i2', 'x3', 'p3', 'c3']}
1769468119.4660156,SENT,be39f3d5-bc40-4f49-ba52-51c9c38a9ba5,9a2d8e04-1405-483d-9077-3001ceedd1cd,c1,c2,3375,?,p1,
1769468119.4662235,CREATED,6d8e4c04-8b05-4e65-ba9d-bafd61a9d88c,898501cc-8c44-4580-8ece-0f6cc881a6ea,c1,c2,27,?,?,surb={'id': '7bc9b102-d348-43f4-be67-5c917e560a57', 'route': ['p2', 'e4', 'i9', 'x6', 'p1', 'c1']}
1769468119.4796808,RECEIVED,46704626-1f1d-432b-bb0f-f723601ef15b,0f968263-247d-4f6b-9734-8e99a8e9425a,c3,c1,27,p1,?,surb={'id': '482e0b9a-bbfa-4655-b948-1c57febc7143', 'route': ['p1', 'e8', 'i11', 'x3', 'p3', 'c3']}
1769468119.6179316,RECEIVED,36b89a0b-f766-4ca8-b7aa-38f8b07d3070,b0f5133c-f9e2-4e72-b397-28bd73123089,c3,c1,27,p1,?,surb={'id': '8fc854f9-5c2a-43db-b99d-6576fb97b3ef', 'route': ['p1', 'e11', 'i5', 'x5', 'p3', 'c3']}
1769468119.713806,SENT,3521ecec-1b9e-49cc-9bed-55831bfce077,db5201c4-c63c-4f49-b359-03c219d8dc56,c1,c2,3396,?,p1,
1769468119.7146602,CREATED,ff811941-7837-4488-82e6-c60cd26821f4,509ab642-4df0-48c9-9faf-9c5db205e4b8,c1,c2,27,?,?,surb={'id': '70409311-20b3-4292-826e-b3ea5644152a', 'route': ['p2', 'e2', 'i1', 'x12', 'p1', 'c1']}
1769468119.7513611,SENT,b542521b-7d52-4d08-b143-c0018f95174c,1c2b7bcf-93a4-42d2-ab11-547a6fb7169f,c1,c2,3395,?,p1,
1769468119.7515113,CREATED,8c23fb7c-b7e9-4a1d-9f3e-35ec00ed0157,509ab642-4df0-48c9-9faf-9c5db205e4b8,c1,c2,27,?,?,surb={'id': '70409311-20b3-4292-826e-b3ea5644152a', 'route': ['p2', 'e2', 'i1', 'x12', 'p1', 'c1']}
1769468119.9533384,SENT,82d4e6fd-1721-4fc0-a57e-43207c58f4b1,4250f6a3-f724-49bb-8544-d215e0a92ce4,c1,c2,3372,?,p1,
1769468119.9534864,CREATED,c596967b-966a-4975-b4fe-7c746f9caafa,c45b9223-8c2c-4baa-aa0b-e6202dec7906,c1,c2,27,?,?,surb={'id': '9c04d5cf-2550-404c-a813-9956ce65ab8b', 'route': ['p2', 'e6', 'i2', 'x7', 'p1', 'c1']}
1769468119.988857,RECEIVED,93ba4da0-e1e0-491d-90d7-ab64c070df62,b0f5133c-f9e2-4e72-b397-28bd73123089,c3,c1,27,p1,?,surb={'id': '8fc854f9-5c2a-43db-b99d-6576fb97b3ef', 'route': ['p1', 'e11', 'i5', 'x5', 'p3', 'c3']}
1769468120.1487489,SENT,9caeb850-63c3-4d97-923f-0887f44f2fbe,208cd59b-af82-4bff-9123-8a3f98c5e615,c1,c2,3375,?,p1,
1769468120.1489003,CREATED,64a0f68e-5b6b-4ba9-ac3c-351d2faf5f21,c45b9223-8c2c-4baa-aa0b-e6202dec7906,c1,c2,27,?,?,surb={'id': '9c04d5cf-2550-404c-a813-9956ce65ab8b', 'route': ['p2', 'e6', 'i2', 'x7', 'p1', 'c1']}
1769468120.7962387,SENT,cc821ee9-11e7-443f-aa4c-1cca5bd0a8df,daa7704d-0116-417c-b923-0fec5abd5414,c1,c2,3384,?,p1,
1769468120.7963583,CREATED,316fffff-66e9-4b47-92c6-9c5083b33e66,b27386ba-948b-4751-858b-8e2e3767d657,c1,c2,26,?,?,surb={'id': '5a0d1a6f-9276-43d7-bbcb-b967b37c69eb', 'route': ['p2', 'e11', 'i9', 'x1', 'p1', 'c1']}
1769468121.0386918,SENT,13ce9242-cf46-472d-9b1d-0d65706348cb,b8c9bc32-01ff-48c4-9e92-ea6bf87533a5,c1,c2,3383,?,p1,
1769468121.0388346,CREATED,a8e984b2-a8ae-46b2-a407-f6a0027ecd64,b27386ba-948b-4751-858b-8e2e3767d657,c1,c2,26,?,?,surb={'id': '5a0d1a6f-9276-43d7-bbcb-b967b37c69eb', 'route': ['p2', 'e11', 'i9', 'x1', 'p1', 'c1']}
1769468121.0661428,SENT,36f6d2c3-69eb-47d5-96d2-0c984659c9e3,786656e4-0af0-4c99-89a2-dbdd02394127,c1,c2,3385,?,p1,
1769468121.0662951,CREATED,327bc856-9e5f-466f-8bbb-5353e034ab6a,b5cc7ac3-4cd4-4b2d-80f7-dd19f86ffa93,c1,c2,27,?,?,surb={'id': 'cae0dcc4-5395-40c7-a135-8e8af6857603', 'route': ['p2', 'e6', 'i10', 'x7', 'p1', 'c1']}
1769468121.2308242,SENT,a833ad41-6e9d-43c0-9cf5-96b3257fbcf7,14a9a550-2935-4515-8757-d153e19ba0cc,c1,c2,3379,?,p1,
1769468121.2309127,CREATED,e82aed93-4843-4c05-9470-56cdc5cae6ce,b5cc7ac3-4cd4-4b2d-80f7-dd19f86ffa93,c1,c2,27,?,?,surb={'id': 'cae0dcc4-5395-40c7-a135-8e8af6857603', 'route': ['p2', 'e6', 'i10', 'x7', 'p1', 'c1']}
1769468121.2667713,SENT,7768bb7e-e37d-4ef1-ae88-9bed57d95abe,5a267aaa-cd03-4590-a1bc-cdf6a58adff2,c1,c2,3389,?,p1,
1769468121.2668588,CREATED,43c4f3ba-f6d2-4797-9b07-9c044ab589a3,56c4b847-cda2-484d-94db-703d59debb2c,c1,c2,25,?,?,surb={'id': '781533c7-990a-4b3e-b9da-ded8dd343278', 'route': ['p2', 'e12', 'i11', 'x8', 'p1', 'c1']}
1769468121.4723792,SENT,93e25d71-e6ae-46fc-be38-c4a6455c0ffc,a28aaae9-9298-411a-989d-c7c0da4ae02e,c1,c2,3377,?,p1,
1769468121.4725351,CREATED,9df56d77-7d73-4721-9d7b-447659da7c42,56c4b847-cda2-484d-94db-703d59debb2c,c1,c2,25,?,?,surb={'id': '781533c7-990a-4b3e-b9da-ded8dd343278', 'route': ['p2', 'e12', 'i11', 'x8', 'p1', 'c1']}
1769468121.5443397,SENT,501b5231-d589-4c29-aeab-0baefd2e80cc,aa9d9f1d-aaa8-40d8-bcef-19792979fcce,c1,c2,3392,?,p1,
1769468121.544494,CREATED,5836b37e-1a04-4b21-9e0a-ee7d32ed30be,7a8f4341-917d-471c-9f3d-4658258381cd,c1,c2,27,?,?,surb={'id': '5b490849-7937-49dc-bd22-828e86df9a6c', 'route': ['p2', 'e3', 'i9', 'x4', 'p1', 'c1']}
1769468121.575294,SENT,e8542290-de92-4cd0-af54-a57d11038d6a,b962543b-19c5-4735-8ed9-d864e97a2658,c1,c2,3376,?,p1,
1769468121.5754452,CREATED,8432c764-b0f7-4265-a3dd-3f3edb589da1,7a8f4341-917d-471c-9f3d-4658258381cd,c1,c2,27,?,?,surb={'id': '5b490849-7937-49dc-bd22-828e86df9a6c', 'route': ['p2', 'e3', 'i9', 'x4', 'p1', 'c1']}
1769468121.5976648,RECEIVED,7f19897b-abe9-486b-affc-e100fd7d2ee6,5eb4b40f-6c12-4866-b1e0-0e134d684ecb,c3,c1,27,p1,?,surb={'id': 'd701af0f-5794-4698-ba37-114cb82eb16d', 'route': ['p1', 'e12', 'i3', 'x4', 'p3', 'c3']}
1769468121.655952,SENT,6b489246-2195-4938-b0e0-9153c9a15d98,2d6faac6-5e5f-412f-820a-d5794e7a85a7,c1,c2,3391,?,p1,
1769468121.6561482,CREATED,0cf68d28-3225-4804-bb61-aeeae1c7c1fd,c207e953-1655-49eb-9f1d-3fe259b48eee,c1,c2,27,?,?,surb={'id': 'd435ca0e-abbc-45b4-8bcc-b03439ff044a', 'route': ['p2', 'e12', 'i2', 'x5', 'p1', 'c1']}
1769468121.7332056,SENT,5b1bd3ff-d355-4e08-ae06-701b194447d0,a4efa820-5b07-4a73-90c0-7525b05c567f,c1,c2,3392,?,p1,
1769468121.7332866,CREATED,d3e9da5e-8bc5-48a8-9b59-880ec34bf747,c207e953-1655-49eb-9f1d-3fe259b48eee,c1,c2,27,?,?,surb={'id': 'd435ca0e-abbc-45b4-8bcc-b03439ff044a', 'route': ['p2', 'e12', 'i2', 'x5', 'p1', 'c1']}
1769468122.6067472,RECEIVED,45b04ca5-2bd7-4d01-ac78-e8b38145f88a,65ebb6a8-3dd4-4309-af09-1fff4bd3705c,c3,c1,27,p1,?,surb={'id': '591b9bb1-9c5d-43f7-864e-315328add69f', 'route': ['p1', 'e6', 'i1', 'x11', 'p3', 'c3']}
1769468122.6944523,RECEIVED,5bf4f2eb-0579-4ac3-80fb-15b0320b9ebb,65ebb6a8-3dd4-4309-af09-1fff4bd3705c,c3,c1,27,p1,?,surb={'id': '591b9bb1-9c5d-43f7-864e-315328add69f', 'route': ['p1', 'e6', 'i1', 'x11', 'p3', 'c3']}
1769468122.7605808,RECEIVED,183eab1c-8aad-426c-89f5-4cb516b6d23a,5eb4b40f-6c12-4866-b1e0-0e134d684ecb,c3,c1,27,p1,?,surb={'id': 'd701af0f-5794-4698-ba37-114cb82eb16d', 'route': ['p1', 'e12', 'i3', 'x4', 'p3', 'c3']}
1769468122.7635658,RECEIVED,e4ab76f2-bcce-48b4-8504-4eb1d5bba0cb,0f968263-247d-4f6b-9734-8e99a8e9425a,c3,c1,27,p1,?,surb={'id': '482e0b9a-bbfa-4655-b948-1c57febc7143', 'route': ['p1', 'e8', 'i11', 'x3', 'p3', 'c3']}
1769468122.9385383,RECEIVED,344b4d58-81bd-4cc4-8ff3-32ea58450d40,d6655e97-19aa-4333-b2d4-b93633a8f1ca,c3,c1,27,p1,?,surb={'id': '7ebde6d8-dc0e-40d7-9b25-4b44e4385999', 'route': ['p1', 'e9', 'i4', 'x3', 'p3', 'c3']}
1769468122.9893713,SENT,15e7251f-c0ed-44f1-afea-3fe157bb3220,46476299-d2bc-447b-b8be-e9557e58c687,c1,c2,3357,?,p1,
1769468122.9895167,CREATED,3ec1dd99-c325-49bf-b44b-ad0ff6464358,27870cde-9498-46c3-a58d-5d778b060e35,c1,c2,27,?,?,surb={'id': '73a39759-7923-4e43-b801-dab78d534d7b', 'route': ['p2', 'e4', 'i12', 'x3', 'p1', 'c1']}
1769468123.0709934,RECEIVED,fb1535b1-4833-4b74-842b-31ade5fb111c,486771e8-b7d9-42dd-9cb0-5694c83522e4,c3,c1,27,p1,?,surb={'id': '8f270616-c2ae-4efe-b0cc-53c289c5baf3', 'route': ['p1', 'e9', 'i5', 'x10', 'p3', 'c3']}
1769468123.1077352,RECEIVED,9935fc59-c7b8-4d12-b2c1-3f17606c98ee,cbb84da7-aa06-4ac1-b62c-fbafc4c23ce0,c3,c1,27,p1,?,surb={'id': '456af48b-3078-46c4-b8ef-8131399eb1c0', 'route': ['p1', 'e3', 'i1', 'x6', 'p3', 'c3']}
1769468123.3924294,RECEIVED,07f418e2-a9fe-4e2e-bea8-46d37cb36eff,64d54b1c-d898-435d-8081-cbf3e3e47e59,c3,c1,26,p1,?,surb={'id': 'd14b0b70-aa30-40fb-87d5-9d1ad58cbe05', 'route': ['p1', 'e1', 'i3', 'x11', 'p3', 'c3']}
1769468123.4892483,RECEIVED,3d40023d-3f9a-4aae-97c5-0faee9685ea4,64d54b1c-d898-435d-8081-cbf3e3e47e59,c3,c1,26,p1,?,surb={'id': 'd14b0b70-aa30-40fb-87d5-9d1ad58cbe05', 'route': ['p1', 'e1', 'i3', 'x11', 'p3', 'c3']}
1769468123.5139043,RECEIVED,32a17de5-b86f-4e59-b886-23b7879e8844,35197ece-b785-4e78-924b-828903fb35d8,c3,c1,27,p1,?,surb={'id': 'eadec714-c46e-48e6-b0db-ded1a97ae4ec', 'route': ['p1', 'e12', 'i7', 'x1', 'p3', 'c3']}
1769468123.544415,SENT,82d04fa1-8eaf-4644-ae27-969e491ec471,40847ad6-4c96-4d8b-afde-584897a43b7b,c1,c2,3387,?,p1,
1769468123.5445683,CREATED,b285057f-77df-4b7b-b9c2-33137e74ccec,27870cde-9498-46c3-a58d-5d778b060e35,c1,c2,27,?,?,surb={'id': '73a39759-7923-4e43-b801-dab78d534d7b', 'route': ['p2', 'e4', 'i12', 'x3', 'p1', 'c1']}
