timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769450664.9379861,SENT,087729b9-b10a-430a-b327-091c90111dac,60cdcd92-3ed7-4ada-8acc-1485bc72d98e,c3,DROP,2015,?,p3,
1769450664.9381654,CREATED,c9bbf9b6-19b2-4df2-8019-be5bee931756,c7185022-3fa2-4fd9-b4ac-84badb637c40,c3,DROP,27,?,?,
1769450665.6498256,SENT,cb56f947-efc6-4409-a1af-cc7f583f2204,a2d136c9-fa0a-4dce-9e1f-863f3efbdcac,c3,c1,3365,?,p3,
1769450665.6499984,CREATED,549d2fda-6003-46a6-8f7e-d01507ed2510,ae4327f1-d01f-4b20-b8f1-45b030604ce3,c3,c1,27,?,?,surb={'id': '69381063-9771-430f-9cf6-de87f3d7c6f9', 'route': ['p1', 'e7', 'i5', 'x7', 'p3', 'c3']}
1769450804.9969234,CREATED,bbce6061-5e17-4393-aa42-73851770e1c5,38bf8404-b9d0-4dc1-81a5-498a831bb5e0,c3,c1,27,?,?,surb={'id': '4977ee8e-3c47-4e04-9f2d-3ffe8c8c2eb3', 'route': ['p1', 'e10', 'i8', 'x6', 'p3', 'c3']}
1769450805.2112372,RECEIVED,4fd2eda2-36e7-4a4c-a06f-a3d0d9d385e8,08df830f-2fdf-4d70-ab93-1ce60818623b,c5,c3,26,p3,?,surb={'id': '3a94c5e0-3e2e-4346-ab67-c38f3fbfd365', 'route': ['p3', 'e7', 'i2', 'x9', 'p2', 'c5']}
1769450805.6522682,SENT,47660937-3fd3-45de-b877-aeae8b84fa0f,e4144ec2-146a-4321-98c2-0db333974a62,c3,c1,3390,?,p3,
1769450805.6523616,CREATED,54029934-df08-4c43-ba49-7a99ed0f8ac6,40c6a3b7-fd86-4406-9798-d5da3ab02e1a,c3,c1,27,?,?,surb={'id': 'abde3c8f-d918-45a0-b164-a20e8d860d9d', 'route': ['p1', 'e7', 'i1', 'x8', 'p3', 'c3']}
1769450805.7866926,RECEIVED,1d474582-d20b-4325-934d-75d4e9a7beae,7f7003ab-c8ae-46b6-97d9-149e7fbacd0e,c5,c3,27,p3,?,surb={'id': '30afdbfe-cc2e-41cb-9f3e-35d39e939fc9', 'route': ['p3', 'e5', 'i2', 'x3', 'p2', 'c5']}
1769450806.2520015,RECEIVED,f842c593-7a5b-4c84-92dd-5acc92ce98e4,ac2e64fd-7748-4360-af74-b33c913a3fdb,c5,c3,27,p3,?,surb={'id': 'a8965cb6-fd8f-479f-9256-48cff949540f', 'route': ['p3', 'e11', 'i9', 'x10', 'p2', 'c5']}
1769450806.5526638,RECEIVED,83396494-1e0a-46a3-9cbb-dc76a3cf7d7c,1af0a1fa-26fe-4e9f-8a59-be00cff3c4e1,c5,c3,27,p3,?,surb={'id': 'e8f5b51c-ccfe-43d4-b52d-3ac6c3f03e6e', 'route': ['p3', 'e7', 'i5', 'x5', 'p2', 'c5']}
1769450806.6149518,SENT,78aa34ef-e68a-43e7-9120-59b13e3dcb26,ce460d6f-b259-4249-b990-a731bab9b980,c3,c1,3378,?,p3,
1769450806.61512,CREATED,daa24570-7b74-4594-9919-16a2197e0be0,50d45a42-6b18-4ccd-8685-37769ba98e9c,c3,c1,27,?,?,surb={'id': '4235aae0-2118-41b4-8a2a-0e505f7a028c', 'route': ['p1', 'e6', 'i9', 'x3', 'p3', 'c3']}
1769450806.6961043,RECEIVED,da336d8c-9ea9-4af5-a65e-0937f1830450,8e6532b6-b7ce-4878-9539-7d1fd9ef688f,c5,c3,27,p3,?,surb={'id': 'aae34880-00b1-406f-ba90-7cf537ff4264', 'route': ['p3', 'e12', 'i4', 'x9', 'p2', 'c5']}
1769450806.7211103,SENT,69a45c30-2956-402a-916a-46a09ba46af9,895bc401-ec09-4f1c-a472-e8640d65871f,c3,c1,3396,?,p3,
1769450806.7212474,CREATED,83edfac6-5e9b-4485-9f50-bd36b3f58281,96a3e968-0311-4cfe-ba7d-a4de05fdf847,c3,c1,27,?,?,surb={'id': '810977bc-4a8e-40a1-ad1a-8675f9e42573', 'route': ['p1', 'e10', 'i4', 'x5', 'p3', 'c3']}
1769450806.7328568,SENT,e38698ea-e130-4f2b-8518-a739b7eb2e54,ba3fe200-ba85-4610-89e9-55d8a185895a,c3,c1,3381,?,p3,
1769450806.7329907,CREATED,f296fd38-60dc-40aa-8fd4-1fd05828fb18,9c10966c-2a88-4886-866e-6f2b93fff2cd,c3,c1,27,?,?,surb={'id': 'fd82f045-84d5-47dd-a445-8da9c1326970', 'route': ['p1', 'e8', 'i12', 'x11', 'p3', 'c3']}
1769450807.002038,RECEIVED,e9ba155c-a851-4b2e-9fd4-129b045bfbc5,1ad61271-b12c-4da0-a9c2-bec9f0c57aed,c5,c3,27,p3,?,surb={'id': '6cbfa27b-1ea1-4e1b-8e0b-b74d8f477d56', 'route': ['p3', 'e1', 'i11', 'x2', 'p2', 'c5']}
1769450807.1023514,SENT,042198e3-37ba-46bf-9881-368f3dac34b3,fc060827-8d3c-4c52-ba95-999bbe35d606,c3,c1,3359,?,p3,
1769450807.1025007,CREATED,5b3dba49-e7b5-4f71-8712-8973deb3cd49,dad083bb-e477-4dbd-bf2e-b6d4811d2423,c3,c1,26,?,?,surb={'id': 'd6a349d7-8d07-41a1-ae9a-861c1090d844', 'route': ['p1', 'e10', 'i8', 'x6', 'p3', 'c3']}
1769450807.2551699,RECEIVED,734ef9cc-1a7e-43c3-bb52-d68697c41826,0b3dccee-0b91-4e28-bacc-64db23a5f605,c5,c3,27,p3,?,surb={'id': 'dcd2ec57-bcf2-4a37-8d9d-4b778849e385', 'route': ['p3', 'e8', 'i8', 'x2', 'p2', 'c5']}
1769450807.5759141,RECEIVED,285e0a6a-f034-4600-83b0-111d5f48a4af,a47874bc-83fa-4c3f-baee-d191d54e5220,c5,c3,26,p3,?,surb={'id': '9b536de2-34d6-4315-ad0a-db2215e390c9', 'route': ['p3', 'e10', 'i3', 'x10', 'p2', 'c5']}
1769450807.7521436,RECEIVED,39437775-4e3d-49db-84b3-7938dba9dbc3,5bd047c7-5747-4657-8097-88f02fe9343d,c5,c3,27,p3,?,surb={'id': 'b973559d-8290-40cc-9897-97a09ead8f12', 'route': ['p3', 'e9', 'i12', 'x6', 'p2', 'c5']}
1769450807.9596748,RECEIVED,c40196ed-74db-4a49-ac46-92e8a6ac5033,91051b2d-6240-42c9-8060-064ba821a6bb,c5,c3,27,p3,?,surb={'id': 'ab98bc99-5692-46f7-9e43-418cd1c9ec72', 'route': ['p3', 'e12', 'i6', 'x12', 'p2', 'c5']}
1769450808.0121067,RECEIVED,c8b68197-d8dc-4cd1-8a5d-c7e94c0d5125,c014b135-040f-4039-a9b3-8f9e1685d581,c5,c3,27,p3,?,surb={'id': 'daedaa94-fd76-4ee0-920c-4376e84b1ebc', 'route': ['p3', 'e6', 'i5', 'x1', 'p2', 'c5']}
1769450808.3763602,SENT,b8d3b54c-b5e8-47b0-b27b-88421b083d9d,15d9ca19-e38f-4b20-ab37-39851e14e3a4,c3,c1,3387,?,p3,
1769450808.3765187,CREATED,b7ceb658-e000-4b4b-b639-7126bb43520e,fa57514c-88a8-4bfb-a1a6-a54f1f6db768,c3,c1,27,?,?,surb={'id': '22e58f38-2aed-4c22-92a8-50af24cc0c4f', 'route': ['p1', 'e9', 'i10', 'x11', 'p3', 'c3']}
1769450809.2293355,RECEIVED,341ef191-6ffc-4666-821a-c2bf02567631,501006d3-095c-4105-ac85-5be08c6cb02d,c5,c3,27,p3,?,surb={'id': 'f29ab51b-d053-4b5b-bbfe-b8e58596e253', 'route': ['p3', 'e3', 'i11', 'x7', 'p2', 'c5']}
1769450809.2466745,SENT,39051f08-14e4-4694-9c98-0af9cd82d97e,880c64fa-afd8-4f85-930a-d1e935990bc3,c3,c1,3359,?,p3,
1769450809.2467787,CREATED,79d5bc66-3d83-47a3-a429-3693304aea73,917820ad-5bc9-4246-b2e2-b46a15e00f75,c3,c1,27,?,?,surb={'id': '598621c4-0bbb-4397-8121-49e97e363411', 'route': ['p1', 'e10', 'i3', 'x6', 'p3', 'c3']}
1769450809.2488294,RECEIVED,a7de1677-88da-4a1d-95c5-a1d92dc4546a,ccba02e2-a456-44e9-8184-df7567f8cd9e,c5,c3,26,p3,?,surb={'id': '09d245cf-7be7-4769-befd-dc4d41ff3497', 'route': ['p3', 'e11', 'i3', 'x9', 'p2', 'c5']}
1769450809.2536545,SENT,b3dc4a1a-f912-4a4b-a2fa-8160a4580c25,33cc345e-bed3-4c5c-9038-a9ec7ec9fa80,c3,c1,3379,?,p3,
1769450809.2537646,CREATED,b1623d37-83c0-4ffb-9f8b-d3b93465e200,b1b41273-97ba-446e-89f9-5032c877bea7,c3,c1,26,?,?,surb={'id': '14a6b209-ff2f-412f-8cbe-41dbf3ddbffd', 'route': ['p1', 'e2', 'i2', 'x10', 'p3', 'c3']}
1769450809.6899025,RECEIVED,d80d9105-d0e6-4005-af63-5ce2d077c970,08308fd8-14a5-4716-8906-e5444d01a011,c5,c3,27,p3,?,surb={'id': '53e7312d-d903-46c0-a72c-a60a1d8f8ed5', 'route': ['p3', 'e2', 'i10', 'x1', 'p2', 'c5']}
1769450810.1669927,SENT,1348b87b-6e63-472e-9dfa-13ee7334c6fc,97eac7b0-ebf4-4e5b-b05b-5673ac4f1c6d,c3,c1,3400,?,p3,
1769450810.1671154,CREATED,de8883b2-41bb-473b-9ecf-cf97a29db4a4,98d19ba4-28ad-42b0-b458-39b047237812,c3,c1,27,?,?,surb={'id': 'efdedfd6-908b-4b7c-9d24-c1d3280fd215', 'route': ['p1', 'e12', 'i9', 'x2', 'p3', 'c3']}
1769450810.319893,SENT,8bc29057-a7b8-481e-b970-f7a3b94d1bd7,ead351c3-09ab-4a09-bfef-e231e1dcf02c,c3,c1,3359,?,p3,
1769450810.3200793,CREATED,b90c18ea-3246-4eee-9044-e1ab54356c17,ca9f7214-0703-436c-a72e-07508f5b30ff,c3,c1,27,?,?,surb={'id': 'e333f86f-e524-4557-b090-33744c825aac', 'route': ['p1', 'e7', 'i8', 'x1', 'p3', 'c3']}
1769450810.3373573,RECEIVED,21f8a97e-c04c-4637-a523-3cf6245b47a6,4f24fb46-2b49-4ea9-a22a-837117c3160e,c5,c3,27,p3,?,surb={'id': 'afbbb789-9c7a-4931-8294-b2799ce081d5', 'route': ['p3', 'e12', 'i7', 'x11', 'p2', 'c5']}
1769450810.489197,RECEIVED,7847b99d-e658-4b97-9682-e47aebf01ad4,d0e4b5b9-620e-4d5c-ba6c-aef36ea8f763,c5,c3,27,p3,?,surb={'id': '19e7208e-b66f-4e28-b2a9-362703c8655f', 'route': ['p3', 'e9', 'i4', 'x12', 'p2', 'c5']}
1769450810.5165746,SENT,525a35a0-392d-4ce6-b020-e36155de71c6,cf968849-8fcc-43fd-9aec-7fac817da977,c3,c1,3360,?,p3,
1769450810.5167296,CREATED,a6adc07d-1323-4d66-83d7-7ba9cd50b511,909473a7-fcb1-4e00-bfb3-a998d4efaf66,c3,c1,27,?,?,surb={'id': '010e3e64-9b64-4619-a651-12152f113063', 'route': ['p1', 'e8', 'i2', 'x1', 'p3', 'c3']}
1769450810.6121254,RECEIVED,66a3b096-19a8-40fe-b3d3-a834e926b87c,c0ad4318-3935-4df7-930e-244b42ebf1a9,c5,c3,27,p3,?,surb={'id': '079eeecb-0102-4646-9675-169fb5199584', 'route': ['p3', 'e1', 'i12', 'x10', 'p2', 'c5']}
1769450810.761714,RECEIVED,db454d4f-475b-4870-8904-89e0e145a92f,b8a0fe35-1dce-42cc-8ac4-52f95cc4c56a,c5,c3,27,p3,?,surb={'id': '3406666b-d89c-4a36-87dd-927f835262f5', 'route': ['p3', 'e3', 'i1', 'x8', 'p2', 'c5']}
1769450811.2793603,SENT,27e5a4c0-48f4-415b-8f0d-b24356abb969,2ff21d4d-1fe4-4d4f-b94f-2bc0db823404,c3,c1,3361,?,p3,
1769450811.279463,CREATED,c3a722e0-f363-4189-859d-f23b2178e2f5,7cde4567-e62a-407d-9470-7c1db10770ee,c3,c1,27,?,?,surb={'id': '0c93a1ef-b7be-4463-8ede-2f6e94a87a8d', 'route': ['p1', 'e4', 'i5', 'x6', 'p3', 'c3']}
1769450811.4060369,RECEIVED,a6f12771-9add-4e93-a7b5-cbf403cb3a52,cef09765-789f-4e7d-9172-52a25f07e32f,c5,c3,27,p3,?,surb={'id': '8c87dc5e-f369-4aad-aaa3-642dbfb4eeaa', 'route': ['p3', 'e5', 'i7', 'x3', 'p2', 'c5']}
1769450811.602712,RECEIVED,1abd1481-1187-4ff1-9c61-38dec377b943,b37b88d8-e4a7-4901-8cfa-8dcb15b7ab7d,c5,c3,27,p3,?,surb={'id': 'aa0e9633-71fe-4aca-a542-2f1d887313bc', 'route': ['p3', 'e2', 'i11', 'x4', 'p2', 'c5']}
1769450811.8024285,RECEIVED,951b473e-908e-4065-a8ab-910640b4d5d8,ec335e7d-7ea1-405d-8b3a-833cdcf8d161,c5,c3,27,p3,?,surb={'id': '53bb3aa5-5d78-464e-814d-cd01bc13873b', 'route': ['p3', 'e3', 'i3', 'x3', 'p2', 'c5']}
1769450811.8465207,SENT,d7c5f674-f2bd-49c8-a908-c3bc0be428b5,12d504ea-dd60-47ea-ad56-1a2b1ce65fd7,c3,c1,3360,?,p3,
1769450811.846617,CREATED,6c10c54e-f732-44be-b037-75adf422aa23,14a2ad5e-be7a-4108-a678-3f1df37c687c,c3,c1,26,?,?,surb={'id': '850d5259-d1e8-4163-a757-ed5142b89f7f', 'route': ['p1', 'e9', 'i11', 'x7', 'p3', 'c3']}
1769450811.9843779,RECEIVED,c59942d9-eecc-4238-992f-604d35759db3,ec9eb27f-23f1-4b21-b780-17f302026df9,c5,c3,27,p3,?,surb={'id': 'd06c195a-7e18-4947-9c31-4726c76c60f1', 'route': ['p3', 'e3', 'i7', 'x9', 'p2', 'c5']}
1769450812.1981323,SENT,9095e399-a1fd-4de7-82d7-cc0b967866db,0652393a-7f5b-4fd3-b39b-27e7d0391c26,c3,c1,3384,?,p3,
1769450812.1982317,CREATED,81e6b9cc-3648-4102-975b-c5b5d814e799,bbe52c14-221f-4665-882e-d10136c05abf,c3,c1,27,?,?,surb={'id': '237f6255-48a0-464e-ab44-d727f8bf3c24', 'route': ['p1', 'e2', 'i7', 'x12', 'p3', 'c3']}
1769450812.470525,RECEIVED,9745839b-8b22-45d9-b1eb-55621cb30629,568c2446-8b7a-45af-a32e-f330836ac7b4,c5,c3,27,p3,?,surb={'id': '5033a5aa-5443-4d1e-a19a-c8fb6c7eb821', 'route': ['p3', 'e9', 'i1', 'x8', 'p2', 'c5']}
1769450812.7028766,RECEIVED,4112359f-91ec-491d-93d0-410ca4a0d879,b12377df-2e66-4170-b122-9f1d92c9ac9c,c5,c3,26,p3,?,surb={'id': '849c2044-73a3-4f82-b70b-f5ede977cd43', 'route': ['p3', 'e3', 'i10', 'x4', 'p2', 'c5']}
1769450812.769469,RECEIVED,cc66bc55-993f-4d24-a400-a9e01c8f5dac,afb7b20d-7177-40c3-871d-a1b4c77ff2e2,c5,c3,27,p3,?,surb={'id': '5ac871ea-82f6-42bc-ae71-27f8b660081a', 'route': ['p3', 'e10', 'i3', 'x6', 'p2', 'c5']}
1769450812.885379,SENT,f9a6e21f-f794-4d7a-aaa3-7bec22ca7380,ec50524c-84cf-4a1b-bb94-a1abdaf5f130,c3,c1,3359,?,p3,
1769450812.8854718,CREATED,9126a097-ff3a-43fc-86fb-07a980a2be46,0030362f-23f6-4327-96cd-3f3ba7448874,c3,c1,27,?,?,surb={'id': 'df5874ac-a3d6-4fd6-8a3e-783943e34545', 'route': ['p1', 'e3', 'i5', 'x4', 'p3', 'c3']}
1769450813.124384,RECEIVED,577c03ad-8128-4d45-83ca-65536e2557a6,448d573a-8d15-47d8-b576-3574a2115aac,c5,c3,27,p3,?,surb={'id': '40bcb2a7-a6f7-4794-9d97-5821af66a2f2', 'route': ['p3', 'e11', 'i9', 'x6', 'p2', 'c5']}
1769450813.2579963,SENT,e478a6ea-25ac-47ec-af17-6089a10b8af0,215bfdf7-3d3d-4aa0-a38a-90c59582fcdb,c3,c1,3366,?,p3,
1769450813.25819,CREATED,efba68f8-c956-4a7c-95ad-1ef7d14054ad,2c6d9aec-c9bc-427c-93f3-7425ac4e182e,c3,c1,27,?,?,surb={'id': 'b67fc69c-102e-48fe-bc1c-9906fd0afee5', 'route': ['p1', 'e7', 'i9', 'x8', 'p3', 'c3']}
1769450813.3972394,SENT,b3e22781-d631-4f75-abc3-7e6ca0e92b84,deff2184-87a9-4222-a342-b9dab2767898,c3,c1,3359,?,p3,
1769450813.3973382,CREATED,7a7e66e4-c535-4c02-9b12-187c4262f65b,319d2af8-9232-4d64-a3eb-308c4d69eb5c,c3,c1,26,?,?,surb={'id': '31ea146b-f405-42f4-b12b-c22bdb7ca2e6', 'route': ['p1', 'e7', 'i5', 'x3', 'p3', 'c3']}
1769450813.5917702,RECEIVED,ec556ecb-9073-4e3d-8a33-6ceba6867b42,c6770b64-86b6-4836-a9af-f19c142400bd,c5,c3,27,p3,?,surb={'id': '36d9cd93-f9ea-4f56-8974-b63f7b8c3c8c', 'route': ['p3', 'e2', 'i1', 'x7', 'p2', 'c5']}
1769450813.911637,RECEIVED,d05eba9f-06fb-4212-b4bc-60c21d78334a,5039ef31-7b49-414f-a5f2-832b360247d8,c5,c3,27,p3,?,surb={'id': '4ffd81a1-588e-4fe1-bf6a-484762a5bb9d', 'route': ['p3', 'e11', 'i3', 'x10', 'p2', 'c5']}
1769450813.925426,RECEIVED,f8f396bd-0a46-4d2f-80a0-1168160ca8f8,9b2ea8b9-dcd9-4415-9828-7ff3551eb9ad,c5,c3,25,p3,?,surb={'id': '8f290d34-4f9f-417d-babf-8270982d947a', 'route': ['p3', 'e9', 'i6', 'x4', 'p2', 'c5']}
1769450814.042177,RECEIVED,52f48182-0ac4-4bfb-94d8-75f076057148,d881e7d6-fc8f-43d2-b195-dde73edc1f90,c5,c3,27,p3,?,surb={'id': '40586e8d-0ab1-4091-99a9-ede67d0a1dfc', 'route': ['p3', 'e12', 'i8', 'x5', 'p2', 'c5']}
1769450814.04366,SENT,a957a51c-0f64-449f-b2a4-786906b376aa,a552ca1a-b1cb-42e7-91a5-6cb7126415da,c3,c1,3360,?,p3,
1769450814.0437777,CREATED,e1491d95-ced4-4bde-ad14-7ff625bb4d0f,d18a94e5-0e6a-446b-83da-9bb8c7c14d28,c3,c1,26,?,?,surb={'id': 'ffd178b1-6926-4b94-83c4-1f625e040728', 'route': ['p1', 'e8', 'i12', 'x11', 'p3', 'c3']}
1769450814.1196656,SENT,535cc68f-bed7-4843-8175-f99da14cb7f0,f08c29f6-529f-4113-8b66-a94cbee93d1b,c3,c1,3384,?,p3,
1769450814.1197927,CREATED,6ebb0e2f-dbbf-4e6d-b60f-fc2604a271f8,d8c655ca-2de2-4269-b5dd-19283a914c11,c3,c1,27,?,?,surb={'id': '21492905-f6fc-4e65-a4dd-c2c793cce5fa', 'route': ['p1', 'e3', 'i10', 'x8', 'p3', 'c3']}
1769450814.2619402,SENT,52acadd1-851d-43e2-b088-e4ea26ec991d,e0eb685a-4052-4cfb-b75c-162d67708fcd,c3,c1,3355,?,p3,
1769450814.262118,CREATED,700e6f18-9121-428d-8959-4e0a23bb4824,8a46b8be-5f63-4fef-a4c2-9e45234e1bac,c3,c1,26,?,?,surb={'id': 'fae0277d-84f4-4fbc-a7f0-dd8ddb46e103', 'route': ['p1', 'e1', 'i1', 'x10', 'p3', 'c3']}
1769450814.2714097,SENT,427374b7-14d3-4a34-9e2b-da288774dc47,07bf415d-dd34-49ed-8a90-d0d59afcc077,c3,c1,3412,?,p3,
1769450814.2715557,CREATED,26fe792d-f25c-421b-a965-64d22c257808,bd122c92-eb69-4095-8b2f-686eeb7ada6c,c3,c1,27,?,?,surb={'id': '305906ed-65bf-4d98-a8fa-88b5ec9456d0', 'route': ['p1', 'e7', 'i9', 'x6', 'p3', 'c3']}
1769450814.3307552,RECEIVED,4ba3369d-e226-4adf-8d6c-0680b409c74a,10d1bde3-2b71-43c6-acde-6b106a080e30,c5,c3,27,p3,?,surb={'id': 'd0851294-2377-45b0-b5ed-ec8bb014b313', 'route': ['p3', 'e9', 'i4', 'x4', 'p2', 'c5']}
1769450814.6722796,RECEIVED,c68b60a0-dfe7-4285-aaf5-e66c82e01154,64b732d3-4406-41d6-bd4a-ea3e31cdf9a9,c5,c3,27,p3,?,surb={'id': '80130eb0-e61c-4631-b5e2-c7c99cf0c447', 'route': ['p3', 'e3', 'i7', 'x6', 'p2', 'c5']}
1769450814.8564146,SENT,cb2f9a65-9fbf-4648-9bde-a0fa03d04fd6,d1cb8eed-67de-4cfb-87ff-2be4186ffb55,c3,c1,3376,?,p3,
1769450814.8572085,CREATED,66ca18e1-bf98-40e3-b5a2-b93dcabdc742,6dbcdaf6-451b-4723-9291-3cb4726496c5,c3,c1,27,?,?,surb={'id': '96cead9f-16c3-4b45-8336-d98abc4c3a1c', 'route': ['p1', 'e7', 'i1', 'x8', 'p3', 'c3']}
1769450814.9244442,RECEIVED,3d5c7824-c0a5-468f-9eb2-f066fd183d2a,d994de97-8431-48bf-a3d4-03fd8da4f867,c5,c3,26,p3,?,surb={'id': 'c9940fea-7ae0-4906-b581-22dbccc2ad9f', 'route': ['p3', 'e10', 'i2', 'x9', 'p2', 'c5']}
1769450815.1124992,SENT,ef4e11f6-a15b-49e6-97d1-9e2d0e05d033,b14d65cf-6e0d-4f3e-a9f0-f317479c12cc,c3,c1,3388,?,p3,
1769450815.1126735,CREATED,93387c48-cff8-451f-9365-56363e018a14,b94662ab-59c4-46e2-a637-5459416e9b31,c3,c1,27,?,?,surb={'id': '209bb6a5-f8a5-47ab-b1f1-a291e3106725', 'route': ['p1', 'e12', 'i10', 'x12', 'p3', 'c3']}
1769450815.1573431,SENT,c03ceda6-2c12-43ad-864a-a7658bd447d8,26616202-b489-4a60-8b16-b070db5e8604,c3,c1,3400,?,p3,
1769450815.1575024,CREATED,79062d43-945f-4a67-850c-baef4cb2ce9f,187cd5b9-015c-431f-9695-fffa0ceb0e28,c3,c1,27,?,?,surb={'id': '195d00ac-1a45-488c-85a6-d82fd8b65fef', 'route': ['p1', 'e1', 'i10', 'x12', 'p3', 'c3']}
1769450815.2408516,SENT,850a3ff6-53e6-4703-bfb6-d9dd0e69d5fe,bd92e04c-2102-4d73-bd4c-baea11b5249f,c3,c1,3376,?,p3,
1769450815.240933,CREATED,c8efb29c-f383-472f-8102-5df799fb1088,f5a686bc-f005-4426-9219-15dea979d7cf,c3,c1,26,?,?,surb={'id': '9ed7a807-d5eb-4269-a004-dbc05a6b7dae', 'route': ['p1', 'e4', 'i9', 'x4', 'p3', 'c3']}
1769450815.265923,SENT,ba2c0ca6-0c36-49b6-b3b4-b029ddcc6973,4f44b8d6-8301-4daa-963c-89db4fe2a8cf,c3,c1,3374,?,p3,
1769450815.2659986,CREATED,7b1794ff-ab81-41d2-8995-17f334973f89,80f4e9e2-8f68-4a6b-83ce-158904ae3618,c3,c1,27,?,?,surb={'id': '863c8702-e5ec-4ae8-a6db-5679404b5d95', 'route': ['p1', 'e4', 'i9', 'x1', 'p3', 'c3']}
1769450815.379079,SENT,c813795d-8b04-4363-824a-12a65a9c3227,2c1c00a2-a559-47f4-86e7-da968e5ddb9c,c3,c1,3383,?,p3,
1769450815.379155,CREATED,f69e625e-dc90-4541-8548-29de804ddb4f,fbd9392e-8e7b-4e9e-bd2b-6ece12b2ec74,c3,c1,26,?,?,surb={'id': '7aa65e3e-e427-4e73-8dd4-08088ee45566', 'route': ['p1', 'e9', 'i12', 'x5', 'p3', 'c3']}
1769450815.4355009,SENT,333235a6-760f-452d-ba0d-9e061b4bdf88,dc5ff2f2-f08c-4bc5-94bb-13a57b88d258,c3,c1,3396,?,p3,
1769450815.435597,CREATED,c9671e27-6948-461b-a86f-aa1ef4c69863,029e072e-8a97-4361-b4ac-1accc23053c0,c3,c1,27,?,?,surb={'id': 'be3c5441-9237-44c2-ac10-452dced26c1b', 'route': ['p1', 'e12', 'i8', 'x6', 'p3', 'c3']}
1769450815.516229,SENT,a0672cbe-6adc-40ce-b08b-29682d2b6e2f,f432011d-c0e6-4739-a383-d466408c0e8e,c3,c1,3393,?,p3,
1769450815.5163202,CREATED,7297f053-f13b-4b76-9478-ec1638f696cb,829b92fc-cb1f-4eee-9f3e-d5060d1c9ebf,c3,c1,27,?,?,surb={'id': '1f419a51-f943-4389-aade-71e0f2fbef45', 'route': ['p1', 'e8', 'i2', 'x12', 'p3', 'c3']}
1769450815.939555,SENT,e9d0ac5a-748d-4c60-be1b-51df1d648c97,25eb9272-553b-489e-84fc-afee4616dfaa,c3,c1,3387,?,p3,
1769450815.9396548,CREATED,e64a67ac-af2f-4faf-8b3d-cdda348c42e8,9fadb9bd-1017-4864-838b-98c620aacafc,c3,c1,27,?,?,surb={'id': '1e176bae-c99f-4e6d-a32a-850b36b4bf46', 'route': ['p1', 'e12', 'i11', 'x11', 'p3', 'c3']}
1769450816.0104792,SENT,3332cbf4-21d0-4de4-a24c-2239d0d6a3c3,0a829f54-60a8-4e31-a712-519eda8a9356,c3,c1,3399,?,p3,
1769450816.0105853,CREATED,44b98af6-40e4-4699-9588-5c492cda2fc1,990401ef-4b62-4df0-8eae-69ad9b36a19a,c3,c1,27,?,?,surb={'id': 'c04e548c-b4d8-468a-8013-b44aad805c4a', 'route': ['p1', 'e3', 'i11', 'x12', 'p3', 'c3']}
1769450816.4245338,RECEIVED,e142e12b-2beb-41f3-b534-43a16c62614d,3b47bd61-77a5-4971-acbe-cbc33a912f94,c5,c3,27,p3,?,surb={'id': 'ba11e350-4a1e-434a-9126-189ffb950aa4', 'route': ['p3', 'e4', 'i7', 'x7', 'p2', 'c5']}
1769450816.595071,RECEIVED,493a6b5a-d282-4e62-828b-af9b6d5417bb,b2914bef-b25f-43c1-aef1-a86ae77960ec,c5,c3,27,p3,?,surb={'id': 'ffd96de3-31b8-46ce-9e70-a6b8746a6b78', 'route': ['p3', 'e8', 'i11', 'x1', 'p2', 'c5']}
1769450816.5973556,SENT,883f0cb5-3d73-400b-b615-7473c470607e,6e0c0673-78a9-42e2-957f-1e1a56fa7d34,c3,c1,3382,?,p3,
1769450816.5974548,CREATED,e60fd292-8b04-40a8-a834-ae62fe646be9,736ece28-e769-4beb-9bce-d21ed546b903,c3,c1,27,?,?,surb={'id': 'a7f0a5d6-2a8d-446c-8aa1-36c01be14e36', 'route': ['p1', 'e7', 'i9', 'x7', 'p3', 'c3']}
1769450816.6361284,RECEIVED,6b118279-b82f-477d-a4a7-1c7d3ba534f1,bf302aa9-81ee-4f7f-bc24-1ae64fe9db3a,c5,c3,27,p3,?,surb={'id': '9ae807f9-de48-4068-badc-ecde1169240a', 'route': ['p3', 'e4', 'i7', 'x8', 'p2', 'c5']}
1769450816.8448887,SENT,4bb89346-7c7c-4a7a-b53f-f8013cba6f8d,49f1933c-0ba0-40f4-bcc0-a46825060269,c3,c1,3360,?,p3,
1769450816.8450348,CREATED,03db3d59-73e3-4ec9-86df-3c8c6b3910a7,2e28949b-10aa-4502-bc63-6003cb276d56,c3,c1,26,?,?,surb={'id': 'cbddce10-70a7-4b91-8fe5-047583829fae', 'route': ['p1', 'e3', 'i9', 'x6', 'p3', 'c3']}
1769450817.001658,SENT,c71e9f3f-5009-49f9-b0ed-1874fbaaf80d,881286ef-6b14-4ba1-8fd9-791f39e6280b,c3,c1,3376,?,p3,
