timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769458684.659564,SENT,854e457b-8349-4f85-920a-e9f6a6e68887,8a9b9b26-41b2-45a7-b7c6-68c91fba3036,c4,c3,3400,?,p1,
1769458684.6597404,CREATED,7b18a8b0-9a9f-44a7-9099-d5b51a822827,e189be99-2d25-494a-b6f9-0f79a88c602c,c4,c3,27,?,?,surb={'id': '47c6e214-2cf5-48c9-a03c-8f7c28a4d229', 'route': ['p3', 'e2', 'i7', 'x11', 'p1', 'c4']}
1769458694.1205547,RECEIVED,8139982b-090b-4c39-9cc9-d5d1dcae06f8,63ff8f23-b8cd-4390-b046-2284b3191435,c2,c4,27,p1,?,surb={'id': '8c2c8655-eb3c-490c-9ae4-67a340e5cabd', 'route': ['p1', 'e5', 'i12', 'x6', 'p2', 'c2']}
1769458694.1710203,RECEIVED,35837ce6-19ac-47a5-ad23-df845209e4fa,fda9768c-b48c-4e7a-b730-d7c0f84474a8,c5,c4,27,p1,?,surb={'id': 'aeaf6230-a377-4f60-b986-7bfb886cebd5', 'route': ['p1', 'e10', 'i9', 'x8', 'p2', 'c5']}
1769458694.3416667,SENT,f2e0f26d-1079-4f52-9b97-3cd155ed9fa3,ba4edbbb-4d38-4d20-9575-2994765bedda,c4,c3,3399,?,p1,
1769458694.341814,CREATED,672c7c31-f755-4be7-90c1-c20519221795,22617dce-3f12-47e5-9e8c-77cdd1bb5431,c4,c3,27,?,?,surb={'id': '633e868c-3269-49ff-97e5-1379e670dab4', 'route': ['p3', 'e2', 'i12', 'x2', 'p1', 'c4']}
1769458694.496087,RECEIVED,2ee7504c-97bc-45ff-881d-1f9239361a7c,4aacd0ca-9c63-4275-acae-1b90598408a4,c5,c4,27,p1,?,surb={'id': '39ddb80f-9bb6-4d45-9835-be13fb476693', 'route': ['p1', 'e3', 'i12', 'x2', 'p2', 'c5']}
1769458694.5472329,SENT,ac754f28-afc1-4fce-ae50-8fc1a8211c5b,a4228246-cb91-4a96-81d8-e449b606af25,c4,c3,3381,?,p1,
1769458694.5474412,CREATED,cb8b3ed6-c2f4-4e1c-ac87-f9e66f0abd20,2147fa8e-5a7a-4fbe-a522-d53c91187ab2,c4,c3,27,?,?,surb={'id': 'c18d79a6-49d0-4f2b-9236-5c289f9dbf27', 'route': ['p3', 'e6', 'i9', 'x6', 'p1', 'c4']}
1769458694.9678552,RECEIVED,920249c5-00dd-4d88-adda-38cccff13e09,76fe039d-dba8-45ac-a08f-a9e79b586fd9,c3,c4,26,p1,?,surb={'id': 'cbff486e-0ac8-405e-bb98-bded81d76e30', 'route': ['p1', 'e3', 'i3', 'x2', 'p3', 'c3']}
1769458695.0364368,SENT,02f18f5a-5f04-4850-8989-7220329eb407,efce329a-3dd8-4074-9f75-160269fcc862,c4,c3,3380,?,p1,
1769458695.0365849,CREATED,7b42723e-8cbf-4551-90e1-13c34c7f7b33,49f363cd-6e0e-4a51-bcc8-14d32787b9b7,c4,c3,27,?,?,surb={'id': '16ce224e-fd9f-46d6-90bb-eb659d871bf0', 'route': ['p3', 'e5', 'i9', 'x8', 'p1', 'c4']}
1769458695.0437691,SENT,88b14223-178a-4583-9e59-1b9d7d69568c,793acc0e-dabd-4c8e-b02e-c84023f1427d,c4,c3,3396,?,p1,
1769458695.0439165,CREATED,05011331-3c9f-416d-afe4-c671cfa0804e,851e6ee3-0ed6-4086-8308-d375aa611d70,c4,c3,27,?,?,surb={'id': '5e4af6fa-52c9-41ce-aa63-6d836c0136f1', 'route': ['p3', 'e2', 'i1', 'x12', 'p1', 'c4']}
1769458695.0738971,RECEIVED,aac2bf5d-5f75-4604-aefa-9e9a24140057,2c861aad-2318-4bb2-8622-2c7a4322c653,c5,c4,27,p1,?,surb={'id': '68d75125-c948-4259-b805-95df1c9b820f', 'route': ['p1', 'e7', 'i8', 'x7', 'p2', 'c5']}
1769458695.1471326,SENT,f3262b3a-241b-4d67-a9ca-1b17f452a1f1,6b3a1efb-5ef3-49db-a685-1776000e8b9e,c4,c3,3392,?,p1,
1769458695.1473718,CREATED,dbd78151-8fe4-47f6-a297-fa8882552d17,0add1059-4e92-4cc6-820c-9a332b2f2721,c4,c3,27,?,?,surb={'id': 'f8f78d56-aaf4-4182-adea-a024172da4a1', 'route': ['p3', 'e6', 'i12', 'x12', 'p1', 'c4']}
1769458695.1668026,SENT,dc2b684c-d933-48f1-ac1f-e28de93c8a50,917dbfaf-4572-47dd-980a-262135694fc5,c4,c3,3396,?,p1,
1769458695.1669521,CREATED,2908bee9-2fe9-414f-bc41-094fbebfd308,262a5af9-b5dc-4ad3-8e7a-5f5a74109ede,c4,c3,27,?,?,surb={'id': '09e5ade4-1463-4908-882a-c314e86eacf2', 'route': ['p3', 'e5', 'i8', 'x12', 'p1', 'c4']}
1769458695.2641637,RECEIVED,bb1f76da-1046-4d1a-85a2-eeb5a1c72856,ad856872-3c0f-4a68-8afc-71472dfc91ae,c3,c4,27,p1,?,surb={'id': '3b4a7b2a-541d-4c30-bf91-ac46017b61a4', 'route': ['p1', 'e7', 'i9', 'x1', 'p3', 'c3']}
1769458695.3106282,RECEIVED,541bfc3b-7205-4863-9dc0-43d2d39f5a66,5282938a-1ba4-4036-8718-28584f7d1a5a,c3,c4,26,p1,?,surb={'id': 'a8c66ce4-e4d6-445e-b52c-2ed7fc4f6955', 'route': ['p1', 'e7', 'i10', 'x4', 'p3', 'c3']}
1769458695.3136065,RECEIVED,989d7783-c104-485e-b4d8-29e84c4d8767,9e41d931-c3c5-40bf-b496-5b52f7b055d1,c5,c4,27,p1,?,surb={'id': 'ee78643b-e115-46c5-adef-ded22d16e7f3', 'route': ['p1', 'e5', 'i6', 'x1', 'p2', 'c5']}
1769458695.3956978,SENT,ee98d17e-5a3a-40c2-b221-d207cf3d84e3,3493e865-0417-440f-8cdf-cfa555e579db,c4,c3,3364,?,p1,
1769458695.3958127,CREATED,d1f072bd-516c-41d5-b6e8-4a57f491312c,aabc28ea-e067-4389-b53f-f363d4627e62,c4,c3,27,?,?,surb={'id': '7bf811de-f3e5-4cc7-aecc-7171f16e5feb', 'route': ['p3', 'e8', 'i4', 'x1', 'p1', 'c4']}
1769458695.4356365,RECEIVED,065bc122-31b0-41c2-8e73-4ad1857f8c88,1d0b43ce-01bf-44c1-818c-fef48c2f7337,c5,c4,27,p1,?,surb={'id': '2d49740c-1472-47da-8019-0223557ebb59', 'route': ['p1', 'e9', 'i12', 'x4', 'p2', 'c5']}
1769458695.5977209,RECEIVED,797b7955-0819-4cd4-b0bc-f96aa7a394a8,2e79a118-f89b-421d-aef9-7f8fcca22d83,c5,c4,27,p1,?,surb={'id': 'aeb6322b-ee6d-40f3-93f7-e5e136fedefb', 'route': ['p1', 'e5', 'i9', 'x6', 'p2', 'c5']}
1769458695.7021456,RECEIVED,012c6eb0-8f0d-4986-bc12-fd6228984a3d,2571d777-a49b-4207-9676-ead80100fed3,c2,c4,27,p1,?,surb={'id': '96dc28a0-7e19-4511-803d-1beec63f8b50', 'route': ['p1', 'e7', 'i4', 'x1', 'p2', 'c2']}
1769458695.7168868,RECEIVED,88dec975-a583-4c31-af9c-542a5ac3f47c,e2ff4965-5a7e-4de9-b8ef-f2a058b01571,c2,c4,26,p1,?,surb={'id': '72c63536-2038-4ea1-a6ed-b1188eef73e4', 'route': ['p1', 'e3', 'i4', 'x6', 'p2', 'c2']}
1769458695.8220348,RECEIVED,6be3c0da-d1b1-46d3-aa60-81d5e93ab212,b1d9c5d4-d7d0-47c2-9c1f-b9e8f30cd0d6,c3,c4,27,p1,?,surb={'id': '98a07496-a868-497e-a45e-289f0165ce70', 'route': ['p1', 'e4', 'i10', 'x6', 'p3', 'c3']}
1769458695.8608043,RECEIVED,af2fb1a1-e4ac-41ea-ad9f-9b9385fdf848,81448991-b047-4893-9c87-0026b7de16be,c5,c4,27,p1,?,surb={'id': '838fda3b-ca1c-4c9d-b4d0-16c5d5e50054', 'route': ['p1', 'e6', 'i1', 'x12', 'p2', 'c5']}
1769458695.961222,RECEIVED,ca55eff3-aae6-4781-97e6-4c2ce9841b86,a1d6d882-fa97-4038-85cc-41d620daf9a4,c5,c4,27,p1,?,surb={'id': 'a83ac675-4250-43cb-8767-fe05a0722515', 'route': ['p1', 'e1', 'i5', 'x8', 'p2', 'c5']}
1769458695.9898393,SENT,9d9aa1ec-9902-49ba-8f5d-b9526c772e1f,374b7da5-e3bb-43af-9cd0-736648211caf,c4,c3,3384,?,p1,
1769458695.9899144,CREATED,fc91507f-911f-4d29-8a78-f553aba0ad8d,c9028c0e-ffb8-416b-a519-4b21236ea9b6,c4,c3,27,?,?,surb={'id': 'b93022c4-b2c9-4cc7-bc7e-5e22a35d1b83', 'route': ['p3', 'e8', 'i4', 'x10', 'p1', 'c4']}
1769458696.0093749,SENT,a93dbf5f-cc04-4b6c-bf80-1a7fdc0ab8cf,9a518c63-417e-47cd-ba8e-e289dbe665c2,c4,c3,3378,?,p1,
1769458696.0094824,CREATED,bcb8b9bf-5924-4c3e-897e-17b3fd0edd23,de29fb60-7db8-40c4-97c0-38eaf2505d55,c4,c3,27,?,?,surb={'id': '1daab145-6952-452f-bf39-39eb8496aa9a', 'route': ['p3', 'e9', 'i6', 'x6', 'p1', 'c4']}
1769458696.1842017,RECEIVED,b6d9e538-9e2a-4e94-9dab-68fa8c40b14d,de162bfb-d3c4-4e71-9ad5-a43b498595f0,c3,c4,26,p1,?,surb={'id': '659508f9-f583-4932-8eb1-d9d36da7461f', 'route': ['p1', 'e1', 'i6', 'x10', 'p3', 'c3']}
1769458696.4067445,RECEIVED,4074374a-f19e-4c75-b406-54319bbdad7e,3ad0c863-6280-45e0-8dba-fcad956deb33,c2,c4,26,p1,?,surb={'id': '53f4c484-baf5-4036-996b-01ed32ae3039', 'route': ['p1', 'e2', 'i7', 'x4', 'p2', 'c2']}
1769458696.730242,SENT,3c03eaf8-69f5-473a-94dc-8fcfb1face5f,bcfa20b9-c1f3-41d7-9b28-5ca35d99f064,c4,c3,3394,?,p1,
1769458696.7303984,CREATED,1f743266-eef2-4137-bb20-50d945028202,3b8aa532-e670-43ed-bf94-eaed1fe8c11c,c4,c3,27,?,?,surb={'id': '95be749c-3021-4293-8894-dbe467a25d5c', 'route': ['p3', 'e9', 'i12', 'x2', 'p1', 'c4']}
1769458696.7936525,SENT,2b13c768-1d36-4b0c-bf56-554932b5607b,bcc99783-7d57-4f0d-8a52-cc8979503f13,c4,c3,3376,?,p1,
1769458696.7944613,CREATED,7c7f96b4-a8fd-43d5-af47-d1e1c50ab6f2,62218f96-4ed0-4bbe-806d-e85a0c601b03,c4,c3,27,?,?,surb={'id': 'a36ca638-972e-43dc-8c38-3e4bffe1be7a', 'route': ['p3', 'e9', 'i4', 'x7', 'p1', 'c4']}
1769458696.812477,RECEIVED,3cae4504-f7ae-4afb-a6ee-22e3c9a22448,4e6c6546-8f62-4cdf-ac89-8fcf21abb5b1,c3,c4,27,p1,?,surb={'id': '82726f9d-f56b-4a58-8bec-74bc2696583b', 'route': ['p1', 'e4', 'i11', 'x5', 'p3', 'c3']}
1769458696.8195744,RECEIVED,8c7979a6-5347-45b4-90b9-a16bde3d5ac8,258855ac-17aa-4652-baac-6ea43847e3a5,c5,c4,27,p1,?,surb={'id': 'c3a2f33c-e21c-4b7b-9415-231345d06782', 'route': ['p1', 'e5', 'i8', 'x10', 'p2', 'c5']}
1769458696.8343976,RECEIVED,ea8304e7-8adb-463f-bf39-09cf764461c5,9092d0a8-53d2-4781-8398-d6f649bbe6b7,c3,c4,27,p1,?,surb={'id': 'b7209d21-0acd-4190-8684-2abbd591aab7', 'route': ['p1', 'e12', 'i2', 'x6', 'p3', 'c3']}
1769458696.9065235,RECEIVED,65cdbbd6-31bb-4d38-8d2b-289aedf77355,94a8b3ed-5077-45d5-8da7-5758372fb733,c2,c4,27,p1,?,surb={'id': 'c58f3489-4957-4496-bc02-ed29d9680ceb', 'route': ['p1', 'e2', 'i1', 'x3', 'p2', 'c2']}
1769458697.0862138,SENT,69d93d7f-1885-481f-bb97-c77ca3b28cfd,fd028a95-231f-496a-8f9f-6fba2982cb50,c4,c3,3379,?,p1,
1769458697.0863643,CREATED,aed95a9c-4555-45f8-b69e-fbecd2d9c966,2b28e8a5-efdd-4e0a-9baa-6b0d921011f7,c4,c3,27,?,?,surb={'id': 'af37821a-f245-45e8-bdb8-f276a60d256d', 'route': ['p3', 'e3', 'i6', 'x1', 'p1', 'c4']}
1769458697.099768,SENT,1ac97526-4291-4be3-9ec0-67c424922def,807a3966-099e-4f15-a9e2-01757cb94bce,c4,c3,3376,?,p1,
1769458697.0999115,CREATED,31b926fc-d7b1-496a-9f11-5e58b524be96,fcf5fde5-ec1b-49c2-8eb8-40db4131fc62,c4,c3,27,?,?,surb={'id': '4f9bb2d1-6003-4857-9e75-b0291b98e8af', 'route': ['p3', 'e5', 'i4', 'x2', 'p1', 'c4']}
1769458697.1729972,RECEIVED,349c131f-1169-43a2-a76c-996e8c217b84,84881850-6a3e-4468-9cf6-137c82ebfb63,c2,c4,27,p1,?,surb={'id': 'ec431a6f-f399-467e-83b2-6d7fdf3ceb77', 'route': ['p1', 'e2', 'i12', 'x5', 'p2', 'c2']}
1769458697.2856393,SENT,254fd926-e1b4-4148-9b79-ab38df1e37dd,bc843367-a40a-4476-bf8a-ce0ea66eee9f,c4,c3,3372,?,p1,
1769458697.2857883,CREATED,904f4f11-bf5c-4c9d-8364-8c92cb3ec868,7ba55ae8-561a-4f55-bc7a-8eb90070c96e,c4,c3,27,?,?,surb={'id': '935811c3-4a5f-418d-a173-15442a1ec1e9', 'route': ['p3', 'e6', 'i8', 'x3', 'p1', 'c4']}
1769458697.3318193,RECEIVED,ad2f6648-8386-4034-b7c0-d4af89ced705,9207b3d7-0fc6-4b49-846f-e78371104145,c5,c4,27,p1,?,surb={'id': 'e4579b87-1c27-48c9-bb1e-afabbc031df1', 'route': ['p1', 'e7', 'i4', 'x12', 'p2', 'c5']}
1769458697.4005504,RECEIVED,b5740679-862a-4f36-ae86-4c76feaab35a,a9f5e6ab-5220-491c-acaa-c4bf85376823,c5,c4,27,p1,?,surb={'id': '860ea7ef-d119-4644-b4c0-455c2a419fc3', 'route': ['p1', 'e4', 'i2', 'x5', 'p2', 'c5']}
1769458697.7148726,RECEIVED,da5a4ed7-6ade-4bae-a0bf-b069451210e2,1ac7ac72-a6d2-4752-aa27-56ef6e87ee37,c5,c4,27,p1,?,surb={'id': 'a59272cd-f51d-4797-aec5-1b6bd822988c', 'route': ['p1', 'e5', 'i5', 'x9', 'p2', 'c5']}
1769458697.7454448,SENT,215e42e1-ee05-413e-bf78-af99ff7087d5,8edb974a-44fb-427c-8960-a012ed1c7cd5,c4,c3,3385,?,p1,
1769458697.745595,CREATED,26980d04-2b9e-4611-ba65-983e574924e0,2f66824f-64c0-472a-84ea-78cf74302bbd,c4,c3,27,?,?,surb={'id': '1b04b621-cd38-4c93-ac6e-95204d2bbc7b', 'route': ['p3', 'e6', 'i12', 'x8', 'p1', 'c4']}
1769458697.9879804,SENT,0ae0a312-f7df-43e5-a65c-9453478f6684,683518ca-79e2-404b-bbe6-3ece888b0a4a,c4,c3,3360,?,p1,
1769458697.988135,CREATED,cad024f2-3a1c-4ec5-8735-d944e93ce45f,7348330e-1629-4220-b41a-d6497ff54e60,c4,c3,27,?,?,surb={'id': '633b6286-d995-45b7-9ba2-3cc5a40ee17c', 'route': ['p3', 'e12', 'i3', 'x2', 'p1', 'c4']}
1769458698.137891,RECEIVED,6c67caba-6c6e-465c-a020-0b43107786a1,f7f8fda9-81eb-4b87-84d8-b098b27a010b,c5,c4,27,p1,?,surb={'id': '16be163c-3d0d-4c4a-a367-9b31fa1069ba', 'route': ['p1', 'e10', 'i1', 'x3', 'p2', 'c5']}
1769458698.2588289,RECEIVED,3ad14079-6d23-4d61-934a-5afc4ef645be,d2d58935-6dd0-4650-bfe1-7b30cf8f23b4,c3,c4,25,p1,?,surb={'id': 'f0540bf4-2162-4586-a9e8-b8f8fe2f532f', 'route': ['p1', 'e5', 'i9', 'x8', 'p3', 'c3']}
1769458698.3290741,RECEIVED,5216c61e-cf16-4fd2-8417-edacea6f8684,bf112327-31c5-4ba0-b0f8-5795e1593de1,c5,c4,27,p1,?,surb={'id': 'bf82080e-1756-4b94-a650-50841161d4d9', 'route': ['p1', 'e1', 'i7', 'x9', 'p2', 'c5']}
1769458698.4709287,SENT,b60b8107-4939-4a82-bd47-c60c6a89626b,9cc16e62-4847-47d1-a376-6374d138b465,c4,c3,3400,?,p1,
1769458698.4711175,CREATED,2778a9a6-e882-4f9d-8913-0dd7ef287b8f,cf611d9c-85e7-43e8-a77d-910a98ed64c9,c4,c3,27,?,?,surb={'id': '8331466a-0f79-4d72-9647-ac39fad49ce5', 'route': ['p3', 'e7', 'i12', 'x12', 'p1', 'c4']}
1769458698.509733,RECEIVED,01b8ef5c-f39a-43b3-8e99-79c9a129c570,ced30fa1-fb8e-4827-a3eb-fc406bacdad3,c2,c4,27,p1,?,surb={'id': 'db0b3b14-c307-4dd9-a1d4-8b277a988a9c', 'route': ['p1', 'e1', 'i9', 'x6', 'p2', 'c2']}
1769458698.5431306,RECEIVED,0e78418a-d73e-4399-a441-a06008f00eb4,01dbe674-7a04-4dec-8a55-7291e07a9e0b,c2,c4,27,p1,?,surb={'id': '0dc05f85-0885-489e-9de0-4fb6f9c51ccd', 'route': ['p1', 'e1', 'i7', 'x1', 'p2', 'c2']}
1769458698.8991241,RECEIVED,6beef72d-18d0-4632-a289-38dad6f07a56,102cc386-bbbc-4e15-9dc3-d726f6ac1c0b,c2,c4,27,p1,?,surb={'id': '33156f41-6398-483f-bf24-a6ae5bfed70a', 'route': ['p1', 'e8', 'i11', 'x9', 'p2', 'c2']}
1769458698.9106076,RECEIVED,116a00af-80c1-42be-90cc-d1126861da3f,2f3cdd1a-ad94-4072-a16b-8746f6e46d04,c2,c4,27,p1,?,surb={'id': 'bdd2dcab-f64c-46bd-921d-2f02ad031b76', 'route': ['p1', 'e5', 'i8', 'x12', 'p2', 'c2']}
1769458698.952878,SENT,969ca5ff-9395-4e03-84b0-b0f6a334af51,5c4cee1a-8a9d-44bc-8010-06fe714f7d77,c4,c3,3384,?,p1,
1769458698.9530675,CREATED,727c2453-9e04-4e7f-8e39-929ecf486b0d,d7ef22eb-51c2-4795-b8cb-04b0ddd6bc88,c4,c3,26,?,?,surb={'id': 'e0155538-0126-4911-b523-543a1984d93a', 'route': ['p3', 'e8', 'i10', 'x4', 'p1', 'c4']}
1769458698.9667478,RECEIVED,ac2f2042-9c3f-433a-add8-efcbc4a3e6d9,d6164400-05c5-4154-9c7c-1218d2c4662b,c5,c4,27,p1,?,surb={'id': 'ffbd4371-68a0-468f-8750-a2d8e8659b10', 'route': ['p1', 'e2', 'i8', 'x5', 'p2', 'c5']}
1769458699.0589032,RECEIVED,b5a3bfeb-c8d8-4a4e-97a8-e8c7731e2a81,a2e477e5-bee2-4c22-b9ef-e0847af1a60d,c2,c4,27,p1,?,surb={'id': 'a8ecc7c2-b488-49f2-8e07-ea152ee2b703', 'route': ['p1', 'e12', 'i7', 'x9', 'p2', 'c2']}
1769458699.1152976,RECEIVED,3ae4858d-1cb1-4245-8211-7e0ab27ac611,1bd1dc63-7faf-4f58-9038-fcc9c18abd01,c5,c4,27,p1,?,surb={'id': '2365bd26-ef0e-49c6-af76-68bca21936c6', 'route': ['p1', 'e6', 'i4', 'x4', 'p2', 'c5']}
1769458699.2791457,RECEIVED,79d5a780-67d9-4ddf-b5b4-e63f7c88fed1,81209c3d-2fa2-4074-9f75-0cce023000a5,c5,c4,27,p1,?,surb={'id': 'c1934cc3-364b-4739-a094-abb7ee40f822', 'route': ['p1', 'e3', 'i3', 'x5', 'p2', 'c5']}
1769458699.2874188,RECEIVED,b2f150f8-1473-4714-90be-86dc2dd47d25,720f2ab2-c9c7-4414-a756-0017a562a7b4,c3,c4,27,p1,?,surb={'id': '42c401c5-4e16-4b04-bcb7-06d894a5c607', 'route': ['p1', 'e12', 'i1', 'x11', 'p3', 'c3']}
1769458699.3733337,SENT,6187f72c-1356-4643-aa69-62abdb287a14,df78ca7a-b483-4740-977b-16997f34c023,c4,c3,3376,?,p1,
1769458699.3734815,CREATED,b282f591-b285-4ba6-9ffb-31f681fdeb1c,a231e23b-e37d-4db2-b0ad-959351e9fe9d,c4,c3,27,?,?,surb={'id': '76352e63-7bfb-4bda-abe8-3b6cce597d52', 'route': ['p3', 'e3', 'i5', 'x9', 'p1', 'c4']}
1769458699.5622902,SENT,80f3ca42-582b-45d7-8762-3bf08976ae42,2e9bbc23-5584-4aed-9611-65c1e1d28539,c4,c3,3387,?,p1,
1769458699.5624409,CREATED,4c51d969-f413-478f-b6cd-93e0bc75c5df,fdd33f52-6b06-40ca-8136-82e8ee584885,c4,c3,27,?,?,surb={'id': '92b76377-f44b-46bc-95b0-216bfd040060', 'route': ['p3', 'e7', 'i9', 'x10', 'p1', 'c4']}
1769458699.6019278,RECEIVED,1bd74617-03de-4cd7-8863-c5a5409be73c,5f7d97d0-0872-4816-98af-b5a2614021e1,c2,c4,27,p1,?,surb={'id': '760337d2-c435-40cd-a846-445f72369e6b', 'route': ['p1', 'e12', 'i5', 'x11', 'p2', 'c2']}
1769458699.6594036,SENT,88285cb3-d6db-456a-a054-6fabc7bc52eb,cacbe594-e66d-4cbb-b5f3-2d9d12258518,c4,c3,3388,?,p1,
1769458699.6595786,CREATED,90cd27bc-880e-412b-a2d7-bc7161d47cc7,6a7a02ef-db7a-471c-ae2c-d3bb5159817d,c4,c3,27,?,?,surb={'id': 'fc2bc592-5368-43db-a360-ce33708a3906', 'route': ['p3', 'e7', 'i8', 'x11', 'p1', 'c4']}
1769458699.8277683,SENT,46553451-4ae8-41b7-b917-d426bddd1a0d,a4ad219f-0d9c-417c-917d-26352eaae87a,c4,c3,3359,?,p1,
1769458699.8279152,CREATED,5a5d6d0a-58e8-43d9-b1da-757062de051b,ec6a97ff-2530-4f0e-9594-429538c5958a,c4,c3,27,?,?,surb={'id': 'ed6a7fe3-4975-4e77-a245-4b67e4cba0b5', 'route': ['p3', 'e3', 'i4', 'x7', 'p1', 'c4']}
1769458700.0518575,SENT,3770df61-4797-4a4a-98e7-234e2af97c8b,ca9441ea-c933-402a-910e-7c26551a9690,c4,c3,3396,?,p1,
1769458700.0519857,CREATED,032eddd0-8d54-4632-bab2-7561a1ea87b1,90c83a4b-3f3a-42be-b784-c5b54b609f93,c4,c3,27,?,?,surb={'id': '8869b896-6b7b-43a0-b6ed-3b68ceb7a5cc', 'route': ['p3', 'e9', 'i9', 'x12', 'p1', 'c4']}
1769458700.0785964,RECEIVED,56c19155-4750-42fa-92cc-1050c06ca1aa,2c837b9e-7322-4240-b741-36e7763da734,c3,c4,26,p1,?,surb={'id': '498aa25c-e426-46d2-a637-10f08f5cf816', 'route': ['p1', 'e8', 'i12', 'x8', 'p3', 'c3']}
1769458700.0909958,RECEIVED,149e8ff3-411b-44a8-b8cc-4340e461e558,0d47b185-024d-4f39-8ac9-90aa1e840640,c5,c4,27,p1,?,surb={'id': 'd568828e-d995-4418-9dfa-4d4d31a6eee6', 'route': ['p1', 'e5', 'i5', 'x2', 'p2', 'c5']}
1769458700.1197326,RECEIVED,934ae7dc-d843-4dab-8876-62b9d8251afc,fec22841-71aa-4faf-9f4d-4b05e9d96d67,c3,c4,27,p1,?,surb={'id': '2f19a8f1-386f-4f91-9a0e-1e6d7418a065', 'route': ['p1', 'e11', 'i7', 'x10', 'p3', 'c3']}
1769458700.2406657,RECEIVED,cb05769f-550a-4ac8-bd3a-b8bf8a95c743,832edbe7-d4f4-4c60-bddc-fbcda1ae63fd,c5,c4,27,p1,?,surb={'id': '09564e2d-2113-4378-99d7-261813daace3', 'route': ['p1', 'e2', 'i8', 'x3', 'p2', 'c5']}
1769458700.3738747,RECEIVED,3add35e1-d3d3-4fee-93a5-1010cd126ab1,667d6b07-fb9d-475a-a429-679e247d54a7,c3,c4,26,p1,?,surb={'id': 'dfb7c808-d771-4f72-9a79-f68356289f9b', 'route': ['p1', 'e10', 'i5', 'x3', 'p3', 'c3']}
1769458700.5659766,RECEIVED,e9a9c183-d879-4832-91c7-13bfa1f50460,2097458b-3262-4297-8f88-cc7ce050aba4,c2,c4,26,p1,?,surb={'id': '9ca8187e-fa56-4281-985e-0f4826eac4bd', 'route': ['p1', 'e2', 'i4', 'x12', 'p2', 'c2']}
1769458700.7287762,RECEIVED,c885c76c-14e3-4904-b990-a95166f134d4,0242379c-22c0-4d03-a9e4-36832bff8901,c5,c4,27,p1,?,surb={'id': 'adc720c3-fe07-4e80-ae70-8cf5c1aeecc7', 'route': ['p1', 'e6', 'i1', 'x2', 'p2', 'c5']}
1769458700.7381904,RECEIVED,91b232d2-d060-47ec-bd6f-f4b72415ae2d,5a5568a9-2546-4fcb-917d-8a6a0764bd99,c3,c4,27,p1,?,surb={'id': '87c9a082-e043-45af-95d7-bdb9ec385e63', 'route': ['p1', 'e10', 'i4', 'x11', 'p3', 'c3']}
1769458700.8053532,SENT,c42a5930-4e64-44ed-961d-6ac6fcba8385,2f67af65-1f2e-40b5-8048-648ba7836ae3,c4,c3,3379,?,p1,
1769458700.8054807,CREATED,67cd0da0-361f-4293-9940-6590c5cf503b,2a59ff04-7444-4f75-958e-cd5e89f8e4eb,c4,c3,27,?,?,surb={'id': '615a6101-0c8d-4704-8994-a8b8184487f0', 'route': ['p3', 'e11', 'i10', 'x9', 'p1', 'c4']}
1769458700.997967,RECEIVED,864e8cb3-9387-4e97-a041-81355ab68b10,8da18b2e-4a86-4b63-ac00-a2c2de707b6c,c3,c4,27,p1,?,surb={'id': '77c6b3dc-a2c8-444f-927d-c109865934df', 'route': ['p1', 'e7', 'i8', 'x11', 'p3', 'c3']}
1769458701.06653,RECEIVED,0ebac642-38c6-44f7-8b88-37a830f32e96,ae231eaf-c1da-479f-9d4a-76b42e9d36db,c5,c4,27,p1,?,surb={'id': '8f0a59a9-989f-4726-aa19-96763e2603e2', 'route': ['p1', 'e7', 'i1', 'x10', 'p2', 'c5']}
1769458701.0871449,RECEIVED,3e9b4726-45d8-44f3-abe0-5d852648f810,6c579cc5-68ce-4758-a3f1-763114daad44,c3,c4,27,p1,?,surb={'id': 'bd85d8b6-f156-4702-b167-5a7acc9339a4', 'route': ['p1', 'e8', 'i11', 'x9', 'p3', 'c3']}
1769458701.486093,RECEIVED,d8c31062-96dc-4dde-8e50-20c19b6647f9,af63c855-1266-4653-9fdf-041020f48ec2,c5,c4,27,p1,?,surb={'id': 'dcc427b8-45b2-4501-94cf-3917f8d90aff', 'route': ['p1', 'e11', 'i3', 'x5', 'p2', 'c5']}
1769458701.5492458,RECEIVED,16d9283f-be55-4f83-bb0a-d7056f6511b5,10402e8d-9257-4544-bb69-647e65914cc7,c2,c4,26,p1,?,surb={'id': '4d771403-4ba6-4bf2-9487-30d6efaf8ef9', 'route': ['p1', 'e5', 'i11', 'x6', 'p2', 'c2']}
1769458701.6221635,RECEIVED,28e30c96-4d3f-48ee-88b9-47aad196105b,f01b24a1-72d7-4400-b194-ab25536fb6dd,c2,c4,26,p1,?,surb={'id': '42d453d7-f88c-4825-9777-c66961aa2c41', 'route': ['p1', 'e3', 'i2', 'x7', 'p2', 'c2']}
1769458701.6564107,RECEIVED,aa41ddd8-465c-4a86-9af8-43991dd39ea0,4182fd21-6a8c-44f4-bee5-a9703707d06d,c3,c4,27,p1,?,surb={'id': '56aad6d3-0068-436a-9601-b97b1614e3b0', 'route': ['p1', 'e3', 'i1', 'x11', 'p3', 'c3']}
