timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769458684.659564,SENT,854e457b-8349-4f85-920a-e9f6a6e68887,8a9b9b26-41b2-45a7-b7c6-68c91fba3036,c4,c3,3400,?,p1,
1769458684.6597404,CREATED,7b18a8b0-9a9f-44a7-9099-d5b51a822827,e189be99-2d25-494a-b6f9-0f79a88c602c,c4,c3,27,?,?,surb={'id': '47c6e214-2cf5-48c9-a03c-8f7c28a4d229', 'route': ['p3', 'e2', 'i7', 'x11', 'p1', 'c4']}
1769458820.4101481,RECEIVED,c8a6c394-ec22-4d7e-94cc-93ffebca8023,acd23cda-42e6-4e01-bcf5-05b5a54c96c3,c5,c4,27,p1,?,surb={'id': '4cc0124c-aa67-4b42-b498-db6eea48edd8', 'route': ['p1', 'e2', 'i5', 'x10', 'p2', 'c5']}
1769458820.4687274,SENT,efa36655-a543-4068-8069-aad254ea78e3,08a5f82c-752d-43a1-bb5b-652c0da19464,c4,c3,3405,?,p1,
1769458820.4688747,CREATED,c38e7795-b0e5-4e11-a5c8-77efbeeb6494,7162a550-1daa-47c9-91de-597e84874419,c4,c3,27,?,?,surb={'id': 'b0840492-cd03-4402-b933-e020547ed5fd', 'route': ['p3', 'e5', 'i6', 'x2', 'p1', 'c4']}
1769458820.945771,RECEIVED,972ee69a-7f67-476a-a545-6cf20395611a,4eb54665-1710-4d52-b22c-f853cb2f8c7e,c2,c4,27,p1,?,surb={'id': 'd925d569-2cf8-4635-8bc0-b199ba13c6d9', 'route': ['p1', 'e6', 'i9', 'x8', 'p2', 'c2']}
1769458821.0796323,SENT,5cd397ad-ea1b-4242-b97d-23feae6757d6,40db7037-25b9-44ea-a884-91ccf61dd955,c4,c3,3400,?,p1,
1769458821.0797763,CREATED,16e18dc2-39e2-4692-8f7f-f6678d47226f,3439082a-b265-4d4f-8ba9-338db7042f0c,c4,c3,27,?,?,surb={'id': '4359e609-0f91-40a7-b1ca-9369c48df074', 'route': ['p3', 'e12', 'i8', 'x10', 'p1', 'c4']}
1769458821.1084974,RECEIVED,6f1efb6a-df90-41d6-b931-8aba570579fd,658b6da9-9fc8-4285-9f20-6491c87378c0,c5,c4,27,p1,?,surb={'id': '87aa75c4-da05-453c-ab68-1eee46499bf1', 'route': ['p1', 'e4', 'i3', 'x6', 'p2', 'c5']}
1769458821.3328195,SENT,1adcbe24-9c2b-43b7-8624-e9aa78827994,2ff77a17-43a1-493e-bf03-b605fd12b309,c4,c3,3370,?,p1,
1769458821.3329191,CREATED,cd9b47fd-cd36-4e08-baa9-19a268045642,07136b0c-3fe4-4b06-98d0-062d97e4f558,c4,c3,27,?,?,surb={'id': '671d210f-c409-4c17-b625-0a351a718591', 'route': ['p3', 'e7', 'i7', 'x4', 'p1', 'c4']}
1769458821.3506684,RECEIVED,b9612e1b-94d3-4802-a18d-c9cbcb312d54,7af260d1-589b-49a7-8afb-9aff554bd278,c5,c4,26,p1,?,surb={'id': '94f20e66-01b5-41c9-8cc5-fa97f4344a37', 'route': ['p1', 'e7', 'i10', 'x1', 'p2', 'c5']}
1769458821.435101,RECEIVED,5f112d13-6b9f-437e-b0ee-f4fe8398bdad,ea5d620a-8b53-4a15-bc7a-6f0963fb1b9c,c3,c4,27,p1,?,surb={'id': 'ec89da13-5ce9-4d7a-a1ca-a8f960fa0865', 'route': ['p1', 'e5', 'i6', 'x10', 'p3', 'c3']}
1769458821.4495692,RECEIVED,26cb2a80-0e7a-41dc-9619-ee2a6cb500f3,9f33b545-01a0-4c04-92f7-d0a8e4ddad6c,c3,c4,27,p1,?,surb={'id': '74650fb6-f247-4949-9999-e7fe5cd1e3eb', 'route': ['p1', 'e3', 'i2', 'x10', 'p3', 'c3']}
1769458821.5007255,RECEIVED,21023861-702d-46f7-8d7a-83512e947d20,433c95a5-1bd0-4b51-bd77-13b619fc9895,c2,c4,26,p1,?,surb={'id': '7acc8018-ba9c-4719-ac28-2cfd16851864', 'route': ['p1', 'e11', 'i1', 'x9', 'p2', 'c2']}
1769458821.593965,RECEIVED,060ab5cd-4b9e-460e-adda-0bcb1349f9f6,464702a5-f9f9-4dbd-a76b-f9516ae13d14,c3,c4,27,p1,?,surb={'id': '5a7d6dec-aba8-4473-939c-d6e8dcacf41a', 'route': ['p1', 'e7', 'i6', 'x11', 'p3', 'c3']}
1769458821.6086247,RECEIVED,ab8a77ff-eb98-41a2-9253-e44e7236350c,454dfa05-c32c-4640-8157-b84c38da942f,c3,c4,26,p1,?,surb={'id': 'c8f40da5-a536-404f-8f4b-2c1682cca0d0', 'route': ['p1', 'e8', 'i10', 'x11', 'p3', 'c3']}
1769458821.6233292,RECEIVED,c9c70858-9233-4e64-b135-fe6eb7774c73,7e54f5f9-8bdf-46b7-8075-a5ac244f7d78,c3,c4,26,p1,?,surb={'id': '08056d38-86ed-4555-8a97-0ca1c6ea6bd3', 'route': ['p1', 'e8', 'i6', 'x1', 'p3', 'c3']}
1769458821.645459,SENT,e9a8b1a6-39bb-4154-957e-02ec11ca46c6,c6cf5765-6d2e-4fee-b364-c3810552e89f,c4,c3,3375,?,p1,
1769458821.6456177,CREATED,0626c487-cc6a-494a-8c94-2c6d73e04c51,fd0f3f51-8d92-40c1-a57b-3a2dc335c9af,c4,c3,27,?,?,surb={'id': '761f90b7-3efb-4168-a0d4-b0d782035295', 'route': ['p3', 'e1', 'i1', 'x5', 'p1', 'c4']}
1769458821.862172,SENT,2c96e46b-4794-4708-93ef-1ee0596de938,9aff813d-0176-44a7-9405-62c1c3b28782,c4,c3,3355,?,p1,
1769458821.8622859,CREATED,ecaaceee-f52a-45ee-bdff-1e20f437d5d5,75d95206-bd76-4654-b78f-1368fb7906a7,c4,c3,26,?,?,surb={'id': '56296152-4075-4c8d-b9dc-2ee98331c889', 'route': ['p3', 'e9', 'i8', 'x1', 'p1', 'c4']}
1769458821.9278562,RECEIVED,00c48c51-8d21-44fa-bcb1-a7712b23bc91,e2536205-8335-4120-9083-ae07fee3798e,c3,c4,27,p1,?,surb={'id': '7b94b33e-0601-4a83-bc3a-d1031d8a7ff7', 'route': ['p1', 'e12', 'i7', 'x12', 'p3', 'c3']}
1769458821.9700356,RECEIVED,fe2f2536-c46c-40e4-bd2e-d876d64e9d95,ecfba20e-a91f-449d-bfd7-6fdb09589d94,c2,c4,26,p1,?,surb={'id': '096d73c5-63f3-4ad5-9b52-2caef4ea889e', 'route': ['p1', 'e4', 'i6', 'x10', 'p2', 'c2']}
1769458821.992661,SENT,010e3817-7643-474d-bee6-2668e92fd8e6,17559ce6-379b-4274-bc9e-019d0fef6677,c4,c3,3396,?,p1,
1769458821.9928102,CREATED,5b212988-fd1f-48ef-952e-1f4489fe4fbf,452bfbd4-274c-407f-9fab-025d77d2f174,c4,c3,27,?,?,surb={'id': '4382c00f-fdaa-482f-ac2f-59061fc418cf', 'route': ['p3', 'e7', 'i10', 'x9', 'p1', 'c4']}
1769458822.0030987,RECEIVED,a74f79d3-1102-40fc-aa70-b3baa011392d,7e38b990-1fa9-4cdd-bec5-978ecdbd91ae,c3,c4,27,p1,?,surb={'id': '127f3d5b-e360-4893-af32-169f2a7645db', 'route': ['p1', 'e8', 'i3', 'x1', 'p3', 'c3']}
1769458822.0545893,SENT,b315246f-a681-41fe-a33b-0a7db18160f5,6059ce1c-4a01-4e6c-a170-c2409f5c1f72,c4,c3,3360,?,p1,
1769458822.0547416,CREATED,90301e78-4bf7-427f-b19f-69289eee2212,25c6db83-5f17-4f04-b7dd-2e10153c7063,c4,c3,25,?,?,surb={'id': '9796c929-47a2-40d7-8f22-e8bc8fad8edf', 'route': ['p3', 'e2', 'i3', 'x5', 'p1', 'c4']}
1769458822.0936413,SENT,f0e39fe9-7095-449f-bae3-e18ef5944edd,d0d123b1-b829-4ad7-9d4e-8b1a69c107c5,c4,c3,3391,?,p1,
1769458822.093794,CREATED,e5b011db-e7b2-4c60-8461-c74aac35b7e1,7f685ba4-6d3b-4b95-b214-42242206abb2,c4,c3,27,?,?,surb={'id': 'bdd18b3a-81c1-4194-b825-1e2709a7d674', 'route': ['p3', 'e11', 'i10', 'x7', 'p1', 'c4']}
1769458822.1586945,RECEIVED,6f2d2ce2-f678-4bec-bdee-94054dbd1d40,e8f26d70-0bd7-4f68-b34b-2d7ed6510969,c2,c4,27,p1,?,surb={'id': '50105172-320b-41dd-b16a-39a99e3a20bf', 'route': ['p1', 'e11', 'i12', 'x11', 'p2', 'c2']}
1769458822.1688714,SENT,741d0188-03fe-498f-8c44-a15d4d60725c,5fcd1e1c-247b-4048-b251-ec336a4a9467,c4,c3,3387,?,p1,
1769458822.16902,CREATED,193927c1-6a96-40e5-9e42-34b441a20728,cf190e46-75c7-45fc-b86c-6df9cdcce796,c4,c3,27,?,?,surb={'id': 'c194294a-c514-45dc-84ae-76c5b6b40a85', 'route': ['p3', 'e6', 'i12', 'x7', 'p1', 'c4']}
1769458822.1763546,RECEIVED,6ac8362f-219a-4a55-9f16-aa483a84fb91,b4f45ccc-2725-4d9c-9177-92e3607ee7ee,c5,c4,27,p1,?,surb={'id': '3db95aca-2be2-42df-8fc2-625ece29674c', 'route': ['p1', 'e5', 'i1', 'x1', 'p2', 'c5']}
1769458822.2811968,SENT,cdc1b9ea-9c1e-441f-bba9-f27a65a9eca9,40e2aa7a-c66c-4b52-96ff-8950ad3984e1,c4,c3,3370,?,p1,
1769458822.2813494,CREATED,ae3e1bf6-211a-4276-b3db-66bb930d4303,5de03840-0d71-43bf-8976-eebeee4098a4,c4,c3,26,?,?,surb={'id': 'feaac760-1e80-4bbb-889d-3bf957722bce', 'route': ['p3', 'e1', 'i8', 'x1', 'p1', 'c4']}
1769458822.3580706,RECEIVED,d55e84e1-41f4-4c13-9bc1-ef19f2ee3c29,cb7343a0-ec8c-4b40-8530-7470847981c9,c5,c4,25,p1,?,surb={'id': '74e8fe94-47c5-4a6d-a455-56ffa7e31b03', 'route': ['p1', 'e8', 'i4', 'x9', 'p2', 'c5']}
1769458822.5584,SENT,0a538947-9407-4c94-a7f2-eb5cb21fa60c,6be410d6-67c6-4368-9d8f-27c47fed9b1e,c4,c3,3380,?,p1,
1769458822.5585523,CREATED,1b22df78-ff63-46ce-a9e2-e17f88d0b6e3,953eb3a5-5b67-4a4c-a240-1800c430e997,c4,c3,27,?,?,surb={'id': '5c311042-69dc-45dd-a6b5-9472cc4dbce0', 'route': ['p3', 'e3', 'i5', 'x2', 'p1', 'c4']}
1769458822.6735954,RECEIVED,59784467-7c68-43c5-b313-cb0923b32ea1,4119ad95-a90c-4ff5-ab20-f636135ea0d7,c2,c4,25,p1,?,surb={'id': 'eb3aa0e5-2459-4803-8ade-3d4a48761503', 'route': ['p1', 'e8', 'i4', 'x2', 'p2', 'c2']}
1769458822.6960611,RECEIVED,2614c849-0da9-4187-8a55-c29255a85594,b0cd6c58-4f11-4eaf-a0db-c3d9cf10795a,c3,c4,27,p1,?,surb={'id': '7a0825cb-ae17-4c60-8b4c-56ff5def1f49', 'route': ['p1', 'e4', 'i4', 'x12', 'p3', 'c3']}
1769458822.718081,RECEIVED,9e969c08-5498-47b4-85bc-da91d0715e29,2d66534b-cfd4-4b7a-b9d2-adc480091d7b,c2,c4,26,p1,?,surb={'id': 'a6816754-9355-4d19-8242-767e4dd24bf5', 'route': ['p1', 'e8', 'i5', 'x6', 'p2', 'c2']}
1769458822.7308378,RECEIVED,91ded22c-ca71-4a24-8d08-e93755c49ff2,bb8fad3b-1bb5-4447-b99c-006014450a8d,c2,c4,27,p1,?,surb={'id': '78167cf7-a061-4b94-864f-b04e46686821', 'route': ['p1', 'e9', 'i7', 'x6', 'p2', 'c2']}
1769458823.0626433,SENT,f911e8ea-6c6c-4dcd-a2fc-d34b01071cb8,a0aa1cb4-6c8a-4efe-9a4d-b94d1d43fc6c,c4,c3,3372,?,p1,
1769458823.0627928,CREATED,8dc90833-f053-4652-ac79-23d9a8471140,b533c604-b3dc-47b8-95fb-d94451a7bb45,c4,c3,26,?,?,surb={'id': '5233fbbf-98eb-4df9-befe-95fc456590da', 'route': ['p3', 'e11', 'i7', 'x7', 'p1', 'c4']}
1769458823.2800376,RECEIVED,c9a9a2f1-c0fd-4aa0-b0ee-787944db2803,083157f3-6db5-48f3-878f-4ad352b6a77e,c2,c4,26,p1,?,surb={'id': 'c3adee37-3eef-4e87-9deb-e5fc950b0934', 'route': ['p1', 'e10', 'i12', 'x10', 'p2', 'c2']}
1769458823.3186083,RECEIVED,f7f4e34b-c9f9-412f-abd0-0bdbb4fb4b0f,bd00c6cf-4536-4a14-8a35-a807fcc42a4a,c5,c4,27,p1,?,surb={'id': '0de190b6-aee2-4732-be81-939ace806b96', 'route': ['p1', 'e8', 'i5', 'x9', 'p2', 'c5']}
1769458823.4031897,RECEIVED,e414e6cc-ee6c-4a3e-94db-02eae58cd296,a3767724-88c7-4ba3-8df8-69cd581583fd,c3,c4,27,p1,?,surb={'id': 'b4ce2d3b-6ee8-477a-bcd8-eebbd41dec6d', 'route': ['p1', 'e10', 'i8', 'x9', 'p3', 'c3']}
1769458823.4099483,RECEIVED,a2af80ab-ff4d-483d-929a-89075fcd1016,4621cb57-b91f-43d9-a4ed-80b88b0382e3,c5,c4,27,p1,?,surb={'id': 'cf6fb051-12d9-4e9f-807f-83f497ec2502', 'route': ['p1', 'e4', 'i7', 'x6', 'p2', 'c5']}
1769458823.6489944,RECEIVED,ff26efa0-7c68-47dc-90a1-75adeda21588,958999ed-e15a-4022-9375-9693ec85535a,c2,c4,27,p1,?,surb={'id': '54d0a135-fb25-4db8-9a21-b9482a213ef4', 'route': ['p1', 'e9', 'i9', 'x10', 'p2', 'c2']}
1769458823.9141216,SENT,a4919e80-b7a9-4913-8f6d-6bd7f8fc6bf1,55874617-9f46-4c59-a23e-c782dfb00e49,c4,c3,3386,?,p1,
1769458823.9142604,CREATED,00b39891-acd5-4430-a01d-45d8f4d5023d,5e16c3c3-0ad1-45d7-bfb3-32612835adc8,c4,c3,27,?,?,surb={'id': 'ebe353fb-3926-43bb-b81c-7837251207be', 'route': ['p3', 'e2', 'i6', 'x2', 'p1', 'c4']}
1769458824.0181918,RECEIVED,0f5e643a-f64f-4d4c-8da6-d2438b25063d,efc96ffb-5703-41a0-ac3b-ec7f0a7825e1,c5,c4,27,p1,?,surb={'id': '966a4d9f-3739-4a13-92d1-b83e70426742', 'route': ['p1', 'e10', 'i12', 'x5', 'p2', 'c5']}
1769458824.090163,RECEIVED,135982c0-5f3c-4444-b364-d337ab3160cb,f1827f46-2a89-46e9-ba53-a14d2ffa42bc,c2,c4,25,p1,?,surb={'id': '0b3676f2-13fa-45a5-8a2e-6514635c9b4e', 'route': ['p1', 'e11', 'i9', 'x8', 'p2', 'c2']}
1769458824.2594845,RECEIVED,fedb6c93-701c-4cc7-8653-7ef3fe155ad0,af14bdb3-84d5-48ad-bb2b-3d79ffae7f1e,c2,c4,27,p1,?,surb={'id': '8060318d-3a87-4a91-96c1-2fa8b8d386cc', 'route': ['p1', 'e8', 'i1', 'x1', 'p2', 'c2']}
1769458824.302395,RECEIVED,e5614694-4423-49b3-b3e3-341df75e57cc,6ea3562d-b90d-4e28-b4f4-1679b6e390d0,c2,c4,27,p1,?,surb={'id': '37d735c7-aa31-40c3-9e58-6170a872bd4b', 'route': ['p1', 'e2', 'i10', 'x12', 'p2', 'c2']}
1769458824.376395,SENT,b8d3001b-fa00-4cd1-a186-44dc3e920465,0b44880d-1c81-4ad5-969c-1f7586e0447b,c4,c3,3405,?,p1,
1769458824.376549,CREATED,b15af2f3-379e-4218-a39e-b07138a426f8,f72ce8af-6137-4ef8-a488-d762936b1797,c4,c3,27,?,?,surb={'id': '0a51fb5b-6f9c-4704-96d3-909207e08b9c', 'route': ['p3', 'e4', 'i10', 'x3', 'p1', 'c4']}
1769458824.4528093,RECEIVED,99924346-3eed-4c96-bc24-025673372ebc,91d88a75-27d7-4345-8e93-8bbbeb338646,c2,c4,27,p1,?,surb={'id': '1980fb5f-de30-4750-b87b-73f5ac529156', 'route': ['p1', 'e2', 'i4', 'x7', 'p2', 'c2']}
1769458824.511258,RECEIVED,3e409877-50bc-4092-bc5c-f5641b937bbd,e9ed105e-e25a-4ac8-bcec-6484d31236af,c5,c4,27,p1,?,surb={'id': 'e04f9b75-3c9a-4cdf-986e-87045571c208', 'route': ['p1', 'e2', 'i11', 'x11', 'p2', 'c5']}
1769458824.6311016,RECEIVED,cfa9410a-0319-4e03-b9b6-f80e565c9db4,36ea3b48-74b4-4c9a-bf66-0984c508f0b2,c2,c4,27,p1,?,surb={'id': 'c351b03d-f0c6-4ff3-9d48-e6f8217a1a79', 'route': ['p1', 'e3', 'i4', 'x11', 'p2', 'c2']}
1769458824.7908578,SENT,6643aa2e-dbd7-4b7f-a80b-585f0149d848,34be19f1-8eac-477f-a54c-9c14fde8b5fb,c4,c3,3375,?,p1,
1769458824.7910056,CREATED,2649935e-7d76-4889-8bb2-296d2112f96e,87e3f839-a87f-4916-ab47-6a83d5540d65,c4,c3,27,?,?,surb={'id': '60f0b24f-e5fd-4a22-8e73-d5d7a34d2eee', 'route': ['p3', 'e5', 'i10', 'x1', 'p1', 'c4']}
1769458824.8091483,RECEIVED,1f5d5c1c-36a8-42c9-b41a-1c9e59730909,3db9e63b-3b3d-466b-bf0a-65297e5a98d6,c3,c4,27,p1,?,surb={'id': 'ff3f805e-af4f-49d6-9c78-4e685a3c7a08', 'route': ['p1', 'e6', 'i9', 'x1', 'p3', 'c3']}
1769458824.9171383,RECEIVED,0563f8f6-6174-4a0a-94fb-09f9bad05ffc,a218d79f-970b-49f1-9cb3-4e842b8cff4d,c2,c4,26,p1,?,surb={'id': '5d236ea3-4e85-4876-b119-a0bc2a4f6956', 'route': ['p1', 'e4', 'i8', 'x8', 'p2', 'c2']}
1769458824.9422114,RECEIVED,85cb9732-42d7-4a99-89c3-eb670146b99a,3f409f1f-b363-40f8-9639-4fefd5139c20,c5,c4,27,p1,?,surb={'id': '1d2a8786-0b78-4816-ad4d-4cff264f6bbb', 'route': ['p1', 'e4', 'i8', 'x3', 'p2', 'c5']}
1769458825.0587764,SENT,fb4b51f9-6162-45a0-944c-ad632e824bff,d2396aa4-fca2-41b1-b76c-58a8bab65936,c4,c3,3408,?,p1,
1769458825.058926,CREATED,212dab46-655c-4179-8b4f-2fb96814976e,903694eb-8979-41e6-922f-64ebf20bfab5,c4,c3,27,?,?,surb={'id': 'd3125240-9126-4abd-937f-7d4872bbfe3f', 'route': ['p3', 'e5', 'i12', 'x11', 'p1', 'c4']}
1769458825.1036277,SENT,ae8f03af-18d1-4ada-895b-14ff4a30da53,2b5bb7a4-075f-435a-bf02-22e11d5bd0ea,c4,c3,3371,?,p1,
1769458825.1037762,CREATED,1cf1503d-0c92-4280-8c41-e0a88dd8e684,c8ab2d3c-0b1a-47fc-a49d-28f4f3d58d3e,c4,c3,26,?,?,surb={'id': '7db6a1e0-258f-4815-9a84-7a1365b72f14', 'route': ['p3', 'e1', 'i4', 'x8', 'p1', 'c4']}
1769458825.1420927,RECEIVED,7a2c0957-3ddc-4008-b41d-24b88fc45feb,354930be-7f13-46f1-be19-24c6dea689fa,c5,c4,27,p1,?,surb={'id': '89029810-8f36-4a0f-a6c8-eeef9ff77756', 'route': ['p1', 'e1', 'i2', 'x6', 'p2', 'c5']}
1769458825.2433789,RECEIVED,7296f59c-2697-452e-9d54-84fb9be7a146,31b7fc9f-74c9-4688-b2d6-d4274052a33c,c5,c4,26,p1,?,surb={'id': '0ec44fbd-df44-4030-a4e0-523998c61643', 'route': ['p1', 'e5', 'i7', 'x3', 'p2', 'c5']}
1769458825.3134491,SENT,c5de727a-4f0b-4583-b8ea-e1b6f3a8c72d,4e8df80a-0b6b-46b4-8f1d-1c9a52b1c0a0,c4,c3,3376,?,p1,
1769458825.313748,CREATED,e00303b2-c3fb-4297-8b74-429a9215ffe9,23fc9c13-e022-4ea0-849b-7403c342476b,c4,c3,26,?,?,surb={'id': '3f7f65ae-88db-4890-809f-d5c6d8b2f875', 'route': ['p3', 'e2', 'i10', 'x8', 'p1', 'c4']}
1769458825.6466398,SENT,817d339e-38d4-46bf-acc3-7011ffb1bc73,3a995d9b-d4e6-4060-8d09-1c7fdbd52ce8,c4,c3,3372,?,p1,
1769458825.6467881,CREATED,8590477f-666f-4db3-ac77-a2bc337925e0,4f613e19-3581-4914-868c-605f5a9bb290,c4,c3,27,?,?,surb={'id': 'ec39eb78-6a0c-43b2-892b-e0a52f007a12', 'route': ['p3', 'e2', 'i2', 'x6', 'p1', 'c4']}
1769458825.698366,RECEIVED,8e6f67c3-e308-4049-993a-7e00540a278f,642dd2a0-98ac-4ee4-ac25-412ab05957d8,c2,c4,27,p1,?,surb={'id': '3fcf67e7-e55c-4da8-a10d-2413303e3c63', 'route': ['p1', 'e1', 'i11', 'x3', 'p2', 'c2']}
1769458825.7538636,RECEIVED,3c3c8d75-0881-4e4a-9689-1464ea653f24,f9ee266c-e293-4d36-986b-39032002505d,c2,c4,27,p1,?,surb={'id': '420ae80c-4bae-45e6-bb02-4721dca9c68f', 'route': ['p1', 'e1', 'i4', 'x12', 'p2', 'c2']}
1769458825.861539,RECEIVED,4edce7ce-c39c-4d28-8ac9-d72166e29be4,e8625c56-4d30-4ffe-89da-d1f88c901097,c5,c4,27,p1,?,surb={'id': '8aba246f-52a9-4061-b32d-a584ba23c5c4', 'route': ['p1', 'e7', 'i10', 'x9', 'p2', 'c5']}
1769458826.0146196,RECEIVED,eaf6ba8e-f5ef-4c2c-a6c2-8a4982acb526,9b629515-f658-47ea-b5d1-0b5f00c84acc,c5,c4,27,p1,?,surb={'id': '5f41fb5f-5123-4221-9495-7022260222ed', 'route': ['p1', 'e9', 'i1', 'x10', 'p2', 'c5']}
1769458826.024234,SENT,d8ffbbe7-3a98-4ec1-bd4a-04fb82eb7c6f,31fa14b0-91eb-4628-ae3e-9ef26f1c276f,c4,c3,3375,?,p1,
1769458826.0243244,CREATED,ba0204ce-cfaa-4ac7-b146-c504562df27c,b6410ca4-fbb4-4092-86f3-0fd55f7ed54e,c4,c3,26,?,?,surb={'id': 'b680f335-6910-4abd-958c-7be3c43c8601', 'route': ['p3', 'e4', 'i9', 'x1', 'p1', 'c4']}
1769458826.2521174,SENT,60f2fb1f-2f6d-4073-b625-dbd9b9c0fb6b,a748ba6d-2cc0-4d3e-9ba1-12c4cf8bbe0e,c4,c3,3387,?,p1,
1769458826.2522674,CREATED,993adb74-1706-4333-8b71-7577815e3f54,3b6b0090-89c9-4b35-b0c7-62d4277a3446,c4,c3,27,?,?,surb={'id': 'f207ef3f-f9d9-45a8-8262-7d5ab7357473', 'route': ['p3', 'e11', 'i11', 'x1', 'p1', 'c4']}
1769458826.276666,SENT,0266260f-25a4-4c01-923b-1684caae22a6,17526c87-ffec-4dba-97e3-3a6b2c8c82c9,c4,c3,3392,?,p1,
1769458826.2768033,CREATED,c03480b7-f43e-4e25-afbd-7d35403ff2b0,94455ac6-c167-4376-bdcf-53c98a8ad362,c4,c3,27,?,?,surb={'id': '878e9790-ba09-4c0e-b38b-73f1e29abfb4', 'route': ['p3', 'e11', 'i4', 'x10', 'p1', 'c4']}
1769458826.291588,RECEIVED,c3144958-ba94-45c7-ac2d-9d6f72396992,8162dbbd-373b-4fab-b6d7-fbdb6c88d2a3,c2,c4,27,p1,?,surb={'id': '8b2e34b9-8be0-45d4-9b28-5d48b2ee331e', 'route': ['p1', 'e9', 'i10', 'x4', 'p2', 'c2']}
1769458826.366842,RECEIVED,37e3487a-3df8-4bde-b217-56be411678a9,99eb3ee6-fbfe-4d81-9d02-1a85b30dda70,c2,c4,27,p1,?,surb={'id': '1e14da6a-d4e5-46fa-b3f2-18f7c29e3a18', 'route': ['p1', 'e2', 'i3', 'x10', 'p2', 'c2']}
1769458826.5669901,RECEIVED,04d69d49-82f9-43d6-910c-e4b720f2a14e,14a3e29e-4465-4cc3-9bb5-2490959c37e8,c5,c4,27,p1,?,surb={'id': '74ac2db1-0266-4311-ab3f-684c22058337', 'route': ['p1', 'e9', 'i6', 'x4', 'p2', 'c5']}
1769458827.2869487,SENT,faa5b39f-2f0e-4bbc-b11d-629fd1224d5e,9eae597f-85bb-4d55-93b4-f371349e20d9,c4,c3,3399,?,p1,
1769458827.2871406,CREATED,f6c2e79a-1614-43d5-b0aa-e8a90703b7c3,80fe7c89-5c68-42e4-87ec-5e3e777f6b2b,c4,c3,27,?,?,surb={'id': '4686f7e0-2b6a-4918-b923-3871f8b9730c', 'route': ['p3', 'e8', 'i11', 'x1', 'p1', 'c4']}
1769458827.30552,RECEIVED,006785f1-d301-4ddd-b5b4-903272adf370,e205906d-97ef-4240-aa39-eede5d02ef8b,c5,c4,27,p1,?,surb={'id': '625b3690-8464-4e9f-88f2-e45abeb6d503', 'route': ['p1', 'e1', 'i9', 'x4', 'p2', 'c5']}
1769458827.326872,SENT,37ee98a0-df2a-4189-a267-dbb782008857,b23a6daa-80e6-4be2-8148-056edb65712c,c4,c3,3376,?,p1,
1769458827.327017,CREATED,6a17be19-5250-45d6-8a48-09aa9bd4d4d3,39e39b38-c52e-4176-bd4d-61a176f317ac,c4,c3,26,?,?,surb={'id': '3179e8d1-78f7-470f-ac33-9fd9f16e331f', 'route': ['p3', 'e2', 'i8', 'x3', 'p1', 'c4']}
1769458827.4143558,RECEIVED,9724962f-ad2b-4a66-93aa-77b0b1c1d8c1,92cf1bbd-d9c4-4630-894c-909e34dfded5,c5,c4,27,p1,?,surb={'id': 'a71652a5-acf5-41f5-b240-be718717580e', 'route': ['p1', 'e12', 'i3', 'x6', 'p2', 'c5']}
1769458827.4555228,RECEIVED,d0533e0f-80ed-4323-afb9-d970f6b17d33,4596e139-739b-48b3-9e5d-ab1b03f0fe4f,c3,c4,27,p1,?,surb={'id': '35a8675f-32b1-4ee2-8015-9cfe1d52f0f4', 'route': ['p1', 'e2', 'i8', 'x10', 'p3', 'c3']}
1769458827.4614024,RECEIVED,0f6c37be-adcb-4633-b185-3938eee519b6,81f00e91-6825-4d66-9a39-6f720e01e3fa,c3,c4,27,p1,?,surb={'id': '2295e49c-e0a8-416b-b592-7f011c02a831', 'route': ['p1', 'e8', 'i10', 'x1', 'p3', 'c3']}
1769458827.614847,RECEIVED,6baca307-954b-4131-90ce-94123a9e3cd1,45e5901c-cbd7-44fa-b1f9-7f5a9cb43dd9,c5,c4,27,p1,?,surb={'id': '5f9ec3e9-b614-4bec-bfc4-e81d7564c0d3', 'route': ['p1', 'e10', 'i10', 'x5', 'p2', 'c5']}
1769458827.806629,RECEIVED,b3a3827f-e209-4719-9d5f-0424132e63be,7a10edbb-8ef3-4ed4-b33e-4805856cae75,c2,c4,27,p1,?,surb={'id': 'e1723300-066a-47dd-8a43-0e47cecd0dad', 'route': ['p1', 'e9', 'i7', 'x7', 'p2', 'c2']}
1769458827.8228812,SENT,12d2875d-65c1-4e33-8b5d-26641e00baa9,33c3ee73-cfcf-4375-aede-4e3a34368e59,c4,c3,3360,?,p1,
1769458827.8238168,CREATED,4b2a668d-8734-4a86-b4a5-610e7ccf3f63,c2c2d114-9051-4d72-9696-3f5f17df7639,c4,c3,27,?,?,surb={'id': '3df79506-5e6d-4758-8a90-4a434b54eff1', 'route': ['p3', 'e4', 'i6', 'x5', 'p1', 'c4']}
1769458827.8976657,RECEIVED,33b29641-07eb-42df-9d19-a68689a60fe9,7f913521-85c0-44f5-a899-57a4e27bc1a8,c3,c4,27,p1,?,surb={'id': 'a62cb2a3-30b8-4252-8225-95408034569a', 'route': ['p1', 'e11', 'i4', 'x1', 'p3', 'c3']}
