timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769738664.8837435,SENT,767a5ee4-623b-4d73-b907-04bf3cb9726b,35c55a75-c74b-4259-b962-e445094be75f,c3,DROP,2027,?,p3,
1769738664.8838725,CREATED,9f444ace-253f-4ca5-bdb3-9b88bcdba277,367f8a6b-66a2-4c0e-af67-e915b0d7bc4b,c3,DROP,27,?,?,
1769738665.3675451,SENT,5ba25b30-e266-4ac2-ab43-b9545139dcdc,2bbd4a76-f445-42b6-8915-a2c90592ecb2,c3,c5,3400,?,p3,
1769738665.3681316,CREATED,40efb148-5b70-4547-94b9-862b48e0c822,f52ff93a-53a7-48ce-910b-207dd7c8aeee,c3,c5,27,?,?,surb={'id': '2d3837a7-aa68-4dcd-b9ed-6a38c31d19e7', 'route': ['p2', 'e2', 'i11', 'x10', 'p3', 'c3']}
1769738718.1131318,CREATED,11e15f99-a7d8-4f73-bad4-b2c2314b6869,4b84ae67-ccab-45a8-b3ee-9ba4cf79164d,c3,c5,27,?,?,surb={'id': '4bb4fa9f-5510-4826-8eed-3f5f1e2da4fb', 'route': ['p2', 'e4', 'i11', 'x7', 'p3', 'c3']}
1769738718.2047741,RECEIVED,149df492-832a-41d9-8158-7481e72e9126,9ad62cd2-fbf8-42d4-8b0f-b5453abb66d5,c4,c3,26,p3,?,surb={'id': '035fc783-6978-4d49-931f-3feec9f7eb63', 'route': ['p3', 'e2', 'i5', 'x8', 'p1', 'c4']}
1769738718.2473722,SENT,691c40cf-f76b-424b-90f9-3e16e01895e1,d030a949-b2bf-4085-acf0-5fac19e41e28,c3,c5,3391,?,p3,
1769738718.2474477,CREATED,1f965487-5aaf-4dff-bdcf-0065244f5e95,7ec623f9-dbe9-41c2-a04d-5ec7401b6cf2,c3,c5,27,?,?,surb={'id': '3b0c2877-035a-499d-872e-ef0021b120f9', 'route': ['p2', 'e4', 'i8', 'x10', 'p3', 'c3']}
1769738718.5118997,RECEIVED,2781eb1b-3c49-4922-aadf-d675c148c56c,836fe46b-edbf-4098-a0a8-91cddb21ef61,c4,c3,27,p3,?,surb={'id': 'a1b5a3b7-40c6-40ca-b432-5bbdc6f222d5', 'route': ['p3', 'e1', 'i2', 'x9', 'p1', 'c4']}
1769738718.5542872,RECEIVED,7a61a712-ab80-4f49-9884-e4271258c29a,61cbecd2-ebb1-4883-9326-df0380018c8c,c4,c3,27,p3,?,surb={'id': 'ebbe17aa-2d53-4afb-818e-2823b47ae600', 'route': ['p3', 'e1', 'i3', 'x5', 'p1', 'c4']}
1769738718.743242,SENT,2c4c499d-1e27-4fc3-bab5-9747eda97c1b,23745bc2-69f4-4b96-8eca-5900bfa9a8bb,c3,c5,3389,?,p3,
1769738718.743359,CREATED,c5fc909a-b5b5-4f1c-81fb-26762715c534,5fa5831c-dbb4-49e2-a8ff-9f068ffedc83,c3,c5,27,?,?,surb={'id': '9d76c61e-9437-47aa-b840-928be7c5d760', 'route': ['p2', 'e4', 'i3', 'x7', 'p3', 'c3']}
1769738718.7722585,SENT,9e51eae5-6644-4f58-a0d4-f15dbfa91b69,3159d762-a6cb-44b8-924e-aff72da7e553,c3,c5,3408,?,p3,
1769738718.7723787,CREATED,f2f1017a-59f3-4fb2-b07b-4b6e82931519,687d391f-d6e3-4a1c-91c8-73b08a231e35,c3,c5,27,?,?,surb={'id': 'e5068869-3768-4f05-8364-b0ee2ed986d4', 'route': ['p2', 'e2', 'i3', 'x8', 'p3', 'c3']}
1769738718.8474975,SENT,25f830f3-bac9-4dc6-9438-a6eb5c2fabac,fd4617d5-accd-4da2-b2d3-7657b4a1f0ee,c3,c5,3400,?,p3,
1769738718.8476458,CREATED,c54c80b2-9b4d-44bb-a520-7c8e991d1df0,c11691eb-8067-4f7b-a3fa-96059167b046,c3,c5,27,?,?,surb={'id': '6126a350-6a3f-4266-b633-73ceb2781284', 'route': ['p2', 'e11', 'i7', 'x3', 'p3', 'c3']}
1769738718.9995282,SENT,033e471d-4b9c-4dc4-aa79-d74c483a2eee,928943dd-a057-44d1-baea-1321f6a4f39b,c3,c5,3380,?,p3,
1769738718.9996457,CREATED,ba874c4b-d93a-465b-89d4-ac16c0e204de,e5cda78a-efbe-4a31-b09e-41b0efcad8b9,c3,c5,27,?,?,surb={'id': 'f81a6baf-8489-4169-bcb2-5e8d0e49980e', 'route': ['p2', 'e1', 'i6', 'x4', 'p3', 'c3']}
1769738719.0951278,RECEIVED,418d38ce-8c41-412d-8762-7edea049aaa7,8b8c07f4-abf3-47f8-a310-792a1babd08c,c4,c3,27,p3,?,surb={'id': 'c16ed1d0-aa3f-4065-9f62-a468cfa16ab3', 'route': ['p3', 'e10', 'i5', 'x1', 'p1', 'c4']}
1769738719.1091707,RECEIVED,dc3476e2-08c2-4dd3-9776-017a005f4a1e,49491822-f4a8-4fb7-8d8f-0cb1e9f12796,c4,c3,27,p3,?,surb={'id': 'f8cb3e4d-e468-4bf4-9799-e3e2863c2783', 'route': ['p3', 'e2', 'i10', 'x8', 'p1', 'c4']}
1769738719.2651174,SENT,96db88b1-8ef3-4da3-b3cd-d513478b8644,7e03336e-cb06-4f85-8421-2aaf9ad72131,c3,c5,3364,?,p3,
1769738719.265236,CREATED,527d0459-cc63-4279-af61-36e318ee4468,2153a515-394f-4542-9980-41a848e4fa01,c3,c5,27,?,?,surb={'id': '26fd2864-8879-4d44-906b-3b6cb2b63247', 'route': ['p2', 'e1', 'i7', 'x10', 'p3', 'c3']}
1769738719.4873571,SENT,67bb3365-b86f-4f03-a51c-285fb896af75,469d9bcd-ffb5-4e42-a179-2f792d8db02f,c3,c5,3379,?,p3,
1769738719.4875054,CREATED,b27cf794-81cf-46d5-8168-3f360ce408e5,761f1af8-05cf-46f6-8197-fcecdaafbe03,c3,c5,27,?,?,surb={'id': 'e2471222-a9d2-410d-855a-884fd5d16975', 'route': ['p2', 'e8', 'i9', 'x3', 'p3', 'c3']}
1769738719.5329316,SENT,84ac6822-f208-45d6-b83d-e061650d053d,4b59dea0-3557-4def-a58d-15b142fdc526,c3,c5,3372,?,p3,
1769738719.5331974,CREATED,f427e64d-e03f-4e18-96eb-303f12456293,7cbf8c72-b1e7-4c69-ae43-033a6cb82fb4,c3,c5,26,?,?,surb={'id': '89906e33-65a6-4473-a8ae-9a403599a504', 'route': ['p2', 'e7', 'i4', 'x5', 'p3', 'c3']}
1769738719.5903366,RECEIVED,f2a16eab-48a4-4b7e-868f-3e572c18e880,ce188a36-4ae7-46a9-b672-4c8e44202f61,c4,c3,27,p3,?,surb={'id': 'e4deec23-9606-480b-be2a-989b609e30f5', 'route': ['p3', 'e10', 'i6', 'x4', 'p1', 'c4']}
1769738719.6374693,RECEIVED,f9a0fccd-5570-482f-9c9a-dbfb875d7599,cd0b10a6-82b1-491e-8fa0-ff98fbd98dae,c4,c3,27,p3,?,surb={'id': '11a288ce-8f03-4d7c-84ad-9368f262f1e0', 'route': ['p3', 'e6', 'i10', 'x6', 'p1', 'c4']}
1769738719.707611,SENT,2b97873c-e3ff-411e-b7c5-eaf5aba4170b,c1415d6c-4564-4201-87d0-42ddc045c8b0,c3,c5,3384,?,p3,
1769738719.7077599,CREATED,ca289869-dbec-453f-9fa9-1916f72ad55f,fdf5b19a-0de7-41a9-801d-1779a863bb49,c3,c5,27,?,?,surb={'id': '3fcf12d8-26d9-4ae4-aaca-a15c1107648d', 'route': ['p2', 'e10', 'i12', 'x12', 'p3', 'c3']}
1769738720.374857,RECEIVED,a20f4491-7c7a-413a-a22a-2c7218b32417,bbc2e68f-ac42-429f-b427-64c2bc499ca4,c4,c3,27,p3,?,surb={'id': '2026625e-cfce-4254-bbe8-6b3f91be950f', 'route': ['p3', 'e2', 'i3', 'x10', 'p1', 'c4']}
1769738720.4538999,SENT,c46bfe18-02a9-4e06-a2ab-d34e5582678e,eefc6ec6-a63b-4330-9aea-8409b3d32983,c3,c5,3371,?,p3,
1769738720.4540987,CREATED,0b9e6136-5845-4ef8-9c5d-71686f1ba42c,92713b82-5cec-4a56-8d54-fe0e9dcdbded,c3,c5,26,?,?,surb={'id': '1f617f4a-f22a-4449-ab02-744decc86296', 'route': ['p2', 'e5', 'i6', 'x3', 'p3', 'c3']}
1769738720.7858813,SENT,71e9bb1f-7a9f-45e2-9d54-f1e72c263ca1,65f551cb-ec13-47f0-be3d-1b02785a2b24,c3,c5,3384,?,p3,
1769738720.785941,CREATED,0a6e0f80-c5c6-4be1-80c8-bc094ed8f37d,2777a56d-5487-415e-b8fd-5b1f7a87f29a,c3,c5,27,?,?,surb={'id': 'd7f989b4-fc2b-4d59-ae0c-caf2bd78a37f', 'route': ['p2', 'e5', 'i3', 'x11', 'p3', 'c3']}
1769738721.0085015,RECEIVED,190a19d4-d376-43f5-b40f-fdcfb690ee0f,ae4691eb-e129-434b-a137-2940412eef74,c4,c3,27,p3,?,surb={'id': 'b016934b-f9a6-4afe-bafe-11f4dc3a3303', 'route': ['p3', 'e4', 'i10', 'x12', 'p1', 'c4']}
1769738721.066626,SENT,5b87a1f1-e851-49c5-932e-dad90c31972e,715bfcbe-cbdd-4275-9a4d-64f3b61d3081,c3,c5,3371,?,p3,
1769738721.0667615,CREATED,23b01d12-ad64-467d-a75e-8c5cf77ff119,d3180c44-1b43-4edd-8382-781916acb766,c3,c5,27,?,?,surb={'id': '19757836-9f34-4434-a19f-e20b15305b91', 'route': ['p2', 'e5', 'i6', 'x5', 'p3', 'c3']}
1769738721.1275008,RECEIVED,03f90414-714c-440b-bc75-4786bae86477,1bf00801-478b-413d-9deb-7a6818152a0b,c4,c3,27,p3,?,surb={'id': 'a4b2c565-855d-4332-9d07-f3aed4945e4e', 'route': ['p3', 'e12', 'i8', 'x3', 'p1', 'c4']}
1769738721.3508017,SENT,b227fb71-f059-4306-af13-55a455fce735,c3e2e22b-dd3d-4890-b6c5-8af8eccecf79,c3,c5,3394,?,p3,
1769738721.350969,CREATED,b8398906-77f9-418c-8bc6-e0c865ffcc54,de4c294f-d2d6-4333-a323-86123c89dec3,c3,c5,27,?,?,surb={'id': '2dc355c8-d9bd-47d8-8394-b23baa8f05fa', 'route': ['p2', 'e1', 'i6', 'x12', 'p3', 'c3']}
1769738721.3957932,RECEIVED,525fb033-458f-4428-9a83-84a9748e8451,9a591d2a-7221-4c77-bf62-89b6bf06d6ea,c4,c3,26,p3,?,surb={'id': '07e43b19-10b8-434c-9562-a357d5311cef', 'route': ['p3', 'e4', 'i4', 'x11', 'p1', 'c4']}
1769738721.4318578,SENT,f34d1089-96ec-4f59-9d3b-92db4b71f210,a3d381fe-405c-471f-be43-78431e8fd7b6,c3,c5,3388,?,p3,
1769738721.4320061,CREATED,51ae4358-6616-488f-873b-43730e1ce56e,7c3b7782-7391-4318-99fb-91aa836a127b,c3,c5,27,?,?,surb={'id': '6dce16f2-17f1-4c1f-a89d-6c528f143f63', 'route': ['p2', 'e11', 'i2', 'x11', 'p3', 'c3']}
1769738722.0077896,SENT,72228a32-a1b4-4182-88f9-602c352594eb,a8bba679-968a-4a5c-8458-60805140cfa7,c3,c5,3367,?,p3,
1769738722.0079384,CREATED,60a885cb-77dc-4a83-a00c-230becf75548,4b10e521-6199-418d-a92d-069cf0595f8a,c3,c5,26,?,?,surb={'id': 'a3e3ad91-b334-401f-a205-ef6589878b28', 'route': ['p2', 'e7', 'i9', 'x1', 'p3', 'c3']}
1769738722.179526,RECEIVED,8b388bd5-26f4-41f4-91a0-e11566fa8e9f,066fa703-3930-47b3-9324-842a9fd9d161,c4,c3,27,p3,?,surb={'id': 'ebe6185b-11ce-4457-8d01-4111817e0192', 'route': ['p3', 'e6', 'i8', 'x11', 'p1', 'c4']}
1769738722.2349563,SENT,a3ffc040-fb86-4d02-bca7-bb98c5a98b9d,e17999fd-9e59-4cf6-a97d-6fff96ca5c42,c3,c5,3394,?,p3,
1769738722.2350197,CREATED,833cedd9-51ac-49bc-b0f0-90be7c9ad871,b5fc87ae-29e8-4d57-80d7-60bf81b02e29,c3,c5,27,?,?,surb={'id': '4e3ebf7c-1776-4b36-890e-95414d055f4a', 'route': ['p2', 'e1', 'i9', 'x12', 'p3', 'c3']}
1769738722.2378638,RECEIVED,fa1ab219-c16a-4b10-a425-e41944dd22a7,ec16db47-aa10-4d26-9960-c303d2225928,c4,c3,27,p3,?,surb={'id': 'f0080ee7-dcf9-412d-90f1-83f174732468', 'route': ['p3', 'e8', 'i12', 'x4', 'p1', 'c4']}
1769738722.2857368,RECEIVED,cc5cc252-2325-4be3-b31b-b5ea282968c7,5dcf5927-d233-4e42-a663-855b0e5761c0,c4,c3,27,p3,?,surb={'id': '1a190506-a66d-4e02-9892-4dafe7e6cd0d', 'route': ['p3', 'e6', 'i11', 'x9', 'p1', 'c4']}
1769738722.4388824,RECEIVED,6cce3e66-9afb-456a-8895-790d6cfd13ae,436ca732-b52e-4d16-84d8-58251567b68a,c4,c3,27,p3,?,surb={'id': 'd0f53967-cb54-42b3-873f-f1492e1511de', 'route': ['p3', 'e9', 'i3', 'x4', 'p1', 'c4']}
1769738722.4960332,RECEIVED,a365966b-f90c-42b3-ab93-6dc06eab2b88,9e5132e0-5ac6-4db5-a363-04ad75d04b31,c4,c3,27,p3,?,surb={'id': 'b93cc8cd-5dd0-46cb-a148-b6e9530f37db', 'route': ['p3', 'e1', 'i2', 'x7', 'p1', 'c4']}
1769738722.581438,SENT,b6a2b920-6799-417c-a3b4-d30c45531b2c,ae3f81be-9ee3-4ea0-a9c9-8d55d091b178,c3,DROP,2017,?,p3,
1769738722.5815892,CREATED,211ac491-42d0-41ae-8508-65b5c6659c6f,542417d7-990f-4dae-b79e-8a1318aa3aa7,c3,DROP,27,?,?,
1769738722.8199089,RECEIVED,f07142dc-ab39-4d39-ac05-72f645a46546,635b01e9-2703-431d-81dd-7bbd0c9a1e4b,c4,c3,27,p3,?,surb={'id': '8b8d33eb-1560-476d-b8f3-88f29e00cc77', 'route': ['p3', 'e12', 'i8', 'x5', 'p1', 'c4']}
1769738722.8223581,RECEIVED,447aada1-8980-461d-8530-09d472e2070b,eb2fbd2f-7a5e-47ec-8c7c-7e23f63048be,c4,c3,27,p3,?,surb={'id': 'dd8536bc-8052-46d9-80da-769305f0ad2c', 'route': ['p3', 'e6', 'i11', 'x4', 'p1', 'c4']}
1769738722.9091105,SENT,0b2a32bd-a2b2-4c08-8565-99de93d37ce9,794cd90f-a778-4e59-915a-3ccdfe9bc961,c3,c5,3400,?,p3,
1769738722.9092145,CREATED,2d692db0-12e8-4b95-9fb9-f7002661ead0,962b066b-6288-42d2-bb15-1de7ff26d949,c3,c5,26,?,?,surb={'id': 'c194a2db-fe3b-4adb-9b0b-e8257c237fde', 'route': ['p2', 'e10', 'i5', 'x7', 'p3', 'c3']}
1769738723.158613,RECEIVED,30df6cf6-48d3-42c1-8ebb-82043c0cae95,426341e8-bf02-4c97-9f2b-4fd2409ca080,c4,c3,27,p3,?,surb={'id': 'bf7b36ae-3f20-4b10-89f7-2284d328ef75', 'route': ['p3', 'e11', 'i9', 'x3', 'p1', 'c4']}
1769738723.2522342,SENT,705d4338-0e2f-422e-9c4f-2b54bfa7154b,6c0e66b1-6e67-4894-9da2-03524ae2e5b9,c3,c5,3357,?,p3,
1769738723.2524037,CREATED,0ce27204-ead2-4e16-b284-7aaa44436922,e0cf8be1-f939-49a2-9216-79c89f3cad6a,c3,c5,26,?,?,surb={'id': 'c9fa37d6-f818-4b6d-9db3-1deda503c9b4', 'route': ['p2', 'e5', 'i3', 'x4', 'p3', 'c3']}
1769738723.29447,SENT,47c9ce5f-ba5d-4100-b61c-6904a4cdea91,ec2a3043-9ed9-4826-b350-870072167421,c3,DROP,2023,?,p3,
1769738723.2945952,CREATED,367508ff-1f88-45e5-891b-4b3a1581d741,b6ec750a-7c11-4acb-ad68-c980c932cf0a,c3,DROP,27,?,?,
1769738724.0362918,SENT,78ec5e23-f709-474b-a018-0a183631735e,79aa1d42-e294-414e-96f7-e146de24c95f,c3,DROP,2023,?,p3,
1769738724.0371022,CREATED,3f0bd866-cce4-4419-b3f7-cfca6789db5b,c123b33a-0181-44a4-8adf-8c1dc4133ee0,c3,DROP,27,?,?,
1769738724.200458,SENT,93cda311-f226-4b53-8c96-84b61e877948,5b1740d5-c189-46a9-9d62-6be55322b128,c3,c5,3367,?,p3,
1769738724.2006202,CREATED,bd3a99d7-683f-4cf8-ab92-aa07aa82fc2c,20e29ccf-f3bf-4157-bf07-5dd81f617d60,c3,c5,27,?,?,surb={'id': 'b2f9b335-9265-41f6-a626-1469d18f377b', 'route': ['p2', 'e9', 'i6', 'x6', 'p3', 'c3']}
1769738724.3349445,SENT,368ad5ed-dd49-4319-871a-cbfba8465211,8e30fa32-e756-48ee-916f-fa9128a46021,c3,c5,3356,?,p3,
1769738724.3355944,CREATED,cf700b2e-9878-4535-9c21-dd4dd1979e20,61f726da-4b60-461c-93e6-ae2db7b9d960,c3,c5,27,?,?,surb={'id': '7d8eb923-85b5-4655-9d6f-eb0f89d14361', 'route': ['p2', 'e1', 'i7', 'x8', 'p3', 'c3']}
1769738724.4710066,RECEIVED,41ada1d6-6208-4650-8c67-80f17ea2dbf4,f6421bd2-428b-4869-b3c6-b898c230742e,c4,c3,27,p3,?,surb={'id': '775e76ee-c38f-4b97-b551-20692e879189', 'route': ['p3', 'e7', 'i9', 'x4', 'p1', 'c4']}
1769738724.5283465,SENT,1f00080f-246b-4b54-b77e-5eef89333e0d,55508abc-07cd-4931-b69f-6534997e1569,c3,c5,3371,?,p3,
1769738724.5284994,CREATED,495e82db-586f-4dfa-8e2a-7c94679a8824,02149c45-3648-4ced-84cc-da0d473bfcaa,c3,c5,25,?,?,surb={'id': '19d147b1-7a97-455d-8225-fd1158c6e2cb', 'route': ['p2', 'e4', 'i2', 'x12', 'p3', 'c3']}
1769738724.7135315,SENT,d441dcee-3adc-4459-9f32-2b44f1a99fb2,fc5cb25b-973a-4e41-a069-9698a655a6b4,c3,DROP,2021,?,p3,
1769738724.7136633,CREATED,48832e0c-d593-45bb-80be-c6a5f2bd4ddd,a2e2c7c0-1956-4f67-b48d-130cb73ca2a7,c3,DROP,26,?,?,
1769738724.823421,RECEIVED,e0718e0a-0e2c-446c-8ec3-9582ffcd8245,b48267a0-f0ba-4757-89ea-3dd2dc6bd91f,c4,c3,26,p3,?,surb={'id': 'f942a2ff-2329-4aef-b0f8-d87cc4d00315', 'route': ['p3', 'e7', 'i5', 'x2', 'p1', 'c4']}
1769738724.984751,RECEIVED,b59a552e-0a06-4d36-93ed-86fbfebf3a86,1406421d-def9-4b43-b8d3-140766a00b54,c4,c3,27,p3,?,surb={'id': '7216427a-698e-454d-ab90-81aa33d91410', 'route': ['p3', 'e6', 'i4', 'x9', 'p1', 'c4']}
1769738725.09203,RECEIVED,3be0e0b2-03e1-455a-a299-f818721d1aea,d5717d5f-ea27-4f1e-984a-606e03eb89f8,c4,c3,27,p3,?,surb={'id': '1fd54d64-a13c-41a4-b265-97f693935c10', 'route': ['p3', 'e9', 'i1', 'x8', 'p1', 'c4']}
1769738725.1270902,SENT,f518ce29-679d-421c-ae1b-1fbad96b4001,cb7c0d8a-837e-4656-bdd8-249a4a21257e,c3,c5,3375,?,p3,
1769738725.1272504,CREATED,773c759c-5ac6-4736-bc00-a56150b8d57f,d119af78-a245-4ca5-bedb-0cef47a6f14c,c3,c5,27,?,?,surb={'id': '3ff2c2db-24ab-4210-bbeb-93f15686132e', 'route': ['p2', 'e2', 'i8', 'x4', 'p3', 'c3']}
1769738725.1806674,SENT,4b396e61-1ada-43ec-9e9b-75cd207f8187,bb20e522-406f-4d17-a9da-ff3de5d42322,c3,c5,3391,?,p3,
1769738725.180982,CREATED,cdd4481c-35c9-46eb-a814-47c9ca52fb47,8df126a2-a26b-45b5-abcd-316947ae3007,c3,c5,27,?,?,surb={'id': '5ce74aca-c418-46a6-915c-7f49ec037688', 'route': ['p2', 'e1', 'i10', 'x10', 'p3', 'c3']}
1769738725.6252587,RECEIVED,06dff5ff-3ea1-436a-9ec8-acdf6e1fb960,9e7e3bc1-d791-44f4-816c-f516757488b1,c4,c3,26,p3,?,surb={'id': 'fb0a1986-b4ac-4b03-9bea-b965613b2d5b', 'route': ['p3', 'e6', 'i6', 'x3', 'p1', 'c4']}
1769738725.7038984,SENT,b282c85e-ec84-406d-9172-6646d305175e,0823ee34-566a-4144-aa23-6caa82bd3f7f,c3,c5,3373,?,p3,
1769738725.7040694,CREATED,f11bdd2a-f44b-4d10-a28b-035142988367,9010007a-219c-4aec-b9e7-0e9761996f1d,c3,c5,27,?,?,surb={'id': '1896b4b3-6e59-40c2-b6ea-30e8dab58664', 'route': ['p2', 'e4', 'i2', 'x8', 'p3', 'c3']}
1769738725.901026,RECEIVED,f507cdc9-8f0f-42a8-861c-4db8964c61a0,dcf2dae2-8b01-46a7-ba61-3976b582f0c7,c4,c3,27,p3,?,surb={'id': '28dd2901-7779-4a56-b6f3-ce09809fe804', 'route': ['p3', 'e11', 'i4', 'x1', 'p1', 'c4']}
1769738725.9031155,SENT,a6e325f2-240b-44db-b23c-c6da1f3fd650,3f7ceb1f-27fd-4121-b57e-3295a33561ae,c3,c5,3380,?,p3,
1769738725.9032052,CREATED,5c405a04-2e50-4290-ac55-0b1897cc8625,dd78274d-5539-41a3-ae48-906f096663d0,c3,c5,26,?,?,surb={'id': '82f65a9e-acbf-475d-a9ce-896960823f34', 'route': ['p2', 'e3', 'i8', 'x2', 'p3', 'c3']}
1769738725.9967122,SENT,0c2f1e49-4f24-4b54-ab07-d6346be47dd3,8d045448-a05d-49fb-b64f-b8b741d6ca6d,c3,c5,3400,?,p3,
1769738725.9968038,CREATED,e40e862d-786d-4aa5-b182-310017751e69,6ae3d88d-cb0a-4075-ba61-5d23343a0844,c3,c5,27,?,?,surb={'id': '2f1a1f05-2ae9-4460-92ae-0227a5e46920', 'route': ['p2', 'e11', 'i7', 'x8', 'p3', 'c3']}
1769738726.2248604,SENT,4db3787a-853e-417e-afa1-099d1fe46496,91649649-f531-4237-a402-e783d73a71e4,c3,c5,3355,?,p3,
1769738726.2250063,CREATED,56365653-386f-49d7-a72e-cabe9e75b678,8a2b6314-1f8d-4b0e-a81e-d44059fc6cae,c3,c5,27,?,?,surb={'id': '3f7723a1-03ce-4f64-b369-4386380bc01b', 'route': ['p2', 'e11', 'i3', 'x1', 'p3', 'c3']}
1769738726.436634,SENT,2fe589bd-ea5d-46b1-9872-dad752491c58,b4a52b03-ef53-4f08-9a29-d014e7847dcb,c3,c5,3359,?,p3,
1769738726.4370182,CREATED,333b05d6-9517-404f-9f09-a56027740e79,a4b7a52e-889b-4b05-967f-ccb1b33f08b4,c3,c5,27,?,?,surb={'id': 'e599142e-7b94-439f-9114-e4d196a9eccd', 'route': ['p2', 'e8', 'i2', 'x4', 'p3', 'c3']}
1769738726.767405,RECEIVED,7a6382dc-6d9f-40ad-ac12-9ff2f79ea091,124f3d51-92a7-42e9-b913-9b1681cf49a7,c4,c3,27,p3,?,surb={'id': '7fa999c4-897a-46a1-8e1a-a15018290193', 'route': ['p3', 'e2', 'i10', 'x7', 'p1', 'c4']}
1769738726.9700642,RECEIVED,74c844b3-6c7e-48d5-9e60-12694e8442df,a642d1ab-eb10-41f2-892c-b2aaf069e402,c4,c3,26,p3,?,surb={'id': '6793f371-55cc-4cd2-8a40-e5d77ffedaeb', 'route': ['p3', 'e7', 'i8', 'x10', 'p1', 'c4']}
1769738727.2548285,RECEIVED,4821b694-5607-4bbf-a61a-263fd0f1f261,eecb7c97-4062-4bf4-b9c4-f64837094fc5,c4,c3,27,p3,?,surb={'id': 'eb9f605f-c76b-40b1-a9e5-b0e571ebf33a', 'route': ['p3', 'e5', 'i10', 'x4', 'p1', 'c4']}
1769738727.414923,SENT,57ca53fc-6a79-4216-9101-79b881274077,3dda3497-e69e-4def-9bd0-3cd56b5a2cea,c3,c5,3383,?,p3,
1769738727.4150138,CREATED,10d96a66-4563-4648-a551-88056003ff9f,9f1baf1d-40ec-4411-a6a5-5f3498474629,c3,c5,27,?,?,surb={'id': 'e2771f1b-4fe6-4a49-9ebf-906ac8da06e8', 'route': ['p2', 'e8', 'i1', 'x11', 'p3', 'c3']}
1769738727.425745,SENT,a2034905-fa80-49e5-9c5d-133b45f032cf,5f7db3a0-f930-42a8-b55e-43b5b7e6860a,c3,c5,3389,?,p3,
1769738727.425835,CREATED,9fd08fd2-3db7-4ab0-9693-d9ba7c49d0c4,fc9438d8-d44d-4e7a-abe9-eab2e76f4f7c,c3,c5,27,?,?,surb={'id': '09f24927-026e-4c10-9454-6a54abfc73cb', 'route': ['p2', 'e7', 'i11', 'x1', 'p3', 'c3']}
1769738727.5197558,RECEIVED,c076a303-1772-46ca-ab03-f4b7c9e4853f,e3bfdb60-d2c5-4ba1-b30d-661ee530a795,c4,c3,27,p3,?,surb={'id': 'd7aa209c-b6d9-4b35-9e05-1b7209d22201', 'route': ['p3', 'e2', 'i1', 'x9', 'p1', 'c4']}
1769738727.6771226,RECEIVED,9ad91f69-4122-4616-881e-25debb4807b3,60b1e4b9-51b4-4d5a-9fd1-3a74781bfcd5,c4,c3,27,p3,?,surb={'id': '4568c78b-4344-4226-8d66-16fa025c8290', 'route': ['p3', 'e10', 'i3', 'x7', 'p1', 'c4']}
1769738727.7890193,SENT,2bc611df-156d-427a-bf17-b2b6863d7e1a,9c488186-8e11-4c38-8200-4ec941bcd83c,c3,c5,3371,?,p3,
1769738727.7898288,CREATED,4bf99a12-5f6f-43be-a319-cd171a7d9a00,5824779b-c7b0-4a0b-b3f6-130ee4a3baaf,c3,c5,27,?,?,surb={'id': 'a32e658b-992e-4f95-96a0-32e6238fa413', 'route': ['p2', 'e9', 'i2', 'x1', 'p3', 'c3']}
1769738727.806922,RECEIVED,8f07e7a3-bac9-40d8-a674-cdb9ff7a486b,af59d2a1-afb7-45b6-a2f3-26a96d7181e8,c4,c3,27,p3,?,surb={'id': '9e5f6685-d7fd-4dad-bf13-c15e238caccf', 'route': ['p3', 'e7', 'i4', 'x12', 'p1', 'c4']}
1769738727.8318832,SENT,b1e49c54-b719-4403-ab86-7d6370707444,32bdbece-1cbf-4561-b303-81ec317d82a9,c3,c5,3393,?,p3,
1769738727.8319924,CREATED,7547cc85-1c54-44f2-948d-825ab1b1dbc7,040950df-b412-4e4e-b957-ceab5d6e1a12,c3,c5,26,?,?,surb={'id': 'a30d5afa-c597-4cf0-85b3-827e199b45bb', 'route': ['p2', 'e7', 'i1', 'x1', 'p3', 'c3']}
1769738728.0507588,SENT,f5547109-d8e8-49d4-b5f0-671b14404750,e2d8c8c5-3eaf-4ec6-adb4-bee6b4297f0c,c3,c5,3393,?,p3,
1769738728.0508654,CREATED,5eba2e61-2659-401b-ad1e-36a48bf21af8,1d28eb5b-7ea4-4e26-8f5f-beb407b4e13c,c3,c5,27,?,?,surb={'id': '13b67d8e-8085-4ba5-9659-c138e3a018ef', 'route': ['p2', 'e11', 'i4', 'x10', 'p3', 'c3']}
1769738728.3798163,SENT,401edffd-4098-4913-8a7a-225e50d9f9e9,11b2a987-17be-4184-94ab-c8c13b310141,c3,c5,3388,?,p3,
1769738728.3798974,CREATED,aebd0714-5a6f-4c07-93ca-a6d90097ebb6,4953ecf6-20bc-47d5-9cbb-6401cf3d872a,c3,c5,27,?,?,surb={'id': 'e9165c41-8e61-4384-8a4a-421231ede7de', 'route': ['p2', 'e7', 'i3', 'x9', 'p3', 'c3']}
1769738728.559554,SENT,7208bb4d-6ea5-4531-9d77-a775d2844241,6f98d7f9-88bb-47bc-a8a9-3be7c44f16e8,c3,c5,3376,?,p3,
